df_hash,22ZHK4.SJ97MY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.H7NN
person_label,V153
date_time_start,2026-06-08_18-52-11.533000_+03
date_time_start_unix,1780926731.533
date_time_end,2026-06-08_19-10-04.103000_+03
length_difference_noticed,no

time,ppg_quality
58.881,71
59.891,68
60.901,67
62.921,60
63.931,56
64.941,54
66.961,50
68.981,62
69.991,64
71.001,63
73.021,73
74.031,75
76.051,70
78.071,69
80.091,77
82.111,67
84.131,52
86.151,62
88.171,70
89.181,60
91.201,66
92.211,72
93.221,76
95.241,81
97.261,76
98.271,74
99.281,77
100.291,79
101.301,86
102.311,90
103.321,96
105.341,91
106.351,87
108.371,83
110.391,81
111.401,81
112.411,82
114.431,83
116.451,86
118.471,79
119.481,77
121.501,74
123.521,73
125.541,74
126.551,75
128.571,86
129.581,92
131.601,89
132.611,81
133.621,84
135.641,92
136.651,88
138.671,85
140.691,80
142.711,91
143.721,90
144.731,77
145.741,68
146.751,63
148.771,57
150.791,61
151.801,56
152.811,50
153.821,48
154.831,57
155.841,62
157.861,75
158.871,77
159.881,77
160.891,80
161.901,87
162.911,93
164.931,97
166.951,106
167.961,108
168.971,108
170.991,103
173.011,103
175.031,102
176.041,98
177.051,93
180.081,94
182.101,90
183.111,86
184.121,84
186.141,88
187.151,90
188.161,89
190.181,87
191.191,88
193.211,93
195.231,88
197.251,88
199.271,90
200.281,88
201.291,87
203.311,88
205.331,92
206.341,91
207.351,90
208.361,89
209.371,89
210.381,89
212.401,85
213.411,83
214.421,83
215.431,82
216.441,81
218.461,81
220.481,75
222.501,72
223.511,70
224.521,69
225.531,69
227.551,66
229.571,71
231.591,75
233.611,66
234.621,57
236.641,47
237.651,44
239.671,32
240.681,27
242.701,35
244.721,45
246.741,50
248.761,47
250.781,48
252.801,49
254.821,57
255.831,62
257.851,53
258.861,55
259.871,63
261.891,72
263.911,72
265.931,69
267.951,92
268.961,97
270.981,95
271.991,95
273.001,96
275.021,98
276.031,99
277.041,98
278.051,95
280.071,93
281.081,92
282.091,90
283.101,88
284.111,88
285.121,89
286.131,87
287.141,87
288.151,87
290.171,80
292.191,86
293.201,83
294.211,84
295.221,84
296.231,87
298.251,89
299.261,93
301.281,98
303.301,95
305.321,69
306.331,53
307.341,36
309.361,14
311.381,18
313.401,22
315.421,49
316.431,63
318.451,72
320.471,55
322.491,41
324.511,33
326.531,36
327.541,48
328.551,60
329.561,72
331.581,92
333.601,99
335.621,104
337.641,100
339.661,95
341.681,95
343.701,96
345.721,90
346.731,89
348.751,94
350.771,98
351.781,96
352.791,95
354.811,100
356.831,100
358.851,95
359.861,96
361.881,73
363.901,51
365.921,50
367.941,48
369.961,43
370.971,53
371.981,66
372.991,79
375.011,92
377.031,95
379.051,97
381.071,101
383.091,99
385.111,91
387.121,89
389.141,91
390.151,92
392.171,76
393.181,66
394.191,57
396.211,52
398.231,50
400.251,42
402.271,49
403.281,54
404.291,56
405.301,54
407.321,47
409.341,49
411.361,55
413.381,60
414.391,72
415.401,83
416.411,95
417.421,92
418.431,89
419.441,89
420.451,87
421.461,89
422.471,91
424.491,88
425.501,88
426.511,87
428.531,93
429.541,93
431.561,92
432.571,93
434.591,95
436.611,82
437.621,74
439.641,73
441.661,57
443.681,42
445.701,48
446.711,50
448.731,49
449.741,47
452.771,50
454.791,39
456.811,37
458.831,45
460.851,38
462.871,54
463.881,63
464.891,66
467.921,70
469.941,71
471.961,68
472.971,63
473.981,66
476.001,70
477.011,71
478.021,67
480.041,50
481.051,46
483.071,49
485.091,34
486.101,25
487.111,17
488.121,13
489.131,19
491.151,41
493.171,57
495.191,65
498.221,71
500.241,69
502.261,64
503.271,62
504.281,67
506.301,75
507.311,75
509.331,83
510.341,83
511.351,73
513.371,56
515.391,46
517.411,44
519.431,45
521.451,56
523.471,76
524.481,83
525.491,89
526.501,92
528.521,79
529.531,73
530.541,76
531.551,77
532.561,78
534.581,80
536.601,70
538.621,76
539.631,81
541.651,60
542.661,48
543.671,40
545.691,38
546.701,38
547.711,37
549.731,47
551.751,73
553.771,88
555.791,63
556.801,64
558.821,53
560.841,40
562.861,28
563.871,31
564.881,53
565.891,52
566.901,49
568.921,62
569.931,68
571.951,75
572.961,75
573.971,68
574.981,65
575.991,67
578.011,63
580.031,46
581.041,42
582.051,41
584.071,51
585.081,54
586.091,55
588.111,71
589.121,81
590.131,87
591.141,92
593.161,91
594.171,91
595.181,91
596.191,91
597.201,89
599.221,71
600.231,66
601.241,61
603.261,50
604.271,43
605.281,38
606.291,34
608.311,40
610.331,56
612.351,66
613.361,73
615.381,88
616.391,92
617.401,94
618.411,92
619.421,89
621.441,90
623.461,83
625.481,83
627.501,79
629.521,77
631.541,82
632.551,78
634.571,71
636.591,56
638.611,62
640.631,65
641.641,57
642.651,60
643.661,62
644.671,68
646.691,70
648.711,67
649.721,64
651.741,61
652.751,60
653.761,60
655.781,68
657.801,74
659.821,81
661.841,90
662.851,94
663.861,93
664.871,87
665.881,84
666.891,85
667.901,72
668.911,73
670.931,64
672.951,35
674.971,25
676.991,24
678.001,33
679.011,29
680.021,31
682.041,53
683.051,65
684.061,77
685.071,85
686.081,88
688.101,95
690.121,99
691.131,97
692.141,93
693.151,89
695.171,78
697.191,69
