df_hash,22ZHK4.SJ97MY
699.211,58
701.231,55
703.251,46
705.271,40
706.281,38
708.301,42
709.311,47
710.321,50
712.341,46
714.361,56
716.381,67
717.391,77
718.401,83
720.421,65
722.441,58
723.451,62
724.461,70
725.471,67
726.481,56
727.491,44
729.511,41
731.531,57
733.551,53
735.571,47
736.581,50
737.591,52
739.611,50
740.621,49
742.641,50
744.661,66
746.681,75
748.701,86
749.711,92
750.721,96
752.741,94
753.751,93
755.771,88
757.791,90
759.811,81
761.831,66
763.851,63
765.871,76
766.881,75
768.901,72
770.921,84
771.931,85
772.941,88
774.961,81
776.981,79
777.991,83
779.001,86
780.011,85
782.031,79
784.051,78
786.071,79
788.091,73
790.111,72
792.131,73
793.141,72
794.151,78
795.161,81
796.171,81
797.181,71
799.201,77
801.221,72
803.241,75
805.261,64
806.271,59
808.291,59
809.301,54
811.321,64
812.331,66
814.351,60
816.371,65
818.391,71
819.401,62
820.411,63
821.421,62
822.431,62
824.451,67
825.461,69
826.471,69
827.481,64
828.491,71
829.501,78
831.521,70
833.541,65
835.561,37
837.581,21
839.601,5
840.611,1
842.631,3
844.651,6
845.661,21
846.671,34
848.691,36
850.711,44
851.721,40
852.731,39
854.751,28
856.771,10
857.781,14
859.801,24
861.821,26
863.841,28
864.851,33
865.861,43
867.881,47
868.891,43
869.901,44
870.911,44
871.921,45
872.931,49
873.941,53
874.951,62
876.971,66
878.991,65
881.011,61
883.031,60
884.041,63
886.061,65
887.071,68
888.081,72
890.101,69
892.121,62
894.141,62
895.151,62
896.161,55
897.171,48
898.181,46
899.191,48
900.201,49
901.211,51
902.221,56
905.251,54
906.261,62
907.271,67
909.291,59
