df_hash,22ZHK4.P6Z1T7
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.FNNL
person_label,V15
date_time_start,2025-05-22_11-47-26.273000_+03
date_time_start_unix,1747903646.273
date_time_end,2025-05-22_11-55-08.879000_+03
length_difference_noticed,no

time,temperature
5.066,33.969
6.026,33.938
7.027,34.000
8.052,33.938
9.026,33.938
10.249,33.875
11.025,33.906
12.048,33.938
13.023,33.906
14.048,33.938
15.174,33.875
16.053,33.906
17.021,33.906
18.045,33.969
19.020,33.969
20.043,34.031
21.074,34.031
22.042,34.062
23.017,34.062
24.059,34.094
25.015,34.156
26.039,34.188
27.015,34.188
28.042,34.219
29.066,34.250
30.047,34.281
31.112,34.312
32.036,34.312
33.011,34.312
34.037,34.344
35.010,34.312
36.041,34.312
37.008,34.312
38.032,34.312
39.055,34.281
40.180,34.344
41.006,34.344
42.030,34.375
43.046,34.406
44.033,34.438
45.003,34.469
46.468,34.438
47.002,34.500
48.026,34.500
49.433,34.531
50.079,34.531
51.067,34.500
52.024,34.531
53.002,34.562
54.074,34.562
55.017,34.594
56.021,34.594
57.464,34.594
58.020,34.594
59.044,34.625
60.019,34.625
61.070,34.656
62.020,34.625
63.062,34.656
64.016,34.656
65.039,34.688
66.015,34.688
67.040,34.812
68.014,34.812
69.037,34.812
70.012,34.781
71.036,34.812
72.012,34.844
73.035,34.812
74.013,34.812
75.033,34.781
76.013,34.812
77.033,34.719
78.008,34.750
79.031,34.781
80.011,34.812
81.030,34.781
82.249,34.781
83.029,34.812
84.004,34.844
85.028,34.844
86.027,34.875
87.049,34.844
88.001,34.844
89.025,34.844
90.003,34.875
91.025,34.875
91.999,34.906
93.023,34.906
93.998,34.875
95.021,34.906
95.996,34.906
97.169,34.906
97.995,34.906
99.019,34.938
99.994,34.938
101.017,34.969
102.041,34.906
103.051,34.906
104.000,34.906
105.015,34.875
106.039,34.906
107.306,34.906
108.038,34.906
109.021,34.906
110.036,34.875
111.011,34.875
112.035,34.938
113.010,34.969
114.180,35.125
115.009,35.125
116.032,35.156
117.007,35.188
118.031,35.219
119.006,35.188
120.066,35.219
121.297,35.219
122.028,35.219
123.009,35.188
124.031,35.094
125.003,35.094
126.029,35.094
127.002,35.094
128.025,35.062
129.049,35.094
130.028,35.094
130.999,35.062
132.022,35.094
133.241,35.094
134.032,35.125
135.243,35.125
136.020,35.094
136.995,35.125
138.026,35.125
139.189,35.094
140.018,35.125
140.998,35.156
142.018,35.188
143.040,35.250
144.115,35.281
144.991,35.344
146.014,35.312
146.989,35.312
148.017,35.312
149.283,35.312
150.016,35.281
150.990,35.281
152.010,35.281
153.034,35.219
154.098,35.219
155.033,35.156
156.056,35.188
157.031,35.188
158.006,35.219
159.031,35.250
160.005,35.250
161.029,35.281
162.004,35.281
163.028,35.344
164.005,35.344
165.027,35.438
166.002,35.469
167.031,35.469
168.037,35.438
169.025,35.438
169.999,35.438
171.023,35.438
171.998,35.438
173.021,35.375
174.057,35.375
175.021,35.250
175.996,35.250
177.019,35.281
178.018,35.281
179.024,35.250
180.385,35.281
181.022,35.281
181.992,35.312
183.015,35.344
184.434,35.344
185.014,35.375
186.016,35.375
187.016,35.344
188.012,35.375
189.182,35.375
190.233,35.375
191.013,35.375
191.986,35.375
193.009,35.344
194.034,35.375
195.008,35.312
195.983,35.344
197.007,35.344
197.982,35.344
199.306,35.344
199.981,35.344
201.005,35.344
202.028,35.344
203.003,35.375
204.027,35.344
205.099,35.375
206.026,35.375
207.001,35.406
208.028,35.438
208.999,35.438
210.023,35.500
210.998,35.500
212.022,35.531
212.997,35.500
214.023,35.562
214.996,35.500
216.021,35.562
216.995,35.531
218.018,35.469
218.993,35.469
220.017,35.438
220.992,35.438
222.016,35.406
222.995,35.438
224.016,35.438
224.990,35.469
226.013,35.469
227.037,35.438
228.013,35.469
228.987,35.469
230.011,35.500
230.986,35.531
232.010,35.531
232.985,35.531
234.008,35.531
235.324,35.531
236.009,35.531
236.982,35.594
238.005,35.594
238.981,35.562
240.006,35.531
241.226,35.531
242.004,35.531
242.979,35.500
244.002,35.500
244.999,35.500
246.001,35.500
246.976,35.500
248.021,35.500
248.975,35.500
249.999,35.531
251.022,35.500
251.997,35.500
253.022,35.500
253.996,35.531
255.020,35.438
255.995,35.438
257.019,35.469
257.994,35.469
259.017,35.500
260.041,35.500
261.018,35.469
261.991,35.469
263.014,35.500
263.990,35.500
265.014,35.562
265.992,35.562
267.013,35.531
267.987,35.531
269.012,35.500
270.182,35.500
271.010,35.500
272.098,35.531
273.009,35.531
273.993,35.594
275.007,35.594
275.987,35.625
277.006,35.625
277.981,35.656
279.010,35.656
279.980,35.688
281.031,35.719
281.984,35.719
283.199,35.719
284.026,35.688
285.001,35.719
286.131,35.719
287.009,35.688
287.975,35.656
289.002,35.656
289.974,35.688
291.009,35.656
292.219,35.656
292.996,35.625
293.971,35.656
295.023,35.625
296.071,35.625
297.094,35.656
297.972,35.688
298.993,35.656
300.016,35.656
300.992,35.625
302.015,35.625
303.334,35.656
304.022,35.625
304.989,35.656
306.022,35.656
307.091,35.625
308.015,35.625
308.987,35.656
310.010,35.625
311.280,35.625
312.009,35.625
312.984,35.625
314.008,35.625
314.983,35.594
316.020,35.625
317.030,35.594
