df_hash,22ZHK4.P6Z1T7
318.054,35.562
318.981,35.531
320.004,35.531
320.990,35.531
322.014,35.531
322.978,35.500
324.025,35.500
325.319,35.469
326.000,35.469
326.982,35.469
328.006,35.438
328.974,35.438
329.998,35.469
331.121,35.469
331.997,35.469
332.972,35.469
333.995,35.500
334.975,35.531
335.994,35.500
337.164,35.500
338.006,35.531
338.968,35.562
340.040,35.531
340.967,35.531
341.990,35.531
343.212,35.531
343.989,35.531
344.964,35.562
345.988,35.562
346.985,35.594
347.987,35.594
349.011,35.594
349.985,35.625
351.041,35.656
351.988,35.625
353.074,35.625
353.983,35.625
355.009,35.625
355.982,35.625
357.006,35.656
357.981,35.625
359.035,35.625
359.979,35.594
361.003,35.594
362.175,35.562
363.002,35.562
363.977,35.594
365.040,35.594
365.979,35.562
366.999,35.500
367.974,35.531
368.999,35.500
369.973,35.500
370.997,35.500
371.977,35.500
372.996,35.500
373.976,35.469
374.994,35.469
376.164,35.438
377.044,35.438
377.968,35.406
378.994,35.438
379.967,35.469
381.039,35.469
381.966,35.500
382.989,35.531
383.965,35.531
384.992,35.531
386.011,35.531
386.987,35.562
388.059,35.594
388.986,35.562
389.961,35.562
390.985,35.562
392.251,35.500
392.983,35.500
393.959,35.500
395.013,35.531
395.957,35.531
396.988,35.500
398.005,35.469
398.992,35.469
400.007,35.438
400.978,35.438
402.002,35.438
403.074,35.438
404.004,35.469
404.976,35.438
406.000,35.469
406.975,35.531
407.998,35.562
408.973,35.531
409.998,35.562
410.972,35.562
412.001,35.562
412.971,35.562
413.996,35.531
414.970,35.562
415.994,35.531
417.263,35.531
418.045,35.500
418.967,35.531
420.008,35.531
420.966,35.531
421.989,35.562
423.015,35.500
423.988,35.500
424.963,35.469
425.987,35.469
426.962,35.469
428.132,35.469
429.033,35.469
429.985,35.469
431.157,35.469
431.983,35.500
432.960,35.500
433.985,35.500
434.957,35.469
435.981,35.469
437.158,35.469
437.983,35.469
438.978,35.469
439.982,35.469
440.954,35.469
442.273,35.438
443.001,35.562
443.976,35.531
445.197,35.562
445.976,35.562
446.998,35.562
447.974,35.531
449.035,35.531
449.972,35.531
450.996,35.531
451.971,35.500
452.995,35.406
454.359,35.406
454.994,35.438
456.168,35.438
457.044,35.438
