Time (s),Resistance (Ω),Stage
1,272413.78,Calibration
2,274375,Calibration
3,286739.12,Calibration
4,272413.78,Calibration
5,249177.2,Calibration
6,245937.5,Calibration
7,244347.81,Calibration
8,274375,Calibration
9,274375,Calibration
10,302595.44,Calibration
11,300227.28,Calibration
12,297894.75,Calibration
13,286739.12,Calibration
14,312440.94,Calibration
15,315000,Calibration
16,340000,Calibration
17,322926.81,Calibration
18,349210.5,Calibration
19,346086.97,Calibration
20,376320.75,Normal
21,387572.81,Normal
22,407857.13,Normal
23,403636.38,Normal
24,391470.59,Normal
25,387572.81,Normal
26,362272.72,Normal
27,352389.38,Normal
28,412164.97,Normal
29,372710.28,Normal
30,328429.75,Normal
31,320241.94,Normal
32,328429.75,Normal
33,295597.03,Normal
34,295597.03,Normal
35,278380.28,Normal
36,312440.94,Normal
37,307441.88,Normal
38,325655.75,Normal
39,307441.88,Normal
40,309921.88,Normal
41,278380.28,Normal
42,280425.53,Normal
43,305000,Normal
44,274375,Normal
45,264832.22,Normal
46,274375,Normal
47,270479.44,Normal
48,274375,Normal
49,307441.88,Normal
50,274375,Normal
51,247547.17,Normal
52,257647.06,Normal
53,263000,Normal
54,280425.53,Normal
55,293333.34,Normal
56,268571.44,Normal
57,254193.55,Normal
58,280425.53,Normal
59,266689.19,Normal
60,274375,Normal
61,245937.5,Normal
62,244347.81,Normal
63,244347.81,Normal
64,222670.45,Normal
65,226705.2,Normal
66,232307.7,Normal
67,233750,Normal
68,232307.7,Normal
69,229473.69,Normal
70,238181.81,Normal
71,222670.45,Normal
72,220056.17,Normal
73,205526.31,Normal
74,218770.94,Normal
75,226705.2,Normal
76,213770.48,Normal
77,213770.48,Normal
78,261192.06,Normal
79,274375,Normal
80,244347.81,Normal
81,230882.36,Normal
82,225344.83,Normal
83,238181.81,Normal
84,255909.09,Normal
85,221355.94,Normal
86,250828.02,Normal
87,274375,Normal
88,263000,Normal
89,244347.81,Normal
90,222670.45,Normal
91,229473.69,Normal
92,218770.94,Normal
93,222670.45,Normal
94,225344.83,Normal
95,216243.09,Normal
96,235209.58,Normal
97,226705.2,Normal
98,232307.7,Normal
99,215000,Normal
100,206666.66,Normal
101,215000,Normal
102,210161.28,Normal
103,218770.94,Normal
104,252500,Normal
105,274375,Normal
106,274375,Normal
107,235209.58,Normal
108,241227,Normal
109,230882.36,Normal
110,247547.17,Normal
111,274375,Normal
112,254193.55,Normal
113,245937.5,Normal
114,261192.06,Normal
115,235209.58,Normal
116,241227,Normal
117,250828.02,Normal
118,230882.36,Normal
119,226705.2,Normal
120,244347.81,Normal
121,222670.45,Normal
122,247547.17,Normal
123,242777.78,Normal
124,247547.17,Normal
125,241227,Normal
126,242777.78,Normal
127,236686.75,Normal
128,229473.69,Normal
129,235209.58,Normal
130,225344.83,Normal
131,211351.36,Normal
132,222670.45,Normal
133,250828.02,Normal
134,284604.31,Normal
135,274375,Normal
136,244347.81,Normal
137,225344.83,Normal
138,222670.45,Normal
139,224000,Normal
140,235209.58,Normal
141,221355.94,Normal
142,230882.36,Normal
143,226705.2,Normal
144,217500,Normal
145,218770.94,Normal
146,236686.75,Normal
147,222670.45,Normal
148,238181.81,Normal
149,232307.7,Normal
150,229473.69,Normal
151,228081.39,Normal
152,230882.36,Normal
153,224000,Normal
154,226705.2,Normal
155,226705.2,Normal
156,224000,Normal
157,216243.09,Normal
158,203281.25,Normal
159,210161.28,Normal
160,218770.94,Normal
161,222670.45,Normal
162,215000,Normal
163,221355.94,Normal
164,228081.39,Normal
165,242777.78,Normal
166,226705.2,Normal
167,224000,Normal
168,220056.17,Normal
169,235209.58,Normal
170,257647.06,Normal
171,249177.2,Normal
172,242777.78,Normal
173,226705.2,Normal
174,222670.45,Normal
175,230882.36,Normal
176,236686.75,Normal
177,215000,Normal
178,210161.28,Normal
179,207819.16,Normal
180,222670.45,Normal
181,225344.83,Normal
182,224000,Normal
183,218770.94,Normal
184,206666.66,Normal
185,221355.94,Normal
186,221355.94,Normal
187,215000,Normal
188,215000,Normal
189,203281.25,Normal
190,213770.48,Normal
