df_hash,22ZHK4.V1TMJW
452.886,59
453.765,55
454.982,54
455.863,55
456.737,55
457.956,54
458.833,54
459.803,54
460.930,54
462.200,54
462.782,54
463.942,54
464.781,54
465.707,54
466.877,54
467.803,54
468.688,54
469.851,54
470.777,54
471.655,54
472.825,54
473.751,55
474.628,57
475.798,58
476.725,57
477.602,60
478.821,62
479.698,63
480.676,61
481.795,61
482.692,61
483.550,61
484.768,61
485.646,61
486.585,61
487.742,61
488.669,61
