df_hash,22ZHK4.V1TMJW
249.890,320
250.575,580
251.109,600
251.401,610
251.694,510
253.205,900
253.643,700
254.914,440
255.594,1035
256.569,865
257.544,1065
258.377,970
258.909,855
260.204,465
261.444,1260
261.980,1225
262.809,615
263.248,830
265.003,490
265.587,1720
266.565,585
266.953,1050
267.100,345
267.245,110
267.684,10
268.074,600
268.808,365
269.342,755
270.609,520
271.194,1355
272.805,495
272.949,1500
273.258,325
273.777,265
274.753,575
275.214,975
276.415,505
276.898,1200
277.141,415
277.385,275
278.214,280
278.509,1095
280.164,485
280.458,1235
280.895,275
282.017,375
282.269,1225
282.699,235
282.845,370
282.977,240
283.137,10
283.141,10
283.144,60
283.430,25
283.992,340
284.649,545
285.055,765
285.190,585
286.842,885
287.147,990
288.402,700
288.793,585
289.767,420
290.353,1005
291.571,590
292.254,1245
292.263,665
293.044,10
293.668,665
294.500,735
295.620,925
295.910,1075
297.080,265
297.714,1150
298.250,615
298.838,575
299.372,570
299.914,585
300.639,610
302.015,615
302.150,1415
302.297,315
302.985,285
303.028,370
303.034,15
303.040,15
303.045,15
303.285,240
305.076,680
306.368,1230
306.590,1180
306.879,265
306.928,10
307.467,270
308.147,625
308.713,595
309.268,570
309.852,615
310.096,630
310.489,185
311.217,470
311.221,715
311.754,10
312.583,575
313.168,775
313.559,495
315.118,550
315.362,1440
316.632,255
316.952,1345
317.386,285
317.458,325
317.896,240
318.579,425
319.887,670
319.944,1220
319.948,10
319.951,55
320.922,55
321.650,1035
321.653,645
321.749,120
321.796,10
321.801,10
322.071,10
323.015,350
323.844,950
324.429,780
324.432,585
324.845,10
325.406,450
325.748,500
326.526,285
327.357,895
327.868,785
328.066,500
328.720,190
329.158,800
329.451,360
330.669,310
330.999,1205
332.180,345
332.185,1175
332.233,10
332.772,10
333.887,540
335.106,1240
337.104,1200
337.348,2020
338.326,220
339.444,915
340.273,1205
341.784,825
343.051,1540
343.054,950
343.638,380
343.880,495
344.319,305
344.711,430
345.977,345
346.659,1255
347.635,680
347.948,1035
349.438,335
349.780,1400
350.169,370
351.145,380
351.974,1050
352.217,765
352.948,380
353.631,675
354.628,615
354.996,985
356.556,415
356.702,1625
356.705,160
356.799,10
356.805,20
357.092,15
357.823,360
358.359,610
358.896,570
359.335,565
359.871,510
360.992,560
361.291,1115
361.772,235
362.895,460
363.234,1110
363.530,430
364.892,310
365.210,1335
365.575,225
366.260,430
366.699,770
366.744,385
366.842,210
367.134,205
370.026,1285
370.157,1610
370.161,10
370.354,120
370.358,15
370.361,30
370.744,10
371.278,330
371.717,775
371.961,460
372.399,225
373.228,445
373.377,810
373.527,235
374.744,150
375.178,1205
375.181,480
375.325,140
375.538,135
376.689,280
377.128,985
377.421,310
378.786,340
379.473,1340
380.641,720
380.882,1120
381.274,285
382.003,420
382.418,735
383.368,435
384.345,1015
384.635,955
385.464,255
385.904,870
386.147,385
386.732,280
387.805,525
388.390,1090
388.535,555
388.926,240
389.229,655
389.364,165
391.565,1455
392.825,745
394.093,1290
394.824,1310
395.130,910
395.232,185
396.725,505
397.262,1010
397.701,535
398.091,425
399.651,375
399.895,1555
400.239,275
401.770,270
401.991,1535
401.994,310
402.042,10
402.045,90
403.941,785
404.385,1105
404.964,475
406.341,550
407.841,1390
409.352,1465
409.693,1610
410.334,255
412.033,630
413.399,1805
413.935,1350
414.520,610
415.107,520
416.469,600
416.716,1335
417.176,290
417.835,385
418.569,685
418.663,685
418.712,200
419.104,15
419.541,430
420.519,440
420.760,945
421.198,285
421.881,405
423.330,675
424.152,1425
424.659,870
425.001,580
425.492,290
426.756,480
427.293,1305
428.024,575
428.418,655
428.706,465
430.010,230
430.217,1240
431.777,245
431.934,1545
432.196,240
432.207,230
432.348,215
433.825,710
434.556,715
435.113,725
435.533,600
435.775,350
436.896,370
437.335,1045
438.554,500
439.334,1270
439.679,715
440.120,375
440.823,360
441.489,800
442.556,655
443.038,940
443.282,570
444.160,300
444.842,860
446.061,720
446.500,1215
447.476,485
447.768,910
447.938,455
448.157,210
449.458,1240
449.474,10
450.110,70
451.375,740
451.668,1135
453.213,325
453.718,1540
455.279,625
455.519,1245
456.932,565
457.225,1640
459.175,505
459.419,1435
460.686,305
460.689,1220
461.125,30
461.807,485
462.344,590
462.928,650
463.513,590
463.762,520
465.415,290
465.805,1580
467.073,480
468.761,1325
470.291,1640
470.973,1495
471.118,665
471.508,155
472.338,405
473.071,870
474.043,760
475.020,945
475.847,1045
476.969,805
477.213,1100
477.651,285
477.797,535
480.625,1640
480.966,1115
481.551,510
481.698,470
482.087,215
483.063,450
483.368,875
484.037,405
484.720,640
485.012,635
485.307,375
485.554,185
486.426,285
486.524,830
487.255,185
487.401,655
487.937,235
488.621,520
489.205,680
