df_hash,22ZHK4.V1TMJW
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.NQB8
person_label,V52
date_time_start,2025-10-30_18-35-51.808000_+03
date_time_start_unix,1761834951.808
date_time_end,2025-10-30_18-44-06.305000_+03
length_difference_noticed,no

time,temperature
5.505,33.719
6.529,33.750
7.504,33.750
8.528,33.750
9.551,33.719
10.627,33.656
11.550,33.656
12.525,33.656
13.549,33.625
14.554,33.625
15.548,33.656
16.524,33.656
17.547,33.594
18.521,33.594
19.545,33.625
20.525,33.656
21.544,33.625
22.519,33.625
23.591,33.688
24.567,33.719
25.542,33.719
26.607,33.656
27.540,33.750
28.515,33.781
29.550,33.781
30.518,33.781
31.539,33.812
32.513,33.844
33.634,33.812
34.512,33.812
35.535,33.781
36.510,33.844
37.537,33.844
38.655,33.875
39.533,33.906
40.508,33.906
41.532,33.906
42.576,33.875
43.579,33.906
44.505,33.906
45.727,33.875
46.507,33.875
47.562,33.844
48.656,33.812
49.527,33.812
50.599,33.812
51.526,33.812
52.500,33.875
53.573,33.906
54.746,33.906
55.571,33.938
56.546,33.969
57.526,33.969
58.546,33.938
59.520,33.969
60.544,34.000
61.519,34.000
62.543,33.906
63.664,33.875
64.542,33.906
65.566,33.938
66.565,33.938
67.516,34.000
68.595,34.062
69.663,34.031
70.538,34.062
71.564,34.062
72.537,34.125
73.515,34.188
74.537,34.156
75.512,34.125
76.594,34.125
77.509,34.125
78.533,34.094
79.969,34.062
80.532,34.031
81.507,34.062
82.531,34.031
83.507,34.000
84.529,34.031
85.508,34.031
86.677,34.031
87.503,34.031
88.527,34.031
89.502,34.062
90.525,34.062
91.601,34.094
92.573,34.125
93.527,34.125
94.576,34.125
95.647,34.156
96.571,34.156
97.497,34.125
98.536,34.125
99.496,34.125
100.519,34.156
101.494,34.125
102.518,34.125
103.542,34.062
104.518,34.062
105.545,34.094
106.520,34.094
107.588,34.125
108.514,34.156
109.543,34.125
110.513,34.125
111.537,34.156
112.561,34.156
113.584,34.125
114.511,34.125
115.536,34.156
116.510,34.156
117.533,34.281
118.508,34.250
119.532,34.281
120.507,34.281
121.556,34.250
122.506,34.250
123.530,34.281
124.539,34.312
125.528,34.281
126.503,34.281
127.576,34.156
128.502,34.125
129.526,34.125
130.501,34.125
131.573,34.156
132.503,34.156
133.524,34.188
134.548,34.188
135.522,34.219
136.497,34.219
137.521,34.219
138.595,34.219
139.520,34.250
140.541,34.281
141.520,34.281
142.642,34.250
143.517,34.250
144.492,34.250
145.516,34.250
146.491,34.250
147.515,34.219
148.491,34.250
149.514,34.250
150.488,34.188
151.512,34.219
152.487,34.219
153.608,34.219
154.635,34.219
155.510,34.250
156.582,34.219
157.508,34.281
158.532,34.250
159.705,34.250
160.530,34.250
161.554,34.250
162.529,34.312
163.504,34.281
164.529,34.281
165.504,34.281
166.724,34.406
167.502,34.406
168.529,34.438
169.793,34.406
170.671,34.438
171.504,34.438
172.721,34.406
173.498,34.406
174.573,34.406
175.498,34.406
176.570,34.312
177.496,34.312
178.519,34.344
179.496,34.312
180.518,34.344
181.522,34.375
182.518,34.312
183.545,34.344
184.516,34.312
185.513,34.344
186.516,34.375
187.490,34.406
188.513,34.438
189.489,34.531
190.512,34.562
191.497,34.594
192.511,34.656
193.535,34.656
194.514,34.719
195.485,34.719
196.557,34.750
197.581,34.750
198.507,34.781
199.482,34.750
200.655,34.750
201.629,34.719
202.505,34.719
203.551,34.750
204.506,34.719
205.576,34.656
206.748,34.656
207.574,34.594
208.501,34.594
209.560,34.562
210.503,34.562
211.523,34.625
212.499,34.625
213.523,34.656
214.546,34.656
215.569,34.812
216.593,34.844
217.961,34.875
218.495,34.875
219.519,34.875
220.516,34.844
221.541,34.812
222.543,34.812
223.591,34.750
224.495,34.750
225.515,34.625
226.515,34.625
227.514,34.625
228.525,34.562
229.580,34.594
230.515,34.594
231.658,34.625
232.519,34.625
233.510,34.656
234.520,34.656
235.522,34.688
236.487,34.688
237.754,34.688
238.483,34.719
239.506,34.719
240.482,34.719
241.505,34.719
242.480,34.688
243.553,34.688
244.479,34.688
245.503,34.688
246.534,34.688
247.501,34.719
248.502,34.719
249.549,34.719
250.475,34.750
251.501,34.750
252.474,34.719
253.498,34.719
254.521,34.688
255.505,34.688
256.520,34.719
257.495,34.750
258.568,34.750
259.527,34.750
260.518,34.781
261.593,34.812
262.517,34.781
263.491,34.844
264.515,34.969
265.490,35.000
266.562,34.969
267.491,34.938
268.513,34.969
269.490,34.938
270.511,34.906
271.487,34.875
272.510,34.906
273.542,34.906
274.510,34.781
275.484,34.750
276.508,34.812
277.532,34.812
278.506,34.750
279.630,34.750
280.505,34.781
281.480,34.812
282.504,34.781
283.479,34.781
284.600,34.750
285.773,34.750
286.504,34.719
287.525,34.688
288.501,34.719
289.475,34.750
290.891,34.719
291.474,34.750
292.498,34.750
293.567,34.781
294.496,34.781
295.472,34.812
296.496,34.812
297.470,34.812
298.494,34.844
299.473,34.812
300.542,34.812
301.812,34.812
302.492,34.812
303.577,34.812
304.491,34.844
305.760,34.781
306.587,34.750
307.513,34.781
308.709,34.781
309.512,34.781
310.486,34.812
311.511,34.750
312.485,34.750
313.509,34.812
314.484,34.844
315.508,34.875
316.483,34.875
317.753,34.875
318.483,34.875
