df_hash,22ZHK4.V1TMJW
319.506,34.875
320.481,34.875
321.504,34.906
322.674,34.906
323.503,34.844
324.479,34.812
325.512,34.844
326.482,34.844
327.524,34.844
328.524,34.844
329.502,34.844
330.474,34.844
331.498,34.844
332.766,34.844
333.497,34.844
334.472,34.812
335.496,34.812
336.471,34.812
337.494,34.812
338.469,34.812
339.688,34.781
340.469,34.812
341.492,34.844
342.469,34.875
343.491,34.875
344.466,34.906
345.489,34.906
346.465,34.906
347.488,34.938
348.512,34.906
349.487,34.906
350.462,34.938
351.486,34.906
352.685,34.875
353.487,34.875
354.511,34.844
355.605,34.844
356.507,34.844
357.482,34.812
358.505,34.750
359.484,34.781
360.553,34.781
361.612,34.812
362.503,34.844
363.478,34.875
364.537,34.875
365.477,34.875
366.695,34.875
367.497,34.875
368.499,35.000
369.513,34.938
370.749,34.938
371.473,34.906
372.523,34.875
373.472,34.875
374.544,34.844
375.734,34.844
376.561,34.844
377.518,34.844
378.526,34.844
379.468,34.875
380.638,34.844
381.491,34.844
382.491,34.875
383.663,34.844
384.490,34.875
385.490,34.875
386.498,34.875
387.463,34.875
388.487,34.844
389.462,34.844
390.878,34.844
391.558,34.844
392.491,34.844
393.505,34.875
394.483,34.875
395.523,34.906
396.531,34.938
397.468,34.938
398.530,34.906
399.456,34.906
400.510,34.875
401.503,34.875
402.513,34.906
403.502,34.906
404.493,34.875
405.601,34.844
406.477,34.844
407.500,34.844
408.475,34.875
409.498,34.906
410.473,34.938
411.499,34.969
412.472,34.969
413.496,35.000
414.471,35.000
415.494,35.062
416.472,35.062
417.493,35.094
418.469,35.062
419.494,35.062
420.516,35.062
421.640,35.062
422.858,35.062
423.510,35.062
424.465,35.031
425.488,35.000
426.487,35.000
427.487,35.000
428.611,35.000
429.486,35.031
430.461,35.062
431.484,35.062
432.462,35.062
433.484,35.062
434.459,35.062
435.482,35.031
436.457,35.031
437.481,35.062
438.456,35.000
439.674,34.969
440.818,34.938
441.478,34.938
442.913,34.906
443.871,34.938
444.452,34.938
445.478,34.969
446.451,35.000
447.479,34.938
448.450,34.969
449.479,34.969
450.498,34.969
451.495,34.938
452.496,34.969
453.715,34.938
454.545,34.938
455.493,34.938
456.494,34.969
457.468,35.000
458.492,35.000
459.468,34.969
460.491,34.969
461.466,34.969
462.538,34.969
463.758,34.938
464.489,34.875
465.464,34.875
466.488,34.875
467.463,34.844
468.535,34.844
469.463,34.844
470.511,34.875
471.460,34.875
472.484,34.906
473.459,34.969
474.483,34.969
475.557,34.938
476.481,34.938
477.457,34.938
478.480,34.938
479.455,34.875
480.479,34.875
481.457,34.844
482.478,34.812
483.453,34.719
484.625,34.688
485.549,34.625
486.475,34.594
487.450,34.500
488.474,34.500
