df_hash,22ZHK4.V1TMJW
14.068,1.056
14.098,1.042
14.128,1.044
14.158,1.038
14.188,1.045
14.218,1.041
14.248,1.047
14.278,1.045
14.308,1.048
14.338,1.045
14.368,1.042
14.398,1.039
14.428,1.038
14.458,1.033
14.488,1.025
14.518,1.036
14.548,1.033
14.578,1.031
14.608,1.030
14.638,1.030
14.668,1.032
14.698,1.027
14.728,1.030
14.758,1.038
14.788,1.041
14.818,1.036
14.848,1.037
14.878,1.036
14.908,1.036
14.938,1.034
14.968,1.032
14.998,1.030
15.028,1.042
15.058,1.039
15.088,1.035
15.118,1.037
15.148,1.034
15.178,1.034
15.208,1.041
15.238,1.030
15.268,1.040
15.298,1.036
15.328,1.035
15.358,1.033
15.388,1.033
15.418,1.034
15.448,1.035
15.478,1.041
15.508,1.035
15.538,1.037
15.568,1.031
15.598,1.040
15.628,1.037
15.658,1.036
15.688,1.035
15.718,1.033
15.748,1.032
15.778,1.040
15.808,1.031
15.838,1.041
15.868,1.034
15.898,1.037
15.928,1.035
15.958,1.035
15.988,1.035
16.018,1.036
16.048,1.034
16.078,1.035
16.108,1.037
16.138,1.040
16.168,1.039
16.198,1.036
16.228,1.030
16.258,1.044
16.288,1.037
16.318,1.034
16.348,1.038
16.378,1.034
16.408,1.031
16.438,1.037
16.468,1.034
16.498,1.034
16.528,1.039
16.558,1.035
16.588,1.033
16.618,1.035
16.648,1.035
16.678,1.038
16.708,1.034
16.738,1.035
16.768,1.036
16.798,1.038
16.828,1.036
16.858,1.037
16.888,1.035
16.918,1.034
16.948,1.031
16.978,1.033
17.008,1.039
17.038,1.039
17.068,1.034
17.098,1.034
17.128,1.036
17.158,1.034
17.188,1.036
17.218,1.041
17.248,1.033
17.278,1.038
17.308,1.042
17.338,1.036
17.368,1.032
17.398,1.037
17.428,1.035
17.458,1.035
17.488,1.032
17.518,1.031
17.548,1.037
17.578,1.038
17.608,1.035
17.638,1.038
17.668,1.037
17.698,1.031
17.728,1.032
17.758,1.036
17.788,1.039
17.818,1.032
17.848,1.034
17.878,1.037
17.908,1.036
17.938,1.029
17.968,1.031
17.998,1.035
18.028,1.040
18.058,1.036
18.088,1.037
18.118,1.038
18.148,1.032
18.178,1.028
18.208,1.036
18.238,1.034
18.268,1.036
18.298,1.040
18.328,1.034
18.358,1.039
18.388,1.036
18.418,1.037
18.448,1.037
18.478,1.043
18.508,1.034
18.538,1.031
18.568,1.037
18.598,1.035
18.628,1.030
18.658,1.037
18.688,1.037
18.718,1.042
18.748,1.042
18.778,1.036
18.808,1.031
18.838,1.034
18.868,1.035
18.898,1.033
18.928,1.029
18.958,1.037
18.988,1.037
19.018,1.042
19.048,1.033
19.078,1.041
19.108,1.034
19.138,1.043
19.168,1.031
19.198,1.034
19.228,1.034
19.258,1.034
19.288,1.030
19.318,1.043
19.348,1.000
19.378,1.035
19.408,1.038
19.438,1.034
19.468,1.036
19.498,1.035
19.528,1.032
19.558,1.033
19.588,1.036
19.618,1.040
19.648,1.033
19.678,1.034
19.708,1.038
19.738,1.043
19.768,1.036
19.798,1.031
19.828,1.037
19.858,1.034
19.888,1.034
19.918,1.033
19.948,1.039
19.978,1.034
20.008,1.041
20.038,1.036
20.068,1.036
20.098,1.034
20.128,1.035
20.158,1.030
20.188,1.035
20.218,1.034
20.248,1.035
20.278,1.031
20.308,1.033
20.338,1.034
20.368,1.038
20.398,1.029
20.428,1.033
20.458,1.039
20.488,1.032
20.518,1.030
20.548,1.042
20.578,1.031
20.608,1.040
20.638,1.035
20.668,1.036
20.698,1.036
20.728,1.031
20.758,1.033
20.788,1.032
20.818,1.033
20.848,1.045
20.878,1.032
20.908,1.028
20.938,1.023
20.968,1.040
20.998,1.031
21.028,1.039
21.058,1.034
21.088,1.040
21.118,1.038
21.148,1.038
21.178,1.037
21.208,1.033
21.238,1.035
21.268,1.034
21.298,1.030
21.328,1.034
21.358,1.037
21.388,1.030
21.418,1.031
21.448,1.035
21.478,1.037
21.508,1.034
21.538,1.039
21.568,1.036
21.598,1.042
21.628,1.034
21.658,1.035
21.688,1.035
21.718,1.035
21.748,1.031
21.778,1.037
21.808,1.031
21.838,1.040
21.868,1.036
21.898,1.036
21.928,1.038
21.958,1.031
21.988,1.034
22.018,1.036
22.048,1.032
22.078,1.034
22.108,1.039
22.138,1.032
22.168,1.035
22.198,1.033
22.228,1.043
22.258,1.033
22.288,1.032
22.318,1.037
22.348,1.034
22.378,1.032
22.408,1.040
22.438,1.032
22.468,1.038
22.498,1.036
22.528,1.034
22.558,1.033
22.588,1.036
22.618,1.034
22.648,1.034
22.678,1.033
22.708,1.040
22.738,1.036
22.768,1.034
22.798,1.032
22.828,1.040
22.858,1.030
22.888,1.029
22.918,1.035
22.948,1.031
22.978,1.030
23.008,1.037
23.038,1.033
23.068,1.038
23.098,1.030
23.128,1.031
23.158,1.027
23.188,1.032
23.218,1.035
23.248,1.030
23.278,1.028
23.308,1.039
23.338,1.042
23.368,1.035
23.398,1.029
23.428,1.043
23.458,1.036
23.488,1.031
23.518,1.035
23.548,1.036
23.578,1.034
23.608,1.030
23.638,1.032
23.668,1.037
23.698,1.036
23.728,1.030
23.758,1.036
23.788,1.035
23.818,1.028
23.848,1.030
23.878,1.035
23.908,1.035
23.938,1.028
23.968,1.029
23.998,1.033
24.028,1.035
24.058,1.028
24.088,1.032
24.118,1.035
24.148,1.024
24.178,1.037
24.208,1.044
24.238,1.039
24.268,1.027
24.298,1.033
24.328,1.033
24.358,1.029
24.388,1.031
24.418,1.024
24.448,1.031
24.478,1.024
24.508,1.036
24.538,1.035
24.568,1.030
24.598,1.036
24.628,1.042
24.658,1.029
24.688,1.032
24.718,1.034
24.748,1.037
24.778,1.030
24.808,1.032
24.838,1.026
24.868,1.035
24.898,1.038
24.928,1.040
24.958,1.032
24.988,1.031
25.018,1.035
25.048,1.032
25.078,1.036
25.108,1.037
25.138,1.031
25.168,1.035
25.198,1.027
25.228,1.017
25.258,1.039
25.288,1.040
25.318,1.034
25.348,1.030
25.378,1.027
25.408,1.028
25.438,1.041
25.468,1.030
25.498,1.040
25.528,1.033
25.558,1.030
25.588,1.033
25.618,1.033
25.648,1.032
25.678,1.029
25.708,1.028
25.738,1.035
25.768,1.034
25.798,1.031
25.828,1.030
25.858,1.043
25.888,1.033
25.918,1.027
25.948,1.029
25.978,1.029
26.008,1.031
26.038,1.030
26.068,1.038
26.098,1.036
26.128,1.036
26.158,1.036
26.188,1.035
26.218,1.032
26.248,1.030
26.278,1.027
26.308,1.029
26.338,1.034
26.368,1.038
26.398,1.035
26.428,1.037
26.458,1.026
26.488,1.036
26.518,1.035
26.548,1.028
26.578,1.038
26.608,1.032
26.638,1.028
26.668,1.036
26.698,1.030
26.728,1.035
26.758,1.036
26.788,1.035
26.818,1.031
26.848,1.033
26.878,1.034
26.908,1.030
26.938,1.031
26.968,1.031
26.998,1.033
27.028,1.031
27.058,1.033
27.088,1.030
27.118,1.040
27.148,1.025
27.178,1.034
27.208,1.032
27.238,1.030
27.268,1.034
27.298,1.040
27.328,1.033
27.358,1.036
27.388,1.032
27.418,1.030
27.448,1.031
27.478,1.033
27.508,1.034
27.538,1.033
27.568,1.030
27.598,1.034
27.628,1.039
27.658,1.032
27.688,1.036
27.718,1.027
27.748,1.037
27.778,1.033
27.808,1.029
27.838,1.036
27.868,1.034
27.898,1.031
27.928,1.038
27.958,1.034
27.988,1.037
28.018,1.036
28.048,1.035
28.078,1.035
28.108,1.033
28.138,1.036
28.168,1.035
28.198,1.034
28.228,1.035
28.258,1.038
28.288,1.042
28.318,1.036
28.348,1.026
28.378,1.036
28.408,1.040
28.438,1.035
28.468,1.032
28.498,1.034
28.528,1.031
28.558,1.033
28.588,1.034
28.618,1.034
28.648,1.036
28.678,1.034
28.708,1.031
28.738,1.032
28.768,1.034
28.798,1.033
28.828,1.035
28.858,1.032
28.888,1.037
28.918,1.032
28.948,1.027
28.978,1.032
29.008,1.039
29.038,1.036
29.068,1.029
29.098,1.034
29.128,1.033
29.158,1.032
29.188,1.033
29.218,1.032
29.248,1.033
29.278,1.035
29.308,1.032
29.338,1.034
29.368,1.034
29.398,1.031
29.428,1.031
29.458,1.031
29.488,1.035
29.518,1.035
29.548,1.028
29.578,1.034
29.608,1.035
29.638,1.041
29.668,1.029
29.698,1.030
29.728,1.033
29.758,1.031
29.788,1.030
29.818,1.034
29.848,1.033
29.878,1.040
29.908,1.034
29.938,1.032
29.968,1.032
29.998,1.034
30.028,1.035
30.058,1.035
30.088,1.035
30.118,1.032
30.148,1.030
30.178,1.031
30.208,1.041
30.238,1.037
30.268,1.031
30.298,1.033
30.328,1.031
30.358,1.032
30.388,1.032
30.418,1.034
30.448,1.032
30.478,1.033
30.508,1.033
30.538,1.032
30.568,1.031
30.598,1.032
30.628,1.029
30.658,1.035
30.688,1.034
30.718,1.032
30.748,1.034
30.778,1.032
30.808,1.038
30.838,1.038
30.868,1.033
30.898,1.031
30.928,1.032
30.958,1.030
30.988,1.033
31.018,1.032
31.048,1.031
31.078,1.039
31.108,1.033
31.138,1.034
31.168,1.035
31.198,1.033
31.228,1.032
31.258,1.033
31.288,1.035
31.318,1.039
31.348,1.034
31.378,1.034
31.408,1.031
31.438,1.045
31.468,1.030
31.498,1.033
31.528,1.032
31.558,1.030
31.588,1.029
31.618,1.034
31.648,1.028
31.678,1.036
31.708,1.035
31.738,1.029
31.768,1.034
31.798,1.033
31.828,1.032
31.858,1.032
31.888,1.033
31.918,1.036
31.948,1.039
31.978,1.035
32.008,1.036
32.038,1.028
32.068,1.038
32.098,1.034
32.128,1.032
32.158,1.033
32.188,1.030
32.218,1.030
32.248,1.033
32.278,1.032
32.308,1.034
32.338,1.034
32.368,1.033
32.398,1.030
32.428,1.031
32.458,1.031
32.488,1.034
32.518,1.033
32.548,1.033
32.578,1.033
32.608,1.037
32.638,1.037
32.668,1.026
32.698,1.034
32.728,1.033
32.758,1.031
32.788,1.029
32.818,1.034
32.848,1.038
32.878,1.035
32.908,1.027
32.938,1.037
32.968,1.036
32.998,1.034
33.028,1.033
33.058,1.031
33.088,1.032
33.118,1.034
33.148,1.033
33.178,1.032
33.208,1.031
33.238,1.035
33.268,1.036
33.298,1.034
33.328,1.026
33.358,1.035
33.388,1.032
33.418,1.036
33.448,1.029
33.478,1.029
33.508,1.032
33.538,1.031
33.568,1.032
33.598,1.040
33.628,1.034
33.658,1.037
33.688,1.034
33.718,1.032
33.748,1.032
33.778,1.029
33.808,1.030
33.838,1.032
33.868,1.033
33.898,1.031
33.928,1.043
33.958,1.040
33.988,1.037
34.018,1.026
34.048,1.041
34.078,1.034
34.108,1.027
34.138,1.035
34.168,1.032
34.198,1.030
34.228,1.035
34.258,1.033
34.288,1.034
34.318,1.037
34.348,1.036
34.378,1.031
34.408,1.034
34.438,1.032
34.468,1.033
34.498,1.031
34.528,1.036
34.558,1.037
34.588,1.032
34.618,1.034
34.648,1.031
34.678,1.042
34.708,1.035
34.738,1.031
34.768,1.033
34.798,1.031
34.828,1.030
34.858,1.032
34.888,1.033
34.918,1.034
34.948,1.037
34.978,1.037
35.008,1.030
35.038,1.032
35.068,1.032
35.098,1.034
35.128,1.032
35.158,1.035
35.188,1.036
35.218,1.038
35.248,1.034
35.278,1.036
35.308,1.029
35.338,1.038
35.368,1.028
35.398,1.028
35.428,1.033
35.458,1.034
35.488,1.030
35.518,1.038
35.548,1.032
35.578,1.033
35.608,1.037
35.638,1.029
35.668,1.033
35.698,1.031
35.728,1.033
35.758,1.030
35.788,1.029
35.818,1.035
35.848,1.036
35.878,1.037
35.908,1.034
35.938,1.034
35.968,1.034
35.998,1.038
36.028,1.027
36.058,1.031
36.088,1.034
36.118,1.028
36.148,1.029
36.178,1.033
36.208,1.034
36.238,1.038
36.268,1.037
36.298,1.035
36.328,1.031
36.358,1.033
36.388,1.037
36.418,1.033
36.448,1.035
36.478,1.032
36.508,1.036
36.538,1.035
36.568,1.033
36.598,1.035
36.628,1.036
36.658,1.036
36.688,1.030
36.718,1.031
36.748,1.035
36.778,1.035
36.808,1.031
36.838,1.036
36.868,1.028
36.898,1.037
36.928,1.034
36.958,1.032
36.988,1.031
37.018,1.033
37.048,1.031
37.078,1.034
37.108,1.035
37.138,1.038
37.168,1.038
37.198,1.032
37.228,1.037
37.258,1.036
37.288,1.038
37.318,1.032
37.348,1.028
37.378,1.033
37.408,1.029
37.438,1.034
37.468,1.031
37.498,1.029
37.528,1.034
37.558,1.033
37.588,1.035
37.618,1.034
37.648,1.029
37.678,1.031
37.708,1.036
37.738,1.032
37.768,1.035
37.798,1.031
37.828,1.034
37.858,1.031
37.888,1.040
37.918,1.038
37.948,1.034
37.978,1.032
38.008,1.035
38.038,1.031
38.068,1.031
38.098,1.033
38.128,1.031
38.158,1.041
38.188,1.034
38.218,1.031
38.248,1.032
38.278,1.031
38.308,1.030
38.338,1.035
38.368,1.033
38.398,1.033
38.428,1.033
38.458,1.032
38.488,1.032
38.518,1.041
38.548,1.037
38.578,1.031
38.608,1.035
38.638,1.032
38.668,1.027
38.698,1.035
38.728,1.036
38.758,1.033
38.788,1.036
38.818,1.035
38.848,1.031
38.878,1.033
38.908,1.031
38.938,1.031
38.968,1.030
38.998,1.032
39.028,1.035
39.058,1.032
39.088,1.034
39.118,1.035
39.148,1.034
39.178,1.039
39.208,1.031
39.238,1.031
39.268,1.035
39.298,1.032
39.328,1.029
39.358,1.039
39.388,1.029
39.418,1.036
39.448,1.038
39.478,1.032
39.508,1.034
39.538,1.033
39.568,1.029
39.598,1.030
39.628,1.034
39.658,1.031
39.688,1.032
39.718,1.039
39.748,1.035
39.778,1.034
39.808,1.029
39.838,1.037
39.868,1.031
39.898,1.032
39.928,1.036
39.958,1.035
39.988,1.033
40.018,1.033
40.048,1.032
40.078,1.037
40.108,1.039
40.138,1.037
40.168,1.036
40.198,1.035
40.228,1.041
40.258,1.035
40.288,1.036
40.318,1.034
40.348,1.035
40.378,1.038
40.408,1.037
40.438,1.036
40.468,1.035
40.498,1.032
40.528,1.041
40.558,1.035
40.588,1.030
40.618,1.033
40.648,1.036
40.678,1.031
40.708,1.036
40.738,1.031
40.768,1.038
40.798,1.038
40.828,1.033
40.858,1.034
40.888,1.033
40.918,1.035
40.948,1.032
40.978,1.031
41.008,1.031
41.038,1.035
41.068,1.042
41.098,1.034
41.128,1.036
41.158,1.031
41.188,1.039
41.218,1.038
41.248,1.031
41.278,1.032
41.308,1.032
41.338,1.032
41.368,1.036
41.398,1.032
41.428,1.035
41.458,1.037
41.488,1.031
41.518,1.033
41.548,1.037
41.578,1.033
41.608,1.031
41.638,1.034
41.668,1.036
41.698,1.037
41.728,1.032
41.758,1.035
41.788,1.034
41.818,1.037
41.848,1.037
41.878,1.032
41.908,1.029
41.938,1.036
41.968,1.031
41.998,1.032
42.028,1.036
42.058,1.032
42.088,1.037
42.118,1.035
42.148,1.031
42.178,1.035
42.208,1.032
42.238,1.032
42.268,1.036
42.298,1.035
42.328,1.043
42.358,1.038
42.388,1.035
42.418,1.031
42.448,1.043
42.478,1.036
42.508,1.030
42.538,1.035
42.568,1.033
42.598,1.030
42.628,1.037
42.658,1.034
42.688,1.034
42.718,1.040
42.748,1.033
42.778,1.030
42.808,1.032
42.838,1.032
42.868,1.034
42.898,1.037
42.928,1.035
42.958,1.040
42.988,1.039
43.018,1.036
43.048,1.030
43.078,1.041
43.108,1.036
43.138,1.029
43.168,1.037
43.198,1.036
43.228,1.029
43.258,1.035
43.288,1.033
43.318,1.034
43.348,1.038
43.378,1.034
43.408,1.034
43.438,1.035
43.468,1.032
43.498,1.034
43.528,1.039
43.558,1.034
43.588,1.035
43.618,1.034
43.648,1.034
43.678,1.033
43.708,1.036
43.738,1.036
43.768,1.029
43.798,1.033
43.828,1.032
43.858,1.031
43.888,1.031
43.918,1.035
43.948,1.034
43.978,1.037
44.008,1.035
44.038,1.031
44.068,1.035
44.098,1.031
44.128,1.035
44.158,1.036
44.188,1.034
44.218,1.037
44.248,1.036
44.278,1.032
44.308,1.035
44.338,1.030
44.368,1.033
44.398,1.039
44.428,1.028
44.458,1.032
44.488,1.036
44.518,1.033
44.548,1.032
44.578,1.038
44.608,1.032
44.638,1.037
44.668,1.036
44.698,1.032
44.728,1.034
44.758,1.033
44.788,1.034
44.818,1.033
44.848,1.036
44.878,1.036
44.908,1.038
44.938,1.039
44.968,1.031
44.998,1.032
45.028,1.028
45.058,1.035
45.088,1.037
45.118,1.031
45.148,1.033
45.178,1.032
45.208,1.033
45.238,1.030
45.268,1.039
45.298,1.032
45.328,1.039
45.358,1.033
45.388,1.034
45.418,1.034
45.448,1.032
45.478,1.035
45.508,1.036
45.538,1.031
45.568,1.037
45.598,1.035
45.628,1.032
45.658,1.030
45.688,1.037
45.718,1.038
45.748,1.039
45.778,1.030
45.808,1.031
45.838,1.034
45.868,1.030
45.898,1.029
45.928,1.036
45.958,1.028
45.988,1.038
46.018,1.030
46.048,1.032
46.078,1.032
46.108,1.034
46.138,1.033
46.168,1.036
46.198,1.035
46.228,1.031
46.258,1.038
46.288,1.040
46.318,1.037
46.348,1.032
46.378,1.040
46.408,1.031
46.438,1.033
46.468,1.034
46.498,1.031
46.528,1.031
46.558,1.035
46.588,1.035
46.618,1.032
46.648,1.039
46.678,1.030
46.708,1.033
46.738,1.032
46.768,1.032
46.798,1.031
46.828,1.031
46.858,1.035
46.888,1.040
46.918,1.035
46.948,1.033
46.978,1.032
47.008,1.040
47.038,1.034
47.068,1.031
47.098,1.034
47.128,1.030
47.158,1.029
47.188,1.033
47.218,1.034
47.248,1.032
47.278,1.038
47.308,1.032
47.338,1.030
47.368,1.031
47.398,1.031
47.428,1.032
47.458,1.031
47.488,1.037
47.518,1.038
47.548,1.039
47.578,1.034
47.608,1.031
47.638,1.041
47.668,1.034
47.698,1.030
47.728,1.031
47.758,1.033
47.788,1.030
47.818,1.035
47.848,1.034
47.878,1.032
47.908,1.038
47.938,1.035
47.968,1.034
47.998,1.033
48.028,1.032
48.058,1.034
48.088,1.032
48.118,1.035
48.148,1.040
48.178,1.035
48.208,1.034
48.238,1.031
48.268,1.044
48.298,1.034
48.328,1.031
48.358,1.033
48.388,1.032
48.418,1.031
48.448,1.034
48.478,1.031
48.508,1.037
48.538,1.035
48.568,1.030
48.598,1.031
48.628,1.032
48.658,1.031
48.688,1.037
48.718,1.035
48.748,1.034
48.778,1.035
48.808,1.030
48.838,1.039
48.868,1.036
48.898,1.038
48.928,1.027
48.958,1.029
48.988,1.032
49.018,0.981
49.048,1.035
49.078,1.039
49.108,1.032
49.138,1.037
49.168,1.037
49.198,1.033
49.228,1.033
49.258,1.031
49.288,1.031
49.318,1.031
49.348,1.033
49.378,1.042
49.408,1.037
49.438,1.036
49.468,1.030
49.498,1.042
49.528,1.033
49.558,1.031
49.588,1.035
49.618,1.028
49.648,1.029
49.678,1.034
49.708,1.032
49.738,1.038
49.768,1.036
49.798,1.035
49.828,1.033
49.858,1.035
49.888,1.031
49.918,1.031
49.948,1.031
49.978,1.037
50.008,1.033
50.038,1.034
50.068,1.035
50.098,1.038
50.128,1.039
50.158,1.029
50.188,1.034
50.218,1.033
50.248,1.031
50.278,1.032
50.308,1.033
50.338,1.030
50.368,1.037
50.398,1.033
50.428,1.033
50.458,1.035
50.488,1.033
50.518,1.032
50.548,1.030
50.578,1.033
50.608,1.034
50.638,1.030
50.668,1.034
50.698,1.035
50.728,1.036
50.758,1.042
50.788,1.029
50.818,1.033
50.848,1.033
50.878,1.035
50.908,1.031
50.938,1.034
50.968,1.031
50.998,1.038
51.028,1.035
51.058,1.035
51.088,1.036
51.118,1.031
51.148,1.035
51.178,1.033
51.208,1.033
51.238,1.034
51.268,1.038
51.298,1.030
51.328,1.031
51.358,1.040
51.388,1.042
51.418,1.036
51.448,1.035
51.478,1.034
51.508,1.037
51.538,1.033
51.568,1.035
51.598,1.034
51.628,1.031
51.658,1.037
51.688,1.035
51.718,1.034
51.748,1.032
51.778,1.034
51.808,1.025
51.838,1.013
51.868,1.029
51.898,1.035
51.928,1.044
51.958,1.032
51.988,1.032
52.018,1.040
52.048,1.042
52.078,1.041
52.108,1.033
52.138,1.048
52.168,1.035
52.198,1.039
52.228,1.057
52.258,1.054
52.288,1.028
52.318,1.038
52.348,1.033
52.378,1.018
52.408,1.019
52.438,1.036
52.468,1.076
52.498,1.084
52.528,1.069
52.558,1.038
52.588,1.038
52.618,1.029
52.648,1.021
52.678,1.002
52.708,1.023
52.738,1.045
52.768,1.029
52.798,1.027
52.828,1.020
52.858,1.031
52.888,1.043
52.918,1.037
52.948,1.019
52.978,1.005
53.008,0.998
53.038,0.991
53.068,1.010
53.098,1.033
53.128,1.093
53.158,1.005
53.188,1.018
53.218,1.027
53.248,1.076
53.278,1.059
53.308,0.990
53.338,0.985
53.368,1.030
53.398,1.051
53.428,1.051
53.458,1.066
53.488,1.040
53.518,1.014
53.548,1.033
53.578,1.038
53.608,1.041
53.638,1.057
53.668,1.059
53.698,1.021
53.728,1.044
53.758,1.030
53.788,1.029
53.818,1.032
53.848,1.050
53.878,1.053
53.908,1.059
53.938,1.057
53.968,1.044
53.998,1.009
54.028,1.005
54.058,1.019
54.088,1.022
54.118,1.030
54.148,1.023
54.178,1.020
54.208,1.054
54.238,1.050
54.268,1.054
54.298,1.033
54.328,1.045
54.358,1.045
54.388,1.027
54.418,1.033
54.448,1.025
54.478,1.017
54.508,1.027
54.538,1.033
54.568,1.038
54.598,1.054
54.628,1.043
54.658,1.034
54.688,1.023
54.718,1.010
54.748,1.013
54.778,1.009
54.808,1.023
54.838,1.023
54.868,1.012
54.898,1.023
54.928,1.037
54.958,1.045
54.988,1.044
55.018,1.070
55.048,1.086
55.078,1.084
55.108,1.069
55.138,1.049
55.168,1.033
55.198,1.013
55.228,1.001
55.258,1.013
55.288,1.016
55.318,1.033
55.348,1.036
55.378,1.029
55.408,1.042
55.438,1.062
55.468,1.054
55.498,1.062
55.528,1.068
55.558,1.040
55.588,1.023
55.618,1.021
55.648,1.012
55.678,1.014
55.708,1.022
55.738,1.030
55.768,1.063
55.798,1.043
55.828,1.033
55.858,1.022
55.888,1.010
55.918,1.016
55.948,1.021
55.978,1.021
56.008,1.013
56.038,1.006
56.068,1.012
56.098,1.030
56.128,1.022
56.158,1.028
56.188,1.022
56.218,1.037
56.248,1.033
56.278,1.040
56.308,1.041
56.338,1.047
56.368,1.050
56.398,1.057
56.428,1.056
56.458,1.038
