df_hash,22ZHK4.V1TMJW
109.938,258
109.963,251
109.988,251
110.013,257
110.038,247
110.063,212
110.088,171
110.113,148
110.138,145
110.163,143
110.188,117
110.213,66
110.238,10
110.263,-27
110.288,-39
110.313,-35
110.338,-41
110.363,-78
110.388,-143
110.413,-200
110.438,-195
110.463,-101
110.488,51
110.513,194
110.538,273
110.563,293
110.588,300
110.613,328
110.638,364
110.663,375
110.688,354
110.713,330
110.738,333
110.763,356
110.788,369
110.813,358
110.838,338
110.863,330
110.888,337
110.913,347
110.938,345
110.963,316
110.988,232
111.013,63
111.038,-163
111.063,-338
111.088,-319
111.113,-57
111.138,340
111.163,677
111.188,814
111.213,762
111.238,641
111.263,556
111.288,526
111.313,507
111.338,463
111.363,395
111.388,323
111.413,262
111.438,216
111.463,192
111.488,185
111.513,178
111.538,149
111.563,109
111.588,98
111.613,153
111.638,264
111.663,381
111.688,452
111.713,458
111.738,418
111.763,372
111.788,366
111.813,438
111.838,574
111.863,679
111.888,612
111.913,298
111.938,-181
111.963,-622
111.988,-856
112.013,-872
112.038,-790
112.063,-718
112.088,-652
112.113,-528
112.138,-341
112.163,-183
112.188,-146
112.213,-211
112.238,-252
112.263,-155
112.288,82
112.313,377
112.338,644
112.363,862
112.388,1041
112.413,1175
112.438,1240
112.463,1221
112.488,1126
112.513,961
112.538,714
112.563,388
112.588,35
112.613,-256
112.638,-431
112.663,-507
112.688,-546
112.713,-584
112.738,-605
112.763,-575
112.788,-494
112.813,-399
112.838,-319
112.863,-245
112.888,-162
112.913,-80
112.938,-27
112.963,-9
112.988,14
113.013,96
113.038,238
113.063,388
113.088,487
113.113,524
113.138,538
113.163,564
113.188,597
113.213,605
113.238,574
113.263,525
113.288,496
113.313,495
113.338,497
113.363,471
113.388,412
113.413,349
113.438,314
113.463,304
113.488,283
113.513,211
113.538,92
113.563,-22
113.588,-67
113.613,-13
113.638,104
113.663,217
113.688,282
113.713,298
113.738,298
113.763,297
113.788,286
113.813,254
113.838,215
113.863,207
113.888,247
113.913,314
113.938,364
113.963,374
113.988,363
114.013,367
114.038,394
114.063,411
114.088,383
114.113,311
114.138,241
114.163,217
114.188,246
114.213,295
114.238,324
114.263,320
114.288,299
114.313,271
114.338,235
114.363,180
114.388,112
114.413,55
114.438,32
114.463,36
114.488,35
114.513,1
114.538,-63
114.563,-124
114.588,-152
114.613,-150
114.638,-150
114.663,-178
114.688,-225
114.713,-250
114.738,-224
114.763,-160
114.788,-97
114.813,-66
114.838,-61
114.863,-60
114.888,-55
114.913,-59
114.938,-87
114.963,-130
114.988,-159
115.013,-162
115.038,-156
115.063,-167
115.088,-194
115.113,-209
115.138,-193
115.163,-163
115.188,-155
115.213,-167
115.238,-140
115.263,1
115.288,273
115.313,602
115.338,874
115.363,1017
115.388,1046
115.413,1029
115.438,1028
115.463,1061
115.488,1112
115.513,1166
115.538,1224
115.563,1286
115.588,1333
115.613,1332
115.638,1259
115.663,1121
115.688,950
115.713,777
115.738,603
115.763,408
115.788,178
115.813,-65
115.838,-268
115.863,-389
115.888,-433
115.913,-438
115.938,-430
115.963,-398
115.988,-320
116.013,-209
116.038,-125
116.063,-112
116.088,-150
116.113,-166
116.138,-121
116.163,-62
116.188,-74
116.213,-190
116.238,-340
116.263,-430
116.288,-435
116.313,-423
116.338,-458
116.363,-520
116.388,-515
116.413,-387
116.438,-184
116.463,-9
116.488,84
116.513,141
116.538,241
116.563,401
116.588,566
116.613,667
116.638,691
116.663,678
116.688,664
116.713,644
116.738,585
116.763,465
116.788,290
116.813,82
116.838,-133
116.863,-328
116.888,-482
116.913,-593
116.938,-674
116.963,-731
116.988,-739
117.013,-658
117.038,-477
117.063,-242
117.088,-28
117.113,119
117.138,203
117.163,255
117.188,287
117.213,291
117.238,272
117.263,264
117.288,307
117.313,403
117.338,515
117.363,597
117.388,635
117.413,653
117.438,685
117.463,743
117.488,816
117.513,874
117.538,893
117.563,882
117.588,889
117.613,972
117.638,1141
117.663,1337
117.688,1468
117.713,1504
117.738,1501
117.763,1524
117.788,1537
117.813,1390
117.838,958
117.863,294
117.888,-363
117.913,-758
117.938,-811
117.963,-648
117.988,-466
118.013,-374
118.038,-351
118.063,-331
118.088,-284
118.113,-228
118.138,-187
118.163,-168
118.188,-178
118.213,-217
118.238,-265
118.263,-273
118.288,-204
118.313,-85
118.338,10
118.363,30
118.388,-1
118.413,-20
118.438,4
118.463,31
118.488,7
118.513,-57
118.538,-99
118.563,-71
118.588,1
118.613,58
118.638,68
118.663,59
118.688,69
118.713,87
118.738,72
118.763,13
118.788,-56
118.813,-93
118.838,-103
118.863,-118
118.888,-145
118.913,-138
118.938,-56
118.963,84
118.988,212
119.013,277
119.038,300
119.063,339
119.088,411
119.113,466
119.138,450
119.163,372
119.188,298
119.213,282
119.238,319
119.263,358
119.288,365
119.313,347
119.338,323
119.363,300
119.388,275
119.413,258
119.438,268
119.463,296
119.488,303
119.513,259
119.538,193
119.563,182
119.588,273
119.613,426
119.638,552
119.663,591
119.688,568
119.713,549
119.738,559
119.763,562
119.788,510
119.813,409
119.838,312
119.863,260
119.888,241
119.913,212
119.938,151
119.963,73
119.988,8
120.013,-28
120.038,-37
120.063,-22
120.088,8
120.113,18
120.138,-34
120.163,-151
120.188,-261
120.213,-270
120.238,-153
120.263,2
120.288,73
120.313,9
120.338,-117
120.363,-192
120.388,-171
120.413,-112
120.438,-94
120.463,-124
120.488,-139
120.513,-85
120.538,13
120.563,79
120.588,69
120.613,12
120.638,-26
120.663,-14
120.688,22
120.713,35
120.738,0
120.763,-79
120.788,-176
120.813,-255
120.838,-267
120.863,-161
120.888,81
120.913,417
120.938,746
120.963,973
120.988,1056
121.013,1025
121.038,940
121.063,853
121.088,781
121.113,723
121.138,680
121.163,657
121.188,660
121.213,684
121.238,707
121.263,702
121.288,656
121.313,575
121.338,482
121.363,389
121.388,289
121.413,168
121.438,38
121.463,-56
121.488,-71
121.513,0
121.538,108
121.563,192
121.588,218
121.613,201
121.638,181
121.663,180
121.688,189
121.713,182
121.738,147
121.763,93
121.788,42
121.813,14
121.838,17
121.863,35
121.888,45
121.913,32
121.938,5
121.963,-9
121.988,-1
122.013,10
122.038,-8
122.063,-68
122.088,-131
122.113,-140
122.138,-71
122.163,41
122.188,142
122.213,200
122.238,230
122.263,258
122.288,287
122.313,295
122.338,269
122.363,226
122.388,197
122.413,194
122.438,203
122.463,195
122.488,159
122.513,108
122.538,61
122.563,29
122.588,11
122.613,-3
122.638,-29
122.663,-73
122.688,-123
122.713,-149
122.738,-123
122.763,-40
122.788,67
122.813,158
122.838,210
122.863,236
122.888,258
122.913,281
122.938,290
122.963,272
122.988,237
123.013,212
123.038,216
123.063,239
123.088,256
123.113,246
123.138,214
123.163,177
123.188,155
123.213,148
123.238,142
123.263,120
123.288,81
123.313,44
123.338,38
123.363,80
123.388,163
123.413,261
123.438,345
123.463,400
123.488,423
123.513,419
123.538,396
123.563,365
123.588,339
123.613,323
123.638,314
123.663,301
123.688,279
123.713,249
123.738,211
123.763,164
123.788,110
123.813,59
123.838,26
123.863,9
123.888,-12
123.913,-56
123.938,-109
123.963,-130
123.988,-83
124.013,19
124.038,131
124.063,205
124.088,237
124.113,249
124.138,261
124.163,268
124.188,255
124.213,224
124.238,197
124.263,191
124.288,202
124.313,212
124.338,211
124.363,201
124.388,184
124.413,158
124.438,125
124.463,101
124.488,98
124.513,107
124.538,100
124.563,62
124.588,19
124.613,22
124.638,96
124.663,216
124.688,324
124.713,386
124.738,407
124.763,414
124.788,417
124.813,404
124.838,365
124.863,318
124.888,289
124.913,287
124.938,295
124.963,287
124.988,253
125.013,205
125.038,161
125.063,135
125.088,126
125.113,124
125.138,110
125.163,65
125.188,-5
125.213,-69
125.238,-80
125.263,-19
125.288,89
125.313,197
125.338,264
125.363,288
125.388,290
125.413,289
125.438,286
125.463,275
125.488,257
125.513,238
125.538,223
125.563,213
125.588,204
125.613,190
125.638,164
125.663,126
125.688,88
125.713,65
125.738,64
125.763,62
125.788,29
125.813,-38
125.838,-97
125.863,-86
125.888,17
125.913,171
125.938,299
125.963,356
125.988,355
126.013,342
126.038,341
126.063,339
126.088,314
126.113,268
126.138,226
126.163,207
126.188,204
126.213,191
126.238,152
126.263,93
126.288,36
126.313,4
126.338,0
126.363,8
126.388,7
126.413,-16
126.438,-49
126.463,-55
126.488,0
126.513,116
126.538,249
126.563,348
126.588,386
126.613,379
126.638,361
126.663,347
126.688,328
126.713,294
126.738,254
126.763,232
126.788,243
126.813,265
126.838,264
126.863,222
126.888,160
126.913,116
126.938,112
126.963,130
126.988,124
127.013,66
127.038,-25
127.063,-94
127.088,-85
127.113,11
127.138,156
127.163,284
127.188,357
127.213,375
127.238,366
127.263,353
127.288,339
127.313,315
127.338,278
127.363,240
127.388,218
127.413,216
127.438,220
127.463,208
127.488,174
127.513,134
127.538,114
127.563,123
127.588,138
127.613,122
127.638,63
127.663,-7
127.688,-31
127.713,26
127.738,148
127.763,274
127.788,350
127.813,366
127.838,349
127.863,329
127.888,309
127.913,278
127.938,233
127.963,192
127.988,175
128.013,181
128.038,187
128.063,168
128.088,120
128.113,63
128.138,24
128.163,15
128.188,19
128.213,6
128.238,-40
128.263,-105
128.288,-142
128.313,-107
128.338,2
128.363,148
128.388,271
128.413,341
128.438,361
128.463,358
128.488,348
128.513,326
128.538,289
128.563,245
128.588,217
128.613,215
128.638,229
128.663,233
128.688,212
128.713,168
128.738,122
128.763,93
128.788,82
128.813,73
128.838,43
128.863,-16
128.888,-83
128.913,-116
128.938,-75
128.963,41
128.988,199
129.013,339
129.038,420
129.063,437
129.088,413
129.113,373
129.138,334
129.163,298
129.188,266
129.213,244
129.238,235
129.263,235
129.288,229
129.313,204
129.338,164
129.363,128
129.388,114
129.413,121
129.438,123
129.463,93
129.488,33
129.513,-13
129.538,0
129.563,89
129.588,213
129.613,317
129.638,371
129.663,383
129.688,378
129.713,367
129.738,343
129.763,303
129.788,262
129.813,238
129.838,236
129.863,238
129.888,224
129.913,190
129.938,147
129.963,108
129.988,84
130.013,72
130.038,62
130.063,37
130.088,-16
130.113,-87
130.138,-134
130.163,-112
130.188,-11
130.213,123
130.238,230
130.263,276
130.288,278
130.313,272
130.338,273
130.363,264
130.388,234
130.413,195
130.438,175
130.463,182
130.488,197
130.513,193
130.538,164
130.563,129
130.588,105
130.613,96
130.638,95
130.663,92
130.688,81
130.713,51
130.738,7
130.763,-27
130.788,-9
130.813,84
130.838,231
130.863,368
130.888,445
130.913,459
130.938,439
130.963,412
130.988,379
131.013,331
131.038,279
131.063,247
131.088,247
131.113,259
131.138,253
131.163,219
131.188,175
131.213,139
131.238,119
131.263,106
131.288,95
131.313,82
131.338,55
131.363,4
131.388,-58
131.413,-91
131.438,-50
131.463,61
131.488,193
131.513,281
131.538,306
131.563,300
131.588,296
131.613,293
131.638,269
131.663,219
131.688,170
131.713,155
131.738,169
131.763,180
131.788,160
131.813,118
131.838,81
131.863,63
131.888,54
131.913,41
131.938,28
131.963,17
131.988,0
132.013,-40
132.038,-93
132.063,-110
132.088,-41
132.113,117
132.138,305
132.163,443
132.188,489
132.213,461
132.238,403
132.263,352
132.288,316
132.313,290
132.338,270
132.363,254
132.388,242
132.413,232
132.438,219
132.463,200
132.488,172
132.513,142
132.538,121
132.563,113
132.588,107
132.613,78
132.638,17
132.663,-46
132.688,-61
132.713,4
132.738,130
132.763,255
132.788,328
132.813,343
132.838,329
132.863,317
132.888,309
132.913,292
132.938,261
132.963,230
132.988,213
133.013,212
133.038,210
133.063,192
133.088,156
133.113,116
133.138,88
133.163,81
133.188,86
133.213,78
133.238,42
133.263,-10
133.288,-40
133.313,-8
133.338,90
133.363,218
133.388,320
133.413,369
133.438,376
133.463,367
133.488,355
133.513,335
133.538,306
133.563,276
133.588,261
133.613,261
133.638,261
133.663,243
133.688,202
133.713,149
133.738,103
133.763,80
133.788,80
133.813,84
133.838,68
133.863,19
133.888,-38
133.913,-57
133.938,0
133.963,123
133.988,258
134.013,347
134.038,378
134.063,374
134.088,364
134.113,351
134.138,323
134.163,279
134.188,240
134.213,226
134.238,232
134.263,237
134.288,225
134.313,197
134.338,166
134.363,140
134.388,122
134.413,113
134.438,103
134.463,74
134.488,12
134.513,-69
134.538,-121
134.563,-92
134.588,17
134.613,151
134.638,236
134.663,245
134.688,208
134.713,168
134.738,142
134.763,113
134.788,65
134.813,6
134.838,-41
134.863,-66
134.888,-76
134.913,-87
134.938,-112
134.963,-159
134.988,-219
135.013,-252
135.038,-209
135.063,-71
135.088,111
135.113,239
135.138,249
135.163,168
135.188,92
135.213,93
135.238,153
135.263,203
135.288,198
135.313,166
135.338,154
135.363,177
135.388,207
135.413,231
135.438,275
135.463,374
135.488,507
135.513,607
135.538,619
135.563,557
135.588,489
135.613,462
135.638,473
135.663,491
135.688,509
135.713,545
135.738,602
135.763,639
135.788,601
135.813,475
135.838,306
135.863,169
135.888,113
135.913,143
135.938,236
135.963,366
135.988,509
136.013,638
136.038,712
136.063,689
136.088,539
136.113,276
136.138,-25
136.163,-254
136.188,-328
136.213,-254
136.238,-136
136.263,-100
136.288,-197
136.313,-375
136.338,-540
136.363,-639
136.388,-674
136.413,-666
136.438,-605
136.463,-462
136.488,-241
136.513,3
136.538,202
136.563,326
136.588,400
136.613,470
136.638,562
136.663,671
136.688,781
136.713,890
136.738,998
136.763,1105
136.788,1202
136.813,1284
136.838,1348
136.863,1391
136.888,1408
136.913,1382
136.938,1297
136.963,1141
136.988,916
137.013,649
137.038,392
137.063,203
137.088,109
137.113,96
137.138,110
137.163,106
137.188,64
137.213,-4
137.238,-85
137.263,-171
137.288,-267
137.313,-376
137.338,-489
137.363,-589
137.388,-673
137.413,-755
137.438,-863
137.463,-1011
137.488,-1179
137.513,-1329
137.538,-1440
137.563,-1535
137.588,-1660
137.613,-1827
137.638,-1980
137.663,-2025
137.688,-1897
137.713,-1604
137.738,-1203
137.763,-752
137.788,-295
137.813,114
137.838,404
137.863,535
137.888,546
137.913,543
137.938,610
137.963,745
137.988,882
138.013,983
138.038,1089
138.063,1261
138.088,1489
138.113,1675
138.138,1724
138.163,1624
138.188,1453
138.213,1289
138.238,1151
138.263,1023
138.288,904
138.313,818
138.338,771
138.363,718
138.388,607
138.413,445
138.438,298
138.463,222
138.488,194
138.513,126
138.538,-40
138.563,-278
138.588,-489
138.613,-580
138.638,-525
138.663,-351
138.688,-103
138.713,181
138.738,464
138.763,704
138.788,868
138.813,957
138.838,1006
138.863,1057
138.888,1126
138.913,1198
138.938,1256
138.963,1306
138.988,1372
139.013,1456
139.038,1500
139.063,1409
139.088,1122
139.113,679
139.138,214
139.163,-149
139.188,-382
139.213,-545
139.238,-692
139.263,-795
139.288,-791
139.313,-682
139.338,-585
139.363,-636
139.388,-848
139.413,-1092
139.438,-1222
139.463,-1213
139.488,-1162
139.513,-1150
139.538,-1138
139.563,-1011
139.588,-723
139.613,-361
139.638,-62
139.663,123
139.688,251
139.713,389
139.738,519
139.763,570
139.788,517
139.813,434
139.838,427
139.863,527
139.888,670
139.913,774
139.938,814
139.963,813
139.988,790
140.013,728
140.038,611
140.063,464
140.088,338
140.113,264
140.138,230
140.163,218
140.188,234
140.213,293
140.238,381
140.263,447
140.288,443
140.313,372
140.338,270
140.363,164
140.388,38
140.413,-124
140.438,-305
140.463,-446
140.488,-507
140.513,-503
140.538,-479
140.563,-451
140.588,-390
140.613,-272
140.638,-132
140.663,-50
140.688,-70
140.713,-152
140.738,-191
140.763,-117
140.788,51
140.813,230
140.838,348
140.863,400
140.888,429
140.913,468
140.938,513
140.963,544
140.988,565
141.013,600
141.038,663
141.063,728
141.088,741
141.113,675
141.138,556
141.163,447
141.188,388
141.213,364
141.238,314
141.263,200
141.288,43
141.313,-86
141.338,-128
141.363,-80
141.388,2
141.413,59
141.438,68
141.463,54
141.488,52
141.513,69
141.538,85
141.563,77
141.588,58
141.613,58
141.638,97
141.663,152
141.688,181
141.713,164
141.738,128
141.763,113
141.788,127
141.813,132
141.838,85
141.863,4
141.888,-33
141.913,44
141.938,233
141.963,440
141.988,559
142.013,556
142.038,479
142.063,402
142.088,357
142.113,324
142.138,283
142.163,241
142.188,227
142.213,243
142.238,257
142.263,238
142.288,188
142.313,137
142.338,104
142.363,73
142.388,21
142.413,-44
142.438,-80
142.463,-46
142.488,50
142.513,158
142.538,225
142.563,242
142.588,235
142.613,228
142.638,217
142.663,188
142.688,147
142.713,119
142.738,120
142.763,139
142.788,145
142.813,124
142.838,88
142.863,64
142.888,54
142.913,36
142.938,-7
142.963,-58
142.988,-71
143.013,-13
143.038,99
143.063,218
143.088,296
143.113,326
143.138,330
143.163,325
143.188,310
143.213,281
143.238,245
143.263,225
143.288,233
143.313,250
143.338,246
143.363,210
143.388,163
143.413,134
143.438,126
143.463,112
143.488,71
143.513,20
143.538,5
143.563,58
143.588,160
143.613,261
143.638,318
143.663,330
143.688,323
143.713,314
143.738,295
143.763,258
143.788,212
143.813,183
143.838,183
143.863,192
143.888,181
143.913,141
143.938,97
143.963,76
143.988,78
144.013,75
144.038,44
144.063,1
144.088,-9
144.113,44
144.138,151
144.163,263
144.188,333
144.213,350
144.238,333
144.263,308
144.288,284
144.313,256
144.338,227
144.363,208
144.388,209
144.413,218
144.438,213
144.463,178
144.488,130
144.513,99
144.538,98
144.563,108
144.588,93
144.613,41
144.638,-14
144.663,-25
144.688,32
144.713,136
144.738,238
144.763,306
144.788,335
144.813,343
144.838,341
144.863,331
144.888,311
144.913,287
144.938,265
144.963,246
144.988,225
145.013,204
145.038,186
145.063,173
145.088,157
145.113,132
145.138,97
145.163,58
145.188,13
145.213,-48
145.238,-123
145.263,-182
145.288,-178
145.313,-85
145.338,67
145.363,212
145.388,298
145.413,317
145.438,305
145.463,293
145.488,288
145.513,273
145.538,244
145.563,213
145.588,200
145.613,207
145.638,219
145.663,216
145.688,192
145.713,157
145.738,127
145.763,113
145.788,113
145.813,113
145.838,95
145.863,57
145.888,20
145.913,20
145.938,79
145.963,182
145.988,285
146.013,347
146.038,361
146.063,350
146.088,340
146.113,334
146.138,321
146.163,293
146.188,259
146.213,236
146.238,228
146.263,223
146.288,204
146.313,169
146.338,134
146.363,118
146.388,119
146.413,118
146.438,93
146.463,43
146.488,-8
146.513,-24
146.538,19
146.563,114
146.588,221
146.613,298
146.638,324
146.663,311
146.688,283
146.713,257
146.738,233
146.763,202
146.788,169
146.813,144
146.838,137
146.863,143
146.888,146
146.913,136
146.938,118
146.963,106
146.988,101
147.013,90
147.038,57
147.063,9
147.088,-25
147.113,-14
147.138,52
147.163,153
147.188,249
147.213,310
147.238,330
147.263,321
147.288,297
147.313,265
147.338,232
147.363,208
147.388,203
147.413,219
147.438,242
147.463,253
147.488,248
147.513,235
147.538,226
147.563,225
147.588,222
147.613,204
147.638,168
147.663,126
147.688,99
147.713,112
147.738,177
147.763,285
147.788,404
147.813,491
147.838,522
147.863,508
147.888,481
147.913,468
147.938,463
147.963,448
147.988,415
148.013,379
148.038,358
148.063,345
148.088,317
148.113,261
148.138,197
148.163,159
148.188,153
148.213,147
148.238,106
148.263,30
148.288,-38
148.313,-55
148.338,-19
148.363,38
148.388,81
148.413,91
148.438,69
148.463,12
148.488,-78
148.513,-189
148.538,-293
148.563,-373
148.588,-430
148.613,-479
148.638,-526
148.663,-566
148.688,-605
148.713,-659
148.738,-728
148.763,-767
148.788,-712
148.813,-548
148.838,-340
148.863,-182
148.888,-104
148.913,-42
148.938,81
148.963,262
148.988,401
149.013,408
149.038,304
149.063,198
149.088,172
149.113,208
149.138,239
149.163,256
149.188,337
149.213,549
149.238,856
149.263,1128
149.288,1270
149.313,1298
149.338,1297
149.363,1307
149.388,1281
149.413,1164
149.438,989
149.463,866
149.488,873
149.513,961
149.538,1007
149.563,928
149.588,761
149.613,604
149.638,515
149.663,463
149.688,387
149.713,267
149.738,133
149.763,16
149.788,-93
149.813,-220
149.838,-364
149.863,-489
149.888,-566
149.913,-605
149.938,-642
149.963,-690
149.988,-719
150.013,-684
150.038,-578
150.063,-439
150.088,-319
150.113,-235
150.138,-163
150.163,-70
150.188,42
150.213,140
150.238,187
150.263,183
150.288,160
150.313,152
150.338,164
150.363,177
150.388,180
150.413,185
150.438,221
150.463,291
150.488,360
150.513,377
150.538,326
150.563,252
150.588,227
150.613,288
150.638,408
150.663,522
150.688,589
150.713,612
150.738,625
150.763,640
150.788,640
150.813,601
150.838,527
150.863,445
150.888,373
150.913,301
150.938,199
150.963,59
150.988,-91
151.013,-207
151.038,-263
151.063,-276
151.088,-280
151.113,-295
151.138,-301
151.163,-260
151.188,-156
151.213,-13
151.238,115
151.263,195
151.288,229
151.313,250
151.338,275
151.363,293
151.388,281
151.413,240
151.438,207
151.463,215
151.488,258
151.513,288
151.538,263
151.563,187
151.588,100
151.613,37
151.638,-8
151.663,-62
151.688,-125
151.713,-160
151.738,-127
151.763,-30
151.788,88
151.813,185
151.838,249
151.863,288
151.888,294
151.913,238
151.938,111
151.963,-54
151.988,-202
152.013,-305
152.038,-384
152.063,-476
152.088,-569
152.113,-601
152.138,-513
152.163,-320
152.188,-106
152.213,36
152.238,87
152.263,99
152.288,147
152.313,267
152.338,435
152.363,609
152.388,762
152.413,895
152.438,1009
152.463,1090
152.488,1114
152.513,1076
152.538,1001
152.563,924
152.588,866
152.613,820
152.638,773
152.663,738
152.688,746
152.713,816
152.738,912
152.763,952
152.788,864
152.813,642
152.838,361
152.863,124
152.888,-3
152.913,-28
152.938,0
152.963,35
152.988,62
153.013,77
153.038,70
153.063,24
153.088,-68
153.113,-182
153.138,-272
153.163,-304
153.188,-283
153.213,-246
153.238,-241
153.263,-283
153.288,-348
153.313,-395
153.338,-404
153.363,-388
153.388,-382
153.413,-403
153.438,-435
153.463,-434
153.488,-367
153.513,-239
153.538,-89
153.563,38
153.588,121
153.613,165
153.638,189
153.663,210
153.688,228
153.713,239
153.738,241
153.763,244
153.788,258
153.813,277
153.838,283
153.863,258
153.888,205
153.913,150
153.938,117
153.963,102
153.988,74
154.013,10
154.038,-72
154.063,-126
154.088,-105
154.113,-10
154.138,118
154.163,229
154.188,301
154.213,343
154.238,372
154.263,395
154.288,404
154.313,392
154.338,365
154.363,341
154.388,338
154.413,361
154.438,390
154.463,395
154.488,364
154.513,319
154.538,297
154.563,309
154.588,316
154.613,262
154.638,129
154.663,-32
154.688,-139
154.713,-143
154.738,-60
154.763,61
154.788,185
154.813,298
154.838,382
154.863,413
154.888,399
154.913,412
154.938,551
154.963,846
154.988,1208
155.013,1484
155.038,1578
155.063,1513
155.088,1376
155.113,1215
155.138,1000
155.163,692
155.188,312
155.213,-56
155.238,-342
155.263,-538
155.288,-677
155.313,-779
155.338,-828
155.363,-814
155.388,-767
155.413,-734
155.438,-734
155.463,-741
155.488,-722
155.513,-678
155.538,-635
155.563,-601
155.588,-555
155.613,-477
155.638,-383
155.663,-307
155.688,-260
155.713,-209
155.738,-121
155.763,-11
155.788,67
155.813,91
155.838,102
155.863,179
155.888,355
155.913,584
155.938,784
155.963,912
155.988,989
156.013,1051
156.038,1101
156.063,1126
156.088,1139
156.113,1189
156.138,1303
156.163,1430
156.188,1454
156.213,1290
156.238,974
156.263,644
156.288,429
156.313,347
156.338,305
156.363,196
156.388,-5
156.413,-234
156.438,-398
156.463,-454
156.488,-429
156.513,-379
156.538,-342
156.563,-321
156.588,-299
156.613,-264
156.638,-222
156.663,-191
156.688,-185
156.713,-204
156.738,-233
156.763,-260
156.788,-278
156.813,-288
156.838,-286
156.863,-264
156.888,-218
156.913,-168
156.938,-150
156.963,-181
156.988,-234
157.013,-243
157.038,-147
157.063,53
157.088,302
157.113,521
157.138,663
157.163,726
157.188,728
157.213,684
157.238,603
157.263,501
157.288,408
157.313,345
157.338,305
157.363,255
157.388,172
157.413,68
157.438,-20
157.463,-72
157.488,-100
157.513,-141
157.538,-208
157.563,-264
157.588,-242
157.613,-98
157.638,146
157.663,414
157.688,623
157.713,734
157.738,766
157.763,762
157.788,752
157.813,735
157.838,698
157.863,635
157.888,560
157.913,485
157.938,410
157.963,325
157.988,225
158.013,126
158.038,47
158.063,-3
158.088,-45
158.113,-98
158.138,-161
158.163,-205
158.188,-196
158.213,-133
158.238,-51
158.263,5
158.288,17
158.313,1
158.338,-12
158.363,-13
158.388,-11
158.413,-17
158.438,-20
158.463,3
158.488,62
158.513,129
158.538,170
158.563,177
158.588,176
158.613,198
158.638,240
158.663,267
158.688,252
158.713,218
158.738,224
158.763,314
158.788,463
158.813,601
158.838,666
158.863,653
158.888,600
158.913,539
158.938,469
158.963,370
158.988,245
159.013,131
159.038,65
159.063,46
159.088,39
159.113,8
159.138,-43
159.163,-85
159.188,-90
159.213,-70
159.238,-64
159.263,-90
159.288,-127
159.313,-124
159.338,-47
159.363,89
159.388,235
159.413,339
159.438,386
159.463,391
159.488,375
159.513,347
159.538,306
159.563,258
159.588,220
159.613,207
159.638,215
159.663,225
159.688,222
159.713,208
159.738,202
159.763,213
159.788,232
159.813,241
159.838,234
159.863,231
159.888,262
159.913,341
159.938,452
159.963,555
159.988,608
160.013,589
160.038,512
160.063,414
160.088,331
160.113,273
160.138,213
160.163,115
160.188,-26
160.213,-182
160.238,-305
160.263,-375
160.288,-407
160.313,-424
160.338,-430
160.363,-408
160.388,-352
160.413,-288
160.438,-247
160.463,-226
160.488,-181
160.513,-68
160.538,106
160.563,280
160.588,389
160.613,418
160.638,401
160.663,381
160.688,371
160.713,356
160.738,328
160.763,297
160.788,274
160.813,259
160.838,234
160.863,190
160.888,137
160.913,95
160.938,78
160.963,78
160.988,83
161.013,78
161.038,53
161.063,10
161.088,-28
161.113,-19
161.138,72
161.163,243
161.188,435
161.213,575
161.238,628
161.263,612
161.288,570
161.313,533
161.338,510
161.363,511
161.388,551
161.413,632
161.438,715
161.463,739
161.488,673
161.513,546
161.538,420
161.563,324
161.588,239
161.613,130
161.638,-1
161.663,-126
161.688,-232
161.713,-349
161.738,-501
161.763,-654
161.788,-722
161.813,-649
161.838,-476
161.863,-310
161.888,-223
161.913,-193
161.938,-155
161.963,-86
161.988,-30
162.013,-38
162.038,-100
162.063,-154
162.088,-169
162.113,-180
162.138,-250
162.163,-394
162.188,-562
162.213,-688
162.238,-740
162.263,-717
162.288,-616
162.313,-444
162.338,-241
162.363,-69
162.388,50
162.413,196
162.438,497
162.463,998
162.488,1595
162.513,2100
162.538,2400
162.563,2531
162.588,2597
162.613,2626
162.638,2532
162.663,2218
162.688,1712
162.713,1182
162.738,810
162.763,653
162.788,624
162.813,590
162.838,490
162.863,364
162.888,291
162.913,307
162.938,377
162.963,430
162.988,430
163.013,404
163.038,415
163.063,490
163.088,567
163.113,526
163.138,274
163.163,-171
163.188,-693
163.213,-1155
163.238,-1485
163.263,-1696
163.288,-1820
163.313,-1869
163.338,-1832
163.363,-1716
163.388,-1568
163.413,-1444
163.438,-1364
163.463,-1295
163.488,-1184
163.513,-997
163.538,-746
163.563,-482
163.588,-265
163.613,-128
163.638,-51
163.663,23
163.688,154
163.713,343
163.738,533
163.763,650
163.788,663
163.813,608
163.838,539
163.863,483
163.888,417
163.913,315
163.938,185
163.963,71
163.988,10
164.013,-7
164.038,-30
164.063,-98
164.088,-204
164.113,-299
164.138,-331
164.163,-298
164.188,-248
164.213,-245
164.238,-301
164.263,-354
164.288,-300
164.313,-74
164.338,291
164.363,683
164.388,985
164.413,1167
164.438,1291
164.463,1442
164.488,1654
164.513,1883
164.538,2059
164.563,2149
164.588,2168
164.613,2152
164.638,2124
164.663,2109
164.688,2147
164.713,2285
164.738,2506
164.763,2691
164.788,2653
164.813,2257
164.838,1531
164.863,667
164.888,-101
164.913,-645
164.938,-1005
164.963,-1312
164.988,-1654
165.013,-1999
