df_hash,22ZHK4.QT9BDF
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.SU53
person_label,V49
date_time_start,2025-10-30_17-54-05.050000_+03
date_time_start_unix,1761832445.05
date_time_end,2025-10-30_18-02-50.778000_+03
length_difference_noticed,no

time,acc_mag
123.981,1.024
124.011,1.029
124.041,1.025
124.071,1.027
124.101,1.026
124.131,1.027
124.161,1.028
124.191,1.022
124.221,1.023
124.251,1.025
124.281,1.032
124.311,1.025
124.341,1.023
124.371,1.022
124.401,1.028
124.431,1.027
124.461,1.028
124.491,1.028
124.521,1.026
124.551,1.024
124.581,1.025
124.611,1.028
124.641,1.025
124.671,1.025
124.701,1.020
124.731,1.027
124.761,1.020
124.791,1.028
124.821,1.028
124.851,1.027
124.881,1.025
124.911,1.032
124.941,1.030
124.971,1.024
125.001,1.025
125.031,1.021
125.061,1.028
125.091,1.030
125.121,1.024
125.151,1.026
125.181,1.027
125.211,1.027
125.241,1.027
125.271,1.027
125.301,1.026
125.331,1.027
125.361,1.027
125.391,1.024
125.421,1.024
125.451,1.024
125.481,1.028
125.511,1.025
125.541,1.026
125.571,1.022
125.601,1.029
125.631,1.023
125.661,1.023
125.691,1.023
125.721,1.028
125.751,1.025
125.781,1.025
125.811,1.031
125.841,1.018
125.871,1.028
125.901,1.029
125.931,1.021
125.961,1.023
125.991,1.027
126.021,1.027
126.051,1.026
126.081,1.026
126.111,1.023
126.141,1.025
126.171,1.024
126.201,1.023
126.231,1.027
126.261,1.025
126.291,1.022
126.321,1.023
126.351,1.032
126.381,1.021
126.411,1.028
126.441,1.029
126.471,1.023
126.501,1.025
126.531,1.029
126.561,1.025
126.591,1.023
126.621,1.027
126.651,1.021
126.681,1.030
126.711,1.030
126.741,1.025
126.771,1.021
126.801,1.026
126.831,1.027
126.861,1.027
126.891,1.027
126.921,1.028
126.951,1.024
126.981,1.025
127.011,1.027
127.041,1.023
127.071,1.027
127.101,1.020
127.131,1.025
127.161,1.027
127.191,1.027
127.221,1.031
127.251,1.028
127.281,1.022
127.311,1.023
127.341,1.030
127.371,1.027
127.401,1.023
127.431,1.022
127.461,1.021
127.491,1.027
127.521,1.026
127.551,1.023
127.581,1.027
127.611,1.027
127.641,1.026
127.671,1.027
127.701,1.026
127.731,1.025
127.761,1.025
127.791,1.024
127.821,1.029
127.851,1.027
127.881,1.027
127.911,1.024
127.941,1.025
127.971,1.028
128.001,1.028
128.031,1.024
128.061,1.021
128.091,1.026
128.121,1.026
128.151,1.025
128.181,1.024
128.211,1.021
128.241,1.028
128.271,1.029
128.301,1.029
128.331,1.019
128.361,1.023
128.391,1.030
128.421,1.029
128.451,1.024
128.481,1.025
128.511,1.024
128.541,1.026
128.571,1.027
128.601,1.026
128.631,1.027
128.661,1.023
128.691,1.025
128.721,1.029
128.751,1.022
128.781,1.029
128.811,1.028
128.841,1.024
128.871,1.024
128.901,1.026
128.931,1.024
128.961,1.018
128.991,1.027
129.021,1.021
129.051,1.027
129.081,1.029
129.111,1.022
129.141,1.028
129.171,1.027
129.201,1.027
129.231,1.026
129.261,1.025
129.291,1.028
129.321,1.026
129.351,1.025
129.381,1.027
129.411,1.028
129.441,1.026
129.471,1.024
129.501,1.024
129.531,1.031
129.561,1.019
129.591,1.028
129.621,1.028
129.651,1.024
129.681,1.024
129.711,1.028
129.741,1.025
129.771,1.025
129.801,1.026
129.831,1.020
129.861,1.028
129.891,1.030
129.921,1.024
129.951,1.024
129.981,1.027
130.011,1.025
130.041,1.027
130.071,1.027
130.101,1.029
130.131,1.025
130.161,1.027
130.191,1.026
130.221,1.027
130.251,1.024
130.281,1.023
130.311,1.028
130.341,1.021
130.371,1.032
130.401,1.029
130.431,1.024
130.461,1.024
130.491,1.029
130.521,1.024
130.551,1.019
130.581,1.023
130.611,1.021
130.641,1.028
130.671,1.034
130.701,1.025
130.731,1.022
130.761,1.027
130.791,1.027
130.821,1.030
130.851,1.029
130.881,1.024
130.911,1.025
130.941,1.024
130.971,1.026
131.001,1.026
131.031,1.027
131.061,1.028
131.091,1.029
131.121,1.021
131.151,1.028
131.181,1.026
131.211,1.023
131.241,1.027
131.271,1.028
131.301,1.022
131.331,1.021
131.361,1.028
131.391,1.021
131.421,1.033
131.451,1.030
131.481,1.026
131.511,1.023
131.541,1.024
131.571,1.030
131.601,1.028
131.631,1.027
131.661,1.023
131.691,1.028
131.721,1.024
131.751,1.025
131.781,1.021
131.811,1.027
131.841,1.024
131.871,1.026
131.901,1.033
131.931,1.021
131.961,1.036
131.991,1.025
132.021,1.021
132.051,1.023
132.081,1.028
132.111,1.023
132.141,1.023
132.171,1.029
132.201,1.024
132.231,1.030
132.261,1.027
132.291,1.021
132.321,1.023
132.351,1.026
132.381,1.026
132.411,1.029
132.441,1.026
132.471,1.025
132.501,1.029
132.531,1.027
132.561,1.027
132.591,1.024
132.621,1.025
132.651,1.025
132.681,1.021
132.711,1.031
132.741,1.028
132.771,1.024
132.801,1.024
132.831,1.029
132.861,1.026
132.891,1.021
132.921,1.026
132.951,1.024
132.981,1.030
133.011,1.028
133.041,1.022
133.071,1.025
133.101,1.026
133.131,1.026
133.161,1.029
133.191,1.023
133.221,1.027
133.251,1.025
133.281,1.023
133.311,1.027
133.341,1.027
133.371,1.021
133.401,1.021
133.431,1.025
133.461,1.028
133.491,1.029
133.521,1.027
133.551,1.023
133.581,1.028
133.611,1.030
133.641,1.026
133.671,1.021
133.701,1.021
133.731,1.027
133.761,1.029
133.791,1.026
133.821,1.022
133.851,1.021
133.881,1.027
133.911,1.022
133.941,1.023
133.971,1.023
134.001,1.023
134.031,1.025
134.061,1.026
134.091,1.027
134.121,1.029
134.151,1.024
134.181,1.025
134.211,1.027
134.241,1.024
134.271,1.030
134.301,1.021
134.331,1.024
134.361,1.024
134.391,1.028
134.421,1.025
134.451,1.021
134.481,1.024
134.511,1.023
134.541,1.031
134.571,1.025
134.601,1.021
134.631,1.024
134.661,1.029
134.691,1.025
134.721,1.027
134.751,1.027
134.781,1.023
134.811,1.023
134.841,1.028
134.871,1.025
134.901,1.025
134.931,1.028
134.961,1.031
134.991,1.024
135.021,1.031
135.051,1.030
135.081,1.026
135.111,1.022
135.141,1.029
135.171,1.022
135.201,1.023
135.231,1.031
135.261,1.024
135.291,1.025
135.321,1.028
135.351,1.023
135.381,1.026
135.411,1.027
135.441,1.028
135.471,1.022
135.501,1.026
135.531,1.025
135.561,1.022
135.591,1.024
135.621,1.025
135.651,1.026
135.681,1.026
135.711,1.021
135.741,1.028
135.771,1.021
135.801,1.031
135.831,1.026
135.861,1.025
135.891,1.025
135.921,1.030
135.951,1.026
135.981,1.024
136.011,1.029
136.041,1.021
136.071,1.027
136.101,1.032
136.131,1.027
136.161,1.023
136.191,1.029
136.221,1.025
136.251,1.026
136.281,1.026
136.311,1.022
136.341,1.025
136.371,1.023
136.401,1.023
136.431,1.028
136.461,1.030
136.491,1.024
136.521,1.025
136.551,1.025
136.581,1.027
136.611,1.028
136.641,1.029
136.671,1.025
136.701,1.022
136.731,1.029
136.761,1.023
136.791,1.027
136.821,1.027
136.851,1.023
136.881,1.023
136.911,1.027
136.941,1.024
136.971,1.022
137.001,1.023
137.031,1.028
137.061,1.025
137.091,1.021
137.121,1.026
137.151,1.024
137.181,1.029
137.211,1.031
137.241,1.032
137.271,1.023
137.301,1.024
137.331,1.026
137.361,1.028
137.391,1.019
137.421,1.029
137.451,1.027
137.481,1.023
137.511,1.027
137.541,1.031
137.571,1.027
137.601,1.021
137.631,1.028
137.661,1.023
137.691,1.028
137.721,1.028
137.751,1.026
137.781,1.026
137.811,1.028
137.841,1.028
137.871,1.027
137.901,1.029
137.931,1.026
137.961,1.024
137.991,1.025
138.021,1.025
138.051,1.028
138.081,1.027
138.111,1.024
138.141,1.026
138.171,1.024
138.201,1.028
138.231,1.029
138.261,1.023
138.291,1.025
138.321,1.029
138.351,1.026
138.381,1.027
138.411,1.025
138.441,1.019
138.471,1.025
138.501,1.033
138.531,1.027
138.561,1.022
138.591,1.028
138.621,1.026
138.651,1.026
138.681,1.026
138.711,1.027
138.741,1.022
138.771,1.024
138.801,1.025
138.831,1.024
138.861,1.026
138.891,1.026
138.921,1.024
138.951,1.022
138.981,1.023
139.011,1.025
139.041,1.026
139.071,1.029
139.101,1.023
139.131,1.026
139.161,1.032
139.191,1.027
139.221,1.021
139.251,1.024
139.281,1.022
139.311,1.030
139.341,1.026
139.371,1.024
139.401,1.027
139.431,1.026
139.461,1.027
139.491,1.028
139.521,1.025
139.551,1.024
139.581,1.027
139.611,1.026
139.641,1.024
139.671,1.026
139.701,1.026
139.731,1.024
139.761,1.030
139.791,1.021
139.821,1.030
139.851,1.026
139.881,1.023
139.911,1.027
139.941,1.028
139.971,1.028
140.001,1.026
140.031,1.029
140.061,1.021
140.091,1.026
140.121,1.029
140.151,1.023
140.181,1.022
140.211,1.024
140.241,1.029
140.271,1.029
140.301,1.026
140.331,1.029
140.361,1.028
140.391,1.028
140.421,1.028
140.451,1.028
140.481,1.028
140.511,1.028
140.541,1.021
140.571,1.030
140.601,1.024
140.631,1.024
140.661,1.022
140.691,1.028
140.721,1.029
140.751,1.025
140.781,1.025
140.811,1.024
140.841,1.030
140.871,1.029
140.901,1.026
140.931,1.024
140.961,1.026
140.991,1.028
141.021,1.028
141.051,1.028
141.081,1.025
141.111,1.022
141.141,1.025
141.171,1.027
141.201,1.023
141.231,1.025
141.261,1.028
141.291,1.020
141.321,1.028
141.351,1.028
141.381,1.021
141.411,1.023
141.441,1.030
141.471,1.026
141.501,1.024
141.531,1.028
141.561,1.017
141.591,1.032
141.621,1.027
141.651,1.023
141.681,1.026
141.711,1.025
141.741,1.027
141.771,1.029
141.801,1.025
141.831,1.027
141.861,1.024
141.891,1.023
141.921,1.027
141.951,1.024
141.981,1.021
142.011,1.026
142.041,1.027
142.071,1.022
142.101,1.033
142.131,1.025
142.161,1.023
142.191,1.023
142.221,1.030
142.251,1.027
142.281,1.021
142.311,1.026
142.341,1.023
142.371,1.027
142.401,1.024
142.431,1.026
142.461,1.022
142.491,1.025
142.521,1.027
142.551,1.031
142.581,1.027
142.611,1.029
142.641,1.026
142.671,1.025
142.701,1.023
142.731,1.021
142.761,1.026
142.791,1.033
142.821,1.019
142.851,1.030
142.881,1.026
142.911,1.021
142.941,1.025
142.971,1.030
143.001,1.029
143.031,1.020
143.061,1.024
143.091,1.020
143.121,1.025
143.151,1.031
143.181,1.022
143.211,1.022
143.241,1.025
143.271,1.033
143.301,1.031
143.331,1.029
143.361,1.027
143.391,1.024
143.421,1.027
143.451,1.026
143.481,1.027
143.511,1.027
143.541,1.021
143.571,1.031
143.601,1.028
143.631,1.025
143.661,1.023
143.691,1.027
143.721,1.025
143.751,1.023
143.781,1.027
143.811,1.021
143.841,1.030
143.871,1.029
143.901,1.026
143.931,1.026
143.961,1.024
143.991,1.027
144.021,1.023
144.051,1.032
144.081,1.032
144.111,1.027
144.141,1.024
144.171,1.024
144.201,1.026
144.231,1.026
144.261,1.026
144.291,1.024
144.321,1.030
144.351,1.025
144.381,1.022
144.411,1.026
144.441,1.029
144.471,1.025
144.501,1.019
144.531,1.022
144.561,1.024
144.591,1.029
144.621,1.030
144.651,1.022
144.681,1.025
144.711,1.026
144.741,1.027
144.771,1.025
144.801,1.026
144.831,1.027
144.861,1.027
144.891,1.027
144.921,1.030
144.951,1.029
144.981,1.023
145.011,1.029
145.041,1.021
145.071,1.030
145.101,1.029
145.131,1.025
145.161,1.021
145.191,1.029
145.221,1.027
145.251,1.023
145.281,1.026
145.311,1.022
145.341,1.029
145.371,1.031
145.401,1.024
145.431,1.022
145.461,1.023
145.491,1.027
145.521,1.025
145.551,1.026
145.581,1.025
145.611,1.025
145.641,1.025
145.671,1.026
145.701,1.024
145.731,1.029
145.761,1.028
145.791,1.020
145.821,1.032
145.851,1.028
145.881,1.025
145.911,1.023
145.941,1.027
145.971,1.026
146.001,1.024
146.031,1.024
146.061,1.022
146.091,1.027
146.121,1.032
146.151,1.025
146.181,1.027
146.211,1.025
146.241,1.030
146.271,1.026
146.301,1.024
146.331,1.026
146.361,1.024
146.391,1.022
146.421,1.026
146.451,1.027
146.481,1.028
146.511,1.026
146.541,1.028
146.571,1.023
146.601,1.032
146.631,1.029
146.661,1.022
146.691,1.026
146.721,1.031
146.751,1.026
146.781,1.026
146.811,1.026
146.841,1.017
146.871,1.029
146.901,1.031
146.931,1.023
146.961,1.021
146.991,1.021
147.021,1.026
147.051,1.027
147.081,1.028
147.111,1.026
147.141,1.023
147.171,1.025
147.201,1.024
147.231,1.026
147.261,1.026
147.291,1.028
147.321,1.024
147.351,1.023
147.381,1.024
147.411,1.029
147.441,1.028
147.471,1.026
147.501,1.021
147.531,1.028
147.561,1.030
147.591,1.029
147.621,1.024
147.651,1.021
147.681,1.026
147.711,1.029
147.741,1.026
147.771,1.027
147.801,1.027
147.831,1.024
147.861,1.028
147.891,1.028
147.921,1.026
147.951,1.022
147.981,1.027
148.011,1.027
148.041,1.026
148.071,1.031
148.101,1.027
148.131,1.025
148.161,1.024
148.191,1.027
148.221,1.021
148.251,1.029
148.281,1.030
148.311,1.027
148.341,1.028
148.371,1.030
148.401,1.027
148.431,1.023
148.461,1.028
148.491,1.017
148.521,1.024
148.551,1.032
148.581,1.030
148.611,1.025
148.641,1.022
148.671,1.029
148.701,1.023
148.731,1.028
148.761,1.028
148.791,1.027
148.821,1.026
148.851,1.024
148.881,1.028
148.911,1.030
148.941,1.022
148.971,1.028
149.001,1.029
149.031,1.023
149.061,1.029
149.091,1.028
149.121,1.027
149.151,1.028
149.181,1.030
149.211,1.027
149.241,1.027
149.271,1.024
149.301,1.020
149.331,1.031
149.361,1.033
149.391,1.024
149.421,1.021
149.451,1.024
149.481,1.024
149.511,1.029
149.541,1.027
149.571,1.024
149.601,1.024
149.631,1.023
149.661,1.027
149.691,1.024
149.721,1.027
149.751,1.026
149.781,1.025
149.811,1.023
149.841,1.029
149.871,1.021
149.901,1.029
149.931,1.022
149.961,1.021
149.991,1.023
150.021,1.028
150.051,1.025
150.081,1.022
150.111,1.028
150.141,1.023
150.171,1.028
150.201,1.027
150.231,1.021
150.261,1.025
150.291,1.026
150.321,1.031
150.351,1.025
150.381,1.027
150.411,1.024
150.441,1.026
150.471,1.025
150.501,1.025
150.531,1.026
150.561,1.025
150.591,1.027
150.621,1.022
150.651,1.033
150.681,1.024
150.711,1.027
150.741,1.032
150.771,1.024
150.801,1.021
150.831,1.024
150.861,1.027
150.891,1.027
150.921,1.024
150.951,1.018
150.981,1.025
151.011,1.029
151.041,1.025
151.071,1.024
151.101,1.023
151.131,1.026
151.161,1.028
151.191,1.030
151.221,1.029
151.251,1.023
151.281,1.025
151.311,1.028
151.341,1.027
151.371,1.027
151.401,1.022
151.431,1.022
151.461,1.027
151.491,1.028
151.521,1.026
151.551,1.023
151.581,1.027
151.611,1.025
151.641,1.026
151.671,1.022
151.701,1.019
151.731,1.024
151.761,1.032
151.791,1.027
151.821,1.024
151.851,1.028
151.881,1.027
151.911,1.024
151.941,1.024
151.971,1.026
152.001,1.025
152.031,1.028
152.061,1.027
152.091,1.028
152.121,1.027
152.151,1.025
152.181,1.029
152.211,1.020
152.241,1.034
152.271,1.025
152.301,1.023
152.331,1.025
152.361,1.033
152.391,1.023
152.421,1.024
152.451,1.028
152.481,1.020
152.511,1.024
152.541,1.031
152.571,1.026
152.601,1.024
152.631,1.026
152.661,1.028
152.691,1.026
152.721,1.023
152.751,1.025
152.781,1.023
152.811,1.028
152.841,1.025
152.871,1.027
152.901,1.027
152.931,1.027
152.961,1.033
152.991,1.021
153.021,1.033
153.051,1.027
153.081,1.025
153.111,1.026
153.141,1.031
153.171,1.028
153.201,1.024
153.231,1.029
153.261,1.021
153.291,1.033
153.321,1.028
153.351,1.023
153.381,1.027
153.411,1.028
153.441,1.031
153.471,1.028
153.501,1.026
153.531,1.026
153.561,1.026
153.591,1.028
153.621,1.025
153.651,1.025
153.681,1.023
153.711,1.025
153.741,1.025
153.771,1.029
153.801,1.026
153.831,1.026
153.861,1.029
153.891,1.031
153.921,1.025
153.951,1.025
153.981,1.021
154.011,1.025
154.041,1.031
154.071,1.031
154.101,1.025
154.131,1.024
154.161,1.027
154.191,1.028
154.221,1.028
154.251,1.021
154.281,1.024
154.311,1.023
154.341,1.023
154.371,1.029
154.401,1.028
154.431,1.023
154.461,1.025
154.491,1.023
154.521,1.029
154.551,1.028
154.581,1.023
154.611,1.021
154.641,1.027
154.671,1.027
154.701,1.025
154.731,1.022
154.761,1.024
154.791,1.024
154.821,1.031
154.851,1.025
154.881,1.021
154.911,1.026
154.941,1.027
154.971,1.026
155.001,1.027
155.031,1.026
155.061,1.026
155.091,1.025
155.121,1.026
155.151,1.028
155.181,1.029
155.211,1.024
155.241,1.026
155.271,1.022
155.301,1.029
155.331,1.028
155.361,1.027
155.391,1.022
155.421,1.028
155.451,1.028
155.481,1.027
155.511,1.027
155.541,1.018
155.571,1.029
155.601,1.030
155.631,1.024
155.661,1.024
155.691,1.027
155.721,1.030
155.751,1.026
155.781,1.029
155.811,1.029
155.841,1.023
155.871,1.024
155.901,1.031
155.931,1.026
155.961,1.024
155.991,1.024
156.021,1.026
156.051,1.027
156.081,1.030
156.111,1.030
156.141,1.023
156.171,1.027
156.201,1.028
156.231,1.027
156.261,1.025
156.291,1.019
156.321,1.027
156.351,1.031
156.381,1.029
156.411,1.026
156.441,1.026
156.471,1.025
156.501,1.026
156.531,1.027
156.561,1.027
156.591,1.025
156.621,1.026
156.651,1.026
156.681,1.026
156.711,1.028
156.741,1.028
156.771,1.026
156.801,1.026
156.831,1.028
156.861,1.028
156.891,1.029
156.921,1.024
156.951,1.023
156.981,1.027
157.011,1.027
157.041,1.026
157.071,1.021
157.101,1.024
157.131,1.024
157.161,1.030
157.191,1.030
157.221,1.024
157.251,1.026
157.281,1.026
157.311,1.022
157.341,1.027
157.371,1.024
157.401,1.024
157.431,1.024
157.461,1.023
157.491,1.029
157.521,1.027
157.551,1.028
157.581,1.027
157.611,1.025
157.641,1.025
157.671,1.027
157.701,1.026
157.731,1.031
157.761,1.025
157.791,1.026
157.821,1.025
157.851,1.029
157.881,1.028
157.911,1.025
157.941,1.029
157.971,1.023
158.001,1.030
158.031,1.028
158.061,1.022
158.091,1.024
158.121,1.027
158.151,1.030
158.181,1.024
158.211,1.026
158.241,1.027
158.271,1.026
158.301,1.027
158.331,1.024
158.361,1.024
158.391,1.027
158.421,1.024
158.451,1.028
158.481,1.033
158.511,1.027
158.541,1.030
158.571,1.025
158.601,1.023
158.631,1.024
158.661,1.031
158.691,1.026
158.721,1.020
158.751,1.031
158.781,1.023
158.811,1.027
158.841,1.031
158.871,1.025
158.901,1.026
158.931,1.027
158.961,1.031
158.991,1.026
159.021,1.026
159.051,1.024
159.081,1.023
159.111,1.027
159.141,1.025
159.171,1.026
159.201,1.027
159.231,1.023
159.261,1.021
159.291,1.029
159.321,1.027
159.351,1.030
159.381,1.025
159.411,1.024
159.441,1.028
159.471,1.029
159.501,1.026
159.531,1.021
159.561,1.024
159.591,1.021
159.621,1.030
159.651,1.032
159.681,1.025
159.711,1.023
159.741,1.024
159.771,1.023
159.801,1.023
159.831,1.024
159.861,1.029
159.891,1.026
159.921,1.025
159.951,1.026
159.981,1.028
160.011,1.029
160.041,1.025
160.071,1.027
160.101,1.030
160.131,1.025
160.161,1.028
160.191,1.022
160.221,1.021
160.251,1.028
160.281,1.027
160.311,1.030
160.341,1.023
160.371,1.021
160.401,1.024
160.431,1.032
160.461,1.029
160.491,1.021
160.521,1.024
160.551,1.026
160.581,1.029
160.611,1.028
160.641,1.025
160.671,1.025
160.701,1.026
160.731,1.024
160.761,1.027
160.791,1.021
160.821,1.025
160.851,1.026
160.881,1.030
160.911,1.030
160.941,1.027
160.971,1.023
161.001,1.025
161.031,1.028
161.061,1.026
161.091,1.019
161.121,1.025
161.151,1.023
161.181,1.029
161.211,1.027
161.241,1.017
161.271,1.021
161.301,1.026
161.331,1.026
161.361,1.028
161.391,1.028
161.421,1.027
161.451,1.026
161.481,1.026
161.511,1.027
161.541,1.026
161.571,1.027
161.601,1.025
161.631,1.024
161.661,1.028
161.691,1.027
161.721,1.025
161.751,1.024
161.781,1.027
161.811,1.027
161.841,1.026
161.871,1.023
161.901,1.018
161.931,1.024
161.961,1.033
161.991,1.029
162.021,1.021
162.051,1.022
162.081,1.022
162.111,1.025
162.141,1.024
162.171,1.025
162.201,1.021
162.231,1.024
162.261,1.029
162.291,1.028
162.321,1.024
162.351,1.022
162.381,1.029
162.411,1.019
162.441,1.033
162.471,1.030
162.501,1.027
162.531,1.022
162.561,1.027
162.591,1.028
162.621,1.026
162.651,1.029
162.681,1.021
162.711,1.029
162.741,1.031
162.771,1.022
162.801,1.025
162.831,1.025
162.861,1.028
162.891,1.026
162.921,1.028
162.951,1.027
162.981,1.021
163.011,1.027
163.041,1.024
163.071,1.021
163.101,1.031
163.131,1.028
163.161,1.020
163.191,1.029
163.221,1.032
163.251,1.021
163.281,1.025
163.311,1.028
163.341,1.029
163.371,1.024
163.401,1.023
163.431,1.021
163.461,1.029
163.491,1.029
163.521,1.027
163.551,1.024
163.581,1.025
163.611,1.024
163.641,1.028
163.671,1.027
163.701,1.026
163.731,1.026
163.761,1.027
163.791,1.028
163.821,1.022
163.851,1.024
163.881,1.024
163.911,1.026
163.941,1.028
163.971,1.025
164.001,1.021
164.031,1.026
164.061,1.027
164.091,1.024
164.121,1.021
164.151,1.020
164.181,1.027
164.211,1.032
164.241,1.022
164.271,1.025
164.301,1.025
164.331,1.025
164.361,1.025
164.391,1.024
164.421,1.027
164.451,1.023
164.481,1.023
164.511,1.024
164.541,1.026
164.571,1.027
164.601,1.024
164.631,1.024
164.661,1.023
164.691,1.031
164.721,1.025
164.751,1.026
164.781,1.025
164.811,1.028
164.841,1.025
164.871,1.026
164.901,1.022
164.931,1.017
164.961,1.024
164.991,1.033
165.021,1.024
165.051,1.025
165.081,1.028
165.111,1.027
165.141,1.030
165.171,1.030
165.201,1.026
165.231,1.022
165.261,1.029
165.291,1.027
165.321,1.030
165.351,1.029
165.381,1.024
165.411,1.024
165.441,1.032
165.471,1.021
165.501,1.030
165.531,1.028
165.561,1.023
165.591,1.025
165.621,1.029
165.651,1.031
165.681,1.026
165.711,1.028
165.741,1.021
165.771,1.033
165.801,1.032
165.831,1.024
165.861,1.023
165.891,1.025
165.921,1.026
165.951,1.029
165.981,1.025
166.011,1.026
166.041,1.026
166.071,1.027
166.101,1.031
166.131,1.027
166.161,1.024
166.191,1.022
166.221,1.022
166.251,1.031
166.281,1.031
166.311,1.027
166.341,1.022
166.371,1.027
166.401,1.027
166.431,1.030
166.461,1.032
166.491,1.020
166.521,1.029
166.551,1.031
166.581,1.026
166.611,1.026
166.641,1.023
166.671,1.024
166.701,1.030
166.731,1.027
166.761,1.025
166.791,1.024
166.821,1.026
166.851,1.027
166.881,1.026
166.911,1.028
166.941,1.026
166.971,1.022
167.001,1.031
167.031,1.022
167.061,1.028
167.091,1.023
167.121,1.024
167.151,1.027
167.181,1.029
167.211,1.025
167.241,1.022
167.271,1.027
167.301,1.026
167.331,1.031
167.361,1.030
167.391,1.022
167.421,1.026
167.451,1.031
167.481,1.028
167.511,1.023
167.541,1.023
167.571,1.022
167.601,1.022
167.631,1.023
167.661,1.028
167.691,1.029
167.721,1.026
167.751,1.028
167.781,1.026
167.811,1.025
167.841,1.026
167.871,1.030
167.901,1.027
167.931,1.027
167.961,1.026
167.991,1.030
168.021,1.028
168.051,1.028
168.081,1.028
168.111,1.022
168.141,1.030
168.171,1.032
168.201,1.025
168.231,1.023
168.261,1.022
168.291,1.027
168.321,1.027
168.351,1.025
168.381,1.027
168.411,1.025
168.441,1.027
168.471,1.026
168.501,1.024
168.531,1.026
168.561,1.027
168.591,1.030
168.621,1.029
168.651,1.022
168.681,1.032
168.711,1.028
168.741,1.025
168.771,1.029
168.801,1.027
168.831,1.027
168.861,1.025
168.891,1.028
168.921,1.021
168.951,1.029
168.981,1.029
169.011,1.026
169.041,1.023
169.071,1.027
169.101,1.025
169.131,1.027
169.161,1.026
169.191,1.027
169.221,1.027
169.251,1.023
169.281,1.025
169.311,1.029
169.341,1.024
169.371,1.025
169.401,1.024
169.431,1.024
169.461,1.030
169.491,1.029
169.521,1.025
169.551,1.024
169.581,1.027
169.611,1.030
169.641,1.024
169.671,1.020
169.701,1.026
169.731,1.024
169.761,1.034
169.791,1.029
169.821,1.027
169.851,1.029
169.881,1.027
169.911,1.027
169.941,1.025
169.971,1.026
170.001,1.024
170.031,1.029
170.061,1.024
170.091,1.027
170.121,1.028
170.151,1.025
170.181,1.028
170.211,1.023
170.241,1.020
170.271,1.021
170.301,1.028
170.331,1.027
170.361,1.025
170.391,1.023
170.421,1.030
170.451,1.031
170.481,1.026
170.511,1.025
170.541,1.023
170.571,1.028
170.601,1.034
170.631,1.024
170.661,1.026
170.691,1.026
170.721,1.028
170.751,1.026
170.781,1.027
170.811,1.029
170.841,1.024
170.871,1.030
170.901,1.026
170.931,1.025
170.961,1.027
170.991,1.027
171.021,1.027
171.051,1.027
171.081,1.032
171.111,1.023
171.141,1.030
171.171,1.027
171.201,1.026
171.231,1.027
171.261,1.030
171.291,1.031
171.321,1.024
171.351,1.026
171.381,1.021
171.411,1.027
171.441,1.034
171.471,1.021
171.501,1.024
171.531,1.028
171.561,1.029
171.591,1.029
171.621,1.029
171.651,1.028
171.681,1.026
171.711,1.026
171.741,1.024
171.771,1.028
171.801,1.027
171.831,1.026
171.861,1.025
171.891,1.025
171.921,1.021
171.951,1.034
171.981,1.030
172.011,1.025
172.041,1.021
172.071,1.027
172.101,1.026
172.131,1.025
172.161,1.025
172.191,1.021
172.221,1.029
172.251,1.034
172.281,1.026
172.311,1.025
172.341,1.026
172.371,1.028
172.401,1.027
172.431,1.023
172.461,1.026
172.491,1.023
172.521,1.024
172.551,1.023
172.581,1.025
172.611,1.024
172.641,1.025
172.671,1.022
172.701,1.024
172.731,1.028
172.761,1.031
172.791,1.027
172.821,1.024
172.851,1.029
172.881,1.029
172.911,1.024
172.941,1.021
172.971,1.023
173.001,1.026
173.031,1.031
173.061,1.027
173.091,1.028
173.121,1.024
173.151,1.025
173.181,1.029
173.211,1.025
173.241,1.028
173.271,1.027
173.301,1.026
173.331,1.028
173.361,1.028
173.391,1.025
173.421,1.025
173.451,1.029
173.481,1.030
173.511,1.026
173.541,1.032
173.571,1.025
173.601,1.027
173.631,1.029
173.661,1.029
173.691,1.028
173.721,1.016
173.751,1.026
173.781,1.024
173.811,1.028
173.841,1.030
173.871,1.024
173.901,1.024
173.931,1.025
173.961,1.027
173.991,1.029
174.021,1.028
174.051,1.026
174.081,1.026
174.111,1.024
174.141,1.031
174.171,1.028
174.201,1.028
174.231,1.026
174.261,1.024
174.291,1.030
174.321,1.029
174.351,1.024
174.381,1.024
174.411,1.031
174.441,1.024
174.471,1.024
174.501,1.026
174.531,1.017
174.561,1.032
174.591,1.031
174.621,1.025
174.651,1.026
174.681,1.027
174.711,1.026
174.741,1.024
174.771,1.027
174.801,1.028
174.831,1.024
174.861,1.025
174.891,1.024
174.921,1.026
174.951,1.027
174.981,1.025
175.011,1.024
175.041,1.027
175.071,1.022
175.101,1.029
175.131,1.027
175.161,1.026
175.191,1.027
175.221,1.028
175.251,1.026
175.281,1.022
175.311,1.024
175.341,1.026
175.371,1.036
175.401,1.028
175.431,1.021
175.461,1.027
175.491,1.024
175.521,1.025
175.551,1.026
175.581,1.028
175.611,1.027
175.641,1.027
175.671,1.025
175.701,1.027
175.731,1.025
175.761,1.027
175.791,1.031
175.821,1.022
175.851,1.029
