df_hash,22ZHK4.QT9BDF
319.797,34.594
320.623,34.594
321.552,34.594
322.524,34.594
323.548,34.656
324.572,34.656
325.570,34.688
326.571,34.688
327.546,34.688
328.570,34.688
329.552,34.656
330.568,34.625
331.552,34.594
332.568,34.625
333.546,34.625
334.568,34.625
335.541,34.625
336.565,34.688
337.540,34.625
338.563,34.625
339.538,34.594
340.562,34.625
341.586,34.625
342.562,34.625
343.536,34.594
344.560,34.594
345.586,34.625
346.558,34.625
347.533,34.656
348.557,34.719
349.532,34.719
350.559,34.719
351.573,34.750
352.555,34.781
353.530,34.781
354.553,34.781
355.529,34.781
356.552,34.750
357.562,34.750
358.551,34.719
359.526,34.719
360.614,34.719
361.525,34.719
362.548,34.719
363.523,34.688
364.547,34.719
365.581,34.688
366.741,34.688
367.618,34.750
368.551,34.781
369.520,34.781
370.543,34.812
371.519,34.812
372.542,34.844
373.566,34.875
374.542,34.875
375.564,34.844
376.541,34.875
377.564,34.781
378.587,34.781
379.808,34.750
380.537,34.781
381.560,34.781
382.695,34.781
383.566,34.781
384.535,34.781
385.603,34.781
386.533,34.750
387.557,34.844
388.532,34.875
389.556,34.875
390.531,34.844
391.555,34.844
392.627,34.844
393.553,34.844
394.534,34.812
395.552,34.844
396.581,34.875
397.551,34.844
398.533,34.844
399.558,34.844
400.525,34.875
401.549,34.875
402.524,34.906
403.648,34.906
404.522,34.969
405.546,34.969
406.544,34.969
407.547,35.000
408.520,35.000
409.544,35.031
410.519,35.000
411.542,35.000
412.517,34.969
413.541,34.969
414.541,34.938
415.540,34.969
416.517,34.969
417.541,34.938
418.565,34.938
419.537,34.969
420.521,34.969
421.536,35.000
422.567,35.000
423.535,34.969
424.559,34.938
425.534,34.875
426.616,34.875
427.727,34.906
428.569,34.906
429.584,34.906
430.555,34.875
431.535,34.844
432.554,34.969
433.529,35.000
434.576,35.031
435.528,35.094
436.551,35.094
437.541,35.125
438.589,35.094
439.820,35.062
440.549,35.125
441.630,35.156
442.547,35.062
443.522,35.062
444.546,35.062
445.550,35.062
446.545,35.062
447.521,35.062
448.544,35.062
449.519,35.094
450.935,35.062
451.518,35.031
452.541,35.031
453.565,35.062
454.539,35.031
455.567,35.031
456.539,35.062
457.913,35.031
458.542,35.031
459.512,35.031
460.536,35.062
461.806,35.094
462.535,35.094
463.510,35.062
464.534,35.062
465.509,35.094
466.535,35.062
467.508,35.094
468.532,35.062
469.506,35.094
470.553,35.062
471.554,35.031
472.824,35.062
473.553,35.062
474.528,35.094
475.551,35.094
476.536,35.094
477.550,35.125
478.533,35.125
479.549,35.125
480.524,35.125
481.548,35.156
482.550,35.125
483.546,35.094
484.521,35.062
485.545,35.062
486.520,35.094
487.544,35.062
488.519,35.062
489.626,35.000
490.521,35.000
491.541,34.969
492.516,35.000
493.541,35.000
494.515,35.000
495.539,34.938
496.514,34.875
497.538,34.844
498.513,34.781
499.536,34.781
500.526,34.688
501.540,34.562
502.510,34.438
503.680,34.312
504.509,34.188
505.549,34.094
506.605,33.969
507.547,33.875
508.506,33.750
509.535,33.625
510.505,33.531
511.529,33.469
512.552,33.344
513.532,33.250
514.609,33.156
515.534,33.062
516.504,33.031
517.525,32.938
518.514,32.844
519.645,32.719
