df_hash,22ZHK4.QT9BDF
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.SU53
person_label,V49
date_time_start,2025-10-30_17-54-05.050000_+03
date_time_start_unix,1761832445.05
date_time_end,2025-10-30_18-02-50.778000_+03
length_difference_noticed,no

time,temperature
5.600,32.281
6.574,32.312
7.598,32.312
8.573,32.375
9.596,32.406
10.721,32.438
11.596,32.500
12.571,32.531
13.595,32.562
14.572,32.625
15.840,32.656
16.568,32.688
17.592,32.688
18.567,32.719
19.590,32.750
20.615,32.719
21.590,32.719
22.565,32.750
23.599,32.750
24.616,32.750
25.587,32.750
26.616,32.750
27.586,32.781
28.564,32.781
29.928,32.812
30.608,32.875
31.583,32.875
32.607,32.844
33.606,32.844
34.609,32.875
35.631,32.875
36.605,32.969
37.679,32.938
38.603,32.938
39.578,32.938
40.602,32.969
41.591,33.000
42.701,33.062
43.576,33.094
44.600,33.156
45.575,33.156
46.598,33.125
47.573,33.125
48.605,33.188
49.575,33.125
50.598,33.188
51.571,33.188
52.594,33.219
53.574,33.219
54.593,33.250
55.568,33.250
56.593,33.312
57.567,33.344
58.688,33.406
59.566,33.469
60.590,33.438
61.587,33.469
62.588,33.469
63.564,33.469
64.588,33.469
65.562,33.469
66.639,33.438
67.561,33.469
68.585,33.406
69.871,33.406
70.584,33.438
71.559,33.469
72.582,33.438
73.558,33.500
74.581,33.500
75.561,33.500
76.580,33.531
77.555,33.562
78.579,33.594
79.602,33.531
80.579,33.500
81.601,33.469
82.579,33.500
83.604,33.438
84.599,33.438
85.599,33.469
86.574,33.500
87.598,33.500
88.572,33.531
89.601,33.625
90.571,33.656
91.618,33.781
92.570,33.812
93.594,33.844
94.569,33.875
95.790,33.875
96.567,33.875
97.786,33.844
98.589,33.844
99.590,33.844
100.714,33.812
101.589,33.688
102.567,33.688
103.587,33.719
104.562,33.688
105.587,33.688
106.714,33.719
107.593,33.719
108.560,33.719
109.584,33.719
110.559,33.750
111.679,33.750
112.950,33.750
113.581,33.750
114.556,33.781
115.586,33.781
116.555,33.781
117.727,33.812
118.554,33.844
119.578,33.781
120.601,33.812
121.584,33.844
122.551,33.844
123.598,33.844
124.553,33.812
125.617,33.844
126.549,33.875
127.600,33.875
128.599,33.844
129.592,33.875
130.595,33.875
131.619,33.875
132.620,33.906
133.864,33.875
134.594,33.844
135.568,33.812
136.591,33.812
137.566,33.844
138.590,33.812
139.565,33.844
140.610,33.906
141.564,33.906
142.588,33.906
143.563,33.906
144.587,34.000
145.567,34.031
146.587,34.000
147.560,33.969
148.583,34.031
149.559,34.031
150.584,33.969
151.801,34.000
152.581,34.000
153.556,34.000
154.587,33.969
155.968,34.000
156.582,34.031
157.554,34.062
158.578,34.031
159.553,34.031
160.576,34.062
161.567,34.094
162.575,34.094
163.553,34.125
164.574,34.156
165.549,34.125
166.576,34.125
167.569,34.125
168.572,34.156
169.640,34.219
170.911,34.188
171.545,34.188
172.596,34.188
173.544,34.156
174.567,34.156
175.543,34.125
176.819,34.125
177.590,34.156
178.568,34.125
179.589,34.125
180.569,34.094
181.588,34.094
182.563,34.094
183.587,34.094
184.561,34.125
185.587,34.188
186.560,34.156
187.607,34.219
188.559,34.250
189.583,34.250
190.562,34.281
191.581,34.312
192.559,34.312
193.580,34.344
194.555,34.312
195.593,34.312
196.702,34.344
197.578,34.250
198.575,34.281
199.577,34.250
200.552,34.281
201.577,34.250
202.550,34.250
203.574,34.250
204.549,34.250
205.573,34.250
206.548,34.219
207.572,34.219
208.790,34.219
209.570,34.281
210.545,34.250
211.569,34.250
212.544,34.250
213.618,34.281
214.543,34.281
215.567,34.281
216.641,34.312
217.565,34.344
218.546,34.312
219.810,34.312
220.568,34.312
221.567,34.344
222.587,34.312
223.561,34.344
224.537,34.312
225.560,34.312
226.584,34.281
227.559,34.250
228.582,34.250
229.558,34.250
230.828,34.219
231.557,34.219
232.604,34.250
233.756,34.250
234.579,34.281
235.719,34.281
236.581,34.344
237.553,34.375
238.577,34.406
239.551,34.469
240.575,34.469
241.599,34.469
242.574,34.469
243.549,34.469
244.572,34.438
245.554,34.438
246.572,34.406
247.795,34.375
248.571,34.375
249.546,34.375
250.569,34.375
251.567,34.375
252.582,34.344
253.543,34.375
254.567,34.375
255.542,34.406
256.669,34.406
257.541,34.406
258.564,34.438
259.539,34.438
260.563,34.469
261.538,34.531
262.574,34.531
263.537,34.531
264.758,34.531
265.587,34.500
266.559,34.469
267.783,34.469
268.566,34.438
269.533,34.438
270.557,34.406
271.532,34.406
272.556,34.438
273.984,34.438
274.554,34.406
275.578,34.438
276.558,34.469
277.577,34.375
278.652,34.406
279.584,34.406
280.551,34.375
281.574,34.344
282.561,34.312
283.573,34.375
284.940,34.375
285.710,34.406
286.547,34.438
287.572,34.500
288.546,34.531
289.569,34.594
290.632,34.625
291.568,34.656
292.568,34.688
293.567,34.625
294.542,34.625
295.566,34.625
296.541,34.625
297.634,34.625
299.051,34.625
299.572,34.594
300.538,34.625
301.578,34.625
302.537,34.625
303.562,34.594
304.782,34.594
305.633,34.562
306.535,34.531
307.558,34.531
308.536,34.500
309.557,34.500
310.532,34.500
311.556,34.500
312.539,34.531
313.554,34.531
314.530,34.531
315.555,34.531
316.528,34.500
317.552,34.531
318.527,34.562
