df_hash,22ZHK4.3SLRU5
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.ZGH0
person_label,v105
date_time_start,2026-03-02_13-21-59.790000_+03
date_time_start_unix,1772443319.79
date_time_end,2026-03-02_13-29-41.789000_+03
length_difference_noticed,no

time,ppg_ir,ppg_ambient,ppg_red
5.699,228508,192,201183
5.704,228520,187,201199
5.709,228523,187,201207
5.714,228503,185,201204
5.719,228516,187,201188
5.724,228540,192,201182
5.729,228538,191,201192
5.734,228531,188,201207
5.738,228530,190,201206
5.743,228578,190,201216
5.748,228532,185,201217
5.753,228563,191,201227
5.758,228574,192,201216
5.763,228566,188,201220
5.768,228553,187,201226
5.773,228582,183,201233
5.778,228583,193,201229
5.783,228580,190,201228
5.788,228584,188,201237
5.793,228594,189,201235
5.798,228605,192,201250
5.803,228599,187,201245
5.808,228610,186,201257
5.813,228613,183,201240
5.818,228628,195,201245
5.823,228615,190,201245
5.828,228614,189,201253
5.833,228631,185,201266
5.838,228634,188,201263
5.843,228623,187,201268
5.848,228639,186,201280
5.853,228649,183,201270
5.858,228652,196,201276
5.863,228660,190,201279
5.867,228671,189,201284
5.872,228681,185,201299
5.877,228669,188,201294
5.882,228695,193,201300
5.887,228687,193,201298
5.892,228692,191,201314
5.897,228703,192,201307
5.902,228720,187,201323
5.907,228730,186,201316
5.912,228726,191,201311
5.917,228735,193,201331
5.922,228736,189,201316
5.927,228747,188,201347
5.932,228744,184,201338
5.937,228755,187,201350
5.942,228771,192,201369
5.947,228762,192,201356
5.952,228764,188,201343
5.957,228771,191,201345
5.962,228766,187,201372
5.967,228781,185,201354
5.972,228793,190,201361
5.977,228815,191,201375
5.982,228801,187,201368
5.987,228808,187,201371
5.992,228829,186,201391
5.997,228828,189,201405
6.001,228843,185,201373
6.006,228841,192,201376
6.011,228848,189,201394
6.016,228835,191,201393
6.021,228841,186,201392
6.026,228835,193,201372
6.031,228820,188,201382
6.036,228808,193,201375
6.041,228811,190,201357
6.046,228785,188,201353
6.051,228762,184,201346
6.056,228778,194,201358
6.061,228747,191,201372
6.066,228729,189,201350
6.071,228732,185,201346
6.076,228708,186,201346
6.081,228698,193,201323
6.086,228698,186,201318
6.091,228682,193,201326
6.096,228672,193,201316
6.101,228666,191,201317
6.106,228678,188,201294
6.111,228632,185,201316
6.116,228645,185,201310
6.121,228649,194,201303
6.126,228651,191,201295
6.130,228651,188,201291
6.135,228633,193,201295
6.140,228614,191,201286
6.145,228626,189,201283
6.150,228623,186,201279
6.155,228588,186,201285
6.160,228586,194,201270
6.165,228579,192,201284
6.170,228610,190,201265
6.175,228575,189,201261
6.180,228553,188,201269
6.185,228576,192,201270
6.190,228563,190,201282
6.195,228556,189,201266
6.200,228573,188,201270
6.205,228564,185,201262
6.210,228556,192,201259
6.215,228550,191,201266
6.220,228561,190,201260
6.225,228559,187,201260
6.230,228551,186,201253
6.235,228550,184,201270
6.240,228563,195,201256
6.245,228542,191,201266
6.250,228541,189,201268
6.255,228548,187,201262
6.260,228556,189,201254
6.264,228543,184,201275
6.269,228556,192,201264
6.274,228563,190,201267
6.279,228566,191,201267
6.284,228541,194,201256
6.289,228567,192,201267
6.294,228558,191,201272
6.299,228560,192,201282
6.304,228575,188,201265
6.309,228563,187,201266
6.314,228559,185,201268
6.319,228552,197,201275
6.324,228556,192,201283
6.329,228564,185,201266
6.334,228554,183,201278
6.339,228566,196,201271
6.344,228546,192,201268
6.349,228563,190,201252
6.354,228574,188,201265
6.359,228548,190,201280
6.364,228547,186,201262
6.369,228546,184,201279
6.374,228548,192,201270
6.379,228561,188,201262
6.384,228554,193,201271
6.389,228563,191,201279
6.393,228568,189,201281
6.398,228566,191,201288
6.403,228578,186,201289
6.408,228564,185,201283
6.413,228571,192,201256
6.418,228570,193,201274
6.423,228581,189,201262
6.428,228584,193,201285
6.433,228575,189,201283
6.438,228593,192,201291
6.443,228595,187,201291
6.448,228588,186,201294
6.453,228588,184,201301
6.458,228595,194,201299
6.463,228610,190,201299
6.468,228598,189,201298
6.473,228606,187,201316
6.478,228615,193,201316
6.483,228605,188,201303
6.488,228621,187,201319
6.493,228623,184,201311
6.498,228630,196,201323
6.503,228620,191,201317
6.508,228641,190,201340
6.513,228633,187,201336
6.518,228655,188,201302
6.523,228658,186,201368
6.527,228653,187,201336
6.532,228665,183,201331
6.537,228673,195,201335
6.542,228648,190,201347
