df_hash,22ZHK4.3SLRU5
111.384,0.981
111.414,0.982
111.444,0.981
111.474,0.977
111.504,0.979
111.534,0.986
111.564,0.980
111.594,0.979
111.624,0.983
111.654,0.980
111.684,0.978
111.714,0.980
111.744,0.979
111.774,0.983
111.804,0.984
111.834,0.979
111.864,0.980
111.894,0.979
111.924,0.979
111.954,0.981
111.984,0.981
112.014,0.979
112.044,0.979
112.074,0.979
112.104,0.983
112.134,0.981
112.164,0.981
112.194,0.985
112.224,0.980
112.254,0.983
112.284,0.980
112.314,0.980
112.344,0.976
112.374,0.979
112.404,0.978
112.434,0.981
112.464,0.982
112.494,0.982
112.524,0.980
112.554,0.983
112.584,0.983
112.614,0.976
112.644,0.982
112.674,0.978
112.704,0.980
112.734,0.980
112.764,0.978
112.794,0.982
112.824,0.979
112.854,0.979
112.884,0.979
112.914,0.981
112.944,0.978
112.974,0.979
113.004,0.979
113.034,0.982
113.064,0.987
113.094,0.979
113.124,0.979
113.154,0.980
113.184,0.978
113.214,0.977
113.244,0.980
113.274,0.980
113.304,0.979
113.334,0.981
113.364,0.979
113.394,0.980
113.424,0.977
113.454,0.981
113.484,0.981
113.514,0.977
113.544,0.979
113.574,0.977
113.604,0.982
113.634,0.982
113.664,0.981
113.694,0.980
113.724,0.982
113.754,0.978
113.784,0.977
113.814,0.984
113.844,0.986
113.874,0.978
113.904,0.978
113.934,0.980
113.964,0.978
113.994,0.978
114.024,0.984
114.054,0.976
114.084,0.981
114.114,0.978
114.144,0.978
114.174,0.979
114.204,0.979
114.234,0.979
114.264,0.981
114.294,0.977
114.324,0.981
114.354,0.983
114.384,0.980
114.414,0.981
114.444,0.981
114.474,0.983
114.504,0.981
114.534,0.975
114.564,0.981
114.594,0.980
114.624,0.978
114.654,0.980
114.684,0.985
114.714,0.981
114.744,0.977
114.774,0.979
114.804,0.976
114.834,0.982
114.864,0.983
114.894,0.978
114.924,0.979
114.954,0.982
114.984,0.979
115.014,0.985
115.044,0.978
115.074,0.978
115.104,0.979
115.134,0.982
115.164,0.981
115.194,0.978
115.224,0.982
115.254,0.979
115.284,0.975
115.314,0.981
115.344,0.980
115.374,0.979
115.404,0.983
115.434,0.979
115.464,0.980
115.494,0.981
115.524,0.977
115.554,0.980
115.584,0.983
115.614,0.977
115.644,0.978
115.674,0.979
115.704,0.981
115.734,0.974
115.764,0.981
115.794,0.978
115.824,0.984
115.854,0.976
115.884,0.985
115.914,0.980
115.944,0.976
115.974,0.983
116.004,0.985
116.034,0.979
116.064,0.980
116.094,0.983
116.124,0.979
116.154,0.979
116.184,0.982
116.214,0.979
116.244,0.982
116.274,0.983
116.304,0.975
116.334,0.983
116.364,0.981
116.394,0.982
116.424,0.978
116.454,0.983
116.484,0.980
116.514,0.982
116.544,0.977
116.574,0.978
116.604,0.982
116.634,0.981
116.664,0.981
116.694,0.981
116.724,0.979
116.754,0.982
116.784,0.978
116.814,0.982
116.844,0.984
116.874,0.979
116.904,0.981
116.934,0.982
116.964,0.978
116.994,0.979
117.024,0.980
117.054,0.980
117.084,0.980
117.114,0.981
117.144,0.980
117.174,0.976
117.204,0.981
117.234,0.984
117.264,0.982
117.294,0.979
117.324,0.981
117.354,0.981
117.384,0.981
117.414,0.979
117.444,0.978
117.474,0.980
117.504,0.977
117.534,0.980
117.564,0.979
117.594,0.979
117.624,0.982
117.654,0.977
117.684,0.980
117.714,0.981
117.744,0.980
117.774,0.980
117.804,0.984
117.834,0.978
117.864,0.980
117.894,0.980
117.924,0.979
117.954,0.979
117.984,0.982
118.014,0.983
118.044,0.978
118.074,0.977
118.104,0.980
118.134,0.982
118.164,0.981
118.194,0.980
118.224,0.981
118.254,0.980
118.284,0.983
118.314,0.978
118.344,0.981
118.374,0.983
118.404,0.983
118.434,0.979
118.464,0.982
118.494,0.980
118.524,0.977
118.554,0.983
118.584,0.983
118.614,0.980
118.644,0.984
118.674,0.981
118.704,0.980
118.734,0.978
118.764,0.979
118.794,0.982
118.824,0.978
118.854,0.979
118.884,0.979
118.914,0.980
118.944,0.979
118.974,0.982
119.004,0.982
119.034,0.979
119.064,0.976
119.094,0.978
119.124,0.988
119.154,0.978
119.184,0.978
119.214,0.981
119.244,0.982
119.274,0.979
119.304,0.978
119.334,0.979
119.364,0.979
119.394,0.984
119.424,0.977
119.454,0.981
119.484,0.979
119.514,0.980
119.544,0.980
119.574,0.982
119.604,0.978
119.634,0.981
119.664,0.980
119.694,0.982
119.724,0.982
119.754,0.981
119.784,0.978
119.814,0.985
119.844,0.979
119.874,0.977
119.904,0.985
119.934,0.979
119.964,0.977
119.994,0.982
120.024,0.981
120.054,0.980
120.084,0.978
120.114,0.984
120.144,0.981
120.174,0.981
120.204,0.978
120.234,0.979
120.264,0.979
120.294,0.982
120.324,0.983
120.354,0.981
120.384,0.979
120.414,0.980
120.444,0.978
120.474,0.983
120.504,0.980
120.534,0.981
120.564,0.980
120.594,0.982
120.624,0.979
120.654,0.980
120.684,0.987
120.714,0.980
120.744,0.983
120.774,0.978
120.804,0.978
120.834,0.976
120.864,0.979
120.894,0.985
120.924,0.973
120.954,0.981
120.984,0.981
121.014,0.979
121.044,0.979
121.074,0.978
121.104,0.983
121.134,0.983
121.164,0.979
121.194,0.978
121.224,0.979
121.254,0.981
121.284,0.979
121.314,0.981
121.344,0.980
121.374,0.984
121.404,0.981
121.434,0.979
121.464,0.987
121.494,0.980
121.524,0.977
121.554,0.979
121.584,0.983
121.614,0.978
121.644,0.980
121.674,0.977
121.704,0.982
121.734,0.982
121.764,0.984
121.794,0.980
121.824,0.979
121.854,0.984
121.884,0.981
121.914,0.978
121.944,0.976
121.974,0.980
122.004,0.981
122.034,0.980
122.064,0.983
122.094,0.982
122.124,0.978
122.154,0.979
122.184,0.983
122.214,0.983
122.244,0.979
122.274,0.979
122.304,0.979
122.334,0.980
122.364,0.982
122.394,0.982
122.424,0.978
122.454,0.981
122.484,0.981
122.514,0.976
122.544,0.977
122.574,0.980
122.604,0.983
122.634,0.979
122.664,0.981
122.694,0.979
122.724,0.984
122.754,0.980
122.784,0.984
122.814,0.980
122.844,0.977
122.874,0.982
122.904,0.980
122.934,0.978
122.964,0.987
122.994,0.981
123.024,0.979
123.054,0.980
123.084,0.980
123.114,0.978
123.144,0.979
123.174,0.983
123.204,0.980
123.234,0.982
123.264,0.980
123.294,0.981
123.324,0.981
123.354,0.977
123.384,0.979
123.414,0.981
123.444,0.979
123.474,0.980
123.504,0.981
123.534,0.982
123.564,0.981
123.594,0.981
123.624,0.980
123.654,0.980
123.684,0.979
123.714,0.979
123.744,0.988
123.774,0.978
123.804,0.978
123.834,0.983
123.864,0.979
123.894,0.979
123.924,0.982
123.954,0.984
123.984,0.979
124.014,0.980
124.044,0.980
124.074,0.980
124.104,0.980
124.134,0.979
124.164,0.978
124.194,0.982
124.224,0.982
124.254,0.979
124.284,0.981
124.314,0.984
124.344,0.980
124.374,0.979
124.404,0.978
124.434,0.979
124.464,0.979
124.494,0.981
124.524,0.983
124.554,0.981
124.584,0.979
124.614,0.981
124.644,0.979
124.674,0.980
124.704,0.981
124.734,0.978
124.764,0.978
124.794,0.982
124.824,0.983
124.854,0.979
124.884,0.979
124.914,0.981
124.944,0.981
124.974,0.983
125.004,0.980
125.034,0.982
125.064,0.984
125.094,0.980
125.124,0.978
125.154,0.981
125.184,0.986
125.214,0.981
125.244,0.979
125.274,0.988
125.304,0.982
125.334,0.977
125.364,0.981
125.394,0.982
125.424,0.979
125.454,0.982
125.484,0.981
125.514,0.978
125.544,0.986
125.574,0.978
125.604,0.979
125.634,0.980
125.664,0.982
125.694,0.984
125.724,0.979
125.754,0.980
125.784,0.985
125.814,0.982
125.844,0.982
125.874,0.979
125.904,0.982
125.934,0.981
125.964,0.979
125.994,0.980
126.024,0.984
126.054,0.979
126.084,0.982
126.114,0.980
126.144,0.979
126.174,0.979
126.204,0.983
126.234,0.984
126.264,0.983
126.294,0.979
126.324,0.980
126.354,0.977
126.384,0.979
126.414,0.980
126.444,0.982
126.474,0.981
126.504,0.979
126.534,0.984
126.564,0.983
126.594,0.982
126.624,0.984
126.654,0.979
126.684,0.984
126.714,0.982
126.744,0.988
126.774,0.983
126.804,0.977
126.834,0.979
126.864,0.979
126.894,0.979
126.924,0.979
126.954,0.983
126.984,0.983
127.014,0.982
127.044,0.981
127.074,0.980
127.104,0.981
127.134,0.981
127.164,0.982
127.194,0.982
127.224,0.978
127.254,0.977
127.284,0.982
127.314,0.985
127.344,0.981
127.374,0.981
127.404,0.979
127.434,0.980
127.464,0.979
127.494,0.981
127.524,0.983
127.554,0.983
127.584,0.976
127.614,0.982
127.644,0.978
127.674,0.979
127.704,0.985
127.734,0.985
127.764,0.981
127.794,0.982
127.824,0.979
127.854,0.982
127.884,0.978
127.914,0.978
127.944,0.980
127.974,0.981
128.004,0.980
128.034,0.980
128.064,0.984
128.094,0.981
128.124,0.984
128.154,0.981
128.184,0.981
128.214,0.979
128.244,0.979
128.274,0.980
128.304,0.987
128.334,0.981
128.364,0.979
128.394,0.985
128.424,0.979
128.454,0.981
128.484,0.980
128.514,0.980
128.544,0.979
128.574,0.982
128.604,0.980
128.634,0.979
128.664,0.978
128.694,0.980
128.724,0.978
128.754,0.981
128.784,0.981
128.814,0.983
128.844,0.982
128.874,0.982
128.904,0.982
128.934,0.984
128.964,0.981
128.994,0.979
129.024,0.983
129.054,0.983
129.084,0.976
129.114,0.981
129.144,0.981
129.174,0.980
129.204,0.983
129.234,0.981
129.264,0.981
129.294,0.983
129.324,0.982
129.354,0.983
129.384,0.981
129.414,0.983
129.444,0.982
129.474,0.980
129.504,0.980
129.534,0.982
129.564,0.982
129.594,0.981
129.624,0.980
129.654,0.985
129.684,0.981
129.714,0.979
129.744,0.983
129.774,0.985
129.804,0.982
129.834,0.980
129.864,0.983
129.894,0.981
129.924,0.977
129.954,0.983
129.984,0.986
130.014,0.983
130.044,0.983
130.074,0.980
130.104,0.978
130.134,0.984
130.164,0.981
130.194,0.982
130.224,0.984
130.254,0.982
130.284,0.980
130.314,0.982
130.344,0.983
130.374,0.981
130.404,0.980
130.434,0.983
130.464,0.981
130.494,0.982
130.524,0.982
130.554,0.979
130.584,0.975
130.614,0.986
130.644,0.982
130.674,0.981
130.704,0.979
130.734,0.986
130.764,0.980
130.794,0.984
130.824,0.983
130.854,0.984
130.884,0.977
130.914,0.981
130.944,0.981
130.974,0.981
131.004,0.979
131.034,0.979
131.064,0.984
131.094,0.984
131.124,0.980
131.154,0.981
131.184,0.983
131.214,0.980
131.244,0.979
131.274,0.983
131.304,0.981
131.334,0.975
131.364,0.980
131.394,0.981
131.424,0.979
131.454,0.979
131.484,0.982
131.514,0.979
131.544,0.983
131.574,0.985
131.604,0.983
131.634,0.979
131.664,0.978
131.694,0.978
131.724,0.982
131.754,0.980
131.784,0.980
131.814,0.982
131.844,0.983
131.874,0.981
131.904,0.982
131.934,0.978
131.964,0.980
131.994,0.977
132.024,0.979
132.054,0.988
132.084,0.984
132.114,0.983
132.144,0.982
132.174,0.979
132.204,0.981
132.234,0.979
132.264,0.982
132.294,0.979
132.324,0.981
132.354,0.979
132.384,0.981
132.414,0.979
132.444,0.981
132.474,0.984
132.504,0.979
132.534,0.979
132.564,0.982
132.594,0.982
132.624,0.980
132.654,0.980
132.684,0.984
132.714,0.978
132.744,0.979
132.774,0.982
132.804,0.985
132.834,0.977
132.864,0.979
132.894,0.980
132.924,0.978
132.954,0.979
132.984,0.983
133.014,0.979
133.044,0.987
133.074,0.983
133.104,0.981
133.134,0.979
133.164,0.981
133.194,0.979
133.224,0.982
133.254,0.983
133.284,0.979
133.314,0.979
133.344,0.982
133.374,0.981
133.404,0.982
133.434,0.979
133.464,0.982
133.494,0.981
133.524,0.983
133.554,0.979
133.584,0.977
133.614,0.980
133.644,0.979
133.674,0.979
133.704,0.983
133.734,0.977
133.764,0.982
133.794,0.983
133.824,0.978
133.854,0.982
133.884,0.982
133.914,0.981
133.944,0.980
133.974,0.980
134.004,0.981
134.034,0.981
134.064,0.982
134.094,0.979
134.124,0.981
134.154,0.977
134.184,0.983
134.214,0.983
134.244,0.982
134.274,0.984
134.304,0.979
134.334,0.979
134.364,0.982
134.394,0.978
134.424,0.978
134.454,0.980
134.484,0.985
134.514,0.979
134.544,0.986
134.574,0.980
134.604,0.981
134.634,0.980
134.664,0.981
134.694,0.982
134.724,0.982
134.754,0.979
134.784,0.982
134.814,0.982
134.844,0.981
134.874,0.983
134.904,0.982
134.934,0.983
134.964,0.984
134.994,0.982
135.024,0.985
135.054,0.988
135.084,0.979
135.114,0.981
135.144,0.980
135.174,0.983
135.204,0.982
135.234,0.987
135.264,0.980
135.294,0.983
135.324,0.980
135.354,0.982
135.384,0.979
135.414,0.982
135.444,0.982
135.474,0.980
135.504,0.979
135.534,0.978
135.564,0.981
135.594,0.982
135.624,0.980
135.654,0.980
135.684,0.980
135.714,0.984
135.744,0.981
135.774,0.986
135.804,0.981
135.834,0.979
135.864,0.982
135.894,0.982
135.924,0.980
135.954,0.980
135.984,0.980
136.014,0.980
136.044,0.981
136.074,0.980
136.104,0.979
136.134,0.978
136.164,0.979
136.194,0.981
136.224,0.979
136.254,0.978
136.284,0.984
136.314,0.984
136.344,0.982
136.374,0.981
136.404,0.983
136.434,0.979
136.464,0.982
136.494,0.981
136.524,0.982
136.554,0.977
136.584,0.981
136.614,0.982
136.644,0.979
136.674,0.981
136.704,0.985
136.734,0.979
136.764,0.981
136.794,0.984
136.824,0.979
136.854,0.981
136.884,0.982
136.914,0.985
136.944,0.982
136.974,0.980
137.004,0.980
137.034,0.982
137.064,0.982
137.094,0.981
137.124,0.983
137.154,0.982
137.184,0.980
137.214,0.981
137.244,0.988
137.274,0.979
137.304,0.979
137.334,0.981
137.364,0.979
137.394,0.979
137.424,0.984
137.454,0.981
137.484,0.985
137.514,0.983
137.544,0.979
137.574,0.979
137.604,0.982
137.634,0.982
137.664,0.982
137.694,0.982
137.724,0.980
137.754,0.983
137.784,0.980
137.814,0.982
137.844,0.983
137.874,0.984
137.904,0.984
137.934,0.976
137.964,0.986
137.994,0.981
138.024,0.979
138.054,0.984
138.084,0.980
138.114,0.980
138.144,0.980
138.174,0.985
138.204,0.981
138.234,0.984
138.264,0.983
138.294,0.981
138.324,0.980
138.354,0.982
138.384,0.981
138.414,0.982
138.444,0.981
138.474,0.981
138.504,0.983
138.534,0.981
138.564,0.980
138.594,0.979
138.624,0.980
138.654,0.981
138.684,0.980
138.714,0.989
138.744,0.981
138.774,0.981
138.804,0.984
138.834,0.981
138.864,0.979
138.894,0.981
138.924,0.979
138.954,0.986
138.984,0.985
139.014,0.979
139.044,0.979
139.074,0.979
139.104,0.979
139.134,0.984
139.164,0.983
139.194,0.980
139.224,0.982
139.254,0.984
139.284,0.981
139.314,0.982
139.344,0.984
139.374,0.984
139.404,0.980
139.434,0.984
139.464,0.982
139.494,0.979
139.524,0.982
139.554,0.980
139.584,0.982
139.614,0.982
139.644,0.979
139.674,0.984
139.704,0.983
139.734,0.980
139.764,0.981
139.794,0.980
139.824,0.977
139.854,0.982
139.884,0.981
139.914,0.981
139.944,0.982
139.974,0.982
140.004,0.985
140.034,0.984
140.064,0.981
140.094,0.979
140.124,0.989
140.154,0.982
140.184,0.978
140.214,0.982
140.244,0.981
140.274,0.980
140.304,0.982
140.334,0.978
140.364,0.985
140.394,0.982
140.424,0.979
140.454,0.979
140.484,0.980
140.514,0.982
140.544,0.982
140.574,0.981
140.604,0.984
140.634,0.983
140.664,0.982
140.694,0.981
140.724,0.979
140.754,0.981
140.784,0.982
140.814,0.986
140.844,0.979
140.874,0.981
140.904,0.982
140.934,0.980
140.964,0.981
140.994,0.982
141.024,0.980
141.054,0.981
141.084,0.981
141.114,0.979
141.144,0.982
141.174,0.979
141.204,0.983
141.234,0.982
141.264,0.981
141.294,0.981
141.324,0.981
141.354,0.984
141.384,0.982
141.414,0.982
141.444,0.980
141.474,0.982
141.504,0.984
141.534,0.980
141.564,0.982
141.594,0.983
141.624,0.982
141.654,0.979
141.684,0.982
141.714,0.985
141.744,0.981
141.774,0.981
141.804,0.980
141.834,0.980
141.864,0.980
141.894,0.983
141.924,0.979
141.954,0.984
141.984,0.978
142.014,0.983
142.044,0.980
142.074,0.982
142.104,0.983
142.134,0.980
142.164,0.979
142.194,0.985
142.224,0.982
142.254,0.980
142.284,0.982
142.314,0.984
142.344,0.980
142.374,0.979
142.404,0.982
142.434,0.981
142.464,0.984
142.494,0.981
142.524,0.980
142.554,0.979
142.584,0.982
142.614,0.983
142.644,0.979
142.674,0.981
142.704,0.981
142.734,0.986
142.764,0.983
142.794,0.980
142.824,0.981
142.854,0.981
142.884,0.981
142.914,0.983
142.944,0.982
142.974,0.981
143.004,0.981
143.034,0.982
143.064,0.982
143.094,0.977
143.124,0.985
143.154,0.982
143.184,0.987
143.214,0.982
143.244,0.982
143.274,0.979
143.304,0.983
143.334,0.982
143.364,0.980
143.394,0.979
143.424,0.981
143.454,0.985
143.484,0.983
143.514,0.980
143.544,0.980
143.574,0.981
143.604,0.977
143.634,0.979
143.664,0.988
143.694,0.981
143.724,0.979
143.754,0.983
143.784,0.980
143.814,0.979
143.844,0.984
143.874,0.986
143.904,0.987
143.934,0.985
143.964,0.981
143.994,0.980
144.024,0.981
144.054,0.982
144.084,0.980
144.114,0.978
144.144,0.981
144.174,0.982
144.204,0.984
144.234,0.981
144.264,0.980
144.294,0.982
144.324,0.987
144.354,0.981
144.384,0.982
144.414,0.984
144.444,0.981
144.474,0.979
144.504,0.978
144.534,0.981
144.564,0.981
144.594,0.984
144.624,0.982
144.654,0.981
144.684,0.979
144.714,0.982
144.744,0.980
144.774,0.981
144.804,0.982
144.834,0.980
144.864,0.982
144.894,0.983
144.924,0.978
144.954,0.983
144.984,0.979
145.014,0.980
145.044,0.983
145.074,0.979
145.104,0.980
145.134,0.983
145.164,0.979
145.194,0.981
145.224,0.983
145.254,0.984
145.284,0.991
145.314,0.982
145.344,0.976
145.374,0.982
145.404,0.988
145.434,0.995
145.464,0.983
145.494,0.979
145.524,0.985
145.554,1.002
145.584,0.987
145.614,0.985
145.644,0.980
145.674,0.977
145.704,0.972
145.734,0.973
145.764,0.978
145.794,0.991
145.824,1.003
145.854,0.984
145.884,0.959
145.914,0.938
145.944,0.950
145.974,0.946
146.004,0.965
146.034,0.979
146.064,1.000
146.094,1.025
146.124,1.000
146.154,0.988
146.184,0.968
146.214,0.957
146.244,0.970
146.274,0.996
146.304,0.969
146.334,0.962
146.364,1.027
146.394,0.987
146.424,0.971
146.454,0.986
146.484,1.005
146.514,1.004
146.544,1.013
146.574,1.013
146.604,1.005
146.634,0.987
146.664,0.981
146.694,0.952
146.724,0.961
146.754,0.973
146.784,0.969
146.814,0.956
146.844,0.966
146.874,0.992
146.904,0.983
146.934,1.008
146.964,1.018
146.994,0.999
147.024,0.991
147.054,0.989
147.084,0.992
147.114,0.998
147.144,1.013
147.174,1.015
147.204,0.996
147.234,0.996
147.264,0.988
147.294,0.976
147.324,0.969
147.354,0.974
147.384,0.972
147.414,0.981
147.444,0.987
147.474,0.997
147.504,1.003
147.534,0.973
147.564,0.976
147.594,0.998
147.624,1.007
147.654,1.002
147.684,1.015
147.714,1.017
147.744,1.012
147.774,1.003
147.804,0.994
147.834,0.993
147.864,0.989
147.894,0.984
147.924,0.992
147.954,0.997
147.984,1.001
148.014,0.993
148.044,0.994
148.074,0.986
148.104,0.991
148.134,0.990
148.164,0.989
148.194,0.995
148.224,0.997
148.254,0.999
148.284,0.992
148.314,0.995
148.344,0.995
148.374,0.988
148.404,0.988
148.434,0.985
148.464,0.989
148.494,0.995
148.524,0.991
148.554,0.997
148.584,0.999
148.614,1.002
148.644,0.990
148.674,0.988
148.704,0.969
148.734,0.971
148.764,0.984
148.794,0.993
148.824,0.999
148.854,1.000
148.884,0.998
148.914,1.002
148.944,1.012
148.974,1.008
149.004,1.005
149.034,0.995
149.064,0.991
149.094,0.997
149.124,0.996
149.154,0.991
149.184,0.992
149.214,0.994
149.244,0.995
149.274,0.992
149.304,0.993
149.334,0.994
149.364,0.993
149.394,0.997
149.424,0.991
149.454,0.992
149.484,0.990
149.514,0.989
149.544,0.996
149.574,0.997
149.604,0.995
149.634,0.995
149.664,0.995
149.694,1.001
149.724,0.995
149.754,0.993
149.784,0.996
149.814,0.991
149.844,0.992
149.874,0.994
149.904,0.998
149.934,1.000
149.964,0.994
149.994,0.995
150.024,0.997
150.054,0.999
150.084,0.995
150.114,0.993
150.144,0.997
150.174,0.995
150.204,0.991
150.234,0.995
150.264,0.989
150.294,0.992
150.324,0.999
150.354,0.994
150.384,0.997
150.414,0.998
150.444,0.995
150.474,0.994
150.504,0.996
150.534,0.994
150.564,0.994
150.594,0.994
150.624,0.998
150.654,0.992
150.684,0.995
150.714,0.990
150.744,1.002
150.774,1.000
150.804,0.996
150.834,0.997
150.864,0.996
150.894,0.992
150.924,0.994
150.954,0.992
150.984,0.999
151.014,0.994
151.044,0.994
151.074,0.993
151.104,0.998
151.134,0.992
151.164,0.995
151.194,0.994
151.224,0.992
151.254,0.995
151.284,1.003
151.314,0.996
151.344,0.995
151.374,0.998
151.404,1.001
151.434,0.993
151.464,0.996
151.494,0.998
151.524,0.996
151.554,0.995
151.584,0.994
151.614,1.000
151.644,0.997
151.674,0.999
151.704,0.996
151.734,0.998
151.764,0.993
151.794,0.997
151.824,0.991
151.854,0.995
151.884,0.994
151.914,0.995
151.944,1.001
151.974,0.995
152.004,1.000
152.034,1.000
152.064,0.992
152.094,0.996
152.124,0.996
152.154,0.991
152.184,0.995
152.214,0.998
152.244,0.994
152.274,1.000
152.304,0.996
152.334,1.000
152.364,0.997
152.394,0.989
152.424,0.993
152.454,0.995
152.484,0.996
152.514,0.998
152.544,1.004
152.574,1.009
152.604,1.007
152.634,1.001
152.664,1.001
152.694,1.001
152.724,0.997
152.754,0.999
152.784,0.993
152.814,0.995
152.844,1.000
152.874,0.997
152.904,0.993
152.934,0.997
152.964,0.999
152.994,0.997
153.024,0.996
153.054,0.992
153.084,0.989
153.114,0.990
153.144,1.003
153.174,0.977
153.204,0.969
153.234,0.980
153.264,0.988
153.294,0.995
153.324,0.980
153.354,0.976
153.384,0.982
153.414,0.987
153.444,0.969
153.474,0.968
153.504,0.981
153.534,0.990
153.564,1.000
153.594,0.991
153.624,0.982
153.654,0.986
153.684,0.986
153.714,0.987
153.744,0.986
153.774,0.985
153.804,0.987
153.834,0.993
153.864,0.990
153.894,0.991
153.924,0.987
153.954,0.987
153.984,0.985
154.014,0.984
154.044,0.981
154.074,0.989
154.104,0.989
154.134,0.987
154.164,0.992
154.194,0.989
154.224,0.988
154.254,0.980
154.284,0.988
154.314,0.991
154.344,0.989
154.374,0.987
154.404,0.984
154.434,0.992
154.464,0.989
154.494,0.988
154.524,0.984
154.554,0.983
154.584,0.988
154.614,0.987
154.644,0.985
154.674,0.981
154.704,0.986
154.734,0.992
154.764,0.988
154.794,0.983
154.824,0.988
154.854,0.986
154.884,0.989
154.914,0.980
154.944,0.995
154.974,0.990
155.004,0.987
155.034,0.989
155.064,0.987
155.094,0.984
155.124,0.986
155.154,0.992
155.184,0.990
155.214,0.990
155.244,0.986
155.274,0.986
155.304,0.989
155.334,0.988
155.364,0.988
155.394,0.996
155.424,0.990
155.454,0.984
155.484,0.984
155.514,0.985
155.544,0.989
155.574,0.981
155.604,0.985
155.634,0.989
155.664,0.990
155.694,0.988
155.724,0.986
155.754,0.983
155.784,0.989
155.814,0.989
155.844,0.987
155.874,0.985
155.904,0.992
155.934,0.987
155.964,0.986
155.994,0.986
156.024,0.986
156.054,0.992
156.084,0.994
156.114,0.986
156.144,0.988
156.174,0.987
156.204,0.986
156.234,0.991
156.264,0.985
156.294,0.987
156.324,0.988
156.354,0.989
156.384,0.987
156.414,0.988
156.444,0.986
156.474,0.986
156.504,0.990
156.534,0.984
156.564,0.982
156.594,0.986
156.624,0.989
156.654,0.991
156.684,0.988
156.714,0.985
156.744,0.992
156.774,0.991
156.804,0.986
156.834,0.989
156.864,0.984
156.894,0.984
156.924,0.987
156.954,0.989
156.984,0.985
157.014,0.988
157.044,0.989
157.074,0.989
157.104,0.988
157.134,0.985
157.164,0.987
157.194,0.986
157.224,0.987
157.254,0.987
157.284,0.992
157.314,0.988
157.344,0.986
157.374,0.989
157.404,0.988
157.434,0.990
157.464,0.991
157.494,0.983
157.524,0.985
157.554,0.987
157.584,0.983
157.614,0.986
157.644,0.988
157.674,0.985
157.704,0.994
157.734,0.991
157.764,0.991
157.794,0.991
157.824,0.983
157.854,0.989
157.884,0.990
157.914,0.984
157.944,0.987
157.974,0.986
158.004,0.990
158.034,0.988
158.064,0.987
158.094,0.987
158.124,0.985
158.154,0.987
158.184,0.995
158.214,0.987
158.244,0.988
158.274,0.991
158.304,0.986
158.334,0.987
158.364,0.992
158.394,0.987
158.424,0.991
158.454,0.988
158.484,0.989
158.514,0.982
158.544,0.983
158.574,0.991
158.604,0.986
158.634,0.987
158.664,0.988
158.694,0.986
158.724,0.987
158.754,0.987
158.784,0.985
158.814,0.986
158.844,0.987
158.874,0.995
158.904,0.986
158.934,0.981
158.964,0.983
158.994,0.985
159.024,0.988
159.054,0.990
159.084,0.986
159.114,0.989
159.144,0.988
159.174,0.989
159.204,0.988
159.234,0.986
159.264,0.986
159.294,0.989
159.324,0.988
159.354,0.987
159.384,0.987
159.414,0.988
159.444,0.986
159.474,0.987
159.504,0.983
159.534,0.984
159.564,0.995
159.594,0.988
159.624,0.983
159.654,0.986
159.684,0.982
159.714,0.986
159.744,0.991
159.774,0.988
159.804,0.991
159.834,0.990
159.864,0.987
159.894,0.988
159.924,0.987
159.954,0.988
159.984,0.989
160.014,0.987
160.044,0.989
160.074,0.987
160.104,0.988
160.134,0.989
160.164,0.988
160.194,0.989
160.224,0.990
160.254,0.988
160.284,0.994
160.314,0.988
160.344,0.986
160.374,0.988
160.404,0.986
160.434,0.989
160.464,0.988
160.494,0.989
160.524,0.983
160.554,0.988
160.584,0.990
160.614,0.988
160.644,0.986
160.674,0.992
160.704,0.990
160.734,0.986
160.764,0.987
160.794,0.988
160.824,0.987
160.854,0.989
160.884,0.988
160.914,0.991
160.944,0.989
160.974,0.987
161.004,0.986
161.034,0.989
161.064,0.991
161.094,0.987
161.124,0.988
161.154,0.989
161.184,0.989
161.214,0.988
161.244,0.988
161.274,0.988
161.304,0.990
161.334,0.986
161.364,0.987
161.394,0.988
161.424,0.988
161.454,0.989
161.484,0.991
161.514,0.988
161.544,0.986
161.574,0.989
161.604,0.991
161.634,0.988
161.664,0.989
161.694,0.986
161.724,0.986
161.754,0.987
161.784,0.988
161.814,0.989
161.844,0.995
161.874,0.986
161.904,0.987
161.934,0.991
161.964,0.983
161.994,0.987
162.024,0.989
162.054,0.988
162.084,0.994
162.114,0.991
162.144,0.990
162.174,0.986
162.204,0.988
162.234,0.988
162.264,0.987
162.294,0.986
162.324,0.987
162.354,0.987
162.384,0.989
162.414,0.988
162.444,0.992
162.474,0.989
162.504,0.989
162.534,0.989
162.564,0.990
162.594,0.982
162.624,0.992
162.654,0.993
162.684,0.989
162.714,0.988
162.744,0.987
162.774,0.987
162.804,0.987
162.834,0.987
162.864,0.988
162.894,0.987
162.924,0.990
162.954,0.991
162.984,0.988
163.014,0.989
163.044,0.992
163.074,0.991
163.104,0.990
163.134,0.990
163.164,0.990
163.194,0.988
163.224,0.991
163.254,0.989
163.284,0.988
163.314,0.992
163.344,0.985
163.374,0.990
163.404,0.994
163.434,0.986
163.464,0.986
163.494,0.988
163.524,0.986
163.554,0.987
163.584,0.992
163.614,0.989
163.644,0.993
163.674,0.990
163.704,0.988
163.734,0.988
163.764,0.989
