df_hash,22ZHK4.3SLRU5
15.454,327
15.479,346
15.504,352
15.529,342
15.554,323
15.579,308
15.604,306
15.629,315
15.654,327
15.679,335
15.704,338
15.729,332
15.754,318
15.779,294
15.804,264
15.829,234
15.854,209
15.879,188
15.904,168
15.929,142
15.954,109
15.979,73
16.004,48
16.029,50
16.054,84
16.079,138
16.104,194
16.129,236
16.154,265
16.179,290
16.204,318
16.229,340
16.254,348
16.279,338
16.304,323
16.329,316
16.354,319
16.379,321
16.404,311
16.429,292
16.454,273
16.479,265
16.504,261
16.529,251
16.554,230
16.579,204
16.604,183
16.629,166
16.654,145
16.679,115
16.704,84
16.729,71
16.754,89
16.779,132
16.804,181
16.829,219
16.854,246
16.879,268
16.904,295
16.929,320
16.954,334
16.979,334
17.004,328
17.029,329
17.054,338
17.079,351
17.104,357
17.129,355
17.154,350
17.179,347
17.204,343
17.229,332
17.254,315
17.279,298
17.304,289
17.329,282
17.354,265
17.379,227
17.404,177
17.429,134
17.454,120
17.479,143
17.504,191
17.529,245
17.554,292
17.579,321
17.604,334
17.629,331
17.654,320
17.679,311
17.704,315
17.729,336
17.754,368
17.779,400
17.804,415
17.829,408
17.854,380
17.879,344
17.904,312
17.929,287
17.954,265
17.979,236
18.004,198
18.029,158
18.054,119
18.079,82
18.104,43
18.129,3
18.154,-23
18.179,-21
18.204,12
18.229,65
18.254,118
18.279,159
18.304,192
18.329,227
18.354,263
18.379,292
18.404,305
18.429,305
18.454,304
18.479,314
18.504,335
18.529,358
18.554,374
18.579,380
18.604,376
18.629,367
18.654,357
18.679,345
18.704,331
18.729,315
18.754,297
18.779,280
18.804,267
18.829,252
18.854,229
18.879,198
18.904,172
18.929,169
18.954,198
18.979,256
19.004,323
19.029,383
19.054,425
19.079,453
19.104,472
19.129,486
19.154,497
19.179,505
19.204,510
19.229,506
19.254,489
19.279,456
19.304,412
19.329,367
19.354,330
19.379,302
19.404,275
19.429,236
19.454,179
19.479,105
19.504,25
19.529,-49
19.554,-116
19.579,-183
19.604,-257
19.629,-334
19.654,-394
19.679,-420
19.704,-406
19.729,-371
19.754,-337
19.779,-316
19.804,-302
19.829,-282
19.854,-251
19.879,-213
19.904,-173
19.929,-120
19.954,-37
19.979,83
20.004,227
20.029,364
20.054,477
20.079,568
20.104,655
20.129,749
20.154,841
20.179,913
20.204,952
20.229,957
20.254,935
20.279,894
20.304,839
20.329,775
20.354,712
20.379,651
20.404,596
20.429,551
20.454,529
20.479,539
20.504,575
20.529,612
20.554,629
20.579,626
20.604,613
20.629,594
20.654,556
20.679,491
20.704,413
20.729,346
20.754,297
20.779,241
20.804,143
20.829,5
20.854,-132
20.879,-228
20.904,-279
20.929,-310
20.954,-337
20.979,-337
21.004,-289
21.029,-213
21.054,-169
21.079,-203
21.104,-291
21.129,-357
21.154,-336
21.179,-221
21.204,-52
21.229,126
21.254,291
21.279,428
21.304,525
21.329,575
21.354,596
21.379,613
21.404,626
21.429,600
21.454,504
21.479,355
21.504,223
21.529,166
21.554,188
21.579,247
21.604,305
21.629,365
21.654,456
21.679,583
21.704,708
21.729,780
21.754,763
21.779,659
21.804,499
21.829,329
21.854,201
21.879,151
21.904,181
21.929,248
21.954,294
21.979,291
22.004,255
22.029,217
22.054,192
22.079,163
22.104,114
22.129,54
22.154,12
22.179,6
22.204,24
22.229,36
22.254,17
22.279,-26
22.304,-73
22.329,-101
22.354,-102
22.379,-87
22.404,-81
22.429,-113
22.454,-198
22.479,-321
22.504,-436
22.529,-493
22.554,-462
22.579,-355
22.604,-210
22.629,-71
22.654,33
22.679,98
22.704,132
22.729,147
22.754,159
22.779,181
22.804,222
22.829,287
22.854,373
22.879,465
22.904,546
22.929,598
22.954,621
22.979,634
23.004,668
23.029,740
23.054,839
23.079,930
23.104,983
23.129,992
23.154,979
23.179,973
23.204,981
23.229,992
23.254,1001
23.279,1026
23.304,1102
23.329,1238
23.354,1394
23.379,1486
23.404,1439
23.429,1240
23.454,943
23.479,631
23.504,363
23.529,156
23.554,0
23.579,-116
23.604,-200
23.629,-257
23.654,-298
23.679,-330
23.704,-355
23.729,-366
23.754,-362
23.779,-350
23.804,-342
23.829,-342
23.854,-353
23.879,-381
23.904,-430
23.929,-494
23.954,-541
23.979,-538
24.004,-473
24.029,-368
24.054,-264
24.079,-182
24.104,-115
24.129,-47
24.154,26
24.179,92
24.204,136
24.229,167
24.254,203
24.279,253
24.304,306
24.329,344
24.354,361
24.379,364
24.404,363
24.429,359
24.454,348
24.479,331
24.504,316
24.529,301
24.554,273
24.579,222
24.604,160
24.629,123
24.654,145
24.679,223
24.704,323
24.729,407
24.754,461
24.779,498
24.804,534
24.829,565
24.854,577
24.879,565
24.904,547
24.929,539
24.954,543
24.979,540
25.004,519
25.029,482
25.054,441
25.079,401
25.104,355
25.129,299
25.154,242
25.179,200
25.204,173
25.229,143
25.254,91
25.279,25
25.304,-24
25.329,-28
25.354,19
25.379,97
25.404,178
25.429,252
25.454,317
25.479,374
25.504,413
25.529,428
25.554,422
25.579,405
25.604,385
25.629,369
25.654,363
25.679,369
25.704,382
25.729,392
25.754,385
25.779,361
25.804,327
25.829,291
25.854,254
25.879,216
25.904,183
25.929,165
25.954,157
25.979,139
26.004,89
26.029,16
26.054,-39
26.079,-41
26.104,15
26.129,100
26.154,179
26.179,244
26.204,310
26.229,381
26.254,440
26.279,464
26.304,451
26.329,426
26.354,416
26.379,426
26.404,439
26.429,439
26.454,425
26.479,406
26.504,387
26.529,367
26.554,341
26.579,311
26.604,279
26.629,249
26.654,222
26.679,194
26.704,163
26.729,121
26.754,64
26.779,0
26.804,-45
26.829,-49
26.854,-4
26.879,69
26.904,143
26.929,202
26.954,250
26.979,297
27.004,340
27.029,368
27.054,373
27.079,364
27.104,356
27.129,360
27.154,370
27.179,374
27.204,365
27.229,347
27.254,328
27.279,313
27.304,299
27.329,279
27.354,253
27.379,223
27.404,193
27.429,166
27.454,135
27.479,90
27.504,31
27.529,-26
27.554,-62
27.579,-59
27.604,-21
27.629,31
27.654,83
27.679,131
27.704,187
27.729,260
27.754,343
27.779,418
27.804,473
27.829,508
27.854,535
27.879,562
27.904,587
27.929,608
27.954,627
27.979,649
28.004,674
28.029,688
28.054,679
28.079,648
28.104,610
28.129,580
28.154,553
28.179,510
28.204,437
28.229,343
28.254,256
28.279,202
28.304,184
28.329,184
28.354,185
28.379,178
28.404,159
28.429,129
28.454,83
28.479,23
28.504,-42
28.529,-107
28.554,-176
28.579,-256
28.604,-344
28.629,-423
28.654,-479
28.679,-509
28.704,-523
28.729,-526
28.754,-513
28.779,-480
28.804,-434
28.829,-395
28.854,-369
28.879,-344
28.904,-308
28.929,-268
28.954,-245
28.979,-235
29.004,-190
29.029,-56
29.054,178
29.079,453
29.104,682
29.129,821
29.154,894
29.179,957
29.204,1033
29.229,1102
29.254,1132
29.279,1126
29.304,1115
29.329,1124
29.354,1143
29.379,1147
29.404,1119
29.429,1060
29.454,980
29.479,878
29.504,750
29.529,606
29.554,470
29.579,360
29.604,271
29.629,182
29.654,80
29.679,-27
29.704,-117
29.729,-167
29.754,-165
29.779,-120
29.804,-50
29.829,20
29.854,71
29.879,101
29.904,120
29.929,139
29.954,162
29.979,181
30.004,193
30.029,207
30.054,234
30.079,274
30.104,309
30.129,328
30.154,333
30.179,340
30.204,352
30.229,353
30.254,323
30.279,265
30.304,204
30.329,164
30.354,145
30.379,131
30.404,118
30.429,127
30.454,182
30.479,280
30.504,385
30.529,463
30.554,505
30.579,533
30.604,562
30.629,586
30.654,580
30.679,534
30.704,462
30.729,384
30.754,308
30.779,225
30.804,131
30.829,33
30.854,-54
30.879,-129
30.904,-195
30.929,-256
30.954,-303
30.979,-331
31.004,-349
31.029,-375
31.054,-415
31.079,-445
31.104,-429
31.129,-350
31.154,-232
31.179,-114
31.204,-20
31.229,56
31.254,134
31.279,212
31.304,275
31.329,307
31.354,316
31.379,324
31.404,347
31.429,377
31.454,402
31.479,418
31.504,434
31.529,454
31.554,472
31.579,474
31.604,460
31.629,442
31.654,431
31.679,420
31.704,394
31.729,345
31.754,296
31.779,280
31.804,317
31.829,394
31.854,480
31.879,555
31.904,621
31.929,692
31.954,768
31.979,834
32.004,871
32.029,878
32.054,875
32.079,882
32.104,901
32.129,911
32.154,894
32.179,846
32.204,780
32.229,714
32.254,652
32.279,590
32.304,522
32.329,449
32.354,363
32.379,253
32.404,108
32.429,-64
32.454,-237
32.479,-373
32.504,-456
32.529,-496
32.554,-519
32.579,-536
32.604,-540
32.629,-514
32.654,-454
32.679,-381
32.704,-317
32.729,-271
32.754,-235
32.779,-195
32.804,-147
32.829,-98
32.854,-55
32.879,-17
32.904,22
32.929,66
32.954,105
32.979,129
33.004,132
33.029,124
33.054,118
33.079,121
33.104,127
33.129,122
33.154,103
33.179,83
33.204,89
33.229,138
33.254,225
33.279,327
33.304,419
33.329,493
33.354,557
33.379,617
33.404,665
33.429,689
33.454,688
33.479,674
33.504,667
33.529,668
33.554,663
33.579,639
33.604,601
33.629,564
33.654,539
33.679,518
33.704,489
33.729,450
33.754,410
33.779,375
33.804,340
33.829,292
33.854,234
33.879,186
33.904,176
33.929,208
33.954,260
33.979,306
34.004,333
34.029,348
34.054,358
34.079,360
34.104,347
34.129,319
34.154,291
34.179,280
34.204,285
34.229,293
34.254,289
34.279,270
34.304,246
34.329,225
34.354,204
34.379,181
34.404,153
34.429,124
34.454,95
34.479,62
34.504,20
34.529,-27
34.554,-65
34.579,-71
34.604,-36
34.629,29
34.654,104
34.679,173
34.704,230
34.729,280
34.754,325
34.779,359
34.804,375
34.829,376
34.854,374
34.879,377
34.904,384
34.929,385
34.954,372
34.979,351
35.004,332
35.029,318
35.054,300
35.079,271
35.104,232
35.129,196
35.154,168
35.179,141
35.204,101
35.229,51
35.254,13
35.279,13
35.304,54
35.329,118
35.354,177
35.379,222
35.404,261
35.429,306
35.454,355
35.479,394
35.504,415
35.529,421
35.554,420
35.579,418
35.604,412
35.629,399
35.654,381
35.679,363
35.704,345
35.729,323
35.754,296
35.779,267
35.804,240
35.829,215
35.854,189
35.879,160
35.904,130
35.929,97
35.954,59
35.979,20
36.004,-5
36.029,1
36.054,47
36.079,116
36.104,184
36.129,236
36.154,277
36.179,320
36.204,365
36.229,398
36.254,409
36.279,403
36.304,398
36.329,401
36.354,408
36.379,408
36.404,397
36.429,383
36.454,371
36.479,358
36.504,339
36.529,313
36.554,287
36.579,262
36.604,236
36.629,204
36.654,169
36.679,139
36.704,113
36.729,81
36.754,41
36.779,7
36.804,3
36.829,44
36.854,116
36.879,190
36.904,245
36.929,280
36.954,309
36.979,340
37.004,368
37.029,384
37.054,387
37.079,386
37.104,388
37.129,393
37.154,394
37.179,389
37.204,379
37.229,364
37.254,346
37.279,325
37.304,301
37.329,277
37.354,252
37.379,223
37.404,194
37.429,166
37.454,138
37.479,104
37.504,63
37.529,26
37.554,12
37.579,37
37.604,94
37.629,159
37.654,213
37.679,251
37.704,284
37.729,320
37.754,351
37.779,364
37.804,359
37.829,346
37.854,342
37.879,350
37.904,360
37.929,359
37.954,345
37.979,328
38.004,316
38.029,307
38.054,294
38.079,270
38.104,242
38.129,216
38.154,192
38.179,163
38.204,120
38.229,72
38.254,41
38.279,48
38.304,96
38.329,167
38.354,237
38.379,293
38.404,337
38.429,377
38.454,411
38.479,432
38.504,436
38.529,429
38.554,422
38.579,422
38.604,427
38.629,427
38.654,418
38.679,400
38.704,379
38.729,356
38.754,332
38.779,305
38.804,274
38.829,238
38.854,201
38.879,164
38.904,128
38.929,87
38.954,30
38.979,-37
39.004,-97
39.029,-121
39.054,-95
39.079,-30
39.104,48
39.129,121
39.154,186
39.179,255
39.204,325
39.229,384
39.254,417
39.279,424
39.304,424
39.329,432
39.354,447
39.379,456
39.404,452
39.429,439
39.454,427
39.479,417
39.504,401
39.529,372
39.554,334
39.579,296
39.604,262
39.629,228
39.654,188
39.679,141
39.704,93
39.729,41
39.754,-17
39.779,-78
39.804,-123
39.829,-128
39.854,-84
39.879,-8
39.904,72
39.929,142
39.954,202
39.979,265
40.004,331
40.029,388
40.054,422
40.079,435
40.104,442
40.129,454
40.154,472
40.179,484
40.204,485
40.229,474
40.254,457
40.279,436
40.304,410
40.329,378
40.354,345
40.379,314
40.404,281
40.429,242
40.454,196
40.479,147
40.504,102
40.529,56
40.554,4
40.579,-46
40.604,-75
40.629,-59
40.654,4
40.679,93
40.704,173
40.729,231
40.754,276
40.779,326
40.804,382
40.829,426
40.854,444
40.879,441
40.904,436
40.929,443
40.954,456
40.979,459
41.004,447
41.029,425
41.054,404
41.079,382
41.104,356
41.129,324
41.154,291
41.179,261
41.204,227
41.229,187
41.254,142
41.279,104
41.304,74
41.329,43
41.354,1
41.379,-41
41.404,-56
41.429,-21
41.454,55
41.479,141
41.504,204
41.529,243
41.554,276
41.579,314
41.604,351
41.629,372
41.654,374
41.679,375
41.704,386
41.729,404
41.754,414
41.779,408
41.804,393
41.829,379
41.854,371
41.879,359
41.904,339
41.929,314
41.954,290
41.979,267
42.004,242
42.029,214
42.054,187
42.079,160
42.104,128
42.129,86
42.154,46
42.179,31
42.204,56
42.229,114
42.254,178
42.279,227
42.304,259
42.329,286
42.354,314
42.379,337
42.404,346
42.429,342
42.454,334
42.479,332
42.504,337
42.529,344
42.554,347
42.579,345
42.604,338
42.629,325
42.654,307
42.679,284
42.704,261
42.729,238
42.754,213
42.779,187
42.804,160
42.829,131
42.854,98
42.879,64
42.904,45
42.929,57
42.954,102
42.979,163
43.004,218
43.029,258
43.054,288
43.079,319
43.104,349
43.129,366
43.154,367
43.179,362
43.204,364
43.229,375
43.254,383
43.279,378
43.304,359
43.329,338
43.354,324
43.379,312
43.404,298
43.429,278
43.454,255
43.479,233
43.504,210
43.529,184
43.554,155
43.579,127
43.604,95
43.629,61
43.654,31
43.679,23
43.704,51
43.729,109
43.754,175
43.779,227
43.804,262
43.829,290
43.854,322
43.879,353
43.904,374
43.929,379
43.954,376
43.979,372
44.004,372
44.029,372
44.054,369
44.079,363
44.104,353
44.129,338
44.154,320
44.179,301
44.204,285
44.229,268
44.254,246
44.279,217
44.304,190
44.329,169
44.354,152
44.379,128
44.404,97
44.429,73
44.454,79
44.479,121
44.504,181
44.529,234
44.554,271
44.579,300
44.604,332
44.629,366
44.654,391
44.679,397
44.704,391
44.729,385
44.754,384
44.779,383
44.804,376
44.829,361
44.854,346
44.879,332
44.904,318
44.929,298
44.954,273
44.979,247
45.004,222
45.029,198
45.054,175
45.079,151
45.104,124
45.129,90
45.154,53
45.179,26
45.204,28
45.229,63
45.254,120
45.279,177
45.304,220
45.329,251
45.354,281
45.379,313
45.404,341
45.429,356
45.454,358
45.479,355
45.504,355
45.529,359
45.554,364
45.579,362
45.604,354
45.629,340
45.654,325
45.679,310
45.704,296
45.729,281
45.754,261
45.779,236
45.804,209
45.829,186
45.854,163
45.879,135
45.904,96
45.929,57
45.954,40
45.979,58
46.004,109
46.029,173
46.054,227
46.079,264
46.104,288
46.129,310
46.154,331
46.179,344
46.204,347
46.229,344
46.254,342
46.279,346
46.304,352
46.329,353
46.354,347
46.379,335
46.404,323
46.429,310
46.454,296
46.479,277
46.504,256
46.529,237
46.554,225
46.579,214
46.604,191
46.629,153
46.654,114
46.679,98
46.704,123
46.729,183
46.754,254
46.779,315
46.804,361
46.829,400
46.854,438
46.879,474
46.904,497
46.929,502
46.954,497
46.979,489
47.004,482
47.029,470
47.054,448
47.079,409
47.104,355
47.129,292
47.154,230
47.179,181
47.204,148
47.229,119
47.254,76
47.279,11
47.304,-56
47.329,-100
47.354,-105
47.379,-79
47.404,-40
47.429,2
47.454,53
47.479,121
47.504,194
47.529,252
47.554,280
47.579,287
47.604,296
47.629,320
47.654,353
47.679,374
47.704,375
47.729,363
47.754,355
47.779,361
47.804,374
47.829,382
47.854,378
47.879,363
47.904,345
47.929,329
47.954,310
47.979,283
48.004,249
48.029,216
48.054,192
48.079,176
48.104,155
48.129,116
48.154,62
48.179,15
48.204,1
48.229,32
48.254,94
48.279,161
48.304,218
48.329,264
48.354,311
48.379,359
48.404,403
48.429,431
48.454,441
48.479,441
48.504,439
48.529,438
48.554,437
48.579,435
48.604,427
48.629,410
48.654,383
48.679,349
48.704,313
48.729,280
48.754,249
48.779,218
48.804,185
48.829,152
48.854,119
48.879,80
48.904,34
48.929,-6
48.954,-21
48.979,4
49.004,64
49.029,136
49.054,196
49.079,239
49.104,275
49.129,314
49.154,351
49.179,374
49.204,376
49.229,368
49.254,364
49.279,374
49.304,388
49.329,391
49.354,378
49.379,355
49.404,335
49.429,319
49.454,302
49.479,275
49.504,240
49.529,207
49.554,181
49.579,157
49.604,121
49.629,71
49.654,22
49.679,2
49.704,28
49.729,92
49.754,169
49.779,235
49.804,282
49.829,318
49.854,352
49.879,383
49.904,401
49.929,403
49.954,396
49.979,394
50.004,402
50.029,412
50.054,411
50.079,393
50.104,364
50.129,333
50.154,305
50.179,273
50.204,236
50.229,195
50.254,160
50.279,129
50.304,95
50.329,50
50.354,1
50.379,-30
50.404,-22
50.429,25
50.454,96
50.479,167
50.504,225
50.529,275
50.554,322
50.579,363
50.604,391
50.629,403
50.654,404
50.679,406
50.704,416
50.729,427
50.754,430
50.779,421
50.804,402
50.829,381
50.854,363
50.879,347
50.904,325
50.929,295
50.954,260
50.979,224
51.004,191
51.029,158
51.054,118
51.079,69
51.104,25
51.129,6
51.154,26
51.179,80
51.204,149
51.229,211
51.254,260
51.279,300
51.304,341
51.329,381
51.354,410
51.379,421
51.404,413
51.429,396
51.454,378
51.479,364
51.504,353
51.529,340
51.554,323
51.579,304
51.604,285
51.629,267
51.654,249
51.679,226
51.704,196
51.729,160
51.754,118
51.779,72
51.804,23
51.829,-18
51.854,-40
51.879,-30
51.904,14
51.929,78
51.954,143
51.979,200
52.004,248
52.029,295
52.054,337
52.079,367
52.104,381
52.129,383
52.154,385
52.179,392
52.204,402
52.229,407
52.254,400
52.279,387
52.304,371
52.329,357
52.354,342
52.379,321
52.404,295
52.429,266
52.454,238
52.479,213
52.504,188
52.529,157
52.554,121
52.579,88
52.604,75
52.629,93
52.654,138
52.679,193
52.704,237
52.729,264
52.754,280
52.779,298
52.804,319
52.829,335
52.854,338
52.879,334
52.904,333
52.929,341
52.954,352
52.979,354
53.004,345
53.029,331
53.054,317
53.079,305
53.104,290
53.129,268
53.154,246
53.179,231
53.204,220
53.229,203
53.254,172
53.279,133
53.304,108
53.329,114
53.354,150
53.379,199
53.404,241
53.429,271
53.454,294
53.479,317
53.504,338
53.529,349
53.554,344
53.579,330
53.604,320
53.629,323
53.654,334
53.679,339
53.704,332
53.729,314
53.754,296
53.779,282
53.804,268
53.829,247
53.854,218
53.879,187
53.904,159
53.929,133
53.954,103
53.979,67
54.004,35
54.029,24
54.054,46
54.079,98
54.104,166
54.129,230
54.154,283
54.179,324
54.204,359
54.229,386
54.254,401
54.279,404
54.304,399
54.329,396
54.354,399
54.379,406
54.404,408
54.429,400
54.454,386
54.479,370
54.504,352
54.529,327
54.554,291
54.579,247
54.604,206
54.629,173
54.654,141
54.679,100
54.704,47
54.729,0
54.754,-17
54.779,3
54.804,53
54.829,110
54.854,161
54.879,208
54.904,259
54.929,313
54.954,358
54.979,382
55.004,387
55.029,384
55.054,385
55.079,392
55.104,397
55.129,396
55.154,387
55.179,373
55.204,355
55.229,334
55.254,308
55.279,279
55.304,252
55.329,225
55.354,197
55.379,162
55.404,120
55.429,73
55.454,30
55.479,7
55.504,14
55.529,53
55.554,113
55.579,176
55.604,228
55.629,268
55.654,304
55.679,339
55.704,369
55.729,386
55.754,387
55.779,380
55.804,378
55.829,384
55.854,392
55.879,392
55.904,381
55.929,365
55.954,348
55.979,329
56.004,301
56.029,266
56.054,230
56.079,201
56.104,175
56.129,142
56.154,96
56.179,50
56.204,31
56.229,53
56.254,112
56.279,182
56.304,240
56.329,282
56.354,317
56.379,353
56.404,384
56.429,400
56.454,396
56.479,384
56.504,376
56.529,379
56.554,385
56.579,384
56.604,373
56.629,356
56.654,337
56.679,315
56.704,284
56.729,247
56.754,211
56.779,180
56.804,148
56.829,103
56.854,46
56.879,-3
56.904,-17
56.929,14
56.954,81
56.979,156
57.004,219
57.029,270
57.054,319
57.079,366
57.104,403
57.129,421
57.154,423
57.179,419
57.204,417
57.229,418
57.254,416
57.279,408
57.304,393
57.329,373
57.354,346
57.379,313
57.404,278
57.429,245
57.454,214
57.479,181
57.504,144
57.529,105
57.554,66
57.579,19
57.604,-39
57.629,-101
57.654,-141
57.679,-135
57.704,-77
57.729,8
57.754,93
57.779,162
57.804,224
57.829,289
57.854,353
57.879,403
57.904,431
57.929,445
57.954,456
57.979,470
58.004,481
58.029,482
58.054,474
58.079,463
58.104,450
58.129,433
58.154,409
58.179,378
58.204,343
58.229,303
58.254,259
58.279,211
58.304,165
58.329,121
58.354,72
58.379,15
58.404,-34
58.429,-54
58.454,-25
58.479,44
58.504,128
58.529,200
58.554,255
58.579,304
58.604,354
58.629,400
58.654,426
58.679,427
58.704,416
58.729,408
58.754,412
58.779,421
58.804,424
58.829,414
58.854,394
58.879,370
58.904,345
58.929,320
58.954,291
58.979,259
59.004,222
59.029,186
59.054,152
59.079,118
59.104,77
59.129,32
59.154,-4
59.179,-13
59.204,17
59.229,81
59.254,155
59.279,219
59.304,266
59.329,304
59.354,340
59.379,371
59.404,387
59.429,384
59.454,374
59.479,372
59.504,384
59.529,397
59.554,395
59.579,373
59.604,344
59.629,324
59.654,316
59.679,306
59.704,280
59.729,239
59.754,200
59.779,172
59.804,145
59.829,104
59.854,45
59.879,-6
59.904,-17
59.929,22
59.954,94
59.979,164
60.004,216
60.029,253
60.054,289
60.079,324
60.104,349
60.129,355
60.154,349
60.179,347
60.204,355
60.229,367
60.254,374
60.279,370
60.304,358
60.329,341
60.354,324
60.379,307
60.404,290
60.429,271
60.454,247
60.479,218
60.504,189
60.529,163
60.554,137
60.579,106
60.604,69
60.629,43
60.654,49
60.679,94
60.704,164
60.729,231
60.754,278
60.779,310
60.804,340
60.829,371
60.854,394
60.879,401
60.904,396
60.929,388
60.954,385
60.979,384
61.004,378
61.029,366
61.054,351
61.079,336
61.104,319
61.129,301
61.154,283
61.179,264
61.204,244
61.229,219
61.254,189
61.279,157
61.304,126
61.329,95
61.354,64
61.379,42
61.404,45
61.429,80
61.454,139
61.479,198
61.504,242
61.529,273
61.554,301
61.579,330
61.604,352
61.629,360
61.654,355
61.679,350
