df_hash,22ZHK4.3SLRU5
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.ZGH0
person_label,v105
date_time_start,2026-03-02_13-21-59.790000_+03
date_time_start_unix,1772443319.79
date_time_end,2026-03-02_13-29-41.789000_+03
length_difference_noticed,no

time,ppg_med
6.004,647
6.029,743
6.054,897
6.079,979
6.104,947
6.129,913
6.154,1002
6.179,1165
6.204,1227
6.229,1127
6.254,1021
6.279,1076
6.304,1227
6.329,1236
6.354,1022
6.379,795
6.404,782
6.429,894
6.454,813
6.479,431
6.504,32
6.529,-81
6.554,-30
6.579,-232
6.604,-826
6.629,-1438
6.654,-1670
6.679,-1679
6.704,-2010
6.729,-2837
6.754,-3675
6.779,-4008
6.804,-4040
6.829,-4466
6.854,-5509
6.879,-6542
6.904,-6910
6.929,-6872
6.954,-7309
6.979,-8498
7.004,-9645
7.029,-9925
7.054,-9664
7.079,-9968
7.104,-11184
7.129,-12314
7.154,-12327
7.179,-11631
7.204,-11610
7.229,-12695
7.254,-13642
7.279,-13166
7.304,-11779
7.329,-11207
7.354,-11992
7.379,-12585
7.404,-11381
7.429,-9024
7.454,-7673
7.479,-8016
7.504,-8116
7.529,-5958
7.554,-2349
7.579,-22
7.604,143
7.629,588
7.654,3886
7.679,9018
7.704,12466
7.729,13061
7.754,13955
7.779,18530
7.804,25480
7.829,30126
7.854,30829
7.879,31818
7.904,32767
7.929,32767
7.954,32767
7.979,32767
8.004,32767
8.029,32767
8.054,32767
8.079,32767
8.104,32767
8.129,32767
8.154,32767
8.179,32767
8.204,32767
8.229,32767
8.254,17268
8.279,-32768
8.304,-32768
8.329,-32768
8.354,-32768
8.379,-32768
8.404,-32768
8.429,-32768
8.454,-32768
8.479,-32768
8.504,-32768
8.529,-32768
8.554,-32768
8.579,-32768
8.604,-32768
8.629,-32768
8.654,-30631
8.679,-30496
8.704,-27561
8.729,-20966
8.754,-14954
8.779,-12776
8.804,-12588
8.829,-10414
8.854,-5560
8.879,-1177
8.904,259
8.929,128
8.954,1484
8.979,4881
9.004,7882
9.029,8549
9.054,7963
9.079,8534
9.104,10712
9.129,12572
9.154,12576
9.179,11584
9.204,11523
9.229,12755
9.254,13743
9.279,13255
9.304,11994
9.329,11522
9.354,12143
9.379,12619
9.404,11939
9.429,10640
9.454,9960
9.479,10146
9.504,10220
9.529,9389
9.554,8090
9.579,7313
9.604,7254
9.629,7137
9.654,6335
9.679,5193
9.704,4486
9.729,4361
9.754,4202
9.779,3520
9.804,2591
9.829,2024
9.854,1927
9.879,1813
9.904,1303
9.929,614
9.954,218
9.979,190
10.004,148
10.029,-196
10.054,-661
10.079,-868
10.104,-753
10.129,-617
10.154,-707
10.179,-916
10.204,-972
10.229,-821
10.254,-672
10.279,-699
10.304,-816
10.329,-827
10.354,-690
10.379,-555
10.404,-546
10.429,-598
10.454,-572
10.479,-444
10.504,-330
10.529,-317
10.554,-355
10.579,-333
10.604,-228
10.629,-133
10.654,-119
10.679,-148
10.704,-132
10.729,-52
10.754,16
10.779,14
10.804,-17
10.829,-9
10.854,19
10.879,82
10.904,154
10.929,213
10.954,257
10.979,296
11.004,335
11.029,370
11.054,391
11.079,396
11.104,395
11.129,397
11.154,402
11.179,403
11.204,396
11.229,383
11.254,368
11.279,353
11.304,337
11.329,317
11.354,294
11.379,267
11.404,235
11.429,202
11.454,170
11.479,139
11.504,104
11.529,63
11.554,24
11.579,7
11.604,27
11.629,82
11.654,150
11.679,211
11.704,256
11.729,292
11.754,326
11.779,357
11.804,376
11.829,378
11.854,371
11.879,365
11.904,366
11.929,370
11.954,370
11.979,361
12.004,345
12.029,328
12.054,311
12.079,294
12.104,273
12.129,248
12.154,221
12.179,193
12.204,165
12.229,131
12.254,90
12.279,44
12.304,5
12.329,-7
12.354,14
12.379,65
12.404,130
12.429,190
12.454,240
12.479,282
12.504,320
12.529,352
12.554,372
12.579,379
12.604,374
12.629,368
12.654,367
12.679,371
12.704,373
12.729,368
12.754,355
12.779,339
12.804,322
12.829,304
12.854,282
12.879,256
12.904,227
12.929,201
12.954,176
12.979,145
13.004,104
13.029,64
13.054,43
13.079,58
13.104,109
13.129,175
13.154,235
13.179,280
13.204,312
13.229,340
13.254,362
13.279,375
13.304,374
13.329,367
13.354,363
13.379,364
13.404,366
13.429,362
13.454,349
13.479,331
13.504,314
13.529,298
13.554,280
13.579,256
13.604,228
13.629,200
13.654,176
13.679,153
13.704,122
13.729,81
13.754,38
13.779,12
13.804,21
13.829,65
13.854,130
13.879,193
13.904,243
13.929,281
13.954,314
13.979,342
14.004,362
14.029,370
14.054,367
14.079,362
14.104,360
14.129,361
14.154,360
14.179,352
14.204,338
14.229,321
14.254,303
14.279,283
14.304,260
14.329,234
14.354,208
14.379,184
14.404,162
14.429,137
14.454,103
14.479,61
14.504,25
14.529,14
14.554,38
14.579,91
14.604,152
14.629,206
14.654,247
14.679,284
14.704,320
14.729,351
14.754,369
14.779,374
14.804,371
14.829,371
14.854,375
14.879,379
14.904,378
14.929,372
14.954,362
14.979,348
15.004,329
15.029,306
15.054,281
15.079,258
15.104,236
15.129,214
15.154,189
15.179,159
15.204,123
15.229,87
15.254,60
15.279,56
15.304,85
15.329,138
15.354,199
15.379,248
15.404,281
15.429,305
