Time (s),Resistance (Ω),Conductance (µS),Stage
1,73.2234,13656.836475771406,callibration
2,74.1812,13480.504494400197,callibration
3,75.8265,13188.001556184185,callibration
4,75.1497,13306.773014396598,callibration
5,75.7511,13201.128432458407,callibration
6,76.5847,13057.438365626555,callibration
7,75.2997,13280.26539282361,callibration
8,75.5251,13240.63126033597,callibration
9,75.4499,13253.828036882753,callibration
10,76.9663,12992.6994022059,callibration
11,78.587,12724.750913000878,callibration
12,79.0555,12649.341285552555,callibration
13,79.1339,12636.809256210045,callibration
14,77.4263,12915.508037966429,callibration
15,78.3537,12762.639160626748,callibration
16,77.7344,12864.317470772272,callibration
17,76.5847,13057.438365626555,callibration
18,79.0555,12649.341285552555,callibration
19,79.4479,12586.865102790633,callibration
20,79.0555,12649.341285552555,Normal stage
21,75.9021,13174.866044549492,Normal stage
22,76.5847,13057.438365626555,Normal stage
23,76.2807,13109.475922481048,Normal stage
24,76.5847,13057.438365626555,Normal stage
25,77.5802,12889.886852573209,Normal stage
26,79.8419,12524.752041221464,Normal stage
27,77.4263,12915.508037966429,Normal stage
28,77.196,12954.039069381834,Normal stage
29,76.5847,13057.438365626555,Normal stage
30,76.8135,13018.544917234602,Normal stage
31,76.5086,13070.426069749023,Normal stage
32,79.4479,12586.865102790633,Normal stage
33,79.1339,12636.809256210045,Normal stage
34,80.317,12450.66424293736,Normal stage
35,79.4479,12586.865102790633,Normal stage
36,78.821,12686.974283503127,Normal stage
37,78.1984,12787.985431926994,Normal stage
38,77.8116,12851.554266973048,Normal stage
39,77.6573,12877.089468729919,Normal stage
40,79.2123,12624.3020339013,Normal stage
41,81.677,12243.348800763984,Normal stage
42,81.8384,12219.20272146083,Normal stage
43,79.4479,12586.865102790633,Normal stage
44,78.6649,12712.1498915018,Normal stage
45,78.9773,12661.866131154142,Normal stage
46,78.8991,12674.41580448953,Normal stage
47,79.6053,12561.977657266538,Normal stage
48,81.8384,12219.20272146083,Normal stage
49,82.8125,12075.471698113208,Normal stage
50,82.8125,12075.471698113208,Normal stage
51,83.3035,12004.29753851879,Normal stage
52,81.3552,12291.7772926623,Normal stage
53,81.0345,12340.422906292999,Normal stage
54,80.2377,12462.96940216382,Normal stage
55,83.3856,11992.478317599203,Normal stage
56,81.5965,12255.427622508318,Normal stage
57,83.1395,12027.977074675697,Normal stage
58,83.4677,11980.682347782436,Normal stage
59,79.8419,12524.752041221464,Normal stage
60,80.317,12450.66424293736,Normal stage
61,80.5556,12413.786254462755,Normal stage
62,81.1146,12328.236840223586,Normal stage
63,82.4866,12123.18121973751,Normal stage
64,82.4053,12135.141793064282,Normal stage
65,83.3856,11992.478317599203,Normal stage
66,84.1277,11886.691303815509,Normal stage
67,84.7924,11793.509795689235,Normal stage
68,82.4053,12135.141793064282,Normal stage
69,81.1947,12316.074817691304,Normal stage
70,81.677,12243.348800763984,Normal stage
71,85.1266,11747.20945039506,Normal stage
72,84.2105,11875.003710938661,Normal stage
73,84.2105,11875.003710938661,Normal stage
74,85.6301,11678.13654310809,Normal stage
75,83.1395,12027.977074675697,Normal stage
76,82,12195.121951219513,Normal stage
77,82.4866,12123.18121973751,Normal stage
78,84.3764,11851.655202165533,Normal stage
79,82.4866,12123.18121973751,Normal stage
80,85.7985,11655.215417518953,Normal stage
81,85.0429,11758.77116137855,Normal stage
82,86.3057,11586.720228212042,Normal stage
83,84.2934,11863.32500527918,Normal stage
84,84.2105,11875.003710938661,Normal stage
85,83.1395,12027.977074675697,Normal stage
86,82.7309,12087.382102696814,Normal stage
87,83.3035,12004.29753851879,Normal stage
88,83.1395,12027.977074675697,Normal stage
89,86.3905,11575.346826329283,Normal stage
90,87.4142,11439.78895877329,Normal stage
91,84.2934,11863.32500527918,Normal stage
92,84.9594,11770.3279448772,Normal stage
93,84.2105,11875.003710938661,Normal stage
94,84.4595,11839.994316802728,Normal stage
95,83.8797,11921.835676570136,Normal stage
96,87.1572,11473.52140729624,Normal stage
97,87.1572,11473.52140729624,Normal stage
98,85.7143,11666.664722222547,Normal stage
99,87.4142,11439.78895877329,Normal stage
100,88.2759,11328.12013244838,Normal stage
101,86.3905,11575.346826329283,Normal stage
102,87.5,11428.57142857143,Normal stage
103,85.7143,11666.664722222547,Normal stage
104,84.2105,11875.003710938661,Normal stage
105,84.9594,11770.3279448772,Normal stage
106,87.5,11428.57142857143,Normal stage
107,84.7091,11805.107125444609,Normal stage
108,86.8157,11518.653884032496,Normal stage
109,88.6227,11283.790721790243,Normal stage
110,88.7967,11261.679769631077,Normal stage
111,87.7579,11394.985522670893,Normal stage
112,88.7097,11272.724403306516,Normal stage
113,85.7985,11655.215417518953,Normal stage
114,87.5,11428.57142857143,Normal stage
115,85.1266,11747.20945039506,Normal stage
116,86.4754,11563.982357988516,Normal stage
117,84.2105,11875.003710938661,Normal stage
118,87.1572,11473.52140729624,Normal stage
119,87.844,11383.816766085334,Normal stage
120,87.6719,11406.163206226855,Normal stage
121,86.1364,11609.493779633232,Normal stage
122,85.0429,11758.77116137855,Normal stage
123,85.8829,11643.761447272971,Normal stage
124,85.1266,11747.20945039506,Normal stage
125,86.6454,11541.293594351231,Normal stage
126,86.901,11507.347441341297,Normal stage
127,89.2329,11206.628945153638,Normal stage
128,87.5,11428.57142857143,Normal stage
129,89.408,11184.681460272011,Normal stage
130,87.2428,11462.263934674265,Normal stage
131,87.6719,11406.163206226855,Normal stage
132,86.0518,11620.907406933964,Normal stage
133,85.7143,11666.664722222547,Normal stage
134,87.2428,11462.263934674265,Normal stage
135,86.3057,11586.720228212042,Normal stage
136,89.6711,11151.864982140289,Normal stage
137,88.1893,11339.244103309586,Normal stage
138,89.6711,11151.864982140289,Normal stage
139,88.2759,11328.12013244838,Normal stage
140,87.844,11383.816766085334,Normal stage
141,86.901,11507.347441341297,Normal stage
142,86.1364,11609.493779633232,Normal stage
143,87.5859,11417.362840365859,Normal stage
144,89.0582,11228.612300720202,Normal stage
145,88.7967,11261.679769631077,Normal stage
146,90.1997,11086.511374206344,Normal stage
147,89.5833,11162.794851272503,Normal stage
148,86.901,11507.347441341297,Normal stage
149,86.901,11507.347441341297,Normal stage
150,86.901,11507.347441341297,Normal stage
151,89.0582,11228.612300720202,Normal stage
152,87.0717,11484.78782428734,Normal stage
153,89.1455,11217.616144393156,Normal stage
154,89.9351,11119.129238751053,Normal stage
155,90.5537,11043.171068658707,Normal stage
156,88.3625,11317.017965766021,Normal stage
157,87.844,11383.816766085334,Normal stage
