df_hash,22ZHK4.PRJFYW
113.812,0.996
113.842,1.000
113.872,0.999
113.902,0.989
113.932,0.995
113.962,0.994
113.992,0.999
114.022,0.999
114.052,0.993
114.082,0.998
114.112,0.994
114.142,0.991
114.172,0.990
114.202,1.000
114.232,0.999
114.262,0.993
114.292,0.986
114.322,0.995
114.352,0.997
114.382,0.995
114.412,0.994
114.442,0.992
114.472,0.992
114.502,0.985
114.532,0.990
114.562,1.006
114.592,1.002
114.622,0.989
114.652,0.980
114.682,0.993
114.712,1.003
114.742,0.999
114.772,1.000
114.802,0.995
114.832,0.991
114.862,0.992
114.892,0.993
114.922,0.998
114.952,0.997
114.982,0.994
115.012,0.988
115.042,0.995
115.072,0.996
115.102,0.991
115.132,0.986
115.162,0.990
115.192,1.003
115.222,0.999
115.252,0.987
115.282,0.995
115.312,0.996
115.342,0.999
115.372,0.992
115.402,0.996
115.432,1.000
115.462,0.985
115.492,0.982
115.522,1.009
115.552,0.995
115.582,0.994
115.612,0.990
115.642,0.998
115.672,0.999
115.702,0.999
115.732,0.995
115.762,0.995
115.792,0.993
115.822,0.993
115.852,0.998
115.882,0.994
115.912,0.988
115.942,0.997
115.972,0.997
116.002,0.988
116.032,0.991
116.062,0.990
116.092,0.995
116.122,1.002
116.152,1.000
116.182,0.990
116.212,0.991
116.242,0.999
116.272,1.004
116.302,0.991
116.332,0.990
116.362,0.994
116.392,0.982
116.422,0.992
116.452,1.009
116.482,0.997
116.512,0.989
116.542,0.988
116.572,0.990
116.602,1.004
116.632,1.003
116.662,0.996
116.692,0.993
116.722,0.992
116.752,0.995
116.782,0.996
116.812,0.994
116.842,0.992
116.872,0.992
116.902,0.995
116.932,0.999
116.962,0.993
116.992,0.995
117.022,0.986
117.052,0.991
117.082,1.004
117.112,0.995
117.142,0.991
117.172,0.995
117.202,0.999
117.232,0.998
117.262,0.998
117.292,0.992
117.322,0.992
117.352,0.981
117.382,0.990
117.412,1.016
117.442,1.003
117.472,0.992
117.502,0.986
117.532,0.987
117.562,0.998
117.592,0.996
117.622,0.993
117.652,0.998
117.682,0.994
117.712,0.994
117.742,0.995
117.772,0.993
117.802,0.997
117.832,0.991
117.862,0.989
117.892,1.001
117.922,0.994
117.952,0.993
117.982,0.994
118.012,1.000
118.042,0.989
118.072,0.995
118.102,0.993
118.132,0.992
118.162,0.994
118.192,0.998
118.222,0.999
118.252,0.991
118.282,0.995
118.312,0.983
118.342,0.998
118.372,1.005
118.402,1.004
118.432,0.987
118.462,0.983
118.492,0.988
118.522,1.003
118.552,0.995
118.582,0.994
118.612,0.992
118.642,0.993
118.672,0.997
118.702,0.998
118.732,0.996
118.762,0.999
118.792,0.994
118.822,0.995
118.852,1.002
118.882,1.002
118.912,0.987
118.942,0.994
118.972,1.001
119.002,0.991
119.032,0.986
119.062,0.997
119.092,1.000
119.122,0.998
119.152,0.993
119.182,0.993
119.212,0.995
119.242,1.000
119.272,0.995
119.302,1.001
119.332,0.994
119.362,0.993
119.392,0.988
119.422,0.994
119.452,1.000
119.482,0.997
119.512,0.997
119.542,0.992
119.572,0.992
119.602,0.995
119.632,0.997
119.662,0.995
119.692,0.992
119.722,0.990
119.752,0.997
119.782,1.000
119.812,0.998
119.842,0.993
119.872,1.001
119.902,0.992
119.932,0.986
119.962,1.005
119.992,0.997
120.022,0.989
120.052,0.993
120.082,1.002
120.112,1.000
120.142,0.995
120.172,0.990
120.202,0.993
120.232,0.987
120.262,0.986
120.292,1.010
120.322,0.996
120.352,0.988
120.382,0.995
120.412,0.996
120.442,1.003
120.472,1.001
120.502,0.988
120.532,0.991
120.562,0.996
120.592,0.997
120.622,0.994
120.652,0.997
120.682,0.996
120.712,0.992
120.742,0.996
120.772,1.000
120.802,0.995
120.832,0.993
120.862,1.006
120.892,0.995
120.922,0.993
120.952,1.003
120.982,0.991
121.012,0.988
121.042,0.995
121.072,0.994
121.102,1.001
121.132,0.992
121.162,0.995
121.192,0.996
121.222,0.994
121.252,0.991
121.282,1.012
121.312,0.991
121.342,0.988
121.372,0.994
121.402,0.992
121.432,1.000
121.462,0.998
121.492,0.996
121.522,0.991
121.552,0.998
121.582,0.997
121.612,0.992
121.642,0.992
121.672,0.996
121.702,0.997
121.732,0.997
121.762,0.999
121.792,0.994
121.822,0.993
121.852,0.998
121.882,0.994
121.912,1.001
121.942,0.993
121.972,0.988
122.002,0.992
122.032,1.002
122.062,0.994
122.092,0.998
122.122,0.996
122.152,0.979
122.182,0.997
122.212,1.004
122.242,1.003
122.272,0.991
122.302,0.986
122.332,0.988
122.362,0.997
122.392,1.001
122.422,0.995
122.452,0.995
122.482,0.989
122.512,0.996
122.542,0.992
122.572,0.996
122.602,0.991
122.632,0.996
122.662,0.995
122.692,0.997
122.722,0.998
122.752,0.993
122.782,1.000
122.812,0.988
122.842,0.991
122.872,1.003
122.902,0.995
122.932,0.990
122.962,0.994
122.992,0.993
123.022,0.998
123.052,0.991
123.082,0.996
123.112,0.993
123.142,0.987
123.172,0.984
123.202,1.015
123.232,0.996
123.262,0.995
123.292,0.988
123.322,0.995
123.352,0.993
123.382,0.994
123.412,0.995
123.442,0.998
123.472,0.993
123.502,0.994
123.532,0.995
123.562,0.998
123.592,0.990
123.622,0.990
123.652,0.998
123.682,0.997
123.712,1.000
123.742,0.995
123.772,0.998
123.802,0.984
123.832,0.997
123.862,1.009
123.892,0.992
123.922,0.981
123.952,0.994
123.982,0.996
124.012,0.997
124.042,0.996
124.072,0.990
124.102,0.995
124.132,0.999
124.162,0.983
124.192,1.010
124.222,0.997
124.252,0.986
124.282,0.991
124.312,0.999
124.342,0.999
124.372,0.996
124.402,0.995
124.432,0.992
124.462,0.996
124.492,0.992
124.522,1.000
124.552,0.994
124.582,0.995
124.612,0.993
124.642,0.998
124.672,0.996
124.702,1.003
124.732,0.988
124.762,0.997
124.792,1.003
124.822,0.997
124.852,0.990
124.882,1.000
124.912,1.002
124.942,0.997
124.972,0.991
125.002,0.993
125.032,0.998
125.062,0.992
125.092,0.977
125.122,1.016
125.152,0.999
125.182,0.994
125.212,0.989
125.242,0.992
125.272,0.999
125.302,1.000
125.332,0.993
125.362,0.995
125.392,0.991
125.422,0.995
125.452,0.996
125.482,0.996
125.512,0.991
125.542,0.989
125.572,0.998
125.602,1.001
125.632,0.996
125.662,1.001
125.692,0.992
125.722,0.989
125.752,1.006
125.782,0.998
125.812,0.992
125.842,0.994
125.872,0.999
125.902,0.999
125.932,0.989
125.962,0.998
125.992,0.997
126.022,0.994
126.052,0.988
126.082,1.007
126.112,1.001
126.142,0.987
126.172,0.985
126.202,1.000
126.232,0.996
126.262,0.992
126.292,1.001
126.322,0.997
126.352,0.990
126.382,0.997
126.412,0.998
126.442,0.994
126.472,0.991
126.502,0.994
126.532,0.997
126.562,0.993
126.592,0.998
126.622,1.001
126.652,0.992
126.682,0.993
126.712,1.004
126.742,0.987
126.772,0.990
126.802,0.990
126.832,1.001
126.862,1.001
126.892,0.996
126.922,0.989
126.952,0.990
126.982,1.000
127.012,0.998
127.042,1.000
127.072,0.994
127.102,0.987
127.132,0.991
127.162,1.000
127.192,1.006
127.222,0.997
127.252,0.996
127.282,0.994
127.312,0.993
127.342,0.999
127.372,0.998
127.402,0.993
127.432,0.998
127.462,0.995
127.492,1.002
127.522,0.990
127.552,1.004
127.582,1.000
127.612,0.988
127.642,0.992
127.672,0.994
127.702,1.002
127.732,0.997
127.762,0.993
127.792,0.995
127.822,0.986
127.852,0.999
127.882,1.003
127.912,1.005
127.942,0.997
127.972,0.993
128.002,0.988
128.032,1.000
128.062,1.000
128.092,0.995
128.122,0.997
128.152,0.992
128.182,0.992
128.212,0.992
128.242,0.998
128.272,0.995
128.302,0.997
128.332,1.001
128.362,0.992
128.392,0.992
128.422,1.007
128.452,0.995
128.482,0.996
128.512,0.991
128.542,0.989
128.572,0.999
128.602,0.995
128.632,0.995
128.662,0.995
128.692,0.994
128.722,0.988
128.752,1.007
128.782,0.993
128.812,0.997
128.842,0.989
128.872,0.999
128.902,0.998
128.932,0.995
128.962,0.996
128.992,1.000
129.022,0.987
129.052,0.995
129.082,1.000
129.112,0.996
129.142,0.996
129.172,0.996
129.202,0.998
129.232,1.000
129.262,1.000
129.292,0.988
129.322,0.987
129.352,1.008
129.382,0.993
129.412,0.995
129.442,0.996
129.472,0.991
129.502,0.997
129.532,0.998
129.562,0.994
129.592,0.995
129.622,0.992
129.652,0.985
129.682,1.014
129.712,0.995
129.742,0.991
129.772,0.991
129.802,0.995
129.832,0.999
129.862,0.999
129.892,0.991
129.922,1.000
129.952,0.993
129.982,0.995
130.012,0.997
130.042,0.992
130.072,0.997
130.102,1.000
130.132,0.992
130.162,1.003
130.192,0.995
130.222,0.988
130.252,0.992
130.282,1.003
130.312,1.001
130.342,1.001
130.372,0.987
130.402,0.990
130.432,0.997
130.462,0.997
130.492,0.994
130.522,0.994
130.552,0.997
130.582,0.990
130.612,0.985
130.642,1.019
130.672,0.997
130.702,0.990
130.732,0.990
130.762,0.996
130.792,0.999
130.822,1.000
130.852,0.995
130.882,0.991
130.912,0.990
130.942,0.993
130.972,1.000
131.002,0.999
131.032,0.991
131.062,0.990
131.092,0.998
131.122,1.003
131.152,0.994
131.182,0.991
131.212,0.994
131.242,0.995
131.272,0.992
131.302,1.002
131.332,0.993
131.362,0.995
131.392,0.996
131.422,0.999
131.452,0.992
131.482,1.000
131.512,0.994
131.542,0.986
131.572,0.997
131.602,0.998
131.632,1.000
131.662,0.995
131.692,0.991
131.722,0.992
131.752,0.997
131.782,0.998
131.812,0.993
131.842,0.995
131.872,0.994
131.902,0.996
131.932,0.991
131.962,0.997
131.992,0.997
132.022,0.988
132.052,0.995
132.082,0.996
132.112,0.994
132.142,0.995
132.172,0.989
132.202,0.997
132.232,1.000
132.262,0.998
132.292,0.993
132.322,0.991
132.352,0.992
132.382,0.998
132.412,1.001
132.442,0.990
132.472,0.992
132.502,0.986
132.532,0.985
132.562,1.009
132.592,0.999
132.622,0.990
132.652,0.986
132.682,0.995
132.712,1.000
132.742,0.998
132.772,0.997
132.802,0.995
132.832,0.992
132.862,0.994
132.892,0.996
132.922,0.993
132.952,0.993
132.982,0.996
133.012,0.995
133.042,1.005
133.072,0.998
133.102,0.986
133.132,1.003
133.162,0.995
133.192,0.985
133.222,0.988
133.252,1.000
133.282,0.996
133.312,0.996
133.342,0.995
133.372,0.989
133.402,0.998
133.432,0.986
133.462,1.004
133.492,0.994
133.522,0.992
133.552,0.987
133.582,0.992
133.612,1.001
133.642,0.996
133.672,0.994
133.702,0.993
133.732,0.995
133.762,0.995
133.792,0.993
133.822,0.997
133.852,0.995
133.882,0.992
133.912,0.995
133.942,1.002
133.972,0.997
134.002,1.003
134.032,0.989
134.062,0.989
134.092,0.999
134.122,0.998
134.152,0.990
134.182,0.995
134.212,1.001
134.242,0.995
134.272,0.990
134.302,0.995
134.332,0.994
134.362,0.994
134.392,0.986
134.422,1.011
134.452,0.999
134.482,0.990
134.512,0.992
134.542,0.996
134.572,1.003
134.602,0.995
134.632,0.993
134.662,0.995
134.692,0.990
134.722,0.996
134.752,0.996
134.782,0.996
134.812,0.991
134.842,0.992
134.872,0.992
134.902,0.996
134.932,0.995
134.962,0.998
134.992,0.991
135.022,0.998
135.052,0.990
135.082,0.994
135.112,1.006
135.142,0.998
135.172,0.990
135.202,0.990
135.232,0.994
135.262,0.998
135.292,0.996
135.322,0.990
135.352,0.993
135.382,0.986
135.412,0.995
135.442,1.019
135.472,0.992
135.502,0.990
135.532,0.987
135.562,0.993
135.592,1.000
135.622,0.997
135.652,0.997
135.682,0.998
135.712,0.993
135.742,0.992
135.772,0.995
135.802,0.995
135.832,0.993
135.862,0.993
135.892,0.998
135.922,0.999
135.952,0.995
135.982,0.997
136.012,0.994
136.042,0.993
136.072,0.991
136.102,0.997
136.132,1.005
136.162,0.992
136.192,0.990
136.222,0.994
136.252,0.999
136.282,0.997
136.312,0.995
136.342,0.990
136.372,0.992
136.402,0.998
136.432,0.997
136.462,1.002
136.492,0.993
136.522,0.983
136.552,0.993
136.582,0.998
136.612,0.999
136.642,0.998
136.672,0.995
136.702,0.993
136.732,0.992
136.762,1.005
136.792,0.990
136.822,0.998
136.852,0.989
136.882,0.997
136.912,0.991
136.942,1.001
136.972,0.991
137.002,0.995
137.032,1.003
137.062,0.994
137.092,0.982
137.122,0.994
137.152,0.992
137.182,1.001
137.212,1.002
137.242,0.995
137.272,0.994
137.302,0.983
137.332,0.983
137.362,1.009
137.392,0.999
137.422,0.998
137.452,0.986
137.482,0.990
137.512,1.000
137.542,0.993
137.572,0.997
137.602,0.993
137.632,0.994
137.662,0.989
137.692,1.000
137.722,0.997
137.752,0.997
137.782,0.992
137.812,0.995
137.842,0.991
137.872,1.002
137.902,0.992
137.932,0.995
137.962,0.991
137.992,0.990
138.022,1.001
138.052,0.998
138.082,0.990
138.112,0.997
138.142,0.996
138.172,1.003
138.202,0.997
138.232,0.996
138.262,0.986
138.292,0.981
138.322,0.991
138.352,1.013
138.382,0.992
138.412,0.990
138.442,0.992
138.472,0.994
138.502,1.001
138.532,0.997
138.562,0.995
138.592,0.996
138.622,0.987
138.652,0.995
138.682,1.001
138.712,0.997
138.742,0.990
138.772,0.992
138.802,0.997
138.832,0.995
138.862,1.002
138.892,0.991
138.922,0.997
138.952,0.986
138.982,0.994
139.012,0.999
139.042,0.999
139.072,0.987
139.102,0.996
139.132,0.993
139.162,1.001
139.192,1.002
139.222,0.992
139.252,0.992
139.282,0.984
139.312,0.989
139.342,1.013
139.372,1.000
139.402,0.991
139.432,0.985
139.462,0.995
139.492,1.000
139.522,0.994
139.552,0.995
139.582,0.990
139.612,0.997
139.642,0.992
139.672,0.997
139.702,0.995
139.732,0.996
139.762,0.998
139.792,0.992
139.822,0.994
139.852,0.988
139.882,0.998
139.912,0.998
139.942,0.998
139.972,0.987
140.002,0.991
140.032,0.995
140.062,0.998
140.092,0.999
140.122,0.998
140.152,0.992
140.182,0.986
140.212,0.984
140.242,1.012
140.272,0.994
140.302,0.993
140.332,0.988
140.362,0.998
140.392,1.003
140.422,0.988
140.452,0.995
140.482,0.995
140.512,0.993
140.542,0.995
140.572,1.001
140.602,0.996
140.632,0.989
140.662,1.000
140.692,0.993
140.722,0.994
140.752,0.991
140.782,1.000
140.812,0.991
140.842,0.992
140.872,1.004
140.902,1.000
140.932,0.988
140.962,0.994
140.992,0.999
141.022,0.996
141.052,0.992
141.082,0.998
141.112,0.994
141.142,0.985
141.172,0.986
141.202,1.017
141.232,0.995
141.262,0.995
141.292,0.985
141.322,0.996
141.352,0.998
141.382,0.997
141.412,0.996
141.442,0.989
141.472,0.994
141.502,1.002
141.532,0.994
141.562,0.994
141.592,0.996
141.622,0.998
141.652,0.991
141.682,0.998
141.712,0.998
141.742,0.995
141.772,0.989
141.802,0.989
141.832,0.992
141.862,0.998
141.892,0.996
141.922,1.001
141.952,0.985
141.982,0.993
142.012,0.998
142.042,1.000
142.072,0.992
142.102,0.992
142.132,0.992
142.162,0.990
142.192,0.999
142.222,1.009
142.252,0.998
142.282,0.989
142.312,0.988
142.342,0.994
142.372,0.996
142.402,0.999
142.432,0.997
142.462,0.988
142.492,0.992
142.522,0.996
142.552,0.996
142.582,0.993
142.612,0.993
142.642,0.994
142.672,0.994
142.702,0.996
142.732,1.000
142.762,1.000
142.792,0.991
142.822,0.990
142.852,0.986
142.882,0.999
142.912,1.000
142.942,1.000
142.972,0.979
143.002,0.991
143.032,0.994
143.062,0.998
143.092,0.994
143.122,0.992
143.152,0.997
143.182,0.984
143.212,0.995
143.242,1.006
143.272,0.999
143.302,0.991
143.332,0.988
143.362,0.991
143.392,0.998
143.422,0.996
143.452,0.998
143.482,0.994
143.512,0.993
143.542,0.994
143.572,0.997
143.602,0.997
143.632,0.991
143.662,0.993
143.692,0.996
143.722,0.994
143.752,0.998
143.782,1.001
143.812,0.990
143.842,0.988
143.872,0.993
143.902,0.996
143.932,0.994
143.962,0.998
143.992,0.986
144.022,0.991
144.052,0.996
144.082,1.004
144.112,0.996
144.142,0.989
144.172,0.992
144.202,0.985
144.232,0.994
144.262,1.003
144.292,1.000
144.322,0.993
144.352,0.992
144.382,0.994
144.412,0.994
144.442,0.997
144.472,0.991
144.502,0.991
144.532,0.996
144.562,0.995
144.592,0.992
144.622,1.002
144.652,0.995
144.682,0.993
144.712,0.989
144.742,0.995
144.772,0.997
144.802,1.000
144.832,0.989
144.862,0.996
144.892,0.992
144.922,0.995
144.952,0.990
144.982,0.991
145.012,0.999
145.042,0.998
145.072,0.990
145.102,0.994
145.132,1.001
145.162,0.999
145.192,0.990
145.222,0.995
145.252,0.992
145.282,0.985
145.312,0.986
145.342,1.009
145.372,0.999
145.402,0.983
145.432,0.987
145.462,0.992
145.492,0.999
145.522,1.001
145.552,0.993
145.582,0.991
145.612,0.991
145.642,0.992
145.672,0.998
145.702,0.992
145.732,0.994
145.762,0.989
145.792,0.994
145.822,1.000
145.852,0.994
145.882,0.994
145.912,0.993
145.942,0.990
145.972,0.989
146.002,0.996
146.032,1.001
146.062,0.997
146.092,0.987
146.122,0.992
146.152,1.000
146.182,1.004
146.212,0.993
146.242,0.992
146.272,0.997
146.302,0.988
146.332,0.997
146.362,1.003
146.392,1.000
146.422,0.993
146.452,0.986
146.482,0.991
146.512,0.994
146.542,1.000
146.572,0.998
146.602,0.999
146.632,0.996
146.662,0.991
146.692,0.994
146.722,0.994
146.752,0.992
146.782,0.991
146.812,0.993
146.842,0.998
146.872,0.994
146.902,0.994
146.932,0.989
146.962,0.998
146.992,0.999
147.022,0.993
147.052,0.993
147.082,0.991
147.112,0.992
147.142,1.001
147.172,0.990
147.202,0.992
147.232,0.995
147.262,0.994
147.292,0.981
147.322,1.014
147.352,1.005
147.382,0.993
147.412,0.988
147.442,0.994
147.472,0.999
147.502,0.994
147.532,0.996
147.562,0.998
147.592,0.996
147.622,0.987
147.652,0.994
147.682,0.996
147.712,0.991
147.742,0.997
147.772,1.001
147.802,0.983
147.832,0.998
147.862,1.003
147.892,0.995
147.922,0.990
147.952,0.995
147.982,0.993
148.012,0.998
148.042,1.001
148.072,0.993
148.102,0.994
148.132,0.980
148.162,0.988
148.192,1.014
148.222,0.998
148.252,0.989
148.282,0.986
148.312,0.992
148.342,0.998
148.372,0.994
148.402,0.995
148.432,0.997
148.462,0.992
148.492,0.995
148.522,0.991
148.552,1.001
148.582,0.997
148.612,0.989
148.642,0.998
148.672,0.998
148.702,0.993
148.732,0.990
148.762,1.001
148.792,0.992
148.822,1.001
148.852,0.990
148.882,0.997
148.912,0.996
148.942,0.999
148.972,0.998
149.002,0.995
149.032,0.998
149.062,0.991
149.092,0.994
149.122,0.993
149.152,1.009
149.182,0.991
149.212,0.990
149.242,0.991
149.272,0.995
149.302,1.002
149.332,0.993
149.362,0.994
149.392,0.998
149.422,0.993
149.452,0.996
149.482,0.996
149.512,0.994
149.542,0.998
149.572,0.993
149.602,0.998
149.632,1.000
149.662,0.992
149.692,0.993
149.722,0.991
149.752,0.990
149.782,1.002
149.812,1.001
149.842,0.998
149.872,0.988
149.902,0.990
149.932,0.998
149.962,1.000
149.992,0.996
150.022,0.990
150.052,0.999
150.082,0.990
150.112,0.995
150.142,1.005
150.172,1.002
150.202,0.991
150.232,0.985
150.262,0.991
150.292,1.001
150.322,1.004
150.352,0.990
150.382,0.994
150.412,0.991
150.442,1.000
150.472,1.001
150.502,0.994
150.532,0.991
150.562,0.995
150.592,0.993
150.622,0.993
150.652,1.001
150.682,0.993
150.712,0.992
150.742,0.991
150.772,0.994
150.802,0.996
150.832,0.987
150.862,1.003
150.892,0.993
150.922,0.990
150.952,0.995
150.982,0.997
151.012,1.003
151.042,0.990
151.072,0.990
151.102,0.993
151.132,1.000
151.162,0.989
151.192,1.002
151.222,0.995
151.252,0.992
151.282,0.993
151.312,0.998
151.342,0.996
151.372,1.002
151.402,1.002
151.432,0.996
151.462,0.988
151.492,0.996
151.522,0.998
151.552,0.992
151.582,0.993
151.612,0.997
151.642,0.996
151.672,0.993
151.702,0.992
151.732,1.000
151.762,0.984
151.792,0.994
151.822,1.005
151.852,1.002
151.882,0.988
151.912,0.995
151.942,0.996
151.972,0.998
152.002,0.998
152.032,0.996
152.062,0.995
152.092,0.990
152.122,0.986
152.152,1.008
152.182,0.993
152.212,0.985
152.242,0.991
152.272,1.002
152.302,0.999
152.332,0.994
152.362,0.996
152.392,1.003
152.422,0.993
152.452,0.991
152.482,0.995
152.512,0.993
152.542,0.994
152.572,0.993
152.602,1.004
152.632,0.990
152.662,0.995
152.692,1.003
152.722,0.992
152.752,0.987
152.782,0.994
152.812,0.996
152.842,0.991
152.872,0.999
152.902,0.994
152.932,0.997
152.962,1.000
152.992,0.982
153.022,1.011
153.052,0.998
153.082,0.988
153.112,0.987
153.142,0.999
153.172,1.005
153.202,0.992
153.232,0.995
153.262,0.995
153.292,0.993
153.322,0.994
153.352,0.995
153.382,0.994
153.412,0.988
153.442,0.999
153.472,0.992
153.502,1.004
153.532,0.987
153.562,0.991
153.592,1.003
153.622,0.996
153.652,0.982
153.682,0.995
153.712,0.999
153.742,0.997
153.772,0.992
153.802,0.995
153.832,1.000
153.862,0.983
153.892,0.981
153.922,1.016
153.952,0.992
153.982,0.989
154.012,0.987
154.042,0.997
154.072,1.000
154.102,0.999
154.132,0.989
154.162,0.995
154.192,0.994
154.222,0.991
154.252,0.997
154.282,0.993
154.312,0.996
154.342,0.991
154.372,0.999
154.402,0.996
154.432,1.004
154.462,0.991
154.492,0.994
154.522,1.003
154.552,1.002
154.582,0.988
154.612,0.989
154.642,0.997
154.672,0.999
154.702,0.994
154.732,0.991
154.762,0.997
154.792,0.984
154.822,0.983
154.852,1.014
154.882,0.996
154.912,0.989
154.942,0.989
154.972,0.994
155.002,0.999
155.032,0.990
155.062,0.995
155.092,0.997
155.122,0.991
155.152,0.992
155.182,0.996
155.212,0.989
155.242,0.992
155.272,0.995
155.302,0.996
155.332,0.993
155.362,0.988
155.392,0.995
155.422,0.995
155.452,0.998
155.482,0.995
155.512,0.979
155.542,0.993
155.572,0.993
155.602,0.998
155.632,0.994
155.662,0.993
155.692,0.996
155.722,0.981
155.752,0.989
155.782,1.007
155.812,1.002
155.842,0.998
155.872,0.988
155.902,0.993
155.932,1.001
155.962,1.001
155.992,0.989
156.022,0.994
156.052,0.989
156.082,0.997
156.112,0.989
156.142,0.995
156.172,0.994
156.202,0.990
156.232,0.991
156.262,1.007
156.292,0.990
156.322,0.993
156.352,1.006
156.382,0.994
156.412,0.989
156.442,0.987
156.472,1.000
156.502,1.003
156.532,0.993
156.562,0.995
156.592,0.998
156.622,0.995
156.652,0.988
156.682,1.007
156.712,0.997
156.742,0.987
156.772,0.993
156.802,1.000
156.832,0.997
156.862,0.994
156.892,0.995
156.922,0.994
156.952,0.987
156.982,0.997
157.012,1.000
157.042,0.994
157.072,0.994
157.102,0.995
157.132,1.000
157.162,0.996
157.192,0.993
157.222,0.994
157.252,0.993
157.282,1.002
157.312,0.997
157.342,1.001
157.372,0.999
157.402,1.014
157.432,1.010
157.462,1.010
157.492,1.029
157.522,1.002
157.552,1.015
157.582,0.982
157.612,0.998
157.642,1.022
157.672,1.020
157.702,1.022
157.732,0.999
157.762,1.002
157.792,1.006
157.822,1.012
157.852,1.026
157.882,1.033
157.912,1.020
157.942,1.014
157.972,1.007
158.002,1.019
158.032,1.030
158.062,1.012
158.092,1.010
158.122,1.010
158.152,1.023
158.182,1.035
158.212,1.030
158.242,1.036
158.272,1.027
158.302,1.043
158.332,1.042
158.362,1.030
158.392,1.028
158.422,1.030
158.452,1.049
158.482,1.025
158.512,1.034
158.542,1.062
158.572,1.064
158.602,1.062
158.632,1.086
158.662,1.071
158.692,1.088
158.722,1.074
158.752,1.057
158.782,1.059
158.812,1.055
158.842,1.055
158.872,1.060
158.902,1.059
158.932,1.049
158.962,1.045
158.992,1.056
159.022,1.058
159.052,1.060
159.082,1.052
159.112,1.057
159.142,1.052
159.172,1.060
159.202,1.062
159.232,1.062
159.262,1.062
159.292,1.062
159.322,1.056
159.352,1.048
159.382,1.055
159.412,1.062
159.442,1.059
159.472,1.057
159.502,1.057
159.532,1.058
159.562,1.062
159.592,1.058
159.622,1.063
159.652,1.059
159.682,1.062
159.712,1.063
159.742,1.062
159.772,1.056
159.802,1.058
159.832,1.058
159.862,1.052
159.892,1.060
159.922,1.064
159.952,1.062
159.982,1.062
160.012,1.065
160.042,1.062
160.072,1.064
160.102,1.061
160.132,1.057
160.162,1.059
160.192,1.062
160.222,1.059
160.252,1.064
160.282,1.062
160.312,1.059
160.342,1.066
160.372,1.057
160.402,1.052
160.432,1.062
160.462,1.058
160.492,1.051
160.522,1.062
160.552,1.060
160.582,1.060
160.612,1.062
160.642,1.057
160.672,1.059
160.702,1.062
160.732,1.062
160.762,1.069
160.792,1.065
160.822,1.046
160.852,1.056
160.882,1.058
160.912,1.059
160.942,1.060
160.972,1.060
161.002,1.059
161.032,1.068
161.062,1.065
161.092,1.056
161.122,1.054
161.152,1.061
161.182,1.059
161.212,1.059
161.242,1.062
161.272,1.063
161.302,1.063
161.332,1.054
161.362,1.060
161.392,1.063
161.422,1.062
161.452,1.053
161.482,1.056
161.512,1.057
161.542,1.063
161.572,1.065
161.602,1.062
161.632,1.052
161.662,1.061
161.692,1.060
161.722,1.058
161.752,1.063
161.782,1.053
161.812,1.058
161.842,1.064
161.872,1.068
161.902,1.059
161.932,1.058
161.962,1.065
161.992,1.054
162.022,1.058
162.052,1.057
162.082,1.060
162.112,1.057
162.142,1.057
162.172,1.065
162.202,1.053
162.232,1.057
162.262,1.062
162.292,1.064
162.322,1.065
162.352,1.064
162.382,1.058
162.412,1.058
162.442,1.059
162.472,1.057
162.502,1.058
162.532,1.058
162.562,1.058
162.592,1.059
162.622,1.062
162.652,1.066
162.682,1.060
162.712,1.061
162.742,1.069
162.772,1.068
162.802,1.061
162.832,1.062
162.862,1.065
162.892,1.066
162.922,1.064
162.952,1.055
162.982,1.057
163.012,1.055
163.042,1.055
163.072,1.046
163.102,1.065
163.132,1.067
163.162,1.049
163.192,1.054
163.222,1.054
163.252,1.053
163.282,1.053
163.312,1.057
163.342,1.061
163.372,1.061
163.402,1.054
163.432,1.055
163.462,1.062
163.492,1.065
163.522,1.055
163.552,1.055
163.582,1.055
163.612,1.059
163.642,1.055
163.672,1.058
163.702,1.056
163.732,1.062
163.762,1.066
163.792,1.063
163.822,1.062
163.852,1.061
163.882,1.061
163.912,1.062
163.942,1.054
163.972,1.057
164.002,1.054
164.032,1.058
164.062,1.054
164.092,1.061
164.122,1.056
164.152,1.062
164.182,1.062
164.212,1.061
164.242,1.057
164.272,1.062
164.302,1.060
164.332,1.060
164.362,1.065
164.392,1.053
164.422,1.057
164.452,1.061
164.482,1.064
164.512,1.056
164.542,1.059
164.572,1.063
164.602,1.056
164.632,1.053
164.662,1.059
164.692,1.062
164.722,1.062
164.752,1.062
164.782,1.064
164.812,1.054
164.842,1.052
164.872,1.056
164.902,1.062
164.932,1.057
164.962,1.048
164.992,1.064
165.022,1.064
165.052,1.062
165.082,1.058
165.112,1.058
165.142,1.058
165.172,1.060
165.202,1.055
165.232,1.062
165.262,1.062
165.292,1.058
165.322,1.057
165.352,1.059
165.382,1.061
165.412,1.059
165.442,1.065
165.472,1.062
165.502,1.052
165.532,1.059
165.562,1.060
165.592,1.062
165.622,1.061
165.652,1.058
165.682,1.058
165.712,1.060
165.742,1.062
165.772,1.061
165.802,1.065
165.832,1.061
165.862,1.062
165.892,1.065
165.922,1.056
165.952,1.053
165.982,1.057
166.012,1.062
166.042,1.060
166.072,1.059
166.102,1.063
166.132,1.061
166.162,1.063
166.192,1.063
