df_hash,22ZHK4.PRJFYW
320.259,33.781
321.283,33.812
322.359,33.844
323.295,33.844
324.256,33.875
325.280,33.844
326.309,33.875
327.279,33.875
328.254,33.875
329.277,33.875
330.252,33.875
331.275,33.875
332.251,33.875
333.274,33.875
334.251,33.844
335.275,33.875
336.248,33.875
337.563,33.844
338.401,33.844
339.270,33.812
340.537,33.812
341.268,33.812
342.243,33.844
343.267,33.875
344.339,33.875
345.265,33.875
346.289,33.844
347.263,33.875
348.241,33.875
349.262,33.938
350.237,33.938
351.261,33.938
352.236,33.969
353.259,33.875
354.380,33.906
355.258,33.938
356.233,33.969
357.268,33.969
358.283,33.969
359.255,33.969
360.279,33.969
361.254,33.938
362.277,33.906
363.252,34.000
364.276,34.000
365.250,33.938
366.286,34.000
367.249,34.000
368.273,34.000
369.442,33.938
370.271,33.969
371.498,33.969
372.270,33.969
373.245,33.969
374.379,33.938
375.282,33.938
376.266,33.906
377.242,33.906
378.314,33.875
379.536,33.906
380.264,33.875
381.239,33.875
382.311,33.875
383.242,33.875
384.261,33.906
385.382,33.938
386.260,33.906
387.235,33.906
388.258,33.938
389.254,33.906
390.354,33.906
391.246,33.938
392.292,33.938
393.278,33.906
394.253,33.906
395.229,33.906
396.547,33.875
397.374,33.906
398.462,33.906
399.423,33.969
400.250,33.969
401.324,33.938
402.310,33.938
403.253,33.906
404.299,33.906
405.222,33.906
406.264,33.938
407.272,33.906
408.246,33.906
409.267,33.844
410.242,33.875
411.266,33.875
412.241,33.875
413.265,33.844
414.437,33.844
415.263,33.875
416.679,33.844
417.268,33.875
418.237,33.875
419.300,33.906
420.284,33.906
421.258,33.875
422.257,33.906
423.260,33.969
424.232,33.938
425.272,33.969
426.230,34.000
427.284,34.031
428.330,34.031
429.451,34.031
430.262,34.094
431.252,34.062
432.230,34.094
433.274,34.094
434.226,34.125
435.298,34.094
436.227,34.094
437.542,34.062
438.223,34.031
439.246,34.000
440.565,34.000
441.256,33.969
442.221,34.000
443.243,33.969
444.240,33.938
445.242,33.938
446.266,33.938
447.243,33.938
448.508,33.969
449.239,33.969
450.214,34.000
451.238,34.031
452.213,34.000
453.236,34.062
454.260,34.062
455.298,34.031
456.307,34.062
457.233,34.031
458.265,34.000
459.273,34.031
460.304,33.969
461.233,33.969
462.254,33.969
463.253,33.938
464.253,33.938
465.248,33.969
466.252,33.969
467.227,33.969
468.257,33.969
469.274,34.000
470.249,34.000
471.273,34.062
472.248,34.031
473.227,34.031
474.246,34.031
475.221,34.031
476.246,34.000
477.220,33.969
478.243,33.938
479.218,33.906
480.242,33.938
481.217,33.938
482.240,33.969
483.215,34.000
484.238,33.969
485.215,33.969
486.237,33.969
487.213,34.000
488.236,34.000
489.211,34.000
490.234,33.969
491.358,33.906
492.237,33.812
493.208,33.750
494.232,33.656
495.353,33.594
496.231,33.531
497.306,33.375
498.229,33.250
499.204,33.125
500.227,33.031
501.252,32.875
502.227,32.781
503.228,32.656
504.274,32.594
505.254,32.438
506.224,32.344
507.248,32.250
508.223,32.156
509.306,32.031
510.221,31.953
511.244,31.906
512.512,31.859
513.243,31.844
514.268,31.812
515.242,31.719
516.217,31.656
517.241,31.625
518.363,31.609
519.239,31.609
