df_hash,22ZHK4.PRJFYW
423.988,67
424.871,67
426.036,67
426.980,67
427.847,67
429.011,61
429.935,66
430.813,67
432.032,66
432.910,65
433.786,65
435.005,65
435.882,65
436.761,65
437.978,60
438.856,61
439.757,61
441.244,61
441.829,60
442.755,60
443.925,60
444.803,60
445.732,59
446.899,58
447.776,57
448.737,59
449.872,61
450.798,61
451.676,60
452.846,58
453.772,57
454.649,55
455.868,56
456.747,56
457.645,56
458.842,55
459.719,56
460.652,58
461.819,58
462.694,59
463.644,60
465.183,60
465.666,61
466.593,61
467.785,61
468.640,60
469.567,60
470.736,60
471.662,60
472.541,58
473.709,58
474.635,58
475.513,58
476.732,59
477.650,60
478.487,59
479.705,60
480.584,59
481.524,59
482.679,59
483.703,59
484.482,59
485.850,60
486.578,59
487.456,59
488.626,59
489.552,59
490.429,56
491.599,55
492.526,56
493.403,56
494.670,55
495.499,55
496.380,54
497.595,54
498.473,54
499.350,54
500.569,54
501.446,54
502.372,54
503.542,54
504.422,54
505.379,54
506.516,54
507.442,50
508.319,48
509.529,47
510.416,45
511.307,46
512.515,46
513.389,46
514.464,45
515.485,45
516.367,45
517.289,45
518.459,45
