df_hash,22ZHK4.PRJFYW
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.BQGG
person_label,V88
date_time_start,2025-11-04_15-13-01.042000_+03
date_time_start_unix,1762254781.042
date_time_end,2025-11-04_15-21-45.569000_+03
length_difference_noticed,no

time,heart_rate
8.856,47
9.782,46
10.713,46
11.937,46
12.756,46
13.637,46
14.853,46
15.730,46
16.608,46
17.829,46
18.704,46
19.582,60
20.801,61
21.678,58
22.604,60
23.779,60
24.652,61
25.578,60
26.797,60
27.626,60
28.680,60
29.722,60
30.945,60
31.600,60
32.696,60
33.622,60
34.500,60
35.719,60
36.645,61
37.481,61
38.693,62
39.601,63
40.448,63
41.670,63
42.551,62
43.446,62
44.741,62
45.543,62
46.444,62
47.663,62
48.525,62
49.421,62
50.590,63
51.515,65
52.392,66
53.590,67
54.488,66
55.366,65
56.634,65
57.462,64
58.463,65
59.656,66
60.436,67
61.365,67
62.533,67
63.410,65
64.337,64
65.555,64
66.410,64
67.310,57
68.653,55
69.358,57
70.315,57
71.479,60
72.387,65
73.301,62
74.477,61
75.354,70
76.232,67
77.451,66
78.380,64
79.206,62
80.425,60
81.423,60
82.300,60
83.447,60
84.280,61
85.251,60
86.372,58
87.303,59
88.176,59
89.346,60
90.281,60
91.150,59
92.324,59
93.270,55
94.124,56
95.343,62
96.221,64
97.098,64
98.316,64
99.243,64
100.072,63
101.290,62
102.168,62
103.094,62
104.271,62
105.145,62
106.068,62
107.263,62
108.140,62
109.063,59
110.261,60
111.140,60
112.016,60
113.186,63
114.116,65
114.990,64
116.258,64
117.090,63
117.963,63
119.182,63
120.063,63
120.960,63
122.156,63
123.035,62
123.960,62
125.130,62
126.007,62
126.934,63
128.104,63
128.981,64
129.908,65
131.104,66
132.004,66
132.952,65
134.052,64
134.978,64
136.182,63
137.108,63
137.952,63
138.830,62
140.048,62
140.926,62
141.803,62
143.022,62
143.899,61
144.777,60
146.289,59
146.873,58
148.046,59
148.970,61
149.847,62
150.773,63
151.943,63
152.821,62
153.747,62
154.917,63
155.822,65
156.721,66
157.891,65
158.769,64
159.705,64
160.914,64
161.794,64
162.670,64
163.842,64
164.765,64
165.642,64
166.836,64
167.739,64
168.645,64
169.835,64
170.713,65
171.590,64
172.834,64
173.690,64
174.861,62
175.829,62
176.686,61
177.538,61
179.149,62
179.634,62
180.512,61
181.735,61
182.809,60
183.534,60
184.715,60
185.582,60
186.510,60
187.683,60
188.556,60
189.482,60
190.652,60
191.876,60
192.456,61
193.626,61
194.552,61
195.430,62
196.648,63
197.579,64
198.403,64
199.647,63
200.499,63
201.376,63
202.936,63
203.515,65
204.350,66
205.642,65
206.449,64
207.375,63
208.788,62
209.419,62
210.444,62
211.515,62
212.445,63
213.321,62
214.542,62
215.414,65
216.291,64
217.464,64
218.458,63
219.264,63
220.727,63
221.386,63
222.237,63
223.507,63
224.334,63
225.211,63
226.429,65
227.404,65
228.482,64
229.413,64
230.280,64
231.223,64
232.381,64
233.307,64
234.179,64
235.349,57
236.226,55
237.152,57
238.322,63
239.299,60
240.126,59
241.344,58
242.222,59
243.099,59
244.318,58
245.195,58
246.072,58
247.291,58
248.168,64
249.045,61
250.264,60
251.141,68
252.048,65
253.340,64
254.118,64
255.041,64
256.266,64
257.101,64
258.060,64
259.209,64
260.110,67
260.987,69
262.160,70
263.086,70
263.961,69
265.130,70
266.056,70
266.934,70
268.104,70
269.030,70
269.916,70
271.126,70
272.032,70
272.880,70
274.105,70
275.223,70
275.854,70
277.072,70
277.954,70
279.171,70
280.047,70
280.923,69
281.849,70
283.019,70
283.896,70
284.824,70
286.013,70
286.931,69
287.796,69
288.968,69
290.236,69
290.769,69
291.939,69
292.865,69
293.742,61
294.961,67
295.839,70
296.765,72
297.934,70
298.813,69
299.716,68
300.908,67
301.785,67
302.715,68
303.938,69
304.760,68
305.685,67
306.855,66
307.732,66
308.659,66
309.828,66
310.754,66
311.631,66
312.801,66
313.727,66
314.657,66
315.872,65
316.996,66
317.578,67
318.797,68
319.675,68
320.552,67
321.770,68
322.647,67
323.574,67
324.744,67
325.621,67
326.547,65
327.718,64
328.594,64
329.520,66
330.691,65
331.665,64
332.494,64
333.689,60
334.590,61
335.494,62
336.637,63
337.567,64
338.453,66
339.659,64
340.541,67
341.414,68
342.663,68
343.559,67
344.387,67
345.608,67
346.483,67
347.409,67
348.583,68
349.457,66
350.383,66
351.553,65
352.484,65
353.406,64
354.575,64
355.478,64
356.330,65
357.500,64
358.426,64
359.303,64
360.522,64
361.399,64
362.280,64
363.495,64
364.373,64
365.254,64
366.517,69
367.347,70
368.224,69
369.447,68
370.320,67
371.248,67
372.416,67
373.637,68
374.220,68
375.397,67
376.270,67
377.193,67
378.365,67
379.542,67
380.166,67
381.628,67
382.262,68
383.141,67
384.309,67
385.236,68
386.113,69
387.332,68
388.209,68
389.135,68
390.359,68
391.232,68
392.262,68
393.282,69
394.156,70
395.082,70
396.252,69
397.129,69
398.153,69
399.225,69
400.147,69
401.038,69
402.201,69
403.201,69
404.003,69
405.172,69
406.245,73
407.014,74
408.200,75
409.143,73
409.949,72
411.168,72
412.046,73
412.923,74
414.142,72
415.068,72
415.945,70
417.118,69
417.992,68
418.920,67
420.089,67
420.966,67
421.892,67
423.062,67
