df_hash,22ZHK4.SNEL2E
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.ZR5A
person_label,v107
date_time_start,2026-03-02_13-49-02.582000_+03
date_time_start_unix,1772444942.582
date_time_end,2026-03-02_13-57-50.804000_+03
length_difference_noticed,no

time,temperature
5.098,33.094
6.184,33.125
7.013,33.156
8.106,33.188
9.009,33.219
10.033,33.250
11.008,33.281
11.983,33.312
13.007,33.344
13.981,33.406
15.068,33.469
15.981,33.500
17.004,33.500
18.060,33.531
19.003,33.531
20.001,33.562
21.002,33.562
21.977,33.594
23.054,33.594
24.024,33.562
25.002,33.594
26.031,33.594
26.998,33.625
28.070,33.656
29.020,33.719
29.976,33.719
31.196,33.750
31.971,33.750
32.996,33.781
34.123,33.812
34.993,33.812
35.995,33.812
36.992,33.844
37.967,33.812
38.990,33.844
40.063,33.875
40.989,33.875
42.162,33.938
42.988,33.969
44.083,34.000
45.086,34.000
46.010,34.094
46.985,34.125
48.009,34.125
48.984,34.125
50.056,34.125
50.983,34.156
52.006,34.156
52.982,34.219
54.040,34.312
54.986,34.344
56.053,34.312
56.979,34.344
58.002,34.375
59.131,34.375
60.001,34.375
61.040,34.375
62.000,34.406
62.980,34.406
64.003,34.344
65.266,34.344
65.998,34.375
66.977,34.375
68.005,34.406
68.978,34.406
69.995,34.469
70.970,34.500
71.994,34.469
73.020,34.469
73.993,34.469
74.968,34.500
76.011,34.500
76.966,34.531
78.019,34.562
78.965,34.594
80.038,34.562
80.964,34.562
82.011,34.625
82.963,34.625
83.986,34.688
85.010,34.656
85.985,34.688
87.093,34.688
87.987,34.688
88.959,34.719
90.054,34.688
90.988,34.750
92.083,34.750
93.005,34.750
93.980,34.719
95.014,34.781
95.979,34.781
97.197,34.688
97.986,34.750
99.004,34.750
99.980,34.812
101.023,34.844
101.976,34.844
102.999,34.844
103.974,34.844
104.997,34.875
105.973,34.875
106.996,34.969
107.976,34.938
109.004,34.969
109.970,34.969
110.993,34.969
112.114,34.938
112.996,34.969
113.989,35.000
114.991,34.969
115.966,35.000
117.039,35.031
117.965,35.062
118.989,35.094
119.965,35.094
120.987,35.062
121.963,35.094
123.035,35.125
124.012,35.094
124.985,35.125
125.960,35.125
127.081,35.125
127.959,35.125
128.982,35.125
129.957,35.125
130.982,35.156
132.015,35.156
132.980,35.156
133.955,35.188
134.979,35.188
135.954,35.156
136.986,35.156
138.006,35.156
138.984,35.188
139.976,35.156
140.990,35.156
141.999,35.188
143.220,35.188
143.997,35.125
144.972,35.125
145.996,35.188
146.971,35.188
147.995,35.219
148.970,35.250
149.995,35.281
150.969,35.281
151.993,35.281
152.967,35.281
153.991,35.375
154.966,35.406
156.000,35.406
157.111,35.406
157.989,35.438
158.964,35.375
159.987,35.438
160.963,35.406
161.988,35.438
163.107,35.469
163.985,35.469
164.960,35.500
165.983,35.469
166.959,35.500
167.985,35.469
169.034,35.500
169.982,35.469
171.060,35.469
172.091,35.469
173.115,35.438
173.979,35.438
174.954,35.406
175.977,35.438
176.952,35.406
177.976,35.438
178.951,35.438
179.997,35.438
180.950,35.469
182.052,35.500
182.950,35.562
184.005,35.562
185.047,35.562
185.975,35.594
187.043,35.562
187.969,35.625
188.945,35.594
189.968,35.656
191.003,35.656
191.972,35.656
192.991,35.625
193.969,35.656
194.991,35.562
195.964,35.562
196.988,35.531
197.972,35.500
198.996,35.594
199.962,35.531
201.086,35.625
201.968,35.625
202.989,35.625
203.960,35.594
205.097,35.781
205.958,35.781
206.982,35.844
207.965,35.844
209.082,35.781
209.956,35.812
210.980,35.719
211.955,35.750
212.978,35.750
214.156,35.750
214.977,35.719
216.345,35.719
216.976,35.656
217.951,35.656
219.023,35.688
219.973,35.719
220.973,35.719
221.998,35.688
222.977,35.656
223.952,35.656
225.071,35.688
225.946,35.656
227.187,35.656
227.945,35.688
229.005,35.719
230.022,35.656
230.968,35.656
231.942,35.719
232.981,35.750
233.941,35.750
235.161,35.750
236.088,35.781
236.963,35.781
237.948,35.781
238.962,35.781
240.006,35.781
240.961,35.781
241.985,35.750
242.960,35.750
243.983,35.750
245.253,35.688
245.982,35.719
246.957,35.750
247.981,35.750
248.960,35.781
249.985,35.750
250.958,35.781
251.978,35.844
252.953,35.875
253.980,35.875
255.001,35.938
255.976,35.938
256.951,35.906
257.974,35.906
258.998,35.906
259.973,35.938
261.046,35.906
261.981,35.875
263.288,35.844
264.021,35.844
264.946,35.844
265.992,35.875
266.945,35.875
267.968,35.875
268.943,35.875
269.966,35.875
270.983,35.906
271.966,35.938
272.941,35.906
273.964,35.938
274.940,35.906
275.968,35.906
276.987,35.906
278.011,35.906
278.937,35.938
279.987,35.938
280.984,35.938
282.133,35.938
283.084,35.938
283.958,35.938
284.933,35.906
286.203,35.969
286.932,35.938
287.956,35.938
289.001,35.906
289.959,35.906
290.978,35.875
291.953,35.875
292.977,35.875
294.005,35.875
294.976,35.906
296.023,35.844
296.975,35.875
297.950,35.875
298.973,35.875
299.948,35.906
300.972,35.969
301.947,35.969
302.971,36.062
303.946,36.094
304.969,36.094
305.959,36.125
307.001,36.125
307.960,36.125
308.967,36.125
309.946,36.125
310.967,36.125
311.943,36.094
312.965,36.000
313.946,36.031
314.964,36.031
315.939,36.062
316.963,36.062
