df_hash,22ZHK4.SNEL2E
251.239,1.009
251.269,0.988
251.299,0.992
251.329,1.001
251.359,1.008
251.389,0.991
251.419,1.020
251.449,1.002
251.479,0.999
251.509,1.000
251.539,1.003
251.569,1.002
251.599,1.000
251.629,1.000
251.659,0.996
251.689,1.009
251.719,0.998
251.749,1.011
251.779,1.021
251.809,0.999
251.839,0.989
251.869,1.002
251.899,1.005
251.929,0.996
251.959,0.998
251.989,1.010
252.019,1.001
252.049,1.000
252.079,1.003
252.109,1.000
252.139,1.008
252.169,1.003
252.199,0.992
252.229,1.003
252.259,0.999
252.289,1.000
252.319,1.020
252.349,1.004
252.379,0.992
252.409,0.995
252.439,1.003
252.469,1.003
252.499,0.994
252.529,1.018
252.559,0.997
252.589,1.005
252.619,0.998
252.649,0.998
252.679,0.998
252.709,1.009
252.739,0.997
252.769,1.006
252.799,0.995
252.829,1.005
252.859,1.014
252.889,1.001
252.919,0.989
252.949,0.999
252.979,1.003
253.009,1.013
253.039,1.000
253.069,1.017
253.099,0.996
253.129,1.007
253.159,1.007
253.189,1.013
253.219,1.000
253.249,1.019
253.279,1.002
253.309,1.013
253.339,0.992
253.369,0.998
253.399,0.942
253.429,1.000
253.459,0.932
253.489,1.012
253.519,0.986
253.549,1.023
253.579,0.989
253.609,0.998
253.639,0.986
253.669,1.000
253.699,0.977
253.729,0.989
253.759,0.999
253.789,1.000
253.819,1.000
253.849,1.000
253.879,0.998
253.909,0.994
253.939,1.009
253.969,0.991
253.999,1.008
254.029,0.991
254.059,1.008
254.089,1.005
254.119,0.985
254.149,1.002
254.179,1.014
254.209,1.020
254.239,1.002
254.269,1.001
254.299,0.996
254.329,1.006
254.359,1.009
254.389,0.995
254.419,0.997
254.449,0.994
254.479,0.997
254.509,1.009
254.539,1.014
254.569,1.004
254.599,1.005
254.629,1.004
254.659,1.013
254.689,1.009
254.719,1.008
254.749,1.020
254.779,1.008
254.809,1.000
254.839,0.998
254.869,1.004
254.899,1.009
254.929,1.001
254.959,1.001
254.989,1.010
255.019,1.006
255.049,1.027
255.079,1.018
255.109,1.020
255.139,1.021
255.169,1.016
255.199,1.005
255.229,1.010
255.259,1.003
255.289,0.998
255.319,1.004
255.349,1.005
255.379,1.016
255.409,1.012
255.439,1.018
255.469,1.029
255.499,1.015
255.529,1.015
255.559,1.021
255.589,1.021
255.619,1.026
255.649,1.023
255.679,1.008
255.709,0.998
255.739,1.014
255.769,1.018
255.799,1.012
255.829,1.030
255.859,1.022
255.889,1.024
255.919,1.016
255.949,1.014
255.979,1.018
256.009,1.020
256.039,1.033
256.069,1.016
256.099,1.026
256.129,1.012
256.159,1.012
256.189,1.022
256.219,1.009
256.249,1.001
256.279,1.014
256.309,1.013
256.339,1.019
256.369,1.015
256.399,1.023
256.429,1.032
256.459,1.021
256.489,1.024
256.519,1.021
256.549,1.013
256.579,0.993
256.609,1.005
256.639,1.011
256.669,1.021
256.699,1.012
256.729,1.015
256.759,1.011
256.789,1.009
256.819,1.007
256.849,1.011
256.879,1.027
256.909,1.020
256.939,1.018
256.969,1.024
256.999,1.015
257.029,1.004
257.059,1.003
257.089,1.009
257.119,1.008
257.149,1.015
257.179,1.009
257.209,1.010
257.239,1.023
257.269,1.031
257.299,1.031
257.329,1.049
257.359,1.031
257.389,1.031
257.419,1.007
257.449,1.017
257.479,1.008
257.509,1.026
257.539,1.027
257.569,1.040
257.599,1.042
257.629,1.026
257.659,1.022
257.689,1.018
257.719,1.026
257.749,1.007
257.779,1.036
257.809,1.032
257.839,1.024
257.869,1.025
257.899,1.032
257.929,1.038
257.959,1.023
257.989,1.018
258.019,1.031
258.049,1.048
258.079,1.052
258.109,1.061
258.139,1.054
258.169,1.056
258.199,1.033
258.229,1.044
258.259,1.021
258.289,1.043
258.319,1.044
258.349,1.047
258.379,1.044
258.409,1.054
258.439,1.050
258.469,1.042
258.499,1.042
258.529,1.044
258.559,1.021
258.589,1.021
258.619,1.021
258.649,1.025
258.679,1.024
258.709,1.029
258.739,1.017
258.769,1.018
258.799,1.018
258.829,1.029
258.859,1.007
258.889,0.991
258.919,1.012
258.949,1.051
258.979,1.002
259.009,0.982
259.039,0.988
259.069,0.972
259.099,0.973
259.129,0.988
259.159,0.978
259.189,1.008
259.219,1.015
259.249,1.013
259.279,1.004
259.309,1.003
259.339,1.021
259.369,1.020
259.399,1.007
259.429,1.028
259.459,1.020
259.489,1.050
259.519,1.007
259.549,1.017
259.579,1.043
259.609,1.026
259.639,1.025
259.669,1.047
259.699,1.013
259.729,1.018
259.759,1.024
259.789,1.035
259.819,1.033
259.849,1.026
259.879,1.033
259.909,1.029
259.939,1.039
259.969,1.041
259.999,1.038
260.029,1.029
260.059,1.029
260.089,1.026
260.119,1.029
260.149,1.007
260.179,1.027
260.209,1.039
260.239,1.038
260.269,1.037
260.299,1.044
260.329,1.040
260.359,1.023
260.389,1.016
260.419,1.032
260.449,1.029
260.479,1.029
260.509,1.026
260.539,1.036
260.569,1.026
260.599,1.037
260.629,1.025
260.659,1.021
260.689,1.029
260.719,1.013
260.749,1.030
260.779,1.032
260.809,1.030
260.839,1.021
260.869,1.018
260.899,1.022
260.929,1.032
260.959,1.021
260.989,1.037
261.019,1.035
261.049,1.021
261.079,0.988
261.109,0.968
261.139,0.982
261.169,0.981
261.199,0.991
261.229,1.025
261.259,1.031
261.289,1.028
261.319,1.063
261.349,1.096
261.379,1.048
261.409,1.035
261.439,1.044
261.469,1.010
261.499,1.013
261.529,1.021
261.559,1.024
261.589,1.027
261.619,1.028
261.649,1.046
261.679,1.057
261.709,1.035
261.739,1.047
261.769,1.041
261.799,1.053
261.829,1.047
261.859,1.044
261.889,1.050
261.919,1.043
261.949,1.062
261.979,1.051
262.009,1.050
262.039,1.059
262.069,1.050
262.099,1.054
262.129,1.061
262.159,1.052
262.189,1.051
262.219,1.058
262.249,1.057
262.279,1.054
262.309,1.061
262.339,1.053
262.369,1.050
262.399,1.063
262.429,1.050
262.459,1.046
262.489,1.058
262.519,1.041
262.549,1.050
262.579,1.044
262.609,1.044
262.639,1.042
262.669,1.041
262.699,1.031
262.729,1.041
262.759,1.048
262.789,1.040
262.819,1.032
262.849,1.032
262.879,1.038
262.909,1.049
262.939,1.053
262.969,1.058
262.999,1.041
263.029,1.044
263.059,1.043
263.089,1.049
263.119,1.053
263.149,1.056
263.179,1.053
263.209,1.050
263.239,1.060
263.269,1.045
263.299,1.050
263.329,1.048
263.359,1.048
263.389,1.047
263.419,1.051
263.449,1.047
263.479,1.046
263.509,1.052
263.539,1.057
263.569,1.051
263.599,1.052
263.629,1.055
263.659,1.049
263.689,1.046
263.719,1.049
263.749,1.054
263.779,1.049
263.809,1.053
263.839,1.057
263.869,1.047
263.899,1.055
263.929,1.053
263.959,1.053
263.989,1.051
264.019,1.052
264.049,1.044
264.079,1.055
264.109,1.050
264.139,1.055
264.169,1.057
264.199,1.045
264.229,1.045
264.259,1.050
264.289,1.047
264.319,1.056
264.349,1.052
264.379,1.055
264.409,1.047
264.439,1.050
264.469,1.056
264.499,1.050
264.529,1.058
264.559,1.050
264.589,1.045
264.619,1.048
264.649,1.054
264.679,1.050
264.709,1.053
264.739,1.044
264.769,1.046
264.799,1.053
264.829,1.049
264.859,1.057
264.889,1.047
264.919,1.048
264.949,1.039
264.979,1.045
265.009,1.054
265.039,1.052
265.069,1.052
265.099,1.056
265.129,1.048
265.159,1.049
265.189,1.063
265.219,1.049
265.249,1.056
265.279,1.052
265.309,1.055
265.339,1.055
265.369,1.051
265.399,1.049
265.429,1.051
265.459,1.052
265.489,1.049
265.519,1.056
265.549,1.050
265.579,1.059
265.609,1.059
265.639,1.050
265.669,1.053
265.699,1.047
265.729,1.053
265.759,1.051
265.789,1.058
265.819,1.056
265.849,1.053
265.879,1.054
265.909,1.050
265.939,1.048
265.969,1.050
265.999,1.037
266.029,1.039
266.059,1.046
266.089,1.055
266.119,1.053
266.149,1.065
266.179,1.063
266.209,1.062
266.239,1.057
266.269,1.063
266.299,1.068
266.329,1.065
266.359,1.070
266.389,1.064
266.419,1.078
266.449,1.073
266.479,1.061
266.509,1.087
266.539,1.102
266.569,1.120
266.599,1.178
266.629,1.166
266.659,1.074
266.689,1.031
266.719,0.944
266.749,0.926
266.779,0.945
266.809,0.981
266.839,0.994
266.869,1.021
266.899,1.018
266.929,0.980
266.959,1.029
266.989,1.013
267.019,1.013
267.049,0.994
267.079,1.017
267.109,1.021
267.139,1.010
267.169,1.041
267.199,1.016
267.229,1.025
267.259,1.017
267.289,1.027
267.319,1.042
267.349,1.021
267.379,1.027
267.409,1.034
267.439,1.029
267.469,1.040
267.499,1.030
267.529,1.016
267.559,1.029
267.589,1.020
267.619,1.026
267.649,1.025
267.679,1.025
267.709,1.031
267.739,1.029
267.769,1.016
267.799,1.005
267.829,1.017
267.859,1.024
267.889,1.011
267.919,1.025
267.949,1.040
267.979,1.021
268.009,1.019
268.039,1.022
268.069,1.022
268.099,1.015
268.129,1.016
268.159,1.012
268.189,1.026
268.219,1.026
268.249,1.031
268.279,1.033
268.309,1.018
268.339,1.021
268.369,1.024
268.399,1.036
268.429,1.040
268.459,1.055
268.489,1.043
268.519,1.045
268.549,1.042
268.579,1.036
268.609,1.053
268.639,1.042
268.669,1.034
268.699,1.042
268.729,1.014
268.759,1.023
268.789,1.006
268.819,0.981
268.849,0.997
268.879,0.984
268.909,0.981
268.939,1.002
268.969,1.003
268.999,0.998
269.029,0.996
269.059,0.990
269.089,0.993
269.119,0.981
269.149,1.004
269.179,1.009
269.209,1.003
269.239,1.013
269.269,1.001
269.299,1.013
269.329,1.000
269.359,0.988
269.389,0.996
269.419,1.018
269.449,0.990
269.479,1.012
269.509,1.045
269.539,0.998
269.569,1.026
269.599,1.039
269.629,1.034
269.659,1.042
269.689,1.022
269.719,1.031
269.749,1.021
269.779,0.982
269.809,1.007
269.839,1.033
269.869,1.010
269.899,0.999
269.929,1.014
269.959,1.023
269.989,1.023
270.019,1.050
270.049,1.027
270.079,1.021
270.109,1.043
270.139,1.047
270.169,1.038
270.199,1.067
270.229,1.043
270.259,1.053
270.289,1.081
270.319,1.050
270.349,1.033
270.379,1.046
270.409,1.054
270.439,1.049
270.469,1.043
270.499,1.074
270.529,1.063
270.559,1.062
270.589,1.038
270.619,1.028
270.649,1.034
270.679,1.024
270.709,1.028
270.739,1.031
270.769,1.049
270.799,1.059
270.829,1.076
270.859,1.069
270.889,1.056
270.919,1.067
270.949,1.060
270.979,1.058
271.009,1.059
271.039,1.053
271.069,1.058
271.099,1.063
271.129,1.063
271.159,1.062
271.189,1.059
271.219,1.052
271.249,1.059
271.279,1.058
271.309,1.056
271.339,1.056
271.369,1.058
271.399,1.046
271.429,1.047
271.459,1.052
271.489,1.054
271.519,1.058
271.549,1.053
271.579,1.054
271.609,1.049
271.639,1.054
271.669,1.055
271.699,1.052
271.729,1.061
271.759,1.057
271.789,1.047
271.819,1.050
271.849,1.055
271.879,1.058
271.909,1.056
271.939,1.053
271.969,1.050
271.999,1.062
272.029,1.053
272.059,1.053
272.089,1.044
272.119,1.056
272.149,1.056
272.179,1.053
272.209,1.050
272.239,1.051
272.269,1.047
272.299,1.052
272.329,1.049
272.359,1.050
272.389,1.051
272.419,1.057
272.449,1.060
272.479,1.056
272.509,1.051
272.539,1.056
272.569,1.052
272.599,1.060
272.629,1.048
272.659,1.049
272.689,1.052
272.719,1.052
272.749,1.059
272.779,1.055
272.809,1.055
272.839,1.050
272.869,1.048
272.899,1.052
272.929,1.062
272.959,1.056
272.989,1.054
273.019,1.049
273.049,1.049
273.079,1.058
273.109,1.062
273.139,1.056
273.169,1.053
273.199,1.054
273.229,1.055
273.259,1.055
273.289,1.055
273.319,1.054
273.349,1.061
273.379,1.051
273.409,1.049
273.439,1.044
273.469,1.061
273.499,1.051
273.529,1.054
273.559,1.059
273.589,1.061
273.619,1.056
273.649,1.056
273.679,1.060
273.709,1.047
273.739,1.054
273.769,1.050
273.799,1.056
273.829,1.056
273.859,1.060
273.889,1.051
273.919,1.050
273.949,1.039
273.979,1.037
274.009,1.053
274.039,1.024
274.069,1.103
274.099,1.124
274.129,1.073
274.159,1.054
274.189,1.037
274.219,0.998
274.249,0.939
274.279,1.004
274.309,1.040
274.339,1.067
274.369,1.066
274.399,1.076
274.429,1.081
274.459,1.081
274.489,1.082
274.519,1.040
274.549,1.055
274.579,1.077
274.609,1.053
274.639,1.060
274.669,1.055
274.699,1.050
274.729,1.093
274.759,1.079
274.789,1.061
274.819,1.063
274.849,1.038
274.879,1.051
274.909,1.058
274.939,1.075
274.969,1.052
274.999,1.031
275.029,1.048
275.059,1.050
275.089,1.026
275.119,1.031
275.149,1.056
275.179,1.033
275.209,1.021
275.239,1.068
275.269,1.071
275.299,1.062
275.329,1.069
275.359,1.046
275.389,1.084
275.419,1.070
275.449,1.055
275.479,1.060
275.509,1.069
275.539,1.059
275.569,1.054
275.599,1.053
275.629,1.052
275.659,1.055
275.689,1.052
275.719,1.066
275.749,1.063
275.779,1.053
275.809,1.051
275.839,1.054
275.869,1.057
275.899,1.048
275.929,1.062
275.959,1.058
275.989,1.053
276.019,1.062
276.049,1.060
276.079,1.055
276.109,1.049
276.139,1.053
276.169,1.056
276.199,1.055
276.229,1.049
276.259,1.059
276.289,1.059
276.319,1.058
276.349,1.045
276.379,1.054
276.409,1.060
276.439,1.050
276.469,1.058
276.499,1.058
276.529,1.048
276.559,1.053
276.589,1.054
276.619,1.057
276.649,1.058
276.679,1.054
276.709,1.055
276.739,1.054
276.769,1.051
276.799,1.059
276.829,1.057
276.859,1.048
276.889,1.059
276.919,1.058
276.949,1.056
276.979,1.054
277.009,1.058
277.039,1.058
277.069,1.055
277.099,1.064
277.129,1.057
277.159,1.053
277.189,1.059
277.219,1.063
277.249,1.063
277.279,1.064
277.309,1.062
277.339,1.073
277.369,1.077
277.399,1.075
277.429,1.083
277.459,1.075
277.489,1.071
277.519,1.062
277.549,1.023
277.579,1.062
277.609,1.077
277.639,1.044
277.669,1.082
277.699,1.056
277.729,1.059
277.759,1.045
277.789,1.035
277.819,1.043
277.849,1.019
277.879,1.029
277.909,1.035
277.939,1.029
277.969,1.038
277.999,1.042
278.029,1.033
278.059,1.041
278.089,1.053
278.119,1.054
278.149,1.049
278.179,1.059
278.209,1.062
278.239,1.047
278.269,1.041
278.299,1.041
278.329,1.022
278.359,1.052
278.389,1.034
278.419,1.025
278.449,1.029
278.479,1.028
278.509,1.010
278.539,1.036
278.569,1.023
278.599,1.056
278.629,1.066
278.659,1.063
278.689,1.078
278.719,1.073
278.749,1.081
278.779,1.063
278.809,1.060
278.839,1.043
278.869,1.064
278.899,1.028
278.929,1.017
278.959,1.031
278.989,1.037
279.019,1.027
279.049,1.041
279.079,1.039
279.109,1.043
279.139,1.026
279.169,1.016
279.199,1.033
279.229,1.015
279.259,0.993
279.289,1.018
279.319,1.049
279.349,1.022
279.379,1.038
279.409,1.045
279.439,1.037
279.469,1.066
279.499,1.031
279.529,1.057
279.559,1.058
279.589,1.043
279.619,1.040
279.649,1.066
279.679,1.066
279.709,1.071
279.739,1.074
279.769,1.057
279.799,1.062
279.829,1.067
279.859,1.070
279.889,1.065
279.919,1.062
279.949,1.058
279.979,1.065
280.009,1.061
280.039,1.062
280.069,1.057
280.099,1.054
280.129,1.053
280.159,1.046
280.189,1.047
280.219,1.051
280.249,1.050
280.279,1.053
280.309,1.055
280.339,1.053
280.369,1.054
280.399,1.053
280.429,1.052
280.459,1.050
280.489,1.051
280.519,1.049
280.549,1.066
280.579,1.050
280.609,1.052
280.639,1.057
280.669,1.051
280.699,1.045
280.729,1.054
280.759,1.056
280.789,1.048
280.819,1.058
280.849,1.048
280.879,1.058
280.909,1.054
280.939,1.050
280.969,1.060
280.999,1.050
281.029,1.046
281.059,1.042
281.089,1.061
281.119,1.049
281.149,1.050
281.179,1.062
281.209,1.050
281.239,1.055
281.269,1.056
281.299,1.052
281.329,1.046
281.359,1.052
281.389,1.055
281.419,1.055
281.449,1.052
281.479,1.052
281.509,1.055
281.539,1.054
281.569,1.060
281.599,1.045
281.629,1.058
281.659,1.063
281.689,1.051
281.719,1.059
281.749,1.056
281.779,1.047
281.809,1.054
281.839,1.053
281.869,1.051
281.899,1.048
281.929,1.056
281.959,1.047
281.989,1.053
282.019,1.057
282.049,1.054
282.079,1.057
282.109,1.055
282.139,1.055
282.169,1.052
282.199,1.056
282.229,1.048
282.259,1.054
282.289,1.056
282.319,1.056
282.349,1.047
282.379,1.052
282.409,1.058
282.439,1.053
282.469,1.051
282.499,1.055
282.529,1.061
282.559,1.049
282.589,1.054
282.619,1.051
282.649,1.051
282.679,1.046
282.709,1.050
282.739,1.041
282.769,1.043
282.799,1.046
282.829,1.053
282.859,1.053
282.889,1.035
282.919,1.045
282.949,1.032
282.979,1.024
283.009,1.021
283.039,1.021
283.069,1.044
283.099,1.070
283.129,1.094
283.159,1.063
283.189,1.053
283.219,1.052
283.249,1.062
283.279,1.054
283.309,1.049
283.339,1.043
283.369,1.048
283.399,1.047
283.429,1.046
283.459,1.021
283.489,1.032
283.519,1.039
283.549,1.032
283.579,1.044
283.609,1.037
283.639,1.044
283.669,1.035
283.699,1.025
283.729,1.032
283.759,1.039
283.789,1.027
283.819,1.043
283.849,1.029
283.879,1.026
283.909,1.017
283.939,1.021
283.969,1.024
283.999,1.014
284.029,1.045
284.059,1.029
284.089,1.008
284.119,1.026
284.149,1.021
284.179,1.046
284.209,1.029
284.239,1.036
284.269,1.037
284.299,1.018
284.329,1.019
284.359,1.013
284.389,1.027
284.419,1.024
284.449,1.031
284.479,1.035
284.509,1.042
284.539,1.037
284.569,1.025
284.599,1.014
284.629,1.022
284.659,1.029
284.689,1.029
284.719,1.034
284.749,1.026
284.779,1.034
284.809,1.025
284.839,1.021
284.869,1.007
284.899,1.014
284.929,1.011
284.959,1.027
284.989,1.007
285.019,1.035
285.049,1.036
285.079,1.038
285.109,1.046
285.139,1.035
285.169,1.040
285.199,1.026
285.229,1.037
285.259,1.043
285.289,1.028
285.319,1.041
285.349,1.046
285.379,1.050
285.409,1.004
285.439,1.042
285.469,1.016
285.499,1.041
285.529,1.018
285.559,1.022
285.589,1.031
285.619,1.037
285.649,1.025
285.679,1.075
285.709,1.057
285.739,1.046
285.769,1.064
285.799,1.020
285.829,1.057
285.859,1.045
285.889,1.059
285.919,1.072
285.949,1.059
285.979,1.064
286.009,1.062
286.039,1.042
286.069,1.065
286.099,1.056
286.129,1.040
286.159,1.056
286.189,1.060
286.219,1.057
286.249,1.069
286.279,1.080
286.309,1.065
286.339,1.068
286.369,1.067
286.399,1.064
286.429,1.064
286.459,1.068
286.489,1.062
286.519,1.058
286.549,1.059
286.579,1.053
286.609,1.048
286.639,1.051
286.669,1.061
286.699,1.060
286.729,1.056
286.759,1.051
286.789,1.049
286.819,1.059
286.849,1.055
286.879,1.049
286.909,1.061
286.939,1.058
286.969,1.052
286.999,1.055
287.029,1.058
287.059,1.061
287.089,1.057
287.119,1.053
287.149,1.057
287.179,1.060
287.209,1.060
287.239,1.063
287.269,1.062
287.299,1.054
287.329,1.052
287.359,1.065
287.389,1.058
287.419,1.059
287.449,1.049
287.479,1.053
287.509,1.061
287.539,1.055
287.569,1.062
287.599,1.056
287.629,1.059
287.659,1.055
287.689,1.053
287.719,1.051
287.749,1.055
287.779,1.060
287.809,1.059
287.839,1.059
287.869,1.056
287.899,1.057
287.929,1.061
287.959,1.061
287.989,1.060
288.019,1.049
288.049,1.053
288.079,1.056
288.109,1.055
288.139,1.075
288.169,1.063
288.199,1.057
288.229,1.053
288.259,1.052
288.289,1.059
288.319,1.055
288.349,1.061
288.379,1.054
288.409,1.059
288.439,1.055
288.469,1.057
288.499,1.058
288.529,1.057
288.559,1.059
288.589,1.054
288.619,1.054
288.649,1.051
288.679,1.048
288.709,1.058
288.739,1.059
288.769,1.060
288.799,1.060
288.829,1.056
288.859,1.059
288.889,1.053
288.919,1.061
288.949,1.058
288.979,1.060
289.009,1.062
289.039,1.052
289.069,1.062
289.099,1.060
289.129,1.062
289.159,1.057
289.189,1.051
289.219,1.052
289.249,1.052
289.279,1.062
289.309,1.062
289.339,1.062
289.369,1.055
289.399,1.056
289.429,1.055
289.459,1.049
289.489,1.049
289.519,1.060
289.549,1.057
289.579,1.056
289.609,1.059
289.639,1.057
289.669,1.063
289.699,1.063
289.729,1.058
289.759,1.060
289.789,1.058
289.819,1.058
289.849,1.060
289.879,1.060
289.909,1.060
289.939,1.061
289.969,1.056
289.999,1.057
290.029,1.054
290.059,1.051
290.089,1.061
290.119,1.057
290.149,1.059
290.179,1.057
290.209,1.057
290.239,1.061
290.269,1.060
290.299,1.060
290.329,1.060
290.359,1.053
290.389,1.059
290.419,1.058
290.449,1.062
290.479,1.060
290.509,1.058
290.539,1.061
290.569,1.062
290.599,1.055
290.629,1.054
290.659,1.057
290.689,1.065
290.719,1.055
290.749,1.056
290.779,1.060
290.809,1.059
290.839,1.057
290.869,1.057
290.899,1.063
290.929,1.049
290.959,1.055
290.989,1.059
291.019,1.059
291.049,1.063
291.079,1.059
291.109,1.062
291.139,1.063
291.169,1.055
291.199,1.062
291.229,1.056
291.259,1.064
291.289,1.063
291.319,1.062
291.349,1.067
291.379,1.059
291.409,1.060
291.439,1.059
291.469,1.058
291.499,1.059
291.529,1.058
291.559,1.056
291.589,1.055
291.619,1.062
291.649,1.062
291.679,1.057
291.709,1.059
291.739,1.057
291.769,1.058
291.799,1.059
291.829,1.061
291.859,1.054
291.889,1.056
291.919,1.057
291.949,1.053
291.979,1.053
292.009,1.051
292.039,1.058
292.069,1.052
292.099,1.048
292.129,1.055
292.159,1.054
292.189,1.062
292.219,1.059
292.249,1.054
292.279,1.060
292.309,1.054
292.339,1.053
292.369,1.058
292.399,1.052
292.429,1.060
292.459,1.055
292.489,1.068
292.519,1.067
292.549,1.062
292.579,1.068
292.609,1.078
292.639,1.071
292.669,1.065
292.699,1.061
292.729,1.062
292.759,1.064
292.789,1.062
292.819,1.062
292.849,1.062
292.879,1.054
292.909,1.050
292.939,1.072
292.969,1.067
292.999,1.059
293.029,1.059
293.059,1.067
293.089,1.070
293.119,1.058
293.149,1.042
293.179,1.060
293.209,1.068
293.239,1.066
293.269,1.060
293.299,1.060
293.329,1.057
293.359,1.065
293.389,1.061
293.419,1.055
293.449,1.058
293.479,1.059
293.509,1.060
293.539,1.056
293.569,1.062
293.599,1.063
293.629,1.060
293.659,1.061
293.689,1.067
293.719,1.061
293.749,1.059
293.779,1.054
293.809,1.063
293.839,1.064
293.869,1.055
293.899,1.058
293.929,1.063
293.959,1.067
293.989,1.057
294.019,1.056
294.049,1.061
294.079,1.064
294.109,1.056
294.139,1.059
294.169,1.065
294.199,1.061
294.229,1.063
294.259,1.062
294.289,1.062
294.319,1.056
294.349,1.060
294.379,1.064
294.409,1.054
294.439,1.061
294.469,1.064
294.499,1.064
294.529,1.062
294.559,1.054
294.589,1.055
294.619,1.062
294.649,1.063
294.679,1.065
294.709,1.060
294.739,1.066
294.769,1.069
294.799,1.068
294.829,1.068
294.859,1.071
294.889,1.065
294.919,1.059
294.949,1.070
294.979,1.074
295.009,1.071
295.039,1.063
295.069,1.061
295.099,1.063
295.129,1.062
295.159,1.068
295.189,1.080
295.219,1.082
295.249,1.079
295.279,1.068
295.309,1.069
295.339,1.058
295.369,1.044
295.399,1.057
295.429,1.041
295.459,1.046
295.489,1.046
295.519,1.024
295.549,1.035
295.579,1.044
295.609,1.041
295.639,1.045
295.669,1.029
295.699,1.050
295.729,1.046
295.759,1.039
295.789,1.052
295.819,1.046
295.849,1.035
295.879,1.044
295.909,1.037
295.939,1.032
295.969,1.034
295.999,1.036
296.029,1.039
296.059,1.050
296.089,1.034
296.119,1.047
296.149,1.034
296.179,1.047
296.209,1.042
296.239,1.057
296.269,1.053
296.299,1.056
296.329,1.065
296.359,1.067
296.389,1.022
296.419,1.027
296.449,1.030
296.479,1.020
296.509,1.022
296.539,1.020
296.569,1.034
296.599,1.045
296.629,1.036
296.659,1.027
296.689,1.037
296.719,1.027
296.749,1.033
296.779,1.030
296.809,1.025
296.839,1.001
296.869,0.985
296.899,1.003
296.929,0.963
296.959,0.989
296.989,0.995
297.019,1.025
297.049,1.001
297.079,0.997
297.109,1.037
297.139,1.049
297.169,1.021
297.199,1.038
297.229,1.059
297.259,1.036
297.289,1.064
297.319,1.049
297.349,1.058
297.379,1.065
297.409,1.069
297.439,1.059
297.469,1.055
297.499,1.062
297.529,1.068
297.559,1.071
297.589,1.064
297.619,1.067
297.649,1.062
297.679,1.062
297.709,1.053
297.739,1.053
297.769,1.061
297.799,1.064
297.829,1.043
297.859,1.041
297.889,1.041
297.919,1.029
297.949,1.020
297.979,1.002
298.009,1.021
298.039,1.009
298.069,1.029
298.099,1.056
298.129,1.044
298.159,1.048
298.189,1.048
298.219,1.053
298.249,1.048
298.279,1.040
298.309,1.052
298.339,1.055
298.369,1.053
298.399,1.062
298.429,1.058
298.459,1.046
298.489,1.039
298.519,1.049
298.549,1.050
298.579,1.051
298.609,1.049
298.639,1.048
298.669,1.046
298.699,1.049
298.729,1.054
298.759,1.060
298.789,1.054
298.819,1.047
298.849,1.050
298.879,1.053
298.909,1.057
298.939,1.056
298.969,1.048
298.999,1.049
299.029,1.045
299.059,1.050
299.089,1.052
299.119,1.053
299.149,1.062
299.179,1.057
299.209,1.050
299.239,1.057
299.269,1.048
299.299,1.049
299.329,1.044
299.359,1.054
299.389,1.056
299.419,1.052
299.449,1.055
299.479,1.052
299.509,1.049
299.539,1.051
299.569,1.044
299.599,1.048
299.629,1.052
299.659,1.053
299.689,1.054
299.719,1.052
299.749,1.048
299.779,1.053
299.809,1.050
299.839,1.048
299.869,1.045
299.899,1.044
299.929,1.052
299.959,1.050
299.989,1.055
300.019,1.047
300.049,1.058
300.079,1.047
300.109,1.044
300.139,1.049
300.169,1.050
300.199,1.051
300.229,1.049
300.259,1.052
300.289,1.052
300.319,1.054
300.349,1.053
300.379,1.050
300.409,1.043
300.439,1.041
300.469,1.050
300.499,1.054
300.529,1.049
300.559,1.059
300.589,1.051
300.619,1.052
300.649,1.051
300.679,1.050
300.709,1.038
300.739,1.056
300.769,1.047
300.799,1.055
300.829,1.055
300.859,1.064
300.889,1.054
300.919,1.043
300.949,1.057
300.979,1.046
301.009,1.054
301.039,1.052
301.069,1.058
301.099,1.047
301.129,1.058
301.159,1.052
301.189,1.052
301.219,1.049
301.249,1.048
301.279,1.049
301.309,1.055
301.339,1.053
301.369,1.051
301.399,1.056
301.429,1.054
301.459,1.051
301.489,1.056
301.519,1.051
301.549,1.051
301.579,1.049
301.609,1.050
301.639,1.052
301.669,1.055
301.699,1.055
301.729,1.055
301.759,1.049
301.789,1.049
301.819,1.048
301.849,1.056
301.879,1.046
301.909,1.047
301.939,1.058
301.969,1.048
301.999,1.044
302.029,1.055
302.059,1.050
302.089,1.057
302.119,1.040
302.149,1.046
302.179,1.043
302.209,1.042
302.239,1.052
302.269,1.054
302.299,1.051
302.329,1.054
302.359,1.059
302.389,1.061
302.419,1.056
302.449,1.062
302.479,1.053
302.509,1.049
302.539,1.056
302.569,1.058
302.599,1.050
302.629,1.052
302.659,1.047
302.689,1.054
302.719,1.050
302.749,1.054
302.779,1.047
302.809,1.059
302.839,1.056
302.869,1.049
302.899,1.052
302.929,1.051
302.959,1.051
302.989,1.048
303.019,1.064
303.049,1.046
303.079,1.057
303.109,1.056
303.139,1.051
303.169,1.046
303.199,1.055
303.229,1.053
303.259,1.042
303.289,1.050
303.319,1.054
303.349,1.052
303.379,1.048
303.409,1.056
303.439,1.047
303.469,1.052
303.499,1.054
303.529,1.048
303.559,1.045
303.589,1.056
303.619,1.049
