df_hash,22ZHK4.P6Z1T7
116.574,0.999
116.604,0.988
116.634,0.996
116.664,0.998
116.694,0.993
116.724,0.994
116.754,0.996
116.784,0.997
116.814,0.998
116.844,0.993
116.874,0.996
116.904,0.996
116.934,0.996
116.964,0.998
116.994,0.997
117.024,0.995
117.054,0.991
117.084,0.992
117.114,0.998
117.144,0.997
117.174,0.998
117.204,0.991
117.234,0.997
117.264,1.007
117.294,0.997
117.324,0.993
117.354,0.992
117.384,0.992
117.414,0.999
117.444,1.002
117.474,0.993
117.504,0.988
117.534,1.005
117.564,0.999
117.594,0.992
117.624,0.990
117.654,0.993
117.684,0.993
117.714,0.998
117.744,0.999
117.774,0.994
117.804,0.994
117.834,0.996
117.864,0.990
117.894,1.001
117.924,0.991
117.954,0.990
117.984,0.995
118.014,0.993
118.044,0.998
118.074,1.003
118.104,0.993
118.134,0.990
118.164,1.001
118.194,0.998
118.224,1.000
118.254,0.998
118.284,0.991
118.314,0.997
118.344,0.997
118.374,0.990
118.404,0.993
118.434,0.997
118.464,0.998
118.494,1.001
118.524,0.994
118.554,0.993
118.584,0.994
118.614,0.995
118.644,0.994
118.674,0.993
118.704,1.000
118.734,0.995
118.764,1.000
118.794,0.993
118.824,0.990
118.854,0.992
118.884,0.997
118.914,0.998
118.944,0.991
118.974,0.990
119.004,0.998
119.034,0.996
119.064,0.990
119.094,0.993
119.124,0.996
119.154,0.996
119.184,0.994
119.214,0.991
119.244,0.998
119.274,0.994
119.304,0.998
119.334,0.995
119.364,0.996
119.394,0.994
119.424,1.005
119.454,0.988
119.484,0.986
119.514,0.993
119.544,0.995
119.574,1.003
119.604,0.993
119.634,0.991
119.664,1.002
119.694,0.996
119.724,0.994
119.754,0.993
119.784,0.994
119.814,0.998
119.844,0.998
119.874,0.993
119.904,1.000
119.934,0.996
119.964,0.996
119.994,0.996
120.024,0.990
120.054,0.997
120.084,1.003
120.114,0.996
120.144,0.997
120.174,0.988
120.204,0.994
120.234,1.002
120.264,0.997
120.294,0.995
120.324,0.985
120.354,0.999
120.384,1.002
120.414,0.992
120.444,0.995
120.474,0.991
120.504,0.997
120.534,1.003
120.564,0.997
120.594,0.999
120.624,0.991
120.654,0.999
120.684,0.993
120.714,1.000
120.744,0.988
120.774,0.995
120.804,0.988
120.834,1.002
120.864,1.002
120.894,0.997
120.924,0.988
120.954,1.002
120.984,0.995
121.014,0.993
121.044,0.999
121.074,0.991
121.104,0.998
121.134,0.997
121.164,0.996
121.194,0.994
121.224,0.989
121.254,0.992
121.284,0.996
121.314,0.994
121.344,0.993
121.374,0.988
121.404,0.993
121.434,0.996
121.464,0.994
121.494,0.995
121.524,1.000
121.554,0.996
121.584,0.996
121.614,0.991
121.644,1.001
121.674,0.996
121.704,0.990
121.734,0.988
121.764,0.993
121.794,0.998
121.824,0.996
121.854,1.002
121.884,0.989
121.914,0.995
121.944,1.005
121.974,0.995
122.004,0.994
122.034,0.988
122.064,0.993
122.094,0.990
122.124,1.000
122.154,0.995
122.184,0.993
122.214,0.995
122.244,0.989
122.274,0.993
122.304,0.997
122.334,0.996
122.364,0.989
122.394,0.999
122.424,0.992
122.454,0.994
122.484,1.002
122.514,0.999
122.544,0.996
122.574,0.990
122.604,0.993
122.634,0.999
122.664,0.993
122.694,0.995
122.724,0.988
122.754,0.996
122.784,0.997
122.814,0.995
122.844,0.997
122.874,0.993
122.904,0.991
122.934,1.002
122.964,0.998
122.994,0.994
123.024,0.995
123.054,0.994
123.084,0.993
123.114,0.999
123.144,0.993
123.174,0.996
123.204,1.000
123.234,0.997
123.264,0.996
123.294,0.990
123.324,0.992
123.354,0.996
123.384,1.003
123.414,0.994
123.444,0.991
123.474,0.997
123.504,0.995
123.534,0.996
123.564,0.994
123.594,0.980
123.624,0.996
123.654,1.003
123.684,0.997
123.714,0.990
123.744,0.993
123.774,0.992
123.804,0.996
123.834,0.999
123.864,0.991
123.894,0.999
123.924,0.999
123.954,0.994
123.984,0.995
124.014,0.990
124.044,0.990
124.074,0.989
124.104,1.002
124.134,0.996
124.164,1.005
124.194,0.992
124.224,0.987
124.254,0.993
124.284,0.994
124.314,0.999
124.344,0.996
124.374,0.990
124.404,0.997
124.434,0.998
124.464,0.994
124.494,0.990
124.524,0.995
124.554,0.994
124.584,0.996
124.614,0.999
124.644,1.000
124.674,0.994
124.704,0.996
124.734,0.996
124.764,0.998
124.794,0.991
124.824,0.990
124.854,0.997
124.884,0.989
124.914,1.003
124.944,0.996
124.974,0.987
125.004,0.995
125.034,1.001
125.064,0.995
125.094,0.996
125.124,0.994
125.154,0.994
125.184,1.000
125.214,0.995
125.244,0.987
125.274,0.990
125.304,0.998
125.334,0.998
125.364,0.998
125.394,0.996
125.424,0.996
125.454,0.994
125.484,0.994
125.514,0.997
125.544,0.992
125.574,0.997
125.604,0.990
125.634,1.001
125.664,0.995
125.694,1.000
125.724,0.994
125.754,0.993
125.784,0.994
125.814,1.003
125.844,0.998
125.874,0.996
125.904,0.991
125.934,0.995
125.964,0.994
125.994,0.997
126.024,0.995
126.054,0.995
126.084,0.998
126.114,0.997
126.144,0.999
126.174,0.995
126.204,0.995
126.234,0.998
126.264,0.993
126.294,0.994
126.324,1.000
126.354,1.002
126.384,0.998
126.414,0.993
126.444,0.995
126.474,0.999
126.504,1.004
126.534,0.996
126.564,0.990
126.594,0.992
126.624,0.994
126.654,1.002
126.684,0.996
126.714,0.996
126.744,0.998
126.774,1.000
126.804,0.993
126.834,0.994
126.864,0.995
126.894,0.992
126.924,0.996
126.954,0.997
126.984,0.993
127.014,0.993
127.044,0.994
127.074,0.990
127.104,0.998
127.134,1.000
127.164,0.991
127.194,0.995
127.224,0.990
127.254,1.000
127.284,0.999
127.314,1.004
127.344,0.993
127.374,0.991
127.404,0.994
127.434,0.997
127.464,1.002
127.494,0.994
127.524,0.988
127.554,1.001
127.584,1.000
127.614,0.992
127.644,0.991
127.674,0.994
127.704,0.999
127.734,0.994
127.764,0.992
127.794,0.996
127.824,0.992
127.854,0.999
127.884,0.996
127.914,0.992
127.944,0.995
127.974,1.002
128.004,0.993
128.034,1.000
128.064,0.992
128.094,0.986
128.124,0.994
128.154,1.004
128.184,0.998
128.214,0.994
128.244,0.995
128.274,0.998
128.304,0.997
128.334,0.990
128.364,0.992
128.394,0.997
128.424,1.001
128.454,0.994
128.484,0.999
128.514,0.996
128.544,0.996
128.574,0.998
128.604,0.995
128.634,0.993
128.664,0.992
128.694,0.988
128.724,1.002
128.754,0.993
128.784,0.988
128.814,0.999
128.844,0.993
128.874,1.004
128.904,0.998
128.934,0.994
128.964,1.005
128.994,0.999
129.024,0.988
129.054,0.991
129.084,1.000
129.114,0.998
129.144,0.997
129.174,0.993
129.204,0.998
129.234,0.997
129.264,0.998
129.294,0.993
129.324,0.992
129.354,1.001
129.384,1.006
129.414,0.988
129.444,0.989
129.474,0.999
129.504,1.000
129.534,1.000
129.564,1.005
129.594,0.988
129.624,0.989
129.654,1.002
129.684,0.995
129.714,0.992
129.744,0.996
129.774,0.998
129.804,0.997
129.834,0.997
129.864,0.997
129.894,0.993
129.924,0.998
129.954,0.992
129.984,0.997
130.014,0.991
130.044,0.994
130.074,1.010
130.104,0.997
130.134,0.992
130.164,0.989
130.194,0.996
130.224,1.001
130.254,0.998
130.284,0.990
130.314,0.989
130.344,1.001
130.374,1.002
130.404,0.991
130.434,0.989
130.464,0.994
130.494,1.002
130.524,0.998
130.554,0.993
130.584,1.000
130.614,1.000
130.644,0.994
130.674,0.997
130.704,0.989
130.734,0.996
130.764,0.997
130.794,0.999
130.824,0.998
130.854,0.994
130.884,0.990
130.914,0.997
130.944,0.992
130.974,1.001
131.004,0.999
131.034,0.992
131.064,0.990
131.094,1.000
131.124,0.999
131.154,0.998
131.184,0.995
131.214,0.988
131.244,1.000
131.274,1.000
131.304,0.990
131.334,0.998
131.364,0.995
131.394,0.996
131.424,1.002
131.454,0.996
131.484,0.992
131.514,0.994
131.544,0.995
131.574,1.002
131.604,0.997
131.634,0.994
131.664,0.998
131.694,0.996
131.724,0.989
131.754,1.000
131.784,0.996
131.814,1.000
131.844,0.990
131.874,0.992
131.904,1.001
131.934,1.003
131.964,0.998
131.994,0.990
132.024,0.994
132.054,0.998
132.084,0.998
132.114,1.001
132.144,0.999
132.174,0.991
132.204,0.994
132.234,0.996
132.264,0.994
132.294,0.993
132.324,0.997
132.354,0.999
132.384,1.001
132.414,0.998
132.444,0.998
132.474,0.997
132.504,0.996
132.534,0.997
132.564,0.997
132.594,0.993
132.624,0.999
132.654,0.994
132.684,0.993
132.714,0.997
132.744,1.000
132.774,0.994
132.804,0.993
132.834,0.992
132.864,0.995
132.894,1.002
132.924,0.993
132.954,0.989
132.984,0.995
133.014,0.995
133.044,1.001
133.074,0.998
133.104,0.997
133.134,0.991
133.164,0.992
133.194,0.998
133.224,0.994
133.254,0.991
133.284,0.991
133.314,0.992
133.344,0.998
133.374,0.998
133.404,0.996
133.434,0.996
133.464,0.994
133.494,0.998
133.524,0.994
133.554,0.995
133.584,1.002
133.614,0.995
133.644,0.989
133.674,0.991
133.704,1.002
133.734,0.999
133.764,1.000
133.794,0.996
133.824,0.990
133.854,0.997
133.884,0.997
133.914,0.996
133.944,0.996
133.974,0.985
134.004,1.002
134.034,0.998
134.064,0.991
134.094,0.992
134.124,0.994
134.154,1.001
134.184,0.995
134.214,0.996
134.244,0.996
134.274,0.996
134.304,0.994
134.334,0.998
134.364,0.998
134.394,0.993
134.424,0.995
134.454,0.998
134.484,1.000
134.514,0.992
134.544,0.990
134.574,0.993
134.604,0.996
134.634,1.000
134.664,0.997
134.694,0.991
134.724,1.000
134.754,0.995
134.784,0.990
134.814,0.997
134.844,0.995
134.874,1.000
134.904,0.996
134.934,0.992
134.964,0.997
134.994,0.992
135.024,0.997
135.054,0.999
135.084,0.996
135.114,0.990
135.144,0.991
135.174,1.002
135.204,0.994
135.234,0.990
135.264,0.989
135.294,1.000
135.324,0.998
135.354,0.996
135.384,0.998
135.414,0.987
135.444,1.000
135.474,1.001
135.504,0.991
135.534,0.992
135.564,0.993
135.594,1.000
135.624,0.996
135.654,0.999
135.684,0.991
135.714,0.989
135.744,1.002
135.774,0.998
135.804,0.994
135.834,0.992
135.864,0.997
135.894,1.003
135.924,1.000
135.954,0.997
135.984,0.991
136.014,0.998
136.044,0.996
136.074,0.998
136.104,0.992
136.134,0.989
136.164,1.000
136.194,1.002
136.224,0.996
136.254,0.988
136.284,0.998
136.314,0.994
136.344,0.999
136.374,0.998
136.404,0.995
136.434,0.995
136.464,0.996
136.494,0.996
136.524,0.997
136.554,1.000
136.584,0.987
136.614,0.992
136.644,1.002
136.674,1.001
136.704,0.995
136.734,0.987
136.764,0.995
136.794,0.996
136.824,1.000
136.854,0.995
136.884,0.994
136.914,0.997
136.944,0.996
136.974,0.997
137.004,0.995
137.034,0.994
137.064,0.996
137.094,0.995
137.124,0.995
137.154,0.997
137.184,0.992
137.214,0.996
137.244,0.996
137.274,0.989
137.304,1.000
137.334,0.996
137.364,0.995
137.394,0.990
137.424,0.997
137.454,1.000
137.484,1.001
137.514,0.995
137.544,0.994
137.574,0.990
137.604,0.996
137.634,0.997
137.664,0.991
137.694,0.992
137.724,0.998
137.754,0.997
137.784,0.995
137.814,0.993
137.844,0.995
137.874,0.995
137.904,0.992
137.934,0.998
137.964,0.998
137.994,0.997
138.024,0.994
138.054,0.996
138.084,0.996
138.114,0.995
138.144,0.992
138.174,1.000
138.204,0.996
138.234,0.997
138.264,0.985
138.294,1.000
138.324,1.003
138.354,1.002
138.384,0.994
138.414,0.989
138.444,0.997
138.474,0.999
138.504,0.998
138.534,0.998
138.564,0.988
138.594,1.000
138.624,0.998
138.654,0.995
138.684,0.994
138.714,0.993
138.744,0.997
138.774,1.000
138.804,0.991
138.834,0.992
138.864,0.998
138.894,0.997
138.924,0.992
138.954,1.000
138.984,0.999
139.014,0.998
139.044,0.996
139.074,0.992
139.104,0.995
139.134,1.002
139.164,0.997
139.194,0.992
139.224,0.991
139.254,0.996
139.284,0.998
139.314,0.997
139.344,0.995
139.374,0.992
139.404,1.000
139.434,0.993
139.464,0.993
139.494,0.994
139.524,0.998
139.554,1.002
139.584,0.995
139.614,0.993
139.644,0.996
139.674,0.995
139.704,0.999
139.734,0.994
139.764,0.995
139.794,0.991
139.824,0.996
139.854,0.997
139.884,1.000
139.914,0.992
139.944,0.990
139.974,0.993
140.004,0.995
140.034,1.000
140.064,0.997
140.094,0.984
140.124,0.998
140.154,0.998
140.184,0.991
140.214,0.994
140.244,0.996
140.274,1.002
140.304,0.993
140.334,0.990
140.364,0.998
140.394,0.996
140.424,0.994
140.454,0.999
140.484,0.987
140.514,1.000
140.544,0.999
140.574,1.005
140.604,0.994
140.634,0.990
140.664,0.991
140.694,0.998
140.724,1.003
140.754,0.994
140.784,0.984
140.814,1.004
140.844,0.998
140.874,0.991
140.904,0.996
140.934,0.993
140.964,0.997
140.994,0.999
141.024,0.991
141.054,0.998
141.084,0.997
141.114,0.994
141.144,0.995
141.174,0.988
141.204,0.996
141.234,1.000
141.264,1.000
141.294,0.991
141.324,0.990
141.354,0.993
141.384,1.000
141.414,0.999
141.444,0.994
141.474,0.986
141.504,1.001
141.534,1.003
141.564,0.992
141.594,0.992
141.624,0.995
141.654,1.000
141.684,1.000
141.714,0.992
141.744,0.992
141.774,0.997
141.804,0.996
141.834,0.994
141.864,0.995
141.894,0.998
141.924,0.993
141.954,1.005
141.984,0.993
142.014,0.990
142.044,0.993
142.074,0.994
142.104,0.999
142.134,0.997
142.164,1.000
142.194,0.997
142.224,0.995
142.254,1.000
142.284,0.992
142.314,0.994
142.344,0.998
142.374,0.991
142.404,1.000
142.434,0.999
142.464,0.990
142.494,0.996
142.524,0.999
142.554,0.995
142.584,0.996
142.614,0.990
142.644,0.994
142.674,1.000
142.704,1.000
142.734,0.995
142.764,0.990
142.794,0.995
142.824,0.998
142.854,0.999
142.884,0.996
142.914,0.989
142.944,0.993
142.974,0.995
143.004,0.995
143.034,0.991
143.064,1.000
143.094,0.996
143.124,0.995
143.154,0.997
143.184,0.997
143.214,0.996
143.244,0.994
143.274,1.000
143.304,0.996
143.334,1.000
143.364,0.997
143.394,0.995
143.424,0.997
143.454,1.002
143.484,0.991
143.514,0.990
143.544,0.993
143.574,0.997
143.604,1.001
143.634,0.999
143.664,0.983
143.694,1.001
143.724,0.994
143.754,0.996
143.784,0.993
143.814,0.998
143.844,1.000
143.874,0.996
143.904,0.995
143.934,0.993
143.964,0.994
143.994,0.995
144.024,0.996
144.054,0.996
144.084,0.990
144.114,0.997
144.144,0.999
144.174,1.005
144.204,0.991
144.234,0.990
144.264,0.994
144.294,0.998
144.324,0.999
144.354,0.996
144.384,0.990
144.414,1.001
144.444,0.995
144.474,0.994
144.504,0.989
144.534,0.999
144.564,0.997
144.594,0.997
144.624,0.998
144.654,0.996
144.684,0.997
144.714,0.993
144.744,0.999
144.774,0.990
144.804,0.997
144.834,0.999
144.864,0.995
144.894,0.992
144.924,0.990
144.954,0.994
144.984,0.999
145.014,1.004
145.044,0.995
145.074,0.990
145.104,0.997
145.134,0.996
145.164,0.994
145.194,0.996
145.224,0.997
145.254,0.995
145.284,0.997
145.314,0.996
145.344,0.997
145.374,0.998
145.404,0.994
145.434,0.995
145.464,0.984
145.494,0.998
145.524,1.002
145.554,1.001
145.584,0.992
145.614,0.987
145.644,0.994
145.674,1.001
145.704,1.000
145.734,0.995
145.764,0.980
145.794,1.001
145.824,1.000
145.854,0.995
145.884,0.991
145.914,0.997
145.944,0.997
145.974,1.000
146.004,0.998
146.034,0.992
146.064,0.991
146.094,0.997
146.124,0.996
146.154,0.997
146.184,0.987
146.214,1.000
146.244,0.998
146.274,1.001
146.304,0.995
146.334,0.993
146.364,0.993
146.394,1.000
146.424,0.997
146.454,0.999
146.484,0.998
146.514,0.996
146.544,1.000
146.574,0.993
146.604,0.996
146.634,0.995
146.664,0.996
146.694,0.994
146.724,0.999
146.754,0.995
146.784,0.995
146.814,0.994
146.844,0.992
146.874,0.993
146.904,1.001
146.934,0.998
146.964,0.997
146.994,0.987
147.024,0.992
147.054,1.000
147.084,1.001
147.114,0.995
147.144,0.991
147.174,0.991
147.204,0.998
147.234,1.001
147.264,0.993
147.294,0.991
147.324,0.995
147.354,0.998
147.384,0.998
147.414,0.990
147.444,0.994
147.474,0.996
147.504,0.998
147.534,1.001
147.564,0.992
147.594,0.998
147.624,0.993
147.654,0.998
147.684,1.000
147.714,0.996
147.744,0.998
147.774,0.995
147.804,1.000
147.834,0.989
147.864,0.997
147.894,0.997
147.924,0.986
147.954,0.995
147.984,0.999
148.014,1.000
148.044,0.996
148.074,1.000
148.104,0.995
148.134,0.999
148.164,0.997
148.194,0.988
148.224,0.996
148.254,0.997
148.284,0.993
148.314,0.999
148.344,0.995
148.374,0.993
148.404,0.995
148.434,0.993
148.464,0.998
148.494,0.998
148.524,0.996
148.554,0.992
148.584,0.991
148.614,0.994
148.644,1.000
148.674,0.998
148.704,0.993
148.734,0.992
148.764,0.993
148.794,1.000
148.824,0.996
148.854,0.997
148.884,0.991
148.914,0.997
148.944,0.992
148.974,0.992
149.004,0.992
149.034,0.997
149.064,1.000
149.094,1.002
149.124,0.999
149.154,0.995
149.184,0.993
149.214,0.997
149.244,0.995
149.274,0.996
149.304,0.995
149.334,0.991
149.364,0.998
149.394,0.999
149.424,1.000
149.454,0.997
149.484,0.991
149.514,0.992
149.544,0.995
149.574,0.991
149.604,0.993
149.634,0.996
149.664,0.996
149.694,0.992
149.724,0.993
149.754,0.994
149.784,0.991
149.814,0.999
149.844,0.995
149.874,0.996
149.904,0.996
149.934,0.991
149.964,1.002
149.994,0.990
150.024,0.997
150.054,0.996
150.084,0.994
150.114,1.009
150.144,0.997
150.174,0.987
150.204,0.994
150.234,0.991
150.264,1.003
150.294,0.998
150.324,0.996
150.354,0.996
150.384,0.993
150.414,0.990
150.444,0.993
150.474,0.996
150.504,0.994
150.534,0.995
150.564,0.993
150.594,0.995
150.624,0.999
150.654,0.997
150.684,0.993
150.714,0.999
150.744,0.996
150.774,1.001
150.804,0.987
150.834,0.986
150.864,0.996
150.894,1.001
150.924,1.001
150.954,1.003
150.984,0.991
151.014,0.998
151.044,0.993
151.074,0.988
151.104,1.000
151.134,0.994
151.164,0.999
151.194,0.991
151.224,0.997
151.254,0.994
151.284,0.994
151.314,0.995
151.344,0.992
151.374,1.003
151.404,1.002
151.434,0.988
151.464,0.988
151.494,0.994
151.524,0.995
151.554,1.002
151.584,0.992
151.614,0.986
151.644,1.002
151.674,0.994
151.704,0.989
151.734,0.992
151.764,0.995
151.794,0.998
151.824,0.999
151.854,0.993
151.884,0.996
151.914,0.997
151.944,0.990
151.974,1.000
152.004,0.997
152.034,1.002
152.064,0.993
152.094,0.991
152.124,0.989
152.154,0.999
152.184,0.998
152.214,0.994
152.244,0.992
152.274,1.000
152.304,0.998
152.334,0.993
152.364,0.992
152.394,0.991
152.424,0.998
152.454,1.000
152.484,0.988
152.514,0.992
152.544,0.999
152.574,0.999
152.604,0.984
152.634,0.998
152.664,0.997
152.694,0.998
152.724,1.000
152.754,0.987
152.784,0.994
152.814,0.995
152.844,1.000
152.874,1.000
152.904,0.990
152.934,1.001
152.964,1.004
152.994,0.996
153.024,0.992
153.054,0.995
153.084,0.995
153.114,0.998
153.144,0.997
153.174,0.991
153.204,0.993
153.234,0.996
153.264,0.993
153.294,0.998
153.324,0.997
153.354,0.996
153.384,0.988
153.414,1.001
153.444,0.996
153.474,0.999
153.504,0.999
153.534,0.991
153.564,0.993
153.594,0.999
153.624,1.002
153.654,0.995
153.684,1.004
153.714,0.993
153.744,0.994
153.774,0.999
153.804,0.991
153.834,0.993
153.864,0.996
153.894,0.994
153.924,0.999
153.954,0.995
153.984,0.994
154.014,0.995
154.044,0.996
154.074,1.000
154.104,0.996
154.134,0.997
154.164,0.995
154.194,0.998
154.224,0.991
154.254,0.995
154.284,0.998
154.314,0.994
154.344,0.994
154.374,0.991
154.404,0.993
154.434,1.008
154.464,0.997
154.494,0.990
154.524,0.988
154.554,0.992
154.584,1.000
154.614,0.994
154.644,0.994
154.674,0.991
154.704,0.994
154.734,0.998
154.764,0.997
154.794,0.988
154.824,0.994
154.854,0.996
154.884,0.997
154.914,0.996
154.944,0.995
154.974,0.998
155.004,0.992
155.034,0.998
155.064,0.997
155.094,0.995
155.124,0.995
155.154,0.994
155.184,0.997
155.214,0.996
155.244,0.992
155.274,0.996
155.304,1.000
155.334,0.994
155.364,0.996
155.394,0.993
155.424,0.992
155.454,1.005
155.484,0.996
155.514,0.991
155.544,0.990
155.574,0.990
155.604,1.000
155.634,0.999
155.664,0.995
155.694,0.988
155.724,1.000
155.754,0.998
155.784,0.991
155.814,0.992
155.844,0.998
155.874,0.996
155.904,0.994
155.934,0.998
155.964,0.994
155.994,0.992
156.024,0.998
156.054,1.000
156.084,0.993
156.114,0.995
156.144,0.994
156.174,0.990
156.204,0.996
156.234,0.997
156.264,0.993
156.294,0.996
156.324,0.994
156.354,0.999
156.384,1.004
156.414,0.992
156.444,0.995
156.474,0.991
156.504,0.994
156.534,0.998
156.564,0.996
156.594,0.997
156.624,0.993
156.654,1.000
156.684,0.997
156.714,0.992
156.744,0.994
156.774,0.994
156.804,0.997
156.834,0.997
156.864,0.996
156.894,0.996
156.924,0.995
156.954,0.998
156.984,0.996
157.014,0.991
157.044,0.999
157.074,0.994
157.104,0.995
157.134,0.994
157.164,0.997
157.194,1.004
157.224,0.998
157.254,0.992
157.284,0.991
157.314,0.993
157.344,1.000
157.374,1.003
157.404,0.996
157.434,0.983
157.464,1.005
157.494,0.994
157.524,0.989
157.554,0.994
157.584,0.997
157.614,0.995
157.644,0.997
157.674,0.995
157.704,0.997
157.734,0.992
157.764,0.994
157.794,0.997
157.824,0.996
157.854,0.997
157.884,0.989
157.914,0.996
157.944,0.996
157.974,1.005
158.004,0.994
158.034,0.992
158.064,0.993
158.094,0.996
158.124,1.000
158.154,0.999
158.184,0.996
158.214,0.987
158.244,0.997
158.274,0.998
158.304,0.997
158.334,0.989
158.364,0.997
158.394,0.998
158.424,0.996
158.454,0.997
158.484,0.995
158.514,0.994
158.544,0.996
158.574,0.996
158.604,0.996
158.634,1.000
158.664,0.999
158.694,0.994
158.724,0.993
158.754,1.005
158.784,0.997
158.814,0.990
158.844,0.992
158.874,0.995
158.904,0.999
158.934,0.994
158.964,0.993
158.994,0.986
159.024,0.997
159.054,1.000
159.084,0.996
159.114,0.996
159.144,0.988
159.174,0.997
159.204,0.996
159.234,1.000
159.264,0.996
159.294,0.994
159.324,0.996
159.354,0.997
159.384,0.995
159.414,0.997
159.444,0.999
159.474,0.993
159.504,0.995
159.534,0.989
159.564,1.000
159.594,1.000
159.624,0.991
159.654,0.993
159.684,0.993
159.714,0.998
159.744,0.994
159.774,0.999
159.804,0.986
159.834,0.991
159.864,0.996
159.894,0.999
159.924,0.989
159.954,0.995
159.984,0.999
160.014,0.994
160.044,0.994
160.074,0.995
160.104,0.993
160.134,0.997
160.164,0.991
160.194,0.994
160.224,0.999
160.254,0.997
160.284,0.996
160.314,0.994
160.344,0.998
160.374,0.997
160.404,0.999
160.434,0.996
160.464,0.990
160.494,0.997
160.524,0.994
160.554,0.998
160.584,0.995
160.614,0.988
160.644,0.996
160.674,0.995
160.704,0.993
160.734,0.993
160.764,0.998
160.794,0.998
160.824,0.992
160.854,0.995
160.884,0.995
160.914,0.992
160.944,0.995
160.974,0.993
161.004,0.995
161.034,0.999
161.064,0.992
161.094,0.995
161.124,0.990
161.154,0.999
161.184,0.993
161.214,1.002
161.244,0.996
161.274,0.990
161.304,0.995
161.334,0.995
161.364,1.003
161.394,0.994
161.424,0.983
161.454,1.000
161.484,0.997
161.514,0.993
161.544,0.996
161.574,0.995
161.604,0.996
161.634,0.998
161.664,0.995
161.694,0.998
161.724,0.996
161.754,0.991
161.784,0.992
161.814,0.997
161.844,0.996
161.874,0.998
161.904,0.999
161.934,0.995
161.964,0.988
161.994,1.002
162.024,0.993
162.054,1.000
162.084,0.993
162.114,0.987
162.144,0.994
162.174,0.998
162.204,0.997
162.234,0.997
162.264,0.990
162.294,1.000
162.324,0.997
162.354,0.995
162.384,0.991
162.414,0.996
162.444,0.997
162.474,0.997
162.504,0.995
162.534,0.999
162.564,0.994
162.594,0.998
162.624,0.997
162.654,0.990
162.684,0.995
162.714,0.993
162.744,0.997
162.774,0.993
162.804,1.003
162.834,0.986
162.864,0.996
162.894,0.997
162.924,0.995
162.954,1.000
162.984,1.001
163.014,0.997
163.044,0.995
163.074,0.992
163.104,0.992
163.134,0.996
163.164,0.997
163.194,0.997
163.224,0.990
163.254,0.996
163.284,0.996
163.314,0.991
163.344,1.003
163.374,0.994
163.404,0.997
163.434,0.999
163.464,0.996
163.494,0.991
163.524,0.996
163.554,0.995
163.584,0.994
163.614,1.004
163.644,0.994
163.674,0.991
163.704,1.001
163.734,0.996
163.764,0.992
163.794,0.992
163.824,0.998
163.854,0.998
163.884,0.994
163.914,1.000
163.944,0.995
163.974,0.996
164.004,1.000
164.034,0.990
164.064,0.996
164.094,1.000
164.124,1.002
164.154,0.992
164.184,0.989
164.214,0.992
164.244,0.997
164.274,1.001
164.304,0.996
164.334,0.998
164.364,0.995
164.394,0.998
164.424,0.995
164.454,0.989
164.484,0.999
164.514,0.996
164.544,0.995
164.574,0.998
164.604,0.991
164.634,1.003
164.664,0.994
164.694,1.000
164.724,0.994
164.754,0.991
164.784,1.006
164.814,1.002
164.844,0.987
164.874,0.990
164.904,0.997
164.934,0.999
164.964,1.000
164.994,1.000
165.024,0.990
165.054,1.001
165.084,0.996
165.114,0.998
165.144,0.994
165.174,0.992
165.204,1.000
165.234,1.002
165.264,0.998
165.294,0.998
165.324,0.993
165.354,0.994
165.384,0.999
165.414,0.997
165.444,0.999
165.474,0.990
165.504,0.995
165.534,0.999
165.564,1.001
165.594,0.999
165.624,0.995
165.654,0.992
165.684,0.999
165.714,1.000
165.744,1.000
165.774,0.996
165.804,0.995
165.834,0.997
165.864,0.999
165.894,0.995
165.924,0.999
165.954,0.995
165.984,0.993
166.014,1.000
166.044,0.998
166.074,0.991
166.104,0.995
166.134,0.998
166.164,0.995
166.194,0.994
166.224,0.996
166.254,0.997
166.284,0.995
166.314,0.996
166.344,0.999
166.374,0.996
166.404,0.995
166.434,0.995
166.464,1.003
166.494,0.995
166.524,0.994
166.554,0.991
166.584,0.993
166.614,0.998
166.644,1.001
166.674,0.995
166.704,0.990
166.734,1.000
166.764,0.999
166.794,0.998
166.824,0.997
166.854,0.996
166.884,0.998
166.914,0.997
166.944,0.997
166.974,0.995
167.004,1.000
167.034,1.001
167.064,0.994
167.094,0.998
167.124,0.996
167.154,0.993
167.184,0.997
167.214,0.996
167.244,0.996
167.274,0.999
167.304,0.995
167.334,0.992
167.364,0.995
167.394,0.992
167.424,1.005
167.454,1.001
167.484,0.992
167.514,0.994
167.544,0.995
167.574,0.998
167.604,1.002
167.634,0.992
167.664,0.988
167.694,0.997
167.724,0.998
167.754,0.994
167.784,0.994
167.814,0.994
167.844,0.994
167.874,0.999
167.904,0.996
167.934,0.992
167.964,0.998
167.994,0.993
168.024,0.999
168.054,1.000
168.084,0.993
168.114,0.996
168.144,0.993
168.174,1.001
168.204,1.007
168.234,0.991
168.264,0.992
168.294,0.994
168.324,0.991
168.354,0.992
168.384,0.995
168.414,0.997
168.444,1.002
168.474,1.005
168.504,0.985
168.534,0.994
168.564,0.993
168.594,1.003
168.624,0.999
168.654,1.001
168.684,0.989
168.714,0.992
168.744,1.000
168.774,0.989
168.804,0.996
168.834,0.991
168.864,1.006
168.894,0.987
168.924,0.995
168.954,0.997
