df_hash,22ZHK4.EBWR1B
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.XCWR
person_label,V90
date_time_start,2025-11-04_15-48-37.532000_+03
date_time_start_unix,1762256917.532
date_time_end,2025-11-04_15-57-25.066000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.721,-0.459,0.877,0.309
4.731,-0.461,0.879,0.311
4.741,-0.459,0.883,0.311
4.751,-0.461,0.879,0.307
4.761,-0.465,0.883,0.312
4.771,-0.465,0.881,0.309
4.781,-0.461,0.877,0.309
4.791,-0.465,0.879,0.309
4.801,-0.467,0.881,0.307
4.811,-0.465,0.881,0.307
4.821,-0.467,0.879,0.309
4.831,-0.469,0.881,0.312
4.841,-0.465,0.879,0.309
4.851,-0.465,0.881,0.309
4.861,-0.465,0.881,0.309
4.871,-0.463,0.881,0.309
4.880,-0.461,0.883,0.309
4.890,-0.461,0.881,0.311
4.900,-0.463,0.881,0.312
4.910,-0.461,0.879,0.309
4.920,-0.461,0.881,0.311
4.930,-0.463,0.883,0.311
4.940,-0.459,0.881,0.312
4.950,-0.459,0.883,0.311
4.960,-0.465,0.877,0.312
4.970,-0.463,0.881,0.311
4.980,-0.461,0.881,0.309
4.990,-0.461,0.879,0.309
5.000,-0.461,0.881,0.309
5.010,-0.461,0.881,0.309
5.020,-0.467,0.881,0.309
5.030,-0.465,0.883,0.307
5.039,-0.463,0.881,0.309
5.049,-0.465,0.881,0.309
5.059,-0.463,0.879,0.311
5.069,-0.467,0.881,0.309
5.079,-0.463,0.879,0.311
5.089,-0.465,0.879,0.309
5.099,-0.463,0.877,0.307
5.109,-0.463,0.881,0.314
5.119,-0.463,0.877,0.311
5.129,-0.463,0.881,0.311
5.139,-0.463,0.881,0.312
5.149,-0.461,0.879,0.311
5.159,-0.463,0.881,0.314
5.169,-0.463,0.877,0.307
5.179,-0.459,0.875,0.307
5.189,-0.459,0.879,0.311
5.198,-0.461,0.879,0.312
5.208,-0.461,0.881,0.309
5.218,-0.461,0.881,0.311
5.228,-0.463,0.883,0.311
5.238,-0.463,0.885,0.309
5.248,-0.463,0.887,0.309
5.258,-0.465,0.883,0.307
5.268,-0.465,0.877,0.311
5.278,-0.465,0.879,0.312
5.288,-0.465,0.877,0.311
5.298,-0.461,0.877,0.311
5.308,-0.463,0.881,0.311
5.318,-0.463,0.881,0.309
5.328,-0.465,0.875,0.312
5.338,-0.463,0.877,0.309
5.348,-0.463,0.877,0.311
5.357,-0.467,0.875,0.309
5.367,-0.461,0.877,0.312
5.377,-0.467,0.879,0.307
5.387,-0.463,0.881,0.312
5.397,-0.463,0.883,0.311
5.407,-0.465,0.881,0.312
5.417,-0.467,0.881,0.311
5.427,-0.467,0.881,0.309
5.437,-0.463,0.879,0.305
5.447,-0.465,0.881,0.307
5.457,-0.467,0.883,0.309
5.467,-0.465,0.883,0.309
5.477,-0.465,0.879,0.309
5.487,-0.469,0.881,0.307
5.497,-0.461,0.875,0.309
5.507,-0.459,0.881,0.311
5.516,-0.459,0.887,0.312
5.526,-0.457,0.885,0.311
5.536,-0.463,0.883,0.311
5.546,-0.459,0.881,0.312
5.556,-0.459,0.881,0.309
5.566,-0.459,0.881,0.307
5.576,-0.459,0.883,0.314
5.586,-0.461,0.885,0.312
5.596,-0.461,0.885,0.312
5.606,-0.463,0.881,0.312
5.616,-0.461,0.879,0.314
5.626,-0.455,0.879,0.311
5.636,-0.457,0.879,0.312
5.646,-0.459,0.877,0.311
5.656,-0.457,0.879,0.311
5.666,-0.459,0.881,0.312
5.675,-0.461,0.881,0.312
5.685,-0.461,0.883,0.312
5.695,-0.459,0.883,0.311
5.705,-0.463,0.881,0.312
5.715,-0.463,0.881,0.311
5.725,-0.463,0.879,0.309
5.735,-0.459,0.877,0.311
5.745,-0.463,0.879,0.307
5.755,-0.461,0.879,0.309
5.765,-0.465,0.883,0.309
5.775,-0.459,0.883,0.311
5.785,-0.459,0.881,0.309
5.795,-0.463,0.883,0.311
5.805,-0.459,0.887,0.311
5.815,-0.457,0.883,0.314
5.825,-0.455,0.883,0.312
5.834,-0.459,0.883,0.311
5.844,-0.457,0.883,0.311
5.854,-0.459,0.885,0.316
5.864,-0.455,0.885,0.311
5.874,-0.457,0.885,0.312
5.884,-0.457,0.885,0.312
5.894,-0.459,0.885,0.311
5.904,-0.459,0.883,0.312
5.914,-0.461,0.883,0.312
5.924,-0.459,0.883,0.311
5.934,-0.459,0.879,0.311
5.944,-0.459,0.879,0.311
5.954,-0.465,0.881,0.311
5.964,-0.465,0.881,0.312
5.974,-0.461,0.877,0.307
5.984,-0.465,0.879,0.312
5.993,-0.461,0.879,0.312
6.003,-0.457,0.881,0.311
6.013,-0.459,0.877,0.311
6.023,-0.457,0.879,0.311
6.033,-0.459,0.883,0.314
6.043,-0.461,0.885,0.309
6.053,-0.463,0.879,0.311
6.063,-0.467,0.879,0.311
6.073,-0.463,0.885,0.311
6.083,-0.465,0.879,0.314
6.093,-0.463,0.879,0.311
6.103,-0.463,0.881,0.312
6.113,-0.463,0.879,0.312
6.123,-0.463,0.881,0.311
6.133,-0.467,0.877,0.312
6.143,-0.469,0.877,0.311
6.152,-0.467,0.877,0.311
6.162,-0.469,0.875,0.314
6.172,-0.469,0.879,0.312
6.182,-0.467,0.881,0.314
6.192,-0.465,0.877,0.311
6.202,-0.465,0.881,0.312
6.212,-0.465,0.881,0.311
6.222,-0.467,0.877,0.312
6.232,-0.467,0.877,0.311
6.242,-0.463,0.877,0.312
6.252,-0.463,0.877,0.312
6.262,-0.463,0.879,0.311
6.272,-0.465,0.881,0.312
6.282,-0.467,0.881,0.312
6.292,-0.463,0.887,0.312
6.302,-0.463,0.879,0.311
6.311,-0.457,0.879,0.312
6.321,-0.459,0.883,0.311
6.331,-0.455,0.879,0.309
6.341,-0.457,0.879,0.307
6.351,-0.459,0.879,0.309
6.361,-0.455,0.883,0.307
6.371,-0.457,0.879,0.312
6.381,-0.459,0.885,0.311
6.391,-0.459,0.887,0.311
6.401,-0.459,0.889,0.311
6.411,-0.461,0.885,0.309
6.421,-0.459,0.881,0.307
6.431,-0.459,0.881,0.311
6.441,-0.457,0.883,0.311
6.451,-0.455,0.883,0.307
6.461,-0.457,0.883,0.311
6.470,-0.461,0.879,0.309
6.480,-0.459,0.885,0.309
6.490,-0.461,0.879,0.311
6.500,-0.459,0.885,0.311
6.510,-0.463,0.881,0.309
6.520,-0.461,0.885,0.311
6.530,-0.461,0.883,0.312
6.540,-0.461,0.885,0.307
6.550,-0.461,0.885,0.311
6.560,-0.463,0.883,0.309
6.570,-0.459,0.885,0.311
6.580,-0.461,0.883,0.311
6.590,-0.461,0.883,0.309
6.600,-0.459,0.883,0.312
6.610,-0.461,0.883,0.311
6.620,-0.459,0.883,0.309
