df_hash,22ZHK4.EBWR1B
115.631,1.050
115.661,1.049
115.691,1.055
115.721,1.055
115.751,1.051
115.781,1.053
115.811,1.051
115.841,1.053
115.871,1.056
115.901,1.057
115.931,1.050
115.961,1.050
115.991,1.050
116.021,1.052
116.051,1.051
116.081,1.057
116.111,1.054
116.141,1.051
116.171,1.055
116.201,1.051
116.231,1.056
116.261,1.056
116.291,1.054
116.321,1.049
116.351,1.052
116.381,1.052
116.411,1.054
116.441,1.053
116.471,1.053
116.501,1.045
116.531,1.048
116.561,1.055
116.591,1.058
116.621,1.052
116.651,1.049
116.681,1.052
116.711,1.054
116.741,1.053
116.771,1.055
116.801,1.055
116.831,1.053
116.861,1.049
116.891,1.053
116.921,1.053
116.951,1.049
116.981,1.054
117.011,1.052
117.041,1.054
117.071,1.052
117.101,1.049
117.131,1.054
117.161,1.057
117.191,1.055
117.221,1.048
117.251,1.051
117.281,1.057
117.311,1.056
117.341,1.054
117.371,1.056
117.401,1.054
117.431,1.052
117.461,1.050
117.491,1.056
117.521,1.048
117.551,1.051
117.581,1.053
117.611,1.055
117.641,1.054
117.671,1.055
117.701,1.054
117.731,1.052
117.761,1.052
117.791,1.052
117.821,1.053
117.851,1.051
117.881,1.052
117.911,1.054
117.941,1.053
117.971,1.049
118.001,1.055
118.031,1.055
118.061,1.053
118.091,1.051
118.121,1.052
118.151,1.055
118.181,1.053
118.211,1.057
118.241,1.057
118.271,1.048
118.301,1.047
118.331,1.050
118.361,1.056
118.391,1.049
118.421,1.055
118.451,1.049
118.481,1.053
118.511,1.053
118.541,1.055
118.571,1.054
118.601,1.053
118.631,1.053
118.661,1.053
118.691,1.056
118.721,1.055
118.751,1.049
118.781,1.050
118.811,1.056
118.841,1.057
118.871,1.052
118.901,1.052
118.931,1.057
118.961,1.055
118.991,1.057
119.021,1.051
119.051,1.050
119.081,1.055
119.111,1.053
119.141,1.056
119.171,1.056
119.201,1.045
119.231,1.051
119.261,1.055
119.291,1.057
119.321,1.051
119.351,1.053
119.381,1.049
119.411,1.055
119.441,1.054
119.471,1.057
119.501,1.054
119.531,1.053
119.561,1.054
119.591,1.052
119.621,1.053
119.651,1.054
119.681,1.056
119.711,1.051
119.741,1.053
119.771,1.055
119.801,1.054
119.831,1.051
119.861,1.053
119.891,1.054
119.921,1.053
119.951,1.050
119.981,1.054
120.011,1.055
120.041,1.054
120.071,1.057
120.101,1.058
120.131,1.054
120.161,1.051
120.191,1.055
120.221,1.054
120.251,1.050
120.281,1.048
120.311,1.054
120.341,1.055
120.371,1.055
120.401,1.054
120.431,1.053
120.461,1.055
120.491,1.055
120.521,1.053
120.551,1.051
120.581,1.052
120.611,1.049
120.641,1.054
120.671,1.054
120.701,1.058
120.731,1.055
120.761,1.051
120.791,1.056
120.821,1.056
120.851,1.052
120.881,1.050
120.911,1.053
120.941,1.054
120.971,1.052
121.001,1.057
121.031,1.055
121.061,1.052
121.091,1.050
121.121,1.059
121.151,1.053
121.181,1.049
121.211,1.052
121.241,1.051
121.271,1.057
121.301,1.051
121.331,1.053
121.361,1.056
121.391,1.050
121.421,1.053
121.451,1.053
121.481,1.054
121.511,1.054
121.541,1.054
121.571,1.053
121.601,1.052
121.631,1.053
121.661,1.055
121.691,1.052
121.721,1.050
121.751,1.057
121.781,1.054
121.811,1.056
121.841,1.048
121.871,1.051
121.901,1.053
121.931,1.054
121.961,1.052
121.991,1.056
122.021,1.045
122.051,1.050
122.081,1.054
122.111,1.056
122.141,1.054
122.171,1.053
122.201,1.052
122.231,1.055
122.261,1.055
122.291,1.050
122.321,1.054
122.351,1.053
122.381,1.053
122.411,1.055
122.441,1.053
122.471,1.054
122.501,1.053
122.531,1.055
122.561,1.054
122.591,1.053
122.621,1.048
122.651,1.056
122.681,1.053
122.711,1.058
122.741,1.058
122.771,1.051
122.801,1.052
122.831,1.057
122.861,1.054
122.891,1.051
122.921,1.051
122.951,1.055
122.981,1.053
123.011,1.046
123.041,1.055
123.071,1.053
123.101,1.050
123.131,1.055
123.161,1.055
123.191,1.053
123.221,1.059
123.251,1.054
123.281,1.054
123.311,1.055
123.341,1.054
123.371,1.055
123.401,1.050
123.431,1.051
123.461,1.057
123.491,1.052
123.521,1.053
123.551,1.054
123.581,1.054
123.611,1.054
123.641,1.055
123.671,1.053
123.701,1.053
123.731,1.051
123.761,1.053
123.791,1.053
123.821,1.053
123.851,1.055
123.881,1.054
123.911,1.051
123.941,1.050
123.971,1.054
124.001,1.052
124.031,1.052
124.061,1.051
124.091,1.052
124.121,1.053
124.151,1.054
124.181,1.052
124.211,1.056
124.241,1.054
124.271,1.055
124.301,1.052
124.331,1.054
124.361,1.053
124.391,1.051
124.421,1.054
124.451,1.053
124.481,1.053
124.511,1.053
124.541,1.052
124.571,1.051
124.601,1.060
124.631,1.056
124.661,1.047
124.691,1.052
124.721,1.054
124.751,1.054
124.781,1.058
124.811,1.052
124.841,1.053
124.871,1.051
124.901,1.053
124.931,1.055
124.961,1.051
124.991,1.052
125.021,1.056
125.051,1.052
125.081,1.054
125.111,1.055
125.141,1.054
125.171,1.050
125.201,1.052
125.231,1.052
125.261,1.052
125.291,1.050
125.321,1.053
125.351,1.054
125.381,1.053
125.411,1.056
125.441,1.056
125.471,1.050
125.501,1.055
125.531,1.055
125.561,1.051
125.591,1.049
125.621,1.053
125.651,1.057
125.681,1.053
125.711,1.053
125.741,1.047
125.771,1.057
125.801,1.053
125.831,1.055
125.861,1.053
125.891,1.048
125.921,1.051
125.951,1.054
125.981,1.055
126.011,1.056
126.041,1.054
126.071,1.054
126.101,1.055
126.131,1.054
126.161,1.055
126.191,1.050
126.221,1.054
126.251,1.055
126.281,1.055
126.311,1.052
126.341,1.056
126.371,1.052
126.401,1.057
126.431,1.053
126.461,1.054
126.491,1.050
126.521,1.053
126.551,1.052
126.581,1.055
126.611,1.054
126.641,1.055
126.671,1.056
126.701,1.052
126.731,1.053
126.761,1.060
126.791,1.053
126.821,1.052
126.851,1.055
126.881,1.055
126.911,1.054
126.941,1.056
126.971,1.054
127.001,1.050
127.031,1.054
127.061,1.056
127.091,1.055
127.121,1.051
127.151,1.053
127.181,1.054
127.211,1.052
127.241,1.056
127.271,1.055
127.301,1.053
127.331,1.058
127.361,1.059
127.391,1.052
127.421,1.049
127.451,1.053
127.481,1.057
127.511,1.055
127.541,1.055
127.571,1.056
127.601,1.054
127.631,1.053
127.661,1.059
127.691,1.052
127.721,1.049
127.751,1.053
127.781,1.058
127.811,1.055
127.841,1.053
127.871,1.057
127.901,1.056
127.931,1.052
127.961,1.055
127.991,1.054
128.021,1.056
128.051,1.051
128.081,1.052
128.111,1.053
128.141,1.061
128.171,1.053
128.201,1.057
128.231,1.055
128.261,1.052
128.291,1.049
128.321,1.055
128.351,1.056
128.381,1.055
128.411,1.055
128.441,1.049
128.471,1.054
128.501,1.047
128.531,1.060
128.561,1.054
128.591,1.051
128.621,1.051
128.651,1.055
128.681,1.056
128.711,1.057
128.741,1.051
128.771,1.054
128.801,1.053
128.831,1.055
128.861,1.053
128.891,1.055
128.921,1.054
128.951,1.057
128.981,1.055
129.011,1.051
129.041,1.058
129.071,1.057
129.101,1.052
129.131,1.050
129.161,1.053
129.191,1.054
129.221,1.056
129.251,1.054
129.281,1.056
129.311,1.052
129.341,1.048
129.371,1.056
129.401,1.054
129.431,1.049
129.461,1.049
129.491,1.053
129.521,1.057
129.551,1.054
129.581,1.054
129.611,1.054
129.641,1.052
129.671,1.054
129.701,1.056
129.731,1.051
129.761,1.056
129.791,1.054
129.821,1.057
129.851,1.056
129.881,1.053
129.911,1.051
129.941,1.057
129.971,1.057
130.001,1.054
130.031,1.050
130.061,1.053
130.091,1.057
130.121,1.051
130.151,1.053
130.181,1.055
130.211,1.051
130.241,1.050
130.271,1.053
130.301,1.056
130.331,1.049
130.361,1.053
130.391,1.051
130.421,1.055
130.451,1.057
130.481,1.054
130.511,1.054
130.541,1.051
130.571,1.055
130.601,1.053
130.631,1.054
130.661,1.051
130.691,1.053
130.721,1.054
130.751,1.053
130.781,1.055
130.811,1.056
130.841,1.052
130.871,1.061
130.901,1.056
130.931,1.050
130.961,1.047
130.991,1.054
131.021,1.056
131.051,1.055
131.081,1.055
131.111,1.056
131.141,1.054
131.171,1.054
131.201,1.059
131.231,1.059
131.261,1.048
131.291,1.051
131.321,1.053
131.351,1.055
131.381,1.054
131.411,1.055
131.441,1.053
131.471,1.053
131.501,1.056
131.531,1.054
131.561,1.054
131.591,1.053
131.621,1.050
131.651,1.052
131.681,1.058
131.711,1.051
131.741,1.054
131.771,1.057
131.801,1.055
131.831,1.050
131.861,1.056
131.891,1.052
131.921,1.054
131.951,1.056
131.981,1.055
132.011,1.055
132.041,1.050
132.071,1.058
132.101,1.056
132.131,1.050
132.161,1.053
132.191,1.053
132.221,1.052
132.251,1.056
132.281,1.058
132.311,1.051
132.341,1.054
132.371,1.055
132.401,1.053
132.431,1.053
132.461,1.049
132.491,1.055
132.521,1.052
132.551,1.055
132.581,1.053
132.611,1.051
132.641,1.055
132.671,1.057
132.701,1.053
132.731,1.051
132.761,1.052
132.791,1.053
132.821,1.051
132.851,1.054
132.881,1.055
132.911,1.055
132.941,1.052
132.971,1.053
133.001,1.056
133.031,1.052
133.061,1.056
133.091,1.053
133.121,1.055
133.151,1.057
133.181,1.055
133.211,1.052
133.241,1.054
133.271,1.057
133.301,1.055
133.331,1.054
133.361,1.053
133.391,1.054
133.421,1.054
133.451,1.053
133.481,1.057
133.511,1.055
133.541,1.055
133.571,1.053
133.601,1.057
133.631,1.057
133.661,1.053
133.691,1.049
133.721,1.052
133.751,1.055
133.781,1.054
133.811,1.053
133.841,1.056
133.871,1.048
133.901,1.053
133.931,1.053
133.961,1.059
133.991,1.051
134.021,1.052
134.051,1.052
134.081,1.052
134.111,1.053
134.141,1.055
134.171,1.054
134.201,1.052
134.231,1.056
134.261,1.055
134.291,1.054
134.321,1.053
134.351,1.055
134.381,1.051
134.411,1.055
134.441,1.054
134.471,1.052
134.501,1.056
134.531,1.054
134.561,1.053
134.591,1.051
134.621,1.051
134.651,1.055
134.681,1.057
134.711,1.055
134.741,1.056
134.771,1.054
134.801,1.052
134.831,1.056
134.861,1.057
134.891,1.047
134.921,1.049
134.951,1.056
134.981,1.053
135.011,1.054
135.041,1.054
135.071,1.054
135.101,1.054
135.131,1.056
135.161,1.054
135.191,1.053
135.221,1.052
135.251,1.054
135.281,1.051
135.311,1.052
135.341,1.054
135.371,1.054
135.401,1.056
135.431,1.055
135.461,1.054
135.491,1.055
135.521,1.053
135.551,1.052
135.581,1.052
135.611,1.053
135.641,1.055
135.671,1.054
135.701,1.055
135.731,1.052
135.761,1.053
135.791,1.060
135.821,1.057
135.851,1.054
135.881,1.050
135.911,1.054
135.941,1.055
135.971,1.056
136.001,1.054
136.031,1.054
136.061,1.056
136.091,1.056
136.121,1.056
136.151,1.054
136.181,1.052
136.211,1.054
136.241,1.055
136.271,1.056
136.301,1.054
136.331,1.052
136.361,1.051
136.391,1.056
136.421,1.057
136.451,1.053
136.481,1.051
136.511,1.055
136.541,1.053
136.571,1.056
136.601,1.057
136.631,1.055
136.661,1.051
136.691,1.055
136.721,1.055
136.751,1.056
136.781,1.055
136.811,1.055
136.841,1.053
136.871,1.057
136.901,1.055
136.931,1.053
136.961,1.053
136.991,1.053
137.021,1.056
137.051,1.055
137.081,1.055
137.111,1.050
137.141,1.057
137.171,1.054
137.201,1.055
137.231,1.055
137.261,1.052
137.291,1.058
137.321,1.059
137.351,1.051
137.381,1.049
137.411,1.052
137.441,1.053
137.471,1.053
137.501,1.054
137.531,1.057
137.561,1.050
137.591,1.053
137.621,1.053
137.651,1.058
137.681,1.052
137.711,1.048
137.741,1.053
137.771,1.054
137.801,1.054
137.831,1.055
137.861,1.054
137.891,1.055
137.921,1.051
137.951,1.051
137.981,1.053
138.011,1.054
138.041,1.052
138.071,1.053
138.101,1.049
138.131,1.058
138.161,1.054
138.191,1.051
138.221,1.054
138.251,1.056
138.281,1.054
138.311,1.049
138.341,1.053
138.371,1.055
138.401,1.054
138.431,1.054
138.461,1.056
138.491,1.058
138.521,1.054
138.551,1.058
138.581,1.054
138.611,1.052
138.641,1.056
138.671,1.053
138.701,1.052
138.731,1.057
138.761,1.056
138.791,1.053
138.821,1.055
138.851,1.054
138.881,1.054
138.911,1.054
138.941,1.051
138.971,1.054
139.001,1.057
139.031,1.053
139.061,1.053
139.091,1.053
139.121,1.055
139.151,1.057
139.181,1.058
139.211,1.053
139.241,1.050
139.271,1.054
139.301,1.057
139.331,1.055
139.361,1.058
139.391,1.055
139.421,1.053
139.451,1.053
139.481,1.061
139.511,1.053
139.541,1.050
139.571,1.054
139.601,1.055
139.631,1.052
139.661,1.055
139.691,1.054
139.721,1.054
139.751,1.052
139.781,1.053
139.811,1.051
139.841,1.055
139.871,1.054
139.901,1.053
139.931,1.055
139.961,1.050
139.991,1.054
140.021,1.055
140.051,1.055
140.081,1.056
140.111,1.056
140.141,1.054
140.171,1.051
140.201,1.054
140.231,1.057
140.261,1.055
140.291,1.055
140.321,1.050
140.351,1.058
140.381,1.053
140.411,1.060
140.441,1.054
140.471,1.048
140.501,1.054
140.531,1.057
140.561,1.054
140.591,1.052
140.621,1.057
140.651,1.054
140.681,1.051
140.711,1.056
140.741,1.057
140.771,1.058
140.801,1.052
140.831,1.054
140.861,1.054
140.891,1.054
140.921,1.050
140.951,1.055
140.981,1.060
141.011,1.054
141.041,1.052
141.071,1.051
141.101,1.055
141.131,1.055
141.161,1.056
141.191,1.057
141.221,1.051
141.251,1.048
141.281,1.058
141.311,1.059
141.341,1.052
141.371,1.052
141.401,1.052
141.431,1.054
141.461,1.058
141.491,1.053
141.521,1.052
141.551,1.054
141.581,1.055
141.611,1.056
141.641,1.054
141.671,1.050
141.701,1.053
141.731,1.053
141.761,1.056
141.791,1.057
141.821,1.055
141.851,1.053
141.881,1.054
141.911,1.058
141.941,1.053
141.971,1.051
142.001,1.051
142.031,1.055
142.061,1.054
142.091,1.055
142.121,1.055
142.151,1.055
142.181,1.052
142.211,1.059
142.241,1.054
142.271,1.053
142.301,1.054
142.331,1.054
142.361,1.055
142.391,1.053
142.421,1.056
142.451,1.052
142.481,1.056
142.511,1.055
142.541,1.053
142.571,1.056
142.601,1.055
142.631,1.053
142.661,1.054
142.691,1.058
142.721,1.055
142.751,1.055
142.781,1.060
142.811,1.062
142.841,1.062
142.871,1.062
142.901,1.058
142.931,1.058
142.961,1.053
142.991,1.056
143.021,1.065
143.051,1.059
143.081,1.062
143.111,1.068
143.141,1.067
143.171,1.066
143.201,1.060
143.231,1.050
143.261,1.042
143.291,1.043
143.321,1.053
143.351,1.062
143.381,1.056
143.411,1.034
143.441,1.048
143.471,1.060
143.501,1.057
143.531,1.037
143.561,1.025
143.591,1.017
143.621,1.020
143.651,1.023
143.681,1.028
143.711,1.042
143.741,1.057
143.771,1.063
143.801,1.073
143.831,1.065
143.861,1.063
143.891,1.064
143.921,1.062
143.951,1.050
143.981,1.029
144.011,1.024
144.041,1.022
144.071,1.014
144.101,1.030
144.131,1.053
144.161,1.074
144.191,1.076
144.221,1.075
144.251,1.066
144.281,1.061
144.311,1.054
144.341,1.054
144.371,1.049
144.401,1.049
144.431,1.054
144.461,1.048
144.491,1.059
144.521,1.066
144.551,1.068
144.581,1.063
144.611,1.062
144.641,1.050
144.671,1.049
144.701,1.070
144.731,1.086
144.761,1.064
144.791,1.049
144.821,1.030
144.851,1.028
144.881,1.037
144.911,1.055
144.941,1.059
144.971,1.060
145.001,1.053
145.031,1.050
145.061,1.055
145.091,1.049
145.121,1.047
145.151,1.050
145.181,1.058
145.211,1.059
145.241,1.061
145.271,1.062
145.301,1.047
145.331,1.049
145.361,1.054
145.391,1.055
145.421,1.061
145.451,1.061
145.481,1.052
145.511,1.042
145.541,1.045
145.571,1.055
145.601,1.052
145.631,1.062
145.661,1.061
145.691,1.053
145.721,1.048
145.751,1.052
145.781,1.050
145.811,1.047
145.841,1.054
145.871,1.061
145.901,1.060
145.931,1.059
145.961,1.057
145.991,1.053
146.021,1.049
146.051,1.051
146.081,1.050
146.111,1.049
146.141,1.045
146.171,1.054
146.201,1.069
146.231,1.092
146.261,1.063
146.291,1.045
146.321,1.042
146.351,1.033
146.381,1.034
146.411,1.041
146.441,1.065
146.471,1.086
146.501,1.088
146.531,1.063
146.561,1.039
146.591,1.028
146.621,1.031
146.651,1.052
146.681,1.028
146.711,0.984
146.741,1.005
146.771,1.037
146.801,1.076
146.831,1.118
146.861,1.122
146.891,1.077
146.921,1.053
146.951,1.039
146.981,1.049
147.011,1.064
147.041,1.086
147.071,1.074
147.101,1.056
147.131,1.037
147.161,1.014
147.191,1.018
147.221,1.025
147.251,1.034
147.281,1.041
147.311,1.047
147.341,1.047
147.371,1.043
147.401,1.037
147.431,1.054
147.461,1.074
147.491,1.080
147.521,1.070
147.551,1.068
147.581,1.055
147.611,1.053
147.641,1.050
147.671,1.050
147.701,1.041
147.731,1.026
147.761,1.033
147.791,1.051
147.821,1.062
147.851,1.067
147.881,1.066
147.911,1.060
147.941,1.050
147.971,1.052
148.001,1.053
148.031,1.057
148.061,1.053
148.091,1.052
148.121,1.053
148.151,1.056
148.181,1.050
148.211,1.051
148.241,1.050
148.271,1.053
148.301,1.052
148.331,1.051
148.361,1.050
148.391,1.048
148.421,1.051
148.451,1.055
148.481,1.057
148.511,1.053
148.541,1.053
148.571,1.045
148.601,1.056
148.631,1.053
148.661,1.054
148.691,1.048
148.721,1.049
148.751,1.053
148.781,1.054
148.811,1.053
148.841,1.046
148.871,1.055
148.901,1.048
148.931,1.058
148.961,1.053
148.991,1.049
149.021,1.053
149.051,1.052
149.081,1.051
149.111,1.051
149.141,1.051
149.171,1.055
149.201,1.054
149.231,1.055
149.261,1.055
149.291,1.056
149.321,1.055
149.351,1.051
149.381,1.053
149.411,1.055
149.441,1.052
149.471,1.047
149.501,1.052
149.531,1.050
149.561,1.048
149.591,1.053
149.621,1.052
149.651,1.049
149.681,1.049
149.711,1.053
149.741,1.052
149.771,1.050
149.801,1.050
149.831,1.054
149.861,1.051
149.891,1.050
149.921,1.050
149.951,1.054
149.981,1.050
150.011,1.050
150.041,1.052
150.071,1.052
150.101,1.048
150.131,1.052
150.161,1.051
150.191,1.054
150.221,1.054
150.251,1.053
150.281,1.053
150.311,1.053
150.341,1.050
150.371,1.049
150.401,1.055
150.431,1.049
150.461,1.049
150.491,1.050
150.521,1.047
150.551,1.053
150.581,1.051
150.611,1.049
150.641,1.050
150.671,1.049
150.701,1.053
150.731,1.053
150.761,1.054
150.791,1.049
150.821,1.050
150.851,1.054
150.881,1.054
150.911,1.051
150.941,1.053
150.971,1.051
151.001,1.053
151.031,1.048
151.061,1.056
151.091,1.058
151.121,1.051
151.151,1.050
151.181,1.048
151.211,1.049
151.241,1.049
151.271,1.053
151.301,1.054
151.331,1.055
151.361,1.054
151.391,1.056
151.421,1.055
151.451,1.047
151.481,1.049
151.511,1.050
151.541,1.056
151.571,1.051
151.601,1.051
151.631,1.052
151.661,1.050
151.691,1.050
151.721,1.052
151.751,1.049
151.781,1.052
151.811,1.046
151.841,1.049
151.871,1.047
151.901,1.058
151.931,1.054
151.961,1.050
151.991,1.046
152.021,1.049
152.051,1.054
152.081,1.055
152.111,1.053
152.141,1.047
152.171,1.052
152.201,1.048
152.231,1.048
152.261,1.051
152.291,1.049
152.321,1.052
152.351,1.049
152.381,1.048
152.411,1.054
152.441,1.052
152.471,1.050
152.501,1.050
152.531,1.049
152.561,1.048
152.591,1.053
152.621,1.052
152.651,1.051
152.681,1.048
152.711,1.053
152.741,1.055
152.771,1.051
152.801,1.051
152.831,1.050
152.861,1.053
152.891,1.053
152.921,1.053
152.951,1.054
152.981,1.053
153.011,1.051
153.041,1.054
153.071,1.053
153.101,1.047
153.131,1.048
153.161,1.053
153.191,1.050
153.221,1.051
153.251,1.051
153.281,1.050
153.311,1.052
153.341,1.050
153.371,1.052
153.401,1.053
153.431,1.053
153.461,1.055
153.491,1.044
153.521,1.052
153.551,1.057
153.581,1.051
153.611,1.050
153.641,1.052
153.671,1.049
153.701,1.050
153.731,1.053
153.761,1.053
153.791,1.052
153.821,1.048
153.851,1.052
153.881,1.051
153.911,1.052
153.941,1.050
153.971,1.049
154.001,1.054
154.031,1.053
154.061,1.050
154.091,1.054
154.121,1.051
154.151,1.053
154.181,1.049
154.211,1.049
154.241,1.051
154.271,1.054
154.301,1.049
154.331,1.050
154.361,1.054
154.391,1.053
154.421,1.053
154.451,1.047
154.481,1.049
154.511,1.051
154.541,1.050
154.571,1.053
154.601,1.047
154.631,1.049
154.661,1.049
154.691,1.056
154.721,1.050
154.751,1.051
154.781,1.048
154.811,1.053
154.841,1.054
154.871,1.051
154.901,1.055
154.931,1.050
154.961,1.051
154.991,1.053
155.021,1.054
155.051,1.051
155.081,1.050
155.111,1.048
155.141,1.059
155.171,1.057
155.201,1.048
155.231,1.046
155.261,1.049
155.291,1.049
155.321,1.049
155.351,1.056
155.381,1.044
155.411,1.049
155.441,1.048
155.471,1.051
155.501,1.051
155.531,1.048
155.561,1.053
155.591,1.052
155.621,1.052
155.651,1.050
155.681,1.049
155.711,1.051
155.741,1.049
155.771,1.052
155.801,1.049
155.831,1.047
155.861,1.044
155.891,1.056
155.921,1.059
155.951,1.052
155.981,1.049
156.011,1.047
156.041,1.052
156.071,1.053
156.101,1.050
156.131,1.051
156.161,1.053
156.191,1.051
156.221,1.055
156.251,1.053
156.281,1.044
156.311,1.049
156.341,1.050
156.371,1.049
156.401,1.050
156.431,1.054
156.461,1.053
156.491,1.050
156.521,1.050
156.551,1.050
156.581,1.052
156.611,1.052
156.641,1.047
156.671,1.051
156.701,1.054
156.731,1.055
156.761,1.048
156.791,1.048
156.821,1.053
156.851,1.052
156.881,1.054
156.911,1.052
156.941,1.049
156.971,1.050
157.001,1.053
157.031,1.052
157.061,1.051
157.091,1.051
157.121,1.051
157.151,1.051
157.181,1.051
157.211,1.051
157.241,1.053
157.271,1.051
157.301,1.051
157.331,1.054
157.361,1.053
157.391,1.048
157.421,1.055
157.451,1.051
157.481,1.049
157.511,1.053
157.541,1.055
157.571,1.052
157.601,1.046
157.631,1.050
157.661,1.049
157.691,1.049
157.721,1.056
157.751,1.053
157.781,1.047
157.811,1.050
157.841,1.054
157.871,1.053
157.901,1.048
157.931,1.049
157.961,1.051
157.991,1.054
158.021,1.051
158.051,1.051
158.081,1.053
158.111,1.052
158.141,1.050
158.171,1.048
158.201,1.050
158.231,1.052
158.261,1.049
158.291,1.051
158.321,1.049
158.351,1.050
158.381,1.054
158.411,1.054
158.441,1.051
158.471,1.048
158.501,1.048
158.531,1.047
158.561,1.053
158.591,1.052
158.621,1.054
158.651,1.050
158.681,1.048
158.711,1.051
158.741,1.053
158.771,1.049
158.801,1.050
158.831,1.051
158.861,1.053
158.891,1.052
158.921,1.053
158.951,1.054
158.981,1.052
159.011,1.048
159.041,1.052
159.071,1.047
159.101,1.049
159.131,1.051
159.161,1.054
159.191,1.049
159.221,1.060
159.251,1.056
159.281,1.048
159.311,1.047
159.341,1.053
159.371,1.053
159.401,1.051
159.431,1.054
159.461,1.047
159.491,1.051
159.521,1.046
159.551,1.056
159.581,1.052
159.611,1.052
159.641,1.052
159.671,1.051
159.701,1.050
159.731,1.052
159.761,1.051
159.791,1.054
159.821,1.051
159.851,1.051
159.881,1.050
159.911,1.050
159.941,1.052
159.971,1.051
160.001,1.052
160.031,1.052
160.061,1.048
160.091,1.052
160.121,1.051
160.151,1.053
160.181,1.048
160.211,1.051
160.241,1.053
160.271,1.052
160.301,1.053
160.331,1.055
160.361,1.051
160.391,1.051
160.421,1.051
160.451,1.051
160.481,1.052
160.511,1.055
160.541,1.048
160.571,1.051
160.601,1.051
160.631,1.055
160.661,1.054
160.691,1.052
160.721,1.053
160.751,1.055
160.781,1.051
160.811,1.050
160.841,1.053
160.871,1.051
160.901,1.050
160.931,1.051
160.961,1.054
160.991,1.051
161.021,1.055
161.051,1.054
161.081,1.050
161.111,1.048
161.141,1.050
161.171,1.050
161.201,1.056
161.231,1.054
161.261,1.050
161.291,1.048
161.321,1.053
161.351,1.055
161.381,1.052
161.411,1.052
161.441,1.049
161.471,1.052
161.501,1.050
161.531,1.053
161.561,1.053
161.591,1.052
161.621,1.054
161.651,1.055
161.681,1.050
161.711,1.051
161.741,1.052
161.771,1.052
161.801,1.052
161.831,1.048
161.861,1.053
161.891,1.050
161.921,1.052
161.951,1.054
161.981,1.053
162.011,1.047
162.041,1.047
162.071,1.051
162.101,1.049
162.131,1.056
162.161,1.057
162.191,1.050
162.221,1.050
162.251,1.055
162.281,1.054
162.311,1.045
162.341,1.047
162.371,1.052
162.401,1.052
162.431,1.052
162.461,1.052
162.491,1.049
162.521,1.055
162.551,1.053
162.581,1.049
162.611,1.049
162.641,1.056
162.671,1.051
162.701,1.051
162.731,1.051
162.761,1.052
162.791,1.054
162.821,1.054
162.851,1.054
162.881,1.051
162.911,1.050
162.941,1.049
162.971,1.052
163.001,1.055
163.031,1.050
163.061,1.049
163.091,1.049
163.121,1.051
163.151,1.051
163.181,1.049
163.211,1.049
163.241,1.049
163.271,1.052
163.301,1.053
163.331,1.052
163.361,1.054
163.391,1.053
163.421,1.051
163.451,1.051
163.481,1.053
163.511,1.052
163.541,1.050
163.571,1.049
163.601,1.057
163.631,1.050
163.661,1.053
163.691,1.046
163.721,1.053
163.751,1.055
163.781,1.056
163.811,1.048
163.841,1.049
163.871,1.050
163.901,1.056
163.931,1.052
163.961,1.052
163.991,1.045
164.021,1.051
164.051,1.047
164.081,1.056
164.111,1.049
164.141,1.049
164.171,1.049
164.201,1.052
164.231,1.051
164.261,1.052
164.291,1.053
164.321,1.051
164.351,1.051
164.381,1.051
164.411,1.051
164.441,1.050
164.471,1.053
164.501,1.054
164.531,1.051
164.561,1.053
164.591,1.049
164.621,1.052
164.651,1.050
164.681,1.057
164.711,1.053
164.741,1.047
164.771,1.051
164.801,1.052
164.831,1.049
164.861,1.056
164.891,1.054
164.921,1.054
164.951,1.050
164.981,1.055
165.011,1.053
165.041,1.049
165.071,1.050
165.101,1.052
165.131,1.052
165.161,1.052
165.191,1.052
165.221,1.051
165.251,1.051
165.281,1.048
165.311,1.050
165.341,1.053
165.371,1.054
165.401,1.050
165.431,1.049
165.461,1.051
165.491,1.051
165.521,1.048
165.551,1.055
165.581,1.052
165.611,1.049
165.641,1.048
165.671,1.048
165.701,1.048
165.731,1.052
165.761,1.054
165.791,1.051
165.821,1.048
165.851,1.049
165.881,1.056
165.911,1.050
165.941,1.047
165.971,1.054
166.001,1.052
166.031,1.050
166.061,1.054
166.091,1.052
166.121,1.054
166.151,1.051
166.181,1.049
166.211,1.051
166.241,1.052
166.271,1.048
166.301,1.050
166.331,1.051
166.361,1.051
166.391,1.056
166.421,1.055
166.451,1.050
166.481,1.046
166.511,1.051
166.541,1.051
166.571,1.055
166.601,1.055
166.631,1.048
166.661,1.049
166.691,1.048
166.721,1.055
166.751,1.054
166.781,1.050
166.811,1.050
166.841,1.054
166.871,1.053
166.901,1.053
166.931,1.049
166.961,1.052
166.991,1.053
167.021,1.052
167.051,1.050
167.081,1.050
167.111,1.053
167.141,1.052
167.171,1.049
167.201,1.053
167.231,1.054
167.261,1.051
167.291,1.054
167.321,1.054
167.351,1.052
167.381,1.050
167.411,1.047
167.441,1.051
167.471,1.054
167.501,1.052
167.531,1.055
167.561,1.052
167.591,1.046
167.621,1.058
167.651,1.055
167.681,1.051
167.711,1.047
167.741,1.051
167.771,1.056
167.801,1.052
167.831,1.050
167.861,1.049
167.891,1.056
167.921,1.053
167.951,1.050
167.981,1.052
168.011,1.052
