df_hash,22ZHK4.HLFD3X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F6U0
person_label,V53
date_time_start,2025-10-31_14-12-01.952000_+03
date_time_start_unix,1761905521.952
date_time_end,2025-10-31_14-20-17.243000_+03
length_difference_noticed,no

time,heart_rate
14.930,89
15.807,89
17.029,89
17.904,87
18.782,87
20.000,88
20.877,90
21.824,91
22.976,91
24.004,91
24.780,90
25.947,90
26.848,90
27.800,90
28.921,90
29.848,91
30.725,92
31.913,92
32.773,92
33.736,93
34.869,93
35.797,92
36.672,92
37.866,91
38.769,90
39.646,89
40.836,89
41.743,88
42.640,89
43.888,89
44.716,89
45.643,89
46.813,88
47.692,88
48.665,87
49.786,87
50.960,87
51.541,87
52.760,87
53.658,87
54.564,87
55.734,88
56.615,88
57.538,89
58.715,89
59.654,89
60.511,89
61.681,89
62.608,90
63.534,91
64.660,91
65.581,91
66.459,92
67.678,92
68.555,91
69.728,91
71.044,91
71.529,89
72.406,88
73.628,88
74.551,88
75.393,88
76.602,88
77.513,89
78.403,89
79.573,88
80.472,88
81.380,86
82.546,87
83.473,87
84.400,89
85.520,90
86.418,91
87.324,90
88.494,89
89.420,88
90.299,88
91.472,88
92.394,89
93.271,90
94.463,90
95.371,89
96.304,89
97.464,88
98.341,88
99.336,88
100.438,90
101.318,88
102.249,88
103.412,88
104.338,86
105.194,87
106.385,88
107.288,89
108.196,89
109.361,89
110.239,89
111.163,89
112.336,89
113.292,89
114.136,89
115.306,89
116.534,89
117.110,89
118.281,89
119.256,89
120.137,90
121.254,90
122.180,90
123.067,90
124.278,91
125.155,91
126.276,91
127.305,92
128.128,92
129.007,93
130.471,94
131.150,94
132.103,93
133.201,93
134.149,93
135.050,91
136.172,91
137.054,91
137.975,90
139.145,90
140.023,90
140.949,90
142.119,90
143.045,90
143.941,94
145.096,91
146.019,92
146.897,91
148.067,90
149.141,90
149.870,91
151.062,90
151.967,90
152.942,90
154.015,87
154.961,87
155.818,87
157.037,88
157.914,88
159.087,88
160.157,88
160.888,89
161.789,90
163.150,90
163.885,89
164.901,89
165.967,88
166.893,89
167.762,89
168.932,90
169.858,90
170.740,90
171.926,90
173.127,90
173.709,90
174.995,90
175.805,90
176.741,90
178.195,90
178.784,90
179.711,90
180.877,90
181.753,90
182.926,90
183.849,90
184.878,90
185.605,89
186.842,88
187.701,88
188.796,88
189.797,89
190.729,90
191.601,91
192.771,90
193.648,90
194.575,90
195.746,91
196.744,92
197.548,93
198.718,93
199.644,92
200.523,91
201.693,90
202.618,90
203.499,90
204.718,90
205.593,90
206.469,89
207.688,88
208.566,88
209.464,88
210.663,88
211.539,88
212.466,88
213.636,89
214.563,89
215.439,89
216.615,89
217.561,89
218.416,89
219.583,90
220.461,91
221.387,92
222.557,93
223.483,94
224.384,95
225.531,95
226.457,94
227.341,94
228.504,94
229.450,92
230.308,93
231.527,92
232.404,85
233.282,88
234.501,87
235.381,87
236.305,86
237.475,91
238.357,93
239.315,96
240.451,97
241.374,95
242.252,95
243.471,95
244.299,92
245.257,90
246.401,88
247.293,87
248.203,88
249.370,88
250.344,89
251.225,89
252.343,89
253.270,89
254.147,89
255.366,90
256.248,91
257.177,91
258.340,91
259.217,91
260.096,91
261.334,92
262.191,92
263.070,91
264.336,90
265.314,89
266.091,89
267.280,89
268.147,91
269.065,92
270.238,91
271.112,91
272.038,91
273.208,89
274.158,90
275.012,89
276.182,93
277.158,94
277.986,95
279.207,93
280.180,91
280.960,91
282.203,91
283.056,91
283.933,92
285.156,93
286.030,93
286.907,93
288.175,93
289.003,92
289.884,93
291.100,93
291.977,94
293.147,95
294.073,96
294.951,96
295.877,97
297.047,98
297.926,99
298.858,100
300.031,100
301.143,100
301.836,100
303.001,100
304.116,100
304.798,100
305.979,99
306.846,99
307.777,99
308.942,99
309.869,100
310.746,101
311.943,103
312.844,103
313.810,103
314.930,103
315.816,103
316.694,103
317.940,104
318.790,105
319.963,106
320.888,106
321.782,106
322.664,106
323.860,106
324.737,105
325.623,105
326.834,105
327.755,105
328.835,106
329.807,107
330.685,108
331.611,107
332.930,112
333.666,113
334.585,116
335.757,117
336.974,119
337.607,119
338.826,120
339.606,120
340.533,119
341.730,119
342.634,119
343.527,118
344.720,117
345.602,116
346.495,115
347.747,114
348.576,114
349.491,114
350.624,115
351.550,115
352.427,115
353.597,115
354.524,115
355.401,114
356.620,114
357.497,114
358.375,113
359.594,113
360.471,112
361.349,111
362.567,108
363.494,107
364.325,105
365.571,104
366.445,104
367.296,104
368.515,104
369.441,104
370.321,104
371.489,104
372.366,104
373.292,105
374.491,106
375.345,107
376.561,108
377.485,109
378.362,110
379.240,111
380.410,111
381.347,112
382.217,111
383.493,111
384.456,110
385.188,109
386.413,108
387.284,107
388.213,106
389.380,106
390.553,106
391.235,107
392.354,108
393.231,109
394.163,109
395.357,109
396.205,109
397.131,109
398.301,109
399.179,111
400.105,113
401.297,114
402.156,116
403.130,117
404.251,118
405.224,119
406.052,119
407.223,119
408.149,119
409.026,119
410.196,119
411.123,119
412.000,119
413.170,119
414.099,119
415.023,118
416.195,118
417.119,118
417.948,117
419.166,116
420.070,114
420.921,115
422.193,114
423.018,109
423.944,107
425.126,106
425.991,105
426.918,105
428.206,105
428.965,100
