df_hash,22ZHK4.HLFD3X
429.898,102
431.159,100
431.939,100
432.865,99
434.035,98
434.961,96
435.839,95
437.009,95
437.984,95
438.814,96
439.983,95
440.909,95
441.789,93
443.030,92
443.883,91
444.762,91
446.081,92
446.856,93
447.734,93
449.099,93
450.028,93
450.708,92
452.122,92
452.804,92
453.784,92
454.998,92
455.778,92
456.704,92
457.880,92
458.751,92
459.679,92
460.848,91
461.730,91
462.652,91
463.825,90
464.750,90
465.724,90
466.795,89
468.016,89
468.599,88
469.879,88
470.697,88
471.573,88
472.847,88
473.669,88
474.546,89
475.766,89
476.643,91
477.520,92
478.742,93
479.618,92
480.495,96
481.716,98
482.639,101
483.468,102
484.689,104
485.564,102
486.588,102
487.709,102
488.545,102
489.554,104
