df_hash,22ZHK4.HLFD3X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F6U0
person_label,V53
date_time_start,2025-10-31_14-12-01.952000_+03
date_time_start_unix,1761905521.952
date_time_end,2025-10-31_14-20-17.243000_+03
length_difference_noticed,no

time,ppg_quality
57.887,103
59.907,105
60.917,105
62.937,108
63.947,108
64.957,109
66.977,111
67.987,111
68.987,114
72.017,112
74.037,110
76.057,110
78.077,107
79.087,104
80.097,102
83.127,101
85.147,101
87.167,101
89.187,101
90.197,102
92.217,104
94.237,106
95.247,108
96.257,108
98.277,109
100.297,112
101.297,113
102.307,113
103.317,115
105.337,109
106.347,107
107.357,108
109.377,108
111.397,103
112.407,103
113.417,100
116.447,104
118.467,102
119.477,102
120.487,104
122.507,104
124.527,103
125.537,102
127.557,104
129.577,106
131.597,108
133.607,112
134.617,113
136.637,118
137.647,118
138.657,117
140.677,119
142.697,112
144.717,107
145.727,105
147.747,105
149.767,104
151.787,106
153.807,112
155.827,111
156.837,112
157.847,110
159.867,110
160.877,109
162.897,105
164.917,108
166.937,107
168.957,106
169.967,108
170.977,107
171.987,106
172.997,104
174.007,103
176.027,101
178.047,101
179.057,100
181.077,101
182.087,103
183.097,103
184.107,105
185.117,105
187.137,105
189.157,107
191.177,107
193.197,104
194.207,104
196.227,100
198.247,96
200.267,97
202.287,99
204.307,99
205.317,101
206.327,103
207.337,106
209.357,105
211.377,105
212.387,106
213.397,105
214.407,107
215.417,106
216.427,107
218.447,108
220.467,103
222.487,99
224.507,101
226.527,98
227.537,95
229.557,94
230.567,93
231.577,88
233.597,73
234.607,68
236.627,51
237.637,52
238.647,50
240.667,41
242.687,39
244.707,56
245.717,69
247.737,76
248.747,74
249.757,79
251.777,94
253.797,97
255.817,80
257.837,80
259.857,80
262.887,72
264.907,73
265.917,73
266.927,67
268.947,54
270.967,60
273.997,42
275.007,27
276.017,21
278.037,30
280.057,34
281.067,31
282.077,31
285.107,56
287.127,66
289.147,69
291.167,66
293.187,45
294.197,40
296.217,54
298.237,46
299.247,45
300.257,43
302.277,53
304.297,72
305.307,73
307.327,71
308.337,75
309.347,77
311.367,77
313.387,79
315.407,83
316.417,86
318.437,91
320.457,90
322.477,96
323.487,92
325.507,87
326.517,88
327.527,87
329.547,82
331.567,66
333.587,65
335.607,59
336.617,55
338.637,48
340.657,59
341.667,67
342.677,65
344.697,68
346.717,70
348.737,66
351.767,61
353.787,63
355.807,58
357.827,59
358.837,63
359.847,66
362.877,73
364.897,74
366.917,87
368.937,92
369.947,89
371.967,88
373.987,83
374.997,79
376.007,73
378.027,67
380.047,65
382.067,60
384.087,62
385.097,65
386.107,69
387.117,73
389.137,77
391.157,82
393.177,73
395.197,64
396.207,60
398.227,54
400.247,47
402.267,47
403.277,52
404.287,58
406.307,59
407.317,51
409.337,44
411.357,31
413.377,21
415.397,13
416.407,17
417.417,20
418.427,27
419.437,38
420.447,46
422.467,61
424.487,89
426.507,98
428.527,100
429.537,103
431.557,107
432.567,105
433.577,105
435.597,103
437.617,103
439.637,99
440.647,95
442.667,100
443.677,100
444.687,101
446.707,103
448.727,104
449.737,103
450.747,105
451.757,105
453.777,105
454.787,103
455.797,105
457.817,104
459.837,103
461.857,100
462.867,100
463.877,100
464.887,101
466.907,101
468.927,99
470.947,100
472.967,100
473.977,98
474.987,94
475.997,92
478.017,89
480.037,75
482.057,55
483.067,55
484.077,56
485.087,59
487.107,66
489.127,58
491.147,70
