df_hash,22ZHK4.HLFD3X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F6U0
person_label,V53
date_time_start,2025-10-31_14-12-01.952000_+03
date_time_start_unix,1761905521.952
date_time_end,2025-10-31_14-20-17.243000_+03
length_difference_noticed,no

time,spo2
24.632,97
25.219,97
25.806,97
26.486,97
27.192,97
27.756,97
28.486,97
29.019,97
29.705,97
30.388,97
31.072,97
31.656,97
32.337,97
32.873,97
33.507,97
34.142,97
34.970,97
35.506,97
36.237,97
36.923,97
37.748,97
41.063,97
41.795,97
42.331,97
43.075,97
43.696,97
44.427,97
45.159,97
45.792,97
46.475,97
47.252,97
47.889,97
48.619,97
49.253,97
49.985,97
50.667,97
51.349,97
52.175,97
52.671,97
53.300,97
53.982,97
54.713,97
55.250,97
55.932,97
56.524,97
57.245,97
58.030,97
58.616,97
59.296,97
59.979,97
60.564,97
61.246,97
61.831,97
62.465,97
63.241,97
63.879,97
64.415,97
66.999,97
67.778,97
69.145,97
69.875,97
70.557,97
71.263,97
71.922,97
72.653,97
73.407,97
73.920,97
74.605,97
75.288,97
75.868,97
76.550,97
77.286,97
78.110,97
78.796,97
79.430,97
80.161,97
80.844,97
81.523,97
83.281,97
83.963,97
84.645,97
85.280,97
85.963,97
86.742,97
87.523,97
88.252,97
88.741,97
89.472,97
90.155,97
90.838,97
91.423,97
92.641,97
94.247,97
94.932,97
95.611,97
96.201,97
96.833,97
97.370,97
98.052,97
98.539,97
99.271,97
100.148,97
103.611,97
104.289,97
104.927,97
105.463,97
105.999,97
106.827,97
107.559,97
108.286,97
108.777,97
109.505,97
110.191,97
110.727,97
111.409,97
112.190,97
112.824,97
113.359,97
114.091,97
114.920,97
115.748,97
116.139,97
116.884,97
117.407,97
118.089,97
118.771,97
119.597,97
120.087,97
120.770,97
121.308,97
121.990,97
122.671,97
123.350,97
123.942,97
124.718,97
125.354,97
125.890,97
126.473,97
127.158,97
128.425,97
129.497,97
131.008,97
132.421,97
135.148,97
135.640,97
136.370,97
137.004,97
137.689,97
138.512,97
140.221,97
140.758,97
141.294,97
143.097,97
143.829,97
145.877,97
146.656,97
147.144,97
147.878,97
148.457,97
149.090,97
152.019,97
152.701,97
153.486,97
154.115,97
154.745,97
155.335,97
156.114,97
157.430,97
158.158,97
158.699,97
159.380,97
160.010,97
160.698,97
161.229,97
162.014,97
163.063,97
163.428,97
164.154,97
164.696,97
165.378,97
165.914,97
166.598,97
167.570,97
168.008,97
168.691,97
169.277,97
169.959,97
170.641,97
171.324,97
172.152,97
172.789,97
173.420,97
174.005,97
174.589,97
175.227,97
175.967,97
176.688,97
177.323,97
177.954,97
178.733,97
179.426,97
180.000,97
180.538,97
181.222,97
182.587,97
183.326,97
183.947,97
184.824,97
185.423,97
186.633,97
187.901,97
189.166,97
189.946,97
190.385,97
191.116,97
191.973,97
192.628,97
196.444,97
197.600,97
198.380,97
199.160,97
199.843,96
202.423,96
202.959,96
203.793,96
204.426,96
205.153,96
205.984,96
206.521,96
207.205,97
207.888,97
208.618,97
209.205,97
209.838,97
210.570,97
211.786,97
212.518,97
213.253,97
213.738,97
214.581,97
215.151,97
215.832,97
216.564,97
219.732,97
220.415,97
221.000,97
221.590,97
222.219,97
223.878,97
235.625,97
237.382,97
244.603,97
251.156,96
257.170,96
258.391,96
263.169,96
263.823,96
264.390,95
268.138,95
278.380,95
286.084,95
287.448,95
288.038,95
289.296,95
295.344,95
298.124,95
298.807,95
299.536,95
300.021,95
300.511,95
301.202,95
301.731,95
305.338,95
305.923,95
307.727,95
309.384,95
309.966,95
310.554,95
311.069,95
312.940,95
313.476,95
314.117,95
314.649,95
315.625,95
316.260,95
317.331,95
318.500,95
319.525,96
320.646,96
321.474,96
322.010,96
322.449,96
323.034,96
323.597,96
329.128,96
329.612,96
330.104,96
330.493,96
331.078,96
332.736,96
334.979,96
335.368,96
335.953,96
341.367,96
341.904,96
343.071,96
344.145,96
347.211,96
347.896,96
349.847,96
350.822,96
351.895,96
355.602,96
356.087,96
356.721,96
357.598,96
360.573,96
361.836,96
362.327,96
362.957,96
363.643,96
364.179,96
364.737,95
365.934,96
367.548,96
368.031,96
368.616,96
369.639,96
373.097,96
374.710,96
375.101,96
375.710,96
376.221,96
377.244,96
383.386,96
384.605,96
384.996,96
386.270,96
386.800,95
387.336,95
387.921,95
392.893,95
393.917,95
408.883,95
417.809,95
418.636,95
419.267,95
420.048,95
421.802,96
422.435,96
422.923,96
423.508,96
424.045,96
424.634,96
425.504,96
427.457,96
428.090,96
428.721,96
429.214,96
429.748,96
430.431,96
431.016,96
431.700,96
432.383,96
433.158,96
433.798,96
434.333,96
435.013,96
435.599,96
436.182,96
436.720,97
437.501,97
438.037,97
438.670,97
440.129,97
440.719,97
441.494,97
442.188,97
442.667,97
443.401,97
443.981,97
444.625,97
445.202,97
445.943,97
446.423,97
447.153,97
447.932,97
448.517,97
449.148,97
449.785,97
450.467,97
451.007,97
451.929,97
453.051,97
453.733,97
454.367,97
455.053,97
455.588,97
456.319,97
456.899,97
457.581,97
458.270,97
458.992,97
459.632,97
460.267,97
460.949,97
461.585,97
462.265,97
462.851,97
463.534,97
464.361,97
465.040,97
465.674,97
466.360,97
466.993,97
467.729,97
468.456,97
468.943,97
469.823,97
470.406,97
471.040,97
471.722,97
472.405,97
473.086,97
480.061,97
481.326,97
481.771,97
484.251,97
488.489,97
