df_hash,22ZHK4.HLFD3X
14.197,0.995
14.227,1.000
14.257,1.000
14.287,1.002
14.317,1.000
14.347,0.987
14.377,0.998
14.407,0.998
14.437,0.996
14.467,1.006
14.497,1.001
14.527,1.004
14.557,0.998
14.587,1.000
14.617,1.005
14.647,1.004
14.677,0.990
14.707,0.996
14.737,0.994
14.767,1.015
14.797,1.008
14.827,0.996
14.857,0.996
14.887,0.996
14.917,0.993
14.947,1.001
14.977,0.999
15.007,1.005
15.037,1.006
15.067,0.995
15.097,0.994
15.127,1.005
15.157,1.006
15.187,1.000
15.217,0.991
15.247,0.996
15.277,0.994
15.307,1.004
15.337,0.996
15.367,0.993
15.397,0.998
15.427,0.995
15.457,1.000
15.487,1.006
15.517,0.996
15.547,0.999
15.577,0.998
15.607,1.002
15.637,1.001
15.667,0.997
15.697,1.002
15.727,1.001
15.757,0.998
15.787,0.993
15.817,0.998
15.847,0.996
15.877,1.000
15.907,1.000
15.937,0.994
15.967,0.997
15.997,1.007
16.027,1.009
16.057,0.998
16.087,0.995
16.117,0.989
16.147,1.004
16.177,1.001
16.207,1.001
16.237,0.999
16.267,1.002
16.297,0.995
16.327,0.993
16.357,1.000
16.387,1.000
16.417,0.998
16.447,0.998
16.477,0.999
16.507,0.999
16.537,0.997
16.567,0.995
16.597,1.001
16.627,0.994
16.657,0.999
16.687,1.005
16.717,0.998
16.747,1.004
16.777,0.995
16.807,0.992
16.837,1.008
16.867,0.999
16.897,0.992
16.927,0.997
16.957,0.999
16.987,1.001
17.017,0.997
17.047,1.002
17.077,1.000
17.107,0.997
17.137,0.997
17.167,1.001
17.197,0.999
17.227,0.992
17.257,1.000
17.287,1.001
17.317,0.998
17.347,1.000
17.377,1.001
17.407,0.997
17.437,0.998
17.467,0.993
17.497,0.997
17.527,1.010
17.557,0.995
17.587,0.994
17.617,1.005
17.647,1.005
17.677,0.999
17.707,0.991
17.737,0.999
17.767,1.002
17.797,1.003
17.827,0.996
17.857,0.995
17.887,0.998
17.917,0.996
17.947,0.994
17.977,1.001
18.007,0.995
18.037,0.995
18.067,1.003
18.097,1.006
18.127,0.998
18.157,0.992
18.187,1.000
18.217,1.013
18.247,1.002
18.277,0.990
18.307,1.000
18.337,1.001
18.367,1.000
18.397,1.000
18.427,0.992
18.457,0.997
18.487,1.004
18.517,1.004
18.547,1.004
18.577,0.998
18.607,0.999
18.637,0.998
18.667,0.993
18.697,1.000
18.727,0.996
18.757,0.994
18.787,1.002
18.817,0.994
18.847,1.002
18.877,1.006
18.907,0.999
18.937,0.999
18.967,0.999
18.997,0.991
19.027,1.001
19.057,1.005
19.087,0.998
19.117,1.003
19.147,1.000
19.177,0.994
19.207,0.999
19.237,0.999
19.267,1.003
19.297,0.999
19.327,0.997
19.357,0.998
19.387,1.000
19.417,1.005
19.447,0.993
19.477,0.991
19.507,1.008
19.537,0.998
19.567,1.001
19.597,0.998
19.627,0.998
19.657,0.997
19.687,1.000
19.717,1.002
19.747,0.992
19.777,1.005
19.807,0.999
19.837,0.998
19.867,1.001
19.897,1.000
19.927,1.006
19.957,0.997
19.987,0.994
20.017,0.999
20.047,0.996
20.077,1.001
20.107,0.997
20.137,0.995
20.167,1.007
20.197,0.996
20.227,0.994
20.257,1.002
20.287,1.005
20.317,1.000
20.347,1.003
20.377,0.997
20.407,0.997
20.437,1.000
20.467,0.994
20.497,0.995
20.527,1.003
20.557,0.997
20.587,0.994
20.617,0.998
20.647,0.999
20.677,1.004
20.707,1.002
20.737,1.003
20.767,0.995
20.797,0.989
20.827,1.013
20.857,1.000
20.887,0.995
20.917,1.002
20.947,0.999
20.977,0.997
21.007,0.999
21.037,1.002
21.067,1.002
21.097,1.002
21.127,1.000
21.157,0.994
21.187,0.996
21.217,1.002
21.247,0.997
21.277,0.997
21.307,0.995
21.337,1.003
21.367,1.004
21.397,1.003
21.427,0.999
21.457,0.994
21.487,0.996
21.517,1.019
21.547,0.995
21.577,0.996
21.607,1.004
21.637,0.999
21.667,0.991
21.697,0.997
21.727,0.999
21.757,1.003
21.787,1.003
21.817,0.999
21.847,0.999
21.877,0.998
21.907,0.999
21.937,0.996
21.967,1.000
21.997,0.997
22.027,1.004
22.057,1.003
22.087,1.004
22.117,0.995
22.147,0.992
22.177,1.010
22.207,1.005
22.237,0.996
22.267,0.992
22.297,0.998
22.327,0.999
22.357,1.000
22.387,1.000
22.417,1.003
22.447,1.005
22.477,1.001
22.507,1.001
22.537,0.996
22.567,0.996
22.597,1.004
22.627,0.998
22.657,0.991
22.687,1.000
22.717,1.007
22.747,1.002
22.777,1.000
22.807,0.998
22.837,0.993
22.867,1.011
22.897,0.999
22.927,0.997
22.957,0.999
22.987,0.997
23.017,0.999
23.047,1.000
23.077,1.000
23.107,0.997
23.137,1.002
23.167,0.999
23.197,0.998
23.227,0.999
23.257,0.997
23.287,0.999
23.317,0.998
23.347,0.981
23.377,1.006
23.407,1.011
23.437,1.001
23.467,0.990
23.497,0.991
23.527,0.995
23.557,1.006
23.587,0.998
23.617,1.000
23.647,1.005
23.677,0.997
23.707,0.993
23.737,0.995
23.767,0.995
23.797,0.996
23.827,1.002
23.857,0.999
23.887,0.996
23.917,1.000
23.947,0.996
23.977,1.003
24.007,1.001
24.037,0.996
24.067,1.000
24.097,0.998
24.127,1.000
24.157,0.993
24.187,0.997
24.217,0.994
24.247,1.014
24.277,0.995
24.307,0.995
24.337,1.004
24.367,1.004
24.397,0.999
24.427,0.994
24.457,1.001
24.487,1.000
24.517,1.006
24.547,0.993
24.577,0.992
24.607,0.998
24.637,0.998
24.667,0.996
24.697,0.990
24.727,1.000
24.757,1.005
24.787,1.002
24.817,0.998
24.847,0.993
24.877,0.998
24.907,1.003
24.937,0.995
24.967,0.996
24.997,1.001
25.027,1.000
25.057,0.995
25.087,0.997
25.117,1.000
25.147,1.001
25.177,1.002
25.207,0.998
25.237,0.996
25.267,0.997
25.297,0.998
25.327,0.997
25.357,1.000
25.387,1.000
25.417,0.998
25.447,1.006
25.477,0.998
25.507,0.989
25.537,1.005
25.567,1.016
25.597,0.998
25.627,0.987
25.657,0.990
25.687,0.997
25.717,1.003
25.747,0.999
25.777,0.998
25.807,1.004
25.837,0.994
25.867,1.001
25.897,1.001
25.927,0.995
25.957,0.996
25.987,0.994
26.017,0.998
26.047,1.008
26.077,1.002
26.107,1.002
26.137,0.992
26.167,0.995
26.197,1.004
26.227,0.997
26.257,1.002
26.287,0.996
26.317,0.998
26.347,0.997
26.377,0.997
26.407,0.992
26.437,0.995
26.467,1.004
26.497,1.004
26.527,0.991
26.557,0.993
26.587,0.999
26.617,1.000
26.647,0.993
26.677,0.994
26.707,1.005
26.737,1.005
26.767,0.999
26.797,0.991
26.827,0.985
26.857,1.015
26.887,1.007
26.917,0.990
26.947,0.996
26.977,1.003
27.007,1.000
27.037,0.990
27.067,0.999
27.097,1.003
27.127,1.007
27.157,0.996
27.187,0.995
27.217,1.005
27.247,1.003
27.277,0.995
27.307,0.990
27.337,1.000
27.367,1.003
27.397,0.999
27.427,0.988
27.457,0.990
27.487,0.996
27.517,1.013
27.547,0.996
27.577,0.994
27.607,0.997
27.637,1.000
27.667,0.999
27.697,0.991
27.727,0.989
27.757,1.005
27.787,1.008
27.817,1.002
27.847,0.996
27.877,1.000
27.907,0.995
27.937,0.990
27.967,0.999
27.997,1.000
28.027,0.999
28.057,0.998
28.087,0.997
28.117,1.005
28.147,1.006
28.177,0.995
28.207,1.000
28.237,0.999
28.267,0.991
28.297,0.994
28.327,1.000
28.357,0.996
28.387,0.998
28.417,1.002
28.447,1.001
28.477,0.994
28.507,0.994
28.537,0.996
28.567,0.997
28.597,1.000
28.627,0.999
28.657,1.001
28.687,0.995
28.717,0.989
28.747,1.011
28.777,1.007
28.807,1.000
28.837,0.995
28.867,0.997
28.897,0.997
28.927,0.995
28.957,1.001
28.987,0.998
29.017,1.004
29.047,1.000
29.077,1.000
29.107,1.002
29.137,0.998
29.167,0.999
29.197,0.993
29.227,1.000
29.257,1.002
29.287,0.995
29.317,0.995
29.347,0.995
29.377,1.001
29.407,1.005
29.437,0.993
29.467,0.996
29.497,0.999
29.527,1.002
29.557,1.004
29.587,0.997
29.617,0.997
29.647,1.006
29.677,1.003
29.707,0.994
29.737,0.991
29.767,1.000
29.797,1.002
29.827,0.993
29.857,0.997
29.887,0.996
29.917,1.003
29.947,1.005
29.977,0.997
30.007,0.994
30.037,0.994
30.067,1.010
30.097,1.000
30.127,0.998
30.157,0.999
30.187,1.001
30.217,0.998
30.247,0.996
30.277,0.994
30.307,0.991
30.337,1.006
30.367,1.004
30.397,1.001
30.427,1.002
30.457,0.997
30.487,0.995
30.517,0.997
30.547,0.997
30.577,0.997
30.607,1.006
30.637,1.002
30.667,1.002
30.697,0.998
30.727,0.992
30.757,0.998
30.787,1.005
30.817,0.996
30.847,0.996
30.877,1.004
30.907,1.001
30.937,0.997
30.967,0.997
30.997,0.994
31.027,1.006
31.057,1.000
31.087,0.992
31.117,0.994
31.147,1.002
31.177,1.001
31.207,0.993
31.237,0.992
31.267,1.002
31.297,1.007
31.327,1.000
31.357,0.994
31.387,0.996
31.417,1.010
31.447,0.996
31.477,0.991
31.507,0.997
31.537,1.000
31.567,0.996
31.597,0.994
31.627,1.000
31.657,1.004
31.687,1.002
31.717,0.996
31.747,0.992
31.777,0.997
31.807,0.999
31.837,1.000
31.867,0.997
31.897,0.999
31.927,1.000
31.957,0.996
31.987,0.991
32.017,1.006
32.047,1.000
32.077,0.999
32.107,1.004
32.137,1.005
32.167,1.001
32.197,0.993
32.227,0.993
32.257,1.000
32.287,1.000
32.317,0.994
32.347,0.998
32.377,1.004
32.407,1.001
32.437,0.995
32.467,0.996
32.497,1.001
32.527,0.995
32.557,0.995
32.587,1.000
32.617,1.005
32.647,1.001
32.677,0.996
32.707,0.993
32.737,0.992
32.767,0.996
32.797,0.996
32.827,0.999
32.857,1.004
32.887,1.000
32.917,1.000
32.947,0.997
32.977,0.994
33.007,0.993
33.037,0.993
33.067,1.000
33.097,1.003
33.127,1.000
33.157,1.001
33.187,0.994
33.217,1.010
33.247,0.998
33.277,0.995
33.307,0.997
33.337,0.998
33.367,0.996
33.397,0.993
33.427,1.000
33.457,1.003
33.487,0.998
33.517,1.001
33.547,1.000
33.577,0.991
33.607,0.997
33.637,0.999
33.667,0.997
33.697,0.992
33.727,1.002
33.757,1.003
33.787,0.997
33.817,0.997
33.847,0.998
33.877,1.003
33.907,1.005
33.937,0.996
33.967,0.997
33.997,1.000
34.027,0.994
34.057,0.994
34.087,1.002
34.117,0.998
34.147,1.005
34.177,1.001
34.207,0.994
34.237,0.999
34.267,1.000
34.297,0.998
34.327,0.997
34.357,0.998
34.387,0.998
34.417,0.997
34.447,1.002
34.477,0.998
34.507,1.004
34.537,1.000
34.567,0.999
34.597,0.990
34.627,0.991
34.657,0.997
34.687,1.012
34.717,0.988
34.747,0.991
34.777,1.002
34.807,0.999
34.837,0.993
34.867,0.994
34.897,0.996
34.927,1.002
34.957,0.996
34.987,0.997
35.017,1.004
35.047,1.002
35.077,0.996
35.107,0.996
35.137,0.998
35.167,0.996
35.197,0.998
35.227,0.996
35.257,1.004
35.287,0.997
35.317,0.995
35.347,1.000
35.377,0.996
35.407,0.999
35.437,0.997
35.467,0.995
35.497,1.000
35.527,1.000
35.557,0.999
35.587,0.998
35.617,1.001
35.647,1.001
35.677,0.991
35.707,0.991
35.737,1.003
35.767,1.006
35.797,0.993
35.827,0.992
35.857,1.006
35.887,1.001
35.917,1.005
35.947,0.980
35.977,0.985
36.007,0.996
36.037,0.998
36.067,0.996
36.097,0.989
36.127,0.996
36.157,1.006
36.187,0.996
36.217,0.997
36.247,0.999
36.277,1.008
36.307,1.006
36.337,1.000
36.367,0.997
36.397,1.002
36.427,1.002
36.457,0.999
36.487,0.997
36.517,0.994
36.547,0.995
36.577,1.003
36.607,1.001
36.637,0.999
36.667,0.992
36.697,0.983
36.727,1.007
36.757,1.005
36.787,0.992
36.817,0.992
36.847,0.995
36.877,0.998
36.907,0.996
36.937,0.995
36.967,0.989
36.997,1.003
37.027,0.999
37.057,0.991
37.087,0.997
37.117,0.997
37.147,1.004
37.177,0.997
37.207,0.994
37.237,0.999
37.267,0.995
37.297,0.999
37.327,0.999
37.357,0.999
37.387,0.993
37.417,0.994
37.447,0.993
37.477,1.000
37.507,0.997
37.537,0.997
37.567,0.994
37.597,0.996
37.627,0.998
37.657,1.001
37.687,1.000
37.717,0.996
37.747,0.998
37.777,1.000
37.807,1.000
37.837,1.000
37.867,0.995
37.897,0.995
37.927,0.996
37.957,0.994
37.987,0.996
38.017,1.012
38.047,0.995
38.077,0.991
38.107,0.999
38.137,0.994
38.167,1.009
38.197,0.999
38.227,0.991
38.257,0.994
38.287,1.000
38.317,1.001
38.347,1.000
38.377,0.996
38.407,1.000
38.437,0.998
38.467,0.999
38.497,0.999
38.527,0.997
38.557,0.994
38.587,0.999
38.617,0.999
38.647,0.995
38.677,0.998
38.707,0.998
38.737,0.995
38.767,0.992
38.797,0.993
38.827,1.011
38.857,1.003
38.887,0.997
38.917,0.995
38.947,0.995
38.977,1.000
39.007,0.999
39.037,0.997
39.067,0.995
39.097,1.006
39.127,0.996
39.157,0.997
39.187,0.992
39.217,1.002
39.247,1.002
39.277,0.993
39.307,0.999
39.337,0.998
39.367,0.998
39.397,0.999
39.427,0.996
39.457,0.990
39.487,1.004
39.517,0.999
39.547,0.995
39.577,0.995
39.607,0.994
39.637,0.999
39.667,0.995
39.697,0.994
39.727,0.997
39.757,1.002
39.787,0.998
39.817,0.996
39.847,0.991
39.877,1.000
39.907,0.999
39.937,0.994
39.967,0.994
39.997,1.002
40.027,1.006
40.057,0.997
40.087,0.987
40.117,0.992
40.147,1.006
40.177,0.999
40.207,0.994
40.237,0.994
40.267,0.997
40.297,1.003
40.327,0.996
40.357,0.998
40.387,0.994
40.417,1.000
40.447,0.995
40.477,1.000
40.507,0.999
40.537,0.993
40.567,0.997
40.597,0.998
40.627,1.000
40.657,0.992
40.687,0.993
40.717,1.000
40.747,1.001
40.777,0.999
40.807,0.988
40.837,0.990
40.867,1.014
40.897,0.999
40.927,0.993
40.957,0.997
40.987,0.998
41.017,0.999
41.047,1.001
41.077,0.993
41.107,1.002
41.137,1.000
41.167,0.993
41.197,0.999
41.227,0.999
41.257,0.998
41.287,0.998
41.317,0.996
41.347,1.001
41.377,0.996
41.407,0.994
41.437,0.994
41.467,0.993
41.497,0.993
41.527,1.004
41.557,1.000
41.587,0.998
41.617,0.996
41.647,0.992
41.677,0.994
41.707,1.000
41.737,0.997
41.767,1.000
41.797,1.005
41.827,0.996
41.857,1.001
41.887,0.997
41.917,0.994
41.947,0.995
41.977,1.000
42.007,0.997
42.037,0.997
42.067,1.004
42.097,0.995
42.127,0.996
42.157,1.010
42.187,1.004
42.217,0.998
42.247,1.002
42.277,1.000
42.307,0.998
42.337,0.990
42.367,0.996
42.397,1.006
42.427,1.000
42.457,0.996
42.487,0.993
42.517,0.995
42.547,1.001
42.577,1.000
42.607,0.989
42.637,0.999
42.667,1.003
42.697,0.996
42.727,0.996
42.757,0.997
42.787,1.004
42.817,1.001
42.847,0.996
42.877,0.999
42.907,1.000
42.937,0.999
42.967,0.994
42.997,0.999
43.027,0.999
43.057,1.004
43.087,1.001
43.117,1.000
43.147,0.993
43.177,0.995
43.207,0.997
43.237,0.995
43.267,0.998
43.297,0.993
43.327,1.002
43.357,1.003
43.387,0.995
43.417,0.997
43.447,0.991
43.477,1.002
43.507,1.003
43.537,0.995
43.567,0.993
43.597,1.000
43.627,1.002
43.657,0.999
43.687,0.995
43.717,1.000
43.747,0.999
43.777,1.002
43.807,1.001
43.837,0.996
43.867,0.992
43.897,0.993
43.927,0.995
43.957,0.998
43.987,0.998
44.017,0.997
44.047,0.996
44.077,0.998
44.107,1.000
44.137,0.997
44.167,0.998
44.197,0.991
44.227,0.993
44.257,1.006
44.287,1.001
44.317,0.998
44.347,0.991
44.377,1.002
44.407,1.001
44.437,0.996
44.467,0.994
44.497,1.000
44.527,1.003
44.557,0.999
44.587,0.994
44.617,0.996
44.647,0.998
44.677,0.999
44.707,0.996
44.737,0.990
44.767,0.996
44.797,0.998
44.827,1.002
44.857,1.000
44.887,0.995
44.917,0.990
44.947,0.997
44.977,0.999
45.007,1.003
45.037,0.994
45.067,0.993
45.097,0.996
45.127,0.994
45.157,0.995
45.187,0.999
45.217,0.991
45.247,1.002
45.277,1.004
45.307,0.994
45.337,0.997
45.367,1.000
45.397,0.997
45.427,0.995
45.457,0.994
45.487,1.005
45.517,1.002
45.547,0.997
45.577,0.996
45.607,0.993
45.637,0.996
45.667,1.008
45.697,0.999
45.727,0.997
45.757,0.997
45.787,0.997
45.817,0.993
45.847,0.996
45.877,0.995
45.907,0.998
45.937,1.001
45.967,0.995
45.997,0.997
46.027,0.995
46.057,0.996
46.087,0.999
46.117,0.994
46.147,0.996
46.177,1.003
46.207,1.000
46.237,0.993
46.267,0.990
46.297,0.998
46.327,1.006
46.357,0.997
46.387,0.997
46.417,0.996
46.447,0.994
46.477,0.999
46.507,0.998
46.537,0.995
46.567,1.001
46.597,0.997
46.627,0.998
46.657,0.991
46.687,0.990
46.717,1.000
46.747,0.997
46.777,0.995
46.807,0.996
46.837,1.002
46.867,0.999
46.897,0.996
46.927,0.995
46.957,0.993
46.987,1.000
47.017,1.003
47.047,0.991
47.077,0.993
47.107,0.995
47.137,0.998
47.167,0.996
47.197,0.997
47.227,0.996
47.257,1.000
47.287,0.997
47.317,0.999
47.347,0.991
47.377,0.993
47.407,1.000
47.437,0.993
47.467,0.994
47.497,1.000
47.527,0.998
47.557,0.995
47.587,0.999
47.617,1.003
47.647,0.993
47.677,0.992
47.707,0.990
47.737,1.000
47.767,1.008
47.797,0.997
47.827,0.987
47.857,1.000
47.887,0.999
47.917,1.008
47.947,0.996
47.977,0.991
48.007,0.999
48.037,1.000
48.067,0.995
48.097,0.998
48.127,0.999
48.157,1.002
48.187,0.999
48.217,0.991
48.247,0.995
48.277,0.997
48.307,0.999
48.337,0.997
48.367,1.000
48.397,0.994
48.427,1.000
48.457,0.994
48.487,1.008
48.517,0.997
48.547,0.993
48.577,0.999
48.607,0.993
48.637,0.997
48.667,1.002
48.697,0.997
48.727,0.997
48.757,1.002
48.787,0.992
48.817,0.997
48.847,1.005
48.877,1.000
48.907,0.991
48.937,0.993
48.967,0.994
48.997,1.008
49.027,1.003
49.057,0.994
49.087,0.992
49.117,0.992
49.147,1.000
49.177,1.003
49.207,0.999
49.237,0.995
49.267,0.996
49.297,1.001
49.327,0.995
49.357,0.992
49.387,0.994
49.417,0.999
49.447,1.000
49.477,0.997
49.507,0.994
49.537,0.997
49.567,0.998
49.597,0.999
49.627,0.991
49.657,1.000
49.687,1.002
49.717,0.996
49.747,0.993
49.777,0.993
49.807,1.001
49.837,1.001
49.867,0.996
49.897,0.996
49.927,0.995
49.957,1.001
49.987,1.003
50.017,0.995
50.047,0.994
50.077,1.000
50.107,0.997
50.137,0.993
50.167,0.995
50.197,1.000
50.227,0.996
50.257,0.993
50.287,0.994
50.317,1.007
50.347,1.004
50.377,0.996
50.407,0.993
50.437,0.997
50.467,0.999
50.497,1.000
50.527,0.990
50.557,0.996
50.587,0.994
50.617,0.995
50.647,0.995
50.677,1.000
50.707,0.998
50.737,0.998
50.767,1.004
50.797,0.993
50.827,0.992
50.857,1.001
50.887,0.999
50.917,0.996
50.947,0.999
50.977,0.996
51.007,0.995
51.037,1.004
51.067,0.998
51.097,0.995
51.127,0.993
51.157,0.994
51.187,1.009
51.217,0.997
51.247,0.996
51.277,0.998
51.307,0.999
51.337,0.996
51.367,0.996
51.397,1.003
51.427,1.000
51.457,1.003
51.487,0.995
51.517,0.991
51.547,0.996
51.577,0.998
51.607,0.998
51.637,0.999
51.667,1.000
51.697,1.002
51.727,1.008
51.757,1.000
51.787,0.999
51.817,0.993
51.847,0.991
51.877,0.991
51.907,1.008
51.937,0.995
51.967,0.992
51.997,0.996
52.027,0.998
52.057,0.995
52.087,0.995
52.117,0.992
52.147,0.996
52.177,1.002
52.207,0.995
52.237,0.995
52.267,0.995
52.297,0.998
52.327,0.998
52.357,0.989
52.387,0.988
52.417,1.002
52.447,1.002
52.477,0.993
52.507,0.991
52.537,0.989
52.567,1.006
52.597,1.009
52.627,0.995
52.657,0.993
52.687,0.994
52.717,0.999
52.747,0.992
52.777,0.994
52.807,0.997
52.837,1.000
52.867,0.994
52.897,0.994
52.927,0.997
52.957,0.997
52.987,0.996
53.017,0.998
53.047,0.996
53.077,0.996
53.107,1.000
53.137,1.002
53.167,0.993
53.197,0.987
53.227,1.005
53.257,1.003
53.287,0.996
53.317,0.995
53.347,0.995
53.377,0.993
53.407,0.998
53.437,1.003
53.467,0.991
53.497,0.998
53.527,1.002
53.557,0.996
53.587,0.992
53.617,0.997
53.647,0.997
53.677,0.993
53.707,0.995
53.737,1.003
53.767,1.000
53.797,0.995
53.827,0.993
53.857,0.996
53.887,1.005
53.917,1.005
53.947,0.992
53.977,1.000
54.007,0.998
54.037,0.993
54.067,0.993
54.097,0.997
54.127,0.997
54.157,1.006
54.187,0.999
54.217,0.997
54.247,0.999
54.277,0.992
54.307,1.004
54.337,0.999
54.367,0.992
54.397,0.998
54.427,0.999
54.457,1.005
54.487,0.986
54.517,0.992
54.547,0.999
54.577,1.009
54.607,1.002
54.637,0.999
54.667,0.992
54.697,0.997
54.727,0.997
54.757,0.997
54.787,0.987
54.817,0.998
54.847,1.003
54.877,0.993
54.907,0.995
54.937,0.997
54.967,0.995
54.997,0.992
55.027,0.994
55.057,0.995
55.087,0.999
55.117,0.995
55.147,0.990
55.177,0.998
55.207,1.008
55.237,0.993
55.267,0.997
55.297,0.995
55.327,1.000
55.357,0.995
55.387,0.998
55.417,0.997
55.447,0.995
55.477,1.001
55.507,0.995
55.537,0.991
55.567,0.992
55.597,0.999
55.627,0.996
55.657,0.993
55.687,1.000
55.717,0.998
55.747,0.990
55.777,0.988
55.807,1.002
55.837,1.006
55.867,0.996
55.897,0.996
55.927,0.996
55.957,0.996
55.987,0.999
56.017,0.997
56.047,0.988
56.077,1.002
56.107,1.003
56.137,0.991
56.167,0.992
56.197,0.993
56.227,0.999
56.257,0.998
56.287,0.994
56.317,1.001
56.347,0.998
56.377,1.001
56.407,0.992
56.437,0.992
56.467,1.002
56.497,1.001
56.527,0.998
56.557,0.993
56.587,0.991
