df_hash,22ZHK4.HLFD3X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F6U0
person_label,V53
date_time_start,2025-10-31_14-12-01.952000_+03
date_time_start_unix,1761905521.952
date_time_end,2025-10-31_14-20-17.243000_+03
length_difference_noticed,no

time,rr_int
8.983,4130
9.519,10
11.030,585
11.761,1530
12.444,645
12.980,650
13.663,635
14.394,660
15.076,725
15.759,755
16.495,710
17.179,670
17.855,685
18.538,680
19.220,695
19.805,655
20.488,645
21.196,650
21.906,670
22.437,685
23.124,670
23.886,680
24.586,680
25.216,710
25.801,655
26.484,640
27.189,645
27.754,665
28.483,655
28.977,625
29.653,615
30.384,635
31.066,685
31.625,710
32.334,640
32.870,585
33.462,590
34.137,615
34.966,680
35.502,780
36.234,680
36.917,665
37.745,710
38.428,740
39.013,705
39.695,645
40.377,665
41.060,665
41.791,710
42.327,665
43.059,625
43.693,645
44.424,695
45.155,760
45.789,750
46.471,665
47.206,650
47.885,680
48.577,755
49.250,740
49.982,675
50.664,660
51.346,660
52.032,705
52.664,720
53.296,670
53.979,655
54.710,665
55.246,680
55.929,630
56.514,615
57.200,645
58.025,720
58.610,725
59.293,655
59.975,645
60.560,650
61.243,665
61.828,645
62.461,610
63.195,630
63.875,685
64.411,700
65.143,670
65.681,605
66.264,595
66.995,610
67.775,690
68.458,805
69.141,750
69.871,680
70.554,655
71.259,675
71.919,725
72.650,730
73.404,690
73.884,650
74.600,645
75.283,650
75.819,655
76.502,645
77.281,635
78.061,760
78.793,765
79.426,725
80.158,685
80.840,705
81.479,690
82.351,645
82.644,620
83.278,600
83.960,615
84.598,680
85.276,675
85.959,650
86.739,710
87.520,795
88.205,750
88.738,670
89.469,645
90.151,660
90.834,675
91.419,670
91.957,630
92.638,600
93.369,620
94.202,740
94.886,810
95.567,720
96.197,660
96.830,650
97.366,630
97.968,600
98.491,575
99.222,570
100.145,710
100.974,905
101.559,810
102.537,645
102.956,660
103.606,660
104.195,690
104.923,665
105.459,625
105.995,590
106.824,610
107.555,730
108.246,740
108.774,700
109.461,635
110.188,630
110.724,645
111.406,685
112.187,695
112.820,670
113.356,645
114.088,650
114.917,700
115.601,725
116.135,710
116.867,630
117.403,610
118.085,625
118.768,660
119.503,735
120.084,670
120.767,630
121.303,630
121.985,655
122.668,655
123.303,625
123.935,645
124.624,680
125.305,725
125.885,630
126.424,590
127.153,605
127.690,640
128.420,645
128.957,595
129.493,580
130.228,610
131.004,735
131.736,810
132.418,685
133.003,620
133.541,605
134.368,635
135.102,755
135.636,715
136.322,620
137.000,625
137.685,665
138.366,765
138.950,715
139.633,615
140.218,585
140.754,595
141.290,590
141.883,575
142.412,540
143.094,575
143.825,665
144.655,750
145.362,755
145.873,695
146.653,650
147.141,625
147.872,625
148.412,620
148.994,580
149.773,585
150.602,830
151.333,845
152.015,765
152.698,705
153.479,665
154.112,655
154.720,660
155.330,680
156.110,700
156.745,655
157.427,650
158.110,670
158.694,700
159.377,685
159.966,640
160.653,610
161.188,605
162.010,660
163.059,760
163.423,730
164.123,720
164.690,665
165.373,620
165.909,625
166.592,630
167.342,690
168.005,715
168.688,665
169.273,645
169.956,655
170.638,695
171.321,665
172.072,680
172.783,700
173.281,675
174.002,650
174.541,620
175.220,625
175.952,680
176.683,720
177.317,685
177.921,635
178.730,655
179.414,730
179.987,685
180.534,625
181.217,610
181.899,625
182.582,705
183.313,710
183.906,640
184.776,670
185.409,750
186.092,770
186.629,645
187.222,610
187.896,595
188.583,625
189.163,685
189.943,660
190.382,615
191.113,635
191.963,705
192.624,775
193.163,665
193.746,590
194.428,575
195.062,630
195.696,635
196.438,685
196.914,645
197.597,635
198.377,670
199.157,760
199.839,765
200.379,675
200.961,625
201.644,615
202.411,630
202.911,660
203.788,665
204.422,715
205.105,780
205.890,740
206.518,700
207.201,650
207.883,665
208.614,680
209.200,695
209.833,685
210.564,645
211.247,670
211.783,675
212.515,660
213.248,645
213.733,640
214.576,670
215.147,720
215.829,680
216.561,670
217.243,640
217.779,685
218.463,655
219.047,600
219.729,630
220.284,630
220.997,660
221.543,640
222.216,620
222.801,600
223.337,585
223.873,570
224.361,590
224.610,205
225.287,440
226.116,725
226.701,810
227.237,645
227.240,460
227.334,10
227.337,10
227.390,195
229.385,1380
229.777,620
230.065,350
230.698,265
230.991,675
231.430,340
232.117,470
232.944,690
233.089,665
233.185,310
233.347,240
234.452,590
235.037,570
235.584,565
236.256,580
236.841,585
237.377,580
237.670,615
237.913,245
237.916,255
238.352,10
239.038,310
239.334,865
239.766,200
240.448,505
240.984,610
241.667,620
242.401,675
243.227,790
243.910,730
244.592,695
245.183,690
245.860,690
246.546,690
247.273,630
247.810,650
248.530,650
249.223,665
249.467,700
249.470,340
249.614,10
249.906,10
250.613,305
251.153,680
251.905,665
252.539,690
253.075,605
253.806,645
254.345,650
255.024,620
255.756,675
256.444,680
257.124,750
257.804,665
258.388,635
259.074,630
259.619,610
260.341,620
261.167,710
261.901,660
262.435,730
263.122,720
263.800,720
264.385,650
264.921,645
265.604,545
266.189,650
266.874,605
267.412,630
268.093,655
268.675,605
269.504,650
270.235,780
270.483,760
270.822,265
271.600,460
271.843,670
272.292,250
272.673,340
272.819,610
274.086,580
274.573,630
275.207,515
275.746,615
