df_hash,22ZHK4.HLFD3X
276.426,610
277.011,635
277.694,645
278.376,725
279.262,725
280.085,710
280.326,620
281.058,630
281.594,605
282.276,630
282.423,620
282.617,270
282.621,35
283.398,280
284.080,635
284.811,645
285.493,715
286.078,650
286.713,650
287.443,650
288.031,635
288.666,610
289.251,650
289.491,635
289.784,250
290.466,330
291.053,670
291.774,575
292.422,605
292.855,615
293.434,605
294.127,585
295.341,620
295.492,1215
295.495,230
295.780,10
296.999,280
297.585,1215
298.120,605
298.802,595
299.397,600
299.952,590
300.508,590
301.193,595
301.727,575
302.313,610
302.996,585
303.541,645
303.823,615
303.827,240
303.875,10
303.878,15
304.124,65
304.948,280
305.335,615
305.920,595
306.603,615
307.145,600
307.724,595
308.260,585
308.845,550
309.381,545
309.918,540
310.506,575
311.064,565
311.721,595
312.306,600
312.859,620
313.433,585
314.110,595
314.646,590
315.085,550
315.621,545
316.255,550
316.742,550
317.327,545
317.912,555
318.405,575
319.034,560
319.521,565
320.155,570
320.643,565
321.336,570
321.914,585
322.446,570
323.031,570
323.594,580
324.104,560
324.689,595
325.225,600
325.815,555
326.054,520
326.057,205
326.346,20
327.033,350
327.714,615
328.004,530
328.591,525
329.125,525
329.565,505
330.101,505
330.490,480
331.075,500
331.465,510
332.147,470
332.733,485
334.000,785
334.390,1210
334.975,445
335.365,510
335.950,495
336.407,490
336.981,485
338.000,535
338.438,1025
338.834,465
339.412,520
339.950,500
340.387,520
340.971,490
341.361,510
341.897,510
342.482,515
343.067,550
343.562,545
344.140,515
344.676,565
345.115,550
345.651,530
346.486,525
346.794,545
347.166,515
347.759,515
348.284,510
348.722,510
349.259,505
349.844,520
350.234,505
350.819,500
351.355,490
351.891,545
352.332,670
352.867,360
353.500,575
353.695,525
353.698,290
353.841,225
354.962,570
355.597,535
356.084,535
356.717,525
357.108,530
357.595,530
358.180,550
358.719,535
359.448,590
360.033,580
360.569,585
361.202,605
361.787,650
362.324,625
362.910,590
363.640,570
364.130,585
364.712,585
365.297,570
365.791,565
366.370,595
366.907,555
367.542,550
368.028,555
368.612,560
369.449,550
369.685,1090
371.392,1230
371.928,550
372.464,545
373.049,545
373.607,570
374.170,505
374.706,540
375.096,530
375.704,525
376.217,535
376.803,540
377.241,540
377.777,505
378.314,550
378.850,480
379.435,535
379.972,560
380.557,560
380.946,550
381.532,540
382.214,560
382.772,605
383.335,555
383.871,575
384.464,590
384.993,580
385.675,585
386.260,580
386.797,570
387.332,570
387.918,580
388.364,540
388.896,530
389.624,550
390.112,580
390.562,500
391.135,535
391.671,585
392.208,480
392.814,565
393.381,555
393.914,585
394.889,595
395.426,1045
395.962,490
396.547,525
396.937,540
397.522,495
398.500,490
398.886,1030
399.569,440
400.008,635
400.449,420
401.373,455
401.860,1010
402.348,460
402.790,505
403.908,485
404.450,995
404.888,550
405.273,455
405.907,530
406.394,510
406.833,510
407.087,480
407.135,290
407.142,10
407.369,195
408.344,525
408.880,525
409.319,490
409.611,475
409.616,300
409.833,170
410.879,540
411.419,505
412.391,520
412.634,1060
412.637,260
412.926,215
413.954,505
414.347,505
414.878,505
415.413,525
416.047,530
416.388,510
416.974,540
417.532,545
418.117,560
418.630,540
419.219,555
419.999,600
420.581,710
421.263,680
421.799,585
422.401,560
422.920,570
423.505,575
424.041,580
424.627,565
425.462,600
426.138,830
426.821,740
427.454,645
428.088,615
428.689,600
429.210,610
429.745,580
430.428,580
431.013,590
431.695,665
432.378,685
433.148,645
433.793,720
434.328,690
435.010,640
435.595,605
436.135,595
436.716,585
437.496,585
438.033,595
438.666,605
439.508,760
440.035,730
440.714,660
441.445,645
442.176,670
442.664,700
443.395,640
443.937,635
444.614,625
445.199,645
445.881,615
446.418,605
447.149,610
447.835,740
448.514,655
449.108,640
449.781,640
450.354,660
451.000,640
451.818,650
452.420,680
453.048,690
453.730,645
454.364,640
455.046,655
455.583,670
456.314,640
456.872,635
457.533,655
458.264,695
458.948,665
459.534,665
460.263,665
460.945,700
461.579,655
462.262,655
462.848,660
463.529,695
464.242,670
464.995,645
465.625,685
466.356,740
466.990,710
467.722,675
468.408,670
468.940,690
469.639,655
470.361,640
471.037,650
471.719,695
472.401,700
473.015,705
473.523,630
474.255,580
474.937,635
475.473,680
476.058,625
476.741,585
477.033,655
477.276,255
477.569,315
477.574,230
477.891,35
478.398,300
479.005,560
479.520,560
480.056,570
480.705,575
481.179,540
481.768,535
482.444,550
482.845,670
483.420,410
483.956,575
484.248,625
484.541,545
486.344,1210
487.354,560
487.855,1070
488.440,515
488.977,525
489.367,540
490.001,515
