df_hash,22ZHK4.HLFD3X
356.135,0.290
356.724,0.300
357.793,0.300
360.769,0.300
361.952,0.310
362.378,0.320
362.961,0.320
363.694,0.330
364.184,0.330
364.861,0.340
365.937,0.340
367.551,0.340
368.077,0.340
368.908,0.340
369.642,0.340
373.102,0.340
374.809,0.340
375.148,0.340
375.730,0.340
376.270,0.340
377.290,0.340
383.482,0.340
384.608,0.340
385.044,0.340
386.409,0.340
386.803,0.340
387.580,0.340
387.967,0.340
392.896,0.330
393.965,0.330
408.932,0.340
417.863,0.340
418.925,0.340
419.272,0.340
420.058,0.340
421.806,0.350
422.439,0.350
422.972,0.360
423.654,0.370
424.142,0.370
424.824,0.370
425.507,0.380
427.652,0.380
428.137,0.380
428.725,0.380
429.217,0.380
429.891,0.380
430.625,0.380
431.113,0.390
431.747,0.390
432.426,0.390
433.161,0.390
433.803,0.390
434.376,0.390
435.157,0.390
435.744,0.390
436.185,0.390
436.768,0.380
437.646,0.370
438.056,0.360
438.767,0.360
440.134,0.360
440.863,0.360
441.497,0.360
442.225,0.360
442.764,0.360
443.495,0.360
443.993,0.360
444.665,0.360
445.248,0.360
445.994,0.360
446.469,0.360
447.249,0.360
447.935,0.360
448.614,0.370
449.151,0.380
449.882,0.380
450.470,0.380
451.147,0.380
451.935,0.380
453.099,0.390
453.779,0.380
454.413,0.380
455.095,0.390
455.634,0.390
456.368,0.390
456.904,0.380
457.584,0.380
458.511,0.380
459.024,0.380
459.637,0.390
460.412,0.390
461.045,0.400
461.725,0.400
462.557,0.400
462.862,0.400
463.580,0.410
464.365,0.410
465.043,0.410
465.677,0.410
466.506,0.420
467.090,0.420
467.822,0.420
468.458,0.420
468.948,0.420
469.857,0.420
470.408,0.420
471.089,0.420
471.771,0.420
472.453,0.420
473.091,0.430
480.065,0.430
481.330,0.420
481.774,0.420
484.348,0.430
488.492,0.420
