df_hash,22ZHK4.HLFD3X
15.157,-226
15.182,-103
15.207,71
15.232,231
15.257,336
15.282,389
15.307,420
15.332,444
15.357,453
15.382,437
15.407,404
15.432,373
15.457,356
15.482,344
15.507,324
15.532,294
15.557,260
15.582,224
15.607,178
15.632,120
15.657,59
15.682,5
15.707,-46
15.732,-116
15.757,-207
15.782,-283
15.807,-289
15.832,-190
15.857,-13
15.882,173
15.907,312
15.932,387
15.957,425
15.982,452
16.007,475
16.032,480
16.057,464
16.082,436
16.107,415
16.132,405
16.157,397
16.182,379
16.207,347
16.232,310
16.257,275
16.282,240
16.307,195
16.332,134
16.357,64
16.382,0
16.407,-52
16.432,-106
16.457,-179
16.482,-267
16.507,-331
16.532,-319
16.557,-210
16.582,-34
16.607,144
16.632,276
16.657,349
16.682,391
16.707,424
16.732,451
16.757,462
16.782,450
16.807,428
16.832,411
16.857,404
16.882,401
16.907,391
16.932,370
16.957,342
16.982,310
17.007,274
17.032,234
17.057,189
17.082,137
17.107,82
17.132,28
17.157,-21
17.182,-72
17.207,-136
17.232,-217
17.257,-289
17.282,-309
17.307,-240
17.332,-91
17.357,83
17.382,226
17.407,307
17.432,342
17.457,364
17.482,386
17.507,400
17.532,394
17.557,374
17.582,358
17.607,358
17.632,364
17.657,361
17.682,342
17.707,314
17.732,288
17.757,262
17.782,225
17.807,176
17.832,124
17.857,81
17.882,45
17.907,-1
17.932,-70
17.957,-144
17.982,-181
18.007,-143
18.032,-29
18.057,118
18.082,248
18.107,330
18.132,367
18.157,383
18.182,388
18.207,382
18.232,362
18.257,335
18.282,316
18.307,310
18.332,308
18.357,297
18.382,274
18.407,246
18.432,218
18.457,185
18.482,142
18.507,91
18.532,43
18.557,0
18.582,-51
18.607,-119
18.632,-189
18.657,-220
18.682,-174
18.707,-52
18.732,104
18.757,238
18.782,319
18.807,357
18.832,379
18.857,397
18.882,405
18.907,393
18.932,368
18.957,345
18.982,334
19.007,330
19.032,320
19.057,300
19.082,275
19.107,248
19.132,214
19.157,165
19.182,107
19.207,53
19.232,10
19.257,-34
19.282,-98
19.307,-178
19.332,-235
19.357,-219
19.382,-112
19.407,50
19.432,207
19.457,311
19.482,362
19.507,388
19.532,410
19.557,426
19.582,422
19.607,399
19.632,372
19.657,358
19.682,353
19.707,345
19.732,325
19.757,297
19.782,268
19.807,236
19.832,192
19.857,136
19.882,78
19.907,27
19.932,-22
19.957,-87
19.982,-167
20.007,-233
20.032,-239
20.057,-159
20.082,-10
20.107,152
20.132,282
20.157,359
20.182,399
20.207,422
20.232,435
20.257,436
20.282,421
20.307,398
20.332,382
20.357,375
20.382,368
20.407,350
20.432,320
20.457,285
20.482,251
20.507,212
20.532,160
20.557,97
20.582,34
20.607,-19
20.632,-73
20.657,-142
20.682,-225
20.707,-286
20.732,-277
20.757,-174
20.782,-8
20.807,160
20.832,282
20.857,346
20.882,374
20.907,389
20.932,396
20.957,390
20.982,372
21.007,354
21.032,344
21.057,337
21.082,323
21.107,303
21.132,281
21.157,258
21.182,228
21.207,185
21.232,135
21.257,88
21.282,42
21.307,-16
21.332,-94
21.357,-161
21.382,-169
21.407,-87
21.432,63
21.457,224
21.482,342
21.507,405
21.532,430
21.557,439
21.582,433
21.607,409
21.632,374
21.657,345
21.682,330
21.707,321
21.732,304
21.757,276
21.782,242
21.807,206
21.832,163
21.857,108
21.882,49
21.907,-4
21.932,-59
21.957,-128
21.982,-213
22.007,-277
22.032,-266
22.057,-157
22.082,16
22.107,187
22.132,301
22.157,357
22.182,385
22.207,410
22.232,427
22.257,421
22.282,393
22.307,362
22.332,342
22.357,334
22.382,322
22.407,300
22.432,271
22.457,239
22.482,200
22.507,152
22.532,99
22.557,49
22.582,0
22.607,-64
22.632,-147
22.657,-217
22.682,-222
22.707,-128
22.732,40
22.757,221
22.782,351
22.807,416
22.832,440
22.857,449
22.882,450
22.907,430
22.932,388
22.957,342
22.982,311
23.007,297
23.032,288
23.057,273
23.082,251
23.107,225
23.132,195
23.157,154
23.182,104
23.207,53
23.232,8
23.257,-41
23.282,-110
23.307,-189
23.332,-240
23.357,-215
23.382,-101
23.407,64
23.432,216
23.457,314
23.482,359
23.507,382
23.532,404
23.557,418
23.582,409
23.607,378
23.632,344
23.657,325
23.682,320
23.707,312
23.732,291
23.757,261
23.782,234
23.807,208
23.832,173
23.857,124
23.882,68
23.907,18
23.932,-28
23.957,-88
23.982,-166
24.007,-235
24.032,-243
24.057,-160
24.082,-7
24.107,157
24.132,277
24.157,341
24.182,372
24.207,396
24.232,417
24.257,420
24.282,401
24.307,375
24.332,358
24.357,353
24.382,347
24.407,330
24.432,304
24.457,274
24.482,242
24.507,202
24.532,150
24.557,98
24.582,50
24.607,0
24.632,-65
24.657,-142
24.682,-195
24.707,-178
24.732,-76
24.757,77
24.782,223
24.807,320
24.832,368
24.857,391
24.882,408
24.907,416
24.932,404
24.957,376
24.982,348
25.007,334
25.032,330
25.057,318
25.082,293
25.107,259
25.132,225
25.157,190
25.182,146
25.207,90
25.232,33
25.257,-14
25.282,-60
25.307,-122
25.332,-200
25.357,-263
25.382,-262
25.407,-171
25.432,-15
25.457,148
25.482,268
25.507,334
25.532,372
25.557,404
25.582,431
25.607,438
25.632,423
25.657,400
25.682,386
25.707,382
25.732,374
25.757,351
25.782,318
25.807,282
25.832,244
25.857,196
25.882,133
25.907,67
25.932,12
25.957,-34
25.982,-90
26.007,-165
26.032,-233
26.057,-248
26.082,-175
26.107,-26
26.132,143
26.157,279
26.182,357
26.207,394
26.232,417
26.257,437
26.282,447
26.307,436
26.332,411
26.357,386
26.382,374
26.407,371
26.432,363
26.457,339
26.482,304
26.507,266
26.532,230
26.557,187
26.582,132
26.607,70
26.632,13
26.657,-34
26.682,-85
26.707,-156
26.732,-237
26.757,-285
26.782,-252
26.807,-128
26.832,42
26.857,195
26.882,291
26.907,336
26.932,362
26.957,385
26.982,396
27.007,385
27.032,358
27.057,338
27.082,334
27.107,336
27.132,328
27.157,305
27.182,278
27.207,251
27.232,221
27.257,179
27.282,131
27.307,82
27.332,30
27.357,-35
27.382,-114
27.407,-173
27.432,-164
27.457,-67
27.482,86
27.507,236
27.532,336
27.557,386
27.582,409
27.607,423
27.632,423
27.657,401
27.682,364
27.707,332
27.732,314
27.757,304
27.782,288
27.807,261
27.832,227
27.857,186
27.882,139
27.907,87
27.932,37
27.957,-13
27.982,-76
28.007,-156
28.032,-233
28.057,-261
28.082,-201
28.107,-60
28.132,110
28.157,250
28.182,335
28.207,377
28.232,404
28.257,424
28.282,427
28.307,408
28.332,379
28.357,354
28.382,339
28.407,326
28.432,306
28.457,281
28.482,250
28.507,214
28.532,169
28.557,117
28.582,63
28.607,7
28.632,-62
28.657,-146
28.682,-216
28.707,-225
28.732,-142
28.757,13
28.782,182
28.807,307
28.832,373
28.857,405
28.882,429
28.907,447
28.932,446
28.957,419
28.982,383
29.007,358
29.032,345
29.057,332
29.082,307
29.107,273
29.132,239
29.157,204
29.182,156
29.207,95
29.232,31
29.257,-20
29.282,-71
29.307,-140
29.332,-227
29.357,-294
29.382,-281
29.407,-166
29.432,15
29.457,189
29.482,305
29.507,363
29.532,395
29.557,423
29.582,441
29.607,436
29.632,410
29.657,383
29.682,368
29.707,359
29.732,344
29.757,319
29.782,291
29.807,261
29.832,225
29.857,178
29.882,128
29.907,83
29.932,38
29.957,-23
29.982,-105
30.007,-176
30.032,-185
30.057,-106
30.082,36
30.107,186
30.132,294
30.157,352
30.182,377
30.207,387
30.232,386
30.257,370
30.282,344
30.307,320
30.332,302
30.357,289
30.382,273
30.407,252
30.432,226
30.457,193
30.482,154
30.507,111
30.532,69
30.557,22
30.582,-37
30.607,-112
30.632,-174
30.657,-180
30.682,-104
30.707,37
30.732,190
30.757,304
30.782,366
30.807,392
30.832,405
30.857,411
30.882,400
30.907,371
30.932,333
30.957,301
30.982,282
31.007,271
31.032,254
31.057,223
31.082,179
31.107,130
31.132,84
31.157,40
31.182,-14
31.207,-89
31.232,-170
31.257,-220
31.282,-194
31.307,-85
31.332,72
31.357,219
31.382,318
31.407,367
31.432,394
31.457,413
31.482,422
31.507,412
31.532,384
31.557,353
31.582,328
31.607,309
31.632,287
31.657,259
31.682,225
31.707,187
31.732,142
31.757,92
31.782,40
31.807,-15
31.832,-82
31.857,-158
31.882,-216
31.907,-215
31.932,-127
31.957,26
31.982,191
32.007,310
32.032,372
32.057,401
32.082,426
32.107,446
32.132,446
32.157,420
32.182,385
32.207,362
32.232,356
32.257,348
32.282,325
32.307,290
32.332,256
32.357,223
32.382,181
32.407,123
32.432,58
32.457,1
32.482,-48
32.507,-108
32.532,-188
32.557,-265
32.582,-289
32.607,-221
32.632,-69
32.657,112
32.682,263
32.707,355
32.732,399
32.757,424
32.782,448
32.807,461
32.832,453
32.857,424
32.882,393
32.907,377
32.932,375
32.957,371
32.982,348
33.007,312
33.032,275
33.057,246
33.082,215
33.107,166
33.132,103
33.157,41
33.182,-6
33.207,-52
33.232,-118
33.257,-203
33.282,-267
33.307,-254
33.332,-143
33.357,28
33.382,193
33.407,303
33.432,356
33.457,378
33.482,389
33.507,390
33.532,376
33.557,351
33.582,328
33.607,314
33.632,307
33.657,296
33.682,280
33.707,258
33.732,232
33.757,196
33.782,153
33.807,108
33.832,63
33.857,9
33.882,-61
33.907,-136
33.932,-172
33.957,-131
33.982,-6
34.007,155
34.032,294
34.057,373
34.082,399
34.107,401
34.132,399
34.157,389
34.182,361
34.207,322
34.232,288
34.257,271
34.282,262
34.307,244
34.332,209
34.357,163
34.382,121
34.407,84
34.432,38
34.457,-29
34.482,-113
34.507,-179
34.532,-184
34.557,-105
34.582,41
34.607,205
34.632,335
34.657,405
34.682,424
34.707,422
34.732,415
34.757,401
34.782,372
34.807,331
34.832,292
34.857,267
34.882,252
34.907,229
34.932,186
34.957,134
34.982,87
35.007,44
35.032,-12
35.057,-96
35.082,-186
35.107,-231
35.132,-187
35.157,-54
35.182,118
35.207,269
35.232,362
35.257,404
35.282,423
35.307,434
35.332,434
35.357,413
35.382,372
35.407,327
35.432,293
35.457,273
35.482,256
35.507,229
35.532,186
35.557,135
35.582,85
35.607,39
35.632,-16
35.657,-96
35.682,-191
35.707,-266
35.732,-268
35.757,-171
35.782,1
35.807,186
35.832,322
35.857,393
35.882,422
35.907,442
35.932,459
35.957,458
35.982,431
36.007,390
36.032,359
36.057,345
36.082,335
36.107,312
36.132,276
36.157,237
36.182,198
36.207,152
36.232,91
36.257,24
36.282,-34
36.307,-87
36.332,-151
36.357,-234
36.382,-309
36.407,-318
36.432,-224
36.457,-44
36.482,152
36.507,303
36.532,388
36.557,434
36.582,468
36.607,496
36.632,504
36.657,489
36.682,467
36.707,454
36.732,454
36.757,453
36.782,439
36.807,416
36.832,391
36.857,365
36.882,331
36.907,287
36.932,239
36.957,192
36.982,143
37.007,85
37.032,19
37.057,-41
37.082,-89
37.107,-136
37.132,-201
37.157,-279
37.182,-329
37.207,-298
37.232,-170
37.257,15
37.282,186
37.307,295
37.332,341
37.357,354
37.382,360
37.407,362
37.432,351
37.457,333
37.482,321
37.507,324
37.532,331
37.557,328
37.582,310
37.607,286
37.632,262
37.657,234
37.682,192
37.707,139
37.732,87
37.757,46
37.782,2
37.807,-60
37.832,-134
37.857,-181
37.882,-153
37.907,-42
37.932,111
37.957,249
37.982,337
38.007,379
38.032,400
38.057,415
38.082,417
38.107,397
38.132,364
38.157,334
38.182,317
38.207,308
38.232,295
38.257,271
38.282,241
38.307,207
38.332,166
38.357,117
38.382,64
38.407,14
38.432,-36
38.457,-98
38.482,-174
38.507,-239
38.532,-250
38.557,-175
38.582,-29
38.607,136
38.632,267
38.657,343
38.682,379
38.707,404
38.732,428
38.757,442
38.782,434
38.807,409
38.832,386
38.857,376
38.882,374
38.907,367
38.932,346
38.957,315
38.982,282
39.007,247
39.032,203
39.057,146
39.082,85
39.107,30
39.132,-19
39.157,-79
39.182,-158
39.207,-235
39.232,-269
39.257,-222
39.282,-96
39.307,65
39.332,210
39.357,307
39.382,361
39.407,393
39.432,418
39.457,433
39.482,431
39.507,415
39.532,394
39.557,381
39.582,378
39.607,377
39.632,368
39.657,346
39.682,313
39.707,276
39.732,236
39.757,189
39.782,130
39.807,65
39.832,4
39.857,-45
39.882,-92
39.907,-154
39.932,-233
39.957,-305
39.982,-321
40.007,-248
40.032,-96
40.057,79
40.082,221
40.107,304
40.132,343
40.157,368
40.182,392
40.207,405
40.232,399
40.257,379
40.282,365
40.307,365
40.332,369
40.357,362
40.382,340
40.407,312
40.432,290
40.457,270
40.482,239
40.507,192
40.532,141
40.557,101
40.582,71
40.607,28
40.632,-41
40.657,-118
40.682,-157
40.707,-115
40.732,6
40.757,160
40.782,290
40.807,366
40.832,394
40.857,397
40.882,388
40.907,367
40.932,336
40.957,308
40.982,292
41.007,287
41.032,284
41.057,271
41.082,250
41.107,226
41.132,197
41.157,157
41.182,109
41.207,61
41.232,16
41.257,-32
41.282,-98
41.307,-167
41.332,-199
41.357,-152
41.382,-22
41.407,146
41.432,294
41.457,386
41.482,428
41.507,443
41.532,444
41.557,430
41.582,397
41.607,359
41.632,332
41.657,318
41.682,307
41.707,289
41.732,263
41.757,235
41.782,202
41.807,156
41.832,96
41.857,33
41.882,-19
41.907,-70
41.932,-137
41.957,-219
41.982,-282
42.007,-273
42.032,-167
42.057,3
42.082,174
42.107,294
42.132,360
42.157,395
42.182,423
42.207,438
42.232,430
42.257,402
42.282,371
42.307,351
42.332,340
42.357,327
42.382,306
42.407,280
42.432,251
42.457,214
42.482,164
42.507,106
42.532,50
42.557,0
42.582,-58
42.607,-137
42.632,-218
42.657,-257
42.682,-208
42.707,-69
42.732,113
42.757,275
42.782,378
42.807,426
42.832,449
42.857,465
42.882,473
42.907,462
42.932,433
42.957,402
42.982,384
43.007,378
43.032,370
43.057,349
43.082,316
43.107,279
43.132,244
43.157,203
43.182,148
43.207,83
43.232,21
43.257,-30
43.282,-83
43.307,-154
43.332,-242
43.357,-308
43.382,-298
43.407,-188
43.432,-9
43.457,172
43.482,300
43.507,364
43.532,392
43.557,407
43.582,412
43.607,399
43.632,369
43.657,341
43.682,328
43.707,328
43.732,324
43.757,310
43.782,289
43.807,269
43.832,242
43.857,199
43.882,145
43.907,93
43.932,52
43.957,5
43.982,-65
44.007,-150
44.032,-202
44.057,-170
44.082,-48
44.107,117
44.132,263
44.157,354
44.182,396
44.207,410
44.232,409
44.257,394
44.282,367
44.307,337
44.332,315
44.357,300
44.382,286
44.407,268
44.432,247
44.457,220
44.482,182
44.507,134
44.532,83
44.557,36
44.582,-16
44.607,-86
44.632,-166
44.657,-215
44.682,-185
44.707,-63
44.732,108
44.757,263
44.782,358
44.807,400
44.832,417
44.857,428
44.882,426
44.907,403
44.932,365
44.957,331
44.982,311
45.007,298
45.032,280
45.057,254
45.082,222
45.107,184
45.132,136
45.157,79
45.182,20
45.207,-35
45.232,-97
45.257,-172
45.282,-249
45.307,-280
45.332,-222
45.357,-71
45.382,118
45.407,278
45.432,369
45.457,408
45.482,431
45.507,455
45.532,469
45.557,456
45.582,421
45.607,389
45.632,374
45.657,367
45.682,350
45.707,317
45.732,281
45.757,248
45.782,214
45.807,163
45.832,94
45.857,23
45.882,-33
45.907,-82
45.932,-148
45.957,-235
45.982,-308
46.007,-311
46.032,-211
46.057,-33
46.082,157
46.107,303
46.132,386
46.157,428
46.182,454
46.207,474
46.232,484
46.257,477
46.282,459
46.307,440
46.332,427
46.357,418
46.382,407
46.407,389
46.432,361
46.457,323
46.482,280
46.507,233
46.532,182
46.557,121
46.582,51
46.607,-17
46.632,-73
46.657,-120
46.682,-178
46.707,-260
46.732,-346
46.757,-383
46.782,-324
46.807,-167
46.832,33
46.857,207
46.882,319
46.907,379
46.932,417
46.957,447
46.982,464
47.007,460
47.032,442
47.057,426
47.082,420
47.107,421
47.132,418
47.157,405
47.182,385
47.207,358
47.232,326
47.257,287
47.282,242
47.307,189
47.332,128
47.357,65
47.382,5
47.407,-48
47.432,-107
47.457,-181
47.482,-257
47.507,-295
47.532,-250
47.557,-111
47.582,73
47.607,236
47.632,335
47.657,377
47.682,392
47.707,400
47.732,398
47.757,377
47.782,346
47.807,324
47.832,321
47.857,324
47.882,316
47.907,294
47.932,269
47.957,243
47.982,209
48.007,161
48.032,105
48.057,55
48.082,9
48.107,-48
48.132,-128
48.157,-200
48.182,-211
48.207,-128
48.232,28
48.257,197
48.282,319
48.307,384
48.332,412
48.357,427
48.382,430
48.407,411
48.432,375
48.457,341
48.482,323
48.507,316
48.532,304
48.557,281
48.582,249
48.607,214
48.632,173
48.657,122
48.682,65
48.707,8
48.732,-47
48.757,-117
48.782,-203
48.807,-278
48.832,-286
48.857,-192
48.882,-16
48.907,173
48.932,310
48.957,378
48.982,407
49.007,432
49.032,457
49.057,463
49.082,438
49.107,399
49.132,373
49.157,365
49.182,359
49.207,338
49.232,304
49.257,270
49.282,238
49.307,196
49.332,133
49.357,60
49.382,-4
49.407,-59
49.432,-125
49.457,-214
49.482,-301
49.507,-330
49.532,-255
49.557,-89
49.582,106
49.607,266
49.632,363
49.657,414
49.682,449
49.707,478
49.732,493
49.757,487
49.782,465
49.807,441
49.832,426
49.857,417
49.882,408
49.907,391
49.932,363
49.957,326
49.982,282
50.007,235
50.032,184
50.057,124
50.082,55
50.107,-14
50.132,-76
50.157,-132
50.182,-199
50.207,-285
50.232,-370
50.257,-403
50.282,-340
50.307,-180
50.332,23
50.357,202
50.382,317
50.407,377
50.432,414
50.457,446
50.482,469
50.507,472
50.532,457
50.557,438
50.582,426
50.607,423
50.632,420
50.657,409
50.682,388
50.707,360
50.732,326
50.757,287
50.782,239
50.807,182
50.832,119
50.857,59
50.882,7
50.907,-42
50.932,-104
50.957,-184
50.982,-256
51.007,-272
51.032,-196
51.057,-36
51.082,146
51.107,288
51.132,361
51.157,385
51.182,396
51.207,407
51.232,408
51.257,389
51.282,360
51.307,342
51.332,342
51.357,344
51.382,329
51.407,296
51.432,257
51.457,222
51.482,185
51.507,139
51.532,85
51.557,36
51.582,-8
51.607,-65
51.632,-141
51.657,-210
51.682,-222
51.707,-141
51.732,14
51.757,185
51.782,311
51.807,376
51.832,403
51.857,418
51.882,425
51.907,413
51.932,383
51.957,350
51.982,329
52.007,320
52.032,308
52.057,284
52.082,254
52.107,222
52.132,186
52.157,138
52.182,78
52.207,19
52.232,-33
52.257,-92
52.282,-169
52.307,-249
52.332,-285
52.357,-232
52.382,-89
52.407,90
52.432,240
52.457,328
52.482,371
52.507,399
52.532,426
52.557,439
52.582,427
52.607,399
52.632,373
52.657,357
52.682,345
52.707,326
52.732,297
52.757,265
52.782,230
52.807,187
52.832,135
52.857,78
52.882,22
52.907,-39
52.932,-118
52.957,-207
52.982,-266
53.007,-248
53.032,-133
53.057,42
53.082,210
53.107,325
53.132,382
53.157,414
53.182,445
53.207,471
53.232,474
53.257,451
53.282,418
53.307,397
53.332,389
53.357,381
53.382,359
53.407,325
53.432,289
53.457,254
53.482,211
53.507,150
53.532,77
53.557,11
53.582,-42
53.607,-97
53.632,-172
53.657,-266
53.682,-337
53.707,-332
53.732,-226
53.757,-48
53.782,138
53.807,281
53.832,363
53.857,406
53.882,434
53.907,457
53.932,466
53.957,455
53.982,432
54.007,411
54.032,402
54.057,399
54.082,390
54.107,368
54.132,337
54.157,306
54.182,274
54.207,233
54.232,177
54.257,111
54.282,48
54.307,-4
54.332,-59
54.357,-135
54.382,-227
54.407,-299
54.432,-296
54.457,-192
54.482,-17
54.507,163
54.532,292
54.557,356
54.582,381
54.607,394
54.632,402
54.657,394
54.682,369
54.707,342
54.732,330
54.757,332
54.782,331
54.807,317
54.832,292
54.857,265
54.882,233
54.907,190
54.932,133
54.957,77
54.982,28
55.007,-22
55.032,-94
55.057,-181
55.082,-240
55.107,-216
55.132,-94
55.157,84
55.182,246
55.207,347
55.232,392
55.257,413
55.282,427
55.307,431
55.332,413
55.357,381
55.382,351
55.407,333
55.432,322
55.457,307
55.482,283
55.507,252
55.532,216
55.557,169
55.582,112
55.607,52
55.632,-1
55.657,-59
55.682,-134
55.707,-223
55.732,-285
55.757,-265
55.782,-146
55.807,35
55.832,210
55.857,327
55.882,386
55.907,417
55.932,442
55.957,458
55.982,452
56.007,425
56.032,394
56.057,372
56.082,358
56.107,340
56.132,314
56.157,285
56.182,255
56.207,218
56.232,163
56.257,96
56.282,32
56.307,-24
56.332,-85
56.357,-164
56.382,-249
56.407,-289
56.432,-236
56.457,-86
56.482,105
56.507,267
56.532,361
56.557,403
56.582,428
56.607,455
56.632,471
56.657,462
56.682,430
56.707,396
56.732,374
56.757,362
56.782,346
56.807,323
56.832,297
56.857,269
56.882,230
56.907,171
56.932,103
56.957,43
56.982,-4
57.007,-58
57.032,-139
57.057,-230
57.082,-279
57.107,-237
57.132,-104
57.157,70
57.182,222
57.207,320
57.232,372
57.257,399
57.282,409
57.307,401
57.332,378
57.357,350
57.382,329
57.407,316
57.432,302
57.457,283
57.482,259
57.507,230
57.532,190
57.557,142
57.582,93
57.607,48
57.632,0
57.657,-66
57.682,-152
57.707,-220
57.732,-216
57.757,-116
57.782,47
57.807,212
57.832,327
57.857,383
57.882,406
57.907,420
57.932,427
57.957,417
57.982,386
58.007,346
58.032,313
58.057,293
58.082,280
58.107,262
58.132,228
58.157,179
58.182,125
58.207,75
58.232,27
58.257,-32
58.282,-115
58.307,-203
58.332,-249
58.357,-209
58.382,-78
58.407,98
58.432,256
58.457,357
58.482,406
58.507,431
58.532,448
58.557,454
58.582,439
58.607,405
58.632,367
58.657,337
58.682,317
58.707,299
58.732,275
58.757,240
58.782,191
58.807,135
58.832,80
58.857,30
58.882,-22
58.907,-95
58.932,-186
58.957,-266
58.982,-280
59.007,-198
59.032,-34
59.057,152
59.082,301
59.107,388
59.132,432
59.157,460
59.182,482
59.207,490
59.232,477
59.257,447
59.282,418
59.307,400
59.332,390
59.357,377
59.382,351
59.407,316
59.432,278
59.457,238
59.482,189
59.507,127
59.532,57
59.557,-9
59.582,-65
59.607,-120
59.632,-194
59.657,-288
59.682,-367
59.707,-374
59.732,-275
59.757,-89
59.782,116
59.807,276
59.832,363
59.857,402
59.882,427
59.907,454
59.932,469
59.957,459
59.982,430
60.007,403
60.032,394
60.057,395
60.082,389
60.107,366
60.132,329
60.157,293
60.182,260
60.207,220
60.232,164
60.257,95
60.282,31
60.307,-20
60.332,-70
60.357,-140
60.382,-230
60.407,-304
60.432,-305
