df_hash,22ZHK4.RZ8R6V
303.818,1.048
303.848,1.045
303.878,1.037
303.908,1.041
303.938,1.051
303.968,1.047
303.998,1.035
304.028,1.037
304.058,1.042
304.088,1.044
304.118,1.047
304.148,1.043
304.178,1.045
304.208,1.044
304.238,1.045
304.268,1.047
304.298,1.049
304.328,1.035
304.358,1.033
304.388,1.041
304.418,1.041
304.448,1.047
304.478,1.041
304.508,1.037
304.538,1.039
304.568,1.049
304.598,1.045
304.628,1.045
304.658,1.042
304.688,1.056
304.718,1.049
304.748,1.036
304.778,1.054
304.808,1.055
304.838,1.064
304.868,1.079
304.898,1.085
304.928,1.115
304.958,1.139
304.988,1.132
305.018,1.094
305.048,1.038
305.078,1.020
305.108,1.005
305.138,0.988
305.168,0.992
305.198,1.000
305.228,1.009
305.258,1.009
305.288,1.010
305.318,1.014
305.348,0.993
305.378,1.005
305.408,1.016
305.438,1.001
305.468,0.992
305.498,1.003
305.528,1.010
305.558,1.018
305.588,1.021
305.618,1.017
305.648,1.002
305.678,1.003
305.708,1.039
305.738,1.058
305.768,1.058
305.798,1.060
305.828,1.062
305.858,1.068
305.888,1.059
305.918,1.014
305.948,1.048
305.978,1.068
306.008,1.066
306.038,1.056
306.068,1.051
306.098,1.032
306.128,1.033
306.158,1.051
306.188,1.060
306.218,1.038
306.248,1.044
306.278,1.040
306.308,1.040
306.338,1.056
306.368,1.060
306.398,1.064
306.428,1.050
306.458,1.014
306.488,1.022
306.518,1.033
306.548,1.039
306.578,1.038
306.608,1.022
306.638,1.005
306.668,1.031
306.698,1.034
306.728,1.032
306.758,1.034
306.788,1.041
306.818,1.050
306.848,1.039
306.878,1.037
306.908,1.062
306.938,1.062
306.968,1.048
306.998,1.065
307.028,1.058
307.058,1.043
307.088,1.050
307.118,1.077
307.148,1.046
307.178,1.021
307.208,1.019
307.238,1.018
307.268,1.014
307.298,1.025
307.328,1.038
307.358,1.038
307.388,1.029
307.418,1.007
307.448,1.029
307.478,1.035
307.508,1.019
307.538,1.062
307.568,1.017
307.598,0.997
307.628,0.999
307.658,1.009
307.688,1.021
307.718,1.021
307.748,1.067
307.778,1.076
307.808,1.057
307.838,1.072
307.868,1.050
307.898,1.048
307.928,1.066
307.958,1.084
307.988,1.062
308.018,1.046
308.048,1.049
308.078,1.022
308.108,1.042
308.138,1.020
308.168,1.023
308.198,1.059
308.228,1.041
308.258,1.046
308.288,1.029
308.318,1.038
308.348,1.039
308.378,1.024
308.408,1.026
308.438,1.028
308.468,1.031
308.498,1.043
308.528,1.027
308.558,1.036
308.588,1.042
308.618,1.029
308.648,1.047
308.678,1.034
308.708,1.024
308.738,1.013
308.768,1.049
308.798,1.043
308.828,1.038
308.858,1.014
308.888,1.046
308.918,1.028
308.948,1.017
308.978,1.031
309.008,1.021
309.038,1.023
309.068,1.021
309.098,1.040
309.128,1.043
309.158,1.021
309.188,1.029
309.218,1.027
309.248,1.021
309.278,1.040
309.308,1.034
309.338,1.032
309.368,1.027
309.398,1.018
309.428,1.025
309.458,1.031
309.488,1.028
309.518,1.038
309.548,1.024
309.578,1.029
309.608,1.032
309.638,1.029
309.668,1.033
309.698,1.032
309.728,1.035
309.758,1.026
309.788,1.026
309.818,1.025
309.848,1.029
309.878,1.036
309.908,1.034
309.938,1.032
309.968,1.026
309.998,1.029
310.028,1.036
310.058,1.031
310.088,1.033
310.118,1.034
310.148,1.032
310.178,1.025
310.208,1.033
310.238,1.026
310.268,1.026
310.298,1.034
310.328,1.032
310.358,1.032
310.388,1.032
310.418,1.030
310.448,1.033
310.478,1.030
310.508,1.025
310.538,1.022
310.568,1.036
310.598,1.035
310.628,1.029
310.658,1.033
310.688,1.027
310.718,1.031
310.748,1.033
310.778,1.029
310.808,1.033
310.838,1.025
310.868,1.031
310.898,1.028
310.928,1.034
310.958,1.032
310.988,1.037
311.018,1.033
311.048,1.021
311.078,1.028
311.108,1.033
311.138,1.034
311.168,1.030
311.198,1.040
311.228,1.031
311.258,1.029
311.288,1.038
311.318,1.024
311.348,1.029
311.378,1.040
311.408,1.026
311.438,1.031
311.468,1.037
311.498,1.033
311.528,1.025
311.558,1.025
311.588,1.033
311.618,1.029
311.648,1.036
311.678,1.037
311.708,1.027
311.738,1.033
311.768,1.039
311.798,1.030
311.828,1.026
311.858,1.028
311.888,1.035
311.918,1.029
311.948,1.034
311.978,1.030
312.008,1.037
312.038,1.022
312.068,1.032
312.098,1.026
312.128,1.037
312.158,1.032
312.188,1.031
312.218,1.037
312.248,1.033
312.278,1.037
312.308,1.031
312.338,1.029
312.368,1.040
312.398,1.036
312.428,1.029
312.458,1.032
312.488,1.032
312.518,1.033
312.548,1.038
312.578,1.032
312.608,1.031
312.638,1.033
312.668,1.034
312.698,1.031
312.728,1.015
312.758,1.045
312.788,1.066
312.818,1.036
312.848,1.032
312.878,1.024
312.908,1.030
312.938,1.037
312.968,1.043
312.998,1.038
313.028,1.033
313.058,1.033
313.088,1.034
313.118,1.016
313.148,1.033
313.178,1.038
313.208,1.036
313.238,1.028
313.268,1.028
313.298,1.030
313.328,1.032
313.358,1.035
313.388,1.032
313.418,1.031
313.448,1.027
313.478,1.032
313.508,1.031
313.538,1.026
313.568,1.037
313.598,1.034
313.628,1.031
313.658,1.031
313.688,1.036
313.718,1.029
313.748,1.027
313.778,1.032
313.808,1.027
313.838,1.036
313.868,1.038
313.898,1.034
313.928,1.027
313.958,1.032
313.988,1.033
314.018,1.033
314.048,1.033
314.078,1.030
314.108,1.032
314.138,1.035
314.168,1.031
314.198,1.036
314.228,1.034
314.258,1.028
314.288,1.033
314.318,1.032
314.348,1.040
314.378,1.028
314.408,1.033
314.438,1.032
314.468,1.037
314.498,1.042
314.528,1.030
314.558,1.043
314.588,1.056
314.618,1.057
314.648,1.089
314.678,1.097
314.708,1.138
314.738,1.133
314.768,1.098
314.798,1.090
314.828,1.043
314.858,1.013
314.888,1.021
314.918,1.020
314.948,0.986
314.978,0.988
315.008,0.992
315.038,0.990
315.068,0.980
315.098,0.984
315.128,0.980
315.158,0.984
315.188,0.980
315.218,0.968
315.248,0.982
315.278,1.013
315.308,1.012
315.338,1.014
315.368,1.025
315.398,1.021
315.428,1.033
315.458,1.052
315.488,1.060
315.518,1.047
315.548,0.986
315.578,1.028
315.608,1.020
315.638,1.043
315.668,1.074
315.698,1.032
315.728,1.026
315.758,1.051
315.788,1.042
315.818,1.043
315.848,1.055
315.878,1.023
315.908,1.032
315.938,1.014
315.968,1.024
315.998,1.016
316.028,1.001
316.058,1.025
316.088,1.035
316.118,1.037
316.148,1.042
316.178,1.060
316.208,1.038
316.238,0.997
316.268,1.043
316.298,1.022
316.328,1.021
316.358,1.054
316.388,1.065
316.418,1.048
316.448,1.034
316.478,1.054
316.508,1.051
316.538,1.047
316.568,1.044
316.598,1.049
316.628,1.050
316.658,1.051
316.688,1.060
316.718,1.054
316.748,1.057
316.778,1.069
316.808,1.046
316.838,1.040
316.868,1.053
316.898,1.043
316.928,1.057
316.958,1.041
316.988,1.040
317.018,1.039
317.048,1.026
317.078,1.026
317.108,1.044
317.138,1.037
317.168,1.030
317.198,1.028
317.228,1.021
317.258,1.029
317.288,1.033
317.318,1.028
317.348,1.034
317.378,1.040
317.408,1.035
317.438,1.030
317.468,1.052
317.498,1.050
317.528,1.037
317.558,1.052
317.588,1.050
317.618,1.045
317.648,1.048
317.678,1.046
317.708,1.043
317.738,1.039
317.768,1.030
317.798,1.037
317.828,1.032
317.858,1.029
317.888,1.035
317.918,1.043
317.948,1.035
317.978,1.039
318.008,1.041
318.038,1.042
318.068,1.039
318.098,1.030
318.128,1.040
318.158,1.041
318.188,1.037
318.218,1.033
318.248,1.040
318.278,1.044
318.308,1.040
318.338,1.029
318.368,1.035
318.398,1.041
318.428,1.034
318.458,1.034
318.488,1.035
318.518,1.039
318.548,1.037
318.578,1.035
318.608,1.049
318.638,1.037
318.668,1.037
318.698,1.043
318.728,1.042
318.758,1.036
318.788,1.038
318.818,1.039
318.848,1.038
318.878,1.035
318.908,1.036
318.938,1.045
318.968,1.040
318.998,1.036
319.028,1.038
319.058,1.039
319.088,1.035
319.118,1.045
319.148,1.039
319.178,1.038
319.208,1.040
319.238,1.040
319.268,1.042
319.298,1.036
319.328,1.046
319.358,1.047
319.388,1.031
319.418,1.042
319.448,1.036
319.478,1.037
319.508,1.029
319.538,1.030
319.568,1.032
319.598,1.040
319.628,1.038
319.658,1.037
319.688,1.042
319.718,1.031
319.748,1.041
319.778,1.042
319.808,1.027
319.838,1.035
319.868,1.041
319.898,1.041
319.928,1.044
319.958,1.042
319.988,1.052
320.018,1.031
320.048,1.047
320.078,1.050
320.108,1.045
320.138,1.052
320.168,1.039
320.198,1.028
320.228,1.029
320.258,1.036
320.288,1.029
320.318,1.031
320.348,1.034
320.378,1.022
320.408,1.026
320.438,1.035
320.468,1.031
320.498,1.035
320.528,1.036
320.558,1.053
320.588,1.071
320.618,1.060
320.648,1.068
320.678,1.084
320.708,1.070
320.738,1.064
320.768,1.027
320.798,1.051
320.828,1.066
320.858,1.046
320.888,1.035
320.918,1.039
320.948,1.047
320.978,1.019
321.008,1.009
321.038,1.026
321.068,1.046
321.098,1.034
321.128,1.044
321.158,1.030
321.188,1.041
321.218,1.103
321.248,1.101
321.278,1.070
321.308,1.035
321.338,1.003
321.368,1.002
321.398,0.976
321.428,0.957
321.458,0.972
321.488,0.985
321.518,0.996
321.548,1.000
321.578,1.024
321.608,1.015
321.638,1.007
321.668,1.034
321.698,1.035
321.728,1.019
321.758,1.028
321.788,1.021
321.818,1.023
321.848,1.059
321.878,1.053
321.908,1.040
321.938,1.058
321.968,1.046
321.998,1.045
322.028,1.075
322.058,1.077
322.088,1.072
322.118,1.084
322.148,1.094
322.178,1.088
322.208,1.081
322.238,1.078
322.268,1.088
322.298,1.089
322.328,1.072
322.358,1.054
322.388,1.031
322.418,1.024
322.448,1.043
322.478,1.029
322.508,1.012
322.538,1.014
322.568,1.020
322.598,1.026
322.628,1.037
322.658,1.038
322.688,1.049
322.718,1.044
322.748,1.044
322.778,1.046
322.808,1.032
322.838,1.025
322.868,1.016
322.898,1.023
322.928,1.028
322.958,1.027
322.988,1.028
323.018,1.022
323.048,1.026
323.078,1.023
323.108,1.024
323.138,1.021
323.168,1.022
323.198,1.026
323.228,1.034
323.258,1.038
323.288,1.036
323.318,1.043
323.348,1.036
323.378,1.047
323.408,1.035
323.438,1.036
323.468,1.043
323.498,1.032
323.528,1.033
323.558,1.038
323.588,1.037
323.618,1.045
323.648,1.043
323.678,1.032
323.708,1.038
323.738,1.039
323.768,1.021
323.798,1.027
323.828,1.037
323.858,1.042
323.888,1.044
323.918,1.050
323.948,1.040
323.978,1.029
324.008,1.038
324.038,1.037
324.068,1.036
324.098,1.036
324.128,1.036
324.158,1.029
324.188,1.039
324.218,1.044
324.248,1.038
324.278,1.040
324.308,1.048
324.338,1.043
324.368,1.039
324.398,1.034
324.428,1.036
324.458,1.039
324.488,1.038
324.518,1.030
324.548,1.036
324.578,1.033
324.608,1.035
324.638,1.040
324.668,1.036
324.698,1.048
324.728,1.041
324.758,1.027
324.788,1.035
324.818,1.041
324.848,1.037
324.878,1.034
324.908,1.037
324.938,1.045
324.968,1.044
324.998,1.030
325.028,1.033
325.058,1.041
325.088,1.037
325.118,1.031
325.148,1.027
325.178,1.032
325.208,1.027
325.238,1.020
325.268,1.019
325.298,1.014
325.328,1.026
325.358,1.031
325.388,1.038
325.418,1.016
325.448,1.032
325.478,1.051
325.508,1.039
325.538,1.041
325.568,1.032
325.598,1.021
325.628,1.040
325.658,1.021
325.688,1.028
325.718,1.023
325.748,1.042
325.778,1.030
325.808,1.037
325.838,1.030
325.868,1.021
325.898,1.019
325.928,1.021
325.958,1.027
325.988,1.023
326.018,1.031
326.048,1.057
326.078,1.055
326.108,1.041
326.138,1.067
326.168,1.068
326.198,1.047
326.228,1.076
326.258,1.072
326.288,1.049
326.318,1.062
326.348,1.053
326.378,1.061
326.408,1.068
326.438,1.057
326.468,1.050
326.498,1.056
326.528,1.047
326.558,1.036
326.588,1.045
326.618,1.050
326.648,1.037
326.678,1.057
326.708,1.054
326.738,1.044
326.768,1.041
326.798,1.044
326.828,1.042
326.858,1.038
326.888,1.038
326.918,1.033
326.948,1.042
326.978,1.049
327.008,1.049
327.038,1.039
327.068,1.047
327.098,1.049
327.128,1.035
327.158,1.035
327.188,1.037
327.218,1.039
327.248,1.053
327.278,1.047
327.308,1.046
327.338,1.043
327.368,1.039
327.398,1.043
327.428,1.043
327.458,1.041
327.488,1.039
327.518,1.047
327.548,1.039
327.578,1.037
327.608,1.044
327.638,1.045
327.668,1.044
327.698,1.049
327.728,1.042
327.758,1.044
327.788,1.044
327.818,1.042
327.848,1.045
327.878,1.046
327.908,1.044
327.938,1.040
327.968,1.034
327.998,1.042
328.028,1.045
328.058,1.045
328.088,1.039
328.118,1.047
328.148,1.045
328.178,1.043
328.208,1.045
328.238,1.037
328.268,1.035
328.298,1.046
328.328,1.042
328.358,1.034
328.388,1.037
328.418,1.036
328.448,1.046
328.478,1.053
328.508,1.045
328.538,1.043
328.568,1.039
328.598,1.037
328.628,1.041
328.658,1.045
328.688,1.043
328.718,1.039
328.748,1.039
328.778,1.045
328.808,1.049
328.838,1.043
328.868,1.040
328.898,1.045
328.928,1.042
328.958,1.044
328.988,1.046
329.018,1.046
329.048,1.045
329.078,1.045
329.108,1.045
329.138,1.045
329.168,1.038
329.198,1.048
329.228,1.046
329.258,1.034
329.288,1.039
329.318,1.043
329.348,1.051
329.378,1.053
329.408,1.046
329.438,1.055
329.468,1.059
329.498,1.050
329.528,1.041
329.558,1.053
329.588,1.050
329.618,1.033
329.648,1.042
329.678,1.036
329.708,1.064
329.738,1.070
329.768,1.035
329.798,1.036
329.828,1.064
329.858,1.065
329.888,1.085
329.918,1.071
329.948,1.062
329.978,1.035
330.008,1.032
330.038,1.021
330.068,1.028
330.098,1.033
330.128,1.032
330.158,1.034
330.188,1.035
330.218,1.053
330.248,1.055
330.278,1.035
330.308,1.035
330.338,1.039
330.368,1.021
330.398,1.010
330.428,1.034
330.458,1.049
330.488,1.051
330.518,1.057
330.548,1.062
330.578,1.044
330.608,1.032
330.638,1.032
330.668,1.031
330.698,1.035
330.728,1.029
330.758,1.022
330.788,1.033
330.818,1.030
330.848,1.024
330.878,1.020
330.908,1.029
330.938,1.040
330.968,1.034
330.998,1.022
331.028,1.021
331.058,1.002
331.088,0.980
331.118,1.101
331.148,1.083
331.178,1.076
331.208,1.062
331.238,1.046
331.268,1.024
331.298,1.052
331.328,1.050
331.358,1.057
331.388,1.035
331.418,1.021
331.448,1.036
331.478,1.026
331.508,1.028
331.538,1.043
331.568,1.031
331.598,1.036
331.628,1.043
331.658,1.032
331.688,1.040
331.718,1.036
331.748,1.030
331.778,1.035
331.808,1.030
331.838,1.040
331.868,1.042
331.898,1.023
331.928,1.033
331.958,1.032
331.988,1.021
332.018,1.037
332.048,1.038
332.078,1.030
332.108,1.027
332.138,1.035
332.168,1.028
332.198,1.030
332.228,1.036
332.258,1.030
332.288,1.026
332.318,1.027
332.348,1.036
332.378,1.036
332.408,1.037
332.438,1.037
332.468,1.037
332.498,1.029
332.528,1.039
332.558,1.033
332.588,1.029
332.618,1.038
332.648,1.034
332.678,1.033
332.708,1.034
332.738,1.035
332.768,1.029
332.798,1.036
332.828,1.029
332.858,1.031
332.888,1.029
332.918,1.037
332.948,1.034
332.978,1.032
333.008,1.039
333.038,1.031
333.068,1.029
333.098,1.037
333.128,1.034
333.158,1.033
333.188,1.033
333.218,1.034
333.248,1.030
333.278,1.038
333.308,1.034
333.338,1.036
333.368,1.035
333.398,1.033
333.428,1.032
333.458,1.037
333.488,1.029
333.518,1.029
333.548,1.031
333.578,1.036
333.608,1.030
333.638,1.031
333.668,1.040
333.698,1.034
333.728,1.028
333.758,1.027
333.788,1.039
333.818,1.033
333.848,1.029
333.878,1.031
333.908,1.038
333.938,1.036
333.968,1.034
333.998,1.045
334.028,1.037
334.058,1.028
334.088,1.028
334.118,1.031
334.148,1.037
334.178,1.037
334.208,1.032
334.238,1.030
334.268,1.035
334.298,1.031
334.328,1.037
334.358,1.037
334.388,1.024
334.418,1.041
334.448,1.036
334.478,1.033
334.508,1.033
334.538,1.034
334.568,1.038
334.598,1.032
334.628,1.032
334.658,1.038
334.688,1.034
334.718,1.032
334.748,1.035
334.778,1.033
334.808,1.036
334.838,1.035
334.868,1.033
334.898,1.035
334.928,1.033
334.958,1.036
334.988,1.030
335.018,1.030
335.048,1.035
335.078,1.031
335.108,1.039
335.138,1.029
335.168,1.040
335.198,1.037
335.228,1.028
335.258,1.028
335.288,1.036
335.318,1.036
335.348,1.027
335.378,1.035
335.408,1.038
335.438,1.032
335.468,1.037
335.498,1.037
335.528,1.028
335.558,1.032
335.588,1.032
335.618,1.034
335.648,1.033
335.678,1.033
335.708,1.040
335.738,1.035
335.768,1.033
335.798,1.032
335.828,1.037
335.858,1.034
335.888,1.034
335.918,1.035
335.948,1.039
335.978,1.034
336.008,1.032
336.038,1.038
336.068,1.035
336.098,1.031
336.128,1.034
336.158,1.033
336.188,1.031
336.218,1.035
336.248,1.040
336.278,1.038
336.308,1.038
336.338,1.048
336.368,1.048
336.398,1.041
336.428,1.031
336.458,1.032
336.488,1.027
336.518,1.022
336.548,1.020
336.578,1.027
336.608,1.029
336.638,1.039
336.668,1.039
336.698,1.036
336.728,1.038
336.758,1.034
336.788,1.034
336.818,1.040
336.848,1.040
336.878,1.039
336.908,1.035
336.938,1.042
336.968,1.040
336.998,1.038
337.028,1.033
337.058,1.033
337.088,1.036
337.118,1.027
337.148,1.031
337.178,1.033
337.208,1.031
337.238,1.032
337.268,1.033
337.298,1.040
337.328,1.032
337.358,1.033
337.388,1.041
337.418,1.039
337.448,1.031
337.478,1.033
337.508,1.037
337.538,1.033
337.568,1.034
337.598,1.042
337.628,1.035
337.658,1.035
337.688,1.038
337.718,1.042
337.748,1.041
337.778,1.036
337.808,1.032
337.838,1.027
337.868,1.040
337.898,1.042
337.928,1.036
337.958,1.029
337.988,1.039
338.018,1.036
338.048,1.032
338.078,1.035
338.108,1.038
338.138,1.039
338.168,1.038
338.198,1.037
338.228,1.037
338.258,1.033
338.288,1.034
338.318,1.038
338.348,1.033
338.378,1.034
338.408,1.035
338.438,1.036
338.468,1.033
338.498,1.037
338.528,1.041
338.558,1.034
338.588,1.038
338.618,1.038
338.648,1.038
338.678,1.040
338.708,1.037
338.738,1.037
338.768,1.038
338.798,1.037
338.828,1.037
338.858,1.036
338.888,1.039
338.918,1.033
338.948,1.033
338.978,1.036
339.008,1.039
339.038,1.029
339.068,1.033
339.098,1.034
339.128,1.038
339.158,1.034
339.188,1.032
339.218,1.032
339.248,1.041
339.278,1.045
339.308,1.042
339.338,1.036
339.368,1.036
339.398,1.033
339.428,1.036
339.458,1.037
339.488,1.033
339.518,1.034
339.548,1.037
339.578,1.037
339.608,1.037
339.638,1.034
339.668,1.036
339.698,1.035
339.728,1.041
339.758,1.041
339.788,1.031
339.818,1.034
339.848,1.036
339.878,1.035
339.908,1.043
339.938,1.039
339.968,1.037
339.998,1.036
340.028,1.035
340.058,1.033
340.088,1.036
340.118,1.041
340.148,1.035
340.178,1.042
340.208,1.034
340.238,1.032
340.268,1.035
340.298,1.044
340.328,1.035
340.358,1.030
340.388,1.033
340.418,1.035
340.448,1.042
340.478,1.038
340.508,1.038
340.538,1.040
340.568,1.041
340.598,1.041
340.628,1.030
340.658,1.034
340.688,1.042
340.718,1.038
340.748,1.037
340.778,1.031
340.808,1.038
340.838,1.040
340.868,1.041
340.898,1.038
340.928,1.033
340.958,1.035
340.988,1.041
341.018,1.040
341.048,1.034
341.078,1.031
341.108,1.040
341.138,1.039
341.168,1.039
341.198,1.038
341.228,1.040
341.258,1.049
341.288,1.037
341.318,1.045
341.348,1.051
341.378,1.056
341.408,1.067
341.438,1.085
341.468,1.087
341.498,1.103
341.528,1.090
341.558,1.070
341.588,1.080
341.618,1.055
341.648,1.019
341.678,1.016
341.708,1.016
341.738,1.007
341.768,0.999
341.798,1.020
341.828,1.008
341.858,1.005
341.888,1.001
341.918,1.001
341.948,1.003
341.978,1.008
342.008,1.015
342.038,1.006
342.068,1.021
342.098,1.023
342.128,1.019
342.158,1.018
342.188,1.021
342.218,1.027
342.248,1.024
342.278,1.021
342.308,1.014
342.338,1.012
342.368,1.009
342.398,1.018
342.428,1.029
342.458,1.034
342.488,1.058
342.518,1.056
342.548,1.064
342.578,1.063
342.608,1.067
342.638,1.071
342.668,1.065
342.698,1.064
342.728,1.051
342.758,1.037
342.788,1.047
342.818,1.041
342.848,1.059
342.878,1.042
342.908,1.019
342.938,1.032
342.968,1.024
342.998,1.021
343.028,1.016
343.058,1.009
343.088,1.013
343.118,0.994
343.148,0.998
343.178,0.993
343.208,1.003
343.238,1.007
343.268,1.012
343.298,1.036
343.328,1.043
343.358,1.042
343.388,1.030
343.418,1.037
343.448,1.022
343.478,1.025
343.508,1.029
343.538,1.016
343.568,1.015
343.598,0.998
343.628,1.042
343.658,1.004
343.688,1.000
343.718,1.031
343.748,1.046
343.778,1.064
343.808,1.108
343.838,1.059
343.868,1.068
343.898,1.031
343.928,1.026
343.958,1.060
343.988,1.049
344.018,1.069
344.048,1.056
344.078,1.038
344.108,1.043
344.138,1.032
344.168,1.046
344.198,1.067
344.228,1.057
344.258,1.058
344.288,1.049
344.318,1.028
344.348,1.036
344.378,1.038
344.408,1.039
344.438,1.044
344.468,1.033
344.498,1.035
344.528,1.031
344.558,1.030
344.588,1.044
344.618,1.043
344.648,1.039
344.678,1.032
344.708,1.027
344.738,1.025
344.768,1.037
344.798,1.035
344.828,1.028
344.858,1.034
344.888,1.041
344.918,1.043
344.948,1.041
344.978,1.039
345.008,1.040
345.038,1.033
345.068,1.042
345.098,1.035
345.128,1.029
345.158,1.032
345.188,1.035
345.218,1.033
345.248,1.045
345.278,1.036
345.308,1.034
345.338,1.040
345.368,1.030
345.398,1.033
345.428,1.032
345.458,1.038
345.488,1.030
345.518,1.033
345.548,1.041
345.578,1.044
345.608,1.034
345.638,1.030
345.668,1.040
345.698,1.034
345.728,1.032
345.758,1.045
345.788,1.036
345.818,1.029
345.848,1.031
345.878,1.033
345.908,1.036
345.938,1.045
345.968,1.030
345.998,1.033
346.028,1.029
346.058,1.032
346.088,1.042
346.118,1.042
346.148,1.033
346.178,1.037
346.208,1.036
346.238,1.036
346.268,1.035
346.298,1.035
346.328,1.031
346.358,1.038
346.388,1.037
346.418,1.034
346.448,1.033
346.478,1.041
346.508,1.044
346.538,1.033
346.568,1.028
346.598,1.033
346.628,1.033
346.658,1.038
346.688,1.040
346.718,1.034
346.748,1.037
346.778,1.043
346.808,1.040
346.838,1.037
346.868,1.034
346.898,1.034
346.928,1.034
346.958,1.035
346.988,1.039
347.018,1.036
347.048,1.041
347.078,1.039
347.108,1.033
347.138,1.037
347.168,1.036
347.198,1.037
347.228,1.041
347.258,1.036
347.288,1.032
347.318,1.033
347.348,1.036
347.378,1.039
347.408,1.036
347.438,1.030
347.468,1.029
347.498,1.035
347.528,1.034
347.558,1.041
347.588,1.030
347.618,1.034
347.648,1.045
347.678,1.035
347.708,1.030
347.738,1.042
347.768,1.044
347.798,1.039
347.828,1.039
347.858,1.030
347.888,1.034
347.918,1.044
347.948,1.035
347.978,1.037
348.008,1.036
348.038,1.028
348.068,1.038
348.098,1.033
348.128,1.039
348.158,1.042
348.188,1.038
348.218,1.037
348.248,1.040
348.278,1.040
348.308,1.032
348.338,1.029
348.368,1.034
348.398,1.033
348.428,1.043
348.458,1.048
348.488,1.039
348.518,1.030
348.548,1.044
348.578,1.032
348.608,1.027
348.638,1.032
348.668,1.036
348.698,1.042
348.728,1.039
348.758,1.035
348.788,1.040
348.818,1.041
348.848,1.039
348.878,1.035
348.908,1.035
348.938,1.038
348.968,1.042
348.998,1.040
349.028,1.033
349.058,1.031
349.088,1.035
349.118,1.044
349.148,1.040
349.178,1.038
349.208,1.037
349.238,1.031
349.268,1.042
349.298,1.041
349.328,1.041
349.358,1.036
349.388,1.037
349.418,1.037
349.448,1.034
349.478,1.033
349.508,1.040
349.538,1.041
349.568,1.040
349.598,1.033
349.628,1.030
349.658,1.027
349.688,1.029
349.718,1.039
349.748,1.037
349.778,1.036
349.808,1.036
349.838,1.035
349.868,1.038
349.898,1.047
349.928,1.043
349.958,1.036
349.988,1.034
350.018,1.031
350.048,1.035
350.078,1.043
350.108,1.039
350.138,1.039
350.168,1.034
350.198,1.034
350.228,1.036
350.258,1.032
350.288,1.036
350.318,1.034
350.348,1.037
350.378,1.047
350.408,1.043
350.438,1.032
350.468,1.029
350.498,1.036
350.528,1.044
350.558,1.031
350.588,1.041
350.618,1.037
350.648,1.036
350.678,1.040
350.708,1.032
350.738,1.031
350.768,1.038
350.798,1.046
350.828,1.034
350.858,1.041
350.888,1.045
350.918,1.029
350.948,1.043
350.978,1.043
351.008,1.031
351.038,1.034
351.068,1.039
351.098,1.042
351.128,1.046
351.158,1.058
351.188,1.046
351.218,1.051
351.248,1.059
351.278,1.048
351.308,1.054
351.338,1.057
351.368,1.041
351.398,1.032
351.428,1.039
351.458,1.032
351.488,1.028
351.518,1.039
351.548,1.029
351.578,1.023
351.608,1.022
351.638,1.035
351.668,1.044
351.698,1.033
351.728,1.029
351.758,1.025
351.788,1.031
351.818,1.029
351.848,1.035
351.878,1.031
351.908,1.036
351.938,1.030
351.968,1.026
351.998,1.024
352.028,1.030
352.058,1.027
352.088,1.026
352.118,1.029
352.148,1.037
352.178,1.031
352.208,1.043
352.238,1.037
352.268,1.032
352.298,1.037
352.328,1.034
352.358,1.031
352.388,1.033
352.418,1.040
352.448,1.033
352.478,1.031
352.508,1.036
352.538,1.042
352.568,1.035
352.598,1.028
352.628,1.033
352.658,1.029
352.688,1.026
352.718,1.036
352.748,1.038
352.778,1.033
352.808,1.033
352.838,1.031
352.868,1.032
352.898,1.039
352.928,1.033
352.958,1.032
352.988,1.038
353.018,1.036
353.048,1.034
353.078,1.038
353.108,1.034
353.138,1.028
353.168,1.030
353.198,1.033
353.228,1.032
353.258,1.031
353.288,1.036
353.318,1.041
353.348,1.029
353.378,1.031
353.408,1.037
353.438,1.037
353.468,1.029
353.498,1.036
353.528,1.036
353.558,1.037
353.588,1.041
353.618,1.032
353.648,1.039
353.678,1.031
353.708,1.030
353.738,1.040
353.768,1.036
353.798,1.031
353.828,1.035
353.858,1.039
353.888,1.033
353.918,1.035
353.948,1.033
353.978,1.040
354.008,1.030
354.038,1.039
354.068,1.034
354.098,1.030
354.128,1.034
354.158,1.033
354.188,1.031
354.218,1.033
354.248,1.034
354.278,1.034
354.308,1.033
354.338,1.032
354.368,1.033
354.398,1.032
354.428,1.032
354.458,1.034
354.488,1.041
354.518,1.032
354.548,1.028
354.578,1.024
354.608,1.035
354.638,1.034
354.668,1.032
354.698,1.028
354.728,1.032
354.758,1.040
354.788,1.039
354.818,1.037
354.848,1.035
354.878,1.033
354.908,1.032
354.938,1.034
354.968,1.034
354.998,1.033
355.028,1.034
355.058,1.033
355.088,1.039
355.118,1.037
355.148,1.035
355.178,1.036
355.208,1.042
355.238,1.034
355.268,1.033
355.298,1.035
355.328,1.036
355.358,1.034
355.388,1.032
355.418,1.030
355.448,1.039
355.478,1.035
355.508,1.032
355.538,1.032
355.568,1.034
355.598,1.031
355.628,1.035
355.658,1.041
355.688,1.032
355.718,1.029
355.748,1.032
355.778,1.033
355.808,1.035
355.838,1.037
355.868,1.047
355.898,1.031
355.928,1.065
355.958,1.103
355.988,1.104
356.018,1.103
356.048,1.089
356.078,1.062
356.108,1.062
356.138,1.062
356.168,1.048
356.198,1.032
