df_hash,22ZHK4.FCVC8X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.KMKG
person_label,V83
date_time_start,2025-11-03_17-01-15.271000_+03
date_time_start_unix,1762174875.271
date_time_end,2025-11-03_17-09-33.051000_+03
length_difference_noticed,no

time,perfusion_ir
35.900,0.200
36.803,0.200
40.261,0.200
41.288,0.210
41.900,0.210
42.751,0.210
43.482,0.210
44.269,0.210
45.237,0.210
46.015,0.210
48.403,0.210
49.238,0.210
50.015,0.210
50.844,0.210
51.526,0.210
52.353,0.210
53.042,0.210
53.964,0.210
54.744,0.210
55.571,0.210
56.447,0.210
57.195,0.210
58.062,0.210
58.745,0.210
59.722,0.210
60.403,0.210
61.277,0.210
62.106,0.210
62.890,0.210
63.763,0.210
64.592,0.210
65.274,0.210
66.009,0.210
66.689,0.210
67.469,0.210
68.105,0.210
68.931,0.210
69.757,0.210
70.009,0.210
71.374,0.210
72.243,0.210
73.172,0.210
73.998,0.210
74.733,0.210
77.219,0.220
85.604,0.220
86.290,0.220
87.019,0.210
89.555,0.210
90.334,0.210
91.162,0.210
92.820,0.200
93.893,0.200
94.380,0.200
95.208,0.200
96.041,0.200
96.821,0.200
97.549,0.200
98.261,0.200
99.109,0.190
99.793,0.190
100.866,0.190
101.501,0.180
102.278,0.180
103.009,0.180
104.665,0.180
105.350,0.180
106.276,0.180
107.461,0.170
108.131,0.170
109.835,0.170
110.420,0.170
111.301,0.170
111.931,0.160
113.448,0.160
114.277,0.160
116.709,0.160
122.608,0.160
125.238,0.160
131.289,0.160
132.990,0.150
134.658,0.150
137.920,0.150
138.745,0.150
140.403,0.160
141.475,0.160
142.215,0.160
143.718,0.160
144.451,0.160
145.523,0.160
146.205,0.160
146.841,0.160
147.716,0.160
148.350,0.160
149.468,0.160
157.810,0.160
171.853,0.170
175.746,0.160
178.868,0.160
180.478,0.160
181.355,0.160
184.099,0.160
187.306,0.160
188.376,0.160
189.738,0.160
191.203,0.150
197.165,0.150
199.546,0.150
205.390,0.140
206.411,0.140
207.051,0.140
211.290,0.130
216.991,0.130
217.484,0.130
218.359,0.130
219.240,0.130
219.970,0.120
221.625,0.120
223.040,0.120
223.965,0.120
224.647,0.120
225.379,0.130
225.779,0.120
225.824,0.120
227.577,0.120
233.082,0.120
235.958,0.120
242.101,0.110
242.785,0.110
257.360,0.120
264.480,0.120
270.680,0.120
278.470,0.120
279.209,0.120
279.448,0.110
