df_hash,22ZHK4.FCVC8X
13.994,1.028
14.024,1.030
14.054,1.028
14.084,1.021
14.114,1.022
14.144,1.032
14.174,1.028
14.204,1.024
14.234,1.023
14.264,1.026
14.294,1.027
14.324,1.028
14.354,1.027
14.384,1.025
14.414,1.028
14.444,1.027
14.474,1.030
14.504,1.026
14.534,1.023
14.564,1.030
14.594,1.025
14.624,1.028
14.654,1.026
14.684,1.027
14.714,1.026
14.744,1.028
14.774,1.031
14.804,1.025
14.834,1.029
14.864,1.027
14.894,1.031
14.924,1.031
14.954,1.030
14.984,1.021
15.014,1.025
15.044,1.028
15.074,1.028
15.104,1.028
15.134,1.031
15.164,1.027
15.194,1.020
15.224,1.028
15.254,1.032
15.284,1.025
15.314,1.025
15.344,1.028
15.374,1.029
15.404,1.023
15.434,1.028
15.464,1.024
15.494,1.026
15.524,1.027
15.554,1.027
15.584,1.027
15.614,1.028
15.644,1.027
15.674,1.022
15.704,1.029
15.734,1.028
15.764,1.025
15.794,1.025
15.824,1.026
15.854,1.027
15.884,1.026
15.914,1.023
15.944,1.021
15.974,1.026
16.004,1.033
16.034,1.029
16.064,1.025
16.094,1.030
16.124,1.028
16.154,1.026
16.184,1.027
16.214,1.029
16.244,1.026
16.274,1.024
16.304,1.029
16.334,1.027
16.364,1.025
16.394,1.026
16.424,1.029
16.454,1.029
16.484,1.030
16.514,1.032
16.544,1.024
16.574,1.024
16.604,1.022
16.634,1.024
16.664,1.025
16.694,1.023
16.724,1.023
16.754,1.028
16.784,1.029
16.814,1.022
16.844,1.021
16.874,1.024
16.904,1.024
16.934,1.023
16.964,1.030
16.994,1.030
17.024,1.031
17.054,1.029
17.084,1.028
17.114,1.027
17.144,1.021
17.174,1.017
17.204,1.022
17.234,1.028
17.264,1.027
17.294,1.025
17.324,1.022
17.354,1.027
17.384,1.030
17.414,1.024
17.444,1.026
17.474,1.020
17.504,1.025
17.534,1.029
17.564,1.027
17.594,1.024
17.624,1.023
17.654,1.030
17.684,1.029
17.714,1.026
17.744,1.024
17.774,1.033
17.804,1.028
17.834,1.032
17.864,1.026
17.894,1.024
17.924,1.025
17.954,1.027
17.984,1.027
18.014,1.021
18.044,1.026
18.074,1.025
18.104,1.028
18.134,1.024
18.164,1.023
18.194,1.025
18.224,1.025
18.254,1.026
18.284,1.028
18.314,1.026
18.344,1.024
18.374,1.025
18.404,1.025
18.434,1.027
18.464,1.024
18.494,1.028
18.524,1.027
18.554,1.026
18.584,1.027
18.614,1.025
18.644,1.029
18.674,1.026
18.704,1.024
18.734,1.021
18.764,1.025
18.794,1.028
18.824,1.025
18.854,1.026
18.884,1.027
18.914,1.024
18.944,1.027
18.974,1.029
19.004,1.028
19.034,1.026
19.064,1.028
19.094,1.026
19.124,1.027
19.154,1.030
19.184,1.029
19.214,1.028
19.244,1.029
19.274,1.031
19.304,1.025
19.334,1.021
19.364,1.028
19.394,1.028
19.424,1.024
19.454,1.026
19.484,1.029
19.514,1.027
19.544,1.027
19.574,1.024
19.604,1.023
19.634,1.028
19.664,1.027
19.694,1.025
19.724,1.029
19.754,1.022
19.784,1.028
19.814,1.029
19.844,1.033
19.874,1.027
19.904,1.024
19.934,1.029
19.964,1.028
19.994,1.027
20.024,1.031
20.054,1.027
20.084,1.021
20.114,1.029
20.144,1.029
20.174,1.023
20.204,1.021
20.234,1.029
20.264,1.025
20.294,1.025
20.324,1.027
20.354,1.024
20.384,1.023
20.414,1.030
20.444,1.028
20.474,1.025
20.504,1.026
20.534,1.026
20.564,1.024
20.594,1.027
20.624,1.032
20.654,1.028
20.684,1.027
20.714,1.027
20.744,1.028
20.774,1.027
20.804,1.029
20.834,1.028
20.864,1.019
20.894,1.026
20.924,1.033
20.954,1.029
20.984,1.028
21.014,1.030
21.044,1.025
21.074,1.028
21.104,1.026
21.134,1.030
21.164,1.030
21.194,1.023
21.224,1.024
21.254,1.025
21.284,1.029
21.314,1.029
21.344,1.030
21.374,1.025
21.404,1.024
21.434,1.027
21.464,1.030
21.494,1.029
21.524,1.025
21.554,1.027
21.584,1.028
21.614,1.028
21.644,1.029
21.674,1.030
21.704,1.029
21.734,1.024
21.764,1.030
21.794,1.027
21.824,1.026
21.854,1.024
21.884,1.028
21.914,1.026
21.944,1.030
21.974,1.028
22.004,1.027
22.034,1.028
22.064,1.026
22.094,1.029
22.124,1.026
22.154,1.026
22.184,1.028
22.214,1.030
22.244,1.030
22.274,1.027
22.304,1.024
22.334,1.025
22.364,1.027
22.394,1.034
22.424,1.024
22.454,1.022
22.484,1.027
22.514,1.032
22.544,1.028
22.574,1.028
22.604,1.029
22.634,1.023
22.664,1.030
22.694,1.031
22.724,1.029
22.754,1.022
22.784,1.025
22.814,1.025
22.844,1.026
22.874,1.028
22.904,1.027
22.934,1.029
22.964,1.031
22.994,1.024
23.024,1.028
23.054,1.024
23.084,1.023
23.114,1.031
23.144,1.028
23.174,1.027
23.204,1.033
23.234,1.026
23.264,1.024
23.294,1.026
23.324,1.028
23.354,1.026
23.384,1.028
23.414,1.031
23.444,1.023
23.474,1.030
23.504,1.029
23.534,1.026
23.564,1.026
23.594,1.027
23.624,1.027
23.654,1.027
23.684,1.029
23.714,1.030
23.744,1.028
23.774,1.028
23.804,1.026
23.834,1.029
23.864,1.028
23.894,1.023
23.924,1.023
23.954,1.027
23.984,1.031
24.014,1.027
24.044,1.025
24.074,1.024
24.104,1.027
24.134,1.027
24.164,1.027
24.194,1.032
24.224,1.030
24.254,1.021
24.284,1.032
24.314,1.029
24.344,1.025
24.374,1.026
24.404,1.026
24.434,1.028
24.464,1.031
24.494,1.029
24.524,1.030
24.554,1.027
24.584,1.027
24.614,1.026
24.644,1.030
24.674,1.029
24.704,1.028
24.734,1.028
24.764,1.027
24.794,1.025
24.824,1.035
24.854,1.028
24.884,1.023
24.914,1.027
24.944,1.030
24.974,1.028
25.004,1.027
25.034,1.026
25.064,1.022
25.094,1.032
25.124,1.029
25.154,1.026
25.184,1.027
25.214,1.027
25.244,1.029
25.274,1.027
25.304,1.032
25.334,1.027
25.364,1.027
25.394,1.029
25.424,1.026
25.454,1.026
25.484,1.027
25.514,1.027
25.544,1.027
25.574,1.029
25.604,1.030
25.634,1.025
25.664,1.026
25.694,1.028
25.724,1.027
25.754,1.029
25.784,1.030
25.814,1.028
25.844,1.020
25.874,1.028
25.904,1.032
25.934,1.028
25.964,1.025
25.994,1.029
26.024,1.029
26.054,1.027
26.084,1.030
26.114,1.028
26.144,1.029
26.174,1.031
26.204,1.030
26.234,1.026
26.264,1.027
26.294,1.027
26.324,1.034
26.354,1.031
26.384,1.031
26.414,1.025
26.444,1.026
26.474,1.031
26.504,1.026
26.534,1.027
26.564,1.032
26.594,1.030
26.624,1.025
26.654,1.031
26.684,1.030
26.714,1.023
26.744,1.028
26.774,1.027
26.804,1.032
26.834,1.030
26.864,1.029
26.894,1.026
26.924,1.028
26.954,1.027
26.984,1.030
27.014,1.029
27.044,1.027
27.074,1.021
27.104,1.030
27.134,1.028
27.164,1.031
27.194,1.025
27.224,1.027
27.254,1.027
27.284,1.025
27.314,1.031
27.344,1.037
27.374,1.030
27.404,1.025
27.434,1.033
27.464,1.030
27.494,1.024
27.524,1.024
27.554,1.030
27.584,1.024
27.614,1.031
27.644,1.028
27.674,1.026
27.704,1.029
27.734,1.029
27.764,1.031
27.794,1.028
27.824,1.022
27.854,1.028
27.884,1.024
27.914,1.024
27.944,1.029
27.974,1.027
28.004,1.027
28.034,1.031
28.064,1.031
28.094,1.032
28.124,1.028
28.154,1.029
28.184,1.026
28.214,1.033
28.244,1.027
28.274,1.025
28.304,1.030
28.334,1.030
28.364,1.025
28.394,1.031
28.424,1.031
28.454,1.030
28.484,1.031
28.514,1.030
28.544,1.025
28.574,1.026
28.604,1.025
28.634,1.025
28.664,1.033
28.694,1.031
28.724,1.028
28.754,1.026
28.784,1.028
28.814,1.031
28.844,1.031
28.874,1.029
28.904,1.027
28.934,1.026
28.964,1.027
28.994,1.032
29.024,1.030
29.054,1.025
29.084,1.027
29.114,1.029
29.144,1.028
29.174,1.030
29.204,1.031
29.234,1.026
29.264,1.027
29.294,1.029
29.324,1.031
29.354,1.029
29.384,1.032
29.414,1.028
29.444,1.031
29.474,1.032
29.504,1.030
29.534,1.031
29.564,1.031
29.594,1.025
29.624,1.035
29.654,1.026
29.684,1.031
29.714,1.031
29.744,1.028
29.774,1.029
29.804,1.031
29.834,1.028
29.864,1.030
29.894,1.027
29.924,1.022
29.954,1.033
29.984,1.030
30.014,1.030
30.044,1.028
30.074,1.027
30.104,1.026
30.134,1.028
30.164,1.031
30.194,1.028
30.224,1.027
30.254,1.027
30.284,1.032
30.314,1.034
30.344,1.029
30.374,1.030
30.404,1.031
30.434,1.030
30.464,1.028
30.494,1.032
30.524,1.029
30.554,1.027
30.584,1.025
30.614,1.031
30.644,1.034
30.674,1.030
30.704,1.029
30.734,1.028
30.764,1.027
30.794,1.030
30.824,1.031
30.854,1.033
30.884,1.033
30.914,1.028
30.944,1.033
30.974,1.033
31.004,1.025
31.034,1.029
31.064,1.029
31.094,1.028
31.124,1.033
31.154,1.033
31.184,1.032
31.214,1.030
31.244,1.033
31.274,1.032
31.304,1.030
31.334,1.031
31.364,1.027
31.394,1.028
31.424,1.025
31.454,1.031
31.484,1.033
31.514,1.031
31.544,1.031
31.574,1.028
31.604,1.028
31.634,1.029
31.664,1.030
31.694,1.028
31.724,1.034
31.754,1.037
31.784,1.027
31.814,1.031
31.844,1.031
31.874,1.028
31.904,1.030
31.934,1.031
31.964,1.026
31.994,1.031
32.024,1.031
32.054,1.031
32.084,1.032
32.114,1.034
32.144,1.035
32.174,1.032
32.204,1.031
32.234,1.032
32.264,1.029
32.294,1.026
32.324,1.036
32.354,1.033
32.384,1.034
32.414,1.031
32.444,1.028
32.474,1.030
32.504,1.032
32.534,1.034
32.564,1.030
32.594,1.030
32.624,1.025
32.654,1.032
32.684,1.032
32.714,1.027
32.744,1.029
32.774,1.032
32.804,1.032
32.834,1.034
32.864,1.036
32.894,1.031
32.924,1.034
32.954,1.032
32.984,1.029
33.014,1.031
33.044,1.030
33.074,1.029
33.104,1.027
33.134,1.023
33.164,1.031
33.194,1.036
33.224,1.034
33.254,1.032
33.284,1.029
33.314,1.030
33.344,1.033
33.374,1.032
33.404,1.036
33.434,1.035
33.464,1.025
33.494,1.034
33.524,1.031
33.554,1.029
33.584,1.028
33.614,1.032
33.644,1.030
33.674,1.029
33.704,1.035
33.734,1.032
33.764,1.033
33.794,1.028
33.824,1.032
33.854,1.032
33.884,1.030
33.914,1.028
33.944,1.033
33.974,1.033
34.004,1.032
34.034,1.031
34.064,1.023
34.094,1.032
34.124,1.033
34.154,1.029
34.184,1.032
34.214,1.034
34.244,1.032
34.274,1.029
34.304,1.038
34.334,1.033
34.364,1.029
34.394,1.030
34.424,1.031
34.454,1.029
34.484,1.031
34.514,1.034
34.544,1.028
34.574,1.032
34.604,1.032
34.634,1.027
34.664,1.026
34.694,1.035
34.724,1.034
34.754,1.030
34.784,1.032
34.814,1.028
34.844,1.030
34.874,1.032
34.904,1.031
34.934,1.033
34.964,1.030
34.994,1.033
35.024,1.022
35.054,1.033
35.084,1.032
35.114,1.028
35.144,1.028
35.174,1.026
35.204,1.030
35.234,1.038
35.264,1.039
35.294,1.032
35.324,1.031
35.354,1.028
35.384,1.031
35.414,1.029
35.444,1.030
35.474,1.029
35.504,1.030
35.534,1.030
35.564,1.035
35.594,1.029
35.624,1.029
35.654,1.031
35.684,1.030
35.714,1.032
35.744,1.034
35.774,1.029
35.804,1.024
35.834,1.032
35.864,1.032
35.894,1.030
35.924,1.031
35.954,1.029
35.984,1.029
36.014,1.028
36.044,1.030
36.074,1.027
36.104,1.032
36.134,1.029
36.164,1.033
36.194,1.031
36.224,1.034
36.254,1.028
36.284,1.031
36.314,1.029
36.344,1.032
36.374,1.030
36.404,1.028
36.434,1.032
36.464,1.033
36.494,1.032
36.524,1.029
36.554,1.031
36.584,1.028
36.614,1.033
36.644,1.029
36.674,1.031
36.704,1.031
36.734,1.024
36.764,1.034
36.794,1.034
36.824,1.023
36.854,1.027
36.884,1.029
36.914,1.027
36.944,1.029
36.974,1.029
37.004,1.030
37.034,1.030
37.064,1.030
37.094,1.029
37.124,1.027
37.154,1.031
37.184,1.029
37.214,1.031
37.244,1.022
37.274,1.031
37.304,1.034
37.334,1.033
37.364,1.029
37.394,1.021
37.424,1.024
37.454,1.029
37.484,1.031
37.514,1.030
37.544,1.024
37.574,1.029
37.604,1.027
37.634,1.032
37.664,1.035
37.694,1.032
37.724,1.030
37.754,1.028
37.784,1.027
37.814,1.030
37.844,1.035
37.874,1.031
37.904,1.028
37.934,1.026
37.964,1.023
37.994,1.021
38.024,1.027
38.054,1.025
38.084,1.026
38.114,1.031
38.144,1.026
38.174,1.031
38.204,1.028
38.234,1.032
38.264,1.032
38.294,1.029
38.324,1.032
38.354,1.028
38.384,1.028
38.414,1.023
38.444,1.028
38.474,1.031
38.504,1.028
38.534,1.024
38.564,1.027
38.594,1.029
38.624,1.028
38.654,1.026
38.684,1.029
38.714,1.029
38.744,1.027
38.774,1.028
38.804,1.028
38.834,1.028
38.864,1.032
38.894,1.030
38.924,1.031
38.954,1.027
38.984,1.026
39.014,1.029
39.044,1.030
39.074,1.022
39.104,1.028
39.134,1.031
39.164,1.031
39.194,1.027
39.224,1.032
39.254,1.030
39.284,1.027
39.314,1.025
39.344,1.033
39.374,1.032
39.404,1.026
39.434,1.028
39.464,1.029
39.494,1.031
39.524,1.030
39.554,1.032
39.584,1.028
39.614,1.026
39.644,1.026
39.674,1.029
39.704,1.031
39.734,1.028
39.764,1.030
39.794,1.026
39.824,1.027
39.854,1.026
39.884,1.029
39.914,1.029
39.944,1.035
39.974,1.026
40.004,1.024
40.034,1.028
40.064,1.031
40.094,1.031
40.124,1.027
40.154,1.029
40.184,1.026
40.214,1.032
40.244,1.036
40.274,1.028
40.304,1.025
40.334,1.030
40.364,1.026
40.394,1.029
40.424,1.028
40.454,1.027
40.484,1.031
40.514,1.029
40.544,1.026
40.574,1.032
40.604,1.031
40.634,1.027
40.664,1.027
40.694,1.029
40.724,1.031
40.754,1.030
40.784,1.032
40.814,1.027
40.844,1.028
40.874,1.030
40.904,1.028
40.934,1.031
40.964,1.031
40.994,1.031
41.024,1.022
41.054,1.031
41.084,1.031
41.114,1.028
41.144,1.032
41.174,1.030
41.204,1.028
41.234,1.031
41.264,1.029
41.294,1.033
41.324,1.031
41.354,1.029
41.384,1.031
41.414,1.030
41.444,1.034
41.474,1.033
41.504,1.028
41.534,1.029
41.564,1.029
41.594,1.031
41.624,1.027
41.654,1.024
41.684,1.026
41.714,1.027
41.744,1.033
41.774,1.033
41.804,1.030
41.834,1.030
41.864,1.031
41.894,1.036
41.924,1.032
41.954,1.028
41.984,1.029
42.014,1.032
42.044,1.028
42.074,1.029
42.104,1.029
42.134,1.030
42.164,1.028
42.194,1.027
42.224,1.026
42.254,1.030
42.284,1.029
42.314,1.031
42.344,1.027
42.374,1.030
42.404,1.032
42.434,1.032
42.464,1.024
42.494,1.027
42.524,1.027
42.554,1.031
42.584,1.029
42.614,1.033
42.644,1.030
42.674,1.024
42.704,1.033
42.734,1.033
42.764,1.026
42.794,1.026
42.824,1.029
42.854,1.029
42.884,1.031
42.914,1.029
42.944,1.030
42.974,1.028
43.004,1.032
43.034,1.030
43.064,1.027
43.094,1.025
43.124,1.035
43.154,1.029
43.184,1.031
43.214,1.031
43.244,1.027
43.274,1.030
43.304,1.033
43.334,1.032
43.364,1.029
43.394,1.033
43.424,1.035
43.454,1.025
43.484,1.030
43.514,1.030
43.544,1.029
43.574,1.033
43.604,1.030
43.634,1.028
43.664,1.028
43.694,1.033
43.724,1.030
43.754,1.029
43.784,1.030
43.814,1.034
43.844,1.031
43.874,1.030
43.904,1.029
43.934,1.027
43.964,1.031
43.994,1.032
44.024,1.029
44.054,1.030
44.084,1.031
44.114,1.035
44.144,1.033
44.174,1.032
44.204,1.029
44.234,1.030
44.264,1.031
44.294,1.036
44.324,1.031
44.354,1.028
44.384,1.029
44.414,1.029
44.444,1.029
44.474,1.033
44.504,1.033
44.534,1.031
44.564,1.032
44.594,1.029
44.624,1.034
44.654,1.034
44.684,1.032
44.714,1.030
44.744,1.028
44.774,1.026
44.804,1.035
44.834,1.039
44.864,1.033
44.894,1.027
44.924,1.032
44.954,1.030
44.984,1.033
45.014,1.032
45.044,1.030
45.074,1.030
45.104,1.032
45.134,1.037
45.164,1.031
45.194,1.029
45.224,1.030
45.254,1.031
45.284,1.032
45.314,1.033
45.344,1.031
45.374,1.031
45.404,1.029
45.434,1.033
45.464,1.030
45.494,1.037
45.524,1.030
45.554,1.029
45.584,1.035
45.614,1.035
45.644,1.031
45.674,1.032
45.704,1.026
45.734,1.027
45.764,1.032
45.794,1.029
45.824,1.031
45.854,1.032
45.884,1.034
45.914,1.027
45.944,1.036
45.974,1.027
46.004,1.029
46.034,1.030
46.064,1.029
46.094,1.029
46.124,1.032
46.154,1.030
46.184,1.033
46.214,1.031
46.244,1.036
46.274,1.030
46.304,1.033
46.334,1.032
46.364,1.032
46.394,1.034
46.424,1.036
46.454,1.033
46.484,1.031
46.514,1.031
46.544,1.027
46.574,1.030
46.604,1.038
46.634,1.036
46.664,1.024
46.694,1.032
46.724,1.035
46.754,1.032
46.784,1.032
46.814,1.031
46.844,1.031
46.874,1.031
46.904,1.032
46.934,1.032
46.964,1.033
46.994,1.030
47.024,1.030
47.054,1.034
47.084,1.034
47.114,1.030
47.144,1.024
47.174,1.031
47.204,1.035
47.234,1.035
47.264,1.028
47.294,1.031
47.324,1.032
47.354,1.032
47.384,1.033
47.414,1.035
47.444,1.033
47.474,1.029
47.504,1.035
47.534,1.034
47.564,1.032
47.594,1.027
47.624,1.032
47.654,1.034
47.684,1.032
47.714,1.032
47.744,1.033
47.774,1.032
47.804,1.033
47.834,1.032
47.864,1.032
47.894,1.036
47.924,1.029
47.954,1.030
47.984,1.028
48.014,1.031
48.044,1.036
48.074,1.034
48.104,1.031
48.134,1.033
48.164,1.029
48.194,1.032
48.224,1.034
48.254,1.034
48.284,1.027
48.314,1.032
48.344,1.037
48.374,1.034
48.404,1.029
48.434,1.032
48.464,1.031
48.494,1.031
48.524,1.031
48.554,1.035
48.584,1.032
48.614,1.030
48.644,1.031
48.674,1.034
48.704,1.033
48.734,1.032
48.764,1.031
48.794,1.032
48.824,1.031
48.854,1.026
48.884,1.031
48.914,1.030
48.944,1.038
48.974,1.029
49.004,1.027
49.034,1.035
49.064,1.034
49.094,1.031
49.124,1.030
49.154,1.025
49.184,1.026
49.214,1.034
49.244,1.036
49.274,1.030
49.304,1.026
49.334,1.031
49.364,1.030
49.394,1.034
49.424,1.036
49.454,1.035
49.484,1.031
49.514,1.030
49.544,1.031
49.574,1.033
49.604,1.031
49.634,1.030
49.664,1.032
49.694,1.031
49.724,1.029
49.754,1.032
49.784,1.030
49.814,1.030
49.844,1.033
49.874,1.034
49.904,1.034
49.934,1.035
49.964,1.037
49.994,1.025
50.024,1.035
50.054,1.035
50.084,1.029
50.114,1.032
50.144,1.031
50.174,1.029
50.204,1.033
50.234,1.034
50.264,1.033
50.294,1.032
50.324,1.028
50.354,1.032
50.384,1.033
50.414,1.034
50.444,1.029
50.474,1.027
50.504,1.034
50.534,1.036
50.564,1.035
50.594,1.031
50.624,1.034
50.654,1.032
50.684,1.029
50.714,1.032
50.744,1.033
50.774,1.034
50.804,1.027
50.834,1.035
50.864,1.034
50.894,1.029
50.924,1.028
50.954,1.031
50.984,1.032
51.014,1.031
51.044,1.033
51.074,1.033
51.104,1.032
51.134,1.033
51.164,1.036
51.194,1.037
51.224,1.033
51.254,1.033
51.284,1.028
51.314,1.034
51.344,1.039
51.374,1.034
51.404,1.029
51.434,1.030
51.464,1.033
51.494,1.033
51.524,1.033
51.554,1.032
51.584,1.025
51.614,1.031
51.644,1.035
51.674,1.032
51.704,1.026
51.734,1.032
51.764,1.033
51.794,1.030
51.824,1.033
51.854,1.035
51.884,1.029
51.914,1.034
51.944,1.032
51.974,1.031
52.004,1.028
52.034,1.033
52.064,1.035
52.094,1.034
52.124,1.030
52.154,1.025
52.184,1.029
52.214,1.033
52.244,1.029
52.274,1.031
52.304,1.032
52.334,1.033
52.364,1.029
52.394,1.036
52.424,1.032
52.454,1.031
52.484,1.034
52.514,1.033
52.544,1.031
52.574,1.035
52.604,1.035
52.634,1.033
52.664,1.034
52.694,1.038
52.724,1.032
52.754,1.029
52.784,1.031
52.814,1.035
52.844,1.036
52.874,1.034
52.904,1.032
52.934,1.032
52.964,1.032
52.994,1.034
53.024,1.035
53.054,1.037
53.084,1.032
53.114,1.032
53.144,1.035
53.174,1.035
53.204,1.031
53.234,1.032
53.264,1.034
53.294,1.032
53.324,1.035
53.354,1.035
53.384,1.034
53.414,1.036
53.444,1.034
53.474,1.034
53.504,1.033
53.534,1.034
53.564,1.032
53.594,1.028
53.624,1.029
53.654,1.036
53.684,1.035
53.714,1.034
53.744,1.032
53.774,1.034
53.804,1.033
53.834,1.032
53.864,1.033
53.894,1.035
53.924,1.033
53.954,1.025
53.984,1.036
54.014,1.038
54.044,1.031
54.074,1.031
54.104,1.032
54.134,1.032
54.164,1.035
54.194,1.034
54.224,1.033
54.254,1.027
54.284,1.035
54.314,1.033
54.344,1.032
54.374,1.036
54.404,1.032
54.434,1.032
54.464,1.032
54.494,1.033
54.524,1.035
54.554,1.035
54.584,1.028
54.614,1.033
54.644,1.032
54.674,1.034
54.704,1.037
54.734,1.034
54.764,1.033
54.794,1.030
54.824,1.036
54.854,1.038
54.884,1.033
54.914,1.030
54.944,1.032
54.974,1.034
55.004,1.033
55.034,1.036
55.064,1.032
55.094,1.032
55.124,1.033
55.154,1.033
55.184,1.036
55.214,1.036
55.244,1.033
55.274,1.029
55.304,1.031
55.334,1.036
55.364,1.034
55.394,1.029
55.424,1.030
55.454,1.034
55.484,1.035
55.514,1.036
55.544,1.033
55.574,1.030
55.604,1.032
55.634,1.035
55.664,1.038
55.694,1.034
55.724,1.033
55.754,1.033
55.784,1.030
55.814,1.031
55.844,1.033
55.874,1.034
55.904,1.032
55.934,1.032
55.964,1.033
55.994,1.035
56.024,1.034
56.054,1.029
56.084,1.031
56.114,1.033
56.144,1.032
56.174,1.035
56.204,1.028
56.234,1.031
56.264,1.031
56.294,1.032
56.324,1.032
56.354,1.037
56.384,1.033
