df_hash,22ZHK4.Z1ZPL9
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.UH07
person_label,V67
date_time_start,2025-10-31_17-31-54.657000_+03
date_time_start_unix,1761917514.657
date_time_end,2025-10-31_17-40-10.548000_+03
length_difference_noticed,no

time,acc_mag
259.251,1.028
259.281,1.040
259.311,1.026
259.341,1.031
259.371,1.045
259.401,1.006
259.431,1.039
259.461,1.032
259.491,1.044
259.521,1.062
259.551,1.045
259.581,1.055
259.611,1.033
259.641,1.001
259.671,1.020
259.701,1.062
259.731,1.063
259.761,1.053
259.791,1.045
259.821,1.047
259.851,1.055
259.881,1.022
259.911,1.023
259.941,1.031
259.971,1.055
260.001,1.065
260.031,1.054
260.061,1.044
260.091,1.044
260.121,1.042
260.151,1.067
260.181,0.978
260.211,1.099
260.241,1.115
260.271,1.059
260.301,1.050
260.331,1.065
260.361,1.027
260.391,1.036
260.421,1.051
260.451,1.038
260.481,1.014
260.511,1.044
260.541,1.053
260.571,1.050
260.601,1.049
260.631,1.035
260.661,1.024
260.691,1.071
260.721,1.064
260.751,1.040
260.781,1.055
260.811,1.052
260.841,1.057
260.871,1.056
260.901,1.051
260.931,1.054
260.961,1.057
260.991,1.050
261.021,1.037
261.051,1.049
261.081,1.048
261.111,1.065
261.141,1.057
261.171,1.049
261.201,1.053
261.231,1.044
261.261,1.053
261.291,1.063
261.321,1.055
261.351,1.049
261.381,1.052
261.411,1.052
261.441,1.053
261.471,1.050
261.501,1.060
261.531,1.057
261.561,1.061
261.591,1.055
261.621,1.062
261.651,1.044
261.681,1.054
261.711,1.044
261.741,1.059
261.771,1.056
261.801,1.055
261.831,1.053
261.861,1.044
261.891,1.047
261.921,1.064
261.951,1.051
261.981,1.062
262.011,1.050
262.041,1.047
262.071,1.050
262.101,1.054
262.131,1.059
262.161,1.054
262.191,1.050
262.221,1.046
262.251,1.062
262.281,1.057
262.311,1.051
262.341,1.058
262.371,1.055
262.401,1.052
262.431,1.054
262.461,1.058
262.491,1.056
262.521,1.046
262.551,1.045
262.581,1.055
262.611,1.051
262.641,1.044
262.671,1.046
262.701,1.061
262.731,1.056
262.761,1.040
262.791,1.057
262.821,1.055
262.851,1.042
262.881,1.044
262.911,1.054
262.941,1.067
262.971,1.054
263.001,1.048
263.031,1.064
263.061,1.051
263.091,1.056
263.121,1.051
263.151,1.050
263.181,1.044
263.211,1.046
263.241,1.051
263.271,1.045
263.301,1.054
263.331,1.041
263.361,1.060
263.391,1.059
263.421,1.042
263.451,1.031
263.481,1.044
263.511,1.054
263.541,1.053
263.571,1.050
263.601,1.046
263.631,1.047
263.661,1.065
263.691,1.063
263.721,1.055
263.751,1.047
263.781,1.050
263.811,1.047
263.841,1.055
263.871,1.051
263.901,1.041
263.931,1.048
263.961,1.043
263.991,1.056
264.021,1.041
264.051,1.056
264.081,1.062
264.111,1.039
264.141,1.040
264.171,1.039
264.201,1.061
264.231,1.068
264.261,1.044
264.291,1.045
264.321,1.052
264.351,1.058
264.381,1.069
264.411,1.059
264.441,1.040
264.471,1.037
264.501,1.061
264.531,1.043
264.561,1.037
264.591,1.070
264.621,1.060
264.651,1.040
264.681,1.045
264.711,1.048
264.741,1.045
264.771,1.030
264.801,1.050
264.831,1.043
264.861,1.037
264.891,1.039
264.921,1.060
264.951,1.047
264.981,1.042
265.011,1.050
265.041,1.062
265.071,1.061
265.101,1.056
265.131,1.063
265.161,1.065
265.191,1.047
265.221,1.043
265.251,1.061
265.281,1.066
265.311,1.060
265.341,1.058
265.371,1.062
265.401,1.053
265.431,1.051
265.461,1.042
265.491,1.054
265.521,1.047
265.551,1.059
265.581,1.050
265.611,1.050
265.641,1.061
265.671,1.047
265.701,1.062
265.731,1.057
265.761,1.047
265.791,1.057
265.821,1.065
265.851,1.062
265.881,1.049
265.911,1.040
265.941,1.046
265.971,1.055
266.001,1.039
266.031,1.063
266.061,1.057
266.091,1.054
266.121,1.058
266.151,1.045
266.181,1.048
266.211,1.057
266.241,1.046
266.271,1.048
266.301,1.049
266.331,1.050
266.361,1.050
266.391,1.061
266.421,1.067
266.451,1.041
266.481,1.048
266.511,1.078
266.541,1.056
266.571,1.058
266.601,1.064
266.631,1.065
266.661,1.050
266.691,1.056
266.721,1.064
266.751,1.066
266.781,1.050
266.811,1.066
266.841,1.069
266.871,1.058
266.901,1.032
266.931,1.049
266.961,1.037
266.991,1.026
267.021,1.036
267.051,1.046
267.081,1.033
267.111,1.039
267.141,1.056
267.171,1.059
267.201,1.071
267.231,1.047
267.261,1.060
267.291,1.060
267.321,1.050
267.351,1.049
267.381,1.053
267.411,1.037
267.441,1.050
267.471,1.070
267.501,1.046
267.531,1.040
267.561,1.069
267.591,1.079
267.621,1.054
267.651,1.045
267.681,1.060
267.711,1.075
267.741,1.060
267.771,1.040
267.801,1.048
267.831,1.051
267.861,1.057
267.891,1.054
267.921,1.068
267.951,1.068
267.981,1.062
268.011,1.033
268.041,1.062
268.071,1.060
268.101,1.025
268.131,1.039
268.161,1.061
268.191,1.061
268.221,1.075
268.251,1.063
268.281,1.060
268.311,1.053
268.341,1.061
268.371,1.060
268.401,1.029
268.431,1.055
268.461,1.057
268.491,1.053
268.521,1.068
268.551,1.061
268.581,1.064
268.611,1.047
268.641,1.062
268.671,1.066
268.701,1.047
268.731,1.052
268.761,1.054
268.791,1.058
268.821,1.061
268.851,1.049
268.881,1.054
268.911,1.046
268.941,1.051
268.971,1.068
269.001,1.054
269.031,1.054
269.061,1.058
269.091,1.051
269.121,1.062
269.151,1.062
269.181,1.049
269.211,1.052
269.241,1.055
269.271,1.066
269.301,1.060
269.331,1.066
269.361,1.058
269.391,1.051
269.421,1.060
269.451,1.058
269.481,1.063
269.511,1.043
269.541,1.052
269.571,1.065
269.601,1.059
269.631,1.061
269.661,1.069
269.691,1.063
269.721,1.057
269.751,1.056
269.781,1.062
269.811,1.059
269.841,1.046
269.871,1.075
269.901,1.063
269.931,1.061
269.961,1.063
269.991,1.062
270.021,1.054
270.051,1.052
270.081,1.051
270.111,1.065
270.141,1.048
270.171,1.051
270.201,1.066
270.231,1.060
270.261,1.062
270.291,1.057
270.321,1.061
270.351,1.057
270.381,1.060
270.411,1.063
270.441,1.053
270.471,1.056
270.501,1.065
270.531,1.047
270.561,1.047
270.591,1.059
270.621,1.051
270.651,1.054
270.681,1.057
270.711,1.059
270.741,1.062
270.771,1.064
270.801,1.053
270.831,1.057
270.861,1.057
270.891,1.052
270.921,1.066
270.951,1.063
270.981,1.047
271.011,1.062
271.041,1.063
271.071,1.057
271.101,1.059
271.131,1.062
271.161,1.057
271.191,1.053
271.221,1.057
271.251,1.055
271.281,1.062
271.311,1.058
271.341,1.053
271.371,1.050
271.401,1.056
271.431,1.068
271.461,1.045
271.491,1.053
271.521,1.069
271.551,1.056
271.581,1.054
271.611,1.066
271.641,1.060
271.671,1.061
271.701,1.058
271.731,1.052
271.761,1.059
271.791,1.062
271.821,1.055
271.851,1.062
271.881,1.056
271.911,1.058
271.941,1.052
271.971,1.053
272.001,1.062
272.031,1.058
272.061,1.043
272.091,1.054
272.121,1.068
272.151,1.067
272.181,1.055
272.211,1.059
272.241,1.056
272.271,1.062
272.301,1.062
272.331,1.051
272.361,1.062
272.391,1.062
272.421,1.057
272.451,1.059
272.481,1.067
272.511,1.044
272.541,1.048
272.571,1.065
272.601,1.062
272.631,1.045
272.661,1.058
272.691,1.061
272.721,1.049
272.751,1.059
272.781,1.051
272.811,1.057
272.841,1.049
272.871,1.067
272.901,1.059
272.931,1.050
272.961,1.063
272.991,1.058
273.021,1.066
273.051,1.069
273.081,1.058
273.111,1.051
273.141,1.057
273.171,1.052
273.201,1.047
273.231,1.056
273.261,1.060
273.291,1.053
273.321,1.048
273.351,1.064
273.381,1.053
273.411,1.058
273.441,1.070
273.471,1.056
273.501,1.051
273.531,1.057
273.561,1.070
273.591,1.059
273.621,1.059
273.651,1.057
273.681,1.061
273.711,1.055
273.741,1.065
273.771,1.066
273.801,1.051
273.831,1.050
273.861,1.072
273.891,1.059
273.921,1.049
273.951,1.068
273.981,1.061
274.011,1.052
274.041,1.053
274.071,1.054
274.101,1.050
274.131,1.062
274.161,1.068
274.191,1.061
274.221,1.053
274.251,1.061
274.281,1.056
274.311,1.056
274.341,1.071
274.371,1.056
274.401,1.065
274.431,1.059
274.461,1.064
274.491,1.059
274.521,1.054
274.551,1.066
274.581,1.051
274.611,1.055
274.641,1.061
274.671,1.065
274.701,1.057
274.731,1.060
274.761,1.060
274.791,1.050
274.821,1.047
274.851,1.049
274.881,1.070
274.911,1.062
274.941,1.062
274.971,1.059
275.001,1.065
275.031,1.061
275.061,1.059
275.091,1.049
275.121,1.062
275.151,1.049
275.181,1.062
275.211,1.066
275.241,1.050
275.271,1.052
275.301,1.077
275.331,1.061
275.361,1.048
275.391,1.061
275.421,1.067
275.451,1.055
275.481,1.043
275.511,1.058
275.541,1.064
275.571,1.054
275.601,1.066
275.631,1.066
275.661,1.052
275.691,1.041
275.721,1.068
275.751,1.075
275.781,1.058
275.811,1.059
275.841,1.050
275.871,1.049
275.901,1.043
275.931,1.040
275.961,1.050
275.991,1.049
276.021,1.062
276.051,1.053
276.081,1.048
276.111,1.043
276.141,1.053
276.171,1.054
276.201,1.036
276.231,1.033
276.261,1.058
276.291,1.064
276.321,1.047
276.351,1.039
276.381,1.054
276.411,1.032
276.441,1.051
276.471,1.078
276.501,1.054
276.531,1.044
276.561,1.054
276.591,1.043
276.621,1.043
276.651,1.040
276.681,1.058
276.711,1.043
276.741,1.033
276.771,1.054
276.801,1.039
276.831,1.029
276.861,1.061
276.891,1.053
276.921,1.034
276.951,1.044
276.981,1.055
277.011,1.044
277.041,1.042
277.071,1.052
277.101,1.040
277.131,1.039
277.161,1.051
277.191,1.047
277.221,1.029
277.251,1.048
277.281,1.049
277.311,1.040
277.341,1.062
277.371,1.045
277.401,1.024
277.431,1.053
277.461,1.060
277.491,1.037
277.521,1.047
277.551,1.045
277.581,1.060
277.611,1.042
277.641,1.044
277.671,1.054
277.701,1.044
277.731,1.057
277.761,1.044
277.791,1.053
277.821,1.061
277.851,1.041
277.881,1.050
277.911,1.068
277.941,1.040
277.971,1.037
278.001,1.059
278.031,1.052
278.061,1.057
278.091,1.057
278.121,1.045
278.151,1.052
278.181,1.052
278.211,1.041
278.241,1.056
278.271,1.047
278.301,1.045
278.331,1.048
278.361,1.048
278.391,1.048
278.421,1.048
278.451,1.042
278.481,1.053
278.511,1.049
278.541,1.059
278.571,1.043
278.601,1.029
278.631,1.043
278.661,1.055
278.691,1.038
278.721,1.055
278.751,1.038
278.781,1.049
278.811,1.060
278.841,1.050
278.871,1.053
278.901,1.045
278.931,1.046
278.961,1.055
278.991,1.048
279.021,1.046
279.051,1.045
279.081,1.044
279.111,1.057
279.141,1.042
279.171,1.050
279.201,1.039
279.231,1.046
279.261,1.047
279.291,1.047
279.321,1.041
279.351,1.061
279.381,1.043
279.411,1.046
279.441,1.057
279.471,1.037
279.501,1.046
279.531,1.054
279.561,1.045
279.591,1.045
279.621,1.041
279.651,1.046
279.681,1.063
279.711,1.049
279.741,1.058
279.771,1.050
279.801,1.054
279.831,1.063
279.861,1.045
279.891,1.046
279.921,1.074
279.951,1.056
279.981,1.042
280.011,1.029
280.041,1.037
280.071,1.048
280.101,1.060
280.131,1.060
280.161,1.044
280.191,1.020
280.221,1.042
280.251,1.047
280.281,1.055
280.311,1.063
280.341,1.036
280.371,1.029
280.401,1.070
280.431,1.047
280.461,1.035
280.491,1.071
280.521,1.027
280.551,1.025
280.581,1.058
280.611,1.057
280.641,1.044
280.671,1.057
280.701,1.032
280.731,1.017
280.761,1.045
280.791,1.046
280.821,1.048
280.851,1.073
280.881,1.057
280.911,1.044
280.941,1.040
280.971,1.038
281.001,1.059
281.031,1.066
281.061,1.041
281.091,1.051
281.121,1.064
281.151,1.053
281.181,1.059
281.211,1.052
281.241,1.037
281.271,1.047
281.301,1.041
281.331,1.056
281.361,1.056
281.391,1.049
281.421,1.062
281.451,1.055
281.481,1.053
281.511,1.037
281.541,1.066
281.571,1.051
281.601,1.036
281.631,1.047
281.661,1.059
281.691,1.051
281.721,1.046
281.751,1.044
281.781,1.043
281.811,1.055
281.841,1.049
281.871,1.052
281.901,1.062
281.931,1.047
281.961,1.045
281.991,1.056
282.021,1.052
282.051,1.048
282.081,1.041
282.111,1.056
282.141,1.050
282.171,1.051
282.201,1.053
282.231,1.053
282.261,1.045
282.291,1.045
282.321,1.063
282.351,1.047
282.381,1.045
282.411,1.056
282.441,1.063
282.471,1.052
282.501,1.046
282.531,1.048
282.561,1.062
282.591,1.059
282.621,1.050
282.651,1.049
282.681,1.043
282.711,1.051
282.741,1.048
282.771,1.048
282.801,1.054
282.831,1.049
282.861,1.060
282.891,1.058
282.921,1.056
282.951,1.060
282.981,1.043
283.011,1.046
283.041,1.058
283.071,1.062
283.101,1.054
283.131,1.053
283.161,1.050
283.191,1.052
283.221,1.062
283.251,1.051
283.281,1.051
283.311,1.051
283.341,1.054
283.371,1.056
283.401,1.062
283.431,1.044
283.461,1.056
283.491,1.050
283.521,1.053
283.551,1.072
283.581,1.039
283.611,1.052
283.641,1.063
283.671,1.059
283.701,1.046
283.731,1.052
283.761,1.043
283.791,1.048
283.821,1.050
283.851,1.045
283.881,1.037
283.911,1.056
283.941,1.051
283.971,1.054
284.001,1.043
284.031,1.046
284.061,1.061
284.091,1.056
284.121,1.067
284.151,1.037
284.181,1.021
284.211,1.062
284.241,1.059
284.271,1.050
284.301,1.070
284.331,1.066
284.361,1.050
284.391,1.056
284.421,1.057
284.451,1.035
284.481,1.034
284.511,1.055
284.541,1.056
284.571,1.040
284.601,1.053
284.631,1.072
284.661,1.047
284.691,1.034
284.721,1.030
284.751,1.043
284.781,1.045
284.811,1.051
284.841,1.048
284.871,1.046
284.901,1.036
284.931,1.048
284.961,1.057
284.991,1.059
285.021,1.062
285.051,1.039
285.081,1.047
285.111,1.067
285.141,1.055
285.171,1.045
285.201,1.076
285.231,1.058
285.261,1.052
285.291,1.054
285.321,1.076
285.351,1.050
285.381,1.053
285.411,1.058
285.441,1.049
285.471,1.059
285.501,1.067
285.531,1.049
285.561,1.041
285.591,1.041
285.621,1.050
285.651,1.053
285.681,1.062
285.711,1.061
285.741,1.055
285.771,1.045
285.801,1.052
285.831,1.049
285.861,1.056
285.891,1.056
285.921,1.056
285.951,1.059
285.981,1.039
286.011,1.053
286.041,1.052
286.071,1.061
286.101,1.055
286.131,1.046
286.161,1.054
286.191,1.052
286.221,1.067
286.251,1.052
286.281,1.050
286.311,1.060
286.341,1.056
286.371,1.050
286.401,1.050
286.431,1.062
286.461,1.056
286.491,1.054
286.521,1.045
286.551,1.049
286.581,1.063
286.611,1.063
286.641,1.045
286.671,1.053
286.701,1.049
286.731,1.052
286.761,1.058
286.791,1.060
286.821,1.046
286.851,1.050
286.881,1.059
286.911,1.048
286.941,1.058
286.971,1.054
287.001,1.050
287.031,1.050
287.061,1.058
287.091,1.060
287.121,1.048
287.151,1.081
287.181,1.042
287.211,1.079
287.241,1.100
287.271,1.060
287.301,1.023
287.331,1.010
287.361,1.031
287.391,1.089
287.421,1.105
287.451,1.032
287.481,0.989
287.511,1.068
287.541,1.019
287.571,1.067
287.601,1.123
287.631,1.097
287.661,1.025
287.691,1.008
287.721,1.033
287.751,1.044
287.781,1.032
287.811,1.042
287.841,1.052
287.871,1.029
287.901,1.064
287.931,1.061
287.961,1.037
287.991,1.064
288.021,1.046
288.051,1.047
288.081,1.069
288.111,1.053
288.141,1.059
288.171,1.038
288.201,1.063
288.231,1.021
288.261,1.049
288.291,1.047
288.321,1.063
288.351,1.071
288.381,1.050
288.411,1.061
288.441,1.092
288.471,1.065
288.501,1.057
288.531,1.050
288.561,1.067
288.591,1.052
288.621,1.045
288.651,1.064
288.681,1.071
288.711,1.052
288.741,1.050
288.771,1.072
288.801,1.045
288.831,1.062
288.861,1.073
288.891,1.054
288.921,1.067
288.951,1.068
288.981,1.061
289.011,1.062
289.041,1.057
289.071,1.048
289.101,1.062
289.131,1.066
289.161,1.058
289.191,1.065
289.221,1.055
289.251,1.050
289.281,1.069
289.311,1.063
289.341,1.053
289.371,1.043
289.401,1.067
289.431,1.057
289.461,1.055
289.491,1.054
289.521,1.052
289.551,1.063
289.581,1.054
289.611,1.061
289.641,1.055
289.671,1.055
289.701,1.063
289.731,1.066
289.761,1.061
289.791,1.049
289.821,1.069
289.851,1.057
289.881,1.062
289.911,1.060
289.941,1.056
289.971,1.054
290.001,1.054
290.031,1.057
290.061,1.054
290.091,1.056
290.121,1.057
290.151,1.054
290.181,1.057
290.211,1.060
290.241,1.062
290.271,1.065
290.301,1.055
290.331,1.058
290.361,1.057
290.391,1.050
290.421,1.055
290.451,1.057
290.481,1.060
290.511,1.057
290.541,1.061
290.571,1.055
290.601,1.050
290.631,1.066
290.661,1.062
290.691,1.060
290.721,1.063
290.751,1.054
290.781,1.054
290.811,1.060
290.841,1.061
290.871,1.060
290.901,1.064
290.931,1.062
290.961,1.068
290.991,1.057
291.021,1.058
291.051,1.059
291.081,1.059
291.111,1.052
291.141,1.051
291.171,1.060
291.201,1.056
291.231,1.062
291.261,1.063
291.291,1.049
291.321,1.057
291.351,1.065
291.381,1.058
291.411,1.060
291.441,1.054
291.471,1.044
291.501,1.063
291.531,1.062
291.561,1.057
291.591,1.049
291.621,1.065
291.651,1.062
291.681,1.058
291.711,1.063
291.741,1.065
291.771,1.061
291.801,1.061
291.831,1.057
291.861,1.059
291.891,1.062
291.921,1.057
291.951,1.065
291.981,1.058
292.011,1.061
292.041,1.062
292.071,1.062
292.101,1.059
292.131,1.059
292.161,1.050
292.191,1.052
292.221,1.065
292.251,1.065
292.281,1.052
292.311,1.056
292.341,1.060
292.371,1.063
292.401,1.062
292.431,1.055
292.461,1.055
292.491,1.061
292.521,1.062
292.551,1.052
292.581,1.058
292.611,1.062
292.641,1.060
292.671,1.056
292.701,1.058
292.731,1.059
292.761,1.059
292.791,1.068
292.821,1.067
292.851,1.065
292.881,1.058
292.911,1.052
292.941,1.072
292.971,1.064
293.001,1.053
293.031,1.066
293.061,1.058
293.091,1.058
293.121,1.064
293.151,1.062
293.181,1.047
293.211,1.059
293.241,1.062
293.271,1.056
293.301,1.052
293.331,1.063
293.361,1.060
293.391,1.052
293.421,1.056
293.451,1.056
293.481,1.058
293.511,1.067
293.541,1.058
293.571,1.062
293.601,1.061
293.631,1.057
293.661,1.043
293.691,1.060
293.721,1.065
293.751,1.062
293.781,1.057
293.811,1.059
293.841,1.062
293.871,1.061
293.901,1.057
293.931,1.062
293.961,1.056
293.991,1.055
294.021,1.064
294.051,1.060
294.081,1.063
294.111,1.053
294.141,1.059
294.171,1.074
294.201,1.059
294.231,1.057
294.261,1.059
294.291,1.062
294.321,1.069
294.351,1.066
294.381,1.060
294.411,1.055
294.441,1.062
294.471,1.062
294.501,1.062
294.531,1.056
294.561,1.057
294.591,1.061
294.621,1.055
294.651,1.063
294.681,1.064
294.711,1.058
294.741,1.056
294.771,1.061
294.801,1.056
294.831,1.058
294.861,1.056
294.891,1.060
294.921,1.061
294.951,1.057
294.981,1.054
295.011,1.064
295.041,1.060
295.071,1.059
295.101,1.063
295.131,1.062
295.161,1.061
295.191,1.050
295.221,1.052
295.251,1.062
295.281,1.066
295.311,1.057
295.341,1.063
295.371,1.054
295.401,1.067
295.431,1.056
295.461,1.063
295.491,1.060
295.521,1.062
295.551,1.058
295.581,1.061
295.611,1.052
295.641,1.063
295.671,1.059
295.701,1.059
295.731,1.066
295.761,1.062
295.791,1.055
295.821,1.061
295.851,1.071
295.881,1.056
295.911,1.050
295.941,1.057
295.971,1.052
296.001,1.063
296.031,1.065
296.061,1.053
296.091,1.053
296.121,1.065
296.151,1.061
296.181,1.064
296.211,1.066
296.241,1.059
296.271,1.058
296.301,1.065
296.331,1.062
296.361,1.061
296.391,1.055
296.421,1.058
296.451,1.053
296.481,1.059
296.511,1.055
296.541,1.064
296.571,1.067
296.601,1.061
296.631,1.062
296.661,1.059
296.691,1.055
296.721,1.061
296.751,1.056
296.781,1.061
296.811,1.055
296.841,1.064
296.871,1.064
296.901,1.062
296.931,1.059
296.961,1.071
296.991,1.059
297.021,1.063
297.051,1.056
297.081,1.057
297.111,1.060
297.141,1.066
297.171,1.052
297.201,1.061
297.231,1.065
297.261,1.077
297.291,1.113
297.321,1.146
297.351,1.131
297.381,1.056
297.411,0.936
297.441,0.942
297.471,0.941
297.501,0.996
297.531,1.132
297.561,1.289
297.591,1.312
297.621,1.121
297.651,0.958
297.681,0.944
297.711,0.928
297.741,0.918
297.771,1.057
297.801,1.188
297.831,1.173
297.861,1.081
297.891,1.038
297.921,1.022
297.951,1.033
297.981,1.066
298.011,1.066
298.041,1.076
298.071,1.077
298.101,1.075
298.131,1.045
298.161,1.069
298.191,1.068
298.221,1.038
298.251,1.062
298.281,1.074
298.311,1.053
298.341,1.044
298.371,1.071
298.401,1.072
298.431,1.066
298.461,1.062
298.491,1.074
298.521,1.064
298.551,1.057
298.581,1.073
298.611,1.073
298.641,1.053
298.671,1.062
298.701,1.059
298.731,1.058
298.761,1.055
298.791,1.065
298.821,1.066
298.851,1.062
298.881,1.062
298.911,1.065
298.941,1.069
298.971,1.056
299.001,1.059
299.031,1.063
299.061,1.057
299.091,1.068
299.121,1.048
299.151,1.054
299.181,1.053
299.211,1.058
299.241,1.062
299.271,1.070
299.301,1.067
299.331,1.064
299.361,1.062
299.391,1.064
299.421,1.059
299.451,1.056
299.481,1.058
299.511,1.062
299.541,1.063
299.571,1.058
299.601,1.062
299.631,1.064
299.661,1.052
299.691,1.054
299.721,1.069
299.751,1.069
299.781,1.050
299.811,1.055
299.841,1.077
299.871,1.060
299.901,1.046
299.931,1.061
299.961,1.062
299.991,1.056
300.021,1.061
300.051,1.066
300.081,1.052
300.111,1.058
300.141,1.066
300.171,1.065
300.201,1.053
300.231,1.067
300.261,1.064
300.291,1.049
300.321,1.065
300.351,1.053
300.381,1.062
300.411,1.059
300.441,1.062
300.471,1.049
300.501,1.069
300.531,1.060
300.561,1.067
300.591,1.061
300.621,1.058
300.651,1.054
300.681,1.062
300.711,1.061
300.741,1.059
300.771,1.066
300.801,1.058
300.831,1.055
300.861,1.063
300.891,1.051
300.921,1.063
300.951,1.062
300.981,1.053
301.011,1.080
301.041,1.075
301.071,1.048
301.101,1.063
301.131,1.047
301.161,1.069
301.191,1.066
301.221,1.049
301.251,1.080
301.281,1.068
301.311,1.043
301.341,1.057
301.371,1.049
301.401,1.057
301.431,1.062
301.461,1.055
301.491,1.052
301.521,1.063
301.551,1.058
301.581,1.058
301.611,1.051
301.641,1.052
301.671,1.075
301.701,1.061
301.731,1.055
301.761,1.062
301.791,1.049
301.821,1.060
301.851,1.075
301.881,1.055
301.911,1.035
301.941,1.043
301.971,1.049
302.001,1.055
302.031,1.079
302.061,1.051
302.091,1.059
302.121,1.100
302.151,1.069
302.181,1.058
302.211,1.053
302.241,1.046
302.271,1.048
302.301,1.072
302.331,1.068
302.361,1.056
302.391,1.065
302.421,1.056
302.451,1.060
302.481,1.071
302.511,1.051
302.541,1.063
302.571,1.061
302.601,1.064
302.631,1.065
302.661,1.058
302.691,1.057
302.721,1.061
302.751,1.064
302.781,1.060
302.811,1.062
302.841,1.053
302.871,1.045
302.901,1.062
302.931,1.063
302.961,1.059
302.991,1.064
303.021,1.058
303.051,1.054
303.081,1.062
303.111,1.060
303.141,1.062
303.171,1.056
303.201,1.065
303.231,1.066
303.261,1.062
303.291,1.063
303.321,1.072
303.351,1.077
303.381,1.064
303.411,1.062
303.441,1.064
303.471,1.058
303.501,1.065
303.531,1.078
303.561,1.058
303.591,1.057
303.621,1.069
303.651,1.063
303.681,1.053
303.711,1.056
303.741,1.062
303.771,1.063
303.801,1.068
303.831,1.048
303.861,1.062
303.891,1.062
303.921,1.058
303.951,1.070
303.981,1.063
304.011,1.059
304.041,1.052
304.071,1.063
304.101,1.062
304.131,1.068
304.161,1.061
304.191,1.050
304.221,1.062
304.251,1.065
304.281,1.065
304.311,1.060
304.341,1.063
304.371,1.056
304.401,1.065
304.431,1.066
304.461,1.065
304.491,1.062
304.521,1.058
304.551,1.069
304.581,1.051
304.611,1.064
304.641,1.068
304.671,1.069
304.701,1.064
304.731,1.056
304.761,1.059
304.791,1.066
304.821,1.059
304.851,1.067
304.881,1.060
304.911,1.060
304.941,1.065
304.971,1.063
305.001,1.068
305.031,1.048
305.061,1.065
305.091,1.058
305.121,1.054
305.151,1.072
305.181,1.049
305.211,1.046
305.241,1.075
305.271,1.068
305.301,1.058
305.331,1.050
305.361,1.057
305.391,1.063
305.421,1.062
305.451,1.049
305.481,1.070
305.511,1.074
305.541,1.062
305.571,1.065
305.601,1.063
305.631,1.060
305.661,1.071
305.691,1.080
305.721,1.060
305.751,1.065
305.781,1.058
305.811,1.072
305.841,1.071
305.871,1.056
305.901,1.057
305.931,1.042
305.961,1.028
305.991,1.060
306.021,1.073
306.051,1.083
306.081,1.121
306.111,1.158
306.141,1.106
306.171,1.079
306.201,1.043
306.231,0.997
306.261,0.989
306.291,1.018
306.321,0.985
306.351,1.018
306.381,0.992
306.411,0.959
306.441,0.954
306.471,0.989
306.501,0.980
306.531,1.032
306.561,1.042
306.591,1.084
306.621,1.048
306.651,1.088
306.681,1.093
306.711,1.095
306.741,1.060
306.771,1.067
306.801,1.085
306.831,1.096
306.861,1.094
306.891,1.096
306.921,1.094
306.951,1.078
306.981,1.062
307.011,1.063
307.041,1.066
307.071,1.062
307.101,1.064
307.131,1.077
307.161,1.070
307.191,1.068
307.221,1.069
307.251,1.071
307.281,1.068
307.311,1.052
307.341,1.066
307.371,1.070
307.401,1.070
307.431,1.073
307.461,1.072
307.491,1.054
307.521,1.055
307.551,1.062
307.581,1.057
307.611,1.082
307.641,1.054
307.671,1.048
307.701,1.061
307.731,1.078
307.761,1.065
307.791,1.097
307.821,1.093
307.851,1.065
307.881,1.057
307.911,1.076
307.941,1.095
307.971,1.074
308.001,1.080
308.031,1.079
308.061,1.089
308.091,1.062
308.121,1.075
308.151,1.085
308.181,1.075
308.211,1.062
308.241,1.075
308.271,1.068
308.301,1.068
308.331,1.072
308.361,1.069
308.391,1.065
308.421,1.069
308.451,1.064
308.481,1.068
308.511,1.060
308.541,1.082
308.571,1.068
308.601,1.065
308.631,1.071
308.661,1.071
308.691,1.067
308.721,1.073
308.751,1.072
308.781,1.072
308.811,1.067
308.841,1.073
308.871,1.062
308.901,1.072
308.931,1.078
308.961,1.066
308.991,1.065
309.021,1.072
309.051,1.062
309.081,1.068
309.111,1.079
309.141,1.073
309.171,1.063
309.201,1.067
309.231,1.072
309.261,1.065
309.291,1.063
309.321,1.074
309.351,1.080
309.381,1.062
309.411,1.073
309.441,1.076
309.471,1.064
309.501,1.064
309.531,1.086
309.561,1.064
309.591,1.061
309.621,1.062
309.651,1.061
309.681,1.072
309.711,1.074
309.741,1.074
309.771,1.068
309.801,1.061
309.831,1.077
309.861,1.076
309.891,1.062
309.921,1.067
309.951,1.075
309.981,1.073
310.011,1.060
310.041,1.072
310.071,1.059
310.101,1.068
310.131,1.077
310.161,1.071
310.191,1.069
310.221,1.069
310.251,1.079
310.281,1.061
310.311,1.059
310.341,1.074
310.371,1.073
310.401,1.061
310.431,1.057
310.461,1.076
310.491,1.081
310.521,1.073
310.551,1.063
310.581,1.081
310.611,1.069
310.641,1.066
310.671,1.070
310.701,1.068
310.731,1.064
310.761,1.074
310.791,1.064
310.821,1.057
310.851,1.073
310.881,1.066
310.911,1.071
310.941,1.071
310.971,1.072
311.001,1.066
311.031,1.070
311.061,1.064
311.091,1.066
311.121,1.075
