df_hash,22ZHK4.Z1ZPL9
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.UH07
person_label,V67
date_time_start,2025-10-31_17-31-54.657000_+03
date_time_start_unix,1761917514.657
date_time_end,2025-10-31_17-40-10.548000_+03
length_difference_noticed,no

time,acc_mag
109.431,1.011
109.461,1.013
109.491,1.012
109.521,1.014
109.551,1.013
109.581,1.018
109.611,1.018
109.641,1.012
109.671,1.023
109.701,1.018
109.731,1.017
109.761,1.022
109.791,1.007
109.821,1.020
109.851,1.006
109.881,1.014
109.911,1.009
109.941,1.007
109.971,1.026
110.001,1.010
110.031,1.009
110.061,1.013
110.091,1.019
110.121,1.008
110.151,1.006
110.181,1.012
110.211,1.021
110.241,1.017
110.271,1.016
110.301,1.011
110.331,1.020
110.361,1.003
110.391,1.015
110.421,1.006
110.451,1.021
110.481,1.009
110.511,1.008
110.541,1.005
110.571,1.009
110.601,1.021
110.631,1.004
110.661,1.002
110.691,1.016
110.721,1.017
110.751,1.008
110.781,1.004
110.811,1.010
110.841,0.998
110.871,1.009
110.901,1.015
110.931,1.017
110.961,1.021
110.991,1.005
111.021,1.015
111.051,1.008
111.081,1.016
111.111,1.004
111.141,1.002
111.171,1.002
111.201,1.012
111.231,1.015
111.261,1.006
111.291,0.995
111.321,1.018
111.351,1.022
111.381,1.004
111.411,1.003
111.441,1.006
111.471,1.012
111.501,1.004
111.531,1.011
111.561,1.008
111.591,1.005
111.621,1.000
111.651,1.010
111.681,1.008
111.711,1.015
111.741,1.000
111.771,1.018
111.801,1.006
111.831,1.014
111.861,1.003
111.891,0.998
111.921,1.010
111.951,1.009
111.981,1.005
112.011,1.000
112.041,1.007
112.071,1.005
112.101,1.002
112.131,1.004
112.161,1.005
112.191,1.002
112.221,1.004
112.251,1.001
112.281,1.010
112.311,1.008
112.341,1.006
112.371,1.000
112.401,1.006
112.431,0.992
112.461,1.012
112.491,1.008
112.521,1.007
112.551,1.008
112.581,1.009
112.611,1.008
112.641,0.999
112.671,1.006
112.701,1.000
112.731,1.012
112.761,1.007
112.791,0.998
112.821,1.007
112.851,1.009
112.881,1.007
112.911,0.996
112.941,1.009
112.971,1.010
113.001,1.010
113.031,1.001
113.061,0.994
113.091,1.003
113.121,0.996
113.151,0.999
113.181,1.007
113.211,1.003
113.241,1.002
113.271,1.009
113.301,1.003
113.331,1.000
113.361,1.001
113.391,1.001
113.421,1.005
113.451,1.006
113.481,0.996
113.511,1.021
113.541,0.992
113.571,1.006
113.601,1.001
113.631,1.000
113.661,1.003
113.691,0.998
113.721,0.999
113.751,0.992
113.781,1.009
113.811,1.002
113.841,1.004
113.871,1.001
113.901,0.996
113.931,0.996
113.961,0.996
113.991,1.005
114.021,1.009
114.051,0.998
114.081,1.006
114.111,1.002
114.141,0.993
114.171,0.988
114.201,1.003
114.231,1.005
114.261,1.000
114.291,0.991
114.321,1.009
114.351,1.010
114.381,0.997
114.411,0.992
114.441,0.996
114.471,0.998
114.501,0.990
114.531,0.999
114.561,1.003
114.591,1.000
114.621,0.997
114.651,0.997
114.681,0.995
114.711,0.996
114.741,1.005
114.771,0.999
114.801,0.998
114.831,1.003
114.861,1.001
114.891,1.002
114.921,0.998
114.951,1.000
114.981,1.001
115.011,1.010
115.041,1.001
115.071,0.999
115.101,0.996
115.131,1.003
115.161,1.003
115.191,0.996
115.221,0.996
115.251,0.999
115.281,0.997
115.311,1.006
115.341,1.000
115.371,0.998
115.401,0.994
115.431,0.996
115.461,1.002
115.491,0.998
115.521,0.996
115.551,0.997
115.581,1.006
115.611,1.005
115.641,0.997
115.671,0.998
115.701,1.002
115.731,1.007
115.761,0.996
115.791,1.012
115.821,0.998
115.851,1.005
115.881,1.001
115.911,0.998
115.941,0.999
115.971,1.001
116.001,0.999
116.031,1.006
116.061,1.000
116.091,1.008
116.121,0.998
116.151,0.990
116.181,0.998
116.211,0.999
116.241,1.003
116.271,0.996
116.301,0.993
116.331,1.000
116.361,1.004
116.391,1.006
116.421,0.999
116.451,1.009
116.481,0.998
116.511,1.010
116.541,1.005
116.571,0.990
116.601,1.002
116.631,0.999
116.661,0.996
116.691,1.008
116.721,0.999
116.751,1.006
116.781,1.004
116.811,0.999
116.841,0.994
116.871,0.999
116.901,1.004
116.931,1.002
116.961,1.000
116.991,1.006
117.021,1.011
117.051,1.010
117.081,1.002
117.111,0.992
117.141,1.004
117.171,0.998
117.201,0.992
117.231,0.996
117.261,1.001
117.291,0.998
117.321,1.015
117.351,0.997
117.381,0.997
117.411,1.001
117.441,0.995
117.471,0.994
117.501,0.995
117.531,1.000
117.561,1.014
117.591,1.015
117.621,1.003
117.651,1.000
117.681,1.002
117.711,1.005
117.741,0.993
117.771,0.990
117.801,1.002
117.831,0.997
117.861,1.016
117.891,1.018
117.921,1.003
117.951,1.007
117.981,0.998
118.011,0.996
118.041,0.997
118.071,1.006
118.101,0.998
118.131,0.996
118.161,1.011
118.191,0.994
118.221,0.996
118.251,1.002
118.281,1.008
118.311,1.000
118.341,0.988
118.371,1.003
118.401,1.005
118.431,1.002
118.461,1.000
118.491,1.004
118.521,1.002
118.551,0.994
118.581,0.996
118.611,0.997
118.641,1.010
118.671,0.994
118.701,1.011
118.731,0.994
118.761,1.016
118.791,0.998
118.821,1.004
118.851,0.995
118.881,0.996
118.911,0.996
118.941,1.001
118.971,1.009
119.001,1.009
119.031,0.990
119.061,1.005
119.091,1.001
119.121,0.996
119.151,0.996
119.181,1.004
119.211,1.006
119.241,0.990
119.271,1.011
119.301,1.012
119.331,1.008
119.361,0.984
119.391,1.010
119.421,1.004
119.451,1.006
119.481,0.990
119.511,0.997
119.541,1.002
119.571,1.005
119.601,1.006
119.631,0.996
119.661,0.988
119.691,1.002
119.721,1.008
119.751,1.001
119.781,1.003
119.811,1.003
119.841,1.000
119.871,1.004
119.901,1.010
119.931,1.000
119.961,1.000
119.991,1.001
120.021,1.000
120.051,0.999
120.081,1.000
120.111,1.000
120.141,1.001
120.171,1.007
120.201,0.993
120.231,0.997
120.261,0.992
120.291,0.995
120.321,1.015
120.351,0.991
120.381,0.999
120.411,1.014
120.441,1.007
120.471,0.985
120.501,0.998
120.531,1.009
120.561,1.013
120.591,1.003
120.621,0.989
120.651,1.000
120.681,1.005
120.711,1.000
120.741,0.995
120.771,0.995
120.801,1.000
120.831,1.004
120.861,1.005
120.891,0.996
120.921,1.004
120.951,1.006
120.981,0.999
121.011,0.994
121.041,1.000
121.071,1.000
121.101,0.988
121.131,0.990
121.161,1.007
121.191,0.994
121.221,1.009
121.251,0.998
121.281,0.999
121.311,0.997
121.341,0.995
121.371,0.993
121.401,0.993
121.431,1.016
121.461,1.003
121.491,0.998
121.521,0.997
121.551,0.998
121.581,0.996
121.611,0.996
121.641,0.999
121.671,1.003
121.701,0.998
121.731,0.995
121.761,1.002
121.791,1.001
121.821,0.997
121.851,0.997
121.881,1.004
121.911,0.997
121.941,0.995
121.971,1.005
122.001,1.006
122.031,1.010
122.061,0.998
122.091,1.000
122.121,1.000
122.151,0.995
122.181,0.994
122.211,1.000
122.241,1.008
122.271,1.003
122.301,0.998
122.331,0.999
122.361,1.006
122.391,0.996
122.421,0.995
122.451,1.004
122.481,1.001
122.511,1.001
122.541,1.001
122.571,1.008
122.601,1.001
122.631,0.992
122.661,0.995
122.691,1.001
122.721,0.997
122.751,1.002
122.781,1.001
122.811,1.003
122.841,0.998
122.871,0.990
122.901,1.002
122.931,0.997
122.961,1.011
122.991,1.004
123.021,0.998
123.051,0.999
123.081,1.001
123.111,1.007
123.141,1.000
123.171,1.000
123.201,1.005
123.231,1.007
123.261,1.005
123.291,0.993
123.321,0.995
123.351,0.990
123.381,0.999
123.411,1.005
123.441,0.999
123.471,0.999
123.501,1.000
123.531,1.000
123.561,0.997
123.591,1.002
123.621,1.000
123.651,1.004
123.681,0.999
123.711,1.007
123.741,0.990
123.771,1.000
123.801,1.005
123.831,1.001
123.861,0.998
123.891,0.995
123.921,1.004
123.951,1.005
123.981,0.997
124.011,1.008
124.041,1.003
124.071,0.998
124.101,1.000
124.131,1.003
124.161,1.007
124.191,0.998
124.221,0.999
124.251,1.007
124.281,1.005
124.311,1.002
124.341,0.991
124.371,1.007
124.401,1.009
124.431,0.991
124.461,1.011
124.491,0.992
124.521,1.005
124.551,1.004
124.581,0.997
124.611,1.002
124.641,1.007
124.671,1.000
124.701,1.007
124.731,1.000
124.761,1.000
124.791,1.005
124.821,1.002
124.851,0.996
124.881,1.000
124.911,0.998
124.941,0.998
124.971,1.001
125.001,0.995
125.031,0.999
125.061,1.009
125.091,1.000
125.121,0.995
125.151,0.997
125.181,0.999
125.211,1.007
125.241,1.002
125.271,0.992
125.301,0.999
125.331,1.001
125.361,1.002
125.391,1.003
125.421,1.009
125.451,0.993
125.481,1.006
125.511,1.001
125.541,0.997
125.571,0.999
125.601,1.002
125.631,1.004
125.661,0.998
125.691,1.009
125.721,1.006
125.751,0.989
125.781,0.995
125.811,0.995
125.841,1.002
125.871,1.005
125.901,1.005
125.931,0.997
125.961,1.002
125.991,1.008
126.021,1.004
126.051,1.005
126.081,1.027
126.111,1.006
126.141,1.011
126.171,1.013
126.201,1.008
126.231,0.993
126.261,1.006
126.291,0.999
126.321,1.000
126.351,1.004
126.381,1.005
126.411,1.000
126.441,1.007
126.471,1.011
126.501,1.016
126.531,1.011
126.561,0.991
126.591,1.014
126.621,1.012
126.651,1.021
126.681,1.022
126.711,1.009
126.741,1.003
126.771,1.018
126.801,1.018
126.831,1.013
126.861,1.028
126.891,1.018
126.921,1.011
126.951,1.018
126.981,1.024
127.011,1.014
127.041,1.014
127.071,1.004
127.101,0.994
127.131,1.012
127.161,1.024
127.191,1.022
127.221,1.020
127.251,1.021
127.281,1.015
127.311,1.002
127.341,1.015
127.371,1.029
127.401,1.035
127.431,1.025
127.461,1.028
127.491,1.014
127.521,1.022
127.551,1.023
127.581,1.031
127.611,1.030
127.641,1.024
127.671,1.021
127.701,1.026
127.731,1.032
127.761,1.028
127.791,1.018
127.821,1.023
127.851,1.021
127.881,1.021
127.911,1.020
127.941,1.027
127.971,1.031
128.001,1.026
128.031,1.020
128.061,1.026
128.091,1.020
128.121,1.018
128.151,1.023
128.181,1.014
128.211,1.033
128.241,1.023
128.271,1.024
128.301,1.025
128.331,1.027
128.361,1.022
128.391,1.023
128.421,1.030
128.451,1.033
128.481,1.018
128.511,1.021
128.541,1.022
128.571,1.029
128.601,1.027
128.631,1.020
128.661,1.024
128.691,1.015
128.721,1.035
128.751,1.031
128.781,1.015
128.811,1.023
128.841,1.028
128.871,1.015
128.901,1.030
128.931,1.022
128.961,1.022
128.991,1.023
129.021,1.030
129.051,1.018
129.081,1.023
129.111,1.025
129.141,1.022
129.171,1.002
129.201,1.029
129.231,1.034
129.261,1.035
129.291,1.019
129.321,1.026
129.351,1.025
129.381,1.003
129.411,1.024
129.441,1.032
129.471,1.022
129.501,1.026
129.531,1.029
129.561,1.019
129.591,1.018
129.621,1.025
129.651,1.026
129.681,1.012
129.711,1.025
129.741,1.024
129.771,1.016
129.801,1.017
129.831,1.015
129.861,1.023
129.891,1.027
129.921,1.021
129.951,1.023
129.981,1.011
130.011,1.024
130.041,1.022
130.071,1.017
130.101,1.019
130.131,1.021
130.161,1.017
130.191,1.015
130.221,1.021
130.251,1.016
130.281,1.019
130.311,1.018
130.341,1.016
130.371,1.036
130.401,1.018
130.431,1.006
130.461,1.019
130.491,1.033
130.521,1.021
130.551,1.027
130.581,1.024
130.611,1.023
130.641,1.024
130.671,1.025
130.701,1.009
130.731,1.019
130.761,1.019
130.791,1.016
130.821,1.016
130.851,1.022
130.881,1.033
130.911,1.010
130.941,1.031
130.971,1.020
131.001,1.016
131.031,1.012
131.061,1.023
131.091,1.017
131.121,1.024
131.151,1.026
131.181,1.026
131.211,1.024
131.241,1.013
131.271,1.019
131.301,1.026
131.331,1.020
131.361,1.019
131.391,1.022
131.421,1.028
131.451,1.020
131.481,1.031
131.511,1.022
131.541,1.013
131.571,1.022
131.601,1.024
131.631,1.020
131.661,1.030
131.691,1.025
131.721,1.032
131.751,1.021
131.781,1.013
131.811,1.023
131.841,1.027
131.871,1.021
131.901,1.027
131.931,1.019
131.961,1.031
131.991,1.020
132.021,1.031
132.051,1.016
132.081,1.015
132.111,1.028
132.141,1.027
132.171,1.024
132.201,1.035
132.231,1.015
132.261,1.028
132.291,1.015
132.321,1.022
132.351,1.021
132.381,1.025
132.411,1.025
132.441,1.021
132.471,1.022
132.501,1.018
132.531,1.034
132.561,1.021
132.591,1.012
132.621,1.034
132.651,1.028
132.681,1.016
132.711,1.015
132.741,1.025
132.771,1.028
132.801,1.016
132.831,1.037
132.861,1.027
132.891,1.033
132.921,1.021
132.951,1.015
132.981,1.022
133.011,1.027
133.041,1.025
133.071,1.027
133.101,1.026
133.131,1.011
133.161,1.005
133.191,1.018
133.221,1.021
133.251,1.033
133.281,1.041
133.311,1.038
133.341,1.028
133.371,1.024
133.401,1.022
133.431,1.021
133.461,1.028
133.491,1.021
133.521,1.021
133.551,1.019
133.581,1.033
133.611,1.029
133.641,1.021
133.671,1.021
133.701,1.022
133.731,1.018
133.761,1.015
133.791,1.023
133.821,1.022
133.851,1.019
133.881,1.025
133.911,1.019
133.941,1.020
133.971,1.024
134.001,1.026
134.031,1.022
134.061,1.021
134.091,1.022
134.121,1.021
134.151,1.025
134.181,1.020
134.211,1.019
134.241,1.030
134.271,1.025
134.301,1.030
134.331,1.011
134.361,1.023
134.391,1.021
134.421,1.021
134.451,1.018
134.481,1.020
134.511,1.035
134.541,1.015
134.571,1.019
134.601,1.027
134.631,1.025
134.661,1.019
134.691,1.018
134.721,1.018
134.751,1.021
134.781,1.023
134.811,1.021
134.841,1.021
134.871,1.020
134.901,1.026
134.931,1.023
134.961,1.016
134.991,1.021
135.021,1.024
135.051,1.021
135.081,1.018
135.111,1.021
135.141,1.025
135.171,1.020
135.201,1.021
135.231,1.015
135.261,1.021
135.291,1.022
135.321,1.025
135.351,1.017
135.381,1.020
135.411,1.022
135.441,1.025
135.471,1.022
135.501,1.014
135.531,1.019
135.561,1.025
135.591,1.021
135.621,1.021
135.651,1.018
135.681,1.021
135.711,1.020
135.741,1.022
135.771,1.018
135.801,1.021
135.831,1.018
135.861,1.029
135.891,1.020
135.921,1.013
135.951,1.016
135.981,1.025
136.011,1.021
136.041,1.023
136.071,1.003
136.101,1.013
136.131,1.027
136.161,1.029
136.191,1.005
136.221,1.015
136.251,1.015
136.281,1.021
136.311,1.019
136.341,1.014
136.371,1.023
136.401,1.042
136.431,1.019
136.461,1.004
136.491,1.015
136.521,1.032
136.551,1.016
136.581,1.027
136.611,0.955
136.641,1.039
136.671,0.986
136.701,0.965
136.731,0.991
136.761,1.036
136.791,1.057
136.821,0.945
136.851,1.055
136.881,1.003
136.911,0.997
136.941,0.958
136.971,0.937
137.001,1.032
137.031,1.018
137.061,1.021
137.091,0.975
137.121,1.010
137.151,1.038
137.181,1.038
137.211,1.004
137.241,1.005
137.271,1.021
137.301,1.056
137.331,1.028
137.361,1.019
137.391,1.085
137.421,1.062
137.451,1.063
137.481,1.054
137.511,1.054
137.541,1.026
137.571,0.976
137.601,0.964
137.631,0.986
137.661,0.999
137.691,1.027
137.721,1.010
137.751,0.997
137.781,0.995
137.811,0.996
137.841,1.017
137.871,0.984
137.901,0.992
137.931,0.992
137.961,0.999
137.991,1.002
138.021,0.990
138.051,1.036
138.081,1.017
138.111,1.039
138.141,1.032
138.171,1.040
138.201,1.005
138.231,1.008
138.261,1.013
138.291,0.992
138.321,1.028
138.351,1.017
138.381,1.001
138.411,1.012
138.441,0.991
138.471,0.982
138.501,1.011
138.531,0.997
138.561,1.002
138.591,1.025
138.621,0.982
138.651,0.984
138.681,0.983
138.711,1.037
138.741,1.034
138.771,1.028
138.801,1.021
138.831,1.024
138.861,1.020
138.891,1.004
138.921,0.998
138.951,1.021
138.981,0.997
139.011,1.005
139.041,1.024
139.071,1.012
139.101,1.003
139.131,1.003
139.161,1.003
139.191,1.007
139.221,1.009
139.251,1.019
139.281,1.030
139.311,1.017
139.341,1.001
139.371,1.029
139.401,1.007
139.431,0.983
139.461,1.000
139.491,1.018
139.521,1.005
139.551,1.010
139.581,1.024
139.611,1.017
139.641,1.011
139.671,1.001
139.701,1.021
139.731,1.015
139.761,1.008
139.791,1.010
139.821,1.017
139.851,1.010
139.881,1.002
139.911,0.988
139.941,0.991
139.971,0.986
140.001,1.044
140.031,1.032
140.061,1.028
140.091,1.010
140.121,1.018
140.151,1.001
140.181,1.004
140.211,1.009
140.241,1.034
140.271,1.005
140.301,1.017
140.331,1.022
140.361,1.011
140.391,1.006
140.421,1.014
140.451,1.018
140.481,1.009
140.511,1.011
140.541,1.023
140.571,1.017
140.601,1.011
140.631,1.009
140.661,1.007
140.691,1.025
140.721,1.007
140.751,1.009
140.781,1.014
140.811,1.014
140.841,1.022
140.871,1.024
140.901,1.007
140.931,1.016
140.961,1.014
140.991,1.009
141.021,1.024
141.051,1.010
141.081,1.002
141.111,1.012
141.141,1.009
141.171,1.010
141.201,1.007
141.231,1.004
141.261,1.006
141.291,1.010
141.321,1.009
141.351,1.021
141.381,1.013
141.411,1.020
141.441,0.997
141.471,1.006
141.501,1.003
141.531,1.011
141.561,0.999
141.591,1.003
141.621,1.013
141.651,1.010
141.681,1.012
141.711,1.009
141.741,1.016
141.771,1.011
141.801,0.992
141.831,1.011
141.861,1.017
141.891,0.989
141.921,1.017
141.951,1.002
141.981,0.997
142.011,1.014
142.041,1.010
142.071,0.997
142.101,1.015
142.131,1.012
142.161,1.016
142.191,1.021
142.221,1.007
142.251,1.000
142.281,1.007
142.311,0.996
142.341,1.011
142.371,1.021
142.401,0.998
142.431,1.002
142.461,1.017
142.491,1.021
142.521,1.011
142.551,1.011
142.581,1.019
142.611,1.014
142.641,0.996
142.671,0.992
142.701,1.012
142.731,1.013
142.761,1.010
142.791,1.011
142.821,1.011
142.851,1.010
142.881,1.003
142.911,1.008
142.941,1.010
142.971,1.015
143.001,1.009
143.031,1.005
143.061,1.021
143.091,1.002
143.121,1.000
143.151,1.014
143.181,1.006
143.211,0.997
143.241,1.007
143.271,1.009
143.301,1.016
143.331,1.006
143.361,1.004
143.391,1.010
143.421,1.014
143.451,1.003
143.481,1.001
143.511,1.002
143.541,1.008
143.571,1.015
143.601,1.007
143.631,1.008
143.661,1.013
143.691,0.999
143.721,1.004
143.751,1.006
143.781,1.001
143.811,1.010
143.841,1.008
143.871,1.007
143.901,1.002
143.931,1.005
143.961,1.008
143.991,1.006
144.021,1.008
144.051,1.003
144.081,1.001
144.111,1.006
144.141,1.000
144.171,1.020
144.201,1.017
144.231,1.006
144.261,1.015
144.291,1.014
144.321,1.010
144.351,1.004
144.381,0.994
144.411,1.007
144.441,1.007
144.471,1.006
144.501,1.020
144.531,1.001
144.561,1.009
144.591,1.009
144.621,1.003
144.651,1.000
144.681,1.016
144.711,1.008
144.741,1.012
144.771,1.013
144.801,1.011
144.831,0.992
144.861,0.993
144.891,1.005
144.921,1.005
144.951,1.019
144.981,1.006
145.011,1.010
145.041,1.021
145.071,1.000
145.101,0.999
145.131,1.023
145.161,0.991
145.191,1.016
145.221,1.005
145.251,1.005
145.281,1.001
145.311,1.006
145.341,1.002
145.371,1.014
145.401,1.021
145.431,1.016
145.461,1.024
145.491,1.015
145.521,1.008
145.551,1.011
145.581,1.000
145.611,1.006
145.641,1.007
145.671,0.998
145.701,1.009
145.731,1.010
145.761,1.009
145.791,1.001
145.821,1.007
145.851,1.017
145.881,1.016
145.911,1.009
145.941,1.021
145.971,1.024
146.001,1.003
146.031,0.999
146.061,1.012
146.091,1.012
146.121,1.016
146.151,1.010
146.181,1.015
146.211,1.017
146.241,1.021
146.271,1.012
146.301,1.015
146.331,1.016
146.361,1.006
146.391,1.010
146.421,1.008
146.451,1.012
146.481,1.017
146.511,1.013
146.541,1.011
146.571,1.002
146.601,1.010
146.631,1.017
146.661,1.012
146.691,1.015
146.721,1.007
146.751,1.020
146.781,1.013
146.811,1.019
146.841,1.008
146.871,1.011
146.901,1.020
146.931,1.012
146.961,1.008
146.991,1.006
147.021,1.012
147.051,1.019
147.081,1.013
147.111,1.024
147.141,1.004
147.171,1.012
147.201,1.020
147.231,1.011
147.261,1.009
147.291,1.017
147.321,1.013
147.351,1.021
147.381,1.020
147.411,1.014
147.441,0.999
147.471,1.016
147.501,1.014
147.531,1.003
147.561,1.013
147.591,1.024
147.621,1.020
147.651,1.010
147.681,1.019
147.711,1.004
147.741,1.006
147.771,1.013
147.801,1.009
147.831,1.011
147.861,1.008
147.891,1.005
147.921,1.019
147.951,1.016
147.981,1.015
148.011,1.014
148.041,1.013
148.071,1.012
148.101,1.003
148.131,1.015
148.161,1.015
148.191,1.009
148.221,1.011
148.251,1.014
148.281,1.011
148.311,1.017
148.341,1.008
148.371,1.013
148.401,1.012
148.431,1.024
148.461,1.007
148.491,1.017
148.521,1.014
148.551,1.022
148.581,1.007
148.611,1.010
148.641,1.016
148.671,1.003
148.701,1.008
148.731,1.026
148.761,1.018
148.791,1.018
148.821,1.005
148.851,1.006
148.881,1.014
148.911,1.008
148.941,1.005
148.971,1.021
149.001,1.019
149.031,1.007
149.061,1.009
149.091,1.009
149.121,1.013
149.151,1.005
149.181,1.015
149.211,1.020
149.241,1.019
149.271,1.004
149.301,1.021
149.331,1.008
149.361,0.998
149.391,1.009
149.421,1.018
149.451,1.010
149.481,1.025
149.511,1.007
149.541,1.009
149.571,1.008
149.601,1.007
149.631,1.019
149.661,1.018
149.691,1.004
149.721,1.011
149.751,1.015
149.781,1.019
149.811,1.008
149.841,1.002
149.871,1.008
149.901,1.013
149.931,1.024
149.961,1.022
149.991,1.020
150.021,1.011
150.051,0.991
150.081,1.010
150.111,1.010
150.141,1.013
150.171,1.015
150.201,1.009
150.231,1.012
150.261,1.009
150.291,1.011
150.321,1.022
150.351,1.009
150.381,1.017
150.411,1.026
150.441,1.013
150.471,1.017
150.501,1.017
150.531,1.021
150.561,1.006
150.591,1.010
150.621,1.023
150.651,1.010
150.681,1.006
150.711,1.032
150.741,1.022
150.771,1.011
150.801,1.000
150.831,1.014
150.861,1.011
150.891,1.010
150.921,1.021
150.951,1.021
150.981,1.018
151.011,0.998
151.041,1.016
151.071,1.024
151.101,0.989
151.131,1.017
151.161,1.010
151.191,1.013
151.221,1.020
151.251,1.018
151.281,1.012
151.311,1.020
151.341,1.009
151.371,1.010
151.401,1.012
151.431,1.009
151.461,1.017
151.491,1.013
151.521,1.002
151.551,1.015
151.581,0.991
151.611,1.025
151.641,1.015
151.671,1.001
151.701,1.010
151.731,1.016
151.761,1.016
151.791,1.004
151.821,1.011
151.851,1.021
151.881,1.021
151.911,1.011
151.941,1.007
151.971,1.014
152.001,1.016
152.031,1.015
152.061,1.010
152.091,1.015
152.121,1.006
152.151,1.002
152.181,1.020
152.211,1.004
152.241,1.021
152.271,1.001
152.301,1.005
152.331,1.003
152.361,1.012
152.391,1.018
152.421,1.016
152.451,1.019
152.481,1.020
152.511,1.013
152.541,1.000
152.571,1.016
152.601,1.012
152.631,1.018
152.661,1.023
152.691,1.018
152.721,1.007
152.751,1.017
152.781,1.008
152.811,1.005
152.841,1.016
152.871,1.014
152.901,1.015
152.931,1.004
152.961,1.021
152.991,1.020
153.021,1.003
153.051,0.998
153.081,1.019
153.111,1.013
153.141,1.009
153.171,1.014
153.201,1.007
153.231,1.008
153.261,1.016
153.291,1.003
153.321,1.011
153.351,1.005
153.381,1.014
153.411,1.014
153.441,1.006
153.471,1.010
153.501,0.999
153.531,1.019
153.561,1.015
153.591,1.014
153.621,1.021
153.651,1.005
153.681,1.000
153.711,1.013
153.741,1.013
153.771,1.009
153.801,1.016
153.831,1.007
153.861,1.014
153.891,0.992
153.921,1.008
153.951,1.009
153.981,1.006
154.011,1.008
154.041,1.006
154.071,1.016
154.101,1.015
154.131,1.017
154.161,1.012
154.191,1.009
154.221,1.013
154.251,1.014
154.281,1.004
154.311,1.008
154.341,1.013
154.371,1.003
154.401,1.010
154.431,1.010
154.461,1.013
154.491,1.012
154.521,1.021
154.551,1.016
154.581,1.007
154.611,1.013
154.641,1.016
154.671,1.012
154.701,1.010
154.731,1.018
154.761,1.007
154.791,1.007
154.821,1.001
154.851,1.002
154.881,1.006
154.911,1.011
154.941,1.017
154.971,1.014
155.001,1.013
155.031,1.003
155.061,1.003
155.091,1.007
155.121,1.016
155.151,1.014
155.181,1.008
155.211,1.011
155.241,1.010
155.271,1.012
155.301,1.017
155.331,1.010
155.361,0.998
155.391,1.017
155.421,1.016
155.451,1.012
155.481,1.014
155.511,1.011
155.541,1.017
155.571,1.008
155.601,1.012
155.631,1.021
155.661,1.012
155.691,0.999
155.721,1.003
155.751,1.011
155.781,1.012
155.811,1.004
155.841,1.021
155.871,1.012
155.901,1.012
155.931,1.004
155.961,1.016
155.991,1.008
156.021,1.010
156.051,1.005
156.081,1.013
156.111,1.008
156.141,1.007
156.171,1.021
156.201,1.011
156.231,1.013
156.261,1.021
156.291,1.009
156.321,1.008
156.351,1.021
156.381,1.019
156.411,1.004
156.441,1.020
156.471,1.015
156.501,1.005
156.531,1.009
156.561,1.016
156.591,1.016
156.621,1.015
156.651,1.008
156.681,1.010
156.711,1.018
156.741,1.012
156.771,0.999
156.801,1.005
156.831,1.016
156.861,1.017
156.891,1.004
156.921,1.003
156.951,1.012
156.981,1.014
157.011,1.007
157.041,1.022
157.071,1.008
157.101,1.014
157.131,1.007
157.161,1.020
157.191,1.008
157.221,1.003
157.251,1.008
157.281,1.015
157.311,1.011
157.341,1.011
157.371,1.011
157.401,1.018
157.431,0.997
157.461,0.997
157.491,1.027
157.521,1.017
157.551,1.010
157.581,1.018
157.611,1.007
157.641,1.004
157.671,1.007
157.701,1.008
157.731,1.016
157.761,0.999
157.791,1.015
157.821,1.007
157.851,1.003
157.881,1.014
157.911,1.016
157.941,1.020
157.971,1.010
158.001,1.010
158.031,1.017
158.061,1.006
158.091,1.004
158.121,1.013
158.151,1.013
158.181,1.008
158.211,1.008
158.241,1.016
158.271,1.011
158.301,1.007
158.331,1.001
158.361,1.008
158.391,1.019
158.421,1.012
158.451,1.001
158.481,1.004
158.511,1.009
158.541,1.019
158.571,1.011
158.601,1.007
158.631,1.017
158.661,1.010
158.691,1.007
158.721,1.014
158.751,1.013
158.781,1.007
158.811,1.012
158.841,1.012
158.871,1.011
158.901,1.006
158.931,1.012
158.961,1.014
158.991,1.000
159.021,1.025
159.051,1.016
159.081,1.000
159.111,1.004
159.141,1.013
159.171,1.002
159.201,1.005
159.231,1.018
159.261,1.018
159.291,1.008
159.321,1.008
159.351,1.007
159.381,1.015
159.411,1.012
159.441,1.013
159.471,1.007
159.501,1.011
159.531,1.007
159.561,1.009
159.591,1.013
159.621,1.016
159.651,1.011
159.681,1.025
159.711,1.002
159.741,1.010
159.771,1.012
159.801,1.013
159.831,1.006
159.861,1.013
159.891,1.013
159.921,1.017
159.951,1.009
159.981,1.014
160.011,1.009
160.041,1.013
160.071,1.013
160.101,1.007
160.131,1.011
160.161,1.012
160.191,1.016
160.221,1.008
160.251,1.007
160.281,1.013
160.311,1.003
160.341,1.022
160.371,1.013
160.401,1.024
160.431,1.005
160.461,1.002
160.491,1.006
160.521,1.021
160.551,1.007
160.581,1.021
160.611,1.009
160.641,1.002
160.671,1.008
160.701,1.018
160.731,1.007
160.761,1.009
160.791,1.017
160.821,1.006
160.851,1.010
160.881,1.013
160.911,1.007
160.941,1.012
160.971,1.018
161.001,1.014
161.031,1.016
161.061,1.018
161.091,1.018
161.121,1.012
161.151,1.002
161.181,1.014
161.211,1.022
161.241,1.003
161.271,1.011
161.301,1.007
