df_hash,22ZHK4.Z1ZPL9
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.UH07
person_label,V67
date_time_start,2025-10-31_17-31-54.657000_+03
date_time_start_unix,1761917514.657
date_time_end,2025-10-31_17-40-10.548000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
5.361,-0.193,0.924,0.338
5.371,-0.195,0.920,0.338
5.381,-0.195,0.920,0.338
5.391,-0.188,0.918,0.338
5.401,-0.188,0.922,0.342
5.411,-0.193,0.928,0.346
5.421,-0.189,0.924,0.344
5.431,-0.195,0.922,0.340
5.441,-0.197,0.918,0.342
5.451,-0.193,0.918,0.340
5.460,-0.195,0.924,0.342
5.470,-0.195,0.926,0.342
5.480,-0.201,0.922,0.344
5.490,-0.201,0.918,0.338
5.500,-0.205,0.918,0.340
5.510,-0.199,0.924,0.338
5.520,-0.195,0.924,0.342
5.530,-0.195,0.920,0.338
5.540,-0.191,0.916,0.340
5.550,-0.193,0.916,0.338
5.560,-0.195,0.918,0.336
5.570,-0.195,0.924,0.338
5.580,-0.199,0.924,0.342
5.590,-0.195,0.928,0.340
5.600,-0.197,0.928,0.338
5.609,-0.201,0.926,0.340
5.619,-0.203,0.924,0.338
5.629,-0.199,0.914,0.338
5.639,-0.195,0.926,0.338
5.649,-0.195,0.926,0.338
5.659,-0.191,0.928,0.340
5.669,-0.191,0.924,0.340
5.679,-0.191,0.922,0.338
5.689,-0.193,0.920,0.336
5.699,-0.188,0.922,0.338
5.709,-0.186,0.928,0.334
5.719,-0.189,0.932,0.340
5.729,-0.189,0.932,0.342
5.739,-0.193,0.928,0.338
5.749,-0.193,0.928,0.336
5.758,-0.193,0.926,0.336
5.768,-0.195,0.924,0.336
5.778,-0.197,0.924,0.336
5.788,-0.195,0.922,0.336
5.798,-0.193,0.922,0.338
5.808,-0.189,0.918,0.334
5.818,-0.189,0.926,0.336
5.828,-0.188,0.926,0.334
5.838,-0.188,0.920,0.334
5.848,-0.188,0.920,0.330
5.858,-0.182,0.924,0.332
5.868,-0.178,0.922,0.334
5.878,-0.180,0.930,0.334
5.888,-0.184,0.926,0.332
5.898,-0.184,0.920,0.328
5.908,-0.186,0.926,0.330
5.917,-0.189,0.928,0.330
5.927,-0.193,0.930,0.332
5.937,-0.193,0.928,0.328
5.947,-0.193,0.930,0.330
5.957,-0.191,0.928,0.332
5.967,-0.189,0.924,0.332
5.977,-0.188,0.924,0.334
5.987,-0.189,0.922,0.332
5.997,-0.189,0.924,0.334
6.007,-0.191,0.924,0.332
6.017,-0.191,0.922,0.330
6.027,-0.191,0.926,0.332
6.037,-0.188,0.926,0.334
6.047,-0.188,0.922,0.334
6.057,-0.188,0.932,0.340
6.066,-0.186,0.924,0.338
6.076,-0.180,0.918,0.336
6.086,-0.176,0.916,0.338
6.096,-0.172,0.922,0.340
6.106,-0.172,0.930,0.340
6.116,-0.178,0.934,0.342
6.126,-0.180,0.924,0.338
6.136,-0.184,0.918,0.336
6.146,-0.182,0.922,0.340
6.156,-0.182,0.930,0.340
6.166,-0.182,0.936,0.346
6.176,-0.180,0.932,0.346
6.186,-0.180,0.926,0.346
6.196,-0.180,0.918,0.342
6.206,-0.178,0.918,0.344
6.216,-0.178,0.918,0.338
6.225,-0.176,0.914,0.338
6.235,-0.178,0.912,0.334
6.245,-0.176,0.918,0.338
6.255,-0.174,0.920,0.340
6.265,-0.176,0.928,0.338
6.275,-0.178,0.922,0.338
6.285,-0.174,0.928,0.338
6.295,-0.176,0.934,0.340
6.305,-0.176,0.932,0.342
6.315,-0.178,0.932,0.340
6.325,-0.178,0.920,0.340
6.335,-0.182,0.930,0.340
6.345,-0.184,0.930,0.342
6.355,-0.182,0.934,0.338
6.365,-0.182,0.926,0.338
6.374,-0.186,0.920,0.334
6.384,-0.182,0.920,0.338
6.394,-0.186,0.924,0.338
