df_hash,22ZHK4.9B8R50
263.901,1.002
263.931,1.007
263.961,1.001
263.991,1.003
264.021,1.003
264.051,0.998
264.081,1.001
264.111,1.003
264.141,1.002
264.171,1.000
264.201,0.997
264.231,1.005
264.261,1.005
264.291,0.998
264.321,1.001
264.351,1.006
264.381,0.997
264.411,0.995
264.441,0.998
264.471,1.002
264.501,1.001
264.531,0.997
264.561,0.999
264.591,0.997
264.621,1.000
264.651,1.000
264.681,1.004
264.711,0.997
264.741,1.002
264.771,1.001
264.801,1.007
264.831,1.000
264.861,0.999
264.891,1.003
264.921,1.006
264.951,1.000
264.981,0.997
265.011,0.998
265.041,0.997
265.071,1.006
265.101,1.003
265.131,1.001
265.161,1.001
265.191,1.003
265.221,1.001
265.251,1.000
265.281,1.000
265.311,1.000
265.341,0.993
265.371,1.002
265.401,1.000
265.431,1.003
265.461,0.999
265.491,0.994
265.521,1.001
265.551,1.009
265.581,1.002
265.611,0.997
265.641,1.003
265.671,0.998
265.701,1.003
265.731,0.999
265.761,0.997
265.791,1.002
265.821,1.003
265.851,1.010
265.881,1.004
265.911,0.997
265.941,1.000
265.971,1.001
266.001,1.004
266.031,1.000
266.061,0.997
266.091,1.003
266.121,0.995
266.151,1.000
266.181,0.998
266.211,0.999
266.241,1.007
266.271,1.004
266.301,1.000
266.331,0.999
266.361,1.011
266.391,1.001
266.421,1.001
266.451,1.003
266.481,1.003
266.511,1.000
266.541,1.001
266.571,0.999
266.601,1.005
266.631,1.007
266.661,1.008
266.691,0.999
266.721,1.001
266.751,1.009
266.781,0.996
266.811,0.997
266.841,0.997
266.871,0.999
266.901,1.006
266.931,1.003
266.961,1.003
266.991,1.000
267.021,0.997
267.051,0.998
267.081,0.998
267.111,1.005
267.141,1.004
267.171,0.995
267.201,1.002
267.231,0.999
267.261,1.008
267.291,1.002
267.321,1.016
267.351,0.996
267.381,1.003
267.411,0.999
267.441,1.004
267.471,0.999
267.501,1.004
267.531,1.006
267.561,1.002
267.591,0.998
267.621,0.999
267.651,1.000
267.681,0.999
267.711,1.002
267.741,0.999
267.771,1.000
267.801,1.004
267.831,1.002
267.861,1.003
267.891,1.007
267.921,1.000
267.951,1.008
267.981,1.004
268.011,1.002
268.041,1.003
268.071,0.995
268.101,1.001
268.131,1.005
268.161,1.007
268.191,0.999
268.221,1.001
268.251,1.005
268.281,1.008
268.311,1.002
268.341,1.000
268.371,1.000
268.401,1.008
268.431,1.005
268.461,0.992
268.491,1.001
268.521,1.007
268.551,1.006
268.581,0.999
268.611,1.000
268.641,1.001
268.671,1.000
268.701,1.001
268.731,1.007
268.761,0.995
268.791,0.996
268.821,1.002
268.851,0.998
268.881,0.999
268.911,1.002
268.941,1.001
268.971,1.004
269.001,1.003
269.031,0.997
269.061,1.000
269.091,0.994
269.121,0.996
269.151,1.004
269.181,1.002
269.211,1.009
269.241,1.009
269.271,1.006
269.301,1.006
269.331,1.000
269.361,1.005
269.391,0.993
269.421,1.003
269.451,0.999
269.481,0.995
269.511,1.007
269.541,1.014
269.571,0.993
269.601,1.029
269.631,1.001
269.661,1.000
269.691,1.016
269.721,0.993
269.751,0.989
269.781,1.011
269.811,0.997
269.841,0.996
269.871,0.999
269.901,1.010
269.931,1.005
269.961,1.002
269.991,0.990
270.021,0.992
270.051,0.994
270.081,0.978
270.111,0.993
270.141,0.979
270.171,0.964
270.201,0.984
270.231,1.010
270.261,1.055
270.291,1.046
270.321,1.048
270.351,1.014
270.381,1.019
270.411,1.039
270.441,1.009
270.471,0.997
270.501,0.988
270.531,1.014
270.561,0.991
270.591,0.989
270.621,1.003
270.651,1.017
270.681,1.013
270.711,1.021
270.741,1.021
270.771,0.989
270.801,1.013
270.831,1.021
270.861,1.003
270.891,1.029
270.921,1.051
270.951,1.020
270.981,1.027
271.011,1.030
271.041,0.948
271.071,1.035
271.101,1.004
271.131,1.002
271.161,0.985
271.191,1.012
271.221,0.993
271.251,0.998
271.281,1.038
271.311,0.993
271.341,1.029
271.371,1.035
271.401,1.021
271.431,0.999
271.461,1.051
271.491,1.003
271.521,1.047
271.551,1.065
271.581,1.025
271.611,1.039
271.641,1.064
271.671,1.050
271.701,1.011
271.731,1.028
271.761,1.013
271.791,1.013
271.821,1.002
271.851,1.012
271.881,1.039
271.911,1.026
271.941,1.021
271.971,1.029
272.001,1.011
272.031,0.996
272.061,1.013
272.091,1.015
272.121,1.025
272.151,1.028
272.181,1.025
272.211,1.021
272.241,1.017
272.271,1.013
272.301,1.024
272.331,1.019
272.361,1.026
272.391,1.015
272.421,1.017
272.451,1.008
272.481,1.015
272.511,1.013
272.541,1.022
272.571,1.015
272.601,1.005
272.631,1.013
272.661,1.012
272.691,1.005
272.721,1.008
272.751,1.020
272.781,1.009
272.811,1.018
272.841,1.009
272.871,1.018
272.901,1.013
272.931,1.015
272.961,1.006
272.991,1.016
273.021,1.012
273.051,1.011
273.081,1.010
273.111,1.021
273.141,1.018
273.171,1.015
273.201,1.024
273.231,1.025
273.261,1.027
273.291,1.019
273.321,1.007
273.351,1.019
273.381,1.011
273.411,1.015
273.441,1.008
273.471,1.013
273.501,1.009
273.531,1.008
273.561,1.005
273.591,1.013
273.621,1.006
273.651,1.003
273.681,1.015
273.711,1.019
273.741,1.015
273.771,1.007
273.801,1.010
273.831,1.019
273.861,1.011
273.891,1.006
273.921,1.008
273.951,1.010
273.981,1.005
274.011,1.000
274.041,0.999
274.071,1.013
274.101,1.012
274.131,1.014
274.161,1.015
274.191,1.011
274.221,1.009
274.251,1.007
274.281,1.008
274.311,1.014
274.341,1.004
274.371,1.008
274.401,1.020
274.431,1.007
274.461,1.003
274.491,1.011
274.521,1.017
274.551,1.010
274.581,1.006
274.611,1.007
274.641,1.009
274.671,1.012
274.701,1.011
274.731,1.011
274.761,1.013
274.791,1.006
274.821,1.009
274.851,1.013
274.881,1.019
274.911,1.018
274.941,1.007
274.971,1.017
275.001,1.010
275.031,1.017
275.061,1.014
275.091,1.008
275.121,1.013
275.151,1.008
275.181,1.020
275.211,1.009
275.241,1.026
275.271,1.018
275.301,1.011
275.331,1.021
275.361,1.014
275.391,0.994
275.421,0.985
275.451,0.995
275.481,0.995
275.511,0.997
275.541,1.007
275.571,1.014
275.601,1.002
275.631,1.004
275.661,0.991
275.691,0.982
275.721,0.987
275.751,1.022
275.781,1.055
275.811,1.033
275.841,1.000
275.871,0.975
275.901,0.998
275.931,1.003
275.961,1.009
275.991,1.000
276.021,0.984
276.051,0.993
276.081,1.004
276.111,1.006
276.141,1.010
276.171,0.996
276.201,0.997
276.231,1.004
276.261,1.000
276.291,1.003
276.321,1.002
276.351,0.996
276.381,0.999
276.411,0.996
276.441,1.006
276.471,1.009
276.501,0.998
276.531,0.993
276.561,1.012
276.591,1.004
276.621,1.005
276.651,1.008
276.681,1.010
276.711,1.002
276.741,0.996
276.771,1.004
276.801,0.999
276.831,1.001
276.861,1.003
276.891,0.996
276.921,1.020
276.951,1.011
276.981,1.009
277.011,1.007
277.041,0.992
277.071,1.005
277.101,1.009
277.131,0.994
277.161,1.003
277.191,1.007
277.221,1.004
277.251,0.989
277.281,1.014
277.311,1.009
277.341,1.011
277.371,0.998
277.401,0.997
277.431,1.013
277.461,1.013
277.491,1.003
277.521,0.975
277.551,0.994
277.581,0.996
277.611,1.006
277.641,1.008
277.671,0.990
277.701,1.005
277.731,1.008
277.761,0.998
277.791,0.994
277.821,1.006
277.851,1.019
277.881,0.997
277.911,0.997
277.941,1.009
277.971,0.994
278.001,1.000
278.031,1.001
278.061,1.000
278.091,0.993
278.121,0.997
278.151,0.999
278.181,1.002
278.211,0.998
278.241,0.994
278.271,1.001
278.301,1.011
278.331,0.997
278.361,0.988
278.391,0.995
278.421,1.005
278.451,0.997
278.481,1.007
278.511,1.002
278.541,0.991
278.571,1.005
278.601,1.002
278.631,1.013
278.661,0.995
278.691,0.997
278.721,1.004
278.751,1.001
278.781,0.996
278.811,1.004
278.841,1.003
278.871,1.003
278.901,0.999
278.931,1.004
278.961,0.997
278.991,1.003
279.021,0.999
279.051,1.000
279.081,1.004
279.111,1.014
279.141,1.007
279.171,0.994
279.201,0.996
279.231,1.008
279.261,1.013
279.291,1.004
279.321,1.003
279.351,1.014
279.381,0.997
279.411,0.987
279.441,1.000
279.471,0.994
279.501,0.989
279.531,0.990
279.561,0.999
279.591,1.004
279.621,1.000
279.651,1.005
279.681,1.021
279.711,1.004
279.741,1.010
279.771,0.996
279.801,0.996
279.831,0.993
279.861,0.992
279.891,0.999
279.921,1.001
279.951,0.994
279.981,0.992
280.011,0.993
280.041,0.998
280.071,0.993
280.101,1.001
280.131,1.000
280.161,0.989
280.191,0.995
280.221,0.993
280.251,0.975
280.281,1.012
280.311,0.972
280.341,0.997
280.371,1.000
280.401,1.006
280.431,0.999
280.461,0.996
280.491,0.997
280.521,1.002
280.551,0.999
280.581,0.998
280.611,1.000
280.641,1.006
280.671,1.004
280.701,1.000
280.731,0.994
280.761,0.991
280.791,0.999
280.821,1.002
280.851,0.993
280.881,0.997
280.911,0.998
280.941,0.999
280.971,1.001
281.001,1.000
281.031,0.999
281.061,0.999
281.091,0.999
281.121,0.996
281.151,1.001
281.181,1.003
281.211,0.998
281.241,0.999
281.271,1.000
281.301,1.003
281.331,0.995
281.361,1.000
281.391,0.994
281.421,0.998
281.451,0.994
281.481,1.000
281.511,1.000
281.541,1.003
281.571,0.997
281.601,0.999
281.631,1.008
281.661,1.001
281.691,0.995
281.721,0.991
281.751,1.000
281.781,0.998
281.811,0.991
281.841,1.001
281.871,0.994
281.901,0.995
281.931,1.002
281.961,0.993
281.991,0.994
282.021,1.002
282.051,1.001
282.081,1.007
282.111,1.000
282.141,0.999
282.171,0.999
282.201,0.995
282.231,0.993
282.261,0.998
282.291,1.004
282.321,1.004
282.351,0.993
282.381,1.010
282.411,1.016
282.441,1.010
282.471,0.997
282.501,1.008
282.531,0.996
282.561,0.984
282.591,1.007
282.621,1.012
282.651,0.999
282.681,1.015
282.711,1.008
282.741,0.975
282.771,1.001
282.801,1.077
282.831,1.062
282.861,1.072
282.891,1.110
282.921,1.042
282.951,1.000
282.981,0.976
283.011,0.986
283.041,0.964
283.071,0.963
283.101,1.025
283.131,1.040
283.161,1.071
283.191,1.109
283.221,1.062
283.251,0.947
283.281,0.838
283.311,0.860
283.341,0.888
283.371,0.989
283.401,1.073
283.431,1.157
283.461,1.118
283.491,1.007
283.521,0.896
283.551,0.855
283.581,0.898
283.611,0.890
283.641,1.078
283.671,1.126
283.701,1.152
283.731,1.095
283.761,0.970
283.791,0.969
283.821,0.965
283.851,0.973
283.881,1.015
283.911,1.055
283.941,1.083
283.971,1.019
284.001,0.960
284.031,0.960
284.061,0.988
284.091,1.026
284.121,1.028
284.151,1.021
284.181,0.979
284.211,1.009
284.241,1.017
284.271,1.033
284.301,0.982
284.331,1.021
284.361,1.018
284.391,0.970
284.421,1.018
284.451,0.994
284.481,0.981
284.511,1.015
284.541,0.979
284.571,0.986
284.601,1.016
284.631,1.034
284.661,1.024
284.691,0.999
284.721,1.020
284.751,0.999
284.781,0.976
284.811,0.999
284.841,1.011
284.871,1.013
284.901,1.023
284.931,1.019
284.961,1.007
284.991,1.015
285.021,1.016
285.051,1.001
285.081,1.007
285.111,1.013
285.141,0.995
285.171,0.990
285.201,1.006
285.231,1.006
285.261,1.010
285.291,1.017
285.321,0.999
285.351,1.000
285.381,1.004
285.411,1.002
285.441,0.992
285.471,0.998
285.501,1.001
285.531,1.008
285.561,1.011
285.591,1.003
285.621,1.016
285.651,1.000
285.681,1.000
285.711,1.013
285.741,0.993
285.771,1.009
285.801,1.003
285.831,1.001
285.861,0.987
285.891,0.996
285.921,0.997
285.951,1.000
285.981,0.988
286.011,1.010
286.041,0.988
286.071,0.997
286.101,1.001
286.131,1.014
286.161,1.017
286.191,1.014
286.221,1.002
286.251,1.018
286.281,0.993
286.311,0.998
286.341,1.002
286.371,1.007
286.401,1.004
286.431,1.016
286.461,1.009
286.491,1.000
286.521,0.999
286.551,1.009
286.581,1.001
286.611,1.011
286.641,1.011
286.671,1.003
286.701,1.000
286.731,1.005
286.761,0.994
286.791,0.997
286.821,1.008
286.851,1.000
286.881,0.998
286.911,1.002
286.941,1.002
286.971,1.004
287.001,1.011
287.031,1.005
287.061,0.997
287.091,1.007
287.121,1.010
287.151,0.991
287.181,0.995
287.211,1.008
287.241,1.019
287.271,1.014
287.301,1.004
287.331,1.003
287.361,1.009
287.391,1.005
287.421,1.002
287.451,1.003
287.481,1.002
287.511,0.992
287.541,1.015
287.571,0.998
287.601,0.982
287.631,0.990
287.661,1.004
287.691,0.982
287.721,0.976
287.751,0.987
287.781,0.996
287.811,1.008
287.841,1.008
287.871,1.021
287.901,1.021
287.931,1.003
287.961,0.987
287.991,0.996
288.021,0.992
288.051,1.003
288.081,0.987
288.111,0.979
288.141,0.989
288.171,0.987
288.201,0.968
288.231,0.979
288.261,0.995
288.291,0.992
288.321,0.983
288.351,0.998
288.381,1.004
288.411,1.014
288.441,1.031
288.471,1.017
288.501,1.006
288.531,1.024
288.561,1.003
288.591,0.987
288.621,1.006
288.651,1.004
288.681,1.000
288.711,1.034
288.741,1.046
288.771,1.051
288.801,0.994
288.831,1.028
288.861,1.027
288.891,1.002
288.921,1.021
288.951,1.039
288.981,1.033
289.011,1.007
289.041,1.013
289.071,1.023
289.101,1.018
289.131,1.004
289.161,1.007
289.191,1.009
289.221,1.001
289.251,0.988
289.281,1.020
289.311,1.000
289.341,1.020
289.371,1.021
289.401,0.993
289.431,0.999
289.461,1.004
289.491,0.998
289.521,0.981
289.551,0.996
289.581,1.009
289.611,1.005
289.641,1.000
289.671,1.015
289.701,1.018
289.731,0.997
289.761,1.001
289.791,1.002
289.821,0.999
289.851,1.007
289.881,1.006
289.911,1.001
289.941,1.005
289.971,0.999
290.001,0.998
290.031,1.004
290.061,1.003
290.091,1.002
290.121,1.002
290.151,1.012
290.181,0.995
290.211,0.989
290.241,1.008
290.271,1.014
290.301,1.003
290.331,0.996
290.361,0.994
290.391,0.999
290.421,0.986
290.451,1.000
290.481,1.018
290.511,1.006
290.541,1.003
290.571,1.009
290.601,0.992
290.631,0.996
290.661,0.994
290.691,1.000
290.721,1.004
290.751,0.991
290.781,0.993
290.811,1.004
290.841,1.011
290.871,1.012
290.901,1.007
290.931,0.995
290.961,1.002
290.991,0.994
291.021,1.009
291.051,0.994
291.081,0.994
291.111,1.015
291.141,1.002
291.171,1.000
291.201,0.998
291.231,1.006
291.261,1.013
291.291,1.019
291.321,1.016
291.351,1.026
291.381,1.013
291.411,1.017
291.441,1.009
291.471,0.995
291.501,0.991
291.531,0.999
291.561,1.015
291.591,0.948
291.621,0.991
291.651,1.006
291.681,1.040
291.711,0.983
291.741,1.009
291.771,1.000
291.801,1.002
291.831,0.998
291.861,1.003
291.891,1.016
291.921,1.006
291.951,1.021
291.981,1.013
292.011,0.998
292.041,1.019
292.071,1.031
292.101,0.973
292.131,0.981
292.161,0.999
292.191,1.068
292.221,1.073
292.251,1.024
292.281,0.979
292.311,0.964
292.341,0.992
292.371,0.987
292.401,0.966
292.431,0.967
292.461,0.996
292.491,0.991
292.521,0.994
292.551,1.016
292.581,1.015
292.611,0.992
292.641,0.973
292.671,0.985
292.701,0.993
292.731,0.999
292.761,1.020
292.791,1.012
292.821,1.008
292.851,0.997
292.881,0.992
292.911,0.999
292.941,0.997
292.971,0.999
293.001,1.004
293.031,1.004
293.061,1.009
293.091,1.000
293.121,1.007
293.151,1.013
293.181,1.018
293.211,1.005
293.241,1.000
293.271,1.009
293.301,1.001
293.331,1.001
293.361,1.008
293.391,1.010
293.421,1.005
293.451,1.015
293.481,1.002
293.511,1.006
293.541,1.007
293.571,1.000
293.601,0.998
293.631,1.004
293.661,1.012
293.691,1.010
293.721,1.003
293.751,1.000
293.781,0.997
293.811,0.992
293.841,0.991
293.871,1.014
293.901,1.006
293.931,1.004
293.961,1.014
293.991,1.019
294.021,1.011
294.051,0.991
294.081,0.984
294.111,0.998
294.141,1.004
294.171,1.004
294.201,1.011
294.231,1.005
294.261,1.009
294.291,1.010
294.321,1.012
294.351,0.990
294.381,1.002
294.411,0.997
294.441,1.000
294.471,1.010
294.501,1.016
294.531,0.996
294.561,1.007
294.591,1.003
294.621,1.005
294.651,1.006
294.681,0.994
294.711,1.002
294.741,1.004
294.771,1.010
294.801,1.000
294.831,0.999
294.861,0.994
294.891,1.000
294.921,1.009
294.951,1.004
294.981,1.002
295.011,1.015
295.041,1.009
295.071,1.001
295.101,0.998
295.131,1.003
295.161,0.996
295.191,1.014
295.221,1.000
295.251,0.995
295.281,1.005
295.311,1.010
295.341,1.017
295.371,1.014
295.401,1.002
295.431,1.000
295.461,0.991
295.491,0.987
295.521,0.990
295.551,0.973
295.581,0.980
295.611,0.999
295.641,0.994
295.671,0.982
295.701,0.986
295.731,0.999
295.761,0.997
295.791,1.003
295.821,1.003
295.851,0.997
295.881,1.007
295.911,0.994
295.941,0.975
295.971,0.994
296.001,0.969
296.031,1.000
296.061,1.021
296.091,1.017
296.121,1.021
296.151,1.014
296.181,1.040
296.211,1.025
296.241,1.021
296.271,1.044
296.301,1.017
296.331,1.018
296.361,1.032
296.391,1.017
296.421,1.020
296.451,1.024
296.481,1.019
296.511,1.021
296.541,1.016
296.571,1.004
296.601,1.011
296.631,1.015
296.661,1.020
296.691,1.022
296.721,1.020
296.751,1.019
296.781,1.020
296.811,1.017
296.841,1.013
296.871,1.011
296.901,1.012
296.931,1.007
296.961,0.998
296.991,1.002
297.021,0.985
297.051,1.003
297.081,1.003
297.111,0.984
297.141,0.992
297.171,0.996
297.201,0.985
297.231,0.998
297.261,1.001
297.291,1.007
297.321,1.012
297.351,0.985
297.381,0.986
297.411,0.989
297.441,0.991
297.471,0.995
297.501,0.992
297.531,0.981
297.561,0.990
297.591,1.001
297.621,0.990
297.651,0.994
297.681,1.004
297.711,0.995
297.741,1.000
297.771,1.008
297.801,1.014
297.831,1.020
297.861,1.010
297.891,1.006
297.921,1.007
297.951,1.000
297.981,1.006
298.011,1.005
298.041,0.998
298.071,0.998
298.101,1.011
298.131,1.020
298.161,0.984
298.191,0.979
298.221,1.003
298.251,0.989
298.281,1.000
298.311,0.988
298.341,0.992
298.371,1.013
298.401,0.977
298.431,0.991
298.461,1.020
298.491,1.006
298.521,0.978
298.551,1.005
298.581,0.997
298.611,1.000
298.641,0.985
298.671,1.012
298.701,1.008
298.731,0.982
298.761,1.011
298.791,1.021
298.821,0.982
298.851,0.995
298.881,0.996
298.911,0.993
298.941,0.993
298.971,0.992
299.001,0.991
299.031,0.995
299.061,0.997
299.091,1.000
299.121,0.996
299.151,1.010
299.181,0.982
299.211,0.992
299.241,1.005
299.271,0.984
299.301,0.990
299.331,1.007
299.361,0.993
299.391,0.989
299.421,0.997
299.451,1.002
299.481,0.988
299.511,0.996
299.541,1.000
299.571,0.998
299.601,0.989
299.631,0.996
299.661,1.007
299.691,1.002
299.721,0.990
299.751,0.995
299.781,1.006
299.811,0.996
299.841,0.995
299.871,0.987
299.901,0.998
299.931,0.991
299.961,0.988
299.991,0.999
300.021,1.005
300.051,1.001
300.081,0.989
300.111,0.990
300.141,1.000
300.171,1.000
300.201,1.003
300.231,0.986
300.261,0.993
300.291,0.999
300.321,1.006
300.351,0.995
300.381,0.999
300.411,1.003
300.441,0.997
300.471,1.003
300.501,1.001
300.531,0.990
300.561,0.995
300.591,0.997
300.621,0.993
300.651,0.992
300.681,1.010
300.711,0.993
300.741,0.991
300.771,1.002
300.801,0.996
300.831,0.996
300.861,1.009
300.891,0.989
300.921,0.992
300.951,1.001
300.981,1.006
301.011,1.000
301.041,0.992
301.071,0.998
301.101,0.989
301.131,0.986
301.161,0.993
301.191,0.998
301.221,0.992
301.251,0.996
301.281,1.000
301.311,0.991
301.341,1.000
301.371,0.991
301.401,0.987
301.431,1.006
301.461,0.999
301.491,0.986
301.521,0.993
301.551,1.009
301.581,0.990
301.611,0.987
301.641,0.995
301.671,0.999
301.701,1.010
301.731,0.981
301.761,0.987
301.791,0.999
301.821,1.001
301.851,0.997
301.881,0.993
301.911,0.995
301.941,0.989
301.971,0.992
302.001,1.005
302.031,0.999
302.061,0.999
302.091,1.005
302.121,0.994
302.151,0.999
302.181,1.008
302.211,0.994
302.241,0.995
302.271,0.989
302.301,0.996
302.331,1.004
302.361,0.997
302.391,1.005
302.421,1.002
302.451,0.988
302.481,0.985
302.511,1.006
302.541,0.998
302.571,0.990
302.601,1.004
302.631,1.003
302.661,0.987
302.691,1.000
302.721,1.011
302.751,1.000
302.781,1.000
302.811,1.005
302.841,0.998
302.871,1.005
302.901,1.000
302.931,1.004
302.961,0.998
302.991,0.979
303.021,1.003
303.051,1.008
303.081,0.991
303.111,0.990
303.141,1.007
303.171,0.992
303.201,0.993
303.231,0.997
303.261,0.990
303.291,0.994
303.321,1.002
303.351,0.994
303.381,1.001
303.411,1.006
303.441,0.997
303.471,1.003
303.501,0.999
303.531,1.007
303.561,1.005
303.591,1.000
303.621,1.001
303.651,0.996
303.681,1.002
303.711,1.003
303.741,1.008
303.771,1.001
303.801,1.008
303.831,1.002
303.861,0.988
303.891,0.994
303.921,0.998
303.951,1.002
303.981,1.001
304.011,1.003
304.041,0.998
304.071,1.000
304.101,1.002
304.131,0.984
304.161,1.001
304.191,0.993
304.221,0.990
304.251,1.000
304.281,0.992
304.311,0.995
304.341,0.998
304.371,0.999
304.401,1.007
304.431,1.010
304.461,1.001
304.491,1.015
304.521,1.004
304.551,0.999
304.581,1.002
304.611,0.997
304.641,0.997
304.671,0.995
304.701,0.984
304.731,0.983
304.761,0.989
304.791,0.997
304.821,0.995
304.851,0.989
304.881,0.977
304.911,0.980
304.941,0.983
304.971,0.986
305.001,0.998
305.031,1.004
305.061,0.999
305.091,1.011
305.121,1.011
305.151,0.995
305.181,1.011
305.211,0.998
305.241,0.963
305.271,1.004
305.301,1.001
305.331,1.003
305.361,1.009
305.391,1.027
305.421,1.039
305.451,1.010
305.481,1.013
305.511,1.020
305.541,0.983
305.571,0.978
305.601,0.995
305.631,0.978
305.661,1.000
305.691,1.000
305.721,1.004
305.751,1.011
305.781,1.013
305.811,0.999
305.841,1.009
305.871,1.002
305.901,0.996
305.931,0.978
305.961,0.989
305.991,0.989
306.021,1.000
306.051,1.026
306.081,0.991
306.111,0.995
306.141,1.010
306.171,0.993
306.201,0.992
306.231,0.996
306.261,1.011
306.291,1.007
306.321,0.945
306.351,1.032
306.381,1.002
306.411,1.005
306.441,0.968
306.471,1.040
306.501,0.985
306.531,1.010
306.561,1.041
306.591,1.024
306.621,1.016
306.651,0.982
306.681,1.021
306.711,1.011
306.741,1.003
306.771,1.029
306.801,0.941
306.831,1.015
306.861,1.038
306.891,0.996
306.921,0.976
306.951,1.014
306.981,1.002
307.011,1.000
307.041,1.009
307.071,1.005
307.101,0.997
307.131,1.001
307.161,1.019
307.191,1.024
307.221,1.018
307.251,1.026
307.281,1.011
307.311,1.018
307.341,1.026
307.371,1.003
307.401,0.994
307.431,1.018
307.461,1.027
307.491,1.003
307.521,1.011
307.551,1.019
307.581,0.996
307.611,1.008
307.641,1.010
307.671,1.003
307.701,1.007
307.731,1.004
307.761,1.004
307.791,0.996
307.821,1.002
307.851,1.002
307.881,1.014
307.911,1.002
307.941,1.002
307.971,1.007
308.001,1.008
308.031,1.007
308.061,1.007
308.091,1.006
308.121,1.013
308.151,1.020
308.181,1.001
308.211,1.002
308.241,1.004
308.271,1.005
308.301,1.015
308.331,1.000
308.361,0.999
308.391,1.014
308.421,1.010
308.451,1.000
308.481,1.013
308.511,1.009
308.541,1.001
308.571,1.003
308.601,1.003
308.631,1.007
308.661,1.016
308.691,1.008
308.721,1.002
308.751,1.005
308.781,1.004
308.811,1.007
308.841,0.990
308.871,1.004
308.901,1.017
308.931,1.008
308.961,0.998
308.991,1.010
309.021,1.012
309.051,1.004
309.081,1.004
309.111,1.017
309.141,1.001
309.171,1.003
309.201,1.005
309.231,1.021
309.261,1.014
309.291,1.009
309.321,0.999
309.351,1.002
309.381,0.979
309.411,1.011
309.441,1.010
309.471,1.009
309.501,1.009
309.531,1.020
309.561,1.018
309.591,1.004
309.621,1.001
309.651,1.000
309.681,1.010
309.711,1.006
309.741,1.012
309.771,1.004
309.801,1.002
309.831,1.013
309.861,1.014
309.891,1.004
309.921,0.998
309.951,1.003
309.981,1.014
310.011,1.013
310.041,0.992
310.071,1.001
310.101,0.998
310.131,1.015
310.161,1.015
310.191,1.002
310.221,0.999
310.251,1.012
310.281,1.002
310.311,1.007
310.341,1.001
310.371,1.004
310.401,0.999
310.431,1.014
310.461,1.009
310.491,0.996
310.521,1.010
310.551,1.015
310.581,1.008
310.611,1.011
310.641,1.001
310.671,1.002
310.701,1.006
310.731,1.013
310.761,1.002
310.791,1.003
310.821,1.004
310.851,1.011
310.881,1.005
310.911,1.009
310.941,1.011
310.971,1.008
311.001,0.998
311.031,1.006
311.061,1.006
311.091,1.007
311.121,1.003
311.151,1.000
311.181,1.007
311.211,1.005
311.241,1.001
311.271,0.997
311.301,0.995
311.331,0.992
311.361,0.997
311.391,0.999
311.421,0.993
311.451,1.000
311.481,0.996
311.511,0.996
311.541,0.970
311.571,0.959
311.601,0.985
311.631,0.996
311.661,0.965
311.691,0.976
311.721,1.011
311.751,1.014
311.781,1.017
311.811,1.045
311.841,1.029
311.871,1.044
311.901,1.069
311.931,1.066
311.961,1.037
311.991,1.043
312.021,1.052
312.051,1.041
312.081,1.033
312.111,1.043
312.141,1.028
312.171,1.020
312.201,1.026
312.231,1.050
312.261,1.035
312.291,1.021
312.321,1.017
312.351,1.030
312.381,1.038
312.411,1.042
312.441,1.028
312.471,1.035
312.501,1.023
312.531,1.027
312.561,1.028
312.591,1.031
312.621,1.032
312.651,1.034
312.681,1.021
312.711,1.028
312.741,1.032
312.771,1.028
312.801,1.024
312.831,1.028
312.861,1.021
312.891,1.022
312.921,1.026
312.951,1.018
312.981,1.025
313.011,1.023
313.041,1.019
313.071,1.032
313.101,1.030
313.131,1.021
313.161,1.031
313.191,1.026
313.221,1.017
313.251,1.030
313.281,1.029
313.311,1.008
313.341,1.018
313.371,1.031
313.401,1.025
313.431,1.033
313.461,1.032
313.491,1.027
313.521,1.025
313.551,1.019
313.581,1.022
313.611,1.030
313.641,1.029
313.671,1.030
313.701,1.020
313.731,1.022
313.761,1.027
313.791,1.027
313.821,1.028
313.851,1.022
313.881,1.027
313.911,1.019
313.941,1.017
313.971,1.036
314.001,1.034
314.031,1.015
314.061,1.021
314.091,1.028
314.121,1.018
314.151,1.021
314.181,1.019
314.211,1.034
314.241,1.010
314.271,1.018
314.301,1.027
314.331,1.033
314.361,1.036
314.391,1.029
314.421,1.015
314.451,1.028
314.481,1.032
314.511,1.015
314.541,1.017
314.571,1.016
314.601,1.025
314.631,1.029
314.661,1.029
314.691,1.024
314.721,1.033
314.751,1.024
314.781,1.024
314.811,1.021
314.841,1.028
314.871,1.014
314.901,1.015
314.931,1.025
314.961,1.026
314.991,1.019
315.021,1.032
315.051,1.018
315.081,1.018
315.111,1.017
315.141,1.036
315.171,1.028
315.201,1.029
315.231,1.021
315.261,1.022
315.291,1.023
315.321,1.012
315.351,1.018
315.381,1.039
315.411,1.030
315.441,1.013
315.471,1.014
315.501,1.044
315.531,1.018
315.561,1.014
315.591,1.029
315.621,1.021
315.651,1.064
315.681,1.021
315.711,0.984
315.741,1.033
315.771,1.010
315.801,1.016
315.831,1.021
315.861,0.992
315.891,1.069
315.921,1.001
315.951,1.009
315.981,1.011
316.011,1.022
316.041,1.032
316.071,1.012
316.101,1.024
316.131,1.032
316.161,1.020
316.191,1.025
316.221,1.010
316.251,1.010
316.281,1.019
