df_hash,22ZHK4.VLRYU9
117.242,118
117.267,126
117.292,128
117.317,124
117.342,121
117.367,121
117.392,126
117.417,133
117.442,137
117.467,137
117.492,134
117.517,133
117.542,135
117.567,135
117.592,132
117.617,125
117.642,116
117.667,108
117.692,102
117.717,93
117.742,80
117.767,65
117.792,52
117.817,46
117.842,50
117.867,58
117.892,65
117.917,69
117.942,70
117.967,74
117.992,81
118.017,89
118.042,95
118.067,95
118.092,92
118.117,90
118.142,88
118.167,87
118.192,84
118.217,79
118.242,74
118.267,71
118.292,70
118.317,69
118.342,65
118.367,58
118.392,50
118.417,44
118.442,39
118.467,33
118.492,23
118.517,10
118.542,3
118.567,10
118.592,28
118.617,52
118.642,71
118.667,83
118.692,93
118.717,107
118.742,125
118.767,143
118.792,154
118.817,158
118.842,158
118.867,158
118.892,159
118.917,162
118.942,165
118.967,167
118.992,167
119.017,163
119.042,154
119.067,142
119.092,130
119.117,116
119.142,101
119.167,83
119.192,65
119.217,50
119.242,36
119.267,20
119.292,3
119.317,-12
119.342,-16
119.367,-5
119.392,16
119.417,40
119.442,58
119.467,71
119.492,83
119.517,98
119.542,112
119.567,123
119.592,126
119.617,126
119.642,126
119.667,130
119.692,134
119.717,137
119.742,135
119.767,130
119.792,124
119.817,120
119.842,116
119.867,113
119.892,109
119.917,102
119.942,93
119.967,82
119.992,71
120.017,61
120.042,53
120.067,47
120.092,39
120.117,26
120.142,10
120.167,-2
120.192,-2
120.217,13
120.242,38
120.267,62
120.292,77
120.317,85
120.342,92
120.367,106
120.392,123
120.417,136
120.442,140
120.467,139
120.492,138
120.517,140
120.542,143
120.567,144
120.592,142
120.617,139
120.642,139
120.667,139
120.692,137
120.717,131
120.742,122
120.767,113
120.792,104
120.817,96
120.842,87
120.867,76
120.892,66
120.917,56
120.942,45
120.967,30
120.992,14
121.017,1
121.042,0
121.067,11
121.092,30
121.117,49
121.142,64
121.167,73
121.192,82
121.217,94
121.242,108
121.267,119
121.292,125
121.317,126
121.342,126
121.367,128
121.392,131
121.417,131
121.442,129
121.467,125
121.492,121
121.517,118
121.542,115
121.567,111
121.592,106
121.617,100
121.642,91
121.667,82
121.692,72
121.717,63
121.742,55
121.767,46
121.792,34
121.817,22
121.842,16
121.867,23
121.892,40
121.917,61
121.942,80
121.967,95
121.992,107
122.017,117
122.042,124
122.067,125
122.092,123
122.117,122
122.142,124
122.167,128
122.192,129
122.217,125
122.242,119
122.267,114
122.292,111
122.317,108
122.342,103
122.367,93
122.392,82
122.417,71
122.442,61
122.467,51
122.492,39
122.517,26
122.542,14
122.567,9
122.592,16
122.617,36
122.642,63
122.667,88
122.692,107
122.717,118
122.742,125
122.767,132
122.792,136
122.817,137
122.842,136
122.867,135
122.892,137
122.917,140
122.942,140
122.967,135
122.992,129
123.017,124
123.042,118
123.067,109
123.092,95
123.117,81
123.142,69
123.167,61
123.192,50
123.217,33
123.242,13
123.267,0
123.292,0
123.317,12
123.342,34
123.367,53
123.392,68
123.417,80
123.442,92
123.467,107
123.492,120
123.517,128
123.542,130
123.567,126
123.592,122
123.617,119
123.642,119
123.667,120
123.692,119
123.717,117
123.742,113
123.767,108
123.792,101
123.817,93
123.842,83
123.867,73
123.892,65
123.917,58
123.942,47
123.967,32
123.992,15
124.017,4
124.042,7
124.067,22
124.092,42
124.117,61
124.142,75
124.167,87
124.192,101
124.217,116
124.242,129
124.267,136
124.292,137
124.317,135
124.342,134
124.367,135
124.392,136
124.417,136
124.442,135
124.467,130
124.492,124
124.517,115
124.542,106
124.567,98
124.592,90
124.617,81
124.642,71
124.667,62
124.692,56
124.717,51
124.742,45
124.767,33
124.792,16
124.817,3
124.842,4
124.867,21
124.892,47
124.917,70
124.942,88
124.967,102
124.992,119
125.017,138
125.042,154
125.067,162
125.092,163
125.117,163
125.142,166
125.167,171
125.192,176
125.217,177
125.242,177
125.267,173
125.292,166
125.317,153
125.342,134
125.367,113
125.392,94
125.417,77
125.442,63
125.467,52
125.492,42
125.517,32
125.542,19
125.567,2
125.592,-13
125.617,-22
125.642,-18
125.667,-4
125.692,14
125.717,33
125.742,50
125.767,67
125.792,82
125.817,93
125.842,100
125.867,105
125.892,110
125.917,119
125.942,127
125.967,132
125.992,131
126.017,127
126.042,123
126.067,119
126.092,116
126.117,110
126.142,103
126.167,94
126.192,85
126.217,77
126.242,68
126.267,55
126.292,41
126.317,29
126.342,25
126.367,32
126.392,48
126.417,66
126.442,83
126.467,97
126.492,110
126.517,122
126.542,129
126.567,131
126.592,126
126.617,121
126.642,120
126.667,122
126.692,124
126.717,122
126.742,116
126.767,110
126.792,106
126.817,104
126.842,102
126.867,95
126.892,84
126.917,69
126.942,54
126.967,39
126.992,24
127.017,10
127.042,2
127.067,5
127.092,20
127.117,41
127.142,63
127.167,78
127.192,91
127.217,104
127.242,120
127.267,135
127.292,141
127.317,139
127.342,133
127.367,131
127.392,133
127.417,136
127.442,135
127.467,132
127.492,129
127.517,128
127.542,126
127.567,117
127.592,103
127.617,90
127.642,80
127.667,71
127.692,58
127.717,38
127.742,18
127.767,5
127.792,3
127.817,13
127.842,29
127.867,47
127.892,64
127.917,78
127.942,91
127.967,104
127.992,118
128.017,132
128.042,143
128.067,148
128.092,147
128.117,144
128.142,143
128.167,143
128.192,143
128.217,140
128.242,135
128.267,130
128.292,124
128.317,116
128.342,104
128.367,91
128.392,80
128.417,71
128.442,66
128.467,60
128.492,52
128.517,40
128.542,26
128.567,10
128.592,-1
128.617,-3
128.642,6
128.667,26
128.692,49
128.717,67
128.742,78
128.767,86
128.792,95
128.817,107
128.842,119
128.867,129
128.892,134
128.917,137
128.942,139
128.967,139
128.992,139
129.017,138
129.042,137
129.067,135
129.092,132
129.117,125
129.142,116
129.167,107
129.192,100
129.217,93
129.242,84
129.267,73
129.292,62
129.317,53
129.342,46
129.367,37
129.392,25
129.417,10
129.442,0
129.467,0
129.492,14
129.517,37
129.542,61
129.567,80
129.592,92
129.617,102
129.642,113
129.667,125
129.692,135
129.717,139
129.742,138
129.767,135
129.792,134
129.817,137
129.842,141
129.867,144
129.892,143
129.917,139
129.942,133
129.967,127
129.992,119
130.017,111
130.042,104
130.067,95
130.092,86
130.117,75
130.142,63
130.167,53
130.192,44
130.217,35
130.242,22
130.267,5
130.292,-6
130.317,-8
130.342,4
130.367,27
130.392,50
130.417,68
130.442,81
130.467,94
130.492,109
130.517,124
130.542,134
130.567,137
130.592,135
130.617,133
130.642,135
130.667,138
130.692,139
130.717,138
130.742,137
130.767,137
130.792,135
130.817,131
130.842,122
130.867,112
130.892,102
130.917,94
130.942,84
130.967,72
130.992,60
131.017,48
131.042,37
131.067,22
131.092,4
131.117,-10
131.142,-12
131.167,1
131.192,25
131.217,48
131.242,65
131.267,77
131.292,89
131.317,104
131.342,118
131.367,125
131.392,127
131.417,128
131.442,132
131.467,137
131.492,139
131.517,138
131.542,135
131.567,132
131.592,130
131.617,125
131.642,118
131.667,110
131.692,104
131.717,98
131.742,92
131.767,83
131.792,74
131.817,63
131.842,51
131.867,35
131.892,22
131.917,16
131.942,24
131.967,42
131.992,64
132.017,82
132.042,95
132.067,107
132.092,121
132.117,134
132.142,142
132.167,141
132.192,138
132.217,136
132.242,138
132.267,142
132.292,141
132.317,132
132.342,120
132.367,111
132.392,106
132.417,102
132.442,96
132.467,86
132.492,76
132.517,68
132.542,62
132.567,53
132.592,37
132.617,18
132.642,4
132.667,4
132.692,18
132.717,39
132.742,60
132.767,79
132.792,96
132.817,111
132.842,120
132.867,121
132.892,115
132.917,111
132.942,111
132.967,116
132.992,121
133.017,121
133.042,117
133.067,113
133.092,109
133.117,104
133.142,94
133.167,82
133.192,72
133.217,65
133.242,58
133.267,47
133.292,33
133.317,22
133.342,22
133.367,35
133.392,54
133.417,73
133.442,87
133.467,98
133.492,110
133.517,122
133.542,131
133.567,133
133.592,129
133.617,123
133.642,120
133.667,119
133.692,119
133.717,117
133.742,113
133.767,107
133.792,101
133.817,94
133.842,86
133.867,78
133.892,70
133.917,61
133.942,47
133.967,29
133.992,14
134.017,9
134.042,19
134.067,40
134.092,64
134.117,83
134.142,96
134.167,108
134.192,121
134.217,135
134.242,145
134.267,148
134.292,145
134.317,142
134.342,141
134.367,141
134.392,140
134.417,138
134.442,135
134.467,132
134.492,125
134.517,113
134.542,97
134.567,83
134.592,73
134.617,65
134.642,53
134.667,35
134.692,16
134.717,6
134.742,11
134.767,25
134.792,42
134.817,55
134.842,65
134.867,77
134.892,93
134.917,110
134.942,120
134.967,123
134.992,121
135.017,119
135.042,120
135.067,122
135.092,123
135.117,122
135.142,118
135.167,114
135.192,108
135.217,101
135.242,91
135.267,79
135.292,67
135.317,56
135.342,48
135.367,39
135.392,27
135.417,12
135.442,-2
135.467,-7
135.492,3
135.517,29
135.542,60
135.567,87
135.592,105
135.617,117
135.642,130
135.667,142
135.692,151
135.717,151
135.742,146
135.767,141
135.792,141
135.817,143
135.842,145
135.867,144
135.892,140
135.917,135
135.942,131
135.967,125
135.992,117
136.017,106
136.042,94
136.067,82
136.092,70
136.117,60
136.142,50
136.167,39
136.192,26
136.217,11
136.242,0
136.267,0
136.292,13
136.317,37
136.342,61
136.367,78
136.392,88
136.417,97
136.442,108
136.467,119
136.492,125
136.517,126
136.542,124
136.567,124
136.592,125
136.617,125
136.642,120
136.667,114
136.692,110
136.717,109
136.742,110
136.767,108
136.792,103
136.817,97
136.842,91
136.867,86
136.892,80
136.917,72
136.942,62
136.967,52
136.992,45
137.017,44
137.042,51
137.067,65
137.092,81
137.117,97
137.142,113
137.167,128
137.192,140
137.217,146
137.242,147
137.267,144
137.292,146
137.317,153
137.342,161
137.367,164
137.392,161
137.417,157
137.442,155
137.467,155
137.492,151
137.517,140
137.542,127
137.567,118
137.592,113
137.617,104
137.642,86
137.667,61
137.692,44
137.717,44
137.742,59
137.767,77
137.792,86
137.817,84
137.842,80
137.867,81
137.892,87
137.917,90
137.942,86
137.967,75
137.992,63
138.017,55
138.042,50
138.067,42
138.092,29
138.117,13
138.142,0
138.167,-6
138.192,-8
138.217,-11
138.242,-17
138.267,-28
138.292,-40
138.317,-51
138.342,-61
138.367,-71
138.392,-83
138.417,-90
138.442,-90
138.467,-78
138.492,-58
138.517,-36
138.542,-13
138.567,11
138.592,41
138.617,75
138.642,106
138.667,129
138.692,144
138.717,156
138.742,171
138.767,189
138.792,206
138.817,218
138.842,225
138.867,228
138.892,230
138.917,232
138.942,232
138.967,230
138.992,224
139.017,215
139.042,202
139.067,186
139.092,166
139.117,144
139.142,123
139.167,109
139.192,107
139.217,115
139.242,130
139.267,144
139.292,155
139.317,163
139.342,171
139.367,179
139.392,184
139.417,185
139.442,179
139.467,169
139.492,156
139.517,140
139.542,123
139.567,107
139.592,95
139.617,84
139.642,71
139.667,53
139.692,33
139.717,18
139.742,10
139.767,9
139.792,8
139.817,4
139.842,-1
139.867,-7
139.892,-15
139.917,-25
139.942,-35
139.967,-36
139.992,-21
140.017,4
140.042,32
140.067,51
140.092,62
140.117,72
140.142,86
140.167,102
140.192,111
140.217,108
140.242,100
140.267,95
140.292,98
140.317,103
140.342,107
140.367,106
140.392,104
140.417,103
140.442,102
140.467,101
140.492,97
140.517,91
140.542,86
140.567,81
140.592,78
140.617,75
140.642,71
140.667,63
140.692,49
140.717,32
140.742,21
140.767,22
140.792,36
140.817,57
140.842,76
140.867,91
140.892,106
140.917,123
140.942,142
140.967,158
140.992,168
141.017,173
141.042,178
141.067,184
141.092,187
141.117,186
141.142,179
141.167,170
141.192,163
141.217,157
141.242,149
141.267,134
141.292,112
141.317,86
141.342,60
141.367,35
141.392,12
141.417,-9
141.442,-29
141.467,-42
141.492,-46
141.517,-40
141.542,-28
141.567,-13
141.592,0
141.617,15
141.642,31
141.667,47
141.692,58
141.717,62
141.742,63
141.767,65
141.792,71
141.817,78
141.842,84
141.867,86
141.892,87
141.917,87
141.942,88
141.967,88
141.992,87
142.017,85
142.042,86
142.067,88
142.092,88
142.117,84
142.142,76
142.167,70
142.192,72
142.217,84
142.242,102
142.267,122
142.292,140
142.317,157
142.342,176
142.367,196
142.392,213
142.417,221
142.442,222
142.467,221
142.492,223
142.517,226
142.542,221
142.567,203
142.592,173
142.617,141
142.642,115
142.667,96
142.692,79
142.717,61
142.742,42
142.767,28
142.792,21
142.817,17
142.842,10
142.867,-2
142.892,-17
142.917,-25
142.942,-19
142.967,-2
142.992,16
143.017,32
143.042,43
143.067,52
143.092,63
143.117,74
143.142,84
143.167,90
143.192,93
143.217,94
143.242,97
143.267,101
143.292,107
143.317,112
143.342,115
143.367,114
143.392,111
143.417,106
143.442,100
143.467,95
143.492,88
143.517,80
143.542,72
143.567,64
143.592,57
143.617,48
143.642,37
143.667,26
143.692,22
143.717,30
143.742,49
143.767,72
143.792,91
143.817,102
143.842,108
143.867,116
143.892,127
143.917,138
143.942,144
143.967,143
143.992,138
144.017,134
144.042,133
144.067,132
144.092,130
144.117,126
144.142,122
144.167,119
144.192,115
144.217,109
144.242,100
144.267,90
144.292,80
144.317,72
144.342,67
144.367,61
144.392,55
144.417,47
144.442,37
144.467,24
144.492,14
144.517,12
144.542,20
144.567,36
144.592,56
144.617,74
144.642,88
144.667,100
144.692,113
144.717,126
144.742,137
144.767,140
144.792,138
144.817,135
144.842,134
144.867,136
144.892,137
144.917,136
144.942,133
144.967,129
144.992,126
145.017,121
145.042,113
145.067,104
145.092,97
145.117,92
145.142,88
145.167,82
145.192,73
145.217,62
145.242,48
145.267,32
145.292,14
145.317,1
145.342,0
145.367,13
145.392,34
145.417,55
145.442,69
145.467,81
145.492,94
145.517,108
145.542,117
145.567,120
145.592,119
145.617,119
145.642,123
145.667,127
145.692,128
145.717,126
145.742,124
145.767,125
145.792,124
145.817,118
145.842,107
145.867,98
145.892,94
145.917,94
145.942,91
145.967,83
145.992,70
146.017,58
146.042,46
146.067,35
146.092,27
146.117,27
146.142,39
146.167,61
146.192,85
146.217,103
146.242,115
146.267,125
146.292,132
146.317,137
146.342,136
146.367,133
146.392,132
146.417,135
146.442,137
146.467,133
146.492,123
146.517,113
146.542,109
146.567,108
146.592,106
146.617,99
146.642,89
146.667,80
146.692,73
146.717,63
146.742,44
146.767,21
146.792,1
146.817,-7
146.842,-1
146.867,14
146.892,33
146.917,51
146.942,66
146.967,79
146.992,92
147.017,103
147.042,110
147.067,113
147.092,112
147.117,113
147.142,114
147.167,116
147.192,114
147.217,109
147.242,104
147.267,103
147.292,106
147.317,107
147.342,103
147.367,94
147.392,86
147.417,82
147.442,78
147.467,67
147.492,47
147.517,26
147.542,16
147.567,23
147.592,42
147.617,63
147.642,80
147.667,93
147.692,106
147.717,121
147.742,135
147.767,144
147.792,146
147.817,144
147.842,142
147.867,141
147.892,142
147.917,141
147.942,140
147.967,135
147.992,127
148.017,116
148.042,105
148.067,95
148.092,87
148.117,80
148.142,74
148.167,67
148.192,56
148.217,38
148.242,16
148.267,-2
148.292,-7
148.317,4
148.342,28
148.367,52
148.392,69
148.417,80
148.442,91
148.467,106
148.492,120
148.517,128
148.542,130
148.567,127
148.592,126
148.617,127
148.642,129
148.667,130
148.692,128
148.717,125
148.742,121
148.767,116
148.792,109
148.817,100
148.842,90
148.867,79
148.892,69
148.917,60
148.942,51
148.967,39
148.992,25
149.017,15
149.042,13
149.067,22
149.092,40
149.117,59
149.142,76
149.167,87
149.192,98
149.217,109
149.242,119
149.267,124
149.292,125
149.317,123
149.342,123
149.367,126
149.392,130
149.417,131
149.442,131
149.467,129
149.492,126
149.517,121
149.542,113
149.567,103
149.592,93
149.617,87
149.642,84
149.667,79
149.692,70
149.717,55
149.742,41
149.767,32
149.792,32
149.817,40
149.842,53
149.867,68
149.892,84
149.917,99
149.942,111
149.967,116
149.992,115
150.017,111
150.042,108
150.067,111
150.092,116
150.117,119
150.142,117
150.167,113
150.192,109
150.217,107
150.242,103
150.267,96
150.292,86
150.317,80
150.342,77
150.367,72
150.392,60
150.417,42
150.442,26
150.467,21
150.492,29
150.517,45
150.542,59
150.567,69
150.592,79
150.617,92
150.642,109
150.667,122
150.692,127
150.717,126
150.742,124
150.767,125
150.792,129
150.817,131
150.842,130
150.867,126
150.892,123
150.917,119
150.942,115
150.967,106
150.992,95
151.017,83
151.042,72
151.067,62
151.092,50
151.117,35
151.142,19
151.167,8
151.192,6
151.217,15
151.242,31
151.267,48
151.292,62
151.317,76
151.342,90
151.367,106
151.392,121
151.417,130
151.442,132
151.467,130
151.492,128
151.517,128
151.542,131
151.567,133
151.592,130
151.617,124
151.642,117
151.667,111
151.692,104
151.717,95
151.742,85
151.767,75
151.792,69
151.817,64
151.842,57
151.867,45
151.892,29
151.917,13
151.942,5
151.967,11
151.992,27
152.017,48
152.042,67
152.067,82
152.092,94
152.117,107
152.142,122
152.167,135
152.192,143
152.217,146
152.242,144
152.267,143
152.292,145
152.317,149
152.342,152
152.367,153
152.392,152
152.417,150
152.442,144
152.467,136
152.492,124
152.517,110
152.542,97
152.567,85
152.592,73
152.617,61
152.642,51
152.667,41
152.692,28
152.717,12
152.742,-2
152.767,-10
152.792,-6
152.817,9
152.842,31
152.867,51
152.892,66
152.917,79
152.942,92
152.967,105
152.992,117
153.017,125
153.042,128
153.067,129
153.092,131
153.117,134
153.142,135
153.167,135
153.192,133
153.217,132
153.242,133
153.267,133
153.292,129
153.317,122
153.342,112
153.367,101
153.392,90
153.417,79
153.442,67
153.467,56
153.492,49
153.517,44
153.542,35
153.567,21
153.592,6
153.617,-1
153.642,5
153.667,26
153.692,51
153.717,70
153.742,83
153.767,91
153.792,101
153.817,114
153.842,124
153.867,131
153.892,133
153.917,134
153.942,134
153.967,133
153.992,131
154.017,128
154.042,127
154.067,126
154.092,124
154.117,120
154.142,113
154.167,105
154.192,96
154.217,89
154.242,80
154.267,69
154.292,56
154.317,41
154.342,29
154.367,23
154.392,26
154.417,39
154.442,58
154.467,79
154.492,96
154.517,108
154.542,115
154.567,119
154.592,122
154.617,122
154.642,122
154.667,122
154.692,122
154.717,121
154.742,118
154.767,114
154.792,110
154.817,108
154.842,104
154.867,98
154.892,87
154.917,76
154.942,67
154.967,61
154.992,53
155.017,41
155.042,25
155.067,11
155.092,7
155.117,17
155.142,37
155.167,60
155.192,79
155.217,95
155.242,107
155.267,118
155.292,127
155.317,134
155.342,137
155.367,136
155.392,135
155.417,134
155.442,134
155.467,134
155.492,132
155.517,128
155.542,124
155.567,119
155.592,112
155.617,102
155.642,88
155.667,75
155.692,65
155.717,58
155.742,47
155.767,28
155.792,5
155.817,-11
155.842,-11
155.867,5
155.892,31
155.917,54
155.942,70
155.967,80
155.992,92
156.017,105
156.042,118
156.067,127
156.092,131
156.117,132
156.142,134
156.167,137
156.192,138
156.217,137
156.242,135
156.267,132
156.292,130
156.317,127
156.342,121
156.367,111
156.392,97
156.417,85
156.442,77
156.467,70
156.492,61
156.517,45
156.542,22
156.567,4
156.592,0
156.617,11
156.642,34
156.667,56
156.692,71
156.717,82
156.742,95
156.767,109
156.792,122
156.817,129
156.842,131
156.867,132
156.892,135
156.917,140
156.942,142
156.967,142
156.992,140
157.017,138
157.042,135
157.067,129
157.092,119
157.117,108
157.142,98
157.167,90
157.192,82
157.217,72
157.242,62
157.267,53
157.292,43
157.317,30
157.342,13
157.367,0
157.392,-2
157.417,9
157.442,31
157.467,53
157.492,70
157.517,82
157.542,94
157.567,109
157.592,122
157.617,130
157.642,131
157.667,128
157.692,128
157.717,131
157.742,135
157.767,137
157.792,135
157.817,132
157.842,130
157.867,129
157.892,126
157.917,120
157.942,110
157.967,98
157.992,86
158.017,76
158.042,67
158.067,57
158.092,44
158.117,27
158.142,12
158.167,5
158.192,10
158.217,24
158.242,42
158.267,58
158.292,70
158.317,81
158.342,94
158.367,107
158.392,118
158.417,124
158.442,125
158.467,124
158.492,124
158.517,124
158.542,124
158.567,123
158.592,122
158.617,122
158.642,121
158.667,118
158.692,112
158.717,105
158.742,99
158.767,94
158.792,88
158.817,77
158.842,63
158.867,50
158.892,45
158.917,51
158.942,67
158.967,86
158.992,103
159.017,117
159.042,130
159.067,141
159.092,149
159.117,152
159.142,149
159.167,143
159.192,141
159.217,142
159.242,145
159.267,144
159.292,136
159.317,124
159.342,113
159.367,105
159.392,97
159.417,87
159.442,72
159.467,57
159.492,41
159.517,25
159.542,6
159.567,-14
159.592,-30
159.617,-35
159.642,-25
159.667,-7
159.692,9
159.717,17
159.742,20
159.767,23
159.792,31
159.817,44
159.842,55
159.867,62
159.892,66
159.917,72
159.942,79
159.967,88
159.992,94
160.017,98
160.042,101
160.067,104
160.092,104
160.117,101
160.142,93
160.167,86
160.192,79
160.217,71
160.242,59
160.267,41
160.292,23
160.317,13
160.342,16
160.367,31
160.392,52
160.417,74
160.442,96
160.467,117
160.492,141
160.517,167
160.542,194
160.567,217
160.592,234
160.617,245
160.642,253
160.667,262
160.692,271
160.717,277
160.742,276
160.767,266
160.792,248
160.817,225
160.842,196
160.867,163
160.892,129
160.917,99
160.942,73
160.967,50
160.992,23
161.017,-5
161.042,-30
161.067,-40
161.092,-33
161.117,-15
161.142,1
161.167,10
161.192,8
161.217,0
161.242,-14
161.267,-30
161.292,-45
161.317,-57
161.342,-65
161.367,-73
161.392,-83
161.417,-89
161.442,-79
161.467,-44
161.492,8
161.517,61
161.542,95
161.567,104
161.592,95
161.617,82
161.642,77
161.667,82
161.692,94
161.717,107
161.742,123
161.767,147
161.792,187
161.817,238
161.842,287
161.867,312
161.892,302
161.917,261
161.942,209
161.967,160
161.992,121
162.017,90
162.042,72
162.067,76
162.092,109
162.117,157
162.142,194
162.167,199
162.192,171
162.217,135
162.242,113
162.267,110
162.292,117
162.317,120
162.342,120
162.367,125
162.392,141
162.417,158
162.442,164
162.467,151
162.492,123
162.517,93
162.542,69
162.567,55
162.592,47
162.617,41
162.642,32
162.667,19
162.692,0
162.717,-24
162.742,-44
162.767,-53
162.792,-51
162.817,-41
162.842,-27
162.867,-12
162.892,4
162.917,25
162.942,46
162.967,63
162.992,74
163.017,79
163.042,81
163.067,82
163.092,82
163.117,79
163.142,70
163.167,59
163.192,50
163.217,49
163.242,57
163.267,71
163.292,86
163.317,98
163.342,106
163.367,113
163.392,122
163.417,132
163.442,140
163.467,144
163.492,145
163.517,147
163.542,148
163.567,146
163.592,139
163.617,128
163.642,120
163.667,114
163.692,111
163.717,107
163.742,99
163.767,90
163.792,81
163.817,72
163.842,61
163.867,49
163.892,39
163.917,38
163.942,45
163.967,57
163.992,71
164.017,82
164.042,92
164.067,101
164.092,109
164.117,116
164.142,119
164.167,119
164.192,117
164.217,115
164.242,115
164.267,116
164.292,117
164.317,118
164.342,116
164.367,112
164.392,107
164.417,102
164.442,93
164.467,81
164.492,68
164.517,59
164.542,56
164.567,55
164.592,50
164.617,40
164.642,28
164.667,22
164.692,27
164.717,42
164.742,60
164.767,78
164.792,95
164.817,112
164.842,127
164.867,138
164.892,144
164.917,147
164.942,152
164.967,158
164.992,163
165.017,165
165.042,163
165.067,160
165.092,159
165.117,159
165.142,157
165.167,152
165.192,145
165.217,138
165.242,132
165.267,123
165.292,108
165.317,85
165.342,57
165.367,32
165.392,16
165.417,11
165.442,14
165.467,20
165.492,28
165.517,38
165.542,50
165.567,63
165.592,71
165.617,71
165.642,63
165.667,54
165.692,47
165.717,43
165.742,37
165.767,28
165.792,17
165.817,7
165.842,1
165.867,0
165.892,-1
165.917,-2
165.942,-3
165.967,-1
165.992,3
166.017,11
166.042,20
166.067,32
166.092,47
166.117,66
166.142,90
166.167,116
166.192,144
166.217,172
166.242,196
166.267,213
166.292,221
166.317,220
166.342,214
166.367,207
166.392,201
166.417,196
166.442,189
166.467,179
166.492,166
166.517,151
166.542,134
166.567,119
166.592,105
166.617,91
166.642,77
166.667,61
166.692,43
166.717,28
166.742,21
166.767,27
166.792,42
166.817,62
166.842,79
166.867,90
166.892,98
166.917,107
166.942,116
166.967,122
166.992,122
167.017,117
167.042,111
167.067,109
167.092,108
167.117,107
167.142,103
167.167,96
167.192,90
167.217,84
167.242,76
167.267,66
167.292,55
167.317,43
167.342,30
167.367,14
167.392,-2
167.417,-13
167.442,-14
167.467,-3
167.492,14
167.517,33
167.542,52
167.567,71
167.592,92
167.617,113
167.642,131
167.667,142
167.692,147
167.717,149
167.742,149
167.767,150
167.792,152
167.817,154
167.842,155
167.867,152
167.892,145
167.917,135
167.942,125
167.967,116
167.992,108
168.017,99
168.042,89
168.067,77
168.092,62
168.117,45
168.142,29
168.167,17
168.192,16
168.217,27
168.242,42
168.267,57
168.292,68
168.317,78
168.342,89
168.367,100
168.392,108
168.417,110
168.442,107
168.467,104
168.492,102
168.517,103
168.542,104
168.567,104
168.592,102
168.617,98
168.642,92
168.667,83
168.692,75
168.717,66
168.742,58
168.767,51
168.792,44
168.817,39
168.842,32
168.867,22
168.892,10
168.917,2
168.942,5
168.967,22
168.992,45
169.017,66
169.042,79
169.067,87
169.092,97
169.117,111
169.142,125
169.167,134
169.192,136
169.217,135
169.242,134
169.267,134
169.292,134
169.317,135
169.342,138
169.367,142
169.392,144
169.417,142
169.442,135
169.467,126
169.492,115
169.517,106
169.542,97
169.567,87
169.592,79
169.617,72
169.642,66
169.667,58
169.692,47
169.717,38
169.742,35
169.767,43
169.792,60
169.817,83
169.842,105
169.867,123
169.892,136
169.917,146
169.942,153
169.967,155
169.992,153
170.017,147
170.042,140
170.067,133
170.092,126
170.117,120
170.142,112
170.167,105
170.192,98
170.217,94
170.242,92
170.267,91
170.292,93
170.317,96
170.342,99
170.367,100
170.392,98
170.417,92
170.442,79
170.467,62
170.492,40
170.517,19
170.542,3
170.567,-4
170.592,-3
170.617,2
170.642,11
170.667,24
170.692,39
170.717,54
170.742,65
170.767,72
170.792,76
170.817,79
170.842,82
170.867,80
170.892,75
170.917,69
170.942,67
170.967,72
170.992,77
171.017,79
171.042,79
171.067,79
171.092,81
171.117,81
171.142,76
171.167,65
171.192,55
171.217,49
171.242,47
171.267,45
171.292,43
171.317,44
171.342,54
171.367,72
171.392,95
171.417,116
171.442,131
171.467,141
171.492,148
171.517,154
171.542,159
171.567,164
171.592,168
171.617,170
171.642,172
171.667,172
171.692,171
171.717,168
171.742,161
171.767,150
171.792,136
171.817,118
171.842,94
171.867,65
171.892,33
171.917,4
171.942,-13
171.967,-19
171.992,-14
172.017,-2
172.042,14
172.067,34
172.092,53
172.117,66
172.142,74
172.167,80
172.192,88
172.217,98
172.242,106
172.267,112
172.292,122
172.317,143
172.342,173
172.367,201
172.392,217
172.417,221
172.442,227
172.467,247
172.492,276
172.517,294
172.542,279
172.567,223
172.592,140
172.617,51
172.642,-21
172.667,-67
172.692,-86
172.717,-85
172.742,-71
172.767,-53
172.792,-32
172.817,-11
172.842,9
172.867,28
172.892,40
172.917,43
172.942,40
172.967,40
172.992,45
173.017,55
173.042,67
173.067,76
173.092,83
173.117,90
173.142,99
173.167,107
173.192,112
173.217,113
173.242,112
173.267,108
173.292,101
173.317,89
173.342,74
173.367,63
173.392,59
173.417,64
173.442,74
173.467,84
173.492,94
173.517,105
173.542,121
173.567,139
173.592,156
173.617,167
173.642,172
173.667,172
173.692,169
173.717,161
173.742,146
173.767,123
173.792,99
173.817,82
173.842,75
173.867,74
173.892,72
173.917,65
173.942,54
173.967,41
173.992,28
174.017,17
174.042,7
174.067,0
174.092,0
174.117,3
174.142,11
174.167,22
174.192,40
174.217,64
174.242,91
174.267,115
174.292,129
174.317,134
174.342,135
174.367,137
174.392,139
174.417,140
174.442,136
174.467,131
174.492,125
174.517,120
174.542,112
174.567,100
174.592,87
174.617,77
174.642,70
174.667,61
174.692,48
174.717,34
174.742,26
174.767,33
174.792,51
174.817,71
174.842,86
174.867,97
174.892,109
174.917,127
174.942,145
174.967,159
174.992,164
