df_hash,22ZHK4.VLRYU9
116.197,1.027
116.227,1.030
116.257,1.030
116.287,1.027
116.317,1.028
116.347,1.031
116.377,1.027
116.407,1.028
116.437,1.030
116.467,1.029
116.497,1.035
116.527,1.028
116.557,1.027
116.587,1.032
116.617,1.029
116.647,1.028
116.677,1.028
116.707,1.032
116.737,1.033
116.767,1.029
116.797,1.028
116.827,1.036
116.857,1.033
116.887,1.028
116.917,1.027
116.947,1.031
116.977,1.028
117.007,1.031
117.037,1.035
117.067,1.026
117.097,1.029
117.127,1.036
117.157,1.027
117.187,1.027
117.217,1.031
117.247,1.031
117.277,1.030
117.307,1.031
117.337,1.030
117.367,1.033
117.397,1.031
117.427,1.028
117.457,1.023
117.487,1.032
117.517,1.037
117.547,1.031
117.577,1.036
117.607,1.030
117.637,1.031
117.667,1.034
117.697,1.032
117.727,1.028
117.757,1.025
117.787,1.027
117.817,1.028
117.847,1.031
117.877,1.033
117.907,1.027
117.937,1.027
117.967,1.031
117.997,1.031
118.027,1.026
118.057,1.027
118.087,1.033
118.117,1.028
118.147,1.033
118.177,1.032
118.207,1.031
118.237,1.032
118.267,1.027
118.297,1.030
118.327,1.028
118.357,1.030
118.387,1.030
118.417,1.026
118.447,1.031
118.477,1.029
118.507,1.033
118.537,1.035
118.567,1.029
118.597,1.021
118.627,1.030
118.657,1.028
118.687,1.029
118.717,1.030
118.747,1.031
118.777,1.022
118.807,1.033
118.837,1.034
118.867,1.021
118.897,1.029
118.927,1.031
118.957,1.028
118.987,1.028
119.017,1.030
119.047,1.030
119.077,1.030
119.107,1.034
119.137,1.032
119.167,1.028
119.197,1.025
119.227,1.025
119.257,1.032
119.287,1.031
119.317,1.033
119.347,1.029
119.377,1.028
119.407,1.025
119.437,1.034
119.467,1.033
119.497,1.027
119.527,1.025
119.557,1.023
119.587,1.029
119.617,1.031
119.647,1.025
119.677,1.026
119.707,1.035
119.737,1.031
119.767,1.028
119.797,1.029
119.827,1.031
119.857,1.033
119.887,1.031
119.917,1.024
119.947,1.022
119.977,1.030
120.007,1.031
120.037,1.030
120.067,1.029
120.097,1.031
120.127,1.026
120.157,1.031
120.187,1.029
120.217,1.026
120.247,1.030
120.277,1.032
120.307,1.023
120.337,1.034
120.367,1.033
120.397,1.024
120.427,1.031
120.457,1.027
120.487,1.030
120.517,1.032
120.547,1.031
120.577,1.029
120.607,1.031
120.637,1.029
120.667,1.028
120.697,1.025
120.727,1.030
120.757,1.032
120.787,1.032
120.817,1.028
120.847,1.029
120.877,1.031
120.907,1.029
120.937,1.029
120.967,1.034
120.997,1.026
121.027,1.027
121.057,1.032
121.087,1.030
121.117,1.029
121.147,1.029
121.177,1.028
121.207,1.029
121.237,1.032
121.267,1.028
121.297,1.027
121.327,1.025
121.357,1.031
121.387,1.031
121.417,1.034
121.447,1.025
121.477,1.027
121.507,1.033
121.537,1.031
121.567,1.028
121.597,1.029
121.627,1.029
121.657,1.031
121.687,1.030
121.717,1.032
121.747,1.028
121.777,1.031
121.807,1.034
121.837,1.033
121.867,1.029
121.897,1.027
121.927,1.033
121.957,1.031
121.987,1.030
122.017,1.031
122.047,1.031
122.077,1.029
122.107,1.030
122.137,1.027
122.167,1.032
122.197,1.031
122.227,1.031
122.257,1.029
122.287,1.030
122.317,1.035
122.347,1.031
122.377,1.029
122.407,1.029
122.437,1.030
122.467,1.028
122.497,1.032
122.527,1.026
122.557,1.023
122.587,1.032
122.617,1.033
122.647,1.034
122.677,1.027
122.707,1.026
122.737,1.032
122.767,1.034
122.797,1.031
122.827,1.023
122.857,1.028
122.887,1.028
122.917,1.028
122.947,1.030
122.977,1.030
123.007,1.027
123.037,1.029
123.067,1.037
123.097,1.031
123.127,1.030
123.157,1.023
123.187,1.020
123.217,1.034
123.247,1.033
123.277,1.032
123.307,1.028
123.337,1.030
123.367,1.030
123.397,1.039
123.427,1.034
123.457,1.024
123.487,1.027
123.517,1.030
123.547,1.029
123.577,1.033
123.607,1.032
123.637,1.034
123.667,1.032
123.697,1.026
123.727,1.023
123.757,1.029
123.787,1.028
123.817,1.030
123.847,1.032
123.877,1.025
123.907,1.026
123.937,1.031
123.967,1.036
123.997,1.031
124.027,1.026
124.057,1.025
124.087,1.029
124.117,1.038
124.147,1.028
124.177,1.026
124.207,1.032
124.237,1.034
124.267,1.032
124.297,1.030
124.327,1.030
124.357,1.034
124.387,1.030
124.417,1.030
124.447,1.025
124.477,1.031
124.507,1.030
124.537,1.031
124.567,1.028
124.597,1.031
124.627,1.031
124.657,1.032
124.687,1.031
124.717,1.034
124.747,1.029
124.777,1.027
124.807,1.030
124.837,1.035
124.867,1.030
124.897,1.025
124.927,1.031
124.957,1.030
124.987,1.034
125.017,1.028
125.047,1.031
125.077,1.031
125.107,1.030
125.137,1.029
125.167,1.029
125.197,1.029
125.227,1.027
125.257,1.029
125.287,1.032
125.317,1.036
125.347,1.029
125.377,1.027
125.407,1.030
125.437,1.030
125.467,1.035
125.497,1.034
125.527,1.027
125.557,1.029
125.587,1.028
125.617,1.027
125.647,1.027
125.677,1.030
125.707,1.031
125.737,1.031
125.767,1.033
125.797,1.031
125.827,1.031
125.857,1.029
125.887,1.030
125.917,1.029
125.947,1.030
125.977,1.028
126.007,1.030
126.037,1.027
126.067,1.031
126.097,1.036
126.127,1.036
126.157,1.030
126.187,1.031
126.217,1.029
126.247,1.027
126.277,1.031
126.307,1.035
126.337,1.029
126.367,1.028
126.397,1.037
126.427,1.030
126.457,1.027
126.487,1.030
126.517,1.032
126.547,1.030
126.577,1.030
126.607,1.030
126.637,1.034
126.667,1.029
126.697,1.029
126.727,1.029
126.757,1.026
126.787,1.032
126.817,1.030
126.847,1.029
126.877,1.029
126.907,1.031
126.937,1.032
126.967,1.037
126.997,1.028
127.027,1.028
127.057,1.026
127.087,1.030
127.117,1.032
127.147,1.032
127.177,1.026
127.207,1.024
127.237,1.034
127.267,1.031
127.297,1.027
127.327,1.031
127.357,1.033
127.387,1.030
127.417,1.032
127.447,1.032
127.477,1.029
127.507,1.028
127.537,1.031
127.567,1.029
127.597,1.032
127.627,1.030
127.657,1.033
127.687,1.031
127.717,1.030
127.747,1.025
127.777,1.032
127.807,1.034
127.837,1.030
127.867,1.027
127.897,1.034
127.927,1.031
127.957,1.029
127.987,1.032
128.017,1.027
128.047,1.020
128.077,1.031
128.107,1.037
128.137,1.026
128.167,1.030
128.197,1.031
128.227,1.030
128.257,1.030
128.287,1.030
128.317,1.034
128.347,1.031
128.377,1.028
128.407,1.031
128.437,1.033
128.467,1.036
128.497,1.027
128.527,1.033
128.557,1.028
128.587,1.031
128.617,1.034
128.647,1.033
128.677,1.029
128.707,1.029
128.737,1.030
128.767,1.029
128.797,1.031
128.827,1.033
128.857,1.028
128.887,1.029
128.917,1.036
128.947,1.031
128.977,1.029
129.007,1.028
129.037,1.029
129.067,1.026
129.097,1.027
129.127,1.031
129.157,1.033
129.187,1.033
129.217,1.033
129.247,1.032
129.277,1.030
129.307,1.035
129.337,1.026
129.367,1.031
129.397,1.041
129.427,1.035
129.457,1.027
129.487,1.027
129.517,1.030
129.547,1.028
129.577,1.036
129.607,1.032
129.637,1.024
129.667,1.030
129.697,1.037
129.727,1.030
129.757,1.029
129.787,1.028
129.817,1.033
129.847,1.033
129.877,1.032
129.907,1.035
129.937,1.028
129.967,1.033
129.997,1.031
130.027,1.027
130.057,1.027
130.087,1.031
130.117,1.032
130.147,1.034
130.177,1.024
130.207,1.027
130.237,1.028
130.267,1.037
130.297,1.035
130.327,1.025
130.357,1.031
130.387,1.028
130.417,1.034
130.447,1.035
130.477,1.030
130.507,1.032
130.537,1.028
130.567,1.028
130.597,1.028
130.627,1.031
130.657,1.035
130.687,1.030
130.717,1.029
130.747,1.035
130.777,1.035
130.807,1.035
130.837,1.034
130.867,1.029
130.897,1.027
130.927,1.032
130.957,1.030
130.987,1.034
131.017,1.028
131.047,1.033
131.077,1.026
131.107,1.035
131.137,1.029
131.167,1.026
131.197,1.030
131.227,1.029
131.257,1.035
131.287,1.028
131.317,1.030
131.347,1.032
131.377,1.026
131.407,1.029
131.437,1.028
131.467,1.030
131.497,1.030
131.527,1.038
131.557,1.028
131.587,1.030
131.617,1.030
131.647,1.032
131.677,1.031
131.707,1.034
131.737,1.031
131.767,1.026
131.797,1.032
131.827,1.030
131.857,1.025
131.887,1.031
131.917,1.036
131.947,1.031
131.977,1.031
132.007,1.031
132.037,1.028
132.067,1.029
132.097,1.029
132.127,1.030
132.157,1.029
132.187,1.028
132.217,1.036
132.247,1.031
132.277,1.032
132.307,1.028
132.337,1.027
132.367,1.034
132.397,1.032
132.427,1.026
132.457,1.025
132.487,1.033
132.517,1.032
132.547,1.029
132.577,1.031
132.607,1.028
132.637,1.032
132.667,1.032
132.697,1.032
132.727,1.031
132.757,1.027
132.787,1.030
132.817,1.032
132.847,1.030
132.877,1.031
132.907,1.024
132.937,1.029
132.967,1.037
132.997,1.029
133.027,1.028
133.057,1.029
133.087,1.034
133.117,1.030
133.147,1.031
133.177,1.028
133.207,1.023
133.237,1.034
133.267,1.034
133.297,1.026
133.327,1.028
133.357,1.033
133.387,1.030
133.417,1.033
133.447,1.031
133.477,1.032
133.507,1.032
133.537,1.032
133.567,1.027
133.597,1.032
133.627,1.033
133.657,1.033
133.687,1.028
133.717,1.032
133.747,1.038
133.777,1.035
133.807,1.029
133.837,1.026
133.867,1.028
133.897,1.031
133.927,1.034
133.957,1.025
133.987,1.024
134.017,1.034
134.047,1.033
134.077,1.025
134.107,1.029
134.137,1.029
134.167,1.033
134.197,1.032
134.227,1.030
134.257,1.030
134.287,1.031
134.317,1.030
134.347,1.032
134.377,1.029
134.407,1.024
134.437,1.035
134.467,1.036
134.497,1.035
134.527,1.028
134.557,1.026
134.587,1.027
134.617,1.036
134.647,1.032
134.677,1.032
134.707,1.029
134.737,1.027
134.767,1.035
134.797,1.034
134.827,1.027
134.857,1.029
134.887,1.030
134.917,1.030
134.947,1.031
134.977,1.035
135.007,1.037
135.037,1.028
135.067,1.027
135.097,1.023
135.127,1.030
135.157,1.040
135.187,1.035
135.217,1.032
135.247,1.028
135.277,1.026
135.307,1.027
135.337,1.033
135.367,1.034
135.397,1.030
135.427,1.035
135.457,1.026
135.487,1.031
135.517,1.035
135.547,1.030
135.577,1.030
135.607,1.031
135.637,1.036
135.667,1.029
135.697,1.029
135.727,1.032
135.757,1.031
135.787,1.032
135.817,1.028
135.847,1.027
135.877,1.033
135.907,1.030
135.937,1.035
135.967,1.035
135.997,1.029
136.027,1.030
136.057,1.030
136.087,1.030
136.117,1.030
136.147,1.029
136.177,1.023
136.207,1.034
136.237,1.033
136.267,1.028
136.297,1.027
136.327,1.033
136.357,1.033
136.387,1.032
136.417,1.032
136.447,1.030
136.477,1.029
136.507,1.030
136.537,1.028
136.567,1.028
136.597,1.028
136.627,1.028
136.657,1.031
136.687,1.033
136.717,1.031
136.747,1.029
136.777,1.034
136.807,1.027
136.837,1.030
136.867,1.032
136.897,1.026
136.927,1.024
136.957,1.033
136.987,1.031
137.017,1.028
137.047,1.027
137.077,1.031
137.107,1.030
137.137,1.031
137.167,1.032
137.197,1.028
137.227,1.027
137.257,1.031
137.287,1.032
137.317,1.032
137.347,1.028
137.377,1.028
137.407,1.029
137.437,1.033
137.467,1.033
137.497,1.032
137.527,1.026
137.557,1.032
137.587,1.030
137.617,1.031
137.647,1.034
137.677,1.031
137.707,1.027
137.737,1.034
137.767,1.031
137.797,1.029
137.827,1.029
137.857,1.029
137.887,1.029
137.917,1.033
137.947,1.032
137.977,1.029
138.007,1.028
138.037,1.026
138.067,1.034
138.097,1.031
138.127,1.028
138.157,1.026
138.187,1.029
138.217,1.035
138.247,1.035
138.277,1.029
138.307,1.031
138.337,1.026
138.367,1.030
138.397,1.032
138.427,1.032
138.457,1.026
138.487,1.027
138.517,1.034
138.547,1.035
138.577,1.031
138.607,1.031
138.637,1.030
138.667,1.035
138.697,1.033
138.727,1.030
138.757,1.028
138.787,1.033
138.817,1.034
138.847,1.021
138.877,1.021
138.907,1.035
138.937,1.033
138.967,1.033
138.997,1.031
139.027,1.023
139.057,1.027
139.087,1.030
139.117,1.031
139.147,1.034
139.177,1.029
139.207,1.020
139.237,1.030
139.267,1.031
139.297,1.024
139.327,1.029
139.357,1.029
139.387,1.032
139.417,1.031
139.447,1.031
139.477,1.033
139.507,1.034
139.537,1.028
139.567,1.028
139.597,1.030
139.627,1.035
139.657,1.029
139.687,1.030
139.717,1.031
139.747,1.028
139.777,1.031
139.807,1.031
139.837,1.036
139.867,1.031
139.897,1.031
139.927,1.027
139.957,1.034
139.987,1.032
140.017,1.027
140.047,1.031
140.077,1.029
140.107,1.031
140.137,1.030
140.167,1.030
140.197,1.031
140.227,1.031
140.257,1.036
140.287,1.029
140.317,1.032
140.347,1.029
140.377,1.032
140.407,1.033
140.437,1.035
140.467,1.030
140.497,1.028
140.527,1.030
140.557,1.034
140.587,1.033
140.617,1.029
140.647,1.027
140.677,1.032
140.707,1.035
140.737,1.027
140.767,1.031
140.797,1.033
140.827,1.031
140.857,1.028
140.887,1.033
140.917,1.032
140.947,1.032
140.977,1.028
141.007,1.028
141.037,1.032
141.067,1.030
141.097,1.030
141.127,1.027
141.157,1.029
141.187,1.037
141.217,1.035
141.247,1.033
141.277,1.029
141.307,1.032
141.337,1.027
141.367,1.032
141.397,1.037
141.427,1.030
141.457,1.030
141.487,1.034
141.517,1.029
141.547,1.031
141.577,1.027
141.607,1.029
141.637,1.031
141.667,1.035
141.697,1.031
141.727,1.030
141.757,1.029
141.787,1.027
141.817,1.030
141.847,1.035
141.877,1.029
141.907,1.029
141.937,1.025
141.967,1.032
141.997,1.035
142.027,1.036
142.057,1.027
142.087,1.027
142.117,1.028
142.147,1.028
142.177,1.033
142.207,1.033
142.237,1.025
142.267,1.030
142.297,1.033
142.327,1.029
142.357,1.026
142.387,1.029
142.417,1.032
142.447,1.027
142.477,1.032
142.507,1.027
142.537,1.035
142.567,1.040
142.597,1.029
142.627,1.031
142.657,1.030
142.687,1.030
142.717,1.027
142.747,1.027
142.777,1.034
142.807,1.038
142.837,1.030
142.867,1.030
142.897,1.029
142.927,1.034
142.957,1.034
142.987,1.031
143.017,1.037
143.047,1.032
143.077,1.026
143.107,1.037
143.137,1.034
143.167,1.024
143.197,1.029
143.227,1.035
143.257,1.032
143.287,1.030
143.317,1.029
143.347,1.032
143.377,1.031
143.407,1.032
143.437,1.031
143.467,1.031
143.497,1.026
143.527,1.035
143.557,1.032
143.587,1.032
143.617,1.030
143.647,1.024
143.677,1.032
143.707,1.035
143.737,1.035
143.767,1.031
143.797,1.031
143.827,1.028
143.857,1.029
143.887,1.032
143.917,1.026
143.947,1.025
143.977,1.033
144.007,1.037
144.037,1.036
144.067,1.030
144.097,1.035
144.127,1.031
144.157,1.034
144.187,1.029
144.217,1.034
144.247,1.031
144.277,1.032
144.307,1.035
144.337,1.033
144.367,1.029
144.397,1.028
144.427,1.031
144.457,1.030
144.487,1.029
144.517,1.035
144.547,1.022
144.577,1.030
144.607,1.032
144.637,1.028
144.667,1.028
144.697,1.032
144.727,1.029
144.757,1.034
144.787,1.029
144.817,1.033
144.847,1.029
144.877,1.032
144.907,1.031
144.937,1.034
144.967,1.029
144.997,1.031
145.027,1.030
145.057,1.032
145.087,1.027
145.117,1.029
145.147,1.031
145.177,1.030
145.207,1.030
145.237,1.034
145.267,1.027
145.297,1.034
145.327,1.036
145.357,1.030
145.387,1.028
145.417,1.030
145.447,1.032
145.477,1.032
145.507,1.032
145.537,1.027
145.567,1.032
145.597,1.029
145.627,1.033
145.657,1.029
145.687,1.034
145.717,1.027
145.747,1.025
145.777,1.037
145.807,1.034
145.837,1.028
145.867,1.030
145.897,1.027
145.927,1.027
145.957,1.035
145.987,1.033
146.017,1.025
146.047,1.033
146.077,1.030
146.107,1.027
146.137,1.028
146.167,1.031
146.197,1.032
146.227,1.034
146.257,1.033
146.287,1.030
146.317,1.028
146.347,1.033
146.377,1.033
146.407,1.032
146.437,1.032
146.467,1.030
146.497,1.029
146.527,1.033
146.557,1.033
146.587,1.029
146.617,1.030
146.647,1.035
146.677,1.031
146.707,1.035
146.737,1.030
146.767,1.025
146.797,1.032
146.827,1.038
146.857,1.029
146.887,1.031
146.917,1.032
146.947,1.030
146.977,1.032
147.007,1.035
147.037,1.030
147.067,1.033
147.097,1.036
147.127,1.030
147.157,1.023
147.187,1.038
147.217,1.035
147.247,1.034
147.277,1.032
147.307,1.024
147.337,1.030
147.367,1.035
147.397,1.038
147.427,1.034
147.457,1.026
147.487,1.029
147.517,1.032
147.547,1.033
147.577,1.027
147.607,1.026
147.637,1.030
147.667,1.030
147.697,1.031
147.727,1.034
147.757,1.033
147.787,1.032
147.817,1.033
147.847,1.029
147.877,1.030
147.907,1.031
147.937,1.031
147.967,1.034
147.997,1.030
148.027,1.028
148.057,1.030
148.087,1.031
148.117,1.031
148.147,1.034
148.177,1.030
148.207,1.025
148.237,1.030
148.267,1.033
148.297,1.028
148.327,1.030
148.357,1.030
148.387,1.036
148.417,1.034
148.447,1.030
148.477,1.031
148.507,1.034
148.537,1.030
148.567,1.028
148.597,1.031
148.627,1.029
148.657,1.028
148.687,1.035
148.717,1.029
148.747,1.031
148.777,1.032
148.807,1.031
148.837,1.031
148.867,1.029
148.897,1.029
148.927,1.022
148.957,1.034
148.987,1.031
149.017,1.025
149.047,1.032
149.077,1.032
149.107,1.031
149.137,1.032
149.167,1.033
149.197,1.029
149.227,1.031
149.257,1.031
149.287,1.034
149.317,1.031
149.347,1.035
149.377,1.027
149.407,1.027
149.437,1.038
149.467,1.031
149.497,1.030
149.527,1.029
149.557,1.030
149.587,1.030
149.617,1.032
149.647,1.037
149.677,1.031
149.707,1.033
149.737,1.038
149.767,1.030
149.797,1.033
149.827,1.032
149.857,1.031
149.887,1.029
149.917,1.029
149.947,1.033
149.977,1.028
150.007,1.031
150.037,1.030
150.067,1.030
150.097,1.032
150.127,1.031
150.157,1.031
150.187,1.027
150.217,1.033
150.247,1.035
150.277,1.034
150.307,1.030
150.337,1.029
150.367,1.032
150.397,1.030
150.427,1.028
150.457,1.033
150.487,1.030
150.517,1.028
150.547,1.034
150.577,1.034
150.607,1.028
150.637,1.029
150.667,1.034
150.697,1.033
150.727,1.032
150.757,1.031
150.787,1.029
150.817,1.027
150.847,1.029
150.877,1.032
150.907,1.027
150.937,1.033
150.967,1.038
150.997,1.032
151.027,1.028
151.057,1.031
151.087,1.030
151.117,1.034
151.147,1.024
151.177,1.029
151.207,1.034
151.237,1.035
151.267,1.031
151.297,1.033
151.327,1.034
151.357,1.026
151.387,1.037
151.417,1.031
151.447,1.028
151.477,1.033
151.507,1.031
151.537,1.031
151.567,1.029
151.597,1.033
151.627,1.035
151.657,1.034
151.687,1.032
151.717,1.021
151.747,1.022
151.777,1.038
151.807,1.034
151.837,1.032
151.867,1.031
151.897,1.029
151.927,1.029
151.957,1.033
151.987,1.039
152.017,1.032
152.047,1.029
152.077,1.025
152.107,1.029
152.137,1.039
152.167,1.029
152.197,1.026
152.227,1.031
152.257,1.029
152.287,1.031
152.317,1.036
152.347,1.030
152.377,1.031
152.407,1.032
152.437,1.031
152.467,1.032
152.497,1.026
152.527,1.033
152.557,1.030
152.587,1.034
152.617,1.033
152.647,1.030
152.677,1.032
152.707,1.034
152.737,1.030
152.767,1.032
152.797,1.031
152.827,1.024
152.857,1.036
152.887,1.037
152.917,1.031
152.947,1.032
152.977,1.031
153.007,1.032
153.037,1.034
153.067,1.031
153.097,1.029
153.127,1.032
153.157,1.033
153.187,1.032
153.217,1.026
153.247,1.025
153.277,1.032
153.307,1.031
153.337,1.035
153.367,1.031
153.397,1.026
153.427,1.031
153.457,1.034
153.487,1.032
153.517,1.034
153.547,1.028
153.577,1.027
153.607,1.036
153.637,1.035
153.667,1.031
153.697,1.030
153.727,1.033
153.757,1.031
153.787,1.032
153.817,1.031
153.847,1.035
153.877,1.032
153.907,1.033
153.937,1.034
153.967,1.032
153.997,1.029
154.027,1.033
154.057,1.032
154.087,1.035
154.117,1.034
154.147,1.026
154.177,1.030
154.207,1.031
154.237,1.029
154.267,1.032
154.297,1.027
154.327,1.022
154.357,1.033
154.387,1.032
154.417,1.030
154.447,1.029
154.477,1.031
154.507,1.027
154.537,1.031
154.567,1.034
154.597,1.031
154.627,1.027
154.657,1.029
154.687,1.034
154.717,1.030
154.747,1.032
154.777,1.029
154.807,1.027
154.837,1.032
154.867,1.032
154.897,1.034
154.927,1.026
154.957,1.028
154.987,1.032
155.017,1.032
155.047,1.030
155.077,1.033
155.107,1.028
155.137,1.035
155.167,1.037
155.197,1.031
155.227,1.030
155.257,1.034
155.287,1.028
155.317,1.032
155.347,1.032
155.377,1.033
155.407,1.031
155.437,1.031
155.467,1.030
155.497,1.034
155.527,1.031
155.557,1.027
155.587,1.026
155.617,1.036
155.647,1.041
155.677,1.034
155.707,1.029
155.737,1.030
155.767,1.033
155.797,1.033
155.827,1.028
155.857,1.028
155.887,1.033
155.917,1.031
155.947,1.032
155.977,1.029
156.007,1.028
156.037,1.031
156.067,1.035
156.097,1.032
156.127,1.031
156.157,1.032
156.187,1.036
156.217,1.030
156.247,1.029
156.277,1.027
156.307,1.038
156.337,1.032
156.367,1.027
156.397,1.034
156.427,1.031
156.457,1.028
156.487,1.032
156.517,1.034
156.547,1.033
156.577,1.027
156.607,1.030
156.637,1.026
156.667,1.038
156.697,1.032
156.727,1.027
156.757,1.030
156.787,1.032
156.817,1.034
156.847,1.031
156.877,1.030
156.907,1.034
156.937,1.035
156.967,1.031
156.997,1.028
157.027,1.025
157.057,1.032
157.087,1.035
157.117,1.032
157.147,1.033
157.177,1.030
157.207,1.033
157.237,1.036
157.267,1.031
157.297,1.028
157.327,1.031
157.357,1.028
157.387,1.038
157.417,1.034
157.447,1.028
157.477,1.032
157.507,1.032
157.537,1.033
157.567,1.035
157.597,1.032
157.627,1.032
157.657,1.032
157.687,1.030
157.717,1.032
157.747,1.028
157.777,1.032
157.807,1.031
157.837,1.035
157.867,1.034
157.897,1.030
157.927,1.030
157.957,1.031
157.987,1.029
158.017,1.031
158.047,1.032
158.077,1.031
158.107,1.036
158.137,1.033
158.167,1.029
158.197,1.030
158.227,1.032
158.257,1.033
158.287,1.029
158.317,1.033
158.347,1.031
158.377,1.032
158.407,1.034
158.437,1.032
158.467,1.030
158.497,1.032
158.527,1.034
158.557,1.036
158.587,1.033
158.617,1.030
158.647,1.029
158.677,1.029
158.707,1.036
158.737,1.037
158.767,1.027
158.797,1.021
158.827,1.032
158.857,1.031
158.887,1.029
158.917,1.029
158.947,1.028
158.977,1.035
159.007,1.031
159.037,1.035
159.067,1.032
159.097,1.034
159.127,1.028
159.157,1.035
159.187,1.033
159.217,1.033
159.247,1.020
159.277,1.026
159.307,1.039
159.337,1.039
159.367,1.030
159.397,1.028
159.427,1.027
159.457,1.030
159.487,1.026
159.517,1.029
159.547,1.034
159.577,1.035
159.607,1.036
159.637,1.029
159.667,1.027
159.697,1.032
159.727,1.034
159.757,1.031
159.787,1.031
159.817,1.034
159.847,1.034
159.877,1.029
159.907,1.029
159.937,1.031
159.967,1.017
159.997,1.034
160.027,1.036
160.057,1.035
160.087,1.029
160.117,1.031
160.147,1.031
160.177,1.031
160.207,1.034
160.237,1.032
160.267,1.024
160.297,1.029
160.327,1.034
160.357,1.028
160.387,1.026
160.417,1.033
160.447,1.036
160.477,1.033
160.507,1.030
160.537,1.031
160.567,1.033
160.597,1.026
160.627,1.031
160.657,1.031
160.687,1.027
160.717,1.032
160.747,1.034
160.777,1.037
160.807,1.032
160.837,1.030
160.867,1.027
160.897,1.035
160.927,1.038
160.957,1.029
160.987,1.035
161.017,1.033
161.047,1.027
161.077,1.032
161.107,1.033
161.137,1.031
161.167,1.025
161.197,1.031
161.227,1.035
161.257,1.031
161.287,1.030
161.317,1.028
161.347,1.029
161.377,1.033
161.407,1.035
161.437,1.032
161.467,1.031
161.497,1.028
161.527,1.030
161.557,1.031
161.587,1.037
161.617,1.033
161.647,1.028
161.677,1.031
161.707,1.032
161.737,1.027
161.767,1.029
161.797,1.035
161.827,1.030
161.857,1.035
161.887,1.031
161.917,1.029
161.947,1.029
161.977,1.030
162.007,1.033
162.037,1.031
162.067,1.035
162.097,1.032
162.127,1.034
162.157,1.035
162.187,1.033
162.217,1.029
162.247,1.027
162.277,1.029
162.307,1.033
162.337,1.033
162.367,1.034
162.397,1.022
162.427,1.034
162.457,1.034
162.487,1.028
162.517,1.025
162.547,1.036
162.577,1.035
162.607,1.033
162.637,1.032
162.667,1.029
162.697,1.028
162.727,1.036
162.757,1.027
162.787,1.022
162.817,1.034
162.847,1.040
162.877,1.033
162.907,1.029
162.937,1.032
162.967,1.029
162.997,1.034
163.027,1.033
163.057,1.034
163.087,1.031
163.117,1.027
163.147,1.029
163.177,1.036
163.207,1.032
163.237,1.027
163.267,1.032
163.297,1.032
163.327,1.032
163.357,1.036
163.387,1.037
163.417,1.032
163.447,1.028
163.477,1.024
163.507,1.034
163.537,1.033
163.567,1.033
163.597,1.029
163.627,1.029
163.657,1.031
163.687,1.035
163.717,1.035
163.747,1.036
163.777,1.038
163.807,1.028
163.837,1.032
163.867,1.030
163.897,1.029
163.927,1.031
163.957,1.029
163.987,1.035
164.017,1.030
164.047,1.034
164.077,1.035
164.107,1.030
164.137,1.030
164.167,1.030
164.197,1.031
164.227,1.035
164.257,1.034
164.287,1.033
164.317,1.029
164.347,1.030
164.377,1.032
164.407,1.035
164.437,1.032
164.467,1.025
164.497,1.033
164.527,1.038
164.557,1.032
164.587,1.025
164.617,1.030
164.647,1.034
164.677,1.033
164.707,1.031
164.737,1.031
164.767,1.034
164.797,1.030
164.827,1.033
164.857,1.030
164.887,1.027
164.917,1.036
164.947,1.037
164.977,1.032
165.007,1.030
165.037,1.032
165.067,1.032
165.097,1.035
165.127,1.032
165.157,1.026
165.187,1.032
165.217,1.037
165.247,1.033
165.277,1.030
165.307,1.032
165.337,1.034
165.367,1.035
165.397,1.032
165.427,1.031
165.457,1.032
165.487,1.034
165.517,1.033
165.547,1.034
165.577,1.034
165.607,1.030
165.637,1.030
165.667,1.033
165.697,1.036
165.727,1.027
165.757,1.030
165.787,1.031
165.817,1.033
165.847,1.032
165.877,1.029
165.907,1.023
165.937,1.034
165.967,1.034
165.997,1.030
166.027,1.030
166.057,1.032
166.087,1.034
166.117,1.031
166.147,1.032
166.177,1.029
166.207,1.029
166.237,1.030
166.267,1.035
166.297,1.028
166.327,1.029
166.357,1.026
166.387,1.032
166.417,1.035
166.447,1.038
166.477,1.028
166.507,1.028
166.537,1.029
166.567,1.028
166.597,1.032
166.627,1.033
166.657,1.033
166.687,1.028
166.717,1.036
166.747,1.034
166.777,1.032
166.807,1.028
166.837,1.033
166.867,1.031
166.897,1.030
166.927,1.032
166.957,1.034
166.987,1.032
167.017,1.030
167.047,1.035
167.077,1.032
167.107,1.032
167.137,1.034
167.167,1.028
167.197,1.031
167.227,1.041
167.257,1.035
167.287,1.029
167.317,1.031
167.347,1.030
167.377,1.032
167.407,1.031
167.437,1.031
167.467,1.024
167.497,1.034
167.527,1.034
167.557,1.030
167.587,1.030
167.617,1.032
167.647,1.026
167.677,1.031
167.707,1.042
167.737,1.036
167.767,1.024
167.797,1.032
167.827,1.036
167.857,1.034
167.887,1.028
167.917,1.031
167.947,1.033
167.977,1.030
168.007,1.036
168.037,1.033
168.067,1.030
168.097,1.029
168.127,1.034
168.157,1.033
168.187,1.028
168.217,1.033
168.247,1.032
168.277,1.025
168.307,1.034
168.337,1.033
168.367,1.030
168.397,1.031
168.427,1.036
168.457,1.036
168.487,1.031
168.517,1.028
168.547,1.033
168.577,1.036
