df_hash,22ZHK4.A7NV4E
318.823,34.625
319.801,34.656
320.835,34.656
321.943,34.688
322.820,34.656
323.815,34.656
324.819,34.656
325.843,34.656
327.013,34.688
327.793,34.656
328.842,34.656
329.792,34.656
330.816,34.688
331.937,34.719
332.814,34.688
333.789,34.719
334.833,34.719
335.838,34.688
336.861,34.719
337.836,34.688
338.811,34.688
339.838,34.656
340.903,34.625
341.833,34.656
343.051,34.656
343.832,34.625
344.807,34.656
345.830,34.688
347.195,34.688
347.829,34.750
348.804,34.750
349.828,34.781
350.854,34.812
351.827,34.812
352.805,34.844
354.171,34.844
354.801,34.844
355.825,34.812
356.839,34.781
357.826,34.750
358.798,34.719
359.822,34.719
360.797,34.719
361.821,34.688
362.993,34.688
363.820,34.688
364.812,34.688
365.835,34.688
366.893,34.719
367.821,34.719
368.813,34.719
369.816,34.688
370.796,34.719
371.815,34.719
372.841,34.719
373.813,34.719
374.788,34.719
375.889,34.719
376.812,34.719
377.811,34.750
379.035,34.781
379.810,34.812
380.795,34.812
381.833,34.812
382.783,34.812
383.807,34.781
384.831,34.781
385.806,34.781
387.194,34.688
387.805,34.688
388.830,34.656
389.804,34.656
391.073,34.594
392.000,34.594
392.923,34.625
393.801,34.625
394.825,34.656
395.799,34.688
396.824,34.781
397.847,34.781
398.822,34.750
399.797,34.750
400.967,34.812
402.039,34.812
402.820,34.750
403.797,34.750
404.818,34.750
405.794,34.719
406.820,34.688
407.793,34.688
408.817,34.688
409.795,34.688
410.815,34.688
411.790,34.688
412.823,34.688
413.896,34.656
414.812,34.688
415.791,34.719
416.816,34.719
417.786,34.781
418.810,34.781
419.802,34.781
420.809,34.812
421.933,34.812
422.807,34.812
423.782,34.844
424.806,34.844
425.782,34.844
426.999,34.812
427.780,34.781
428.804,34.781
429.827,34.750
430.807,34.750
431.830,34.719
432.801,34.750
433.825,34.719
434.800,34.688
435.823,34.688
436.899,34.688
437.823,34.594
438.798,34.656
439.851,34.688
440.798,34.688
441.820,34.719
443.041,34.750
443.819,34.719
444.794,34.719
445.818,34.719
446.946,34.719
447.816,34.781
448.793,34.688
449.815,34.625
450.939,34.562
451.818,34.500
452.789,34.406
453.813,34.375
454.788,34.281
