df_hash,22ZHK4.A7NV4E
122.872,1.002
122.902,0.998
122.932,1.002
122.962,1.001
122.992,1.002
123.022,1.001
123.052,1.001
123.082,1.000
123.112,1.003
123.142,1.007
123.172,1.000
123.202,1.000
123.232,0.999
123.262,1.008
123.292,1.007
123.322,1.002
123.352,1.009
123.382,1.006
123.412,1.002
123.442,0.998
123.472,1.000
123.502,1.003
123.532,1.006
123.562,1.000
123.592,1.006
123.622,1.000
123.652,0.997
123.682,1.002
123.712,1.004
123.742,1.006
123.772,0.996
123.802,1.000
123.832,0.999
123.862,1.003
123.892,1.000
123.922,1.000
123.952,1.000
123.982,1.001
124.012,1.000
124.042,1.001
124.072,0.997
124.102,1.009
124.132,1.002
124.162,1.000
124.192,1.007
124.222,1.000
124.252,0.995
124.282,0.997
124.312,1.001
124.342,1.002
124.372,1.003
124.402,1.001
124.432,1.004
124.462,1.000
124.492,0.997
124.522,1.000
124.552,1.001
124.582,1.002
124.612,1.004
124.642,1.000
124.672,0.998
124.702,0.998
124.732,1.002
124.762,0.998
124.792,1.002
124.822,1.003
124.852,1.005
124.882,0.998
124.912,1.002
124.942,1.005
124.972,1.000
125.002,0.997
125.032,0.998
125.062,1.007
125.092,1.002
125.122,1.000
125.152,0.996
125.182,1.009
125.212,1.005
125.242,0.996
125.272,0.996
125.302,1.002
125.332,1.004
125.362,1.002
125.392,0.998
125.422,1.003
125.452,1.004
125.482,1.004
125.512,1.002
125.542,1.005
125.572,1.005
125.602,1.006
125.632,1.008
125.662,0.997
125.692,1.007
125.722,1.006
125.752,1.005
125.782,1.000
125.812,1.003
125.842,1.006
125.872,1.010
125.902,1.000
125.932,1.002
125.962,1.005
125.992,1.002
126.022,1.001
126.052,0.999
126.082,1.002
126.112,1.006
126.142,1.006
126.172,1.003
126.202,1.000
126.232,1.003
126.262,1.006
126.292,1.006
126.322,1.003
126.352,1.000
126.382,1.002
126.412,1.008
126.442,0.999
126.472,1.009
126.502,1.009
126.532,1.002
126.562,1.001
126.592,1.002
126.622,1.000
126.652,1.008
126.682,0.999
126.712,1.006
126.742,1.005
126.772,1.002
126.802,1.003
126.832,1.006
126.862,1.006
126.892,1.006
126.922,1.007
126.952,1.007
126.982,1.004
127.012,1.006
127.042,1.006
127.072,1.000
127.102,1.002
127.132,1.004
127.162,1.005
127.192,1.000
127.222,0.998
127.252,1.008
127.282,1.009
127.312,1.002
127.342,1.001
127.372,0.999
127.402,1.006
127.432,1.007
127.462,1.000
127.492,1.002
127.522,1.000
127.552,0.999
127.582,1.003
127.612,1.005
127.642,1.002
127.672,1.005
127.702,1.003
127.732,1.004
127.762,1.000
127.792,1.000
127.822,1.002
127.852,1.001
127.882,1.003
127.912,1.003
127.942,1.002
127.972,1.002
128.002,1.001
128.032,1.000
128.062,1.000
128.092,0.998
128.122,1.001
128.152,1.001
128.182,1.003
128.212,1.005
128.242,1.000
128.272,1.002
128.302,1.003
128.332,1.004
128.362,0.998
128.392,1.002
128.422,1.004
128.452,1.004
128.482,1.000
128.512,1.004
128.542,1.007
128.572,1.007
128.602,1.004
128.632,1.001
128.662,1.000
128.692,1.003
128.722,1.004
128.752,1.001
128.782,1.008
128.812,1.006
128.842,1.001
128.872,0.999
128.902,1.006
128.932,1.006
128.962,1.008
128.992,1.000
129.022,1.007
129.052,1.002
129.082,1.002
129.112,1.002
129.142,1.002
129.172,1.004
129.202,1.000
129.232,1.005
129.262,1.003
129.292,1.004
129.322,1.005
129.352,1.007
129.382,1.001
129.412,1.004
129.442,1.003
129.472,1.004
129.502,0.999
129.532,1.006
129.562,1.004
129.592,1.003
129.622,1.010
129.652,1.005
129.682,1.001
129.712,1.000
129.742,1.004
129.772,1.007
129.802,1.007
129.832,0.998
129.862,1.002
129.892,1.002
129.922,1.003
129.952,1.002
129.982,1.003
130.012,1.004
130.042,1.004
130.072,1.003
130.102,1.000
130.132,1.000
130.162,1.004
130.192,1.004
130.222,1.007
130.252,1.004
130.282,1.005
130.312,1.004
130.342,1.005
130.372,1.006
130.402,1.001
130.432,1.006
130.462,1.009
130.492,1.005
130.522,1.002
130.552,1.003
130.582,1.007
130.612,1.009
130.642,1.003
130.672,1.002
130.702,1.005
130.732,1.002
130.762,1.002
130.792,1.004
130.822,1.003
130.852,1.006
130.882,1.003
130.912,1.006
130.942,1.004
130.972,1.002
131.002,1.003
131.032,1.003
131.062,1.001
131.092,1.001
131.122,1.003
131.152,1.003
131.182,1.000
131.212,1.001
131.242,1.007
131.272,1.003
131.302,0.996
131.332,0.996
131.362,1.000
131.392,1.006
131.422,1.005
131.452,0.998
131.482,1.002
131.512,1.004
131.542,1.000
131.572,1.000
131.602,1.003
131.632,1.000
131.662,0.999
131.692,0.998
131.722,1.004
131.752,0.999
131.782,0.998
131.812,1.002
131.842,1.001
131.872,0.997
131.902,1.002
131.932,1.004
131.962,1.004
131.992,1.007
132.022,1.002
132.052,1.000
132.082,0.998
132.112,0.997
132.142,1.000
132.172,1.010
132.202,1.009
132.232,1.009
132.262,1.000
132.292,0.997
132.322,1.004
132.352,1.007
132.382,1.004
132.412,0.999
132.442,1.001
132.472,0.999
132.502,1.005
132.532,1.008
132.562,1.008
132.592,1.004
132.622,0.997
132.652,1.009
132.682,1.006
132.712,1.002
132.742,0.999
132.772,1.006
132.802,1.008
132.832,1.003
132.862,1.006
132.892,1.005
132.922,1.005
132.952,1.001
132.982,1.003
133.012,1.006
133.042,1.008
133.072,1.005
133.102,1.005
133.132,1.000
133.162,1.002
133.192,1.005
133.222,1.003
133.252,1.004
133.282,1.002
133.312,1.005
133.342,1.009
133.372,1.003
133.402,1.008
133.432,1.009
133.462,1.003
133.492,1.004
133.522,1.005
133.552,1.006
133.582,1.012
133.612,1.001
133.642,1.005
133.672,1.005
133.702,1.003
133.732,1.008
133.762,1.004
133.792,1.004
133.822,1.007
133.852,1.004
133.882,1.002
133.912,1.002
133.942,1.005
133.972,1.006
134.002,1.005
134.032,1.006
134.062,1.006
134.092,1.005
134.122,1.004
134.152,1.002
134.182,1.009
134.212,1.011
134.242,1.007
134.272,1.002
134.302,1.004
134.332,1.006
134.362,1.008
134.392,1.003
134.422,1.005
134.452,1.003
134.482,1.000
134.512,1.006
134.542,1.008
134.572,1.006
134.602,1.006
134.632,1.007
134.662,1.003
134.692,1.004
134.722,1.006
134.752,1.004
134.782,1.003
134.812,1.003
134.842,1.002
134.872,1.004
134.902,1.010
134.932,1.010
134.962,1.006
134.992,1.004
135.022,1.009
135.052,1.004
135.082,1.002
135.112,0.999
135.142,1.006
135.172,1.008
135.202,1.008
135.232,1.004
135.262,1.004
135.292,1.000
135.322,1.003
135.352,1.002
135.382,1.001
135.412,1.007
135.442,1.006
135.472,1.004
135.502,1.002
135.532,1.004
135.562,1.008
135.592,1.003
135.622,1.005
135.652,1.001
135.682,0.997
135.712,1.003
135.742,1.004
135.772,1.004
135.802,1.004
135.832,1.004
135.862,1.002
135.892,1.007
135.922,1.014
135.952,1.004
135.982,1.009
136.012,1.018
136.042,1.014
136.072,1.003
136.102,0.997
136.132,0.996
136.162,1.002
136.192,1.006
136.222,1.009
136.252,1.008
136.282,1.010
136.312,1.005
136.342,1.007
136.372,1.004
136.402,1.009
136.432,1.001
136.462,1.008
136.492,1.010
136.522,1.004
136.552,1.007
136.582,1.008
136.612,1.005
136.642,1.008
136.672,1.015
136.702,1.010
136.732,1.009
136.762,0.999
136.792,1.006
136.822,1.007
136.852,1.004
136.882,0.998
136.912,1.004
136.942,1.010
136.972,1.013
137.002,1.015
137.032,1.000
137.062,0.997
137.092,1.002
137.122,1.014
137.152,1.011
137.182,1.010
137.212,1.004
137.242,1.010
137.272,1.011
137.302,1.001
137.332,1.010
137.362,1.011
137.392,1.010
137.422,1.005
137.452,1.007
137.482,1.009
137.512,1.014
137.542,1.009
137.572,1.007
137.602,1.007
137.632,1.007
137.662,1.001
137.692,1.007
137.722,1.009
137.752,1.007
137.782,1.006
137.812,1.009
137.842,1.006
137.872,1.003
137.902,1.009
137.932,1.009
137.962,1.005
137.992,1.005
138.022,1.002
138.052,1.004
138.082,1.007
138.112,1.005
138.142,1.009
138.172,1.003
138.202,0.998
138.232,1.008
138.262,1.009
138.292,1.007
138.322,1.008
138.352,1.002
138.382,1.004
138.412,1.003
138.442,1.006
138.472,1.006
138.502,1.006
138.532,1.003
138.562,1.006
138.592,1.005
138.622,1.003
138.652,1.000
138.682,1.002
138.712,1.004
138.742,1.004
138.772,1.004
138.802,0.999
138.832,1.008
138.862,1.013
138.892,1.009
138.922,1.004
138.952,0.999
138.982,1.005
139.012,1.009
139.042,1.008
139.072,1.003
139.102,1.008
139.132,1.009
139.162,1.006
139.192,1.007
139.222,1.010
139.252,1.008
139.282,1.009
139.312,1.007
139.342,1.005
139.372,1.004
139.402,1.007
139.432,1.010
139.462,1.006
139.492,1.010
139.522,1.003
139.552,1.005
139.582,1.015
139.612,1.008
139.642,1.010
139.672,1.005
139.702,1.003
139.732,1.006
139.762,1.006
139.792,1.006
139.822,1.012
139.852,1.005
139.882,1.009
139.912,1.005
139.942,1.003
139.972,1.006
140.002,1.008
140.032,1.007
140.062,1.007
140.092,1.006
140.122,1.005
140.152,1.010
140.182,1.010
140.212,1.009
140.242,1.009
140.272,1.009
140.302,1.008
140.332,1.007
140.362,1.009
140.392,1.002
140.422,1.012
140.452,1.011
140.482,1.006
140.512,1.002
140.542,1.008
140.572,1.009
140.602,1.015
140.632,1.003
140.662,1.009
140.692,1.006
140.722,1.005
140.752,1.005
140.782,1.006
140.812,1.010
140.842,1.010
140.872,1.008
140.902,1.006
140.932,1.003
140.962,1.007
140.992,1.009
141.022,1.007
141.052,1.006
141.082,1.007
141.112,1.002
141.142,1.008
141.172,1.010
141.202,1.002
141.232,1.013
141.262,1.009
141.292,1.004
141.322,1.002
141.352,1.007
141.382,1.011
141.412,1.011
141.442,1.007
141.472,1.006
141.502,1.009
141.532,1.005
141.562,1.009
141.592,1.007
141.622,1.008
141.652,1.005
141.682,1.005
141.712,1.005
141.742,1.010
141.772,1.009
141.802,1.007
141.832,1.006
141.862,1.006
141.892,1.009
141.922,1.005
141.952,1.005
141.982,1.004
142.012,1.006
142.042,1.012
142.072,1.009
142.102,0.999
142.132,1.001
142.162,1.008
142.192,1.009
142.222,1.008
142.252,1.003
142.282,1.008
142.312,1.002
142.342,1.006
142.372,1.001
142.402,1.006
142.432,1.007
142.462,1.007
142.492,1.005
142.522,1.001
142.552,1.005
142.582,1.005
142.612,1.004
142.642,1.008
142.672,1.005
142.702,1.000
142.732,1.005
142.762,1.009
142.792,1.010
142.822,1.010
142.852,1.007
142.882,1.004
142.912,1.007
142.942,1.009
142.972,1.006
143.002,1.014
143.032,1.011
143.062,1.009
143.092,1.005
143.122,1.008
143.152,1.005
143.182,1.010
143.212,1.009
143.242,1.010
143.272,1.009
143.302,1.007
143.332,1.007
143.362,1.007
143.392,1.006
143.422,1.008
143.452,1.009
143.482,1.010
143.512,1.006
143.542,1.013
143.572,1.007
143.602,1.011
143.632,1.010
143.662,1.006
143.692,1.001
143.722,1.006
143.752,1.011
143.782,1.013
143.812,1.005
143.842,1.011
143.872,1.006
143.902,1.005
143.932,1.009
143.962,1.007
143.992,1.008
144.022,1.006
144.052,1.006
144.082,1.006
144.112,1.007
144.142,1.006
144.172,1.006
144.202,1.007
144.232,1.010
144.262,1.007
144.292,1.010
144.322,1.012
144.352,1.004
144.382,1.013
144.412,1.011
144.442,1.007
144.472,1.006
144.502,1.009
144.532,1.011
144.562,1.011
144.592,1.003
144.622,1.009
144.652,1.007
144.682,1.006
144.712,1.006
144.742,1.007
144.772,1.008
144.802,1.006
144.832,1.002
144.862,1.007
144.892,1.007
144.922,1.007
144.952,1.010
144.982,1.009
145.012,1.011
145.042,1.009
145.072,1.004
145.102,1.008
145.132,1.012
145.162,1.004
145.192,1.014
145.222,1.004
145.252,1.002
145.282,1.006
145.312,1.009
145.342,1.009
145.372,1.015
145.402,1.004
145.432,1.011
145.462,1.008
145.492,1.001
145.522,1.005
145.552,1.008
145.582,1.007
145.612,1.006
145.642,1.008
145.672,1.007
145.702,1.007
145.732,1.006
145.762,1.005
145.792,1.008
145.822,1.007
145.852,1.007
145.882,1.008
145.912,1.001
145.942,1.005
145.972,1.009
146.002,1.007
146.032,1.000
146.062,1.000
146.092,1.006
146.122,1.008
146.152,1.006
146.182,1.004
146.212,1.004
146.242,1.010
146.272,1.004
146.302,1.003
146.332,1.008
146.362,1.005
146.392,1.005
146.422,1.009
146.452,1.011
146.482,1.005
146.512,1.008
146.542,1.010
146.572,1.009
146.602,1.008
146.632,1.006
146.662,1.011
146.692,1.009
146.722,1.009
146.752,1.003
146.782,1.010
146.812,1.010
146.842,1.004
146.872,1.003
146.902,1.010
146.932,1.010
146.962,1.013
146.992,1.007
147.022,1.006
147.052,1.012
147.082,1.008
147.112,1.009
147.142,1.008
147.172,1.009
147.202,1.009
147.232,1.009
147.262,1.006
147.292,1.010
147.322,1.010
147.352,1.011
147.382,1.007
147.412,1.010
147.442,1.007
147.472,1.009
147.502,1.003
147.532,1.015
147.562,1.011
147.592,1.004
147.622,1.014
147.652,1.010
147.682,1.002
147.712,1.007
147.742,1.010
147.772,1.008
147.802,1.014
147.832,1.005
147.862,1.010
147.892,1.011
147.922,1.006
147.952,1.009
147.982,1.009
148.012,1.009
148.042,1.007
148.072,1.006
148.102,1.007
148.132,1.004
148.162,1.009
148.192,1.007
148.222,1.012
148.252,1.010
148.282,1.003
148.312,1.007
148.342,1.007
148.372,1.009
148.402,1.012
148.432,1.007
148.462,1.013
148.492,1.008
148.522,1.005
148.552,1.003
148.582,1.013
148.612,1.014
148.642,1.013
148.672,1.002
148.702,1.006
148.732,1.009
148.762,1.006
148.792,1.008
148.822,1.009
148.852,1.008
148.882,1.008
148.912,1.006
148.942,1.006
148.972,1.009
149.002,1.006
149.032,1.010
149.062,1.008
149.092,1.006
149.122,1.006
149.152,1.007
149.182,1.004
149.212,1.013
149.242,1.007
149.272,1.008
149.302,1.012
149.332,1.005
149.362,1.000
149.392,1.005
149.422,1.011
149.452,1.011
149.482,1.014
149.512,1.003
149.542,1.006
149.572,1.006
149.602,1.003
149.632,1.006
149.662,1.008
149.692,1.005
149.722,1.006
149.752,1.008
149.782,1.001
149.812,1.004
149.842,1.005
149.872,1.006
149.902,1.005
149.932,1.002
149.962,1.003
149.992,1.000
150.022,1.008
150.052,1.007
150.082,1.011
150.112,1.008
150.142,1.005
150.172,1.002
150.202,1.006
150.232,1.015
150.262,1.009
150.292,1.014
150.322,1.006
150.352,1.006
150.382,1.009
150.412,1.009
150.442,1.009
150.472,1.007
150.502,1.010
150.532,1.007
150.562,1.006
150.592,1.006
150.622,1.006
150.652,1.008
150.682,1.009
150.712,1.009
150.742,1.010
150.772,1.013
150.802,1.009
150.832,1.004
150.862,1.005
150.892,1.012
150.922,1.016
150.952,1.009
150.982,1.005
151.012,1.006
151.042,1.007
151.072,1.010
151.102,1.013
151.132,1.003
151.162,1.008
151.192,1.009
151.222,1.008
151.252,1.006
151.282,1.009
151.312,1.009
151.342,1.009
151.372,1.009
151.402,1.005
151.432,1.009
151.462,1.007
151.492,1.010
151.522,1.009
151.552,1.008
151.582,1.009
151.612,1.009
151.642,1.002
151.672,1.007
151.702,1.010
151.732,1.014
151.762,1.009
151.792,1.003
151.822,1.005
151.852,1.010
151.882,1.013
151.912,1.013
151.942,1.005
151.972,1.011
152.002,1.006
152.032,1.008
152.062,1.010
152.092,1.007
152.122,1.009
152.152,1.006
152.182,1.008
152.212,1.006
152.242,1.006
152.272,1.009
152.302,1.005
152.332,1.009
152.362,1.008
152.392,1.007
152.422,1.005
152.452,1.007
152.482,1.007
152.512,1.008
152.542,1.011
152.572,1.006
152.602,0.995
152.632,1.005
152.662,1.011
152.692,1.004
152.722,1.012
152.752,1.006
152.782,1.007
152.812,1.003
152.842,1.002
152.872,1.005
152.902,1.008
152.932,1.011
152.962,1.009
152.992,1.002
153.022,0.998
153.052,1.007
153.082,1.006
153.112,1.003
153.142,1.004
153.172,1.004
153.202,1.003
153.232,1.007
153.262,1.003
153.292,1.003
153.322,1.010
153.352,1.002
153.382,0.998
153.412,0.997
153.442,1.009
153.472,1.013
153.502,1.012
153.532,1.000
153.562,1.006
153.592,1.007
153.622,1.003
153.652,1.003
153.682,1.006
153.712,1.009
153.742,1.009
153.772,1.007
153.802,1.010
153.832,1.003
153.862,1.011
153.892,1.008
153.922,1.008
153.952,1.008
153.982,1.007
154.012,1.001
154.042,1.009
154.072,1.011
154.102,1.005
154.132,1.012
154.162,1.010
154.192,1.003
154.222,1.004
154.252,1.009
154.282,1.008
154.312,1.009
154.342,1.004
154.372,1.006
154.402,1.008
154.432,1.006
154.462,1.007
154.492,1.004
154.522,1.008
154.552,1.009
154.582,1.007
154.612,1.004
154.642,1.005
154.672,1.008
154.702,1.011
154.732,1.008
154.762,1.005
154.792,1.008
154.822,1.010
154.852,1.007
154.882,1.002
154.912,1.012
154.942,1.009
154.972,1.007
155.002,1.002
155.032,1.005
155.062,1.011
155.092,1.013
155.122,1.007
155.152,1.004
155.182,1.010
155.212,1.006
155.242,1.005
155.272,1.009
155.302,1.008
155.332,1.009
155.362,1.008
155.392,1.008
155.422,1.005
155.452,1.006
155.482,1.006
155.512,1.006
155.542,1.008
155.572,1.007
155.602,1.007
155.632,1.006
155.662,1.004
155.692,1.006
155.722,1.011
155.752,1.004
155.782,1.001
155.812,1.001
155.842,1.010
155.872,1.007
155.902,1.010
155.932,1.005
155.962,1.007
155.992,1.006
156.022,1.005
156.052,1.005
156.082,1.004
156.112,1.007
156.142,1.006
156.172,1.005
156.202,1.006
156.232,1.008
156.262,1.004
156.292,1.006
156.322,1.008
156.352,1.004
156.382,1.007
156.412,1.012
156.442,1.001
156.472,1.008
156.502,1.007
156.532,1.001
156.562,0.998
156.592,1.003
156.622,1.007
156.652,1.009
156.682,1.010
156.712,1.003
156.742,1.004
156.772,1.009
156.802,1.003
156.832,1.008
156.862,1.008
156.892,1.007
156.922,1.008
156.952,1.007
156.982,1.007
157.012,1.007
157.042,1.010
157.072,1.008
157.102,1.008
157.132,1.008
157.162,1.010
157.192,1.005
157.222,1.004
157.252,1.007
157.282,1.008
157.312,1.011
157.342,1.008
157.372,1.004
157.402,1.007
157.432,1.011
157.462,1.009
157.492,1.012
157.522,1.006
157.552,1.009
157.582,1.005
157.612,1.006
157.642,1.005
157.672,1.009
157.702,1.011
157.732,1.009
157.762,1.008
157.792,1.007
157.822,1.012
157.852,1.014
157.882,1.009
157.912,1.009
157.942,1.007
157.972,1.007
158.002,1.010
158.032,1.010
158.062,1.006
158.092,1.015
158.122,1.009
158.152,1.005
158.182,1.005
158.212,1.010
158.242,1.009
158.272,1.017
158.302,1.003
158.332,1.010
158.362,1.008
158.392,1.007
158.422,1.005
158.452,1.007
158.482,1.007
158.512,1.010
158.542,1.008
158.572,1.005
158.602,1.006
158.632,1.008
158.662,1.008
158.692,1.007
158.722,1.010
158.752,1.006
158.782,1.003
158.812,1.009
158.842,1.009
158.872,1.006
158.902,1.011
158.932,1.002
158.962,1.000
158.992,1.001
159.022,1.010
159.052,1.008
159.082,1.008
159.112,1.002
159.142,1.010
159.172,1.008
159.202,1.002
159.232,1.005
159.262,1.004
159.292,1.006
159.322,1.007
159.352,1.005
159.382,1.002
159.412,1.003
159.442,1.006
159.472,1.003
159.502,1.005
159.532,1.004
159.562,1.004
159.592,1.009
159.622,1.003
159.652,1.005
159.682,1.009
159.712,1.001
159.742,0.997
159.772,0.998
159.802,1.006
159.832,1.008
159.862,1.009
159.892,0.999
159.922,1.005
159.952,1.006
159.982,1.000
160.012,1.001
160.042,1.005
160.072,0.994
160.102,0.993
160.132,0.999
160.162,1.010
160.192,1.016
160.222,1.019
160.252,1.016
160.282,1.001
160.312,0.996
160.342,1.000
160.372,1.009
160.402,1.007
160.432,0.993
160.462,1.001
160.492,1.008
160.522,1.006
160.552,1.008
160.582,1.000
160.612,0.997
160.642,0.994
160.672,0.974
160.702,0.941
160.732,0.985
160.762,1.007
160.792,1.021
160.822,1.022
160.852,1.021
160.882,1.024
160.912,1.011
160.942,1.003
160.972,0.990
161.002,1.000
161.032,1.002
161.062,1.001
161.092,1.003
161.122,1.006
161.152,1.005
161.182,1.000
161.212,0.992
161.242,0.992
161.272,0.992
161.302,0.988
161.332,0.986
161.362,0.985
161.392,0.990
161.422,0.996
161.452,1.003
161.482,0.986
161.512,0.991
161.542,0.997
161.572,0.996
161.602,0.991
161.632,0.987
161.662,0.993
161.692,0.993
161.722,0.995
161.752,0.990
161.782,0.995
161.812,0.996
161.842,0.996
161.872,0.989
161.902,0.992
161.932,0.987
161.962,0.991
161.992,0.996
162.022,0.991
162.052,0.993
162.082,0.994
162.112,0.991
162.142,0.995
162.172,1.002
162.202,1.008
162.232,1.024
162.262,1.020
162.292,1.018
162.322,1.010
162.352,1.006
162.382,0.993
162.412,0.989
162.442,0.973
162.472,0.968
162.502,0.982
162.532,0.999
162.562,0.996
162.592,1.000
162.622,0.998
162.652,1.000
162.682,0.998
162.712,0.998
162.742,1.010
162.772,1.008
162.802,0.993
162.832,1.000
162.862,0.999
162.892,0.998
162.922,1.002
162.952,1.004
162.982,1.001
163.012,1.002
163.042,0.998
163.072,0.997
163.102,1.002
163.132,0.998
163.162,0.998
163.192,0.997
163.222,0.995
163.252,0.993
163.282,0.994
163.312,0.994
163.342,0.995
163.372,0.988
163.402,0.993
163.432,0.994
163.462,0.995
163.492,0.998
163.522,0.997
163.552,0.996
163.582,0.997
163.612,0.992
163.642,0.991
163.672,0.993
163.702,1.000
163.732,0.997
163.762,1.000
163.792,0.993
163.822,0.994
163.852,0.998
163.882,0.996
163.912,1.001
163.942,0.998
163.972,1.002
164.002,0.993
164.032,0.996
164.062,0.998
164.092,0.996
164.122,0.997
164.152,0.997
164.182,1.005
164.212,1.007
164.242,0.999
164.272,0.997
164.302,1.002
164.332,1.001
164.362,1.003
164.392,1.004
164.422,1.004
164.452,1.006
164.482,1.000
164.512,1.004
164.542,1.000
164.572,0.999
164.602,0.999
164.632,1.000
164.662,1.002
164.692,1.003
164.722,1.001
164.752,1.001
164.782,1.000
164.812,1.003
164.842,1.004
164.872,1.003
164.902,0.998
164.932,1.000
164.962,1.005
164.992,1.002
165.022,0.997
165.052,0.999
165.082,1.003
165.112,1.000
165.142,1.007
165.172,0.998
165.202,1.003
165.232,1.000
165.262,1.001
165.292,1.004
165.322,1.002
165.352,1.003
165.382,1.000
165.412,1.002
165.442,1.002
165.472,1.004
165.502,1.002
165.532,1.000
165.562,1.006
165.592,1.004
165.622,1.004
165.652,0.993
165.682,1.006
165.712,1.008
165.742,0.999
165.772,0.997
165.802,1.001
165.832,1.006
165.862,1.012
165.892,1.001
165.922,1.003
165.952,1.005
165.982,1.002
166.012,1.001
166.042,1.001
166.072,1.004
166.102,1.005
166.132,1.002
166.162,1.002
166.192,1.001
166.222,1.002
166.252,1.004
166.282,1.002
166.312,1.000
166.342,1.005
166.372,1.006
166.402,0.995
166.432,1.002
166.462,1.003
166.492,0.997
166.522,0.995
166.552,0.999
166.582,1.004
166.612,1.008
166.642,0.998
166.672,1.001
166.702,1.001
166.732,0.997
166.762,0.997
166.792,1.002
166.822,0.999
166.852,1.000
166.882,0.998
166.912,0.995
166.942,0.994
166.972,0.997
167.002,1.002
167.032,1.001
167.062,1.006
167.092,1.000
167.122,0.995
167.152,1.001
167.182,0.998
167.212,0.996
167.242,0.997
167.272,1.003
167.302,0.997
167.332,1.004
167.362,0.995
167.392,1.003
167.422,0.997
167.452,0.998
167.482,1.000
167.512,1.003
167.542,1.001
167.572,1.002
167.602,0.996
167.632,0.993
167.662,0.993
167.692,1.000
167.722,1.003
167.752,1.004
167.782,0.998
167.812,1.001
167.842,1.000
167.872,0.996
167.902,1.001
167.932,1.006
167.962,1.005
167.992,1.003
168.022,1.001
168.052,1.003
168.082,1.002
168.112,1.002
168.142,1.006
168.172,1.003
168.202,1.004
168.232,1.005
168.262,1.002
168.292,1.005
168.322,1.002
168.352,1.007
168.382,1.007
168.412,1.006
168.442,1.008
168.472,0.996
168.502,1.008
168.532,1.007
168.562,1.003
168.592,0.998
168.622,1.007
168.652,1.005
168.682,1.008
168.712,1.001
168.742,1.007
168.772,1.004
168.802,1.004
168.832,1.003
168.862,1.002
168.892,1.007
168.922,1.007
168.952,1.005
168.982,0.999
169.012,1.004
169.042,1.000
169.072,1.004
169.102,1.008
169.132,1.003
169.162,1.008
169.192,0.999
169.222,1.010
169.252,1.008
169.282,1.001
169.312,1.000
169.342,1.005
169.372,1.008
169.402,1.009
169.432,1.005
169.462,1.009
169.492,1.000
169.522,1.002
169.552,1.007
169.582,1.007
169.612,1.006
169.642,1.009
169.672,1.001
169.702,1.002
169.732,1.004
169.762,1.003
169.792,1.003
169.822,1.007
169.852,1.005
169.882,1.009
169.912,0.999
169.942,1.006
169.972,1.009
170.002,0.998
170.032,1.001
170.062,1.006
170.092,1.004
170.122,1.004
170.152,1.000
170.182,1.004
170.212,0.999
170.242,0.999
170.272,1.000
170.302,1.002
170.332,1.002
170.362,1.002
170.392,0.998
170.422,0.998
170.452,0.997
170.482,1.000
170.512,1.000
170.542,0.996
170.572,0.997
170.602,1.004
170.632,1.002
170.662,1.004
170.692,0.999
170.722,0.997
170.752,0.995
170.782,1.001
170.812,1.001
170.842,0.994
170.872,0.999
170.902,1.002
170.932,1.003
170.962,1.003
170.992,1.000
171.022,1.001
171.052,1.001
171.082,1.002
171.112,0.997
171.142,1.000
171.172,1.002
171.202,1.005
171.232,1.002
171.262,1.003
171.292,1.002
171.322,1.013
171.352,1.005
171.382,1.004
171.412,1.003
171.442,1.004
171.472,1.010
171.502,1.002
171.532,1.004
171.562,1.005
171.592,1.003
171.622,1.005
171.652,1.006
171.682,1.003
171.712,1.007
171.742,1.003
171.772,1.005
171.802,1.002
171.832,1.005
171.862,1.002
171.892,1.006
171.922,1.003
171.952,1.003
171.982,1.003
172.012,1.005
172.042,1.009
172.072,1.006
172.102,0.998
172.132,1.000
172.162,1.004
172.192,1.008
172.222,1.005
172.252,1.000
172.282,1.006
172.312,1.004
172.342,1.004
172.372,1.004
172.402,1.002
172.432,1.006
172.462,1.005
172.492,1.007
172.522,1.005
172.552,1.002
172.582,1.009
172.612,1.012
172.642,1.006
172.672,1.007
172.702,1.010
172.732,0.998
172.762,1.009
172.792,1.009
172.822,0.999
172.852,0.997
172.882,1.001
172.912,1.008
172.942,1.009
172.972,0.997
173.002,1.006
173.032,1.000
173.062,0.999
173.092,1.003
173.122,1.003
173.152,1.006
173.182,1.003
173.212,1.004
173.242,0.999
173.272,0.998
173.302,0.998
173.332,1.003
173.362,1.001
173.392,1.003
173.422,1.000
173.452,1.001
173.482,1.004
173.512,1.003
173.542,0.999
173.572,0.997
173.602,0.999
173.632,0.998
173.662,1.000
173.692,0.999
173.722,1.001
173.752,0.999
173.782,1.000
173.812,1.003
173.842,0.999
173.872,0.997
173.902,1.001
173.932,1.001
173.962,0.990
173.992,0.994
174.022,1.003
174.052,0.998
174.082,1.001
174.112,1.008
174.142,1.006
174.172,1.001
174.202,1.001
174.232,1.002
174.262,1.009
174.292,1.006
174.322,1.006
174.352,0.998
174.382,1.000
174.412,1.003
174.442,1.004
174.472,1.004
174.502,1.007
174.532,1.008
174.562,1.007
174.592,1.006
174.622,1.006
174.652,1.007
174.682,1.005
174.712,1.002
174.742,1.011
174.772,1.008
174.802,0.999
174.832,1.009
174.862,1.008
174.892,1.001
174.922,1.003
174.952,1.004
174.982,1.008
175.012,1.012
175.042,1.003
175.072,1.006
175.102,1.002
175.132,1.000
175.162,1.006
175.192,1.006
175.222,1.007
175.252,1.006
