df_hash,22ZHK4.YQ10CM
13.948,1.024
13.978,1.030
14.008,1.026
14.038,1.034
14.068,1.035
14.098,1.034
14.128,1.023
14.158,1.030
14.188,1.035
14.218,1.031
14.248,1.027
14.278,1.029
14.308,1.030
14.338,1.031
14.368,1.029
14.398,1.028
14.428,1.028
14.458,1.034
14.488,1.027
14.518,1.035
14.548,1.030
14.578,1.028
14.608,1.028
14.638,1.031
14.668,1.039
14.698,1.029
14.728,1.033
14.758,1.027
14.788,1.031
14.818,1.025
14.848,1.028
14.878,1.035
14.908,1.033
14.938,1.030
14.968,1.032
14.998,1.034
15.028,1.028
15.058,1.026
15.088,1.036
15.118,1.027
15.148,1.029
15.178,1.040
15.208,1.035
15.238,1.038
15.268,1.029
15.298,1.029
15.328,1.021
15.358,1.021
15.388,1.035
15.418,1.042
15.448,1.035
15.478,1.024
15.508,1.023
15.538,1.035
15.568,1.026
15.598,1.034
15.628,1.021
15.658,1.029
15.688,1.033
15.718,1.031
15.748,1.031
15.778,1.031
15.808,1.029
15.838,1.024
15.868,1.028
15.898,1.030
15.928,1.028
15.958,1.026
15.988,1.027
16.018,1.030
16.048,1.027
16.078,1.029
16.108,1.034
16.138,1.035
16.168,1.030
16.198,1.035
16.228,1.032
16.258,1.029
16.288,1.036
16.318,1.031
16.348,1.027
16.378,1.028
16.408,1.030
16.438,1.031
16.468,1.033
16.498,1.025
16.528,1.032
16.558,1.034
16.588,1.030
16.618,1.029
16.648,1.033
16.678,1.032
16.708,1.026
16.738,1.032
16.768,1.030
16.798,1.029
16.828,1.031
16.858,1.033
16.888,1.029
16.918,1.029
16.948,1.035
16.978,1.030
17.008,1.030
17.038,1.031
17.068,1.032
17.098,1.029
17.128,1.027
17.158,1.028
17.188,1.033
17.218,1.034
17.248,1.032
17.278,1.029
17.308,1.031
17.338,1.026
17.368,1.038
17.398,1.032
17.428,1.034
17.458,1.032
17.488,1.031
17.518,1.025
17.548,1.029
17.578,1.030
17.608,1.030
17.638,1.027
17.668,1.030
17.698,1.032
17.728,1.031
17.758,1.031
17.788,1.029
17.818,1.028
17.848,1.036
17.878,1.032
17.908,1.030
17.938,1.033
17.968,1.027
17.998,1.029
18.028,1.030
18.058,1.034
18.088,1.033
18.118,1.031
18.148,1.027
18.178,1.031
18.208,1.028
18.238,1.026
18.268,1.036
18.298,1.033
18.328,1.027
18.358,1.035
18.388,1.031
18.418,1.034
18.448,1.038
18.478,1.035
18.508,1.027
18.538,1.027
18.568,1.032
18.598,1.030
18.628,1.032
18.658,1.030
18.688,1.026
18.718,1.027
18.748,1.032
18.778,1.033
18.808,1.031
18.838,1.031
18.868,1.025
18.898,1.028
18.928,1.030
18.958,1.035
18.988,1.036
19.018,1.030
19.048,1.025
19.078,1.026
19.108,1.031
19.138,1.033
19.168,1.036
19.198,1.030
19.228,1.025
19.258,1.029
19.288,1.029
19.318,1.025
19.348,1.033
19.378,1.031
19.408,1.026
19.438,1.032
19.468,1.032
19.498,1.031
19.528,1.029
19.558,1.034
19.588,1.036
19.618,1.034
19.648,1.030
19.678,1.033
19.708,1.033
19.738,1.030
19.768,1.031
19.798,1.027
19.828,1.032
19.858,1.025
19.888,1.033
19.918,1.030
19.948,1.034
19.978,1.032
20.008,1.030
20.038,1.032
20.068,1.033
20.098,1.034
20.128,1.030
20.158,1.027
20.188,1.025
20.218,1.027
20.248,1.035
20.278,1.033
20.308,1.031
20.338,1.031
20.368,1.026
20.398,1.031
20.428,1.036
20.458,1.030
20.488,1.028
20.518,1.028
20.548,1.029
20.578,1.036
20.608,1.032
20.638,1.033
20.668,1.029
20.698,1.032
20.728,1.031
20.758,1.032
20.788,1.031
20.818,1.035
20.848,1.028
20.878,1.029
20.908,1.034
20.938,1.030
20.968,1.034
20.998,1.034
21.028,1.029
21.058,1.032
21.088,1.029
21.118,1.030
21.148,1.034
21.178,1.031
21.208,1.034
21.238,1.034
21.268,1.034
21.298,1.033
21.328,1.028
21.358,1.031
21.388,1.034
21.418,1.034
21.448,1.035
21.478,1.031
21.508,1.024
21.538,1.032
21.568,1.024
21.598,1.034
21.628,1.032
21.658,1.030
21.688,1.036
21.718,1.032
21.748,1.031
21.778,1.033
21.808,1.028
21.838,1.028
21.868,1.029
21.898,1.036
21.928,1.033
21.958,1.037
21.988,1.029
22.018,1.028
22.048,1.034
22.078,1.032
22.108,1.025
22.138,1.034
22.168,1.034
22.198,1.030
22.228,1.030
22.258,1.030
22.288,1.039
22.318,1.028
22.348,1.030
22.378,1.026
22.408,1.032
22.438,1.032
22.468,1.029
22.498,1.026
22.528,1.031
22.558,1.027
22.588,1.035
22.618,1.033
22.648,1.032
22.678,1.039
22.708,1.024
22.738,1.024
22.768,1.030
22.798,1.030
22.828,1.030
22.858,1.032
22.888,1.030
22.918,1.031
22.948,1.031
22.978,1.032
23.008,1.030
23.038,1.029
23.068,1.025
23.098,1.030
23.128,1.032
23.158,1.026
23.188,1.032
23.218,1.033
23.248,1.029
23.278,1.028
23.308,1.034
23.338,1.026
23.368,1.029
23.398,1.034
23.428,1.032
23.458,1.032
23.488,1.030
23.518,1.029
23.548,1.026
23.578,1.036
23.608,1.030
23.638,1.029
23.668,1.032
23.698,1.033
23.728,1.032
23.758,1.030
23.788,1.029
23.818,1.029
23.848,1.031
23.878,1.027
23.908,1.034
23.938,1.034
23.968,1.033
23.998,1.031
24.028,1.027
24.058,1.028
24.088,1.028
24.118,1.030
24.148,1.032
24.178,1.033
24.208,1.032
24.238,1.033
24.268,1.028
24.298,1.033
24.328,1.029
24.358,1.029
24.388,1.033
24.418,1.035
24.448,1.029
24.478,1.034
24.508,1.030
24.538,1.026
24.568,1.039
24.598,1.031
24.628,1.027
24.658,1.032
24.688,1.028
24.718,1.031
24.748,1.035
24.778,1.034
24.808,1.029
24.838,1.029
24.868,1.030
24.898,1.028
24.928,1.031
24.958,1.030
24.988,1.037
25.018,1.029
25.048,1.028
25.078,1.033
25.108,1.026
25.138,1.032
25.168,1.027
25.198,1.031
25.228,1.027
25.258,1.030
25.288,1.033
25.318,1.031
25.348,1.033
25.378,1.029
25.408,1.036
25.438,1.027
25.468,1.032
25.498,1.029
25.528,1.031
25.558,1.026
25.588,1.030
25.618,1.031
25.648,1.035
25.678,1.029
25.708,1.027
25.738,1.030
25.768,1.030
25.798,1.030
25.828,1.033
25.858,1.025
25.888,1.031
25.918,1.032
25.948,1.029
25.978,1.035
26.008,1.029
26.038,1.028
26.068,1.034
26.098,1.025
26.128,1.033
26.158,1.031
26.188,1.032
26.218,1.027
26.248,1.031
26.278,1.029
26.308,1.026
26.338,1.033
26.368,1.030
26.398,1.031
26.428,1.032
26.458,1.029
26.488,1.029
26.518,1.029
26.548,1.031
26.578,1.031
26.608,1.027
26.638,1.034
26.668,1.029
26.698,1.022
26.728,1.033
26.758,1.032
26.788,1.029
26.818,1.029
26.848,1.027
26.878,1.033
26.908,1.033
26.938,1.028
26.968,1.027
26.998,1.034
27.028,1.031
27.058,1.032
27.088,1.027
27.118,1.027
27.148,1.030
27.178,1.033
27.208,1.037
27.238,1.026
27.268,1.027
27.298,1.030
27.328,1.029
27.358,1.029
27.388,1.031
27.418,1.031
27.448,1.029
27.478,1.032
27.508,1.031
27.538,1.030
27.568,1.032
27.598,1.034
27.628,1.033
27.658,1.029
27.688,1.028
27.718,1.031
27.748,1.030
27.778,1.034
27.808,1.027
27.838,1.030
27.868,1.025
27.898,1.032
27.928,1.032
27.958,1.030
27.988,1.029
28.018,1.026
28.048,1.031
28.078,1.036
28.108,1.030
28.138,1.030
28.168,1.031
28.198,1.031
28.228,1.035
28.258,1.033
28.288,1.027
28.318,1.027
28.348,1.032
28.378,1.027
28.408,1.025
28.438,1.029
28.468,1.035
28.498,1.033
28.528,1.029
28.558,1.033
28.588,1.037
28.618,1.027
28.648,1.031
28.678,1.031
28.708,1.025
28.738,1.035
28.768,1.034
28.798,1.029
28.828,1.031
28.858,1.027
28.888,1.033
28.918,1.031
28.948,1.031
28.978,1.021
29.008,1.028
29.038,1.034
29.068,1.032
29.098,1.030
29.128,1.029
29.158,1.030
29.188,1.032
29.218,1.027
29.248,1.026
29.278,1.029
29.308,1.032
29.338,1.029
29.368,1.033
29.398,1.031
29.428,1.026
29.458,1.029
29.488,1.034
29.518,1.025
29.548,1.040
29.578,1.035
29.608,1.027
29.638,1.033
29.668,1.027
29.698,1.038
29.728,1.032
29.758,1.032
29.788,1.030
29.818,1.029
29.848,1.030
29.878,1.027
29.908,1.032
29.938,1.025
29.968,1.029
29.998,1.026
30.028,1.030
30.058,1.028
30.088,1.027
30.118,1.031
30.148,1.026
30.178,1.030
30.208,1.032
30.238,1.031
30.268,1.026
30.298,1.028
30.328,1.030
30.358,1.030
30.388,1.024
30.418,1.031
30.448,1.026
30.478,1.026
30.508,1.032
30.538,1.029
30.568,1.028
30.598,1.031
30.628,1.026
30.658,1.032
30.688,1.029
30.718,1.026
30.748,1.021
30.778,1.032
30.808,1.028
30.838,1.032
30.868,1.026
30.898,1.027
30.928,1.030
30.958,1.029
30.988,1.034
31.018,1.028
31.048,1.027
31.078,1.028
31.108,1.027
31.138,1.031
31.168,1.034
31.198,1.027
31.228,1.028
31.258,1.030
31.288,1.022
31.318,1.026
31.348,1.031
31.378,1.031
31.408,1.029
31.438,1.027
31.468,1.026
31.498,1.028
31.528,1.035
31.558,1.022
31.588,1.030
31.618,1.031
31.648,1.028
31.678,1.030
31.708,1.029
31.738,1.026
31.768,1.029
31.798,1.032
31.828,1.027
31.858,1.025
31.888,1.029
31.918,1.028
31.948,1.029
31.978,1.028
32.008,1.029
32.038,1.028
32.068,1.031
32.098,1.029
32.128,1.028
32.158,1.029
32.188,1.026
32.218,1.029
32.248,1.023
32.278,1.030
32.308,1.028
32.338,1.024
32.368,1.030
32.398,1.032
32.428,1.025
32.458,1.029
32.488,1.029
32.518,1.025
32.548,1.028
32.578,1.025
32.608,1.026
32.638,1.032
32.668,1.031
32.698,1.030
32.728,1.028
32.758,1.026
32.788,1.028
32.818,1.029
32.848,1.031
32.878,1.031
32.908,1.028
32.938,1.026
32.968,1.030
32.998,1.027
33.028,1.029
33.058,1.031
33.088,1.027
33.118,1.029
33.148,1.026
33.178,1.030
33.208,1.024
33.238,1.029
33.268,1.034
33.298,1.030
33.328,1.024
33.358,1.028
33.388,1.030
33.418,1.022
33.448,1.032
33.478,1.031
33.508,1.028
33.538,1.029
33.568,1.029
33.598,1.029
33.628,1.027
33.658,1.025
33.688,1.027
33.718,1.031
33.748,1.034
33.778,1.029
33.808,1.029
33.838,1.031
33.868,1.024
33.898,1.030
33.928,1.024
33.958,1.028
33.988,1.027
34.018,1.028
34.048,1.026
34.078,1.029
34.108,1.027
34.138,1.028
34.168,1.024
34.198,1.029
34.228,1.028
34.258,1.031
34.288,1.030
34.318,1.028
34.348,1.028
34.378,1.028
34.408,1.028
34.438,1.028
34.468,1.029
34.498,1.030
34.528,1.030
34.558,1.030
34.588,1.024
34.618,1.029
34.648,1.033
34.678,1.026
34.708,1.028
34.738,1.029
34.768,1.028
34.798,1.026
34.828,1.026
34.858,1.032
34.888,1.033
34.918,1.026
34.948,1.028
34.978,1.029
35.008,1.025
35.038,1.025
35.068,1.030
35.098,1.027
35.128,1.027
35.158,1.030
35.188,1.031
35.218,1.030
35.248,1.030
35.278,1.032
35.308,1.027
35.338,1.028
35.368,1.030
35.398,1.027
35.428,1.032
35.458,1.025
35.488,1.029
35.518,1.034
35.548,1.027
35.578,1.027
35.608,1.030
35.638,1.025
35.668,1.035
35.698,1.028
35.728,1.027
35.758,1.023
35.788,1.030
35.818,1.030
35.848,1.031
35.878,1.027
35.908,1.032
35.938,1.024
35.968,1.032
35.998,1.030
36.028,1.029
36.058,1.028
36.088,1.028
36.118,1.032
36.148,1.024
36.178,1.028
36.208,1.028
36.238,1.030
36.268,1.031
36.298,1.032
36.328,1.031
36.358,1.033
36.388,1.023
36.418,1.022
36.448,1.029
36.478,1.030
36.508,1.026
36.538,1.028
36.568,1.028
36.598,1.030
36.628,1.030
36.658,1.035
36.688,1.022
36.718,1.026
36.748,1.030
36.778,1.030
36.808,1.028
36.838,1.032
36.868,1.027
36.898,1.030
36.928,1.026
36.958,1.028
36.988,1.029
37.018,1.028
37.048,1.026
37.078,1.027
37.108,1.027
37.138,1.032
37.168,1.030
37.198,1.027
37.228,1.027
37.258,1.030
37.288,1.025
37.318,1.033
37.348,1.028
37.378,1.032
37.408,1.032
37.438,1.026
37.468,1.028
37.498,1.031
37.528,1.027
37.558,1.026
37.588,1.025
37.618,1.030
37.648,1.026
37.678,1.029
37.708,1.031
37.738,1.029
37.768,1.024
37.798,1.030
37.828,1.030
37.858,1.032
37.888,1.028
37.918,1.024
37.948,1.027
37.978,1.027
38.008,1.028
38.038,1.029
38.068,1.030
38.098,1.028
38.128,1.024
38.158,1.031
38.188,1.032
38.218,1.033
38.248,1.026
38.278,1.032
38.308,1.025
38.338,1.027
38.368,1.025
38.398,1.029
38.428,1.025
38.458,1.028
38.488,1.028
38.518,1.027
38.548,1.031
38.578,1.028
38.608,1.028
38.638,1.031
38.668,1.030
38.698,1.028
38.728,1.031
38.758,1.030
38.788,1.025
38.818,1.028
38.848,1.029
38.878,1.027
38.908,1.029
38.938,1.035
38.968,1.030
38.998,1.022
39.028,1.029
39.058,1.031
39.088,1.027
39.118,1.029
39.148,1.025
39.178,1.027
39.208,1.029
39.238,1.031
39.268,1.022
39.298,1.027
39.328,1.027
39.358,1.031
39.388,1.031
39.418,1.028
39.448,1.026
39.478,1.032
39.508,1.030
39.538,1.031
39.568,1.026
39.598,1.025
39.628,1.031
39.658,1.031
39.688,1.029
39.718,1.030
39.748,1.029
39.778,1.026
39.808,1.031
39.838,1.032
39.868,1.021
39.898,1.027
39.928,1.029
39.958,1.027
39.988,1.032
40.018,1.031
40.048,1.028
40.078,1.031
40.108,1.034
40.138,1.024
40.168,1.030
40.198,1.029
40.228,1.030
40.258,1.025
40.288,1.025
40.318,1.027
40.348,1.029
40.378,1.030
40.408,1.029
40.438,1.025
40.468,1.026
40.498,1.026
40.528,1.031
40.558,1.032
40.588,1.027
40.618,1.031
40.648,1.029
40.678,1.028
40.708,1.021
40.738,1.029
40.768,1.031
40.798,1.029
40.828,1.022
40.858,1.027
40.888,1.030
40.918,1.031
40.948,1.027
40.978,1.026
41.008,1.023
41.038,1.031
41.068,1.030
41.098,1.025
41.128,1.024
41.158,1.030
41.188,1.028
41.218,1.032
41.248,1.030
41.278,1.026
41.308,1.033
41.338,1.031
41.368,1.025
41.398,1.025
41.428,1.028
41.458,1.031
41.488,1.029
41.518,1.025
41.548,1.027
41.578,1.032
41.608,1.030
41.638,1.032
41.668,1.027
41.698,1.028
41.728,1.028
41.758,1.031
41.788,1.033
41.818,1.025
41.848,1.022
41.878,1.028
41.908,1.029
41.938,1.029
41.968,1.029
41.998,1.027
42.028,1.029
42.058,1.031
42.088,1.033
42.118,1.028
42.148,1.028
42.178,1.025
42.208,1.027
42.238,1.030
42.268,1.024
42.298,1.035
42.328,1.027
42.358,1.028
42.388,1.027
42.418,1.026
42.448,1.027
42.478,1.028
42.508,1.026
42.538,1.028
42.568,1.032
42.598,1.031
42.628,1.028
42.658,1.031
42.688,1.034
42.718,1.029
42.748,1.027
42.778,1.030
42.808,1.026
42.838,1.025
42.868,1.029
42.898,1.031
42.928,1.033
42.958,1.024
42.988,1.027
43.018,1.029
43.048,1.028
43.078,1.031
43.108,1.032
43.138,1.029
43.168,1.023
43.198,1.031
43.228,1.025
43.258,1.028
43.288,1.031
43.318,1.025
43.348,1.027
43.378,1.025
43.408,1.032
43.438,1.030
43.468,1.028
43.498,1.028
43.528,1.025
43.558,1.027
43.588,1.031
43.618,1.028
43.648,1.027
43.678,1.030
43.708,1.035
43.738,1.028
43.768,1.028
43.798,1.024
43.828,1.023
43.858,1.029
43.888,1.029
43.918,1.026
43.948,1.023
43.978,1.031
44.008,1.027
44.038,1.031
44.068,1.026
44.098,1.029
44.128,1.027
44.158,1.025
44.188,1.024
44.218,1.026
44.248,1.029
44.278,1.028
44.308,1.029
44.338,1.028
44.368,1.025
44.398,1.030
44.428,1.028
44.458,1.029
44.488,1.032
44.518,1.026
44.548,1.026
44.578,1.027
44.608,1.027
44.638,1.026
44.668,1.032
44.698,1.038
44.728,1.032
44.758,1.029
44.788,1.030
44.818,1.027
44.848,1.024
44.878,1.031
44.908,1.031
44.938,1.027
44.968,1.023
44.998,1.033
45.028,1.026
45.058,1.030
45.088,1.028
45.118,1.024
45.148,1.021
45.178,1.029
45.208,1.027
45.238,1.028
45.268,1.030
45.298,1.027
45.328,1.027
45.358,1.026
45.388,1.025
45.418,1.030
45.448,1.028
45.478,1.028
45.508,1.030
45.538,1.028
45.568,1.028
45.598,1.033
45.628,1.024
45.658,1.024
45.688,1.025
45.718,1.026
45.748,1.028
45.778,1.028
45.808,1.028
45.838,1.027
45.868,1.027
45.898,1.020
45.928,1.032
45.958,1.031
45.988,1.031
46.018,1.027
46.048,1.029
46.078,1.028
46.108,1.027
46.138,1.032
46.168,1.030
46.198,1.025
46.228,1.026
46.258,1.032
46.288,1.030
46.318,1.029
46.348,1.027
46.378,1.034
46.408,1.023
46.438,1.025
46.468,1.026
46.498,1.026
46.528,1.025
46.558,1.028
46.588,1.027
46.618,1.023
46.648,1.029
46.678,1.030
46.708,1.019
46.738,1.029
46.768,1.026
46.798,1.029
46.828,1.028
46.858,1.028
46.888,1.027
46.918,1.032
46.948,1.030
46.978,1.026
47.008,1.025
47.038,1.030
47.068,1.030
47.098,1.026
47.128,1.024
47.158,1.031
47.188,1.025
47.218,1.025
47.248,1.037
47.278,1.028
47.308,1.022
47.338,1.028
47.368,1.028
47.398,1.032
47.428,1.029
47.458,1.025
47.488,1.030
47.518,1.030
47.548,1.034
47.578,1.025
47.608,1.028
47.638,1.030
47.668,1.021
47.698,1.027
47.728,1.028
47.758,1.030
47.788,1.029
47.818,1.030
47.848,1.027
47.878,1.029
47.908,1.032
47.938,1.030
47.968,1.026
47.998,1.026
48.028,1.026
48.058,1.027
48.088,1.029
48.118,1.026
48.148,1.024
48.178,1.031
48.208,1.028
48.238,1.027
48.268,1.030
48.298,1.025
48.328,1.023
48.358,1.029
48.388,1.026
48.418,1.027
48.448,1.028
48.478,1.031
48.508,1.021
48.538,1.028
48.568,1.029
48.598,1.029
48.628,1.030
48.658,1.025
48.688,1.028
48.718,1.027
48.748,1.031
48.778,1.032
48.808,1.027
48.838,1.031
48.868,1.026
48.898,1.022
48.928,1.030
48.958,1.026
48.988,1.028
49.018,1.028
49.048,1.028
49.078,1.030
49.108,1.028
49.138,1.029
49.168,1.030
49.198,1.028
49.228,1.028
49.258,1.030
49.288,1.030
49.318,1.025
49.348,1.024
49.378,1.026
49.408,1.027
49.438,1.023
49.468,1.031
49.498,1.027
49.528,1.028
49.558,1.028
49.588,1.027
49.618,1.033
49.648,1.028
49.678,1.033
49.708,1.031
49.738,1.027
49.768,1.033
49.798,1.027
49.828,1.029
49.858,1.026
49.888,1.021
49.918,1.025
49.948,1.031
49.978,1.027
50.008,1.026
50.038,1.026
50.068,1.030
50.098,1.027
50.128,1.028
50.158,1.027
50.188,1.029
50.218,1.026
50.248,1.024
50.278,1.027
50.308,1.029
50.338,1.029
50.368,1.029
50.398,1.030
50.428,1.026
50.458,1.027
50.488,1.027
50.518,1.030
50.548,1.030
50.578,1.029
50.608,1.027
50.638,1.027
50.668,1.024
50.698,1.026
50.728,1.025
50.758,1.029
50.788,1.026
50.818,1.028
50.848,1.028
50.878,1.028
50.908,1.026
50.938,1.027
50.968,1.029
50.998,1.029
51.028,1.026
51.058,1.025
51.088,1.026
51.118,1.032
51.148,1.026
51.178,1.027
51.208,1.027
51.238,1.023
51.268,1.028
51.298,1.030
51.328,1.027
51.358,1.030
51.388,1.032
51.418,1.026
51.448,1.033
51.478,1.031
51.508,1.024
51.538,1.034
51.568,1.027
51.598,1.029
51.628,1.030
51.658,1.024
51.688,1.026
51.718,1.031
51.748,1.029
51.778,1.024
51.808,1.024
51.838,1.026
51.868,1.024
51.898,1.028
51.928,1.028
51.958,1.026
51.988,1.026
52.018,1.026
52.048,1.024
52.078,1.023
52.108,1.028
52.138,1.027
52.168,1.030
52.198,1.028
52.228,1.026
52.258,1.027
52.288,1.024
52.318,1.029
52.348,1.032
52.378,1.027
52.408,1.028
52.438,1.028
52.468,1.024
52.498,1.027
52.528,1.024
52.558,1.028
52.588,1.029
52.618,1.026
52.648,1.021
52.678,1.025
52.708,1.026
52.738,1.032
52.768,1.026
52.798,1.028
52.828,1.028
52.858,1.025
52.888,1.030
52.918,1.027
52.948,1.024
52.978,1.027
53.008,1.032
53.038,1.029
53.068,1.030
53.098,1.028
53.128,1.028
53.158,1.034
53.188,1.026
53.218,1.029
53.248,1.027
53.278,1.029
53.308,1.027
53.338,1.026
53.368,1.028
53.398,1.021
53.428,1.029
53.458,1.023
53.488,1.026
53.518,1.023
53.548,1.029
53.578,1.028
53.608,1.031
53.638,1.025
53.668,1.024
53.698,1.027
53.728,1.025
53.758,1.024
53.788,1.030
53.818,1.033
53.848,1.030
53.878,1.026
53.908,1.028
53.938,1.029
53.968,1.021
53.998,1.030
54.028,1.027
54.058,1.031
54.088,1.031
54.118,1.028
54.148,1.030
54.178,1.023
54.208,1.022
54.238,1.029
54.268,1.032
54.298,1.029
54.328,1.026
54.358,1.029
54.388,1.026
54.418,1.026
54.448,1.027
54.478,1.028
54.508,1.024
54.538,1.024
54.568,1.027
54.598,1.031
54.628,1.026
54.658,1.029
54.688,1.025
54.718,1.028
54.748,1.030
54.778,1.022
54.808,1.029
54.838,1.030
54.868,1.023
54.898,1.028
54.928,1.028
54.958,1.030
54.988,1.029
55.018,1.028
55.048,1.022
55.078,1.026
55.108,1.028
55.138,1.026
55.168,1.027
55.198,1.030
55.228,1.026
55.258,1.028
55.288,1.027
55.318,1.033
55.348,1.031
55.378,1.026
55.408,1.026
55.438,1.025
55.468,1.026
55.498,1.028
55.528,1.027
55.558,1.026
55.588,1.024
55.618,1.032
55.648,1.027
55.678,1.024
55.708,1.023
55.738,1.032
55.768,1.028
55.798,1.025
55.828,1.026
55.858,1.028
55.888,1.027
55.918,1.031
55.948,1.021
55.978,1.024
56.008,1.026
56.038,1.028
56.068,1.034
56.098,1.029
56.128,1.027
56.158,1.027
56.188,1.027
56.218,1.028
56.248,1.030
56.278,1.029
56.308,1.023
56.338,1.021
