df_hash,22ZHK4.YQ10CM
318.806,34.781
319.761,34.844
320.736,34.844
321.759,34.844
322.783,34.844
323.758,34.781
324.733,34.781
325.757,34.781
326.731,34.781
327.901,34.750
328.738,34.750
329.754,34.750
331.072,34.688
331.753,34.688
332.777,34.688
333.751,34.750
334.775,34.750
335.756,34.750
336.815,34.781
337.749,34.844
338.774,34.906
339.747,34.938
340.771,34.969
341.746,34.969
342.769,34.969
343.745,34.938
344.769,34.906
345.744,34.875
346.767,34.875
347.758,34.875
348.766,34.812
349.741,34.781
350.773,34.812
351.746,34.812
352.773,34.812
353.750,34.844
354.762,34.875
355.737,34.875
356.761,34.906
357.736,34.875
358.759,34.875
359.735,34.875
360.758,34.875
361.782,34.875
363.052,34.875
363.926,34.906
364.756,34.906
365.828,34.875
366.754,34.875
367.729,34.875
368.753,34.844
369.731,34.812
370.752,34.812
371.778,34.844
372.773,34.812
373.727,34.812
374.751,34.781
375.727,34.812
376.944,34.812
377.723,34.812
378.797,34.812
379.770,34.844
380.745,34.875
381.769,34.844
382.755,34.812
383.769,34.781
384.743,34.812
385.815,34.844
386.741,34.844
387.914,34.812
388.934,34.812
389.764,34.812
390.841,34.812
391.762,34.812
392.737,34.844
393.765,34.844
394.736,34.875
395.759,34.875
396.738,34.875
397.758,34.938
398.733,34.938
399.757,34.906
400.732,34.906
401.761,34.906
402.731,34.906
403.803,34.875
404.735,34.875
405.758,34.875
406.728,34.844
407.751,34.781
408.727,34.812
409.750,34.844
410.726,34.844
411.749,34.875
412.724,34.875
413.754,34.844
414.823,34.875
415.747,34.875
416.727,34.844
417.745,34.875
418.833,34.812
419.744,34.781
420.719,34.781
421.743,34.750
422.724,34.719
423.741,34.781
424.765,34.750
425.740,34.781
426.815,34.812
427.773,34.781
428.762,34.844
429.738,34.812
430.761,34.812
431.736,34.844
432.773,34.844
433.735,34.844
434.795,34.875
435.756,34.844
436.757,34.844
437.732,34.875
438.756,34.906
440.123,34.906
440.755,34.969
441.730,34.969
442.809,35.000
443.731,35.000
444.752,34.969
445.727,35.000
446.752,34.969
447.726,34.938
448.778,34.906
449.728,34.906
450.748,34.906
451.723,34.875
452.750,34.875
453.722,34.875
454.793,34.875
455.721,34.875
456.744,34.906
457.725,34.938
458.745,34.938
459.718,34.938
460.742,34.938
461.717,34.938
462.741,34.938
463.716,34.938
464.985,34.906
465.714,34.906
466.738,34.875
467.806,34.875
468.739,34.875
469.714,34.875
470.735,34.875
471.710,34.875
472.734,34.875
473.731,34.875
474.737,34.875
475.732,34.875
476.731,34.906
477.755,34.875
478.730,34.906
479.754,34.875
480.732,34.844
481.754,34.844
482.763,34.844
483.751,34.875
484.726,34.875
485.809,34.906
486.725,34.906
487.748,34.969
488.723,34.938
489.747,34.969
490.763,34.969
491.746,35.000
492.722,34.969
493.744,34.938
494.874,34.938
495.743,34.844
496.718,34.781
497.742,34.688
498.717,34.625
499.741,34.562
500.720,34.469
501.739,34.344
502.715,34.250
503.738,34.125
504.864,34.000
505.770,33.875
506.723,33.750
507.735,33.625
508.711,33.531
509.734,33.406
510.709,33.281
511.733,33.188
512.711,33.094
513.731,33.000
514.718,32.875
515.832,32.781
516.706,32.688
517.738,32.625
518.781,32.531
519.728,32.469
520.720,32.375
521.727,32.281
522.750,32.219
523.726,32.125
524.703,32.094
525.725,32.000
526.748,31.906
527.726,31.844
528.747,31.766
529.815,31.688
530.958,31.547
531.722,31.469
532.745,31.375
533.720,31.328
534.744,31.266
535.730,31.188
536.743,31.094
537.722,31.016
538.749,30.922
539.863,30.844
540.742,30.859
541.720,30.797
542.750,30.734
543.861,30.688
544.991,30.578
545.814,30.516
546.738,30.469
547.713,30.422
548.736,30.391
549.858,30.312
550.735,30.281
551.710,30.234
552.738,30.219
553.710,30.156
554.733,30.172
555.708,30.156
556.732,30.109
557.707,30.047
558.730,29.984
559.705,29.953
560.731,29.906
561.705,29.844
562.732,29.734
563.703,29.703
564.728,29.625
565.702,29.562
566.726,29.516
567.701,29.484
568.725,29.453
569.733,29.406
570.821,29.344
571.796,29.266
572.723,29.250
573.698,29.188
574.721,29.125
575.769,29.047
576.722,29.016
577.755,28.969
578.719,28.938
579.746,28.891
580.916,28.859
581.742,28.906
582.720,28.875
583.741,28.875
584.716,28.828
585.740,28.828
586.715,28.797
587.739,28.719
588.730,28.625
589.737,28.469
590.738,28.328
591.736,28.141
592.711,28.031
593.735,27.906
594.710,27.828
595.883,27.703
596.730,27.562
597.733,27.406
598.708,27.203
599.737,27.031
600.904,26.859
601.731,26.781
602.706,26.688
603.737,26.562
604.704,26.438
605.728,26.312
606.852,26.250
607.727,26.234
608.704,26.297
609.729,26.406
610.752,26.453
611.725,26.453
612.700,26.422
613.724,26.406
614.699,26.375
615.722,26.359
616.847,26.344
617.723,26.328
618.696,26.297
619.720,26.266
620.695,26.250
621.720,26.203
622.694,26.203
623.718,26.203
624.741,26.203
625.716,26.234
626.741,26.234
627.716,26.250
628.753,26.250
629.718,26.297
630.738,26.328
631.713,26.344
632.737,26.359
633.712,26.266
634.736,26.203
635.734,26.094
636.735,25.984
637.710,25.859
638.734,25.766
639.713,25.609
640.733,25.484
641.725,25.375
642.731,25.234
643.760,25.234
644.730,25.188
645.707,25.156
646.745,25.172
647.704,25.172
648.728,25.172
649.755,25.156
650.726,25.125
651.707,25.109
652.972,25.078
653.701,25.062
654.725,25.016
655.739,25.047
656.826,25.047
657.715,25.047
658.722,25.047
659.697,25.047
660.721,25.047
661.745,24.906
662.720,24.875
663.941,24.891
664.719,24.844
665.708,24.766
666.863,24.672
667.844,24.625
668.747,24.547
669.696,24.516
670.715,24.484
671.690,24.547
672.728,24.531
673.719,24.453
674.743,24.469
675.737,24.438
676.726,24.438
677.739,24.344
678.727,24.328
679.734,24.312
680.710,24.297
681.806,24.297
683.000,24.281
683.732,24.281
684.721,24.266
685.734,24.281
686.712,24.297
687.835,24.297
688.951,24.328
689.733,24.312
690.704,24.297
691.727,24.297
692.709,24.281
693.726,24.281
694.844,24.266
695.725,24.281
696.716,24.297
697.723,24.312
698.704,24.297
699.722,24.266
700.698,24.297
701.721,24.312
702.696,24.312
703.967,24.312
704.704,24.328
705.971,24.328
706.694,24.312
707.718,24.344
708.841,24.359
709.717,24.438
710.692,24.438
711.716,24.453
712.716,24.484
713.730,24.516
714.843,24.516
715.713,24.516
716.688,24.500
717.712,24.516
718.743,24.562
719.811,24.531
720.686,24.516
721.710,24.516
722.711,24.484
723.708,24.453
724.732,24.453
725.718,24.484
726.731,24.516
727.706,24.484
728.730,24.453
729.868,24.453
730.729,24.484
731.704,24.500
732.727,24.516
733.703,24.516
734.849,24.547
735.723,24.547
