df_hash,22ZHK4.M2RKJ7
318.421,34.938
319.396,34.938
320.420,34.969
321.418,34.938
322.419,34.938
323.394,34.938
324.418,34.969
325.639,34.938
326.440,34.906
327.396,34.938
328.421,34.938
329.390,34.938
330.414,34.938
331.535,35.000
332.413,35.000
333.388,35.000
334.414,34.938
335.435,34.969
336.410,35.000
337.631,34.969
338.409,35.000
339.433,35.000
340.445,35.000
341.432,34.969
342.555,34.938
343.430,34.938
344.428,34.938
345.429,34.906
346.404,34.938
347.427,34.969
348.434,35.000
349.427,35.000
350.402,35.000
351.431,35.031
352.598,35.000
353.530,35.000
354.399,35.031
355.428,35.062
356.449,35.031
357.490,34.969
358.397,34.969
359.436,34.938
360.403,34.969
361.419,34.938
362.399,34.969
363.418,34.969
364.393,35.000
365.417,35.000
366.419,35.000
367.442,35.031
368.447,35.031
369.414,35.031
370.656,35.031
371.428,35.062
372.388,35.062
373.415,35.062
374.387,35.031
375.410,35.062
376.406,35.062
377.457,35.094
378.384,35.125
379.408,35.125
380.432,35.125
381.455,35.125
382.384,35.125
383.407,35.094
384.527,35.094
385.404,35.062
386.379,35.031
387.600,35.031
388.378,35.000
389.418,34.938
390.425,34.906
391.401,34.906
392.424,34.938
393.399,34.969
394.425,35.000
395.447,35.031
396.434,35.031
397.397,35.031
398.421,35.000
399.395,35.062
400.424,35.156
401.394,35.188
402.418,35.188
403.396,35.156
404.417,35.188
405.437,35.188
406.428,35.219
407.440,35.250
408.416,35.281
409.428,35.344
410.611,35.250
411.388,35.281
412.412,35.250
413.389,35.250
414.410,35.219
415.386,35.219
416.431,35.188
417.385,35.188
418.408,35.188
419.383,35.125
420.428,35.125
421.628,35.125
422.412,35.094
423.381,35.094
424.408,35.094
425.380,35.094
426.552,35.125
427.378,35.125
428.406,35.125
429.378,35.156
430.400,35.156
431.524,35.188
432.448,35.188
433.376,35.188
434.398,35.188
435.403,35.219
436.546,35.188
437.469,35.188
438.445,35.188
439.419,35.156
440.394,35.125
441.418,35.125
442.497,35.125
443.660,35.062
444.392,35.062
445.416,35.031
446.537,35.031
447.463,35.094
448.505,35.125
449.415,35.156
450.388,35.188
451.412,35.219
452.536,35.219
453.460,35.312
454.437,35.312
455.409,35.312
456.385,35.344
457.457,35.250
458.627,35.250
459.419,35.219
460.412,35.188
461.406,35.219
462.429,35.188
463.405,35.188
464.525,35.219
465.452,35.156
466.378,35.156
467.402,35.156
468.435,35.156
469.401,35.188
470.418,35.188
471.548,35.156
472.569,35.188
473.399,35.156
474.620,35.188
475.397,35.219
476.373,35.219
477.399,35.188
478.420,35.188
479.395,35.188
480.375,35.188
481.419,35.188
482.372,35.188
483.491,35.156
484.416,35.156
485.439,35.156
486.512,35.156
487.389,35.156
488.468,35.125
489.389,35.156
