df_hash,22ZHK4.XMLDE7
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.LYXY
person_label,v138
date_time_start,2026-04-14_15-48-30.092000_+03
date_time_start_unix,1776163710.092
date_time_end,2026-04-14_15-56-41.793000_+03
length_difference_noticed,no

time,heart_rate
39.266,89
40.144,89
41.364,88
42.240,88
43.136,88
44.336,88
45.229,88
46.140,86
47.349,87
48.187,86
49.134,86
50.284,86
51.210,86
52.087,86
53.257,86
54.135,86
55.091,79
56.231,75
57.158,72
58.035,70
59.205,72
60.131,72
61.009,76
62.203,78
63.105,79
64.003,77
65.172,77
66.079,77
66.956,77
68.175,77
69.101,77
69.930,77
71.101,77
72.052,77
72.907,77
74.122,71
75.000,74
75.878,77
77.145,75
77.975,78
78.851,77
80.070,76
80.951,76
81.825,76
83.044,76
83.921,75
84.925,75
86.067,75
87.045,76
87.821,78
88.991,80
89.869,81
90.795,82
91.965,81
92.869,81
93.769,81
94.945,75
95.816,73
96.742,75
97.916,75
98.790,74
99.718,73
100.886,73
101.764,74
102.691,74
103.860,73
104.738,73
105.664,75
106.834,76
107.711,77
108.680,76
109.905,76
110.690,76
111.686,76
112.785,76
113.708,84
114.585,84
115.756,86
116.681,84
117.608,88
118.729,89
119.655,91
120.533,89
121.706,89
122.629,89
123.506,89
124.676,89
125.605,89
126.480,89
127.651,89
128.576,89
129.636,89
130.649,89
131.550,89
132.451,89
133.646,90
134.524,91
135.401,92
136.620,92
137.498,91
138.375,91
139.596,89
140.471,87
141.447,86
142.568,87
143.445,86
144.326,86
145.541,86
146.419,86
147.296,86
148.515,86
149.418,87
150.270,86
151.489,86
152.366,82
153.295,80
154.463,81
155.370,81
156.266,81
157.486,80
158.314,80
159.240,80
160.410,80
161.288,80
162.214,80
163.384,80
164.310,80
165.188,80
166.358,80
167.284,80
168.167,80
169.331,79
170.258,79
171.135,78
172.331,77
173.231,77
174.133,77
175.328,77
176.205,78
177.083,77
178.301,79
179.179,80
180.056,81
181.275,80
182.190,80
183.278,80
184.249,80
185.127,77
186.004,76
187.223,73
188.100,70
188.978,69
190.199,70
191.214,70
192.000,70
193.219,69
194.048,79
194.974,75
196.144,74
197.071,74
197.948,74
199.141,74
199.995,84
200.922,87
202.140,87
202.980,89
203.992,90
205.093,89
205.996,89
206.869,89
208.051,89
208.966,86
209.867,85
211.013,84
211.939,83
212.817,83
213.991,83
214.913,83
215.888,83
216.960,83
218.130,83
218.764,83
219.983,83
220.861,77
221.738,80
222.957,81
223.834,84
224.712,81
225.930,82
226.808,81
227.685,81
228.904,81
229.782,81
230.688,81
231.878,81
232.760,81
233.682,81
234.852,83
235.729,86
236.655,83
237.827,82
238.742,82
239.636,82
240.799,82
241.691,82
242.603,82
243.775,76
244.650,73
245.577,71
246.747,73
247.673,73
248.551,72
249.867,72
250.647,72
251.548,72
252.694,72
253.621,65
254.498,61
255.668,60
256.594,61
257.472,62
258.691,61
259.572,61
260.446,61
261.811,61
262.542,61
263.420,61
264.638,61
265.521,61
266.640,61
267.612,61
268.490,61
269.367,61
270.586,61
271.463,61
272.389,61
273.563,64
274.443,62
275.364,62
276.535,62
277.411,62
278.337,62
279.507,62
280.681,62
281.311,62
282.481,62
283.358,62
284.284,62
285.455,62
286.332,62
287.258,62
288.428,62
289.404,88
290.233,78
291.402,75
292.328,75
293.206,84
294.376,84
295.344,82
296.182,82
297.353,82
298.276,82
299.153,82
300.324,82
301.545,82
302.127,85
303.346,83
304.225,86
305.105,84
306.320,84
307.197,87
308.076,88
309.302,86
310.220,86
311.049,86
312.268,86
313.145,86
314.022,88
315.241,90
316.119,88
316.996,88
318.219,88
319.095,88
319.970,88
321.188,88
322.070,88
322.944,88
324.406,88
325.140,88
325.917,88
327.136,97
328.014,91
328.891,99
330.113,94
330.992,96
331.868,95
333.084,95
333.961,95
334.887,95
336.057,99
336.935,100
337.861,100
339.103,99
339.915,99
340.835,103
342.005,104
342.935,103
343.809,105
345.006,104
345.860,104
346.784,104
347.952,104
348.840,104
349.756,104
350.926,104
351.808,100
352.730,100
353.922,99
354.778,100
355.704,100
356.877,101
357.800,101
358.678,100
359.946,100
360.774,100
361.700,100
362.825,100
363.748,100
364.625,100
365.795,100
366.721,100
367.599,97
368.773,97
369.695,97
370.574,90
371.743,97
372.669,91
373.546,91
374.814,90
375.643,91
376.520,90
377.690,93
378.616,88
379.494,87
380.859,86
381.590,86
382.478,86
383.654,88
384.811,90
385.442,91
386.615,89
387.538,89
388.415,89
389.585,89
390.512,89
391.389,89
392.559,89
393.502,89
394.363,89
395.777,88
396.459,87
397.434,87
398.507,87
399.433,87
400.310,87
401.529,87
402.407,87
403.333,87
404.503,87
405.404,87
406.258,87
407.508,87
408.354,87
409.232,87
410.452,87
411.328,87
412.205,87
413.448,87
414.302,87
415.179,87
416.398,84
417.276,79
418.156,80
419.372,78
420.253,79
421.127,78
422.345,78
423.223,78
424.393,78
425.319,78
426.246,78
427.123,78
428.735,78
429.170,78
430.100,78
431.267,78
432.193,78
433.119,78
434.241,78
435.171,78
436.049,78
437.214,78
438.141,78
439.020,78
440.188,78
441.114,78
441.992,78
443.212,78
444.093,78
444.970,74
446.185,76
447.068,70
447.940,67
449.207,69
450.053,69
450.914,68
452.132,68
453.017,68
