df_hash,22ZHK4.XMLDE7
453.985,68
455.106,68
455.983,68
456.866,68
458.128,68
458.957,68
459.981,68
461.053,68
462.175,68
462.808,78
464.027,74
464.909,73
465.832,87
467.001,87
467.886,84
468.806,84
470.000,84
470.888,84
471.780,84
472.953,84
473.830,84
474.752,84
476.077,84
476.800,82
477.738,83
478.896,82
479.774,82
480.700,82
481.874,82
482.849,86
484.005,87
484.878,89
485.721,88
