df_hash,22ZHK4.XMLDE7
132.640,0.964
132.670,0.956
132.700,0.973
132.730,0.958
132.760,0.958
132.790,0.965
132.820,0.961
132.850,0.961
132.880,0.965
132.910,0.967
132.940,0.962
132.970,0.972
133.000,0.975
133.030,0.971
133.060,0.952
133.090,0.964
133.120,0.972
133.150,0.962
133.180,0.970
133.210,0.974
133.240,0.959
133.270,0.986
133.300,0.967
133.330,0.963
133.360,0.981
133.390,0.967
133.420,0.965
133.450,0.972
133.480,0.971
133.510,0.973
133.540,0.981
133.570,0.973
133.600,0.985
133.630,0.973
133.660,0.965
133.690,0.972
133.720,0.992
133.750,0.974
133.780,0.958
133.810,0.958
133.840,0.958
133.870,0.960
133.900,0.963
133.930,0.966
133.960,0.978
133.990,0.972
134.020,0.964
134.050,0.966
134.080,0.971
134.110,0.976
134.140,0.977
134.170,0.986
134.200,0.992
134.230,0.965
134.260,0.966
134.290,0.973
134.320,0.971
134.350,0.963
134.380,0.973
134.410,0.971
134.440,0.979
134.470,0.972
134.500,0.968
134.530,0.968
134.560,0.966
134.590,0.964
134.620,0.979
134.650,0.975
134.680,0.967
134.710,0.977
134.740,0.970
134.770,0.973
134.800,0.968
134.830,0.969
134.860,0.973
134.890,0.967
134.920,0.980
134.950,0.977
134.980,0.973
135.010,0.973
135.040,0.980
135.070,0.967
135.100,0.967
135.130,0.969
135.160,0.967
135.190,0.968
135.220,0.983
135.250,0.977
135.280,0.964
135.310,0.980
135.340,0.972
135.370,0.974
135.400,0.976
135.430,0.966
135.460,0.975
135.490,0.977
135.520,0.971
135.550,0.979
135.580,0.971
135.610,0.985
135.640,0.976
135.670,0.961
135.700,0.956
135.730,0.965
135.760,0.967
135.790,0.970
135.820,0.959
135.850,0.963
135.880,0.980
135.910,0.968
135.940,0.969
135.970,0.970
136.000,0.980
136.030,0.962
136.060,0.974
136.090,0.969
136.120,0.966
136.150,0.971
136.180,0.977
136.210,0.960
136.240,0.971
136.270,0.966
136.300,0.972
136.330,0.976
136.360,0.966
136.390,0.980
136.420,0.972
136.450,0.970
136.480,0.972
136.510,0.977
136.540,0.960
136.570,0.974
136.600,0.983
136.630,0.972
136.660,0.964
136.690,0.961
136.720,0.972
136.750,0.974
136.780,0.977
136.810,0.977
136.840,0.966
136.870,0.973
136.900,0.977
136.930,0.959
136.960,0.979
136.990,0.969
137.020,0.963
137.050,0.968
137.080,0.971
137.110,0.976
137.140,0.972
137.170,0.982
137.200,0.955
137.230,0.966
137.260,0.963
137.290,0.965
137.320,0.968
137.350,0.972
137.380,0.978
137.410,0.980
137.440,0.964
137.470,0.968
137.500,0.966
137.530,0.966
137.560,0.969
137.590,0.972
137.620,0.969
137.650,0.975
137.680,0.976
137.710,0.978
137.740,0.978
137.770,0.971
137.800,0.963
137.830,0.969
137.860,0.971
137.890,0.970
137.920,0.975
137.950,0.971
137.980,0.963
138.010,0.993
138.040,0.976
138.070,0.966
138.100,0.968
138.130,0.967
138.160,0.974
138.190,0.975
138.220,0.974
138.250,0.970
138.280,0.976
138.310,0.964
138.340,0.979
138.370,0.963
138.400,0.972
138.430,0.972
138.460,0.964
138.490,0.970
138.520,0.974
138.550,0.974
138.580,0.978
138.610,0.972
138.640,0.967
138.670,0.972
138.700,0.971
138.730,0.970
138.760,0.971
138.790,0.967
138.820,0.970
138.850,0.968
138.880,0.967
138.910,0.968
138.940,0.966
138.970,0.973
139.000,0.957
139.030,0.964
139.060,0.968
139.090,0.959
139.120,0.962
139.150,0.958
139.180,0.961
139.210,0.968
139.240,0.957
139.270,0.954
139.300,0.960
139.330,0.955
139.360,0.960
139.390,0.948
139.420,0.958
139.450,0.955
139.480,0.958
139.510,0.959
139.540,0.958
139.570,0.951
139.600,0.963
139.630,0.941
139.660,0.968
139.690,0.958
139.720,0.947
139.750,0.959
139.780,0.960
139.810,0.956
139.840,0.957
139.870,0.950
139.900,0.956
139.930,0.954
139.960,0.951
139.990,0.949
140.020,0.966
140.050,0.958
140.080,0.957
140.110,0.952
140.140,0.955
140.170,0.948
140.200,0.964
140.230,0.956
140.260,0.945
140.290,0.953
140.320,0.951
140.350,0.948
140.380,0.965
140.410,0.949
140.440,0.959
140.470,0.956
140.500,0.948
140.530,0.938
140.560,0.949
140.590,0.953
140.620,0.948
140.650,0.950
140.680,0.958
140.710,0.950
140.740,0.953
140.770,0.953
140.800,0.942
140.830,0.959
140.860,0.943
140.890,0.951
140.920,0.945
140.950,0.945
140.980,0.964
141.010,0.968
141.040,0.951
141.070,0.970
141.100,0.951
141.130,0.950
141.160,0.951
141.190,0.945
141.220,0.950
141.250,0.950
141.280,0.952
141.310,0.948
141.340,0.957
141.370,0.953
141.400,0.968
141.430,0.965
141.460,0.931
141.490,0.952
141.520,0.953
141.550,0.941
141.580,0.947
141.610,0.958
141.640,0.950
141.670,0.957
141.700,0.966
141.730,0.955
141.760,0.960
141.790,0.952
141.820,0.953
141.850,0.953
141.880,0.953
141.910,0.955
141.940,0.960
141.970,0.955
142.000,0.970
142.030,0.957
142.060,0.927
142.090,0.962
142.120,0.946
142.150,0.946
142.180,0.958
142.210,0.958
142.240,0.952
142.270,0.965
142.300,0.949
142.330,0.958
142.360,0.954
142.390,0.950
142.420,0.956
142.450,0.953
142.480,0.954
142.510,0.953
142.540,0.954
142.570,0.951
142.600,0.956
142.630,0.955
142.660,0.942
142.690,0.954
142.720,0.946
142.750,0.956
142.780,0.958
142.810,0.954
142.840,0.958
142.870,0.961
142.900,0.949
142.930,0.946
142.960,0.953
142.990,0.949
143.020,0.951
143.050,0.949
143.080,0.958
143.110,0.955
143.140,0.952
143.170,0.964
143.200,0.955
143.230,0.955
143.260,0.951
143.290,0.952
143.320,0.953
143.350,0.960
143.380,0.959
143.410,0.958
143.440,0.967
143.470,0.963
143.500,0.965
143.530,0.971
143.560,0.953
143.590,0.950
143.620,0.942
143.650,0.959
143.680,0.958
143.710,0.947
143.740,0.948
143.770,0.937
143.800,0.950
143.830,0.959
143.860,0.956
143.890,0.949
143.920,0.961
143.950,0.956
143.980,0.951
144.010,0.963
144.040,0.960
144.070,0.952
144.100,0.955
144.130,0.944
144.160,0.946
144.190,0.951
144.220,0.952
144.250,0.953
144.280,0.953
144.310,0.951
144.340,0.958
144.370,0.967
144.400,0.953
144.430,0.949
144.460,0.958
144.490,0.964
144.520,0.945
144.550,0.956
144.580,0.948
144.610,0.958
144.640,0.964
144.670,0.955
144.700,0.951
144.730,0.965
144.760,0.955
144.790,0.956
144.820,0.958
144.850,0.952
144.880,0.955
144.910,0.958
144.940,0.958
144.970,0.954
145.000,0.954
145.030,0.958
145.060,0.953
145.090,0.964
145.120,0.953
145.150,0.942
145.180,0.949
145.210,0.952
145.240,0.953
145.270,0.957
145.300,0.954
145.330,0.941
145.360,0.972
145.390,0.951
145.420,0.957
145.450,0.955
145.480,0.959
145.510,0.960
145.540,0.956
145.570,0.950
145.600,0.959
145.630,0.962
145.660,0.960
145.690,0.959
145.720,0.953
145.750,0.953
145.780,0.956
145.810,0.954
145.840,0.952
145.870,0.943
145.900,0.962
145.930,0.961
145.960,0.951
145.990,0.970
146.020,0.959
146.050,0.953
146.080,0.955
146.110,0.955
146.140,0.955
146.170,0.958
146.200,0.966
146.230,0.962
146.260,0.948
146.290,0.950
146.320,0.952
146.350,0.964
146.380,0.954
146.410,0.959
146.440,0.945
146.470,0.960
146.500,0.955
146.530,0.958
146.560,0.950
146.590,0.964
146.620,0.959
146.650,0.959
146.680,0.952
146.710,0.956
146.740,0.957
146.770,0.949
146.800,0.959
146.830,0.958
146.860,0.960
146.890,0.956
146.920,0.958
146.950,0.943
146.980,0.958
147.010,0.950
147.040,0.961
147.070,0.953
147.100,0.952
147.130,0.959
147.160,0.950
147.190,0.958
147.220,0.957
147.250,0.955
147.280,0.958
147.310,0.952
147.340,0.952
147.370,0.957
147.400,0.949
147.430,0.953
147.460,0.956
147.490,0.957
147.520,0.953
147.550,0.958
147.580,0.959
147.610,0.960
147.640,0.952
147.670,0.959
147.700,0.963
147.730,0.947
147.760,0.962
147.790,0.951
147.820,0.952
147.850,0.949
147.880,0.958
147.910,0.958
147.940,0.957
147.970,0.952
148.000,0.957
148.030,0.952
148.060,0.961
148.090,0.955
148.120,0.960
148.150,0.960
148.180,0.965
148.210,0.958
148.240,0.961
148.270,0.959
148.300,0.960
148.330,0.966
148.360,0.953
148.390,0.977
148.420,0.966
148.450,0.962
148.480,0.952
148.510,0.950
148.540,0.967
148.570,0.956
148.600,0.967
148.630,0.961
148.660,0.947
148.690,0.952
148.720,0.948
148.750,0.950
148.780,0.968
148.810,0.954
148.840,0.955
148.870,0.957
148.900,0.947
148.930,0.959
148.960,0.962
148.990,0.956
149.020,0.963
149.050,0.945
149.080,0.954
149.110,0.956
149.140,0.953
149.170,0.964
149.200,0.959
149.230,0.949
149.260,0.955
149.290,0.955
149.320,0.946
149.350,0.950
149.380,0.943
149.410,0.960
149.440,0.945
149.470,0.952
149.500,0.944
149.530,0.949
149.560,0.944
149.590,0.958
149.620,0.953
149.650,0.936
149.680,0.943
149.710,0.945
149.740,0.937
149.770,0.951
149.800,0.935
149.830,0.953
149.860,0.922
149.890,0.943
149.920,0.945
149.950,0.937
149.980,0.944
150.010,0.959
150.040,0.952
150.070,0.938
150.100,0.939
150.130,0.939
150.160,0.935
150.190,0.929
150.220,0.898
150.250,0.898
150.280,0.910
150.310,0.932
150.340,0.917
150.370,0.939
150.400,0.925
150.430,0.930
150.460,0.899
150.490,0.964
150.520,0.950
150.550,0.930
150.580,0.947
150.610,0.939
150.640,0.920
150.670,0.949
150.700,0.948
150.730,0.955
150.760,0.966
150.790,0.968
150.820,0.968
150.850,0.962
150.880,0.964
150.910,0.948
150.940,0.955
150.970,0.923
151.000,0.933
151.030,0.947
151.060,0.925
151.090,0.930
151.120,0.920
151.150,0.937
151.180,0.929
151.210,0.920
151.240,0.926
151.270,0.916
151.300,0.934
151.330,0.923
151.360,0.925
151.390,0.929
151.420,0.931
151.450,0.930
151.480,0.931
151.510,0.932
151.540,0.939
151.570,0.942
151.600,0.923
151.630,0.926
151.660,0.939
151.690,0.927
151.720,0.924
151.750,0.938
151.780,0.938
151.810,0.931
151.840,0.927
151.870,0.943
151.900,0.932
151.930,0.933
151.960,0.928
151.990,0.928
152.020,0.928
152.050,0.936
152.080,0.923
152.110,0.922
152.140,0.930
152.170,0.926
152.200,0.935
152.230,0.927
152.260,0.932
152.290,0.937
152.320,0.931
152.350,0.946
152.380,0.921
152.410,0.955
152.440,0.907
152.470,0.965
152.500,0.917
152.530,0.932
152.560,0.929
152.590,0.933
152.620,0.924
152.650,0.932
152.680,0.927
152.710,0.933
152.740,0.928
152.770,0.926
152.800,0.950
152.830,0.899
152.860,0.970
152.890,0.915
152.920,0.996
152.950,0.960
152.980,0.975
153.010,0.976
153.040,0.970
153.070,0.969
153.100,0.963
153.130,0.974
153.160,0.944
153.190,0.933
153.220,0.942
153.250,0.942
153.280,0.956
153.310,0.938
153.340,0.920
153.370,0.936
153.400,0.934
153.430,0.959
153.460,0.937
153.490,0.866
153.520,0.900
153.550,0.928
153.580,0.906
153.610,0.900
153.640,0.945
153.670,0.940
153.700,0.947
153.730,0.956
153.760,0.954
153.790,0.963
153.820,0.938
153.850,0.962
153.880,0.985
153.910,0.944
153.940,0.946
153.970,0.941
154.000,0.953
154.030,0.964
154.060,0.964
154.090,0.966
154.120,0.956
154.150,0.942
154.180,0.985
154.210,0.973
154.240,0.975
154.270,0.977
154.300,0.978
154.330,1.001
154.360,0.996
154.390,0.991
154.420,1.008
154.450,0.969
154.480,0.940
154.510,0.933
154.540,0.932
154.570,0.944
154.600,0.946
154.630,0.946
154.660,0.994
154.690,0.986
154.720,0.981
154.750,0.963
154.780,0.963
154.810,0.979
154.840,0.980
154.870,0.984
154.900,0.979
154.930,0.993
154.960,0.987
154.990,0.982
155.020,0.971
155.050,0.990
155.080,0.985
155.110,0.983
155.140,1.000
155.170,0.978
155.200,0.986
155.230,0.994
155.260,0.992
155.290,0.986
155.320,1.000
155.350,0.983
155.380,0.987
155.410,0.984
155.440,0.973
155.470,0.980
155.500,0.984
155.530,0.983
155.560,0.993
155.590,0.994
155.620,0.986
155.650,0.996
155.680,0.998
155.710,0.982
155.740,0.992
155.770,0.995
155.800,0.977
155.830,0.997
155.860,0.999
155.890,0.985
155.920,0.977
155.950,0.981
155.980,0.981
156.010,0.992
156.040,0.989
156.070,0.989
156.100,0.964
156.130,0.987
156.160,0.980
156.190,0.979
156.220,0.993
156.250,0.991
156.280,0.990
156.310,0.987
156.340,0.992
156.370,0.991
156.400,0.986
156.430,0.990
156.460,0.977
156.490,0.991
156.520,0.986
156.550,0.976
156.580,0.989
156.610,0.986
156.640,0.994
156.670,0.999
156.700,0.988
156.730,1.000
156.760,0.987
156.790,0.979
156.820,0.984
156.850,1.018
156.880,1.002
156.910,0.987
156.940,0.976
156.970,0.999
157.000,0.999
157.030,1.006
157.060,1.001
157.090,0.989
157.120,0.980
157.150,0.986
157.180,0.994
157.210,0.990
157.240,0.986
157.270,1.000
157.300,0.981
157.330,0.991
157.360,1.002
157.390,0.972
157.420,0.987
157.450,0.995
157.480,1.003
157.510,1.001
157.540,0.985
157.570,1.005
157.600,0.998
157.630,0.982
157.660,0.984
157.690,0.992
157.720,0.981
157.750,0.992
157.780,0.991
157.810,0.977
157.840,1.002
157.870,0.988
157.900,0.979
157.930,0.996
157.960,0.971
157.990,1.001
158.020,0.989
158.050,1.004
158.080,0.998
158.110,0.992
158.140,0.990
158.170,0.978
158.200,0.986
158.230,0.982
158.260,1.004
158.290,0.993
158.320,0.998
158.350,0.992
158.380,0.992
158.410,0.993
158.440,0.994
158.470,0.997
158.500,0.991
158.530,0.972
158.560,0.996
158.590,0.999
158.620,0.999
158.650,0.974
158.680,1.006
158.710,0.972
158.740,0.989
158.770,0.991
158.800,0.984
158.830,0.994
158.860,0.986
158.890,0.980
158.920,1.000
158.950,1.014
158.980,0.991
159.010,0.995
159.040,0.987
159.070,0.999
159.100,0.992
159.130,0.987
159.160,0.986
159.190,0.984
159.220,0.981
159.250,0.981
159.280,0.983
159.310,0.975
159.340,0.976
159.370,0.981
159.400,0.983
159.430,0.976
159.460,0.971
159.490,0.973
159.520,0.969
159.550,0.978
159.580,0.986
159.610,0.983
159.640,0.981
159.670,0.966
159.700,1.001
159.730,0.999
159.760,1.007
159.790,0.996
159.820,0.993
159.850,0.983
159.880,0.985
159.910,0.983
159.940,0.980
159.970,0.984
160.000,0.990
160.030,0.981
160.060,0.972
160.090,0.996
160.120,0.977
160.150,0.975
160.180,0.987
160.210,0.987
160.240,0.990
160.270,0.987
160.300,0.979
160.330,0.986
160.360,0.984
160.390,0.979
160.420,0.981
160.450,0.991
160.480,0.989
160.510,0.981
160.540,0.984
160.570,0.991
160.600,0.974
160.630,0.981
160.660,0.988
160.690,0.992
160.720,0.977
160.750,0.992
160.780,0.981
160.810,0.982
160.840,0.979
160.870,0.987
160.900,0.986
160.930,0.978
160.960,0.979
160.990,0.983
161.020,0.995
161.050,0.984
161.080,0.987
161.110,0.988
161.140,0.989
161.170,0.987
161.200,0.975
161.230,0.990
161.260,0.979
161.290,0.976
161.320,0.986
161.350,0.986
161.380,0.984
161.410,0.996
161.440,0.985
161.470,0.987
161.500,0.987
161.530,0.983
161.560,0.987
161.590,0.979
161.620,0.982
161.650,0.983
161.680,0.985
161.710,0.973
161.740,0.993
161.770,0.990
161.800,0.985
161.830,0.988
161.860,0.985
161.890,0.981
161.920,0.987
161.950,0.988
161.980,0.991
162.010,0.982
162.040,0.983
162.070,0.986
162.100,0.981
162.130,0.981
162.160,0.985
162.190,0.989
162.220,0.982
162.250,0.989
162.280,0.981
162.310,0.987
162.340,0.985
162.370,0.976
162.400,0.983
162.430,0.983
162.460,0.979
162.490,0.984
162.520,0.985
162.550,0.983
162.580,0.987
162.610,0.981
162.640,0.983
162.670,0.980
162.700,0.982
162.730,0.985
162.760,0.988
162.790,0.986
162.820,0.979
162.850,0.992
162.880,0.979
162.910,0.992
162.940,0.981
162.970,0.990
163.000,0.976
163.030,0.976
163.060,0.981
163.090,0.980
163.120,0.976
163.150,0.990
163.180,0.977
163.210,0.983
163.240,0.989
163.270,0.984
163.300,0.985
163.330,0.987
163.360,0.982
163.390,0.984
163.420,0.989
163.450,0.988
163.480,0.976
163.510,0.989
163.540,0.988
163.570,0.988
163.600,0.987
163.630,0.973
163.660,0.983
163.690,0.986
163.720,0.982
163.750,0.984
163.780,0.975
163.810,0.982
163.840,0.991
163.870,0.986
163.900,0.982
163.930,0.982
163.960,0.983
163.990,0.987
164.020,0.984
164.050,0.983
164.080,0.983
164.110,0.986
164.140,0.977
164.170,0.982
164.200,0.986
164.230,0.979
164.260,0.982
164.290,0.987
164.320,0.984
164.350,0.986
164.380,0.995
164.410,0.971
164.440,0.970
164.470,0.977
164.500,0.975
164.530,0.972
164.560,0.977
164.590,0.975
164.620,0.984
164.650,0.984
164.680,0.978
164.710,0.986
164.740,0.982
164.770,0.967
164.800,0.971
164.830,0.981
164.860,0.976
164.890,0.979
164.920,0.979
164.950,0.979
164.980,0.986
165.010,0.973
165.040,0.982
165.070,0.987
165.100,0.983
165.130,0.989
165.160,0.990
165.190,0.985
165.220,0.989
165.250,0.982
165.280,0.975
165.310,0.990
165.340,0.987
165.370,0.974
165.400,0.985
165.430,0.978
165.460,0.982
165.490,0.982
165.520,0.985
165.550,0.974
165.580,0.992
165.610,0.979
165.640,0.988
165.670,0.975
165.700,0.979
165.730,0.982
165.760,0.977
165.790,0.979
165.820,0.985
165.850,0.979
165.880,0.985
165.910,0.963
165.940,0.990
165.970,0.973
166.000,0.979
166.030,0.976
166.060,0.968
166.090,0.974
166.120,0.976
166.150,0.973
166.180,0.985
166.210,0.981
166.240,0.979
166.270,0.976
166.300,0.976
166.330,0.973
166.360,0.980
166.390,0.983
166.420,0.979
166.450,0.983
166.480,0.977
166.510,0.981
166.540,0.980
166.570,0.962
166.600,0.985
166.630,0.991
166.660,0.968
166.690,0.988
166.720,0.977
166.750,0.973
166.780,0.987
166.810,0.975
166.840,0.968
166.870,0.975
166.900,0.972
166.930,0.970
166.960,0.982
166.990,0.977
167.020,0.975
167.050,0.981
167.080,0.975
167.110,0.981
167.140,0.981
167.170,0.976
167.200,0.979
167.230,0.970
167.260,0.978
167.290,0.979
167.320,0.979
167.350,0.977
167.380,0.993
167.410,0.973
167.440,0.964
167.470,0.976
167.500,0.976
167.530,0.974
167.560,0.979
167.590,0.975
167.620,0.974
167.650,0.977
167.680,0.980
167.710,0.988
167.740,0.978
167.770,0.974
167.800,0.979
167.830,0.975
167.860,0.976
167.890,0.981
167.920,0.977
167.950,0.979
167.980,0.983
168.010,0.971
168.040,0.973
168.070,0.978
168.100,0.972
168.130,0.978
168.160,0.975
168.190,0.973
168.220,0.989
168.250,0.996
168.280,0.971
168.310,0.986
168.340,0.981
168.370,0.971
168.400,0.979
168.430,0.978
168.460,0.973
168.490,0.969
168.520,0.971
168.550,0.987
168.580,0.973
168.610,0.984
168.640,0.976
168.670,0.977
168.700,0.977
168.730,0.974
168.760,0.976
168.790,0.979
168.820,0.981
168.850,0.979
168.880,0.977
168.910,0.976
168.940,0.977
168.970,0.980
169.000,0.967
169.030,0.988
169.060,0.988
169.090,0.981
169.120,0.971
169.150,0.976
169.180,0.978
169.210,0.974
169.240,0.983
169.270,0.971
169.300,0.976
169.330,0.974
169.360,0.972
169.390,0.984
169.420,0.971
169.450,0.969
169.480,0.980
169.510,0.978
169.540,0.973
169.570,0.976
169.600,0.977
169.630,0.980
169.660,0.979
169.690,0.972
169.720,0.981
169.750,0.976
169.780,0.968
169.810,0.984
169.840,0.991
169.870,0.985
169.900,0.981
169.930,0.958
169.960,0.988
169.990,0.978
170.020,0.968
170.050,0.970
170.080,0.971
170.110,0.975
170.140,0.986
170.170,0.990
170.200,0.980
170.230,0.977
170.260,0.984
170.290,0.980
170.320,0.973
170.350,0.979
170.380,0.976
170.410,0.970
170.440,0.973
170.470,0.982
170.500,0.989
170.530,0.990
170.560,0.967
170.590,0.979
170.620,0.980
170.650,0.975
170.680,0.971
170.710,0.978
170.740,0.981
170.770,0.979
170.800,0.975
170.830,0.978
170.860,0.980
170.890,0.983
170.920,0.978
170.950,0.972
170.980,0.979
171.010,0.974
171.040,0.972
171.070,0.978
171.100,0.979
171.130,0.979
171.160,0.978
171.190,0.971
171.220,0.974
171.250,0.974
171.280,0.971
171.310,0.984
171.340,0.983
171.370,0.978
171.400,0.983
171.430,0.977
171.460,0.966
171.490,0.999
171.520,0.975
171.550,0.980
171.580,0.974
171.610,0.973
171.640,0.967
171.670,0.979
171.700,0.976
171.730,0.970
171.760,0.982
171.790,0.973
171.820,0.977
171.850,0.973
171.880,0.974
171.910,0.972
171.940,0.977
171.970,0.979
172.000,0.979
172.030,0.975
172.060,0.967
172.090,0.982
172.120,0.963
172.150,0.983
172.180,0.980
172.210,0.970
172.240,0.973
172.270,0.979
172.300,0.975
172.330,0.984
172.360,0.977
172.390,0.970
172.420,0.974
172.450,0.971
172.480,0.975
172.510,0.982
172.540,0.974
172.570,0.979
172.600,0.980
172.630,0.977
172.660,0.984
172.690,0.980
172.720,0.975
172.750,0.979
172.780,0.975
172.810,0.971
172.840,0.979
172.870,0.976
172.900,0.974
172.930,0.985
172.960,0.974
172.990,0.971
173.020,0.979
173.050,0.987
173.080,0.970
173.110,0.973
173.140,0.981
173.170,0.978
173.200,0.979
173.230,0.974
173.260,0.976
173.290,0.986
173.320,0.976
173.350,0.977
173.380,0.982
173.410,0.979
173.440,0.978
173.470,0.975
173.500,0.979
173.530,0.986
173.560,0.974
173.590,0.973
173.620,0.980
173.650,0.983
173.680,0.985
173.710,0.973
173.740,0.973
173.770,0.980
173.800,0.977
173.830,0.970
173.860,0.975
173.890,0.967
173.920,0.969
173.950,0.983
173.980,0.980
174.010,0.976
174.040,0.974
174.070,0.977
174.100,0.982
174.130,0.990
174.160,0.974
174.190,0.970
174.220,0.977
174.250,0.977
174.280,0.981
174.310,0.976
174.340,0.979
174.370,0.979
174.400,0.981
174.430,0.980
174.460,0.968
174.490,0.988
174.520,0.975
174.550,0.958
174.580,0.985
174.610,0.974
174.640,0.971
174.670,0.973
174.700,0.973
174.730,0.988
174.760,0.989
174.790,0.977
174.820,0.977
174.850,0.975
174.880,0.974
174.910,0.977
174.940,0.975
174.970,0.978
175.000,0.979
175.030,0.979
175.060,0.975
175.090,0.976
175.120,0.981
175.150,0.969
175.180,0.982
175.210,0.974
175.240,0.969
175.270,0.979
175.300,0.977
175.330,0.985
175.360,0.976
175.390,0.975
175.420,0.978
175.450,0.971
175.480,0.971
175.510,0.970
175.540,0.976
175.570,0.963
175.600,0.962
175.630,0.994
175.660,0.978
175.690,0.976
175.720,0.982
175.750,0.978
175.780,0.972
175.810,0.980
175.840,0.979
175.870,0.972
175.900,0.974
175.930,0.974
175.960,0.975
175.990,0.994
176.020,0.967
176.050,0.999
176.080,0.972
176.110,0.977
176.140,0.993
176.170,0.977
176.200,0.970
176.230,0.978
176.260,0.971
176.290,0.980
176.320,0.989
176.350,0.975
176.380,0.980
176.410,0.974
176.440,0.979
176.470,0.974
176.500,0.980
176.530,0.979
176.560,0.977
176.590,0.985
176.620,0.977
176.650,0.977
176.680,0.983
176.710,0.982
176.740,0.973
176.770,0.977
176.800,0.977
176.830,0.975
176.860,0.970
176.890,0.976
176.920,0.974
176.950,0.988
176.980,0.979
177.010,0.980
177.040,0.974
177.070,0.978
177.100,0.974
177.130,0.969
177.160,0.980
177.190,0.981
177.220,0.981
177.250,0.978
177.280,0.975
177.310,0.988
177.340,0.978
177.370,0.981
177.400,0.984
177.430,0.973
177.460,0.981
177.490,0.977
177.520,0.976
177.550,0.975
177.580,0.971
177.610,0.971
177.640,0.975
177.670,0.983
177.700,0.973
177.730,0.973
177.760,0.976
177.790,0.977
177.820,0.977
177.850,0.986
177.880,0.974
177.910,0.978
177.940,0.973
177.970,0.973
178.000,0.979
178.030,0.986
178.060,0.977
178.090,0.971
178.120,0.975
178.150,0.982
178.180,0.971
178.210,0.976
178.240,0.968
178.270,0.974
178.300,0.972
178.330,0.973
178.360,0.976
178.390,0.981
178.420,0.975
178.450,0.985
178.480,0.968
178.510,0.982
178.540,0.976
178.570,0.971
178.600,0.975
178.630,0.980
178.660,0.980
178.690,0.976
178.720,0.988
178.750,0.977
178.780,0.976
178.810,0.974
178.840,0.979
178.870,0.984
178.900,0.981
178.930,0.972
178.960,0.971
178.990,0.975
179.020,0.975
179.050,0.984
179.080,0.970
179.110,0.974
179.140,0.979
179.170,0.981
179.200,0.975
179.230,0.980
179.260,0.981
179.290,0.977
179.320,0.979
179.350,0.976
179.380,0.975
179.410,0.982
179.440,0.980
179.470,0.969
179.500,0.983
179.530,0.977
179.560,0.977
179.590,0.980
179.620,0.974
179.650,0.975
179.680,0.987
179.710,0.969
179.740,0.976
179.770,0.978
179.800,0.975
179.830,0.977
179.860,0.979
179.890,0.979
179.920,0.978
179.950,0.979
179.980,0.982
180.010,0.971
180.040,0.984
180.070,0.984
180.100,0.972
180.130,0.981
180.160,0.976
180.190,0.971
180.220,0.976
180.250,0.979
180.280,0.982
180.310,0.981
180.340,0.976
180.370,0.978
180.400,0.975
180.430,0.980
180.460,0.976
180.490,0.978
180.520,0.977
180.550,0.976
180.580,0.974
180.610,0.979
180.640,0.981
180.670,0.970
180.700,0.982
180.730,0.983
180.760,0.971
180.790,0.985
180.820,0.972
180.850,0.970
180.880,0.977
180.910,0.976
180.940,0.974
180.970,0.975
181.000,0.971
181.030,0.971
181.060,0.971
181.090,0.975
181.120,0.984
181.150,0.975
181.180,0.974
181.210,0.980
181.240,0.978
181.270,0.975
181.300,0.980
181.330,0.983
181.360,0.983
181.390,0.981
181.420,0.975
181.450,0.979
181.480,0.972
181.510,0.973
181.540,0.973
181.570,0.978
181.600,0.970
181.630,0.978
181.660,0.979
181.690,0.974
181.720,0.973
181.750,0.984
181.780,0.977
181.810,0.977
181.840,0.979
181.870,0.977
181.900,0.974
181.930,0.981
181.960,0.978
181.990,0.974
182.020,0.982
182.050,0.979
182.080,0.972
182.110,0.983
182.140,0.978
182.170,0.970
182.200,0.976
182.230,0.981
182.260,0.975
182.290,0.993
182.320,0.968
182.350,0.968
182.380,0.976
182.410,0.979
182.440,0.977
182.470,0.975
182.500,0.974
182.530,0.973
182.560,0.973
182.590,0.988
182.620,0.978
182.650,0.968
182.680,0.982
182.710,0.981
182.740,0.977
182.770,0.980
182.800,0.972
182.830,0.973
182.860,0.979
182.890,0.980
182.920,0.981
182.950,0.977
182.980,0.973
183.010,0.978
183.040,0.975
183.070,0.972
183.100,0.983
183.130,0.975
183.160,0.976
183.190,0.976
183.220,0.975
183.250,0.974
183.280,0.975
183.310,0.969
183.340,0.980
183.370,0.971
183.400,0.982
183.430,0.974
183.460,0.973
183.490,0.973
183.520,0.985
183.550,0.979
183.580,0.981
183.610,0.969
183.640,0.979
183.670,0.979
183.700,0.978
183.730,0.977
183.760,0.979
183.790,0.977
183.820,0.977
183.850,0.974
183.880,0.976
183.910,0.977
183.940,0.989
183.970,0.978
184.000,0.965
184.030,0.981
184.060,0.975
184.090,0.973
184.120,0.972
184.150,0.975
184.180,0.976
184.210,0.989
184.240,0.983
184.270,0.964
184.300,0.979
184.330,0.976
184.360,0.979
184.390,0.980
184.420,0.979
184.450,0.978
184.480,0.978
184.510,0.978
184.540,0.976
184.570,0.981
184.600,0.979
184.630,0.969
184.660,0.982
184.690,0.971
184.720,0.975
184.750,0.973
184.780,0.983
184.810,0.982
184.840,0.981
184.870,0.978
184.900,0.974
184.930,0.972
184.960,0.968
184.990,0.979
185.020,0.978
