df_hash,22ZHK4.XMLDE7
126.955,7
126.980,266
127.005,614
127.030,979
127.055,1271
127.080,1422
127.105,1414
127.130,1290
127.155,1124
127.180,968
127.205,819
127.230,634
127.255,385
127.280,101
127.305,-147
127.330,-309
127.355,-388
127.380,-425
127.405,-444
127.430,-436
127.455,-380
127.480,-280
127.505,-157
127.530,-7
127.555,206
127.580,505
127.605,840
127.630,1102
127.655,1203
127.680,1151
127.705,1041
127.730,961
127.755,925
127.780,879
127.805,777
127.830,629
127.855,488
127.880,388
127.905,319
127.930,254
127.955,186
127.980,128
128.005,88
128.030,55
128.055,18
128.080,-15
128.105,-16
128.130,28
128.155,102
128.180,166
128.205,194
128.230,192
128.255,176
128.280,151
128.305,106
128.330,34
128.355,-48
128.380,-106
128.405,-109
128.430,-52
128.455,43
128.480,150
128.505,246
128.530,322
128.555,369
128.580,373
128.605,322
128.630,225
128.655,115
128.680,33
128.705,-2
128.730,-5
128.755,-7
128.780,-20
128.805,-26
128.830,-2
128.855,51
128.880,103
128.905,115
128.930,79
128.955,26
128.980,-9
129.005,-10
129.030,18
129.055,75
129.080,160
129.105,274
129.130,392
129.155,479
129.180,515
129.205,507
129.230,477
129.255,444
129.280,408
129.305,373
129.330,354
129.355,375
129.380,441
129.405,530
129.430,611
129.455,665
129.480,686
129.505,674
129.530,617
129.555,514
129.580,388
129.605,293
129.630,275
129.655,343
129.680,458
129.705,558
129.730,595
129.755,549
129.780,426
129.805,250
129.830,60
129.855,-99
129.880,-194
129.905,-222
129.930,-222
129.955,-257
129.980,-375
130.005,-574
130.030,-791
130.055,-937
130.080,-942
130.105,-801
130.130,-570
130.155,-325
130.180,-115
130.205,56
130.230,202
130.255,316
130.280,363
130.305,319
130.330,204
130.355,86
130.380,39
130.405,91
130.430,215
130.455,355
130.480,467
130.505,539
130.530,576
130.555,585
130.580,562
130.605,505
130.630,426
130.655,352
130.680,312
130.705,322
130.730,373
130.755,439
130.780,495
130.805,530
130.830,542
130.855,525
130.880,461
130.905,342
130.930,190
130.955,61
130.980,9
131.005,45
131.030,129
131.055,202
131.080,236
131.105,242
131.130,245
131.155,247
131.180,229
131.205,178
131.230,102
131.255,33
131.280,-6
131.305,-9
131.330,22
131.355,88
131.380,178
131.405,267
131.430,315
131.455,299
131.480,230
131.505,152
131.530,96
131.555,60
131.580,21
131.605,-34
131.630,-87
131.655,-103
131.680,-62
131.705,18
131.730,100
131.755,150
131.780,158
131.805,136
131.830,98
131.855,61
131.880,40
131.905,51
131.930,95
131.955,157
131.980,213
132.005,243
132.030,249
132.055,248
132.080,264
132.105,314
132.130,409
132.155,547
132.180,713
132.205,867
132.230,958
132.255,954
132.280,867
132.305,760
132.330,703
132.355,732
132.380,821
132.405,904
132.430,931
132.455,896
132.480,833
132.505,769
132.530,696
132.555,577
132.580,383
132.605,132
132.630,-115
132.655,-298
132.680,-391
132.705,-412
132.730,-401
132.755,-386
132.780,-374
132.805,-367
132.830,-380
132.855,-435
132.880,-537
132.905,-661
132.930,-758
132.955,-783
132.980,-719
133.005,-580
133.030,-399
133.055,-206
133.080,-20
133.105,154
133.130,328
133.155,498
133.180,640
133.205,707
133.230,658
133.255,507
133.280,323
133.305,197
133.330,174
133.355,232
133.380,306
133.405,350
133.430,364
133.455,368
133.480,371
133.505,353
133.530,301
133.555,232
133.580,186
133.605,186
133.630,216
133.655,243
133.680,254
133.705,269
133.730,316
133.755,395
133.780,477
133.805,525
133.830,526
133.855,489
133.880,429
133.905,356
133.930,282
133.955,226
133.980,211
134.005,240
134.030,290
134.055,325
134.080,322
134.105,280
134.130,208
134.155,114
134.180,-2
134.205,-131
134.230,-244
134.255,-297
134.280,-257
134.305,-128
134.330,51
134.355,232
134.380,373
134.405,459
134.430,490
134.455,477
134.480,425
134.505,344
134.530,248
134.555,163
134.580,115
134.605,110
134.630,123
134.655,104
134.680,16
134.705,-138
134.730,-308
134.755,-425
134.780,-445
134.805,-368
134.830,-216
134.855,-10
134.880,233
134.905,486
134.930,695
134.955,805
134.980,804
135.005,742
135.030,696
135.055,708
135.080,758
135.105,784
135.130,742
135.155,638
135.180,514
135.205,407
135.230,323
135.255,253
135.280,192
135.305,150
135.330,138
135.355,150
135.380,164
135.405,150
135.430,93
135.455,-3
135.480,-124
135.505,-239
135.530,-310
135.555,-300
135.580,-188
135.605,16
135.630,274
135.655,527
135.680,726
135.705,843
135.730,865
135.755,788
135.780,621
135.805,392
135.830,156
135.855,-27
135.880,-121
135.905,-134
135.930,-107
135.955,-74
135.980,-47
136.005,-21
136.030,3
136.055,14
136.080,-6
136.105,-59
136.130,-133
136.155,-217
136.180,-300
136.205,-354
136.230,-333
136.255,-189
136.280,76
136.305,407
136.330,713
136.355,930
136.380,1041
136.405,1055
136.430,980
136.455,815
136.480,575
136.505,310
136.530,84
136.555,-59
136.580,-119
136.605,-124
136.630,-110
136.655,-101
136.680,-109
136.705,-136
136.730,-168
136.755,-185
136.780,-177
136.805,-151
136.830,-119
136.855,-76
136.880,6
136.905,155
136.930,358
136.955,562
136.980,716
137.005,803
137.030,847
137.055,874
137.080,879
137.105,827
137.130,692
137.155,487
137.180,262
137.205,70
137.230,-62
137.255,-147
137.280,-208
137.305,-257
137.330,-286
137.355,-278
137.380,-232
137.405,-164
137.430,-95
137.455,-21
137.480,87
137.505,251
137.530,454
137.555,647
137.580,788
137.605,876
137.630,937
137.655,980
137.680,976
137.705,882
137.730,694
137.755,463
137.780,256
137.805,103
137.830,-11
137.855,-114
137.880,-209
137.905,-278
137.930,-313
137.955,-323
137.980,-322
138.005,-309
138.030,-270
138.055,-205
138.080,-125
138.105,-37
138.130,74
138.155,226
138.180,408
138.205,586
138.230,725
138.255,826
138.280,900
138.305,938
138.330,903
138.355,764
138.380,542
138.405,303
138.430,108
138.455,-31
138.480,-148
138.505,-263
138.530,-364
138.555,-414
138.580,-394
138.605,-312
138.630,-193
138.655,-65
138.680,51
138.705,136
138.730,183
138.755,198
138.780,196
138.805,180
138.830,143
138.855,91
138.880,57
138.905,73
138.930,133
138.955,189
138.980,204
139.005,198
139.030,237
139.055,356
139.080,512
139.105,622
139.130,649
139.155,648
139.180,698
139.205,804
139.230,877
139.255,812
139.280,596
139.305,315
139.330,81
139.355,-58
139.380,-126
139.405,-165
139.430,-191
139.455,-201
139.480,-194
139.505,-172
139.530,-115
139.555,9
139.580,211
139.605,433
139.630,582
139.655,603
139.680,530
139.705,458
139.730,457
139.755,517
139.780,564
139.805,530
139.830,402
139.855,222
139.880,47
139.905,-85
139.930,-163
139.955,-193
139.980,-191
140.005,-174
140.030,-150
140.055,-121
140.080,-87
140.105,-58
140.130,-52
140.155,-75
140.180,-115
140.205,-139
140.230,-117
140.255,-33
140.280,109
140.305,297
140.330,502
140.355,692
140.380,841
140.405,948
140.430,1026
140.455,1086
140.480,1112
140.505,1070
140.530,940
140.555,743
140.580,533
140.605,361
140.630,243
140.655,164
140.680,105
140.705,62
140.730,37
140.755,29
140.780,25
140.805,11
140.830,-17
140.855,-56
140.880,-92
140.905,-114
140.930,-106
140.955,-60
140.980,17
141.005,107
141.030,181
141.055,224
141.080,244
141.105,254
141.130,262
141.155,262
141.180,248
141.205,224
141.230,202
141.255,187
141.280,172
141.305,142
141.330,90
141.355,25
141.380,-37
141.405,-91
141.430,-144
141.455,-206
141.480,-275
141.505,-335
141.530,-364
141.555,-350
141.580,-303
141.605,-241
141.630,-182
141.655,-136
141.680,-107
141.705,-96
141.730,-97
141.755,-94
141.780,-64
141.805,14
141.830,149
141.855,331
141.880,530
141.905,712
141.930,846
141.955,918
141.980,943
142.005,948
142.030,958
142.055,970
142.080,955
142.105,886
142.130,769
142.155,640
142.180,540
142.205,484
142.230,450
142.255,402
142.280,321
142.305,216
142.330,109
142.355,22
142.380,-40
142.405,-86
142.430,-123
142.455,-158
142.480,-194
142.505,-237
142.530,-282
142.555,-313
142.580,-297
142.605,-209
142.630,-54
142.655,121
142.680,256
142.705,313
142.730,310
142.755,302
142.780,333
142.805,401
142.830,465
142.855,482
142.880,444
142.905,371
142.930,291
142.955,215
142.980,142
143.005,78
143.030,31
143.055,11
143.080,15
143.105,32
143.130,50
143.155,68
143.180,97
143.205,152
143.230,249
143.255,387
143.280,537
143.305,657
143.330,719
143.355,732
143.380,735
143.405,756
143.430,785
143.455,781
143.480,716
143.505,599
143.530,463
143.555,334
143.580,218
143.605,117
143.630,47
143.655,28
143.680,55
143.705,97
143.730,120
143.755,106
143.780,58
143.805,-27
143.830,-162
143.855,-342
143.880,-522
143.905,-636
143.930,-637
143.955,-530
143.980,-352
144.005,-140
144.030,93
144.055,335
144.080,557
144.105,716
144.130,786
144.155,773
144.180,697
144.205,572
144.230,404
144.255,214
144.280,48
144.305,-45
144.330,-59
144.355,-30
144.380,-19
144.405,-61
144.430,-147
144.455,-239
144.480,-298
144.505,-303
144.530,-249
144.555,-142
144.580,12
144.605,204
144.630,414
144.655,615
144.680,771
144.705,851
144.730,840
144.755,751
144.780,614
144.805,461
144.830,314
144.855,189
144.880,100
144.905,54
144.930,45
144.955,52
144.980,61
145.005,71
145.030,92
145.055,123
145.080,145
145.105,131
145.130,85
145.155,39
145.180,27
145.205,46
145.230,57
145.255,17
145.280,-76
145.305,-187
145.330,-264
145.355,-274
145.380,-216
145.405,-104
145.430,49
145.455,230
145.480,420
145.505,596
145.530,741
145.555,843
145.580,901
145.605,910
145.630,865
145.655,765
145.680,613
145.705,427
145.730,236
145.755,82
145.780,4
145.805,21
145.830,118
145.855,246
145.880,349
145.905,385
145.930,347
145.955,260
145.980,167
146.005,111
146.030,119
146.055,190
146.080,301
146.105,423
146.130,535
146.155,627
146.180,695
146.205,727
146.230,713
146.255,645
146.280,522
146.305,345
146.330,122
146.355,-122
146.380,-337
146.405,-463
146.430,-472
146.455,-385
146.480,-261
146.505,-148
146.530,-58
146.555,16
146.580,80
146.605,120
146.630,124
146.655,104
146.680,84
146.705,72
146.730,53
146.755,3
146.780,-77
146.805,-161
146.830,-210
146.855,-196
146.880,-113
146.905,26
146.930,200
146.955,367
146.980,496
147.005,577
147.030,630
147.055,677
147.080,708
147.105,682
147.130,575
147.155,409
147.180,249
147.205,150
147.230,117
147.255,111
147.280,100
147.305,84
147.330,85
147.355,115
147.380,158
147.405,190
147.430,201
147.455,197
147.480,186
147.505,166
147.530,127
147.555,61
147.580,-29
147.605,-126
147.630,-190
147.655,-171
147.680,-36
147.705,198
147.730,467
147.755,690
147.780,824
147.805,876
147.830,879
147.855,846
147.880,766
147.905,625
147.930,438
147.955,247
147.980,93
148.005,0
148.030,-39
148.055,-42
148.080,-37
148.105,-57
148.130,-123
148.155,-213
148.180,-265
148.205,-217
148.230,-62
148.255,144
148.280,330
148.305,462
148.330,564
148.355,659
148.380,726
148.405,701
148.430,553
148.455,320
148.480,93
148.505,-60
148.530,-138
148.555,-173
148.580,-185
148.605,-165
148.630,-107
148.655,-37
148.680,1
148.705,8
148.730,31
148.755,129
148.780,301
148.805,481
148.830,590
148.855,600
148.880,541
148.905,465
148.930,401
148.955,357
148.980,343
149.005,366
149.030,420
149.055,466
149.080,461
149.105,390
149.130,276
149.155,158
149.180,53
149.205,-38
149.230,-116
149.255,-168
149.280,-186
149.305,-179
149.330,-169
149.355,-165
149.380,-150
149.405,-94
149.430,14
149.455,155
149.480,283
149.505,358
149.530,357
149.555,291
149.580,202
149.605,147
149.630,162
149.655,243
149.680,344
149.705,419
149.730,453
149.755,465
149.780,477
149.805,492
149.830,496
149.855,484
149.880,466
149.905,449
149.930,425
149.955,374
149.980,289
150.005,189
150.030,94
150.055,14
150.080,-56
150.105,-118
150.130,-164
150.155,-192
150.180,-212
150.205,-234
150.230,-236
150.255,-169
150.280,0
150.305,251
150.330,510
150.355,697
150.380,783
150.405,791
150.430,763
150.455,728
150.480,697
150.505,676
150.530,666
150.555,651
150.580,598
150.605,482
150.630,312
150.655,128
150.680,-31
150.705,-152
150.730,-238
150.755,-294
150.780,-318
150.805,-309
150.830,-285
150.855,-269
150.880,-268
150.905,-264
150.930,-225
150.955,-128
150.980,29
151.005,225
151.030,421
151.055,569
151.080,631
151.105,609
151.130,546
151.155,499
151.180,493
151.205,504
151.230,481
151.255,396
151.280,262
151.305,117
151.330,-16
151.355,-143
151.380,-274
151.405,-405
151.430,-516
151.455,-595
151.480,-645
151.505,-661
151.530,-620
151.555,-486
151.580,-248
151.605,54
151.630,354
151.655,589
151.680,738
151.705,816
151.730,851
151.755,865
151.780,877
151.805,897
151.830,919
151.855,920
151.880,868
151.905,749
151.930,582
151.955,410
151.980,266
152.005,154
152.030,55
152.055,-47
152.080,-151
152.105,-232
152.130,-266
152.155,-246
152.180,-188
152.205,-121
152.230,-68
152.255,-28
152.280,20
152.305,97
152.330,200
152.355,304
152.380,384
152.405,440
152.430,498
152.455,576
152.480,657
152.505,703
152.530,689
152.555,629
152.580,560
152.605,513
152.630,494
152.655,502
152.680,555
152.705,675
152.730,852
152.755,1032
152.780,1136
152.805,1126
152.830,1026
152.855,894
152.880,773
152.905,662
152.930,542
152.955,411
152.980,284
153.005,166
153.030,37
153.055,-123
153.080,-308
153.105,-464
153.130,-543
153.155,-546
153.180,-534
153.205,-578
153.230,-698
153.255,-848
153.280,-966
153.305,-1040
153.330,-1119
153.355,-1253
153.380,-1419
153.405,-1508
153.430,-1397
153.455,-1044
153.480,-536
153.505,-30
153.530,349
153.555,578
153.580,704
153.605,776
153.630,794
153.655,720
153.680,544
153.705,312
153.730,107
153.755,-10
153.780,-31
153.805,12
153.830,90
153.855,191
153.880,308
153.905,427
153.930,527
153.955,605
153.980,678
154.005,768
154.030,867
154.055,947
154.080,985
154.105,990
154.130,995
154.155,1016
154.180,1038
154.205,1029
154.230,984
154.255,925
154.280,870
154.305,813
154.330,739
154.355,668
154.380,648
154.405,710
154.430,822
154.455,913
154.480,935
154.505,900
154.530,845
154.555,771
154.580,648
154.605,466
154.630,264
154.655,92
154.680,-68
154.705,-297
154.730,-642
154.755,-1060
154.780,-1458
154.805,-1814
154.830,-2195
154.855,-2641
154.880,-3016
154.905,-3054
154.930,-2577
154.955,-1695
154.980,-765
155.005,-119
155.030,167
155.055,273
155.080,414
155.105,658
155.130,933
155.155,1159
155.180,1343
155.205,1538
155.230,1759
155.255,1963
155.280,2105
155.305,2190
155.330,2249
155.355,2292
155.380,2289
155.405,2209
155.430,2057
155.455,1869
155.480,1678
155.505,1488
155.530,1286
155.555,1059
155.580,810
155.605,561
155.630,348
155.655,197
155.680,95
155.705,-26
155.730,-243
155.755,-560
155.780,-875
155.805,-1039
155.830,-963
155.855,-699
155.880,-395
155.905,-197
155.930,-161
155.955,-252
155.980,-402
156.005,-562
156.030,-721
156.055,-893
156.080,-1096
156.105,-1333
156.130,-1574
156.155,-1757
156.180,-1821
156.205,-1746
156.230,-1575
156.255,-1389
156.280,-1258
156.305,-1209
156.330,-1220
156.355,-1234
156.380,-1190
156.405,-1048
156.430,-811
156.455,-513
156.480,-195
156.505,130
156.530,478
156.555,856
156.580,1235
156.605,1560
156.630,1799
156.655,1963
156.680,2085
156.705,2177
156.730,2227
156.755,2231
156.780,2221
156.805,2240
156.830,2291
156.855,2326
156.880,2294
156.905,2196
156.930,2078
156.955,1976
156.980,1874
157.005,1726
157.030,1520
157.055,1301
157.080,1125
157.105,993
157.130,853
157.155,656
157.180,409
157.205,165
157.230,-30
157.255,-187
157.280,-340
157.305,-503
157.330,-643
157.355,-717
157.380,-721
157.405,-707
157.430,-742
157.455,-860
157.480,-1041
157.505,-1238
157.530,-1416
157.555,-1561
157.580,-1671
157.605,-1729
157.630,-1710
157.655,-1598
157.680,-1411
157.705,-1191
157.730,-977
157.755,-786
157.780,-605
157.805,-411
157.830,-175
157.855,118
157.880,457
157.905,789
157.930,1035
157.955,1142
157.980,1129
158.005,1087
158.030,1095
158.055,1141
158.080,1128
158.105,969
158.130,688
158.155,404
158.180,221
158.205,130
158.230,28
158.255,-152
158.280,-364
158.305,-481
158.330,-426
158.355,-232
158.380,6
158.405,243
158.430,501
158.455,809
158.480,1119
158.505,1331
158.530,1380
158.555,1304
158.580,1205
158.605,1154
158.630,1145
158.655,1133
158.680,1104
158.705,1090
158.730,1116
158.755,1151
158.780,1130
158.805,1020
158.830,856
158.855,714
158.880,643
158.905,626
158.930,612
158.955,584
158.980,584
159.005,667
159.030,808
159.055,871
159.080,682
159.105,183
159.130,-466
159.155,-971
159.180,-1101
159.205,-887
159.230,-601
159.255,-536
159.280,-755
159.305,-1052
159.330,-1161
159.355,-1045
159.380,-973
159.405,-1300
159.430,-2130
159.455,-3147
159.480,-3792
159.505,-3654
159.530,-2766
159.555,-1576
159.580,-619
159.605,-164
159.630,-98
159.655,-123
159.680,-40
159.705,126
159.730,232
159.755,197
159.780,70
159.805,-56
159.830,-141
159.855,-171
159.880,-65
159.905,346
159.930,1188
159.955,2380
159.980,3634
160.005,4615
160.030,5122
160.055,5126
160.080,4699
160.105,3962
160.130,3102
160.155,2376
160.180,1983
160.205,1896
160.230,1839
160.255,1504
160.280,832
160.305,84
160.330,-377
160.355,-391
160.380,-95
160.405,243
160.430,482
160.455,672
160.480,910
160.505,1146
160.530,1174
160.555,829
160.580,213
160.605,-294
160.630,-306
160.655,236
160.680,959
160.705,1321
160.730,1038
160.755,306
160.780,-411
160.805,-802
160.830,-936
160.855,-1094
160.880,-1436
160.905,-1879
160.930,-2281
160.955,-2664
160.980,-3162
161.005,-3803
161.030,-4444
161.055,-4974
161.080,-5512
161.105,-6221
161.130,-6885
161.155,-6794
161.180,-5254
161.205,-2343
161.230,895
161.255,3137
161.280,3768
161.305,3251
161.330,2570
161.355,2354
161.380,2519
161.405,2640
161.430,2512
161.455,2296
161.480,2221
161.505,2298
161.530,2362
161.555,2316
161.580,2230
161.605,2215
161.630,2264
161.655,2275
161.680,2191
161.705,2058
161.730,1944
161.755,1849
161.780,1730
161.805,1582
161.830,1437
161.855,1290
161.880,1065
161.905,699
161.930,250
161.955,-126
161.980,-319
162.005,-358
162.030,-372
162.055,-448
162.080,-562
162.105,-646
162.130,-676
162.155,-688
162.180,-710
162.205,-722
162.230,-682
162.255,-582
162.280,-445
162.305,-289
162.330,-110
162.355,91
162.380,284
162.405,425
162.430,496
162.455,521
162.480,529
162.505,528
162.530,513
162.555,501
162.580,516
162.605,549
162.630,544
162.655,441
162.680,239
162.705,10
162.730,-162
162.755,-258
162.780,-320
162.805,-391
162.830,-468
162.855,-510
162.880,-496
162.905,-447
162.930,-403
162.955,-384
162.980,-375
163.005,-361
163.030,-353
163.055,-382
163.080,-462
163.105,-565
163.130,-628
163.155,-589
163.180,-425
163.205,-160
163.230,153
163.255,459
163.280,716
163.305,901
163.330,1007
163.355,1038
163.380,1013
163.405,965
163.430,921
163.455,885
163.480,832
163.505,722
163.530,546
163.555,332
163.580,137
163.605,-4
163.630,-97
163.655,-177
163.680,-265
163.705,-343
163.730,-365
163.755,-299
163.780,-147
163.805,49
163.830,241
163.855,394
163.880,495
163.905,550
163.930,571
163.955,582
163.980,615
164.005,697
164.030,826
164.055,967
164.080,1067
164.105,1096
164.130,1070
164.155,1025
164.180,976
164.205,887
164.230,701
164.255,394
164.280,22
164.305,-301
164.330,-477
164.355,-482
164.380,-377
164.405,-252
164.430,-167
164.455,-129
164.480,-109
164.505,-88
164.530,-66
164.555,-56
164.580,-63
164.605,-72
164.630,-68
164.655,-48
164.680,-27
164.705,-28
164.730,-51
164.755,-82
164.780,-104
164.805,-121
164.830,-156
164.855,-225
164.880,-304
164.905,-342
164.930,-295
164.955,-167
164.980,-11
165.005,113
165.030,178
165.055,201
165.080,211
165.105,219
165.130,218
165.155,200
165.180,177
165.205,169
165.230,185
165.255,206
165.280,207
165.305,178
165.330,139
165.355,117
165.380,118
165.405,126
165.430,119
165.455,102
165.480,119
165.505,220
165.530,422
165.555,684
165.580,937
165.605,1128
165.630,1247
165.655,1313
165.680,1323
165.705,1243
165.730,1034
165.755,709
165.780,348
165.805,53
165.830,-128
165.855,-226
165.880,-304
165.905,-398
165.930,-487
165.955,-535
165.980,-546
166.005,-565
166.030,-618
166.055,-667
166.080,-620
166.105,-410
166.130,-62
166.155,315
166.180,616
166.205,811
166.230,948
166.255,1080
166.280,1193
166.305,1214
166.330,1083
166.355,822
166.380,527
166.405,301
166.430,179
166.455,121
166.480,65
166.505,-12
166.530,-95
166.555,-156
166.580,-197
166.605,-240
166.630,-298
166.655,-350
166.680,-361
166.705,-306
166.730,-191
166.755,-44
166.780,98
166.805,204
166.830,255
166.855,261
166.880,265
166.905,321
166.930,455
166.955,640
166.980,820
167.005,951
167.030,1032
167.055,1083
167.080,1103
167.105,1058
167.130,908
167.155,653
167.180,339
167.205,31
167.230,-229
167.255,-425
167.280,-550
167.305,-592
167.330,-548
167.355,-444
167.380,-327
167.405,-236
167.430,-183
167.455,-153
167.480,-135
167.505,-129
167.530,-139
167.555,-164
167.580,-186
167.605,-198
167.630,-205
167.655,-220
167.680,-246
167.705,-262
167.730,-244
167.755,-181
167.780,-90
167.805,0
167.830,80
167.855,164
167.880,287
167.905,474
167.930,717
167.955,979
167.980,1214
168.005,1388
168.030,1484
168.055,1486
168.080,1373
168.105,1131
168.130,785
168.155,405
168.180,87
168.205,-107
168.230,-184
168.255,-201
168.280,-220
168.305,-262
168.330,-310
168.355,-341
168.380,-354
168.405,-365
168.430,-373
168.455,-342
168.480,-227
168.505,-8
168.530,293
168.555,627
168.580,944
168.605,1198
168.630,1344
168.655,1334
168.680,1147
168.705,819
168.730,441
168.755,117
168.780,-86
168.805,-173
168.830,-188
168.855,-184
168.880,-188
168.905,-207
168.930,-233
168.955,-261
168.980,-289
169.005,-322
169.030,-374
169.055,-448
169.080,-529
169.105,-576
169.130,-544
169.155,-412
169.180,-192
169.205,84
169.230,381
169.255,664
169.280,904
169.305,1082
169.330,1201
169.355,1285
169.380,1351
169.405,1375
169.430,1297
169.455,1073
169.480,719
169.505,325
169.530,-5
169.555,-222
169.580,-345
169.605,-435
169.630,-534
169.655,-638
169.680,-711
169.705,-716
169.730,-646
169.755,-526
169.780,-401
169.805,-312
169.830,-273
169.855,-251
169.880,-192
169.905,-48
169.930,184
169.955,466
169.980,736
170.005,955
170.030,1112
170.055,1215
170.080,1276
170.105,1293
170.130,1257
170.155,1154
170.180,967
170.205,694
170.230,359
170.255,24
170.280,-233
170.305,-364
170.330,-367
170.355,-292
170.380,-203
170.405,-133
170.430,-86
170.455,-48
170.480,-16
170.505,0
170.530,-11
170.555,-41
170.580,-71
170.605,-86
170.630,-90
170.655,-100
170.680,-129
170.705,-177
170.730,-227
170.755,-257
170.780,-238
170.805,-151
170.830,5
170.855,209
170.880,419
170.905,609
170.930,783
170.955,967
170.980,1171
171.005,1359
171.030,1458
171.055,1407
171.080,1200
171.105,895
171.130,581
171.155,324
171.180,143
171.205,18
171.230,-77
171.255,-157
171.280,-217
171.305,-253
171.330,-275
171.355,-303
171.380,-350
171.405,-407
171.430,-459
171.455,-507
171.480,-575
171.505,-683
171.530,-809
171.555,-872
171.580,-785
171.605,-514
171.630,-106
171.655,336
171.680,726
171.705,1023
171.730,1228
171.755,1356
171.780,1422
171.805,1431
171.830,1381
171.855,1254
171.880,1029
171.905,717
171.930,380
171.955,105
171.980,-58
172.005,-129
172.030,-169
172.055,-217
172.080,-265
172.105,-293
172.130,-311
172.155,-357
172.180,-442
172.205,-519
172.230,-526
172.255,-451
172.280,-350
172.305,-287
172.330,-262
172.355,-208
172.380,-62
172.405,173
172.430,439
172.455,677
172.480,874
172.505,1039
172.530,1168
172.555,1240
172.580,1246
172.605,1194
172.630,1092
172.655,918
172.680,649
172.705,308
172.730,-28
172.755,-283
172.780,-441
172.805,-548
172.830,-645
172.855,-714
172.880,-697
172.905,-575
172.930,-405
172.955,-272
172.980,-211
173.005,-173
173.030,-80
173.055,93
173.080,311
173.105,512
173.130,668
173.155,791
173.180,895
173.205,976
173.230,1018
173.255,1020
173.280,993
173.305,944
173.330,861
173.355,722
173.380,525
173.405,290
173.430,52
173.455,-152
173.480,-292
173.505,-347
173.530,-316
173.555,-231
173.580,-142
173.605,-90
173.630,-81
173.655,-91
173.680,-98
173.705,-101
173.730,-112
173.755,-132
173.780,-146
173.805,-144
173.830,-137
173.855,-146
173.880,-168
173.905,-164
173.930,-93
173.955,49
173.980,216
174.005,353
174.030,435
174.055,487
174.080,554
174.105,660
174.130,797
174.155,935
174.180,1037
174.205,1066
174.230,994
174.255,820
174.280,580
174.305,339
174.330,155
174.355,51
174.380,9
174.405,-4
174.430,-14
174.455,-31
174.480,-54
174.505,-82
174.530,-114
174.555,-154
174.580,-214
174.605,-304
174.630,-412
174.655,-496
174.680,-502
174.705,-404
174.730,-227
174.755,-19
174.780,180
174.805,368
174.830,552
174.855,721
174.880,849
174.905,921
174.930,950
174.955,959
174.980,946
175.005,874
175.030,712
175.055,478
175.080,241
175.105,60
175.130,-50
175.155,-126
175.180,-208
175.205,-299
175.230,-370
175.255,-389
175.280,-341
175.305,-239
175.330,-112
175.355,2
175.380,76
175.405,105
175.430,105
175.455,99
175.480,89
175.505,66
175.530,33
175.555,34
175.580,121
175.605,302
175.630,521
175.655,697
175.680,791
175.705,830
175.730,853
175.755,854
175.780,782
175.805,599
175.830,341
175.855,103
175.880,-34
175.905,-61
175.930,-27
175.955,13
175.980,41
176.005,61
176.030,80
176.055,87
176.080,71
176.105,31
176.130,-16
176.155,-52
176.180,-54
176.205,-6
176.230,97
176.255,241
176.280,392
176.305,519
176.330,609
176.355,657
176.380,644
176.405,542
176.430,341
176.455,93
176.480,-112
176.505,-197
176.530,-160
176.555,-63
176.580,17
176.605,55
176.630,72
176.655,94
176.680,118
176.705,121
176.730,97
176.755,68
176.780,65
176.805,85
176.830,96
176.855,73
176.880,27
176.905,-9
176.930,-23
176.955,-30
176.980,-52
177.005,-74
177.030,-42
177.055,92
177.080,328
177.105,612
177.130,880
177.155,1097
177.180,1247
177.205,1307
177.230,1243
177.255,1042
177.280,749
177.305,453
177.330,233
177.355,111
177.380,55
177.405,27
177.430,6
177.455,-10
177.480,-34
177.505,-78
177.530,-144
177.555,-219
177.580,-289
177.605,-358
177.630,-436
177.655,-511
177.680,-548
177.705,-511
177.730,-407
177.755,-275
177.780,-159
177.805,-68
177.830,19
177.855,130
177.880,270
177.905,432
177.930,602
177.955,769
177.980,921
178.005,1052
178.030,1153
178.055,1208
178.080,1176
178.105,1011
178.130,706
178.155,327
178.180,-7
178.205,-214
178.230,-306
178.255,-362
178.280,-445
178.305,-537
178.330,-567
178.355,-499
178.380,-371
178.405,-258
178.430,-198
178.455,-173
178.480,-139
178.505,-80
178.530,1
178.555,113
178.580,278
178.605,498
178.630,731
178.655,915
178.680,1020
178.705,1066
178.730,1093
178.755,1104
178.780,1062
178.805,923
178.830,684
178.855,383
178.880,74
178.905,-189
178.930,-367
178.955,-429
178.980,-381
179.005,-268
179.030,-156
179.055,-88
179.080,-58
179.105,-39
179.130,-23
179.155,-24
179.180,-47
179.205,-52
179.230,22
179.255,206
179.280,458
179.305,692
179.330,844
179.355,909
179.380,921
179.405,897
179.430,815
179.455,640
179.480,369
179.505,57
179.530,-210
179.555,-373
179.580,-418
179.605,-374
179.630,-288
179.655,-196
179.680,-123
179.705,-80
179.730,-75
179.755,-104
179.780,-152
179.805,-195
179.830,-210
179.855,-175
179.880,-79
179.905,79
179.930,286
179.955,504
179.980,686
180.005,801
180.030,846
180.055,848
180.080,831
180.105,793
180.130,708
180.155,558
180.180,361
180.205,170
180.230,35
180.255,-30
180.280,-52
180.305,-65
180.330,-86
180.355,-111
180.380,-133
180.405,-153
180.430,-177
180.455,-204
180.480,-223
180.505,-225
180.530,-205
180.555,-164
180.580,-97
180.605,5
180.630,143
