df_hash,22ZHK4.XMLDE7
319.873,35.438
320.848,35.406
321.878,35.406
322.847,35.469
324.165,35.438
325.040,35.438
325.869,35.438
326.959,35.438
327.868,35.469
328.842,35.469
330.110,35.469
330.842,35.438
331.865,35.438
332.889,35.406
333.864,35.375
334.985,35.375
335.863,35.375
336.887,35.375
338.157,35.375
338.885,35.344
339.909,35.344
340.884,35.375
341.859,35.375
342.931,35.375
343.858,35.375
344.882,35.375
345.857,35.344
346.911,35.344
347.856,35.312
348.923,35.312
350.052,35.281
350.878,35.219
351.858,35.219
352.882,35.219
353.851,35.219
354.880,35.219
355.850,35.219
356.874,35.219
357.849,35.219
358.872,35.219
359.978,35.188
360.872,35.156
361.847,35.156
362.876,35.125
363.847,35.125
364.869,35.125
365.844,35.094
366.868,35.094
367.843,35.062
368.876,35.031
369.990,35.031
370.975,35.031
371.841,35.031
372.864,35.031
373.888,35.062
374.872,35.031
375.840,35.031
376.862,35.031
377.837,35.031
378.914,34.969
379.982,34.969
380.869,35.000
381.886,34.969
382.860,34.969
383.882,34.875
384.881,34.875
385.881,34.844
386.856,34.844
387.879,34.750
388.854,34.781
389.894,34.719
390.908,34.719
391.880,34.875
392.852,34.844
393.876,34.844
395.102,34.812
395.896,34.844
396.850,34.812
397.873,34.844
398.848,34.844
399.898,34.844
400.847,34.812
401.871,34.656
402.852,34.625
403.969,34.594
404.845,34.625
405.868,34.594
406.843,34.625
407.867,34.625
409.139,34.625
409.866,34.656
410.851,34.656
411.865,34.688
412.845,34.719
414.012,34.781
414.838,34.844
415.862,34.875
416.837,34.906
417.861,34.938
418.836,34.938
419.861,34.969
420.884,35.000
421.860,35.000
422.834,35.031
423.857,34.969
424.832,34.969
425.856,35.000
426.904,35.000
427.855,35.031
428.878,35.000
429.877,35.062
430.875,35.125
431.852,35.094
432.880,35.094
433.951,35.125
435.167,35.062
435.850,35.062
436.874,35.125
437.873,35.125
438.872,35.188
439.898,35.219
440.872,35.188
441.851,35.219
442.869,35.219
443.845,35.250
444.869,35.312
445.845,35.344
446.868,35.312
447.843,35.312
448.866,35.281
450.037,35.281
450.870,35.281
452.040,35.281
452.895,35.281
453.839,35.312
454.862,35.344
455.838,35.344
456.861,35.375
457.836,35.375
458.860,35.406
459.845,35.406
460.859,35.406
461.834,35.469
462.858,35.500
463.833,35.500
464.905,35.469
465.841,35.500
466.855,35.469
467.878,35.500
468.853,35.469
469.832,35.500
470.853,35.469
471.828,35.469
472.851,35.469
473.980,35.438
474.853,35.438
476.071,35.438
476.855,35.469
477.881,35.438
478.848,35.438
480.069,35.438
480.846,35.469
481.870,35.469
482.857,35.469
484.120,35.531
484.874,35.562
485.868,35.594
