df_hash,22ZHK4.7HTV1R
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.BHA8
person_label,V76
date_time_start,2025-11-03_13-57-52.524000_+03
date_time_start_unix,1762163872.524
date_time_end,2025-11-03_14-06-10.311000_+03
length_difference_noticed,no

time,temperature
5.271,33.844
6.246,33.844
7.270,33.812
8.245,33.844
9.269,33.844
10.244,33.875
11.268,33.875
12.389,33.906
13.315,33.906
14.242,33.906
15.318,33.938
16.289,33.969
17.412,34.000
18.288,34.031
19.263,34.062
20.287,34.094
21.262,34.125
22.285,34.156
23.261,34.125
24.332,34.156
25.259,34.219
26.331,34.250
27.262,34.250
28.282,34.312
29.257,34.312
30.283,34.312
31.255,34.312
32.279,34.312
33.400,34.312
34.278,34.344
35.255,34.312
36.279,34.344
37.302,34.375
38.276,34.375
39.250,34.375
40.274,34.375
41.300,34.375
42.273,34.375
43.248,34.406
44.294,34.406
45.247,34.438
46.272,34.406
47.266,34.375
48.415,34.375
49.295,34.406
50.270,34.375
51.243,34.406
52.268,34.438
53.241,34.438
54.265,34.438
55.486,34.375
56.264,34.469
57.244,34.469
58.411,34.531
59.238,34.500
60.313,34.531
61.339,34.531
62.260,34.562
63.235,34.594
64.285,34.594
65.283,34.625
66.302,34.594
67.282,34.594
68.263,34.625
69.370,34.625
70.255,34.656
71.289,34.656
72.549,34.625
73.277,34.688
74.256,34.719
75.284,34.719
76.300,34.750
77.275,34.781
78.250,34.750
79.274,34.781
80.274,34.781
81.273,34.812
82.248,34.781
83.271,34.750
84.247,34.781
85.294,34.781
86.446,34.781
87.326,34.750
88.341,34.781
89.268,34.781
90.242,34.781
91.268,34.781
92.485,34.781
93.273,34.781
94.249,34.750
95.264,34.781
96.263,34.781
97.263,34.844
98.243,34.812
99.265,34.781
100.237,34.812
101.269,34.844
102.235,34.812
103.511,34.812
104.234,34.812
105.259,34.812
106.379,34.812
107.265,34.812
108.332,34.844
109.255,34.875
110.230,34.875
111.254,34.875
112.375,34.906
113.254,34.938
114.276,34.906
115.253,34.906
116.275,34.938
117.690,34.906
118.371,34.906
119.261,34.906
120.273,34.906
121.249,34.906
122.272,34.938
123.274,34.969
124.270,35.031
125.245,35.062
126.271,35.062
127.244,35.062
128.514,35.094
129.243,35.094
130.267,35.125
131.241,35.125
132.265,35.125
133.386,35.062
134.364,35.031
135.243,35.000
136.263,35.000
137.727,35.031
138.262,35.062
139.239,35.094
140.626,35.094
141.235,35.094
142.299,35.094
143.236,35.094
144.329,35.125
145.233,35.125
146.257,35.125
147.242,35.094
148.257,35.094
149.377,35.031
150.256,35.000
151.229,35.031
152.253,35.031
153.228,35.062
154.252,35.062
155.227,35.094
156.250,35.125
157.233,35.125
158.249,35.125
159.224,35.156
160.345,35.188
161.277,35.156
162.247,35.188
163.270,35.188
164.253,35.188
165.276,35.062
166.248,35.094
167.268,35.062
168.248,35.094
169.266,35.094
170.242,35.062
171.265,35.219
172.240,35.188
173.286,35.219
174.239,35.219
175.262,35.312
176.285,35.312
177.262,35.344
178.264,35.344
179.309,35.375
180.235,35.375
181.281,35.281
182.234,35.250
183.258,35.250
184.233,35.250
185.257,35.250
186.324,35.281
187.255,35.281
188.230,35.281
189.254,35.281
190.229,35.281
191.255,35.281
192.228,35.312
193.251,35.312
194.227,35.281
195.250,35.344
196.371,35.250
197.395,35.250
198.322,35.219
199.248,35.219
200.223,35.219
201.246,35.219
202.222,35.188
203.245,35.219
204.221,35.250
205.244,35.219
206.223,35.281
207.242,35.281
208.461,35.312
209.242,35.344
210.247,35.312
211.240,35.344
212.282,35.344
213.241,35.344
214.263,35.344
215.238,35.344
216.261,35.375
217.237,35.375
218.261,35.406
219.239,35.375
220.301,35.406
221.235,35.406
222.452,35.406
223.236,35.344
224.257,35.312
225.426,35.344
226.255,35.312
227.254,35.344
228.264,35.312
229.229,35.312
230.254,35.312
231.228,35.281
232.251,35.312
233.227,35.344
234.251,35.375
235.225,35.375
236.249,35.375
237.272,35.406
238.316,35.375
239.320,35.375
240.247,35.375
241.419,35.375
242.245,35.375
243.310,35.375
244.244,35.344
245.272,35.312
246.291,35.375
247.220,35.344
248.242,35.375
249.222,35.406
250.289,35.406
251.215,35.344
252.392,35.375
253.214,35.375
254.238,35.406
255.318,35.469
256.242,35.406
257.213,35.406
258.671,35.344
259.262,35.312
260.234,35.375
261.307,35.406
262.233,35.438
263.256,35.406
264.237,35.375
265.255,35.312
266.318,35.375
267.254,35.375
268.229,35.438
269.275,35.500
270.228,35.438
271.252,35.438
272.227,35.438
273.254,35.469
274.278,35.469
275.249,35.500
276.227,35.469
277.247,35.438
278.274,35.406
279.247,35.375
280.260,35.406
281.245,35.406
282.224,35.406
283.441,35.438
284.277,35.406
285.243,35.406
286.298,35.438
287.242,35.469
288.228,35.500
289.240,35.469
290.215,35.469
291.338,35.531
292.214,35.531
293.238,35.531
294.213,35.531
295.629,35.531
296.215,35.500
297.235,35.500
298.211,35.500
299.234,35.500
300.358,35.469
301.269,35.438
302.210,35.469
303.235,35.438
304.207,35.469
305.230,35.469
306.451,35.469
307.278,35.500
308.253,35.438
309.253,35.469
310.251,35.469
311.231,35.469
312.250,35.344
313.225,35.375
314.250,35.375
315.224,35.375
316.248,35.375
317.224,35.344
318.247,35.375
