df_hash,22ZHK4.7HTV1R
111.628,1.005
111.658,1.007
111.688,1.003
111.718,1.009
111.748,1.001
111.778,1.010
111.808,1.001
111.838,1.006
111.868,1.003
111.898,1.002
111.928,1.001
111.958,1.004
111.988,1.006
112.018,1.004
112.048,1.006
112.078,1.002
112.108,1.009
112.138,1.003
112.168,1.003
112.198,1.006
112.228,1.005
112.258,1.005
112.288,1.005
112.318,1.001
112.348,1.004
112.378,1.003
112.408,1.004
112.438,1.004
112.468,1.004
112.498,1.007
112.528,1.013
112.558,1.005
112.588,1.003
112.618,1.001
112.648,1.002
112.678,1.002
112.708,1.008
112.738,1.004
112.768,1.008
112.798,0.996
112.828,1.004
112.858,1.006
112.888,1.003
112.918,1.001
112.948,1.003
112.978,1.005
113.008,1.003
113.038,1.001
113.068,1.007
113.098,1.004
113.128,1.003
113.158,1.005
113.188,1.006
113.218,1.003
113.248,1.001
113.278,0.998
113.308,1.011
113.338,1.004
113.368,1.001
113.398,1.000
113.428,1.006
113.458,1.004
113.488,1.006
113.518,1.005
113.548,0.996
113.578,1.010
113.608,1.006
113.638,1.003
113.668,1.006
113.698,1.003
113.728,1.006
113.758,1.007
113.788,1.002
113.818,1.003
113.848,1.005
113.878,1.002
113.908,1.005
113.938,0.999
113.968,1.006
113.998,1.005
114.028,1.004
114.058,1.007
114.088,1.006
114.118,1.002
114.148,1.002
114.178,1.001
114.208,1.007
114.238,1.005
114.268,1.002
114.298,1.001
114.328,1.007
114.358,1.008
114.388,1.002
114.418,1.006
114.448,1.002
114.478,1.002
114.508,1.002
114.538,1.006
114.568,1.006
114.598,1.004
114.628,1.004
114.658,1.002
114.688,1.005
114.718,1.004
114.748,1.004
114.778,1.007
114.808,1.001
114.838,1.010
114.868,1.003
114.898,1.003
114.928,1.001
114.958,1.004
114.988,1.006
115.018,1.008
115.048,1.009
115.078,0.993
115.108,1.007
115.138,1.004
115.168,1.003
115.198,1.007
115.228,1.004
115.258,1.002
115.288,1.004
115.318,1.002
115.348,1.004
115.378,1.003
115.408,1.003
115.438,1.004
115.468,1.004
115.498,1.005
115.528,1.007
115.558,1.006
115.588,1.002
115.618,1.009
115.648,1.000
115.678,1.001
115.708,1.002
115.738,1.006
115.768,1.007
115.798,1.004
115.828,1.007
115.858,1.004
115.888,1.005
115.918,1.002
115.948,1.005
115.978,1.005
116.008,1.004
116.038,1.005
116.068,1.003
116.098,1.005
116.128,1.007
116.158,1.005
116.188,1.006
116.218,1.006
116.248,1.007
116.278,1.001
116.308,1.007
116.338,1.003
116.368,1.012
116.398,1.002
116.428,1.005
116.458,1.003
116.488,1.004
116.518,1.006
116.548,1.005
116.578,1.003
116.608,1.000
116.638,1.007
116.668,1.006
116.698,1.003
116.728,1.007
116.758,1.003
116.788,1.001
116.818,1.007
116.848,1.005
116.878,1.006
116.908,1.006
116.938,1.007
116.968,1.002
116.998,1.003
117.028,1.007
117.058,1.005
117.088,1.003
117.118,0.998
117.148,1.008
117.178,1.001
117.208,1.004
117.238,1.003
117.268,1.006
117.298,1.002
117.328,1.002
117.358,1.008
117.388,0.998
117.418,1.011
117.448,1.006
117.478,1.003
117.508,1.006
117.538,1.003
117.568,1.006
117.598,1.007
117.628,1.000
117.658,1.000
117.688,1.005
117.718,1.006
117.748,1.005
117.778,1.007
117.808,1.002
117.838,1.004
117.868,1.003
117.898,1.002
117.928,1.009
117.958,1.004
117.988,1.003
118.018,1.004
118.048,1.006
118.078,1.006
118.108,1.006
118.138,1.005
118.168,1.000
118.198,1.002
118.228,1.008
118.258,1.004
118.288,1.002
118.318,1.004
118.348,1.000
118.378,1.008
118.408,1.004
118.438,1.006
118.468,1.006
118.498,1.002
118.528,1.003
118.558,1.004
118.588,1.006
118.618,1.010
118.648,1.005
118.678,1.009
118.708,1.004
118.738,1.007
118.768,1.000
118.798,1.002
118.828,1.004
118.858,1.007
118.888,1.008
118.918,1.001
118.948,1.003
118.978,1.005
119.008,1.005
119.038,1.003
119.068,1.006
119.098,1.005
119.128,1.004
119.158,1.003
119.188,1.008
119.218,1.003
119.248,1.001
119.278,1.008
119.308,1.004
119.338,1.004
119.368,1.004
119.398,1.003
119.428,1.008
119.458,1.010
119.488,1.008
119.518,1.001
119.548,1.000
119.578,1.008
119.608,1.007
119.638,1.005
119.668,1.009
119.698,1.000
119.728,1.003
119.758,1.006
119.788,1.002
119.818,1.003
119.848,1.002
119.878,1.001
119.908,1.006
119.938,1.003
119.968,1.006
119.998,1.006
120.028,1.005
120.058,1.003
120.088,1.000
120.118,1.012
120.148,1.004
120.178,1.006
120.208,1.001
120.238,1.007
120.268,1.002
120.298,1.001
120.328,1.000
120.358,1.007
120.388,1.006
120.418,1.008
120.448,1.007
120.478,0.999
120.508,1.011
120.538,1.004
120.568,1.001
120.598,1.007
120.628,1.003
120.658,1.002
120.688,1.007
120.718,1.002
120.748,1.005
120.778,1.004
120.808,1.003
120.838,1.008
120.868,1.007
120.898,1.002
120.928,1.005
120.958,1.003
120.988,0.999
121.018,1.010
121.048,1.006
121.078,1.001
121.108,1.002
121.138,1.006
121.168,1.008
121.198,1.007
121.228,1.003
121.258,1.003
121.288,1.006
121.318,1.011
121.348,1.004
121.378,1.004
121.408,1.005
121.438,1.003
121.468,1.005
121.498,1.005
121.528,1.005
121.558,1.002
121.588,1.000
121.618,1.002
121.648,1.003
121.678,1.004
121.708,0.998
121.738,1.007
121.768,1.007
121.798,1.010
121.828,1.006
121.858,1.004
121.888,1.002
121.918,1.003
121.948,1.001
121.978,1.008
122.008,1.008
122.038,1.000
122.068,1.008
122.098,1.006
122.128,1.008
122.158,1.006
122.188,1.007
122.218,1.003
122.248,1.002
122.278,1.006
122.308,1.007
122.338,1.006
122.368,1.006
122.398,1.007
122.428,1.002
122.458,1.004
122.488,1.005
122.518,1.007
122.548,1.005
122.578,1.011
122.608,1.004
122.638,1.009
122.668,1.002
122.698,1.007
122.728,1.005
122.758,1.006
122.788,1.008
122.818,1.002
122.848,1.005
122.878,1.007
122.908,1.005
122.938,1.008
122.968,1.005
122.998,1.006
123.028,1.005
123.058,1.007
123.088,1.007
123.118,1.008
123.148,1.004
123.178,1.003
123.208,1.005
123.238,1.004
123.268,1.007
123.298,1.001
123.328,1.006
123.358,1.004
123.388,1.003
123.418,1.006
123.448,1.005
123.478,1.005
123.508,1.002
123.538,1.004
123.568,1.003
123.598,1.007
123.628,1.003
123.658,1.006
123.688,1.006
123.718,1.000
123.748,1.007
123.778,1.004
123.808,1.004
123.838,1.002
123.868,1.005
123.898,1.006
123.928,1.008
123.958,1.003
123.988,1.006
124.018,1.002
124.048,1.005
124.078,1.004
124.108,1.003
124.138,1.003
124.168,1.006
124.198,1.009
124.228,1.005
124.258,1.007
124.288,1.002
124.318,1.007
124.348,1.000
124.378,1.003
124.408,1.001
124.438,1.005
124.468,1.007
124.498,1.007
124.528,1.004
124.558,0.996
124.588,1.008
124.618,1.006
124.648,1.004
124.678,1.001
124.708,1.006
124.738,1.007
124.768,1.007
124.798,1.004
124.828,1.007
124.858,1.006
124.888,1.006
124.918,1.005
124.948,1.005
124.978,1.003
125.008,1.004
125.038,1.006
125.068,1.008
125.098,0.998
125.128,1.008
125.158,1.001
125.188,1.002
125.218,1.004
125.248,1.012
125.278,1.007
125.308,1.004
125.338,1.011
125.368,1.003
125.398,1.005
125.428,1.006
125.458,1.002
125.488,1.002
125.518,1.006
125.548,1.003
125.578,1.009
125.608,1.003
125.638,1.008
125.668,1.009
125.698,1.006
125.728,1.001
125.758,1.003
125.788,1.005
125.818,1.005
125.848,1.010
125.878,1.011
125.908,1.005
125.938,1.002
125.968,1.000
125.998,1.006
126.028,1.004
126.058,1.005
126.088,1.004
126.118,1.003
126.148,1.002
126.178,1.012
126.208,1.004
126.238,1.005
126.268,1.005
126.298,1.003
126.328,1.003
126.358,1.006
126.388,1.004
126.418,1.008
126.448,1.004
126.478,1.007
126.508,1.007
126.538,1.003
126.568,1.006
126.598,1.003
126.628,1.005
126.658,1.010
126.688,1.007
126.718,1.002
126.748,1.004
126.778,1.005
126.808,1.005
126.838,1.007
126.868,1.002
126.898,1.003
126.928,1.008
126.958,1.007
126.988,1.005
127.018,1.003
127.048,1.005
127.078,1.007
127.108,1.005
127.138,1.008
127.168,1.007
127.198,1.005
127.228,1.007
127.258,1.005
127.288,1.005
127.318,1.005
127.348,1.007
127.378,1.008
127.408,1.001
127.438,1.005
127.468,1.013
127.498,1.002
127.528,1.003
127.558,0.999
127.588,1.005
127.618,1.007
127.648,1.007
127.678,1.003
127.708,1.000
127.738,1.010
127.768,1.008
127.798,1.006
127.828,1.003
127.858,1.007
127.888,1.004
127.918,1.003
127.948,1.002
127.978,1.006
128.008,1.005
128.038,1.006
128.068,1.006
128.098,1.003
128.128,1.004
128.158,1.006
128.188,1.006
128.218,1.011
128.248,1.000
128.278,1.005
128.308,1.001
128.338,0.999
128.368,1.004
128.398,1.009
128.428,1.010
128.458,0.999
128.488,1.007
128.518,1.003
128.548,1.005
128.578,1.005
128.608,1.007
128.638,1.004
128.668,1.006
128.698,1.008
128.728,1.005
128.758,1.004
128.788,1.006
128.818,1.002
128.848,1.004
128.878,1.003
128.908,1.002
128.938,1.007
128.968,0.999
128.998,1.007
129.028,1.010
129.058,1.004
129.088,1.006
129.118,1.000
129.148,1.003
129.178,1.006
129.208,1.007
129.238,1.003
129.268,1.003
129.298,1.005
129.328,1.012
129.358,1.004
129.388,1.003
129.418,1.005
129.448,1.004
129.478,1.006
129.508,1.005
129.538,1.006
129.568,1.006
129.598,1.002
129.628,1.004
129.658,1.010
129.688,1.004
129.718,1.005
129.748,1.008
129.778,1.005
129.808,1.000
129.838,1.012
129.868,1.005
129.898,1.006
129.928,1.008
129.958,1.006
129.988,1.005
130.018,1.009
130.048,1.009
130.078,1.004
130.108,1.007
130.138,1.009
130.168,1.005
130.198,1.003
130.228,1.004
130.258,1.005
130.288,1.007
130.318,1.007
130.348,1.005
130.378,1.005
130.408,1.004
130.438,1.004
130.468,1.004
130.498,1.003
130.528,1.005
130.558,1.009
130.588,1.008
130.618,1.005
130.648,1.007
130.678,1.006
130.708,1.004
130.738,1.006
130.768,1.006
130.798,1.009
130.828,1.006
130.858,1.001
130.888,1.008
130.918,1.004
130.948,1.010
130.978,1.005
131.008,1.008
131.038,1.005
131.068,1.005
131.098,1.006
131.128,1.008
131.158,1.006
131.188,1.007
131.218,1.009
131.248,1.006
131.278,1.005
131.308,1.007
131.338,1.002
131.368,1.002
131.398,1.005
131.428,1.010
131.458,1.009
131.488,1.002
131.518,1.004
131.548,1.008
131.578,1.007
131.608,1.006
131.638,1.009
131.668,1.000
131.698,1.012
131.728,1.005
131.758,1.004
131.788,1.007
131.818,1.002
131.848,1.010
131.878,1.007
131.908,1.006
131.938,1.007
131.968,1.004
131.998,1.006
132.028,1.002
132.058,1.002
132.088,1.006
132.118,0.999
132.148,1.005
132.178,1.006
132.208,1.007
132.238,1.001
132.268,1.005
132.298,1.004
132.328,1.014
132.358,1.008
132.388,1.002
132.418,1.006
132.448,1.000
132.478,1.013
132.508,1.005
132.538,1.006
132.568,1.005
132.598,1.000
132.628,1.003
132.658,1.008
132.688,1.005
132.718,1.004
132.748,1.004
132.778,1.004
132.808,1.003
132.838,1.005
132.868,1.009
132.898,1.005
132.928,1.003
132.958,1.009
132.988,1.003
133.018,1.002
133.048,1.002
133.078,1.007
133.108,1.005
133.138,1.006
133.168,1.006
133.198,0.999
133.228,1.008
133.258,1.008
133.288,1.002
133.318,1.005
133.348,1.006
133.378,1.003
133.408,1.008
133.438,1.009
133.468,1.003
133.498,1.006
133.528,1.007
133.558,1.002
133.588,1.000
133.618,1.007
133.648,1.006
133.678,1.010
133.708,1.007
133.738,1.005
133.768,1.005
133.798,1.004
133.828,1.004
133.858,1.008
133.888,1.006
133.918,1.004
133.948,0.999
133.978,1.006
134.008,1.008
134.038,1.004
134.068,1.002
134.098,1.004
134.128,1.002
134.158,1.006
134.188,1.006
134.218,1.006
134.248,1.004
134.278,1.005
134.308,1.004
134.338,1.006
134.368,1.005
134.398,1.006
134.428,1.008
134.458,1.010
134.488,1.003
134.518,1.001
134.548,1.004
134.578,1.007
134.608,1.006
134.638,1.006
134.668,1.001
134.698,1.006
134.728,1.010
134.758,1.003
134.788,1.005
134.818,1.004
134.848,1.005
134.878,1.005
134.908,1.008
134.938,1.003
134.968,1.005
134.998,1.005
135.028,1.008
135.058,1.003
135.088,1.008
135.118,1.009
135.148,1.005
135.178,1.011
135.208,1.006
135.238,1.003
135.268,1.002
135.298,1.003
135.328,1.007
135.358,1.009
135.388,1.004
135.418,1.005
135.448,1.003
135.478,1.008
135.508,1.009
135.538,1.004
135.568,1.006
135.598,1.004
135.628,1.004
135.658,1.006
135.688,1.002
135.718,1.006
135.748,1.006
135.778,1.004
135.808,1.005
135.838,1.004
135.868,1.006
135.898,1.002
135.928,1.007
135.958,1.010
135.988,1.005
136.018,1.004
136.048,1.005
136.078,1.007
136.108,1.008
136.138,1.010
136.168,1.004
136.198,1.004
136.228,1.004
136.258,1.011
136.288,1.006
136.318,1.003
136.348,1.005
136.378,1.005
136.408,1.003
136.438,1.008
136.468,1.003
136.498,1.004
136.528,1.009
136.558,1.005
136.588,1.003
136.618,1.006
136.648,1.007
136.678,1.006
136.708,1.010
136.738,1.010
136.768,1.007
136.798,1.002
136.828,1.006
136.858,1.006
136.888,1.007
136.918,1.006
136.948,1.004
136.978,0.997
137.008,1.008
137.038,1.006
137.068,1.007
137.098,1.003
137.128,1.006
137.158,1.004
137.188,1.006
137.218,1.008
137.248,1.007
137.278,1.006
137.308,1.009
137.338,1.003
137.368,1.006
137.398,1.008
137.428,1.007
137.458,1.006
137.488,1.009
137.518,1.008
137.548,1.000
137.578,1.002
137.608,1.006
137.638,1.010
137.668,1.006
137.698,1.003
137.728,1.002
137.758,1.008
137.788,1.004
137.818,1.006
137.848,1.007
137.878,1.003
137.908,1.004
137.938,1.005
137.968,1.005
137.998,1.006
138.028,1.004
138.058,1.002
138.088,1.004
138.118,1.010
138.148,1.005
138.178,1.009
138.208,1.006
138.238,1.011
138.268,1.001
138.298,1.006
138.328,1.005
138.358,1.006
138.388,1.007
138.418,1.006
138.448,1.008
138.478,1.000
138.508,1.015
138.538,1.005
138.568,1.006
138.598,1.006
138.628,1.002
138.658,1.003
138.688,1.010
138.718,1.004
138.748,1.003
138.778,1.004
138.808,1.006
138.838,1.006
138.868,1.006
138.898,1.007
138.928,1.008
138.958,1.008
138.988,1.005
139.018,1.011
139.048,1.002
139.078,1.006
139.108,1.004
139.138,1.007
139.168,1.007
139.198,1.008
139.228,1.010
139.258,1.000
139.288,1.014
139.318,1.003
139.348,1.007
139.378,1.003
139.408,1.002
139.438,1.007
139.468,1.004
139.498,1.007
139.528,1.007
139.558,1.005
139.588,1.006
139.618,1.005
139.648,1.003
139.678,1.006
139.708,1.005
139.738,1.006
139.768,1.006
139.798,1.009
139.828,1.005
139.858,1.002
139.888,1.001
139.918,1.004
139.948,1.007
139.978,1.007
140.008,1.007
140.038,0.999
140.068,1.006
140.098,1.008
140.128,1.003
140.158,1.003
140.188,1.001
140.218,1.005
140.248,1.006
140.278,1.007
140.308,1.006
140.338,1.006
140.368,1.009
140.398,1.003
140.428,1.003
140.458,1.006
140.488,1.008
140.518,1.008
140.548,1.005
140.578,1.006
140.608,1.003
140.638,1.005
140.668,1.002
140.698,1.010
140.728,1.007
140.758,1.007
140.788,1.008
140.818,1.005
140.848,1.009
140.878,1.007
140.908,1.008
140.938,1.007
140.968,1.003
140.998,1.005
141.028,1.009
141.058,1.004
141.088,1.005
141.118,1.007
141.148,1.005
141.178,1.007
141.208,1.004
141.238,1.006
141.268,1.008
141.298,1.008
141.328,1.006
141.358,1.008
141.388,1.010
141.418,1.000
141.448,1.007
141.478,1.005
141.508,1.007
141.538,1.005
141.568,1.006
141.598,1.007
141.628,1.004
141.658,1.012
141.688,1.006
141.718,1.002
141.748,1.004
141.778,1.005
141.808,1.006
141.838,1.010
141.868,1.006
141.898,1.004
141.928,1.004
141.958,1.006
141.988,1.007
142.018,1.005
142.048,1.005
142.078,1.009
142.108,1.007
142.138,1.008
142.168,1.008
142.198,1.001
142.228,1.001
142.258,1.005
142.288,1.006
142.318,1.013
142.348,1.008
142.378,1.003
142.408,1.004
142.438,1.004
142.468,1.011
142.498,1.006
142.528,1.003
142.558,1.005
142.588,1.003
142.618,1.004
142.648,1.005
142.678,1.006
142.708,1.007
142.738,1.007
142.768,1.002
142.798,1.005
142.828,1.006
142.858,1.008
142.888,1.005
142.918,1.000
142.948,1.011
142.978,1.005
143.008,1.004
143.038,1.002
143.068,1.012
143.098,1.005
143.128,1.003
143.158,1.008
143.188,1.003
143.218,1.010
143.248,1.004
143.278,1.008
143.308,1.003
143.338,1.001
143.368,1.007
143.398,1.007
143.428,1.003
143.458,1.002
143.488,1.007
143.518,1.007
143.548,1.003
143.578,1.004
143.608,1.011
143.638,1.005
143.668,1.009
143.698,1.011
143.728,1.007
143.758,1.004
143.788,1.004
143.818,1.004
143.848,1.004
143.878,1.007
143.908,1.005
143.938,1.006
143.968,1.002
143.998,1.012
144.028,1.002
144.058,1.006
144.088,1.005
144.118,1.005
144.148,1.007
144.178,1.013
144.208,1.004
144.238,1.001
144.268,1.004
144.298,1.005
144.328,1.003
144.358,1.006
144.388,1.009
144.418,1.003
144.448,0.998
144.478,1.015
144.508,1.006
144.538,1.000
144.568,1.006
144.598,1.005
144.628,1.003
144.658,1.008
144.688,1.007
144.718,1.000
144.748,1.005
144.778,1.015
144.808,1.004
144.838,1.003
144.868,1.003
144.898,1.006
144.928,1.007
144.958,1.005
144.988,1.005
145.018,1.006
145.048,1.006
145.078,1.009
145.108,1.005
145.138,1.009
145.168,1.006
145.198,0.999
145.228,1.006
145.258,1.005
145.288,1.001
145.318,1.006
145.348,1.009
145.378,1.005
145.408,1.006
145.438,1.010
145.468,1.002
145.498,1.006
145.528,1.005
145.558,1.003
145.588,1.003
145.618,1.008
145.648,1.005
145.678,1.003
145.708,1.003
145.738,1.007
145.768,1.011
145.798,1.006
145.828,1.004
145.858,1.005
145.888,0.999
145.918,1.011
145.948,1.003
145.978,1.002
146.008,1.001
146.038,1.007
146.068,1.010
146.098,1.009
146.128,1.010
146.158,1.003
146.188,1.005
146.218,1.008
146.248,1.004
146.278,1.005
146.308,1.007
146.338,1.005
146.368,1.008
146.398,1.009
146.428,1.004
146.458,1.005
146.488,1.008
146.518,1.006
146.548,1.003
146.578,1.010
146.608,1.008
146.638,1.008
146.668,1.004
146.698,1.008
146.728,1.004
146.758,1.007
146.788,1.011
146.818,1.006
146.848,1.003
146.878,1.002
146.908,1.012
146.938,1.003
146.968,1.005
146.998,1.008
147.028,1.006
147.058,1.005
147.088,1.007
147.118,1.008
147.148,1.008
147.178,1.007
147.208,1.006
147.238,1.006
147.268,1.010
147.298,1.003
147.328,1.008
147.358,1.012
147.388,1.009
147.418,1.002
147.448,1.002
147.478,1.001
147.508,1.005
147.538,1.009
147.568,1.004
147.598,1.000
147.628,1.003
147.658,1.007
147.688,1.006
147.718,1.006
147.748,1.007
147.778,1.008
147.808,1.007
147.838,1.005
147.868,1.012
147.898,1.008
147.928,1.003
147.958,1.011
147.988,1.010
148.018,1.003
148.048,1.002
148.078,1.009
148.108,1.011
148.138,1.008
148.168,1.001
148.198,1.009
148.228,1.001
148.258,1.005
148.288,1.007
148.318,1.010
148.348,1.004
148.378,1.007
148.408,1.007
148.438,1.000
148.468,1.011
148.498,1.005
148.528,1.004
148.558,1.010
148.588,1.008
148.618,1.000
148.648,1.007
148.678,1.007
148.708,1.003
148.738,1.009
148.768,1.004
148.798,1.008
148.828,1.007
148.858,1.004
148.888,1.001
148.918,1.012
148.948,1.003
148.978,1.002
149.008,1.002
149.038,1.007
149.068,1.004
149.098,1.005
149.128,1.002
149.158,1.000
149.188,1.009
149.218,1.006
149.248,1.004
149.278,1.007
149.308,1.003
149.338,1.007
149.368,1.006
149.398,1.007
149.428,1.001
149.458,1.006
149.488,1.004
149.518,1.005
149.548,1.012
149.578,1.005
149.608,1.004
149.638,1.004
149.668,1.005
149.698,1.005
149.728,1.010
149.758,1.011
149.788,0.998
149.818,1.008
149.848,1.008
149.878,1.003
149.908,1.005
149.938,1.007
149.968,1.007
149.998,1.009
150.028,1.006
150.058,1.003
150.088,1.007
150.118,1.006
150.148,1.000
150.178,1.005
150.208,1.012
150.238,1.007
150.268,1.004
150.298,1.002
150.328,1.007
150.358,1.006
150.388,1.004
150.418,1.008
150.448,1.000
150.478,1.009
150.508,1.006
150.538,1.002
150.568,1.007
150.598,1.008
150.628,1.004
150.658,1.006
150.688,1.009
150.718,1.005
150.748,1.007
150.778,1.006
150.808,1.010
150.838,1.012
150.868,1.006
150.898,1.006
150.928,1.003
150.958,1.006
150.988,1.005
151.018,1.005
151.048,1.010
151.078,1.008
151.108,0.998
151.138,1.007
151.168,1.006
151.198,1.003
151.228,1.010
151.258,1.007
151.288,1.009
151.318,1.005
151.348,1.007
151.378,1.006
151.408,1.006
151.438,1.003
151.468,1.009
151.498,1.011
151.528,1.005
151.558,1.006
151.588,1.004
151.618,1.007
151.648,1.003
151.678,1.007
151.708,1.007
151.738,1.006
151.768,1.002
151.798,1.004
151.828,1.013
151.858,1.007
151.888,1.006
151.918,1.004
151.948,1.003
151.978,1.006
152.008,1.005
152.038,1.006
152.068,1.004
152.098,1.005
152.128,1.004
152.158,1.008
152.188,1.005
152.218,1.000
152.248,1.012
152.278,1.004
152.308,1.004
152.338,1.005
152.368,1.005
152.398,1.007
152.428,1.005
152.458,1.007
152.488,1.001
152.518,1.014
152.548,1.004
152.578,1.004
152.608,1.006
152.638,1.002
152.668,1.004
152.698,1.010
152.728,1.003
152.758,1.007
152.788,1.008
152.818,1.008
152.848,1.003
152.878,1.006
152.908,1.007
152.938,1.004
152.968,1.003
152.998,1.010
153.028,1.006
153.058,1.007
153.088,1.004
153.118,1.008
153.148,1.006
153.178,1.010
153.208,1.008
153.238,1.001
153.268,1.007
153.298,1.006
153.328,1.005
153.358,1.007
153.388,1.008
153.418,1.009
153.448,1.006
153.478,1.005
153.508,1.009
153.538,1.006
153.568,1.004
153.598,1.006
153.628,1.006
153.658,1.004
153.688,1.009
153.718,1.011
153.748,1.011
153.778,1.003
153.808,1.005
153.838,1.000
153.868,1.005
153.898,1.008
153.928,1.005
153.958,1.011
153.988,1.001
154.018,1.009
154.048,1.004
154.078,1.007
154.108,1.007
154.138,1.007
154.168,1.005
154.198,1.004
154.228,1.004
154.258,1.005
154.288,1.007
154.318,1.004
154.348,1.002
154.378,1.007
154.408,1.004
154.438,1.000
154.468,1.009
154.498,1.005
154.528,1.004
154.558,1.002
154.588,1.005
154.618,1.006
154.648,1.007
154.678,1.011
154.708,1.000
154.738,1.010
154.768,1.008
154.798,1.004
154.828,1.007
154.858,1.007
154.888,1.004
154.918,1.004
154.948,1.007
154.978,1.007
155.008,1.005
155.038,1.002
155.068,1.005
155.098,1.006
155.128,1.009
155.158,1.008
155.188,1.010
155.218,1.009
155.248,1.001
155.278,1.004
155.308,1.005
155.338,1.006
155.368,1.003
155.398,1.005
155.428,1.007
155.458,1.003
155.488,1.012
155.518,1.002
155.548,1.006
155.578,1.006
155.608,1.006
155.638,1.005
155.668,1.012
155.698,1.009
155.728,1.005
155.758,1.004
155.788,1.007
155.818,1.008
155.848,1.006
155.878,1.006
155.908,1.004
155.938,1.012
155.968,1.004
155.998,1.005
156.028,1.003
156.058,1.004
156.088,1.007
156.118,1.007
156.148,1.010
156.178,0.997
156.208,1.011
156.238,1.010
156.268,1.003
156.298,1.005
156.328,1.010
156.358,1.006
156.388,1.004
156.418,1.009
156.448,1.008
156.478,1.006
156.508,1.007
156.538,1.004
156.568,1.004
156.598,1.006
156.628,1.001
156.658,1.011
156.688,1.005
156.718,1.002
156.748,1.004
156.778,1.010
156.808,1.011
156.838,1.007
156.868,1.009
156.898,1.001
156.928,1.011
156.958,1.006
156.988,1.003
157.018,1.004
157.048,1.004
157.078,1.004
157.108,1.010
157.138,1.007
157.168,1.006
157.198,1.005
157.228,1.003
157.258,1.006
157.288,1.005
157.318,1.005
157.348,1.009
157.378,1.005
157.408,1.004
157.438,1.002
157.468,1.006
157.498,1.005
157.528,1.013
157.558,1.011
157.588,1.002
157.618,1.007
157.648,1.006
157.678,1.002
157.708,1.005
157.738,1.006
157.768,1.007
157.798,1.008
157.828,1.005
157.858,1.007
157.888,1.004
157.918,1.005
157.948,1.006
157.978,1.009
158.008,1.005
158.038,1.005
158.068,1.004
158.098,1.009
158.128,1.007
158.158,1.004
158.188,1.003
158.218,1.010
158.248,1.006
158.278,1.006
158.308,1.006
158.338,1.003
158.368,1.013
158.398,1.006
158.428,1.006
158.458,1.006
158.488,1.004
158.518,1.002
158.548,1.006
158.578,1.007
158.608,1.006
158.638,1.005
158.668,1.006
158.698,1.006
158.728,1.008
158.758,1.009
158.788,1.007
158.818,1.008
158.848,1.011
158.878,1.005
158.908,1.009
158.938,1.002
158.968,1.005
158.998,1.007
159.028,1.008
159.058,1.003
159.088,0.998
159.118,1.011
159.148,1.004
159.178,1.006
159.208,1.005
159.238,1.005
159.268,1.007
159.298,1.008
159.328,1.006
159.358,1.005
159.388,1.009
159.418,1.007
159.448,1.005
159.478,1.002
159.508,1.008
159.538,1.001
159.568,1.010
159.598,1.003
159.628,1.001
159.658,1.004
159.688,1.010
159.718,1.007
159.748,1.004
159.778,1.008
159.808,1.004
159.838,1.008
159.868,1.006
159.898,1.005
159.928,1.007
159.958,1.008
159.988,1.004
160.018,1.007
160.048,1.010
160.078,1.004
160.108,1.002
160.138,1.007
160.168,1.006
160.198,1.004
160.228,1.002
160.258,1.011
160.288,1.002
160.318,1.008
160.348,1.006
160.378,1.004
160.408,1.008
160.438,1.003
160.468,1.007
160.498,1.001
160.528,1.011
160.558,1.005
160.588,1.004
160.618,1.004
160.648,1.008
160.678,1.007
160.708,1.009
160.738,1.005
160.768,1.005
160.798,1.008
160.828,1.004
160.858,1.002
160.888,1.011
160.918,1.005
160.948,1.006
160.978,1.004
161.008,1.011
161.038,1.006
161.068,1.007
161.098,1.004
161.128,1.006
161.158,1.006
161.188,1.007
161.218,1.005
161.248,1.001
161.278,1.011
161.308,1.005
161.338,1.004
161.368,1.005
161.398,1.004
161.428,1.003
161.458,1.009
161.488,1.007
161.518,1.009
161.548,1.008
161.578,1.005
161.608,1.005
161.638,1.004
161.668,1.008
161.698,1.002
161.728,1.006
161.758,1.008
161.788,1.005
161.818,1.001
161.848,1.009
161.878,1.008
161.908,1.010
161.938,1.007
161.968,1.006
161.998,0.997
162.028,1.006
162.058,1.007
162.088,1.002
162.118,1.003
162.148,1.010
162.178,1.005
162.208,1.004
162.238,1.010
162.268,1.004
162.298,1.005
162.328,1.004
162.358,1.007
162.388,1.005
162.418,1.007
162.448,1.012
162.478,1.003
162.508,1.006
162.538,1.000
162.568,1.006
162.598,1.008
162.628,1.005
162.658,1.006
162.688,1.008
162.718,1.001
162.748,1.007
162.778,1.010
162.808,1.004
162.838,1.004
162.868,1.007
162.898,1.006
162.928,1.005
162.958,1.002
162.988,1.005
163.018,1.005
163.048,0.997
163.078,1.006
163.108,1.008
163.138,1.002
163.168,1.003
163.198,1.013
163.228,1.001
163.258,1.007
163.288,1.003
163.318,1.009
163.348,1.002
163.378,1.006
163.408,1.010
163.438,0.999
163.468,1.008
163.498,1.007
163.528,1.006
163.558,1.006
163.588,1.009
163.618,1.005
163.648,1.007
163.678,1.004
163.708,1.009
163.738,1.007
163.768,1.008
163.798,1.006
163.828,1.009
163.858,1.007
163.888,1.004
163.918,1.002
163.948,1.012
163.978,1.008
164.008,1.005
