df_hash,22ZHK4.EMHYEC
115.515,1.041
115.545,1.046
115.575,1.037
115.605,1.041
115.635,1.047
115.665,1.039
115.695,1.042
115.725,1.046
115.755,1.042
115.785,1.043
115.815,1.045
115.845,1.044
115.875,1.043
115.905,1.042
115.935,1.043
115.965,1.045
115.995,1.044
116.025,1.044
116.055,1.043
116.085,1.040
116.115,1.048
116.145,1.043
116.175,1.041
116.205,1.048
116.235,1.048
116.265,1.040
116.295,1.043
116.325,1.040
116.355,1.048
116.385,1.043
116.415,1.045
116.445,1.044
116.475,1.042
116.505,1.045
116.535,1.044
116.565,1.042
116.595,1.040
116.625,1.042
116.655,1.043
116.685,1.044
116.715,1.044
116.745,1.046
116.775,1.048
116.805,1.043
116.835,1.044
116.865,1.042
116.895,1.042
116.925,1.048
116.955,1.037
116.985,1.043
117.015,1.043
117.045,1.044
117.075,1.044
117.105,1.046
117.135,1.045
117.165,1.040
117.195,1.044
117.225,1.045
117.255,1.044
117.285,1.043
117.315,1.048
117.345,1.044
117.375,1.044
117.405,1.042
117.435,1.043
117.465,1.041
117.495,1.044
117.525,1.042
117.555,1.037
117.585,1.040
117.615,1.052
117.645,1.050
117.675,1.053
117.705,1.044
117.735,1.042
117.765,1.033
117.795,1.047
117.825,1.058
117.855,1.041
117.885,1.037
117.915,1.037
117.945,1.041
117.975,1.043
118.005,1.048
118.035,1.039
118.065,1.039
118.095,1.046
118.125,1.049
118.155,1.044
118.185,1.040
118.215,1.039
118.245,1.046
118.275,1.039
118.305,1.039
118.335,1.046
118.365,1.048
118.395,1.043
118.425,1.048
118.455,1.047
118.485,1.043
118.515,1.044
118.545,1.048
118.575,1.044
118.605,1.049
118.635,1.041
118.665,1.040
118.695,1.043
118.725,1.038
118.755,1.047
118.785,1.048
118.815,1.043
118.845,1.042
118.875,1.044
118.905,1.048
118.935,1.044
118.965,1.049
118.995,1.048
119.025,1.041
119.055,1.042
119.085,1.042
119.115,1.041
119.145,1.049
119.175,1.047
119.205,1.039
119.235,1.045
119.265,1.050
119.295,1.043
119.325,1.041
119.355,1.046
119.385,1.044
119.415,1.041
119.445,1.045
119.475,1.040
119.505,1.042
119.535,1.045
119.565,1.047
119.595,1.042
119.625,1.043
119.655,1.044
119.685,1.043
119.715,1.041
119.745,1.042
119.775,1.048
119.805,1.046
119.835,1.045
119.865,1.046
119.895,1.043
119.925,1.044
119.955,1.045
119.985,1.051
120.015,1.045
120.045,1.040
120.075,1.045
120.105,1.045
120.135,1.040
120.165,1.046
120.195,1.039
120.225,1.047
120.255,1.047
120.285,1.040
120.315,1.048
120.345,1.042
120.375,1.047
120.405,1.046
120.435,1.047
120.465,1.045
120.495,1.039
120.525,1.041
120.555,1.049
120.585,1.045
120.615,1.043
120.645,1.047
120.675,1.042
120.705,1.042
120.735,1.053
120.765,1.044
120.795,1.042
120.825,1.045
120.855,1.039
120.885,1.044
120.915,1.046
120.945,1.036
120.975,1.044
121.005,1.044
121.035,1.048
121.065,1.046
121.095,1.046
121.125,1.044
121.155,1.041
121.185,1.044
121.215,1.042
121.245,1.045
121.275,1.046
121.305,1.047
121.335,1.041
121.365,1.047
121.395,1.044
121.425,1.039
121.455,1.047
121.485,1.044
121.515,1.048
121.545,1.045
121.575,1.041
121.605,1.044
121.635,1.040
121.665,1.040
121.695,1.045
121.725,1.043
121.755,1.046
121.785,1.044
121.815,1.048
121.845,1.041
121.875,1.043
121.905,1.042
121.935,1.045
121.965,1.043
121.995,1.045
122.025,1.042
122.055,1.047
122.085,1.045
122.115,1.042
122.145,1.040
122.175,1.049
122.205,1.042
122.235,1.050
122.265,1.050
122.295,1.050
122.325,1.035
122.355,1.043
122.385,1.052
122.415,1.040
122.445,1.043
122.475,1.047
122.505,1.042
122.535,1.043
122.565,1.050
122.595,1.054
122.625,1.040
122.655,1.042
122.685,1.050
122.715,1.044
122.745,1.043
122.775,1.045
122.805,1.042
122.835,1.044
122.865,1.044
122.895,1.049
122.925,1.039
122.955,1.050
122.985,1.052
123.015,1.047
123.045,1.040
123.075,1.044
123.105,1.046
123.135,1.046
123.165,1.045
123.195,1.037
123.225,1.048
123.255,1.043
123.285,1.042
123.315,1.046
123.345,1.041
123.375,1.037
123.405,1.040
123.435,1.047
123.465,1.050
123.495,1.049
123.525,1.046
123.555,1.045
123.585,1.046
123.615,1.038
123.645,1.045
123.675,1.046
123.705,1.044
123.735,1.037
123.765,1.046
123.795,1.054
123.825,1.050
123.855,1.045
123.885,1.045
123.915,1.041
123.945,1.034
123.975,1.047
124.005,1.042
124.035,1.050
124.065,1.050
124.095,1.042
124.125,1.041
124.155,1.042
124.185,1.045
124.215,1.041
124.245,1.045
124.275,1.048
124.305,1.045
124.335,1.036
124.365,1.044
124.395,1.050
124.425,1.048
124.455,1.044
124.485,1.041
124.515,1.043
124.545,1.043
124.575,1.041
124.605,1.043
124.635,1.046
124.665,1.046
124.695,1.050
124.725,1.045
124.755,1.048
124.785,1.044
124.815,1.043
124.845,1.044
124.875,1.041
124.905,1.044
124.935,1.044
124.965,1.044
124.995,1.039
125.025,1.047
125.055,1.043
125.085,1.047
125.115,1.046
125.145,1.051
125.175,1.045
125.205,1.044
125.235,1.047
125.265,1.043
125.295,1.045
125.325,1.044
125.355,1.047
125.385,1.043
125.415,1.050
125.445,1.045
125.475,1.045
125.505,1.043
125.535,1.046
125.565,1.050
125.595,1.043
125.625,1.044
125.655,1.040
125.685,1.046
125.715,1.046
125.745,1.043
125.775,1.046
125.805,1.043
125.835,1.050
125.865,1.049
125.895,1.049
125.925,1.045
125.955,1.043
125.985,1.042
126.015,1.044
126.045,1.044
126.075,1.042
126.105,1.047
126.135,1.047
126.165,1.047
126.195,1.042
126.225,1.046
126.255,1.045
126.285,1.044
126.315,1.045
126.345,1.041
126.375,1.048
126.405,1.042
126.435,1.043
126.465,1.046
126.495,1.044
126.525,1.051
126.555,1.037
126.585,1.047
126.615,1.053
126.645,1.041
126.675,1.040
126.705,1.046
126.735,1.045
126.765,1.045
126.795,1.048
126.825,1.039
126.855,1.036
126.885,1.049
126.915,1.047
126.945,1.047
126.975,1.047
127.005,1.042
127.035,1.048
127.065,1.048
127.095,1.043
127.125,1.042
127.155,1.037
127.185,1.041
127.215,1.054
127.245,1.044
127.275,1.044
127.305,1.053
127.335,1.048
127.365,1.044
127.395,1.038
127.425,1.043
127.455,1.048
127.485,1.041
127.515,1.041
127.545,1.047
127.575,1.042
127.605,1.047
127.635,1.045
127.665,1.046
127.695,1.044
127.725,1.047
127.755,1.044
127.785,1.047
127.815,1.042
127.845,1.045
127.875,1.042
127.905,1.047
127.935,1.038
127.965,1.046
127.995,1.052
128.025,1.045
128.055,1.041
128.085,1.047
128.115,1.043
128.145,1.043
128.175,1.045
128.205,1.046
128.235,1.046
128.265,1.040
128.295,1.051
128.325,1.046
128.355,1.046
128.385,1.043
128.415,1.045
128.445,1.047
128.475,1.044
128.505,1.046
128.535,1.043
128.565,1.045
128.595,1.048
128.625,1.048
128.655,1.042
128.685,1.044
128.715,1.053
128.745,1.042
128.775,1.041
128.805,1.044
128.835,1.046
128.865,1.040
128.895,1.046
128.925,1.043
128.955,1.041
128.985,1.046
129.015,1.050
129.045,1.043
129.075,1.047
129.105,1.044
129.135,1.043
129.165,1.044
129.195,1.045
129.225,1.046
129.255,1.045
129.285,1.043
129.315,1.043
129.345,1.046
129.375,1.039
129.405,1.050
129.435,1.048
129.465,1.046
129.495,1.044
129.525,1.044
129.555,1.043
129.585,1.042
129.615,1.046
129.645,1.046
129.675,1.043
129.705,1.043
129.735,1.047
129.765,1.046
129.795,1.047
129.825,1.045
129.855,1.046
129.885,1.042
129.915,1.044
129.945,1.045
129.975,1.045
130.005,1.046
130.035,1.043
130.065,1.045
130.095,1.049
130.125,1.041
130.155,1.048
130.185,1.042
130.215,1.044
130.245,1.048
130.275,1.048
130.305,1.043
130.335,1.047
130.365,1.041
130.395,1.044
130.425,1.042
130.455,1.040
130.485,1.045
130.515,1.045
130.545,1.040
130.575,1.044
130.605,1.046
130.635,1.045
130.665,1.045
130.695,1.038
130.725,1.041
130.755,1.045
130.785,1.050
130.815,1.047
130.845,1.049
130.875,1.045
130.905,1.044
130.935,1.049
130.965,1.037
130.995,1.047
131.025,1.054
131.055,1.048
131.085,1.037
131.115,1.042
131.145,1.047
131.175,1.039
131.205,1.040
131.235,1.045
131.265,1.046
131.295,1.038
131.325,1.042
131.355,1.049
131.385,1.048
131.415,1.047
131.445,1.051
131.475,1.040
131.505,1.045
131.535,1.045
131.565,1.042
131.595,1.043
131.625,1.038
131.655,1.049
131.685,1.055
131.715,1.050
131.745,1.054
131.775,1.044
131.805,1.044
131.835,1.040
131.865,1.039
131.895,1.047
131.925,1.042
131.955,1.044
131.985,1.052
132.015,1.045
132.045,1.045
132.075,1.043
132.105,1.041
132.135,1.046
132.165,1.049
132.195,1.048
132.225,1.047
132.255,1.048
132.285,1.043
132.315,1.046
132.345,1.051
132.375,1.038
132.405,1.048
132.435,1.040
132.465,1.046
132.495,1.051
132.525,1.043
132.555,1.040
132.585,1.046
132.615,1.044
132.645,1.047
132.675,1.047
132.705,1.041
132.735,1.052
132.765,1.043
132.795,1.044
132.825,1.043
132.855,1.047
132.885,1.048
132.915,1.043
132.945,1.046
132.975,1.041
133.005,1.047
133.035,1.052
133.065,1.043
133.095,1.049
133.125,1.045
133.155,1.046
133.185,1.048
133.215,1.046
133.245,1.044
133.275,1.047
133.305,1.049
133.335,1.044
133.365,1.043
133.395,1.046
133.425,1.045
133.455,1.047
133.485,1.051
133.515,1.045
133.545,1.044
133.575,1.048
133.605,1.043
133.635,1.045
133.665,1.048
133.695,1.044
133.725,1.046
133.755,1.043
133.785,1.047
133.815,1.043
133.845,1.046
133.875,1.050
133.905,1.044
133.935,1.047
133.965,1.046
133.995,1.041
134.025,1.041
134.055,1.047
134.085,1.045
134.115,1.041
134.145,1.044
134.175,1.052
134.205,1.043
134.235,1.043
134.265,1.046
134.295,1.047
134.325,1.049
134.355,1.044
134.385,1.048
134.415,1.041
134.445,1.046
134.475,1.044
134.505,1.042
134.535,1.054
134.565,1.042
134.595,1.040
134.625,1.053
134.655,1.056
134.685,1.042
134.715,1.044
134.745,1.047
134.775,1.043
134.805,1.044
134.835,1.046
134.865,1.045
134.895,1.043
134.925,1.049
134.955,1.044
134.985,1.043
135.015,1.050
135.045,1.045
135.075,1.044
135.105,1.044
135.135,1.047
135.165,1.047
135.195,1.044
135.225,1.047
135.255,1.047
135.285,1.045
135.315,1.049
135.345,1.047
135.375,1.052
135.405,1.038
135.435,1.042
135.465,1.051
135.495,1.046
135.525,1.046
135.555,1.047
135.585,1.045
135.615,1.041
135.645,1.054
135.675,1.046
135.705,1.041
135.735,1.044
135.765,1.047
135.795,1.050
135.825,1.046
135.855,1.042
135.885,1.047
135.915,1.041
135.945,1.048
135.975,1.043
136.005,1.047
136.035,1.048
136.065,1.050
136.095,1.045
136.125,1.040
136.155,1.047
136.185,1.041
136.215,1.043
136.245,1.047
136.275,1.046
136.305,1.041
136.335,1.048
136.365,1.045
136.395,1.049
136.425,1.041
136.455,1.049
136.485,1.048
136.515,1.042
136.545,1.047
136.575,1.046
136.605,1.044
136.635,1.045
136.665,1.046
136.695,1.042
136.725,1.044
136.755,1.045
136.785,1.045
136.815,1.042
136.845,1.042
136.875,1.050
136.905,1.043
136.935,1.042
136.965,1.048
136.995,1.045
137.025,1.039
137.055,1.048
137.085,1.046
137.115,1.044
137.145,1.050
137.175,1.047
137.205,1.039
137.235,1.046
137.265,1.046
137.295,1.042
137.325,1.049
137.355,1.042
137.385,1.044
137.415,1.053
137.445,1.046
137.475,1.044
137.505,1.046
137.535,1.042
137.565,1.043
137.595,1.051
137.625,1.048
137.655,1.039
137.685,1.048
137.715,1.046
137.745,1.037
137.775,1.046
137.805,1.044
137.835,1.037
137.865,1.045
137.895,1.046
137.925,1.044
137.955,1.045
137.985,1.048
138.015,1.045
138.045,1.042
138.075,1.047
138.105,1.045
138.135,1.044
138.165,1.042
138.195,1.039
138.225,1.047
138.255,1.046
138.285,1.045
138.315,1.052
138.345,1.038
138.375,1.045
138.405,1.048
138.435,1.050
138.465,1.040
138.495,1.044
138.525,1.050
138.555,1.039
138.585,1.044
138.615,1.048
138.645,1.049
138.675,1.040
138.705,1.049
138.735,1.050
138.765,1.050
138.795,1.043
138.825,1.046
138.855,1.050
138.885,1.043
138.915,1.037
138.945,1.043
138.975,1.045
139.005,1.043
139.035,1.045
139.065,1.042
139.095,1.042
139.125,1.039
139.155,1.048
139.185,1.049
139.215,1.044
139.245,1.039
139.275,1.040
139.305,1.047
139.335,1.041
139.365,1.047
139.395,1.046
139.425,1.044
139.455,1.045
139.485,1.051
139.515,1.045
139.545,1.044
139.575,1.045
139.605,1.046
139.635,1.047
139.665,1.047
139.695,1.040
139.725,1.048
139.755,1.045
139.785,1.040
139.815,1.050
139.845,1.040
139.875,1.044
139.905,1.050
139.935,1.046
139.965,1.044
139.995,1.041
140.025,1.046
140.055,1.046
140.085,1.046
140.115,1.042
140.145,1.045
140.175,1.044
140.205,1.050
140.235,1.044
140.265,1.041
140.295,1.044
140.325,1.046
140.355,1.046
140.385,1.046
140.415,1.052
140.445,1.039
140.475,1.043
140.505,1.047
140.535,1.046
140.565,1.041
140.595,1.039
140.625,1.043
140.655,1.046
140.685,1.051
140.715,1.046
140.745,1.046
140.775,1.045
140.805,1.046
140.835,1.044
140.865,1.042
140.895,1.045
140.925,1.047
140.955,1.043
140.985,1.042
141.015,1.051
141.045,1.045
141.075,1.043
141.105,1.046
141.135,1.047
141.165,1.045
141.195,1.045
141.225,1.045
141.255,1.045
141.285,1.042
141.315,1.044
141.345,1.051
141.375,1.040
141.405,1.048
141.435,1.048
141.465,1.050
141.495,1.047
141.525,1.041
141.555,1.045
141.585,1.042
141.615,1.043
141.645,1.047
141.675,1.046
141.705,1.041
141.735,1.048
141.765,1.048
141.795,1.045
141.825,1.045
141.855,1.046
141.885,1.045
141.915,1.047
141.945,1.040
141.975,1.044
142.005,1.046
142.035,1.048
142.065,1.044
142.095,1.044
142.125,1.053
142.155,1.046
142.185,1.041
142.215,1.048
142.245,1.047
142.275,1.044
142.305,1.038
142.335,1.046
142.365,1.045
142.395,1.047
142.425,1.041
142.455,1.043
142.485,1.043
142.515,1.047
142.545,1.048
142.575,1.046
142.605,1.046
142.635,1.046
142.665,1.045
142.695,1.043
142.725,1.046
142.755,1.045
142.785,1.045
142.815,1.047
142.845,1.046
142.875,1.042
142.905,1.041
142.935,1.047
142.965,1.048
142.995,1.051
143.025,1.038
143.055,1.043
143.085,1.045
143.115,1.041
143.145,1.044
143.175,1.046
143.205,1.049
143.235,1.041
143.265,1.051
143.295,1.045
143.325,1.045
143.355,1.044
143.385,1.047
143.415,1.045
143.445,1.043
143.475,1.046
143.505,1.047
143.535,1.044
143.565,1.047
143.595,1.046
143.625,1.045
143.655,1.045
143.685,1.047
143.715,1.047
143.745,1.043
143.775,1.042
143.805,1.047
143.835,1.043
143.865,1.047
143.895,1.046
143.925,1.042
143.955,1.048
143.985,1.049
144.015,1.043
144.045,1.044
144.075,1.047
144.105,1.048
144.135,1.043
144.165,1.047
144.195,1.045
144.225,1.043
144.255,1.045
144.285,1.051
144.315,1.044
144.345,1.043
144.375,1.044
144.405,1.053
144.435,1.047
144.465,1.045
144.495,1.045
144.525,1.049
144.555,1.041
144.585,1.046
144.615,1.043
144.645,1.044
144.675,1.045
144.705,1.049
144.735,1.043
144.765,1.045
144.795,1.048
144.825,1.045
144.855,1.044
144.885,1.046
144.915,1.047
144.945,1.044
144.975,1.049
145.005,1.044
145.035,1.045
145.065,1.049
145.095,1.040
145.125,1.057
145.155,1.052
145.185,1.042
145.215,1.045
145.245,1.044
145.275,1.042
145.305,1.037
145.335,1.042
145.365,1.040
145.395,1.042
145.425,1.052
145.455,1.050
145.485,1.042
145.515,1.048
145.545,1.048
145.575,1.048
145.605,1.044
145.635,1.045
145.665,1.044
145.695,1.040
145.725,1.051
145.755,1.049
145.785,1.043
145.815,1.051
145.845,1.048
145.875,1.046
145.905,1.047
145.935,1.049
145.965,1.044
145.995,1.044
146.025,1.045
146.055,1.047
146.085,1.043
146.115,1.048
146.145,1.044
146.175,1.046
146.205,1.053
146.235,1.049
146.265,1.049
146.295,1.045
146.325,1.044
146.355,1.046
146.385,1.044
146.415,1.046
146.445,1.046
146.475,1.046
146.505,1.050
146.535,1.046
146.565,1.040
146.595,1.044
146.625,1.049
146.655,1.055
146.685,1.043
146.715,1.040
146.745,1.048
146.775,1.041
146.805,1.047
146.835,1.050
146.865,1.046
146.895,1.046
146.925,1.046
146.955,1.046
146.985,1.042
147.015,1.046
147.045,1.046
147.075,1.046
147.105,1.051
147.135,1.049
147.165,1.045
147.195,1.048
147.225,1.049
147.255,1.044
147.285,1.053
147.315,1.047
147.345,1.052
147.375,1.044
147.405,1.045
147.435,1.049
147.465,1.053
147.495,1.048
147.525,1.046
147.555,1.049
147.585,1.038
147.615,1.046
147.645,1.049
147.675,1.050
147.705,1.040
147.735,1.043
147.765,1.048
147.795,1.043
147.825,1.049
147.855,1.050
147.885,1.046
147.915,1.047
147.945,1.050
147.975,1.046
148.005,1.045
148.035,1.053
148.065,1.048
148.095,1.042
148.125,1.047
148.155,1.046
148.185,1.044
148.215,1.047
148.245,1.043
148.275,1.042
148.305,1.048
148.335,1.048
148.365,1.046
148.395,1.050
148.425,1.045
148.455,1.052
148.485,1.046
148.515,1.041
148.545,1.047
148.575,1.046
148.605,1.046
148.635,1.051
148.665,1.048
148.695,1.038
148.725,1.044
148.755,1.053
148.785,1.047
148.815,1.045
148.845,1.051
148.875,1.045
148.905,1.047
148.935,1.049
148.965,1.047
148.995,1.045
149.025,1.051
149.055,1.047
149.085,1.045
149.115,1.049
149.145,1.048
149.175,1.048
149.205,1.045
149.235,1.046
149.265,1.049
149.295,1.047
149.325,1.045
149.355,1.051
149.385,1.047
149.415,1.044
149.445,1.046
149.475,1.045
149.505,1.048
149.535,1.049
149.565,1.045
149.595,1.049
149.625,1.045
149.655,1.047
149.685,1.050
149.715,1.044
149.745,1.045
149.775,1.051
149.805,1.051
149.835,1.042
149.865,1.045
149.895,1.043
149.925,1.043
149.955,1.042
149.985,1.047
150.015,1.051
150.045,1.048
150.075,1.044
150.105,1.049
150.135,1.047
150.165,1.043
150.195,1.048
150.225,1.040
150.255,1.045
150.285,1.050
150.315,1.050
150.345,1.042
150.375,1.043
150.405,1.046
150.435,1.048
150.465,1.051
150.495,1.052
150.525,1.038
150.555,1.047
150.585,1.052
150.615,1.042
150.645,1.046
150.675,1.049
150.705,1.046
150.735,1.044
150.765,1.046
150.795,1.046
150.825,1.052
150.855,1.046
150.885,1.044
150.915,1.048
150.945,1.046
150.975,1.052
151.005,1.048
151.035,1.052
151.065,1.048
151.095,1.042
151.125,1.049
151.155,1.046
151.185,1.044
151.215,1.052
151.245,1.053
151.275,1.041
151.305,1.050
151.335,1.047
151.365,1.047
151.395,1.047
151.425,1.042
151.455,1.050
151.485,1.042
151.515,1.042
151.545,1.050
151.575,1.038
151.605,1.049
151.635,1.049
151.665,1.047
151.695,1.053
151.725,1.051
151.755,1.045
151.785,1.044
151.815,1.049
151.845,1.039
151.875,1.046
151.905,1.045
151.935,1.049
151.965,1.042
151.995,1.045
152.025,1.047
152.055,1.043
152.085,1.043
152.115,1.050
152.145,1.049
152.175,1.044
152.205,1.049
152.235,1.046
152.265,1.049
152.295,1.049
152.325,1.049
152.355,1.046
152.385,1.046
152.415,1.051
152.445,1.046
152.475,1.046
152.505,1.044
152.535,1.040
152.565,1.044
152.595,1.046
152.625,1.048
152.655,1.043
152.685,1.048
152.715,1.049
152.745,1.043
152.775,1.044
152.805,1.048
152.835,1.045
152.865,1.042
152.895,1.047
152.925,1.044
152.955,1.048
152.985,1.050
153.015,1.048
153.045,1.047
153.075,1.047
153.105,1.043
153.135,1.046
153.165,1.053
153.195,1.048
153.225,1.046
153.255,1.047
153.285,1.041
153.315,1.044
153.345,1.048
153.375,1.046
153.405,1.045
153.435,1.045
153.465,1.047
153.495,1.044
153.525,1.043
153.555,1.049
153.585,1.043
153.615,1.046
153.645,1.041
153.675,1.049
153.705,1.048
153.735,1.044
153.765,1.048
153.795,1.045
153.825,1.043
153.855,1.051
153.885,1.040
153.915,1.047
153.945,1.049
153.975,1.051
154.005,1.049
154.035,1.046
154.065,1.045
154.095,1.041
154.125,1.045
154.155,1.046
154.185,1.046
154.215,1.050
154.245,1.047
154.275,1.042
154.305,1.047
154.335,1.046
154.365,1.047
154.395,1.044
154.425,1.047
154.455,1.047
154.485,1.043
154.515,1.049
154.545,1.048
154.575,1.047
154.605,1.042
154.635,1.046
154.665,1.044
154.695,1.040
154.725,1.051
154.755,1.052
154.785,1.048
154.815,1.046
154.845,1.045
154.875,1.048
154.905,1.040
154.935,1.043
154.965,1.050
154.995,1.044
155.025,1.044
155.055,1.050
155.085,1.044
155.115,1.043
155.145,1.042
155.175,1.055
155.205,1.049
155.235,1.050
155.265,1.045
155.295,1.046
155.325,1.045
155.355,1.047
155.385,1.047
155.415,1.051
155.445,1.043
155.475,1.051
155.505,1.051
155.535,1.052
155.565,1.039
155.595,1.045
155.625,1.049
155.655,1.046
155.685,1.047
155.715,1.047
155.745,1.048
155.775,1.045
155.805,1.050
155.835,1.046
155.865,1.047
155.895,1.043
155.925,1.051
155.955,1.042
155.985,1.042
156.015,1.047
156.045,1.048
156.075,1.049
156.105,1.043
156.135,1.043
156.165,1.052
156.195,1.042
156.225,1.045
156.255,1.054
156.285,1.048
156.315,1.043
156.345,1.046
156.375,1.049
156.405,1.042
156.435,1.044
156.465,1.042
156.495,1.046
156.525,1.045
156.555,1.045
156.585,1.055
156.615,1.045
156.645,1.046
156.675,1.044
156.705,1.043
156.735,1.044
156.765,1.045
156.795,1.048
156.825,1.048
156.855,1.050
156.885,1.046
156.915,1.053
156.945,1.045
156.975,1.048
157.005,1.044
157.035,1.050
157.065,1.047
157.095,1.046
157.125,1.048
157.155,1.039
157.185,1.046
157.215,1.050
157.245,1.046
157.275,1.042
157.305,1.050
157.335,1.046
157.365,1.047
157.395,1.049
157.425,1.047
157.455,1.045
157.485,1.044
157.515,1.047
157.545,1.042
157.575,1.046
157.605,1.045
157.635,1.048
157.665,1.046
157.695,1.053
157.725,1.046
157.755,1.045
157.785,1.047
157.815,1.055
157.845,1.045
157.875,1.047
157.905,1.045
157.935,1.043
157.965,1.044
157.995,1.046
158.025,1.047
158.055,1.042
158.085,1.046
158.115,1.047
158.145,1.044
158.175,1.051
158.205,1.045
158.235,1.046
158.265,1.048
158.295,1.045
158.325,1.043
158.355,1.047
158.385,1.045
158.415,1.045
158.445,1.048
158.475,1.048
158.505,1.042
158.535,1.051
158.565,1.049
158.595,1.045
158.625,1.045
158.655,1.045
158.685,1.050
158.715,1.044
158.745,1.044
158.775,1.052
158.805,1.045
158.835,1.038
158.865,1.050
158.895,1.048
158.925,1.046
158.955,1.045
158.985,1.042
159.015,1.047
159.045,1.045
159.075,1.043
159.105,1.052
159.135,1.046
159.165,1.048
159.195,1.054
159.225,1.044
159.255,1.051
159.285,1.047
159.315,1.053
159.345,1.045
159.375,1.040
159.405,1.041
159.435,1.044
159.465,1.048
159.495,1.050
159.525,1.051
159.555,1.043
159.585,1.049
159.615,1.047
159.645,1.044
159.675,1.047
159.705,1.047
159.735,1.045
159.765,1.044
159.795,1.048
159.825,1.045
159.855,1.045
159.885,1.045
159.915,1.049
159.945,1.045
159.975,1.042
160.005,1.049
160.035,1.048
160.065,1.048
160.095,1.044
160.125,1.048
160.155,1.044
160.185,1.042
160.215,1.048
160.245,1.042
160.275,1.042
160.305,1.050
160.335,1.048
160.365,1.045
160.395,1.047
160.425,1.047
160.455,1.044
160.485,1.042
160.515,1.047
160.545,1.050
160.575,1.039
160.605,1.045
160.635,1.043
160.665,1.048
160.695,1.049
160.725,1.044
160.755,1.046
160.785,1.052
160.815,1.047
160.845,1.048
160.875,1.046
160.905,1.044
160.935,1.042
160.965,1.046
160.995,1.043
161.025,1.043
161.055,1.048
161.085,1.046
161.115,1.047
161.145,1.042
161.175,1.047
161.205,1.050
161.235,1.045
161.265,1.044
161.295,1.045
161.325,1.048
161.355,1.047
161.385,1.040
161.415,1.048
161.445,1.050
161.475,1.040
161.505,1.046
161.535,1.044
161.565,1.051
161.595,1.039
161.625,1.047
161.655,1.045
161.685,1.048
161.715,1.048
161.745,1.046
161.775,1.043
161.805,1.048
161.835,1.047
161.865,1.044
161.895,1.050
161.925,1.041
161.955,1.049
161.985,1.047
162.015,1.048
162.045,1.045
162.075,1.047
162.105,1.044
162.135,1.051
162.165,1.049
162.195,1.050
162.225,1.048
162.255,1.044
162.285,1.048
162.315,1.047
162.345,1.050
162.375,1.046
162.405,1.043
162.435,1.045
162.465,1.044
162.495,1.046
162.525,1.045
162.555,1.049
162.585,1.040
162.615,1.048
162.645,1.051
162.675,1.044
162.705,1.040
162.735,1.046
162.765,1.046
162.795,1.045
162.825,1.047
162.855,1.049
162.885,1.047
162.915,1.047
162.945,1.045
162.975,1.047
163.005,1.043
163.035,1.049
163.065,1.050
163.095,1.047
163.125,1.039
163.155,1.045
163.185,1.048
163.215,1.044
163.245,1.047
163.275,1.046
163.305,1.044
163.335,1.049
163.365,1.050
163.395,1.041
163.425,1.050
163.455,1.048
163.485,1.044
163.515,1.044
163.545,1.050
163.575,1.043
163.605,1.043
163.635,1.046
163.665,1.046
163.695,1.043
163.725,1.052
163.755,1.043
163.785,1.044
163.815,1.051
163.845,1.048
163.875,1.045
163.905,1.050
163.935,1.044
163.965,1.045
163.995,1.045
164.025,1.046
164.055,1.046
164.085,1.043
164.115,1.046
164.145,1.048
164.175,1.046
164.205,1.050
164.235,1.047
164.265,1.048
164.295,1.048
164.325,1.051
164.355,1.045
164.385,1.045
164.415,1.044
164.445,1.043
164.475,1.045
164.505,1.054
164.535,1.056
164.565,1.048
164.595,1.048
164.625,1.046
164.655,1.040
164.685,1.044
164.715,1.046
164.745,1.049
164.775,1.044
164.805,1.048
164.835,1.043
164.865,1.041
164.895,1.049
164.925,1.050
164.955,1.044
164.985,1.043
165.015,1.047
165.045,1.048
165.075,1.043
165.105,1.048
165.135,1.048
165.165,1.048
165.195,1.046
165.225,1.045
165.255,1.047
165.285,1.046
165.315,1.052
165.345,1.042
165.375,1.044
165.405,1.053
165.435,1.047
165.465,1.043
165.495,1.047
165.525,1.046
165.555,1.048
165.585,1.047
165.615,1.050
165.645,1.052
165.675,1.040
165.705,1.048
165.735,1.050
165.765,1.041
165.795,1.048
165.825,1.047
165.855,1.042
165.885,1.049
165.915,1.041
165.945,1.047
165.975,1.049
166.005,1.047
166.035,1.048
166.065,1.044
166.095,1.045
166.125,1.044
166.155,1.056
166.185,1.047
166.215,1.038
166.245,1.047
166.275,1.049
166.305,1.042
166.335,1.046
166.365,1.051
166.395,1.043
166.425,1.046
166.455,1.047
166.485,1.046
166.515,1.045
166.545,1.042
166.575,1.047
166.605,1.045
166.635,1.045
166.665,1.045
166.695,1.048
166.725,1.048
166.755,1.040
166.785,1.052
166.815,1.039
166.845,1.049
166.875,1.051
166.905,1.049
166.935,1.043
166.965,1.046
166.995,1.046
167.025,1.045
167.055,1.045
167.085,1.042
167.115,1.044
167.145,1.047
167.175,1.049
167.205,1.046
167.235,1.046
167.265,1.048
167.295,1.048
167.325,1.045
167.355,1.041
167.385,1.044
167.415,1.045
167.445,1.048
167.475,1.047
167.505,1.041
167.535,1.052
167.565,1.043
167.595,1.046
167.625,1.047
167.655,1.046
167.685,1.052
167.715,1.045
167.745,1.043
167.775,1.043
167.805,1.044
167.835,1.048
167.865,1.044
167.895,1.042
