Time (s),Resistance (Ω),Stage
1,10807.93,Calibration
2,10475,Calibration
3,10403.59,Calibration
4,10312.5,Calibration
5,10363,Calibration
6,10142.65,Calibration
7,10282.32,Calibration
8,10093.23,Calibration
9,10083.37,Calibration
10,10202.27,Calibration
11,10212.24,Calibration
12,10162.48,Calibration
13,10083.37,Calibration
14,10004.88,Calibration
15,10083.37,Calibration
16,10212.24,Calibration
17,10172.42,Calibration
18,10152.56,Calibration
19,10024.45,Calibration
20,10122.85,Normal
21,9936.71,Normal
22,10103.09,Normal
23,10103.09,Normal
24,10132.74,Normal
25,10122.85,Normal
26,9849.73,Normal
27,10152.56,Normal
28,10103.09,Normal
29,10103.09,Normal
30,10152.56,Normal
31,10112.97,Normal
32,9936.71,Normal
33,9878.64,Normal
34,9840.12,Normal
35,9820.91,Normal
36,9936.71,Normal
37,10103.09,Normal
38,9820.91,Normal
39,10004.88,Normal
40,9849.73,Normal
41,10103.09,Normal
42,10093.23,Normal
43,10083.37,Normal
44,10103.09,Normal
45,10004.88,Normal
46,9840.12,Normal
47,9927.01,Normal
48,9897.96,Normal
49,10073.53,Normal
50,10093.23,Normal
51,10112.97,Normal
52,10014.66,Normal
53,9897.96,Normal
54,9897.96,Normal
55,10053.87,Normal
56,9927.01,Normal
57,10063.69,Normal
58,9936.71,Normal
59,9859.36,Normal
60,9811.32,Normal
61,10063.69,Normal
62,10044.05,Normal
63,9927.01,Normal
64,9801.74,Normal
65,9773.06,Normal
66,10053.87,Normal
67,9840.12,Normal
68,10063.69,Normal
69,9897.96,Normal
70,9840.12,Normal
71,10112.97,Normal
72,10004.88,Normal
73,9888.29,Normal
74,9840.12,Normal
75,10093.23,Normal
76,9897.96,Normal
77,10093.23,Normal
78,10044.05,Normal
79,10083.37,Normal
80,9830.51,Normal
81,10063.69,Normal
82,10122.85,Normal
83,9936.71,Normal
84,9946.42,Normal
85,9753.98,Normal
86,9820.91,Normal
87,10103.09,Normal
88,10004.88,Normal
89,10004.88,Normal
90,10004.88,Normal
91,9734.94,Normal
92,10004.88,Normal
93,10004.88,Normal
94,10004.88,Normal
95,9936.71,Normal
96,9897.96,Normal
97,9811.32,Normal
98,9927.01,Normal
99,9687.5,Normal
100,9801.74,Normal
101,9907.63,Normal
102,9859.36,Normal
103,9840.12,Normal
104,9859.36,Normal
105,9859.36,Normal
106,9811.32,Normal
107,9782.61,Normal
108,9792.17,Normal
109,9840.12,Normal
110,9678.04,Normal
111,9840.12,Normal
112,9782.61,Normal
113,9782.61,Normal
114,9565.22,Normal
115,9782.61,Normal
116,9792.17,Normal
117,9527.9,Normal
118,9640.29,Normal
119,9811.32,Normal
120,9687.5,Normal
121,9715.94,Normal
122,9640.29,Normal
123,9640.29,Normal
124,9687.5,Normal
125,9678.04,Normal
126,9640.29,Normal
127,9820.91,Normal
128,9927.01,Normal
129,9946.42,Normal
130,9907.63,Normal
131,9888.29,Normal
132,9734.94,Normal
133,9753.98,Normal
134,9927.01,Normal
135,9946.42,Normal
136,10014.66,Normal
137,9734.94,Normal
138,9820.91,Normal
139,9734.94,Normal
140,10004.88,Normal
141,10014.66,Normal
142,9897.96,Normal
143,9849.73,Normal
144,9715.94,Normal
145,9715.94,Normal
146,9869,Normal
147,9888.29,Normal
148,9696.97,Normal
149,9859.36,Normal
150,9725.43,Normal
151,9811.32,Normal
152,9917.32,Normal
153,9888.29,Normal
154,9869,Normal
155,9859.36,Normal
156,9840.12,Normal
157,9696.97,Normal
158,9859.36,Normal
159,9678.04,Normal
160,9687.5,Normal
161,9820.91,Normal
162,9753.98,Normal
163,9849.73,Normal
164,9830.51,Normal
165,9840.12,Normal
166,9706.45,Normal
167,9602.68,Normal
168,9782.61,Normal
169,9811.32,Normal
170,9753.98,Normal
171,9820.91,Normal
172,9602.68,Normal
173,9792.17,Normal
174,9546.54,Normal
175,9744.46,Normal
176,9773.06,Normal
177,9537.21,Normal
178,9773.06,Normal
179,9744.46,Normal
180,9773.06,Normal
181,9696.97,Normal
182,9734.94,Normal
183,9583.93,Normal
184,9696.97,Normal
185,9696.97,Normal
186,9734.94,Normal
187,9706.45,Normal
188,9715.94,Normal
189,9527.9,Normal
190,9668.59,Normal
191,9678.04,Normal
192,9706.45,Normal
193,9537.21,Normal
194,9640.29,Normal
195,9518.59,Normal
196,9678.04,Normal
197,9640.29,Normal
198,9518.59,Normal
199,9472.18,Normal
200,9444.44,Normal
201,9630.87,Normal
202,9621.47,Normal
203,9602.68,Normal
204,9583.93,Normal
205,9555.87,Normal
206,9593.3,Normal
207,9583.93,Normal
208,9574.57,Normal
209,9602.68,Normal
210,9527.9,Normal
211,9555.87,Normal
212,9583.93,Normal
213,9546.54,Normal
214,9444.44,Normal
215,9435.22,Normal
216,9481.45,Normal
217,9398.39,Normal
218,9518.59,Normal
219,9472.18,Normal
220,9537.21,Normal
221,9361.7,Normal
222,9509.29,Normal
223,9537.21,Normal
224,9435.22,Normal
225,9500,Normal
226,9389.21,Normal
227,9509.29,Normal
228,9668.59,Normal
229,9678.04,Normal
230,9659.14,Normal
231,9640.29,Normal
232,9509.29,Normal
233,9668.59,Normal
234,9602.68,Normal
235,9621.47,Normal
236,9621.47,Normal
237,9527.9,Normal
238,9472.18,Normal
239,9555.87,Normal
240,9612.07,Normal
241,9555.87,Normal
242,9621.47,Normal
243,9435.22,Normal
244,9500,Normal
245,9640.29,Normal
246,9659.14,Normal
247,9687.5,Normal
248,9518.59,Normal
249,9490.72,Normal
250,9773.06,Normal
251,9621.47,Normal
252,9811.32,Normal
253,9678.04,Normal
254,9630.87,Normal
255,9640.29,Normal
256,9840.12,Normal
257,9820.91,Normal
258,9840.12,Normal
259,9706.45,Normal
260,9696.97,Stress
261,9734.94,Stress
262,10083.37,Stress
263,10024.45,Stress
264,10083.37,Stress
265,10152.56,Stress
266,10162.48,Stress
267,10322.58,Stress
268,10252.23,Stress
269,10807.93,Stress
270,11043.17,Stress
271,10797.36,Stress
272,10967.74,Stress
273,10903.52,Stress
274,10871.56,Stress
275,11317.02,Stress
276,11439.79,Stress
