df_hash,22ZHK4.7H06EP
144.756,1.028
144.786,1.023
144.816,1.020
144.846,1.026
144.876,1.030
144.906,1.030
144.936,1.028
144.966,1.021
144.996,1.021
145.026,1.023
145.056,1.027
145.086,1.029
145.116,1.021
145.146,1.027
145.176,1.028
145.206,1.025
145.236,1.022
145.266,1.024
145.296,1.024
145.326,1.024
145.356,1.024
145.386,1.022
145.416,1.024
145.446,1.027
145.476,1.026
145.506,1.021
145.536,1.021
145.566,1.027
145.596,1.024
145.626,1.023
145.656,1.028
145.686,1.024
145.716,1.022
145.746,1.022
145.776,1.021
145.806,1.027
145.836,1.018
145.866,1.024
145.896,1.022
145.926,1.030
145.956,1.024
145.986,1.024
146.016,1.025
146.046,1.024
146.076,1.022
146.106,1.023
146.136,1.027
146.166,1.026
146.196,1.024
146.226,1.026
146.256,1.027
146.286,1.020
146.316,1.024
146.346,1.026
146.376,1.022
146.406,1.021
146.436,1.031
146.466,1.030
146.496,1.023
146.526,1.021
146.556,1.021
146.586,1.021
146.616,1.025
146.646,1.032
146.676,1.019
146.706,1.030
146.736,1.029
146.766,1.024
146.796,1.024
146.826,1.022
146.856,1.021
146.886,1.021
146.916,1.021
146.946,1.026
146.976,1.025
147.006,1.026
147.036,1.024
147.066,1.025
147.096,1.027
147.126,1.021
147.156,1.021
147.186,1.024
147.216,1.021
147.246,1.030
147.276,1.028
147.306,1.021
147.336,1.021
147.366,1.022
147.396,1.025
147.426,1.025
147.456,1.026
147.486,1.021
147.516,1.028
147.546,1.024
147.576,1.024
147.606,1.020
147.636,1.024
147.666,1.022
147.696,1.021
147.726,1.026
147.756,1.024
147.786,1.026
147.816,1.024
147.846,1.024
147.876,1.025
147.906,1.025
147.936,1.024
147.966,1.023
147.996,1.024
148.026,1.025
148.056,1.022
148.086,1.027
148.116,1.027
148.146,1.028
148.176,1.024
148.206,1.019
148.236,1.021
148.266,1.022
148.296,1.025
148.326,1.023
148.356,1.024
148.386,1.028
148.416,1.029
148.446,1.025
148.476,1.023
148.506,1.021
148.536,1.021
148.566,1.021
148.596,1.026
148.626,1.026
148.656,1.028
148.686,1.027
148.716,1.023
148.746,1.022
148.776,1.026
148.806,1.022
148.836,1.024
148.866,1.026
148.896,1.030
148.926,1.028
148.956,1.021
148.986,1.021
149.016,1.021
149.046,1.023
149.076,1.021
149.106,1.022
149.136,1.021
149.166,1.031
149.196,1.025
149.226,1.025
149.256,1.022
149.286,1.027
149.316,1.022
149.346,1.023
149.376,1.022
149.406,1.028
149.436,1.024
149.466,1.025
149.496,1.029
149.526,1.021
149.556,1.022
149.586,1.021
149.616,1.024
149.646,1.025
149.676,1.022
149.706,1.028
149.736,1.025
149.766,1.025
149.796,1.022
149.826,1.022
149.856,1.025
149.886,1.025
149.916,1.028
149.946,1.021
149.976,1.027
150.006,1.026
150.036,1.023
150.066,1.022
150.096,1.024
150.126,1.023
150.156,1.023
150.186,1.027
150.216,1.027
150.246,1.028
150.276,1.026
150.306,1.025
150.336,1.025
150.366,1.024
150.396,1.025
150.426,1.021
150.456,1.024
150.486,1.027
150.516,1.026
150.546,1.029
150.576,1.034
150.606,1.031
150.636,1.020
150.666,1.019
150.696,1.021
150.726,1.022
150.756,1.025
150.786,1.032
150.816,1.020
150.846,1.031
150.876,1.029
150.906,1.024
150.936,1.020
150.966,1.022
150.996,1.026
151.026,1.025
151.056,1.028
151.086,1.029
151.116,1.024
151.146,1.024
151.176,1.027
151.206,1.023
151.236,1.022
151.266,1.023
151.296,1.027
151.326,1.022
151.356,1.024
151.386,1.028
151.416,1.028
151.446,1.022
151.476,1.024
151.506,1.021
151.536,1.022
151.566,1.025
151.596,1.030
151.626,1.021
151.656,1.031
151.686,1.025
151.716,1.023
151.746,1.020
151.776,1.021
151.806,1.022
151.836,1.024
151.866,1.028
151.896,1.027
151.926,1.027
151.956,1.026
151.986,1.026
152.016,1.025
152.046,1.021
152.076,1.021
152.106,1.022
152.136,1.023
152.166,1.022
152.196,1.031
152.226,1.031
152.256,1.023
152.286,1.022
152.316,1.021
152.346,1.023
152.376,1.025
152.406,1.028
152.436,1.021
152.466,1.027
152.496,1.026
152.526,1.023
152.556,1.020
152.586,1.027
152.616,1.022
152.646,1.023
152.676,1.029
152.706,1.028
152.736,1.024
152.766,1.022
152.796,1.024
152.826,1.019
152.856,1.012
152.886,1.024
152.916,1.035
152.946,1.028
152.976,1.024
153.006,1.025
153.036,1.026
153.066,1.027
153.096,1.023
153.126,1.018
153.156,1.014
153.186,1.016
153.216,1.022
153.246,1.017
153.276,1.017
153.306,1.015
153.336,1.024
153.366,1.019
153.396,1.017
153.426,1.021
153.456,1.021
153.486,1.024
153.516,1.022
153.546,1.017
153.576,1.014
153.606,1.015
153.636,1.017
153.666,1.016
153.696,1.021
153.726,1.020
153.756,1.023
153.786,1.024
153.816,1.017
153.846,1.022
153.876,1.023
153.906,1.021
153.936,1.022
153.966,1.024
153.996,1.019
154.026,1.014
154.056,1.018
154.086,1.021
154.116,1.016
154.146,1.021
154.176,1.023
154.206,1.017
154.236,1.020
154.266,1.018
154.296,1.016
154.326,1.011
154.356,1.017
154.386,1.021
154.416,1.022
154.446,1.021
154.476,1.012
154.506,1.020
154.536,1.021
154.566,1.016
154.596,1.022
154.626,1.026
154.656,1.029
154.686,1.026
154.716,1.023
154.746,1.022
154.776,1.021
154.806,1.026
154.836,1.026
154.866,1.019
154.896,1.023
154.926,1.027
154.956,1.021
154.986,1.020
155.016,1.015
155.046,1.022
155.076,1.023
155.106,1.030
155.136,1.024
155.166,1.020
155.196,1.014
155.226,1.015
155.256,1.018
155.286,1.022
155.316,1.024
155.346,1.025
155.376,1.024
155.406,1.024
155.436,1.021
155.466,1.021
155.496,1.021
155.526,1.020
155.556,1.021
155.586,1.017
155.616,1.020
155.646,1.023
155.676,1.025
155.706,1.020
155.736,1.031
155.766,1.033
155.796,1.027
155.826,1.021
155.856,1.015
155.886,1.016
155.916,1.016
155.946,1.024
155.976,1.024
156.006,1.022
156.036,1.023
156.066,1.022
156.096,1.021
156.126,1.024
156.156,1.021
156.186,1.025
156.216,1.019
156.246,1.023
156.276,1.023
156.306,1.017
156.336,1.021
156.366,1.012
156.396,1.005
156.426,0.999
156.456,1.002
156.486,0.997
156.516,1.001
156.546,1.009
156.576,1.013
156.606,1.021
156.636,1.027
156.666,1.034
156.696,1.034
156.726,1.036
156.756,1.029
156.786,1.026
156.816,1.024
156.846,1.026
156.876,1.029
156.906,1.022
156.936,1.022
156.966,1.025
156.996,1.023
157.026,1.021
157.056,1.021
157.086,1.021
157.116,1.017
157.146,1.020
157.176,1.017
157.206,1.015
157.236,1.011
157.266,1.015
157.296,1.019
157.326,1.024
157.356,1.011
157.386,1.015
157.416,1.020
157.446,1.016
157.476,1.015
157.506,1.019
157.536,1.015
157.566,1.019
157.596,1.018
157.626,1.017
157.656,1.016
157.686,1.017
157.716,1.018
157.746,1.016
157.776,1.017
157.806,1.016
157.836,1.018
157.866,1.017
157.896,1.015
157.926,1.015
157.956,1.019
157.986,1.015
158.016,1.019
158.046,1.016
158.076,1.016
158.106,1.020
158.136,1.016
158.166,1.014
158.196,1.020
158.226,1.023
158.256,1.017
158.286,1.015
158.316,1.021
158.346,1.018
158.376,1.017
158.406,1.017
158.436,1.017
158.466,1.017
158.496,1.021
158.526,1.018
158.556,1.014
158.586,1.018
158.616,1.017
158.646,1.019
158.676,1.020
158.706,1.016
158.736,1.017
158.766,1.016
158.796,1.018
158.826,1.013
158.856,1.016
158.886,1.020
158.916,1.021
158.946,1.020
158.976,1.019
159.006,1.019
159.036,1.017
159.066,1.021
159.096,1.016
159.126,1.020
159.156,1.018
159.186,1.022
159.216,1.021
159.246,1.017
159.276,1.020
159.306,1.019
159.336,1.017
159.366,1.016
159.396,1.021
159.426,1.021
159.456,1.020
159.486,1.020
159.516,1.023
159.546,1.020
159.576,1.020
159.606,1.020
159.636,1.019
159.666,1.016
159.696,1.018
159.726,1.021
159.756,1.020
159.786,1.016
159.816,1.017
159.846,1.016
159.876,1.017
159.906,1.018
159.936,1.025
159.966,1.013
159.996,1.015
160.026,1.022
160.056,1.020
160.086,1.021
160.116,1.021
160.146,1.020
160.176,1.021
160.206,1.020
160.236,1.020
160.266,1.020
160.296,1.023
160.326,1.021
160.356,1.022
160.386,1.021
160.416,1.021
160.446,1.016
160.476,1.023
160.506,1.021
160.536,1.018
160.566,1.023
160.596,1.022
160.626,1.021
160.656,1.021
160.686,1.019
160.716,1.019
160.746,1.021
160.776,1.025
160.806,1.013
160.836,1.021
160.866,1.023
160.896,1.021
160.926,1.021
160.956,1.020
160.986,1.018
161.016,1.018
161.046,1.021
161.076,1.021
161.106,1.020
161.136,1.019
161.166,1.021
161.196,1.019
161.226,1.020
161.256,1.018
161.286,1.021
161.316,1.021
161.346,1.017
161.376,1.024
161.406,1.021
161.436,1.023
161.466,1.023
161.496,1.020
161.526,1.019
161.556,1.017
161.586,1.019
161.616,1.017
161.646,1.021
161.676,1.020
161.706,1.023
161.736,1.022
161.766,1.019
161.796,1.016
161.826,1.018
161.856,1.019
161.886,1.017
161.916,1.021
161.946,1.020
161.976,1.019
162.006,1.021
162.036,1.021
162.066,1.022
162.096,1.019
162.126,1.018
162.156,1.020
162.186,1.018
162.216,1.021
162.246,1.023
162.276,1.022
162.306,1.023
162.336,1.019
162.366,1.017
162.396,1.021
162.426,1.018
162.456,1.015
162.486,1.020
162.516,1.020
162.546,1.026
162.576,1.022
162.606,1.021
162.636,1.021
162.666,1.019
162.696,1.021
162.726,1.021
162.756,1.021
162.786,1.021
162.816,1.019
162.846,1.021
162.876,1.023
162.906,1.023
162.936,1.020
162.966,1.022
162.996,1.019
163.026,1.017
163.056,1.022
163.086,1.021
163.116,1.025
163.146,1.022
163.176,1.018
163.206,1.019
163.236,1.017
163.266,1.021
163.296,1.017
163.326,1.014
163.356,1.021
163.386,1.025
163.416,1.018
163.446,1.021
163.476,1.019
163.506,1.020
163.536,1.020
163.566,1.020
163.596,1.021
163.626,1.023
163.656,1.021
163.686,1.020
163.716,1.017
163.746,1.021
163.776,1.018
163.806,1.020
163.836,1.019
163.866,1.022
163.896,1.022
163.926,1.018
163.956,1.024
163.986,1.023
164.016,1.021
164.046,1.017
164.076,1.015
164.106,1.018
164.136,1.024
164.166,1.028
164.196,1.013
164.226,1.022
164.256,1.026
164.286,1.021
164.316,1.015
164.346,1.019
164.376,1.022
164.406,1.018
164.436,1.021
164.466,1.021
164.496,1.021
164.526,1.023
164.556,1.021
164.586,1.020
164.616,1.020
164.646,1.018
164.676,1.021
164.706,1.021
164.736,1.020
164.766,1.027
164.796,1.022
164.826,1.021
164.856,1.017
164.886,1.018
164.916,1.018
164.946,1.018
164.976,1.027
165.006,1.018
165.036,1.021
165.066,1.024
165.096,1.022
165.126,1.020
165.156,1.019
165.186,1.020
165.216,1.020
165.246,1.021
165.276,1.020
165.306,1.019
165.336,1.018
165.366,1.017
165.396,1.021
165.426,1.021
165.456,1.020
165.486,1.021
165.516,1.023
165.546,1.024
165.576,1.020
165.606,1.021
165.636,1.019
165.666,1.020
165.696,1.019
165.726,1.024
165.756,1.018
165.786,1.023
165.816,1.022
165.846,1.019
165.876,1.020
165.906,1.019
165.936,1.021
165.966,1.020
165.996,1.022
166.026,1.021
166.056,1.024
166.086,1.020
166.116,1.020
166.146,1.018
166.176,1.020
166.206,1.020
166.236,1.018
166.266,1.022
166.296,1.017
166.326,1.026
166.356,1.024
166.386,1.018
166.416,1.019
166.446,1.016
166.476,1.018
166.506,1.020
166.536,1.020
166.566,1.020
166.596,1.026
166.626,1.023
166.656,1.021
166.686,1.021
166.716,1.017
166.746,1.019
166.776,1.017
166.806,1.021
166.836,1.020
166.866,1.019
166.896,1.022
166.926,1.019
166.956,1.023
166.986,1.021
167.016,1.021
167.046,1.018
167.076,1.017
167.106,1.022
167.136,1.023
167.166,1.020
167.196,1.023
167.226,1.020
167.256,1.017
167.286,1.015
167.316,1.022
167.346,1.020
167.376,1.020
167.406,1.026
167.436,1.027
167.466,1.021
167.496,1.020
167.526,1.023
167.556,1.023
167.586,1.027
167.616,1.039
167.646,1.029
167.676,1.034
167.706,1.031
167.736,1.026
167.766,1.014
167.796,1.022
167.826,1.015
167.856,1.002
167.886,1.008
167.916,1.011
167.946,1.019
167.976,1.021
168.006,1.019
168.036,1.016
168.066,1.016
168.096,1.014
168.126,1.003
168.156,0.998
168.186,1.001
168.216,1.017
168.246,1.020
168.276,1.022
168.306,1.023
168.336,1.025
168.366,1.027
168.396,1.021
168.426,1.026
168.456,1.038
168.486,1.047
168.516,1.045
168.546,1.036
168.576,1.039
168.606,1.025
168.636,1.002
168.666,1.010
168.696,1.007
168.726,1.008
168.756,1.011
168.786,1.019
168.816,1.014
168.846,1.016
168.876,1.018
168.906,1.009
168.936,1.026
168.966,1.021
168.996,1.027
169.026,1.025
169.056,1.021
169.086,1.022
169.116,1.018
169.146,1.015
169.176,1.012
169.206,1.012
169.236,1.014
169.266,1.010
169.296,1.012
169.326,1.010
169.356,1.008
169.386,1.021
169.416,1.021
169.446,1.015
169.476,1.014
169.506,1.020
169.536,1.032
169.566,1.032
169.596,1.017
169.626,1.018
169.656,1.015
169.686,1.026
169.716,1.026
169.746,1.012
169.776,1.020
169.806,1.012
169.836,1.020
169.866,1.016
169.896,1.018
169.926,1.025
169.956,1.021
169.986,1.013
170.016,1.016
170.046,1.010
170.076,1.004
170.106,1.005
170.136,1.010
170.166,1.019
170.196,1.027
170.226,1.039
170.256,1.032
170.286,1.034
170.316,1.025
170.346,1.024
170.376,1.019
170.406,1.017
170.436,1.015
170.466,1.018
170.496,1.016
170.526,1.023
170.556,1.019
170.586,1.022
170.616,1.026
170.646,1.021
170.676,1.021
170.706,1.020
170.736,1.016
170.766,1.017
170.796,1.021
170.826,1.022
170.856,1.019
170.886,1.023
170.916,1.021
170.946,1.029
170.976,1.023
171.006,1.016
171.036,1.019
171.066,1.018
171.096,1.025
171.126,1.021
171.156,1.021
171.186,1.015
171.216,1.016
171.246,1.017
171.276,1.025
171.306,1.016
171.336,1.020
171.366,1.028
171.396,1.021
171.426,1.020
171.456,1.021
171.486,1.020
171.516,1.020
171.546,1.019
171.576,1.024
171.606,1.024
171.636,1.018
171.666,1.021
171.696,1.022
171.726,1.020
171.756,1.022
171.786,1.021
171.816,1.021
171.846,1.021
171.876,1.021
171.906,1.019
171.936,1.030
171.966,1.024
171.996,1.021
172.026,1.015
172.056,1.015
172.086,1.018
172.116,1.018
172.146,1.025
172.176,1.017
172.206,1.025
172.236,1.026
172.266,1.022
172.296,1.019
172.326,1.020
172.356,1.019
172.386,1.021
172.416,1.021
172.446,1.021
172.476,1.021
172.506,1.020
172.536,1.021
172.566,1.020
172.596,1.021
172.626,1.021
172.656,1.020
172.686,1.019
172.716,1.023
172.746,1.022
172.776,1.023
172.806,1.026
172.836,1.026
172.866,1.019
172.896,1.019
172.926,1.013
172.956,1.019
172.986,1.022
173.016,1.026
173.046,1.016
173.076,1.024
173.106,1.028
173.136,1.018
173.166,1.017
173.196,1.019
173.226,1.016
173.256,1.022
173.286,1.024
173.316,1.023
173.346,1.024
173.376,1.018
173.406,1.021
173.436,1.020
173.466,1.019
173.496,1.020
173.526,1.021
173.556,1.021
173.586,1.024
173.616,1.025
173.646,1.023
173.676,1.017
173.706,1.017
173.736,1.018
173.766,1.020
173.796,1.019
173.826,1.020
173.856,1.021
173.886,1.022
173.916,1.021
173.946,1.020
173.976,1.021
174.006,1.018
174.036,1.021
174.066,1.021
174.096,1.019
174.126,1.020
174.156,1.021
174.186,1.020
174.216,1.021
174.246,1.020
174.276,1.020
174.306,1.022
174.336,1.020
174.366,1.021
174.396,1.018
174.426,1.027
174.456,1.026
174.486,1.021
174.516,1.019
174.546,1.018
174.576,1.018
174.606,1.019
174.636,1.028
174.666,1.016
174.696,1.025
174.726,1.025
174.756,1.022
174.786,1.019
174.816,1.019
174.846,1.018
174.876,1.021
174.906,1.024
174.936,1.023
174.966,1.020
174.996,1.020
175.026,1.020
175.056,1.019
175.086,1.022
175.116,1.018
175.146,1.020
175.176,1.021
175.206,1.022
175.236,1.019
175.266,1.026
175.296,1.025
175.326,1.017
175.356,1.018
175.386,1.016
175.416,1.017
175.446,1.021
175.476,1.022
175.506,1.018
175.536,1.027
175.566,1.026
175.596,1.022
175.626,1.016
175.656,1.020
175.686,1.020
175.716,1.017
175.746,1.020
175.776,1.019
175.806,1.019
175.836,1.020
175.866,1.021
175.896,1.020
175.926,1.021
175.956,1.022
175.986,1.019
176.016,1.021
176.046,1.026
176.076,1.024
176.106,1.019
176.136,1.015
176.166,1.017
176.196,1.019
176.226,1.015
176.256,1.028
176.286,1.018
176.316,1.024
176.346,1.021
176.376,1.021
176.406,1.020
176.436,1.021
176.466,1.018
176.496,1.021
176.526,1.021
176.556,1.021
176.586,1.021
176.616,1.019
176.646,1.021
176.676,1.021
176.706,1.018
176.736,1.020
176.766,1.020
176.796,1.021
176.826,1.019
176.856,1.018
176.886,1.024
176.916,1.023
176.946,1.017
176.976,1.019
177.006,1.018
177.036,1.021
177.066,1.015
177.096,1.023
177.126,1.020
177.156,1.027
177.186,1.020
177.216,1.020
177.246,1.019
177.276,1.023
177.306,1.021
177.336,1.021
177.366,1.021
177.396,1.024
177.426,1.020
177.456,1.020
177.486,1.019
177.516,1.021
177.546,1.023
177.576,1.023
177.606,1.021
177.636,1.020
177.666,1.022
177.696,1.017
177.726,1.025
177.756,1.025
177.786,1.020
177.816,1.018
177.846,1.016
177.876,1.021
177.906,1.017
177.936,1.020
177.966,1.017
177.996,1.025
178.026,1.023
178.056,1.018
178.086,1.020
178.116,1.020
178.146,1.021
178.176,1.021
178.206,1.021
178.236,1.025
178.266,1.020
178.296,1.020
178.326,1.021
178.356,1.022
178.386,1.021
178.416,1.019
178.446,1.017
178.476,1.021
178.506,1.017
178.536,1.022
178.566,1.029
178.596,1.027
178.626,1.018
178.656,1.016
178.686,1.015
178.716,1.019
178.746,1.021
178.776,1.025
178.806,1.017
178.836,1.028
178.866,1.024
178.896,1.021
178.926,1.019
178.956,1.019
178.986,1.019
179.016,1.021
179.046,1.021
179.076,1.022
179.106,1.021
179.136,1.021
179.166,1.021
179.196,1.019
179.226,1.020
179.256,1.018
179.286,1.021
179.316,1.022
179.346,1.025
179.376,1.021
179.406,1.017
179.436,1.017
179.466,1.017
179.496,1.023
179.526,1.020
179.556,1.015
179.586,1.021
179.616,1.026
179.646,1.020
179.676,1.017
179.706,1.020
179.736,1.020
179.766,1.019
179.796,1.021
179.826,1.020
179.856,1.021
179.886,1.024
179.916,1.020
179.946,1.021
179.976,1.019
180.006,1.021
180.036,1.021
180.066,1.021
180.096,1.020
180.126,1.018
180.156,1.025
180.186,1.023
180.216,1.018
180.246,1.016
180.276,1.021
180.306,1.017
180.336,1.021
180.366,1.016
180.396,1.021
180.426,1.027
180.456,1.020
180.486,1.019
180.516,1.019
180.546,1.016
180.576,1.019
180.606,1.023
180.636,1.023
180.666,1.022
180.696,1.021
180.726,1.018
180.756,1.019
180.786,1.021
180.816,1.021
180.846,1.022
180.876,1.021
180.906,1.020
180.936,1.021
180.966,1.024
180.996,1.027
181.026,1.021
181.056,1.016
181.086,1.016
181.116,1.016
181.146,1.022
181.176,1.025
181.206,1.015
181.236,1.023
181.266,1.027
181.296,1.020
181.326,1.015
181.356,1.020
181.386,1.021
181.416,1.021
181.446,1.021
181.476,1.023
181.506,1.024
181.536,1.024
181.566,1.022
181.596,1.019
181.626,1.020
181.656,1.021
181.686,1.015
181.716,1.023
181.746,1.024
181.776,1.028
181.806,1.020
181.836,1.018
181.866,1.016
181.896,1.017
181.926,1.017
181.956,1.025
181.986,1.018
182.016,1.028
182.046,1.026
182.076,1.021
182.106,1.021
182.136,1.021
182.166,1.018
182.196,1.020
182.226,1.025
182.256,1.021
182.286,1.020
182.316,1.020
182.346,1.021
182.376,1.020
182.406,1.020
182.436,1.019
182.466,1.020
182.496,1.020
182.526,1.019
182.556,1.029
182.586,1.019
182.616,1.019
182.646,1.017
182.676,1.019
182.706,1.016
182.736,1.021
182.766,1.020
182.796,1.024
182.826,1.027
182.856,1.021
182.886,1.018
182.916,1.018
182.946,1.020
182.976,1.020
183.006,1.020
183.036,1.021
183.066,1.021
183.096,1.024
183.126,1.020
183.156,1.021
183.186,1.020
183.216,1.020
183.246,1.020
183.276,1.017
183.306,1.021
183.336,1.021
183.366,1.022
183.396,1.025
183.426,1.021
183.456,1.018
183.486,1.015
183.516,1.021
183.546,1.022
183.576,1.017
183.606,1.023
183.636,1.020
183.666,1.026
183.696,1.027
183.726,1.018
183.756,1.018
183.786,1.018
183.816,1.017
183.846,1.019
183.876,1.020
183.906,1.021
183.936,1.024
183.966,1.022
183.996,1.018
184.026,1.022
184.056,1.024
184.086,1.018
184.116,1.023
184.146,1.021
184.176,1.024
184.206,1.023
184.236,1.019
184.266,1.019
184.296,1.020
184.326,1.020
184.356,1.026
184.386,1.016
184.416,1.024
184.446,1.021
184.476,1.020
184.506,1.019
184.536,1.021
184.566,1.018
184.596,1.020
184.626,1.021
184.656,1.022
184.686,1.023
184.716,1.023
184.746,1.020
184.776,1.023
184.806,1.019
184.836,1.020
184.866,1.017
184.896,1.019
184.926,1.020
184.956,1.026
184.986,1.024
185.016,1.021
185.046,1.019
185.076,1.019
185.106,1.019
185.136,1.020
185.166,1.018
185.196,1.020
185.226,1.024
185.256,1.020
185.286,1.018
185.316,1.021
185.346,1.017
185.376,1.017
185.406,1.019
185.436,1.023
185.466,1.021
185.496,1.019
185.526,1.023
185.556,1.016
185.586,1.022
185.616,1.020
185.646,1.021
185.676,1.021
185.706,1.027
185.736,1.024
185.766,1.021
185.796,1.021
185.826,1.016
185.856,1.021
185.886,1.021
185.916,1.024
185.946,1.020
185.976,1.027
186.006,1.027
186.036,1.019
186.066,1.018
186.096,1.019
186.126,1.021
186.156,1.020
186.186,1.019
186.216,1.021
186.246,1.027
186.276,1.021
186.306,1.018
186.336,1.016
186.366,1.021
186.396,1.016
186.426,1.021
186.456,1.026
186.486,1.021
186.516,1.020
186.546,1.019
186.576,1.019
186.606,1.018
186.636,1.016
186.666,1.019
186.696,1.017
186.726,1.024
186.756,1.021
186.786,1.020
186.816,1.020
186.846,1.021
186.876,1.018
186.906,1.017
186.936,1.021
186.966,1.016
186.996,1.020
187.026,1.021
187.056,1.019
187.086,1.022
187.116,1.020
187.146,1.019
187.176,1.019
187.206,1.024
187.236,1.025
187.266,1.020
187.296,1.016
187.326,1.019
187.356,1.021
187.386,1.021
187.416,1.020
187.446,1.023
187.476,1.026
187.506,1.021
187.536,1.018
187.566,1.020
187.596,1.022
187.626,1.019
187.656,1.019
187.686,1.021
187.716,1.020
187.746,1.021
187.776,1.021
187.806,1.021
187.836,1.021
187.866,1.015
187.896,1.019
187.926,1.020
187.956,1.022
187.986,1.019
188.016,1.031
188.046,1.027
188.076,1.020
188.106,1.017
188.136,1.017
188.166,1.017
188.196,1.022
188.226,1.025
188.256,1.019
188.286,1.024
188.316,1.027
188.346,1.019
188.376,1.019
188.406,1.021
188.436,1.020
188.466,1.020
188.496,1.022
188.526,1.024
188.556,1.021
188.586,1.021
188.616,1.020
188.646,1.022
188.676,1.020
188.706,1.020
188.736,1.019
188.766,1.021
188.796,1.028
188.826,1.025
188.856,1.022
188.886,1.016
188.916,1.014
188.946,1.017
188.976,1.017
189.006,1.014
189.036,1.018
189.066,1.022
189.096,1.030
189.126,1.019
189.156,1.019
189.186,1.021
189.216,1.018
189.246,1.018
189.276,1.019
189.306,1.023
189.336,1.022
189.366,1.020
189.396,1.020
189.426,1.020
189.456,1.017
189.486,1.019
189.516,1.018
189.546,1.020
189.576,1.024
189.606,1.023
189.636,1.019
189.666,1.018
189.696,1.016
189.726,1.022
189.756,1.019
189.786,1.021
189.816,1.015
189.846,1.025
189.876,1.021
189.906,1.020
189.936,1.020
189.966,1.022
189.996,1.017
190.026,1.020
190.056,1.020
190.086,1.023
190.116,1.019
190.146,1.021
190.176,1.020
190.206,1.018
190.236,1.021
190.266,1.020
190.296,1.022
190.326,1.023
190.356,1.019
190.386,1.019
190.416,1.023
190.446,1.028
190.476,1.018
190.506,1.016
190.536,1.016
190.566,1.017
190.596,1.020
190.626,1.025
190.656,1.014
190.686,1.023
190.716,1.024
190.746,1.021
190.776,1.020
190.806,1.017
190.836,1.017
190.866,1.020
190.896,1.020
190.926,1.024
190.956,1.021
190.986,1.023
191.016,1.023
191.046,1.021
191.076,1.019
191.106,1.019
191.136,1.021
191.166,1.021
191.196,1.015
191.226,1.020
191.256,1.023
191.286,1.023
191.316,1.027
191.346,1.023
191.376,1.014
191.406,1.016
191.436,1.014
191.466,1.019
191.496,1.022
191.526,1.021
191.556,1.014
191.586,1.023
191.616,1.021
191.646,1.017
191.676,1.016
191.706,1.021
191.736,1.020
191.766,1.021
191.796,1.022
191.826,1.022
191.856,1.019
191.886,1.020
191.916,1.018
191.946,1.021
191.976,1.017
192.006,1.019
192.036,1.021
192.066,1.030
192.096,1.029
192.126,1.023
192.156,1.019
192.186,1.013
192.216,1.013
192.246,1.020
192.276,1.018
192.306,1.021
192.336,1.019
192.366,1.016
192.396,1.024
192.426,1.019
192.456,1.024
192.486,1.019
192.516,1.021
192.546,1.019
192.576,1.019
192.606,1.022
192.636,1.024
192.666,1.021
192.696,1.025
192.726,1.029
192.756,1.023
192.786,1.023
192.816,1.019
192.846,1.019
192.876,1.017
192.906,1.021
192.936,1.022
192.966,1.018
192.996,1.022
193.026,1.026
193.056,1.029
193.086,1.023
193.116,1.022
193.146,1.021
193.176,1.020
193.206,1.021
193.236,1.022
193.266,1.027
193.296,1.021
193.326,1.021
193.356,1.025
193.386,1.019
193.416,1.020
193.446,1.021
193.476,1.021
193.506,1.022
193.536,1.023
193.566,1.023
193.596,1.031
193.626,1.029
193.656,1.030
193.686,1.026
193.716,1.022
193.746,1.026
193.776,1.021
193.806,1.015
193.836,1.019
193.866,1.012
193.896,1.009
193.926,1.022
193.956,1.026
193.986,1.028
194.016,1.020
194.046,1.018
194.076,1.018
194.106,1.021
194.136,1.021
194.166,1.022
194.196,1.021
194.226,1.019
194.256,1.024
194.286,1.024
194.316,1.020
194.346,1.020
194.376,1.024
194.406,1.028
194.436,1.027
194.466,1.034
194.496,1.031
194.526,1.032
194.556,1.028
194.586,1.025
194.616,1.022
194.646,1.025
194.676,1.023
194.706,1.023
194.736,1.027
194.766,1.033
194.796,1.031
194.826,1.029
194.856,1.028
194.886,1.028
194.916,1.024
194.946,1.021
194.976,1.026
195.006,1.018
195.036,1.028
195.066,1.029
195.096,1.025
195.126,1.022
195.156,1.029
195.186,1.028
195.216,1.027
195.246,1.030
195.276,1.032
195.306,1.028
195.336,1.027
195.366,1.022
195.396,1.024
195.426,1.024
195.456,1.024
195.486,1.021
195.516,1.027
195.546,1.029
195.576,1.032
195.606,1.026
195.636,1.031
195.666,1.031
195.696,1.023
195.726,1.022
195.756,1.020
195.786,1.023
195.816,1.028
195.846,1.032
195.876,1.021
195.906,1.031
195.936,1.030
195.966,1.024
195.996,1.021
196.026,1.024
196.056,1.024
196.086,1.024
196.116,1.025
196.146,1.029
196.176,1.024
196.206,1.025
196.236,1.026
196.266,1.024
196.296,1.029
196.326,1.028
196.356,1.029
196.386,1.026
196.416,1.023
196.446,1.027
196.476,1.028
196.506,1.021
196.536,1.027
196.566,1.031
196.596,1.027
196.626,1.021
196.656,1.021
196.686,1.022
196.716,1.021
196.746,1.028
196.776,1.031
196.806,1.020
196.836,1.027
196.866,1.027
196.896,1.023
196.926,1.021
196.956,1.021
196.986,1.025
197.016,1.025
197.046,1.029
197.076,1.029
197.106,1.026
197.136,1.027
