df_hash,22ZHK4.8GUL1J
115.599,1.009
115.629,1.006
115.659,1.002
115.689,1.000
115.719,0.997
115.749,0.996
115.779,1.004
115.809,0.998
115.839,0.999
115.869,1.000
115.899,0.999
115.929,1.002
115.959,1.000
115.989,1.000
116.019,0.997
116.049,1.002
116.079,1.007
116.109,1.001
116.139,0.995
116.169,1.000
116.199,1.008
116.229,1.002
116.259,1.001
116.289,1.003
116.319,1.001
116.349,1.001
116.379,1.001
116.409,0.992
116.439,1.004
116.469,1.001
116.499,1.011
116.529,1.000
116.559,1.000
116.589,0.997
116.619,1.000
116.649,0.996
116.679,0.989
116.709,0.997
116.739,0.999
116.769,1.001
116.799,0.999
116.829,0.998
116.859,1.002
116.889,0.999
116.919,1.002
116.949,0.996
116.979,0.990
117.009,0.999
117.039,1.000
117.069,1.001
117.099,0.997
117.129,0.996
117.159,1.001
117.189,1.006
117.219,1.004
117.249,0.999
117.279,1.000
117.309,1.000
117.339,0.996
117.369,1.000
117.399,0.995
117.429,0.997
117.459,1.000
117.489,1.003
117.519,0.999
117.549,1.004
117.579,0.995
117.609,1.000
117.639,1.007
117.669,1.007
117.699,1.000
117.729,0.999
117.759,1.003
117.789,0.997
117.819,0.995
117.849,0.992
117.879,0.996
117.909,1.003
117.939,1.007
117.969,1.004
117.999,1.004
118.029,1.001
118.059,0.999
118.089,0.996
118.119,0.996
118.149,1.000
118.179,0.999
118.209,1.001
118.239,1.003
118.269,1.000
118.299,0.997
118.329,0.997
118.359,1.003
118.389,1.010
118.419,0.999
118.449,1.001
118.479,0.999
118.509,0.993
118.539,0.997
118.569,1.000
118.599,1.000
118.629,0.999
118.659,1.000
118.689,1.000
118.719,0.999
118.749,1.000
118.779,1.002
118.809,1.004
118.839,1.002
118.869,1.001
118.899,1.003
118.929,1.001
118.959,1.003
118.989,1.002
119.019,1.001
119.049,1.000
119.079,1.000
119.109,1.000
119.139,0.998
119.169,1.002
119.199,1.003
119.229,1.000
119.259,1.003
119.289,1.004
119.319,1.004
119.349,0.998
119.379,0.998
119.409,1.000
119.439,1.007
119.469,1.002
119.499,1.004
119.529,1.005
119.559,0.999
119.589,0.996
119.619,1.000
119.649,1.008
119.679,1.001
119.709,0.998
119.739,0.999
119.769,1.005
119.799,1.002
119.829,1.003
119.859,1.002
119.889,0.998
119.919,0.994
119.949,1.002
119.979,1.006
120.009,1.001
120.039,0.993
120.069,1.009
120.099,0.997
120.129,1.001
120.159,1.009
120.189,1.015
120.219,1.007
120.249,0.993
120.279,0.994
120.309,1.001
120.339,1.001
120.369,1.001
120.399,0.996
120.429,0.997
120.459,1.004
120.489,1.002
120.519,1.003
120.549,1.013
120.579,0.996
120.609,1.001
120.639,0.998
120.669,0.993
120.699,0.994
120.729,0.996
120.759,1.002
120.789,1.007
120.819,1.007
120.849,1.005
120.879,1.005
120.909,1.006
120.939,1.003
120.969,1.003
120.999,0.983
121.029,0.997
121.059,1.008
121.089,1.004
121.119,1.005
121.149,1.002
121.179,1.001
121.209,0.998
121.239,1.002
121.269,1.004
121.299,1.003
121.329,0.997
121.359,0.999
121.389,1.001
121.419,0.998
121.449,0.994
121.479,1.000
121.509,0.993
121.539,0.997
121.569,1.004
121.599,1.010
121.629,1.001
121.659,1.001
121.689,1.005
121.719,1.000
121.749,0.997
121.779,0.995
121.809,1.005
121.839,1.005
121.869,1.003
121.899,0.999
121.929,1.002
121.959,0.997
121.989,0.995
122.019,0.996
122.049,1.001
122.079,1.005
122.109,1.004
122.139,1.011
122.169,1.002
122.199,0.996
122.229,0.997
122.259,0.999
122.289,0.999
122.319,0.999
122.349,1.006
122.379,1.011
122.409,1.008
122.439,1.002
122.469,0.996
122.499,0.989
122.529,0.992
122.559,0.994
122.589,0.993
122.619,0.995
122.649,1.007
122.679,1.021
122.709,1.031
122.739,1.023
122.769,1.002
122.799,0.999
122.829,0.996
122.859,1.004
122.889,0.997
122.919,1.001
122.949,0.990
122.979,0.982
123.009,0.993
123.039,1.004
123.069,1.003
123.099,1.009
123.129,1.022
123.159,1.021
123.189,1.005
123.219,0.999
123.249,1.001
123.279,1.002
123.309,0.998
123.339,1.001
123.369,1.007
123.399,1.007
123.429,1.007
123.459,1.008
123.489,1.008
123.519,0.994
123.549,0.998
123.579,1.003
123.609,1.005
123.639,1.007
123.669,1.001
123.699,1.006
123.729,0.997
123.759,1.000
123.789,1.009
123.819,1.006
123.849,1.010
123.879,1.010
123.909,0.998
123.939,1.004
123.969,1.004
123.999,1.002
124.029,1.010
124.059,1.016
124.089,1.006
124.119,0.995
124.149,0.995
124.179,1.002
124.209,1.014
124.239,1.011
124.269,1.000
124.299,1.005
124.329,1.006
124.359,0.965
124.389,1.013
124.419,1.021
124.449,0.982
124.479,1.017
124.509,1.018
124.539,0.986
124.569,1.010
124.599,1.005
124.629,0.997
124.659,1.009
124.689,1.003
124.719,1.012
124.749,1.008
124.779,0.992
124.809,0.998
124.839,1.008
124.869,1.001
124.899,0.995
124.929,0.995
124.959,1.005
124.989,1.006
125.019,1.006
125.049,1.002
125.079,1.004
125.109,1.006
125.139,1.003
125.169,1.002
125.199,1.002
125.229,1.000
125.259,1.004
125.289,1.001
125.319,1.007
125.349,1.004
125.379,1.000
125.409,1.003
125.439,0.999
125.469,1.009
125.499,1.009
125.529,1.000
125.559,1.001
125.589,0.998
125.619,0.995
125.649,1.006
125.679,1.007
125.709,1.002
125.739,0.996
125.769,1.004
125.799,1.003
125.829,1.002
125.859,1.002
125.889,1.002
125.919,1.000
125.949,0.997
125.979,1.005
126.009,1.008
126.039,1.012
126.069,1.002
126.099,0.995
126.129,0.997
126.159,0.994
126.189,1.004
126.219,1.007
126.249,1.006
126.279,0.997
126.309,0.999
126.339,1.001
126.369,1.003
126.399,1.003
126.429,1.007
126.459,1.002
126.489,1.004
126.519,0.999
126.549,1.001
126.579,0.997
126.609,1.003
126.639,1.006
126.669,1.006
126.699,1.002
126.729,1.003
126.759,1.004
126.789,1.008
126.819,1.000
126.849,0.998
126.879,1.003
126.909,1.004
126.939,1.007
126.969,1.004
126.999,1.004
127.029,1.003
127.059,1.001
127.089,1.003
127.119,1.007
127.149,0.998
127.179,1.006
127.209,1.004
127.239,1.004
127.269,1.003
127.299,1.001
127.329,1.001
127.359,1.002
127.389,1.001
127.419,1.005
127.449,1.006
127.479,1.006
127.509,1.008
127.539,1.001
127.569,1.000
127.599,1.002
127.629,1.001
127.659,1.007
127.689,1.002
127.719,1.004
127.749,1.001
127.779,1.004
127.809,1.008
127.839,1.002
127.869,1.002
127.899,1.010
127.929,1.006
127.959,0.999
127.989,1.003
128.019,1.000
128.049,1.001
128.079,1.004
128.109,1.004
128.139,1.008
128.169,1.005
128.199,1.004
128.229,1.007
128.259,1.007
128.289,1.004
128.319,1.005
128.349,1.003
128.379,1.001
128.409,1.006
128.439,0.994
128.469,1.003
128.499,1.019
128.529,1.013
128.559,0.993
128.589,0.997
128.619,1.007
128.649,1.011
128.679,1.004
128.709,1.006
128.739,1.003
128.769,1.009
128.799,1.006
128.829,0.998
128.859,0.999
128.889,1.000
128.919,0.999
128.949,1.005
128.979,1.002
129.009,1.005
129.039,1.007
129.069,1.005
129.099,1.003
129.129,1.000
129.159,1.003
129.189,1.009
129.219,1.006
129.249,1.002
129.279,0.998
129.309,1.000
129.339,1.001
129.369,1.005
129.399,1.007
129.429,1.003
129.459,1.005
129.489,1.006
129.519,0.996
129.549,0.997
129.579,1.001
129.609,1.007
129.639,1.004
129.669,1.004
129.699,1.002
129.729,1.007
129.759,1.003
129.789,1.005
129.819,1.009
129.849,1.004
129.879,1.000
129.909,1.004
129.939,1.007
129.969,1.001
129.999,1.003
130.029,1.006
130.059,1.002
130.089,1.002
130.119,1.008
130.149,1.008
130.179,1.003
130.209,1.010
130.239,1.007
130.269,0.993
130.299,1.000
130.329,1.007
130.359,1.006
130.389,1.005
130.419,1.003
130.449,1.008
130.479,1.008
130.509,1.005
130.539,1.004
130.569,1.001
130.599,1.003
130.629,1.005
130.659,1.007
130.689,1.003
130.719,1.004
130.749,1.002
130.779,1.004
130.809,1.000
130.839,1.012
130.869,1.006
130.899,1.002
130.929,1.004
130.959,1.004
130.989,0.998
131.019,1.005
131.049,1.006
131.079,1.007
131.109,1.007
131.139,1.002
131.169,1.000
131.199,1.002
131.229,1.002
131.259,1.003
131.289,1.009
131.319,1.004
131.349,1.004
131.379,1.005
131.409,1.010
131.439,1.005
131.469,1.001
131.499,1.003
131.529,1.004
131.559,1.005
131.589,1.006
131.619,1.005
131.649,1.004
131.679,1.002
131.709,1.005
131.739,1.001
131.769,1.005
131.799,1.008
131.829,1.006
131.859,1.005
131.889,1.004
131.919,1.003
131.949,1.004
131.979,1.004
132.009,1.009
132.039,1.006
132.069,1.002
132.099,1.004
132.129,1.003
132.159,1.004
132.189,1.010
132.219,1.003
132.249,1.001
132.279,0.999
132.309,1.005
132.339,1.006
132.369,1.008
132.399,1.012
132.429,1.011
132.459,0.999
132.489,1.010
132.519,0.999
132.549,1.000
132.579,0.997
132.609,1.002
132.639,1.006
132.669,1.006
132.699,1.007
132.729,0.999
132.759,1.007
132.789,1.006
132.819,0.999
132.849,0.999
132.879,1.001
132.909,1.009
132.939,1.006
132.969,1.007
132.999,1.001
133.029,0.997
133.059,1.006
133.089,1.007
133.119,1.011
133.149,1.012
133.179,1.001
133.209,1.006
133.239,1.010
133.269,0.997
133.299,1.002
133.329,1.005
133.359,1.008
133.389,1.005
133.419,1.005
133.449,1.002
133.479,1.003
133.509,1.010
133.539,1.009
133.569,1.004
133.599,1.007
133.629,1.001
133.659,0.998
133.689,1.005
133.719,1.005
133.749,1.003
133.779,1.004
133.809,1.009
133.839,1.005
133.869,1.002
133.899,1.005
133.929,1.001
133.959,1.002
133.989,1.010
134.019,1.007
134.049,1.002
134.079,1.001
134.109,1.005
134.139,1.005
134.169,1.008
134.199,1.007
134.229,1.010
134.259,1.006
134.289,1.008
134.319,1.003
134.349,1.005
134.379,1.009
134.409,1.005
134.439,1.005
134.469,1.012
134.499,1.009
134.529,0.999
134.559,1.003
134.589,1.006
134.619,0.999
134.649,1.003
134.679,1.006
134.709,1.005
134.739,1.005
134.769,1.012
134.799,1.003
134.829,1.001
134.859,1.006
134.889,1.002
134.919,1.010
134.949,1.008
134.979,1.005
135.009,1.010
135.039,1.011
135.069,0.998
135.099,0.998
135.129,1.001
135.159,1.003
135.189,1.005
135.219,1.008
135.249,1.008
135.279,1.010
135.309,1.003
135.339,1.000
135.369,1.002
135.399,1.005
135.429,1.010
135.459,1.009
135.489,1.005
135.519,0.999
135.549,1.003
135.579,1.009
135.609,1.002
135.639,1.005
135.669,1.010
135.699,1.007
135.729,1.005
135.759,1.005
135.789,1.003
135.819,1.005
135.849,1.008
135.879,1.001
135.909,1.007
135.939,1.006
135.969,1.004
135.999,1.000
136.029,1.005
136.059,1.007
136.089,1.011
136.119,1.008
136.149,1.006
136.179,0.999
136.209,1.008
136.239,1.007
136.269,1.009
136.299,1.009
136.329,1.000
136.359,1.011
136.389,1.009
136.419,1.002
136.449,1.003
136.479,1.003
136.509,1.006
136.539,1.005
136.569,1.007
136.599,1.002
136.629,1.002
136.659,1.003
136.689,1.003
136.719,1.005
136.749,1.003
136.779,1.002
136.809,1.008
136.839,1.008
136.869,1.004
136.899,1.000
136.929,0.998
136.959,1.001
136.989,1.001
137.019,1.007
137.049,1.008
137.079,1.002
137.109,1.007
137.139,1.006
137.169,1.001
137.199,1.002
137.229,1.003
137.259,1.007
137.289,1.007
137.319,1.003
137.349,1.003
137.379,1.006
137.409,1.002
137.439,1.005
137.469,1.009
137.499,1.003
137.529,0.998
137.559,1.001
137.589,1.006
137.619,1.008
137.649,1.010
137.679,1.003
137.709,1.001
137.739,1.003
137.769,1.000
137.799,1.005
137.829,1.010
137.859,1.006
137.889,1.004
137.919,1.006
137.949,1.006
137.979,0.999
138.009,1.003
138.039,1.006
138.069,1.007
138.099,1.006
138.129,1.004
138.159,1.009
138.189,1.004
138.219,1.004
138.249,1.005
138.279,1.006
138.309,1.002
138.339,1.003
138.369,1.004
138.399,1.007
138.429,1.009
138.459,1.003
138.489,1.002
138.519,1.006
138.549,1.008
138.579,1.006
138.609,1.013
138.639,1.006
138.669,1.000
138.699,1.006
138.729,1.008
138.759,1.005
138.789,1.005
138.819,1.008
138.849,1.003
138.879,1.005
138.909,1.006
138.939,1.007
138.969,1.008
138.999,1.005
139.029,1.005
139.059,1.007
139.089,1.002
139.119,1.005
139.149,1.007
139.179,1.005
139.209,1.010
139.239,1.007
139.269,1.000
139.299,1.001
139.329,1.003
139.359,1.006
139.389,1.009
139.419,1.006
139.449,1.005
139.479,1.004
139.509,1.009
139.539,1.011
139.569,1.006
139.599,1.004
139.629,1.008
139.659,1.006
139.689,1.006
139.719,1.005
139.749,1.006
139.779,1.005
139.809,1.003
139.839,1.009
139.869,1.009
139.899,1.006
139.929,1.003
139.959,1.010
139.989,1.010
140.019,1.008
140.049,1.008
140.079,1.001
140.109,1.006
140.139,1.000
140.169,1.010
140.199,1.013
140.229,1.012
140.259,1.005
140.289,1.011
140.319,1.007
140.349,1.002
140.379,1.002
140.409,1.007
140.439,1.007
140.469,1.006
140.499,1.008
140.529,1.004
140.559,1.008
140.589,1.009
140.619,1.006
140.649,1.004
140.679,0.999
140.709,1.006
140.739,1.006
140.769,1.008
140.799,1.007
140.829,1.005
140.859,1.007
140.889,1.004
140.919,1.006
140.949,1.010
140.979,1.005
141.009,1.006
141.039,1.012
141.069,1.003
141.099,1.000
141.129,1.007
141.159,1.011
141.189,1.006
141.219,1.008
141.249,1.006
141.279,1.010
141.309,1.007
141.339,1.004
141.369,1.004
141.399,1.011
141.429,1.010
141.459,1.001
141.489,1.006
141.519,1.009
141.549,1.011
141.579,1.006
141.609,1.005
141.639,1.004
141.669,1.004
141.699,1.008
141.729,1.010
141.759,1.008
141.789,1.005
141.819,1.005
141.849,1.006
141.879,1.006
141.909,1.003
141.939,1.008
141.969,1.009
141.999,1.006
142.029,1.006
142.059,1.009
142.089,1.008
142.119,1.009
142.149,1.007
142.179,1.006
142.209,1.003
142.239,1.007
142.269,1.006
142.299,1.008
142.329,1.010
142.359,1.010
142.389,1.006
142.419,1.006
142.449,1.007
142.479,1.010
142.509,1.004
142.539,1.012
142.569,1.008
142.599,1.002
142.629,1.005
142.659,1.010
142.689,1.006
142.719,1.002
142.749,1.007
142.779,1.006
142.809,1.003
142.839,1.006
142.869,1.007
142.899,1.008
142.929,1.007
142.959,1.003
142.989,1.002
143.019,1.005
143.049,1.011
143.079,1.006
143.109,1.002
143.139,1.008
143.169,1.009
143.199,1.013
143.229,1.010
143.259,1.004
143.289,1.000
143.319,1.006
143.349,1.008
143.379,1.012
143.409,1.014
143.439,1.000
143.469,1.007
143.499,1.011
143.529,1.007
143.559,1.006
143.589,1.008
143.619,1.007
143.649,1.006
143.679,1.011
143.709,1.006
143.739,1.002
143.769,1.010
143.799,1.009
143.829,1.009
143.859,1.005
143.889,1.014
143.919,1.010
143.949,1.024
143.979,1.039
144.009,1.009
144.039,1.001
144.069,1.001
144.099,1.002
144.129,1.005
144.159,1.004
144.189,1.006
144.219,1.010
144.249,1.021
144.279,1.006
144.309,0.996
144.339,0.999
144.369,0.996
144.399,0.991
144.429,1.002
144.459,1.009
144.489,1.002
144.519,1.006
144.549,1.003
144.579,0.998
144.609,0.997
144.639,1.000
144.669,0.995
144.699,1.004
144.729,1.004
144.759,0.989
144.789,0.995
144.819,1.014
144.849,1.008
144.879,1.008
144.909,1.010
144.939,1.007
144.969,1.001
144.999,1.010
145.029,1.011
145.059,1.006
145.089,1.020
145.119,1.018
145.149,1.009
145.179,1.008
145.209,1.007
145.239,1.015
145.269,1.010
145.299,1.012
145.329,1.006
145.359,0.995
145.389,1.010
145.419,1.013
145.449,1.012
145.479,1.009
145.509,1.025
145.539,1.028
145.569,1.015
145.599,1.013
145.629,1.005
145.659,1.009
145.689,1.006
145.719,1.001
145.749,1.000
145.779,1.000
145.809,0.994
145.839,1.006
145.869,1.012
145.899,1.007
145.929,0.995
145.959,0.987
145.989,0.997
146.019,1.022
146.049,1.023
146.079,1.014
146.109,1.015
146.139,1.022
146.169,1.022
146.199,1.017
146.229,1.015
146.259,1.015
146.289,1.015
146.319,1.014
146.349,1.006
146.379,1.006
146.409,1.007
146.439,1.003
146.469,1.006
146.499,1.009
146.529,1.022
146.559,1.011
146.589,1.006
146.619,1.008
146.649,1.007
146.679,1.004
146.709,1.009
146.739,1.010
146.769,1.022
146.799,1.028
146.829,1.007
146.859,0.995
146.889,0.997
146.919,1.003
146.949,1.004
146.979,1.010
147.009,1.016
147.039,1.012
147.069,1.011
147.099,1.004
147.129,1.001
147.159,1.017
147.189,1.019
147.219,1.011
147.249,1.011
147.279,1.009
147.309,1.007
147.339,1.010
147.369,1.006
147.399,1.015
147.429,0.993
147.459,0.996
147.489,1.020
147.519,1.021
147.549,1.007
147.579,1.006
147.609,1.010
147.639,1.033
147.669,1.019
147.699,0.998
147.729,1.006
147.759,1.020
147.789,1.014
147.819,1.004
147.849,0.982
147.879,0.996
147.909,1.013
147.939,1.005
147.969,1.005
147.999,1.009
148.029,1.010
148.059,1.016
148.089,1.002
148.119,1.010
148.149,1.006
148.179,1.016
148.209,1.018
148.239,1.001
148.269,0.991
148.299,1.014
148.329,1.014
148.359,0.985
148.389,0.995
148.419,1.014
148.449,1.015
148.479,0.997
148.509,1.010
148.539,1.023
148.569,1.007
148.599,1.006
148.629,1.000
148.659,0.988
148.689,0.985
148.719,1.011
148.749,1.037
148.779,1.028
148.809,1.003
148.839,1.002
148.869,1.005
148.899,1.006
148.929,0.997
148.959,0.994
148.989,1.000
149.019,1.004
149.049,0.992
149.079,0.997
149.109,1.004
149.139,1.007
149.169,1.009
149.199,1.008
149.229,1.008
149.259,1.010
149.289,1.004
149.319,1.010
149.349,1.014
149.379,1.000
149.409,0.994
149.439,1.000
149.469,1.006
149.499,1.009
149.529,1.019
149.559,1.011
149.589,1.005
149.619,1.006
149.649,1.004
149.679,1.000
149.709,0.997
149.739,1.004
149.769,1.007
149.799,1.006
149.829,1.010
149.859,1.010
149.889,1.010
149.919,1.009
149.949,1.005
149.979,1.003
150.009,1.003
150.039,1.002
150.069,1.002
150.099,1.010
150.129,1.007
150.159,1.007
150.189,1.003
150.219,1.001
150.249,1.008
150.279,1.011
150.309,1.017
150.339,1.013
150.369,1.003
150.399,1.007
150.429,1.005
150.459,1.000
150.489,0.998
150.519,1.008
150.549,1.012
150.579,1.010
150.609,1.006
150.639,1.001
150.669,1.001
150.699,1.007
150.729,1.004
150.759,1.009
150.789,1.008
150.819,1.006
150.849,1.002
150.879,1.010
150.909,1.006
150.939,1.000
150.969,1.007
150.999,1.005
151.029,1.007
151.059,1.008
151.089,1.009
151.119,1.006
151.149,1.003
151.179,1.011
151.209,1.014
151.239,1.003
151.269,1.005
151.299,1.007
151.329,1.003
151.359,1.006
151.389,1.006
151.419,1.009
151.449,1.003
151.479,1.010
151.509,1.015
151.539,1.012
151.569,1.005
151.599,1.000
151.629,1.001
151.659,1.010
151.689,1.006
151.719,1.011
151.749,1.005
151.779,1.004
151.809,1.008
151.839,1.012
151.869,1.014
151.899,1.004
151.929,1.007
151.959,1.006
151.989,1.004
152.019,1.003
152.049,1.009
152.079,1.009
152.109,1.009
152.139,1.003
152.169,1.009
152.199,1.014
152.229,1.008
152.259,1.002
152.289,1.010
152.319,1.006
152.349,1.004
152.379,1.009
152.409,1.011
152.439,1.005
152.469,0.999
152.499,1.003
152.529,1.000
152.559,1.008
152.589,1.012
152.619,1.012
152.649,1.002
152.679,1.000
152.709,1.011
152.739,1.007
152.769,1.003
152.799,1.004
152.829,1.007
152.859,1.009
152.889,1.006
152.919,1.010
152.949,1.007
152.979,1.007
153.009,1.005
153.039,1.005
153.069,1.003
153.099,1.002
153.129,1.007
153.159,1.011
153.189,1.005
153.219,1.009
153.249,1.010
153.279,1.000
153.309,1.007
153.339,1.007
153.369,1.000
153.399,1.003
153.429,1.009
153.459,1.007
153.489,1.006
153.519,1.008
153.549,1.007
153.579,1.008
153.609,1.007
153.639,1.005
153.669,1.000
153.699,1.003
153.729,1.004
153.759,1.008
153.789,1.011
153.819,1.010
153.849,1.010
153.879,1.007
153.909,1.008
153.939,1.006
153.969,1.005
153.999,1.005
154.029,1.005
154.059,1.002
154.089,1.013
154.119,1.005
154.149,1.000
154.179,1.005
154.209,1.010
154.239,1.005
154.269,1.009
154.299,1.009
154.329,1.004
154.359,1.000
154.389,1.000
154.419,1.002
154.449,1.007
154.479,1.011
154.509,1.010
154.539,1.012
154.569,1.007
154.599,1.005
154.629,1.000
154.659,1.009
154.689,1.004
154.719,0.994
154.749,1.000
154.779,1.006
154.809,1.007
154.839,1.011
154.869,1.007
154.899,1.009
154.929,1.006
154.959,1.004
154.989,1.000
155.019,1.002
155.049,1.002
155.079,1.007
155.109,1.008
155.139,1.005
155.169,1.008
155.199,1.008
155.229,1.010
155.259,1.003
155.289,1.008
155.319,1.005
155.349,1.000
155.379,1.002
155.409,1.012
155.439,1.009
155.469,1.004
155.499,1.005
155.529,1.005
155.559,0.999
155.589,1.017
155.619,1.012
155.649,1.002
155.679,1.007
155.709,0.999
155.739,0.992
155.769,1.001
155.799,1.008
155.829,1.007
155.859,1.006
155.889,1.009
155.919,1.004
155.949,1.007
155.979,1.006
156.009,1.002
156.039,1.000
156.069,1.009
156.099,1.006
156.129,1.006
156.159,1.011
156.189,1.013
156.219,1.007
156.249,1.007
156.279,1.006
156.309,1.004
156.339,1.002
156.369,1.008
156.399,1.001
156.429,1.001
156.459,1.009
156.489,1.010
156.519,1.007
156.549,1.004
156.579,1.007
156.609,1.009
156.639,1.007
156.669,1.002
156.699,1.006
156.729,1.003
156.759,1.005
156.789,1.006
156.819,1.009
156.849,1.007
156.879,1.015
156.909,1.009
156.939,1.011
156.969,1.009
156.999,1.008
157.029,0.996
157.059,0.995
157.089,1.004
157.119,1.007
157.149,1.010
157.179,1.008
157.209,1.011
157.239,1.011
157.269,1.013
157.299,1.012
157.329,1.005
157.359,1.003
157.389,0.998
157.419,1.000
157.449,1.004
157.479,1.009
157.509,1.010
157.539,1.012
157.569,1.012
157.599,1.009
157.629,1.007
157.659,1.011
157.689,1.006
157.719,1.007
157.749,1.004
157.779,1.008
157.809,1.008
157.839,1.004
157.869,1.003
157.899,1.006
157.929,1.014
157.959,1.015
157.989,1.011
158.019,1.008
158.049,1.008
158.079,1.011
158.109,1.000
158.139,0.997
158.169,1.006
158.199,1.006
158.229,1.005
158.259,1.010
158.289,1.014
158.319,1.016
158.349,1.015
158.379,1.010
158.409,1.007
158.439,0.999
158.469,1.002
158.499,1.001
158.529,1.009
158.559,1.012
158.589,1.012
158.619,1.009
158.649,1.007
158.679,1.009
158.709,1.010
158.739,1.017
158.769,1.019
158.799,1.011
158.829,1.000
158.859,1.005
158.889,1.005
158.919,1.003
158.949,1.008
158.979,1.007
159.009,1.009
159.039,1.010
159.069,1.007
159.099,1.009
159.129,1.011
159.159,1.009
159.189,1.000
159.219,1.002
159.249,1.005
159.279,1.010
159.309,1.004
159.339,1.012
159.369,1.011
159.399,1.012
159.429,1.010
159.459,1.004
159.489,1.005
159.519,1.006
159.549,1.010
159.579,1.010
159.609,1.006
159.639,1.005
159.669,1.000
159.699,1.006
159.729,1.016
159.759,1.015
159.789,1.005
159.819,1.005
159.849,1.007
159.879,1.002
159.909,1.001
159.939,1.007
159.969,1.011
159.999,1.012
160.029,1.006
160.059,1.000
160.089,1.006
160.119,1.015
160.149,1.014
160.179,1.006
160.209,1.007
160.239,1.014
160.269,1.023
160.299,1.013
160.329,1.001
160.359,1.002
160.389,1.018
160.419,1.007
160.449,0.999
160.479,1.000
160.509,1.009
160.539,1.017
160.569,1.012
160.599,1.007
160.629,1.006
160.659,1.007
160.689,1.012
160.719,1.007
160.749,1.013
160.779,1.010
160.809,1.009
160.839,1.017
160.869,1.010
160.899,0.997
160.929,0.996
160.959,1.003
160.989,1.002
161.019,1.005
161.049,1.005
161.079,1.015
161.109,1.017
161.139,1.015
161.169,1.003
161.199,0.998
161.229,0.985
161.259,1.019
161.289,1.034
161.319,1.011
161.349,0.990
161.379,1.008
161.409,1.017
161.439,1.020
161.469,1.021
161.499,1.012
161.529,1.012
161.559,1.008
161.589,1.007
161.619,0.997
161.649,0.999
161.679,1.016
161.709,1.029
161.739,1.043
161.769,1.033
161.799,1.007
161.829,1.009
161.859,1.006
161.889,0.996
161.919,0.998
161.949,1.017
161.979,1.026
162.009,1.021
162.039,1.012
162.069,1.017
162.099,1.016
162.129,1.008
162.159,1.009
162.189,0.990
162.219,1.014
162.249,0.994
162.279,0.993
162.309,1.012
162.339,1.006
162.369,1.021
162.399,1.015
162.429,1.034
162.459,1.039
162.489,1.001
162.519,1.001
162.549,0.996
162.579,0.990
162.609,1.018
162.639,1.028
162.669,1.037
162.699,1.021
162.729,1.010
162.759,1.014
162.789,1.015
162.819,1.001
162.849,1.009
162.879,1.019
162.909,1.021
162.939,1.011
162.969,1.008
162.999,1.002
163.029,1.010
163.059,1.014
163.089,1.017
163.119,1.009
163.149,1.012
163.179,1.010
163.209,1.020
163.239,1.019
163.269,1.010
163.299,1.003
163.329,1.006
163.359,1.014
163.389,1.015
163.419,1.015
163.449,1.021
163.479,1.019
163.509,1.005
163.539,1.007
163.569,1.006
163.599,1.004
163.629,1.010
163.659,0.990
163.689,1.037
163.719,1.041
163.749,0.970
163.779,1.017
163.809,1.056
163.839,1.002
163.869,1.003
163.899,1.033
163.929,0.994
163.959,0.995
163.989,1.030
164.019,0.998
164.049,1.003
164.079,1.021
164.109,1.011
164.139,1.020
164.169,1.023
164.199,1.019
164.229,1.000
164.259,0.988
164.289,0.996
164.319,1.007
164.349,1.018
164.379,1.017
164.409,1.019
164.439,1.018
164.469,1.009
164.499,1.006
164.529,1.005
164.559,1.007
164.589,1.006
164.619,1.009
164.649,1.009
164.679,1.007
164.709,1.009
164.739,1.004
164.769,1.006
164.799,1.011
164.829,1.002
164.859,1.010
164.889,1.010
164.919,1.006
164.949,1.007
164.979,1.008
165.009,1.009
165.039,1.004
165.069,1.008
165.099,1.010
165.129,1.015
165.159,1.012
165.189,1.011
165.219,1.008
165.249,1.011
165.279,1.005
165.309,1.009
165.339,1.012
165.369,1.010
165.399,1.009
165.429,1.009
165.459,1.010
165.489,1.010
165.519,1.009
165.549,1.012
165.579,1.008
165.609,1.007
165.639,1.007
165.669,1.009
165.699,1.008
165.729,1.006
165.759,1.008
165.789,1.012
165.819,1.010
165.849,1.010
165.879,1.010
165.909,1.009
165.939,1.009
165.969,1.012
165.999,1.011
166.029,1.007
166.059,1.003
166.089,1.005
166.119,1.014
166.149,1.012
166.179,1.014
166.209,1.007
166.239,1.005
166.269,1.007
166.299,1.010
166.329,1.009
166.359,1.012
166.389,1.009
166.419,1.003
166.449,1.014
166.479,1.012
166.509,1.003
166.539,1.010
166.569,1.009
166.599,1.010
166.629,1.009
166.659,1.008
166.689,1.011
166.719,1.007
166.749,1.007
166.779,1.009
166.809,1.008
166.839,1.010
166.869,1.006
166.899,1.007
166.929,1.012
166.959,1.011
166.989,1.013
167.019,1.007
167.049,1.008
167.079,1.008
167.109,1.009
167.139,1.013
167.169,1.015
167.199,1.009
167.229,1.005
167.259,1.013
167.289,1.012
167.319,1.006
167.349,1.012
167.379,1.013
167.409,1.010
167.439,1.007
167.469,1.014
167.499,1.012
167.529,1.010
167.559,1.008
167.589,1.010
167.619,1.007
167.649,1.009
167.679,1.011
167.709,1.008
167.739,1.007
167.769,1.014
167.799,1.013
167.829,1.009
167.859,1.008
167.889,1.008
167.919,1.005
167.949,1.010
167.979,1.017
