df_hash,22ZHK4.N2SGV4
319.310,36.219
320.334,36.250
321.309,36.250
322.333,36.281
323.337,36.250
324.331,36.281
325.306,36.312
326.330,36.312
327.305,36.344
328.382,36.344
329.314,36.344
330.328,36.312
331.302,36.344
332.326,36.344
333.301,36.375
334.423,36.375
335.300,36.375
336.324,36.375
337.349,36.344
338.323,36.375
339.395,36.344
340.321,36.375
341.345,36.344
342.320,36.344
343.345,36.312
344.319,36.312
345.342,36.344
346.318,36.312
347.370,36.312
348.474,36.312
349.347,36.375
350.364,36.344
351.339,36.344
352.346,36.344
353.337,36.312
354.559,36.312
355.344,36.312
356.447,36.344
357.390,36.344
358.310,36.312
359.333,36.250
360.551,36.281
361.333,36.250
362.407,36.281
363.341,36.312
364.340,36.344
365.335,36.344
366.309,36.312
367.346,36.312
368.311,36.312
369.328,36.375
370.303,36.375
371.326,36.375
372.302,36.344
373.471,36.344
374.376,36.312
375.324,36.312
376.396,36.344
377.322,36.375
378.298,36.375
379.811,36.312
380.456,36.312
381.320,36.344
382.299,36.375
383.318,36.406
384.345,36.344
385.318,36.375
386.293,36.344
387.355,36.375
388.340,36.375
389.320,36.375
390.682,36.344
391.314,36.344
392.357,36.312
393.364,36.312
394.629,36.344
395.311,36.344
396.532,36.375
397.359,36.344
398.333,36.375
399.309,36.406
400.332,36.406
401.308,36.438
402.331,36.438
403.307,36.438
404.352,36.438
405.344,36.438
406.349,36.438
407.355,36.469
408.330,36.438
409.302,36.406
410.375,36.438
411.301,36.406
412.325,36.406
413.300,36.375
414.325,36.375
415.591,36.344
416.323,36.344
417.315,36.344
418.324,36.344
419.296,36.375
420.564,36.344
421.295,36.375
422.319,36.406
423.294,36.438
424.318,36.438
425.293,36.469
426.316,36.438
427.291,36.438
428.315,36.469
429.290,36.469
430.462,36.500
431.441,36.469
432.313,36.438
433.288,36.406
434.312,36.406
435.530,36.406
436.310,36.438
437.333,36.375
438.331,36.375
439.332,36.344
440.382,36.344
441.363,36.250
442.406,36.250
443.330,36.250
444.309,36.250
445.329,36.312
446.317,36.312
447.328,36.312
448.306,36.344
449.326,36.344
450.301,36.312
451.325,36.406
452.495,36.406
453.373,36.406
454.448,36.406
455.322,36.344
456.299,36.312
457.402,36.344
458.296,36.312
459.322,36.344
460.319,36.344
461.319,36.344
462.293,36.312
463.357,36.344
464.341,36.375
465.512,36.375
466.291,36.375
467.319,36.344
468.341,36.375
469.314,36.375
470.293,36.375
471.323,36.406
472.288,36.375
473.311,36.375
474.310,36.375
475.407,36.406
476.439,36.375
477.314,36.406
478.333,36.406
479.307,36.375
480.283,36.344
481.306,36.312
482.336,36.344
483.312,36.375
484.329,36.312
485.502,36.312
486.427,36.312
487.302,36.312
488.330,36.281
489.301,36.312
490.428,36.250
491.300,36.281
