df_hash,22ZHK4.N2SGV4
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.H46Y
person_label,V75
date_time_start,2025-11-03_13-45-05.246000_+03
date_time_start_unix,1762163105.246
date_time_end,2025-11-03_13-53-22.723000_+03
length_difference_noticed,no

time,temperature
5.362,35.250
6.384,35.281
7.359,35.312
8.383,35.406
9.358,35.438
10.381,35.469
11.356,35.500
12.380,35.500
13.358,35.531
14.382,35.531
15.354,35.531
16.377,35.531
17.352,35.531
18.376,35.438
19.600,35.469
20.375,35.469
21.372,35.469
22.373,35.469
23.521,35.500
24.373,35.500
25.445,35.531
26.371,35.531
27.346,35.531
28.425,35.500
29.445,35.500
30.396,35.531
31.344,35.531
32.368,35.531
33.391,35.500
34.371,35.531
35.341,35.531
36.413,35.531
37.347,35.531
38.363,35.562
39.339,35.562
40.363,35.531
41.338,35.562
42.416,35.531
43.336,35.594
44.457,35.562
45.340,35.594
46.408,35.562
47.382,35.594
48.406,35.625
49.381,35.656
50.412,35.688
51.380,35.656
52.355,35.688
53.379,35.656
54.354,35.625
55.475,35.625
56.353,35.656
57.425,35.656
58.643,35.656
59.375,35.625
60.350,35.625
61.594,35.688
62.349,35.688
63.421,35.719
64.348,35.781
65.371,35.750
66.346,35.750
67.370,35.750
68.350,35.750
69.368,35.781
70.344,35.781
71.465,35.781
72.544,35.812
73.366,35.781
74.343,35.781
75.366,35.812
76.488,35.812
77.367,35.844
78.388,35.781
79.481,35.781
80.386,35.812
81.366,35.812
82.336,35.781
83.360,35.812
84.346,35.812
85.456,35.812
86.577,35.781
87.358,35.781
88.333,35.844
89.356,35.844
90.397,35.844
91.355,35.844
92.379,35.812
93.354,35.844
94.329,35.812
95.498,35.812
96.387,35.812
97.351,35.812
98.375,35.875
99.355,35.875
100.377,35.875
101.351,35.875
102.377,35.906
103.352,35.906
104.372,36.031
105.400,36.031
106.370,36.000
107.345,36.031
108.369,35.969
109.349,35.875
110.372,35.906
111.589,35.938
112.366,35.938
113.348,35.906
114.365,35.812
115.418,35.812
116.364,35.844
117.347,35.844
118.363,35.812
119.338,35.875
120.361,35.906
121.344,35.875
122.362,35.875
123.356,35.938
124.358,35.969
125.406,36.000
126.358,36.031
127.333,36.062
128.380,36.062
129.331,36.094
130.355,36.094
131.771,36.094
132.354,36.125
133.329,36.125
134.648,36.125
135.327,36.062
136.354,36.062
137.326,36.062
138.495,36.031
139.373,36.031
140.349,36.062
141.324,36.031
142.348,36.000
143.322,36.000
144.346,36.000
145.375,36.000
146.492,36.000
147.370,35.969
148.367,35.969
149.367,36.000
150.342,35.938
151.366,36.000
152.341,36.000
153.373,36.000
154.340,36.031
155.364,36.000
156.632,36.000
157.420,36.031
158.338,36.031
159.361,35.969
160.341,36.000
161.365,35.938
162.337,35.938
163.359,35.938
164.334,35.938
165.360,35.969
166.333,35.938
167.356,35.938
168.331,35.938
169.362,35.969
170.330,36.000
171.380,36.000
172.329,35.969
173.401,35.969
174.337,35.938
175.357,35.938
176.326,35.906
177.350,35.938
178.347,35.938
179.349,35.969
180.324,35.969
181.348,35.969
182.517,36.000
183.352,36.000
184.567,36.062
185.348,36.094
186.320,36.125
187.344,36.125
188.319,36.094
189.348,36.094
190.419,36.094
191.347,36.125
192.611,36.094
193.341,36.125
194.364,36.125
195.339,36.125
196.363,36.125
197.386,36.125
198.361,36.094
199.336,36.125
200.360,36.125
201.335,36.094
202.364,36.188
203.587,36.156
204.358,36.156
205.333,36.156
206.361,36.156
207.477,36.156
208.359,36.250
209.331,36.219
210.355,36.219
211.328,36.188
212.353,36.125
213.333,36.156
214.355,36.156
215.326,36.156
216.350,36.156
217.342,36.125
218.499,36.125
219.331,36.125
220.545,36.156
221.323,36.156
222.394,36.219
223.326,36.219
224.350,36.219
225.333,36.250
226.343,36.219
227.319,36.281
228.342,36.281
229.317,36.281
230.341,36.250
231.518,36.281
232.348,36.281
233.415,36.250
234.339,36.250
235.314,36.281
236.338,36.281
237.460,36.219
238.336,36.219
239.311,36.250
240.345,36.281
241.310,36.250
242.486,36.219
243.601,36.188
244.430,36.188
245.356,36.094
246.331,36.062
247.406,36.094
248.427,36.125
249.354,36.125
250.329,36.125
251.352,36.125
252.327,36.125
253.351,36.125
254.326,36.125
255.350,36.219
256.373,36.219
257.354,36.219
258.421,36.219
259.348,36.156
260.322,36.188
261.346,36.188
262.332,36.188
263.345,36.219
264.320,36.219
265.368,36.156
266.319,36.219
267.384,36.250
268.318,36.219
269.342,36.281
270.326,36.250
271.340,36.250
272.315,36.250
273.485,36.281
274.314,36.312
275.338,36.375
276.316,36.312
277.343,36.344
278.311,36.375
279.335,36.375
280.310,36.375
281.334,36.375
282.309,36.375
283.333,36.375
284.405,36.344
285.334,36.312
286.355,36.312
287.333,36.312
288.454,36.312
289.329,36.281
290.353,36.281
291.328,36.250
292.375,36.250
293.326,36.281
294.350,36.312
295.325,36.281
296.349,36.312
297.323,36.312
298.353,36.312
299.471,36.312
300.351,36.312
301.321,36.344
302.349,36.312
303.320,36.312
304.349,36.344
305.419,36.344
306.342,36.312
307.318,36.312
308.341,36.281
309.563,36.312
310.340,36.281
311.315,36.250
312.339,36.250
313.401,36.250
314.399,36.219
315.327,36.188
316.336,36.219
317.311,36.219
318.484,36.219
